"CarryDistance_RANKTHISWEEK_2014","CarryDistance_RANKLASTWEEK_2014","CarryDistance_PLAYERNAME_2014","CarryDistance_ROUNDS_2014","CarryDistance_AVG_2014","CarryDistance_TOTALDISTTOIMPACT_2014","CarryDistance_TOTALATTEMPTS_2014","CarryDistance_LONGESTCARRYDISTANCE_2014","CarryDistance_SHORTESTCARRYDISTANCE_2014","stat_name","year"
76,76,"Will Ma Kenzie",82,276.7,19921.2,72,298.9,246,"CarryDistance",2014
76,76,"Troy Matteson",62,276.7,9960,36,302.1,239.8,"CarryDistance",2014
76,76,"Wes Roach",67,276.7,11621,42,311.8,236.9,"CarryDistance",2014
79,79,"Vijay Singh",83,276.6,17152.2,62,310.9,248.8,"CarryDistance",2014
80,80,"Jim Herman",62,276.2,10772.9,39,301.6,237.9,"CarryDistance",2014
81,81,"David Lingmerth",80,276,16283.3,59,303.9,232.5,"CarryDistance",2014
82,82,"Bo Van Pelt",83,275.9,17105.6,62,307.1,241.9,"CarryDistance",2014
83,83,"Chris Kirk",105,275.8,18476,67,302.8,231.2,"CarryDistance",2014
84,84,"Kevin Streelman",79,275.6,15987.1,58,301.4,239.4,"CarryDistance",2014
85,85,"Carl Pettersson",91,275.4,22028.1,80,319.8,229.1,"CarryDistance",2014
86,86,"Matt Every",85,275,15676.3,57,307.5,222.3,"CarryDistance",2014
87,87,"Camilo Villegas",95,274.5,22232.7,81,302.1,227.7,"CarryDistance",2014
88,88,"Jonathan Byrd",76,274.4,16186.8,59,305.8,241.1,"CarryDistance",2014
89,89,"Ian Poulter",57,274.3,10148.1,37,299.7,238.7,"CarryDistance",2014
90,90,"Gonzalo Fdez Castano",83,274.2,17823.4,65,302.8,229.7,"CarryDistance",2014
90,90,"Chesson Hadley",84,274.2,19741.1,72,306.1,232.6,"CarryDistance",2014
92,92,"Michael Thompson",74,274.1,13977.8,51,297.3,233.4,"CarryDistance",2014
93,93,"George McNeill",79,273.9,16981.3,62,300.4,234.6,"CarryDistance",2014
93,93,"Jordan Spieth",102,273.9,19447.5,71,302.7,228.4,"CarryDistance",2014
95,95,"Ryo Ishikawa",75,273.8,12596.8,46,304.7,248.1,"CarryDistance",2014
96,96,"Trevor Immelman",84,273.3,14213.7,52,297.9,247.8,"CarryDistance",2014
96,96,"Ben Martin",80,273.3,15304.3,56,295.6,234.4,"CarryDistance",2014
98,98,"Brice Garnett",92,272.8,19639.2,72,319.6,239.3,"CarryDistance",2014
99,99,"John Senden",99,272.7,20724.7,76,307.8,238,"CarryDistance",2014
99,99,"Nicholas Thompson",85,272.7,16907.6,62,322.6,240.4,"CarryDistance",2014
101,101,"Luke Guthrie",85,272.6,20174.1,74,307.8,230.3,"CarryDistance",2014
102,102,"Richard Lee",80,272.3,16609.2,61,292.8,247.1,"CarryDistance",2014
103,103,"John Peterson",62,272.2,13337.3,49,322.6,246.6,"CarryDistance",2014
104,104,"Scott Brown",100,271.9,19306.4,71,300.8,241.6,"CarryDistance",2014
104,104,"Pat Perez",84,271.9,17127.9,63,298,232.2,"CarryDistance",2014
106,106,"Jim Renner",61,271.3,11394.5,42,297.2,232.8,"CarryDistance",2014
107,107,"Retief Goosen",94,271.1,19520,72,302.8,242.7,"CarryDistance",2014
107,107,"Johnson Wagner",69,271.1,13827.2,51,295,237.8,"CarryDistance",2014
109,109,"Kevin Kisner",85,270.7,19221.1,71,305.3,228.2,"CarryDistance",2014
109,109,"Brandt Snedeker",89,270.7,16515.3,61,297.8,243.2,"CarryDistance",2014
111,111,"DA Points",75,270.5,11360.3,42,297.9,238.4,"CarryDistance",2014
111,111,"Rory Sabbatini",82,270.5,14878.2,55,300.3,220.5,"CarryDistance",2014
113,113,"Jonas Blixt",64,269.8,8904.4,33,293.6,243.5,"CarryDistance",2014
113,113,"Erik Compton",88,269.8,19427.5,72,302.1,235.7,"CarryDistance",2014
115,115,"Robert Allenby",83,269.7,15101.6,56,296.6,228.1,"CarryDistance",2014
115,115,"Chad Campbell",57,269.7,11597.1,43,294.6,234.2,"CarryDistance",2014
117,117,"Boo Weekley",73,269.6,12130.7,45,295.5,247.4,"CarryDistance",2014
118,118,"Ricky Barnes",92,269.4,16431.9,61,292.5,243.3,"CarryDistance",2014
119,119,"Andrew Svoboda",77,269.3,17505.2,65,288.8,242.3,"CarryDistance",2014
120,120,"James Driscoll",71,269.2,10228.3,38,290.9,239.5,"CarryDistance",2014
121,121,"Bronson La Cassie",51,269.1,8610.5,32,294.2,243.7,"CarryDistance",2014
121,121,"Troy Merritt",62,269.1,15069.3,56,295.5,231.2,"CarryDistance",2014
121,121,"Ryan Moore",86,269.1,15874.8,59,295,239.7,"CarryDistance",2014
124,124,"Sangmoon Bae",76,268.9,15593.8,58,298,236.2,"CarryDistance",2014
125,125,"Brian Harman",111,268.8,25806.9,96,292.6,238.2,"CarryDistance",2014
126,126,"Danny Lee",84,268.6,15579.6,58,291.8,237.5,"CarryDistance",2014
127,127,"Cameron Tringale",111,268.4,24964.6,93,313.9,222.7,"CarryDistance",2014
128,128,"Roberto Castro",76,267.9,14735.6,55,291.4,234.4,"CarryDistance",2014
129,129,"Brendon de Jonge",109,267.4,20590.7,77,308,237.3,"CarryDistance",2014
129,129,"Mark Wilson",69,267.4,14174,53,297.7,230.4,"CarryDistance",2014
131,131,"Kevin Na",94,266.5,19452.2,73,306.4,234.2,"CarryDistance",2014
132,132,"John Huh",87,266.3,17308.4,65,297,224.4,"CarryDistance",2014
132,132,"Chris Stroud",88,266.3,17307.3,65,292,234.7,"CarryDistance",2014
134,134,"Zach Johnson",97,264.9,23314.4,88,301.7,235,"CarryDistance",2014
135,135,"Luke Donald",57,264.7,9794.3,37,283.3,236.6,"CarryDistance",2014
136,136,"Graeme McDowell",66,264.5,11639.9,44,283.8,240.6,"CarryDistance",2014
137,137,"Tim Wilkinson",86,264.2,16644.5,63,292.3,242.5,"CarryDistance",2014
138,138,"David Hearn",97,264,21916,83,282.3,240.8,"CarryDistance",2014
139,139,"Ben Crane",81,263.7,20565,78,288.7,237.3,"CarryDistance",2014
139,139,"Justin Hicks",103,263.7,24256.7,92,286.9,226.3,"CarryDistance",2014
139,139,"Jeff Overton",80,263.7,16610.8,63,295.5,222,"CarryDistance",2014
142,142,"Daniel Summerhays",98,263.3,23434.9,89,288.2,234.7,"CarryDistance",2014
143,143,"Brian Stuard",91,262.9,19453.7,74,300.1,233.5,"CarryDistance",2014
144,144,"Woody Austin",63,262.7,14183.6,54,299.6,232.5,"CarryDistance",2014
144,144,"Matt Kuchar",91,262.7,18389.2,70,308.2,222.5,"CarryDistance",2014
146,146,"William McGirt",96,262.6,22847.8,87,286.9,235.2,"CarryDistance",2014
147,147,"YE Yang",79,262.4,12334.9,47,282.8,226.2,"CarryDistance",2014
148,148,"Brian Davis",93,262.3,21772.7,83,282.4,235.7,"CarryDistance",2014
148,148,"DH Lee",54,262.3,10492.3,40,288.8,221,"CarryDistance",2014
150,150,"John Merrick",87,261.8,17019.1,65,288.9,225.3,"CarryDistance",2014
151,151,"Briny Baird",50,261.5,9675.9,37,292.3,230.7,"CarryDistance",2014
152,152,"Charlie Wi",72,261.4,15423.6,59,281.1,238.3,"CarryDistance",2014
153,153,"Freddie Jacobson",91,261.3,16197.8,62,293.9,222.7,"CarryDistance",2014
154,154,"Jim Furyk",84,261.2,17760.2,68,296.1,224.2,"CarryDistance",2014
155,155,"Russell Knox",92,260.6,19806.6,76,287.6,226.2,"CarryDistance",2014
156,156,"Jason Bohn",81,260.5,20057.2,77,284.2,235.5,"CarryDistance",2014
157,157,"Ben Curtis",77,260.3,16922,65,282.8,235.2,"CarryDistance",2014
158,158,"Stuart Appleby",92,259.9,19493.8,75,295.8,227.2,"CarryDistance",2014
159,159,"Ted Potter Jr",68,259.8,15070.4,58,293.8,232.6,"CarryDistance",2014
160,160,"Brendon Todd",108,259.4,20233,78,286.7,230.5,"CarryDistance",2014
161,161,"Chad Collins",78,259.2,11403.8,44,282,226.8,"CarryDistance",2014
162,162,"Bryce Molder",77,258.9,16826.2,65,289.7,230.9,"CarryDistance",2014
163,163,"KJ Choi",80,258.5,17058.8,66,283.6,225.4,"CarryDistance",2014
164,164,"Greg Chalmers",85,258.1,18583.4,72,285.1,222,"CarryDistance",2014
165,165,"Jason Dufner",57,258,8771,34,299.3,226.1,"CarryDistance",2014
166,166,"Heath Slocum",71,257.1,14912.6,58,282.7,226.9,"CarryDistance",2014
167,167,"Jeff Maggert",54,256.7,10524.7,41,282,231.2,"CarryDistance",2014
168,168,"Jerry Kelly",80,256.5,15644.1,61,281.3,228.3,"CarryDistance",2014
169,169,"Billy Hurley III",86,256,17153.3,67,274.8,230.1,"CarryDistance",2014
170,170,"Scott Langley",95,255.7,19689.2,77,293.2,225.3,"CarryDistance",2014
171,171,"Spencer Levin",59,254.2,11184.1,44,277.6,227.2,"CarryDistance",2014
171,171,"David Toms",64,254.2,13470.1,53,276.4,226.5,"CarryDistance",2014
173,173,"Ken Duke",80,252.8,14156.5,56,280.3,232.5,"CarryDistance",2014
174,174,"Brian Gay",81,251.2,14821,59,275.9,230.7,"CarryDistance",2014
175,175,"Tim Clark",75,250.6,14785.3,59,269.6,222.3,"CarryDistance",2014
176,176,"Mike Weir",69,249.3,11466.3,46,277.1,221.3,"CarryDistance",2014
177,177,"Justin Leonard",75,248.1,15135.4,61,269.5,226.5,"CarryDistance",2014
