"GIRPctFairwayBunker_RANKTHISWEEK_2014","GIRPctFairwayBunker_RANKLASTWEEK_2014","GIRPctFairwayBunker_PLAYERNAME_2014","GIRPctFairwayBunker_ROUNDS_2014","GIRPctFairwayBunker_Pct_2014","GIRPctFairwayBunker_GREENSHIT_2014","GIRPctFairwayBunker_HOLES_2014","GIRPctFairwayBunker_RELATIVEPAR_2014","stat_name","year"
128,128,"Brian Stuard",91,42.2,27,64,-6,"GIRPctFairwayBunker",2014
131,131,"Bubba Watson",76,42.1,16,38,-5,"GIRPctFairwayBunker",2014
132,132,"Matt Kuchar",91,42,29,69,-7,"GIRPctFairwayBunker",2014
133,133,"Nick Watney",80,41.7,25,60,-4,"GIRPctFairwayBunker",2014
134,134,"Jerry Kelly",80,41.5,22,53,-7,"GIRPctFairwayBunker",2014
135,135,"Ben Crane",81,41.4,24,58,-6,"GIRPctFairwayBunker",2014
135,135,"Will Wilcox",51,41.4,12,29,-2,"GIRPctFairwayBunker",2014
137,137,"Mark Wilson",69,41.3,19,46,-3,"GIRPctFairwayBunker",2014
138,138,"Jordan Spieth",102,41.2,35,85,-7,"GIRPctFairwayBunker",2014
138,138,"Jhonattan Vegas",77,41.2,21,51,-3,"GIRPctFairwayBunker",2014
140,140,"Kevin Chappell",100,41,34,83,-7,"GIRPctFairwayBunker",2014
140,140,"Luke Donald",57,41,16,39,-3,"GIRPctFairwayBunker",2014
142,142,"Jason Day",54,40.9,9,22,-4,"GIRPctFairwayBunker",2014
143,143,"Roberto Castro",76,40.8,20,49,-6,"GIRPctFairwayBunker",2014
144,144,"Tim Clark",75,40.6,13,32,-4,"GIRPctFairwayBunker",2014
144,144,"Brendon de Jonge",109,40.6,26,64,-5,"GIRPctFairwayBunker",2014
146,146,"Ben Curtis",77,40.4,19,47,-3,"GIRPctFairwayBunker",2014
147,147,"Russell Knox",92,40,26,65,-2,"GIRPctFairwayBunker",2014
147,147,"Jim Renner",61,40,28,70,-3,"GIRPctFairwayBunker",2014
147,147,"John Senden",99,40,28,70,-11,"GIRPctFairwayBunker",2014
147,147,"Henrik Stenson",56,40,10,25,-3,"GIRPctFairwayBunker",2014
147,147,"Josh Teater",90,40,26,65,-3,"GIRPctFairwayBunker",2014
152,152,"Wes Roach",67,39.5,17,43,-3,"GIRPctFairwayBunker",2014
153,153,"Billy Horschel",92,39.4,26,66,-5,"GIRPctFairwayBunker",2014
154,154,"Louis Oosthuizen",50,39.3,11,28,-2,"GIRPctFairwayBunker",2014
155,155,"YE Yang",79,39.2,20,51,-6,"GIRPctFairwayBunker",2014
156,156,"Kevin Kisner",85,38.8,26,67,-7,"GIRPctFairwayBunker",2014
157,157,"Chesson Hadley",84,38.6,22,57,-4,"GIRPctFairwayBunker",2014
158,158,"Martin Kaymer",65,38.5,15,39,-1,"GIRPctFairwayBunker",2014
159,159,"Brice Garnett",92,38.4,33,86,-2,"GIRPctFairwayBunker",2014
160,160,"Sean OHair",77,38.2,26,68,-2,"GIRPctFairwayBunker",2014
160,160,"Patrick Reed",92,38.2,26,68,-6,"GIRPctFairwayBunker",2014
162,162,"Justin Hicks",103,38.1,16,42,-4,"GIRPctFairwayBunker",2014
163,163,"Zach Johnson",97,37.9,22,58,-5,"GIRPctFairwayBunker",2014
164,164,"Justin Leonard",75,37.5,18,48,0,"GIRPctFairwayBunker",2014
164,164,"Kevin Streelman",79,37.5,15,40,-3,"GIRPctFairwayBunker",2014
166,166,"Pat Perez",84,37.3,22,59,-3,"GIRPctFairwayBunker",2014
166,166,"DA Points",75,37.3,19,51,-5,"GIRPctFairwayBunker",2014
168,168,"Ian Poulter",57,37.1,13,35,0,"GIRPctFairwayBunker",2014
169,169,"DH Lee",54,37,10,27,-1,"GIRPctFairwayBunker",2014
170,170,"Russell Henley",92,36.8,21,57,-5,"GIRPctFairwayBunker",2014
171,171,"Ryan Moore",86,36.7,18,49,-4,"GIRPctFairwayBunker",2014
172,172,"Robert Streb",75,36.5,19,52,-7,"GIRPctFairwayBunker",2014
173,173,"Bronson La Cassie",51,33.3,9,27,-3,"GIRPctFairwayBunker",2014
174,174,"Heath Slocum",71,32.3,10,31,-3,"GIRPctFairwayBunker",2014
175,175,"Richard Lee",80,30.8,16,52,-2,"GIRPctFairwayBunker",2014
176,176,"Michael Putnam",106,30.6,19,62,-2,"GIRPctFairwayBunker",2014
177,177,"Jamie Lovemark",64,30.3,10,33,-1,"GIRPctFairwayBunker",2014
