"RightRoughTendencyRTPScore_RANKTHISWEEK_2016","RightRoughTendencyRTPScore_RANKLASTWEEK_2016","RightRoughTendencyRTPScore_PLAYERNAME_2016","RightRoughTendencyRTPScore_ROUNDS_2016","RightRoughTendencyRTPScore_RTPSCORE_2016","stat_name","year"
133,152,"Camilo Villegas",50,0.078,"RightRoughTendencyRTPScore",2016
135,125,"Chad Campbell",54,0.079,"RightRoughTendencyRTPScore",2016
135,87,"Shane Lowry",35,0.079,"RightRoughTendencyRTPScore",2016
135,97,"Steve Marino",40,0.079,"RightRoughTendencyRTPScore",2016
135,173,"Robert Streb",51,0.079,"RightRoughTendencyRTPScore",2016
139,161,"Brendan Steele",48,0.08,"RightRoughTendencyRTPScore",2016
140,101,"Matt Every",34,0.083,"RightRoughTendencyRTPScore",2016
141,164,"Brendon Todd",43,0.086,"RightRoughTendencyRTPScore",2016
142,106,"Scott Pinckney",53,0.087,"RightRoughTendencyRTPScore",2016
142,130,"Brett Stegmaier",57,0.087,"RightRoughTendencyRTPScore",2016
144,102,"DH Lee",35,0.088,"RightRoughTendencyRTPScore",2016
144,145,"Carl Pettersson",31,0.088,"RightRoughTendencyRTPScore",2016
146,148,"Rory Sabbatini",40,0.089,"RightRoughTendencyRTPScore",2016
147,150,"Stewart Cink",45,0.09,"RightRoughTendencyRTPScore",2016
148,191,"Vaughn Taylor",30,0.091,"RightRoughTendencyRTPScore",2016
149,140,"Scott Brown",59,0.095,"RightRoughTendencyRTPScore",2016
149,132,"Derek Fathauer",58,0.095,"RightRoughTendencyRTPScore",2016
151,150,"Ernie Els",34,0.096,"RightRoughTendencyRTPScore",2016
152,153,"Dicky Pride",33,0.1,"RightRoughTendencyRTPScore",2016
153,159,"David Hearn",55,0.102,"RightRoughTendencyRTPScore",2016
154,142,"Kyle Stanley",57,0.104,"RightRoughTendencyRTPScore",2016
155,145,"Stuart Appleby",39,0.106,"RightRoughTendencyRTPScore",2016
156,171,"Si Woo Kim",63,0.107,"RightRoughTendencyRTPScore",2016
157,160,"Jon Curran",55,0.109,"RightRoughTendencyRTPScore",2016
157,148,"Emiliano Grillo",47,0.109,"RightRoughTendencyRTPScore",2016
159,162,"Mark Wilson",42,0.11,"RightRoughTendencyRTPScore",2016
160,188,"Byeong Hun An",23,0.111,"RightRoughTendencyRTPScore",2016
161,142,"Kevin Kisner",49,0.113,"RightRoughTendencyRTPScore",2016
161,89,"David Toms",38,0.113,"RightRoughTendencyRTPScore",2016
163,142,"Angel Cabrera",42,0.117,"RightRoughTendencyRTPScore",2016
164,162,"Brendon de Jonge",55,0.118,"RightRoughTendencyRTPScore",2016
164,181,"Scott Langley",41,0.118,"RightRoughTendencyRTPScore",2016
164,167,"Michael Thompson",46,0.118,"RightRoughTendencyRTPScore",2016
167,164,"Ollie Schniederjans",23,0.119,"RightRoughTendencyRTPScore",2016
167,168,"Nick Taylor",57,0.119,"RightRoughTendencyRTPScore",2016
169,155,"Blayne Barber",44,0.123,"RightRoughTendencyRTPScore",2016
170,169,"Derek Ernst",36,0.127,"RightRoughTendencyRTPScore",2016
170,173,"Jim Herman",55,0.127,"RightRoughTendencyRTPScore",2016
170,175,"Michael Kim",62,0.127,"RightRoughTendencyRTPScore",2016
173,175,"Keegan Bradley",40,0.128,"RightRoughTendencyRTPScore",2016
174,180,"Will Ma Kenzie",54,0.13,"RightRoughTendencyRTPScore",2016
175,177,"Will Wilcox",47,0.131,"RightRoughTendencyRTPScore",2016
176,171,"Retief Goosen",37,0.134,"RightRoughTendencyRTPScore",2016
177,179,"Abraham Ancer",26,0.135,"RightRoughTendencyRTPScore",2016
178,155,"Robert Garrigus",34,0.136,"RightRoughTendencyRTPScore",2016
179,164,"Kelly Kraft",35,0.138,"RightRoughTendencyRTPScore",2016
180,170,"Geoff Ogilvy",37,0.141,"RightRoughTendencyRTPScore",2016
181,178,"Dawie van der Walt",48,0.145,"RightRoughTendencyRTPScore",2016
182,182,"Brian Gay",22,0.15,"RightRoughTendencyRTPScore",2016
183,185,"Bryce Molder",50,0.152,"RightRoughTendencyRTPScore",2016
184,197,"Chesson Hadley",51,0.155,"RightRoughTendencyRTPScore",2016
185,183,"Ben Martin",48,0.157,"RightRoughTendencyRTPScore",2016
186,187,"Bernd Wiesberger",23,0.16,"RightRoughTendencyRTPScore",2016
187,192,"Kyle Reifers",63,0.165,"RightRoughTendencyRTPScore",2016
188,186,"David Lingmerth",54,0.167,"RightRoughTendencyRTPScore",2016
189,189,"KJ Choi",47,0.169,"RightRoughTendencyRTPScore",2016
190,190,"Charlie Beljan",26,0.17,"RightRoughTendencyRTPScore",2016
191,193,"Ian Poulter",37,0.178,"RightRoughTendencyRTPScore",2016
192,193,"Zac Blair",56,0.186,"RightRoughTendencyRTPScore",2016
193,183,"Jamie Donaldson",28,0.188,"RightRoughTendencyRTPScore",2016
194,204,"DA Points",32,0.192,"RightRoughTendencyRTPScore",2016
195,195,"Chad Collins",45,0.193,"RightRoughTendencyRTPScore",2016
196,155,"Alex Cejka",47,0.203,"RightRoughTendencyRTPScore",2016
197,198,"Graeme McDowell",33,0.209,"RightRoughTendencyRTPScore",2016
198,196,"Spencer Levin",62,0.211,"RightRoughTendencyRTPScore",2016
199,199,"Lucas Lee",22,0.214,"RightRoughTendencyRTPScore",2016
200,200,"Andres Gonzales",46,0.226,"RightRoughTendencyRTPScore",2016
201,201,"Ken Duke",26,0.235,"RightRoughTendencyRTPScore",2016
202,202,"Darron Stiles",28,0.25,"RightRoughTendencyRTPScore",2016
203,202,"JJ Henry",44,0.26,"RightRoughTendencyRTPScore",2016
204,205,"Justin Leonard",28,0.269,"RightRoughTendencyRTPScore",2016
205,206,"Sergio Garcia",28,0.273,"RightRoughTendencyRTPScore",2016
206,207,"Robert Allenby",35,0.328,"RightRoughTendencyRTPScore",2016
207,208,"Justin Hicks",26,0.436,"RightRoughTendencyRTPScore",2016
