"SandSavesfrom_RANKTHISWEEK_2011","SandSavesfrom_RANKLASTWEEK_2011","SandSavesfrom_PLAYERNAME_2011","SandSavesfrom_ROUNDS_2011","SandSavesfrom_Pct_2011","SandSavesfrom_OFSAVES_2011","SandSavesfrom_OFBUNKERS_2011","stat_name","year"
33,33,"Jerry Kelly",85,80,4,5,"SandSavesfrom",2011
33,33,"Phil Mickelson",79,80,4,5,"SandSavesfrom",2011
33,33,"Steve Stricker",70,80,4,5,"SandSavesfrom",2011
40,40,"Pat Perez",76,77.78,7,9,"SandSavesfrom",2011
40,40,"Justin Rose",79,77.78,7,9,"SandSavesfrom",2011
42,42,"Brian Davis",105,76.92,10,13,"SandSavesfrom",2011
43,43,"Jason Bohn",74,75,6,8,"SandSavesfrom",2011
43,43,"KJ Choi",77,75,3,4,"SandSavesfrom",2011
43,43,"Stewart Cink",72,75,6,8,"SandSavesfrom",2011
43,43,"Luke Donald",73,75,3,4,"SandSavesfrom",2011
43,43,"Freddie Jacobson",92,75,3,4,"SandSavesfrom",2011
43,43,"Martin Laird",77,75,3,4,"SandSavesfrom",2011
43,43,"Justin Leonard",82,75,3,4,"SandSavesfrom",2011
43,43,"Nick OHern",89,75,6,8,"SandSavesfrom",2011
43,43,"Ryan Palmer",82,75,6,8,"SandSavesfrom",2011
43,43,"Chris Stroud",88,75,6,8,"SandSavesfrom",2011
43,43,"David Toms",78,75,3,4,"SandSavesfrom",2011
43,43,"Camilo Villegas",69,75,3,4,"SandSavesfrom",2011
43,43,"Mark Wilson",89,75,6,8,"SandSavesfrom",2011
56,56,"Johnson Wagner",81,72.73,8,11,"SandSavesfrom",2011
57,57,"Tom Gillis",55,71.43,5,7,"SandSavesfrom",2011
57,57,"Charles Howell III",108,71.43,5,7,"SandSavesfrom",2011
57,57,"Bill Lunde",92,71.43,5,7,"SandSavesfrom",2011
57,57,"Shaun Micheel",77,71.43,5,7,"SandSavesfrom",2011
57,57,"Adam Scott",60,71.43,5,7,"SandSavesfrom",2011
57,57,"Vaughn Taylor",89,71.43,5,7,"SandSavesfrom",2011
63,63,"Matt Kuchar",94,70,7,10,"SandSavesfrom",2011
64,64,"Jonathan Byrd",83,66.67,2,3,"SandSavesfrom",2011
64,64,"Jason Dufner",78,66.67,4,6,"SandSavesfrom",2011
64,64,"Steve Flesch",88,66.67,4,6,"SandSavesfrom",2011
64,64,"Lucas Glover",74,66.67,4,6,"SandSavesfrom",2011
64,64,"JB Holmes",57,66.67,2,3,"SandSavesfrom",2011
64,64,"Billy Horschel",75,66.67,2,3,"SandSavesfrom",2011
64,64,"Kent Jones",76,66.67,2,3,"SandSavesfrom",2011
64,64,"Anthony Kim",72,66.67,4,6,"SandSavesfrom",2011
64,64,"Graeme McDowell",50,66.67,2,3,"SandSavesfrom",2011
64,64,"Ian Poulter",52,66.67,4,6,"SandSavesfrom",2011
64,64,"John Rollins",85,66.67,4,6,"SandSavesfrom",2011
64,64,"Will Strickler",51,66.67,2,3,"SandSavesfrom",2011
76,76,"Hunter Haas",96,63.64,7,11,"SandSavesfrom",2011
77,77,"Keegan Bradley",91,62.5,5,8,"SandSavesfrom",2011
77,77,"Kevin Chappell",78,62.5,5,8,"SandSavesfrom",2011
77,77,"Billy Mayfair",94,62.5,5,8,"SandSavesfrom",2011
77,77,"Tag Ridings",87,62.5,5,8,"SandSavesfrom",2011
77,77,"Brendan Steele",89,62.5,5,8,"SandSavesfrom",2011
82,82,"Stephen Ames",69,60,3,5,"SandSavesfrom",2011
82,82,"DJ Brigman",67,60,3,5,"SandSavesfrom",2011
82,82,"James Driscoll",71,60,3,5,"SandSavesfrom",2011
82,82,"Steve Elkington",50,60,3,5,"SandSavesfrom",2011
82,82,"Bill Haas",93,60,3,5,"SandSavesfrom",2011
82,82,"Brandt Jobe",100,60,6,10,"SandSavesfrom",2011
82,82,"Matt Jones",71,60,3,5,"SandSavesfrom",2011
89,89,"Robert Allenby",84,58.33,7,12,"SandSavesfrom",2011
90,90,"Stuart Appleby",65,57.14,4,7,"SandSavesfrom",2011
90,90,"Ben Crane",76,57.14,4,7,"SandSavesfrom",2011
90,90,"Charley Hoffman",93,57.14,4,7,"SandSavesfrom",2011
90,90,"Bryce Molder",82,57.14,8,14,"SandSavesfrom",2011
90,90,"Rod Pampling",72,57.14,4,7,"SandSavesfrom",2011
90,90,"DA Points",89,57.14,4,7,"SandSavesfrom",2011
90,90,"Rory Sabbatini",85,57.14,4,7,"SandSavesfrom",2011
90,90,"Bo Van Pelt",92,57.14,4,7,"SandSavesfrom",2011
90,90,"Garrett Willis",71,57.14,4,7,"SandSavesfrom",2011
90,90,"YE Yang",63,57.14,4,7,"SandSavesfrom",2011
100,100,"Kevin Stadler",88,56.25,9,16,"SandSavesfrom",2011
101,101,"Michael Connell",76,55.56,5,9,"SandSavesfrom",2011
101,101,"Tommy Gainey",104,55.56,5,9,"SandSavesfrom",2011
101,101,"Chris Kirk",87,55.56,5,9,"SandSavesfrom",2011
104,104,"Nathan Green",81,54.55,6,11,"SandSavesfrom",2011
105,105,"Vijay Singh",79,53.85,7,13,"SandSavesfrom",2011
106,106,"Ricky Barnes",78,50,2,4,"SandSavesfrom",2011
106,106,"Chad Campbell",99,50,6,12,"SandSavesfrom",2011
106,106,"Brendon de Jonge",105,50,4,8,"SandSavesfrom",2011
106,106,"Joe Durant",71,50,1,2,"SandSavesfrom",2011
106,106,"Retief Goosen",50,50,2,4,"SandSavesfrom",2011
106,106,"Paul Goydos",81,50,4,8,"SandSavesfrom",2011
106,106,"Lee Janzen",62,50,4,8,"SandSavesfrom",2011
106,106,"Kevin Kisner",70,50,3,6,"SandSavesfrom",2011
106,106,"Spencer Levin",113,50,3,6,"SandSavesfrom",2011
106,106,"Ben Martin",74,50,3,6,"SandSavesfrom",2011
106,106,"Troy Matteson",91,50,5,10,"SandSavesfrom",2011
106,106,"Joe Ogilvie",75,50,4,8,"SandSavesfrom",2011
106,106,"Carl Pettersson",95,50,6,12,"SandSavesfrom",2011
106,106,"Aron Price",58,50,1,2,"SandSavesfrom",2011
106,106,"Webb Simpson",98,50,4,8,"SandSavesfrom",2011
106,106,"Scott Stallings",84,50,2,4,"SandSavesfrom",2011
106,106,"Paul Stankowski",78,50,1,2,"SandSavesfrom",2011
106,106,"Kyle Stanley",98,50,5,10,"SandSavesfrom",2011
106,106,"Roland Thatcher",67,50,3,6,"SandSavesfrom",2011
106,106,"Jhonattan Vegas",84,50,6,12,"SandSavesfrom",2011
106,106,"Charlie Wi",83,50,5,10,"SandSavesfrom",2011
127,127,"Chris DiMarco",93,44.44,4,9,"SandSavesfrom",2011
127,127,"Fabian Gomez",84,44.44,4,9,"SandSavesfrom",2011
127,127,"Dustin Johnson",72,44.44,4,9,"SandSavesfrom",2011
127,127,"David Mathis",83,44.44,4,9,"SandSavesfrom",2011
127,127,"Kevin Na",84,44.44,4,9,"SandSavesfrom",2011
127,127,"Andres Romero",77,44.44,4,9,"SandSavesfrom",2011
127,127,"John Senden",94,44.44,4,9,"SandSavesfrom",2011
127,127,"Bubba Watson",85,44.44,4,9,"SandSavesfrom",2011
135,135,"Bobby Gates",82,42.86,3,7,"SandSavesfrom",2011
135,135,"Steve Marino",76,42.86,3,7,"SandSavesfrom",2011
135,135,"William McGirt",103,42.86,3,7,"SandSavesfrom",2011
135,135,"Marc Turnesa",54,42.86,3,7,"SandSavesfrom",2011
139,139,"Arjun Atwal",91,41.67,5,12,"SandSavesfrom",2011
140,140,"Ben Curtis",66,40,4,10,"SandSavesfrom",2011
140,140,"JP Hayes",56,40,2,5,"SandSavesfrom",2011
140,140,"Jim Renner",65,40,2,5,"SandSavesfrom",2011
140,140,"Nate Smith",66,40,2,5,"SandSavesfrom",2011
140,140,"Daniel Summerhays",75,40,2,5,"SandSavesfrom",2011
140,140,"Cameron Tringale",110,40,4,10,"SandSavesfrom",2011
140,140,"Dean Wilson",62,40,2,5,"SandSavesfrom",2011
147,147,"Rickie Fowler",84,38.46,5,13,"SandSavesfrom",2011
148,148,"Alex Cejka",59,37.5,3,8,"SandSavesfrom",2011
148,148,"Tim Herron",85,37.5,3,8,"SandSavesfrom",2011
148,148,"Rocco Mediate",53,37.5,3,8,"SandSavesfrom",2011
148,148,"Heath Slocum",89,37.5,3,8,"SandSavesfrom",2011
152,152,"Brandt Snedeker",85,36.36,4,11,"SandSavesfrom",2011
152,152,"Jimmy Walker",79,36.36,4,11,"SandSavesfrom",2011
154,154,"Hunter Mahan",92,35.71,5,14,"SandSavesfrom",2011
155,155,"Kris Blanks",92,33.33,3,9,"SandSavesfrom",2011
155,155,"Ernie Els",71,33.33,3,9,"SandSavesfrom",2011
155,155,"Sergio Garcia",61,33.33,2,6,"SandSavesfrom",2011
155,155,"Brian Gay",90,33.33,2,6,"SandSavesfrom",2011
155,155,"JJ Henry",96,33.33,1,3,"SandSavesfrom",2011
155,155,"Colt Knost",80,33.33,1,3,"SandSavesfrom",2011
155,155,"Jarrod Lyle",83,33.33,3,9,"SandSavesfrom",2011
155,155,"Matt McQuillan",59,33.33,1,3,"SandSavesfrom",2011
155,155,"Sean OHair",71,33.33,1,3,"SandSavesfrom",2011
155,155,"Chez Reavie",92,33.33,3,9,"SandSavesfrom",2011
155,155,"Nick Watney",80,33.33,1,3,"SandSavesfrom",2011
166,166,"Troy Merritt",63,28.57,2,7,"SandSavesfrom",2011
166,166,"Michael Thompson",79,28.57,2,7,"SandSavesfrom",2011
168,168,"Shane Bertsch",62,25,2,8,"SandSavesfrom",2011
168,168,"Robert Garrigus",83,25,2,8,"SandSavesfrom",2011
168,168,"Padraig Harrington",60,25,1,4,"SandSavesfrom",2011
168,168,"Boo Weekley",66,25,1,4,"SandSavesfrom",2011
172,172,"Scott Piercy",78,22.22,2,9,"SandSavesfrom",2011
173,173,"Richard Johnson",64,20,1,5,"SandSavesfrom",2011
174,174,"David Duval",67,16.67,1,6,"SandSavesfrom",2011
175,175,"Ryan Moore",79,14.29,1,7,"SandSavesfrom",2011
176,176,"Blake Adams",116,11.11,1,9,"SandSavesfrom",2011
177,177,"Rich Beem",53,0,NA,2,"SandSavesfrom",2011
177,177,"Steven Bowditch",86,0,NA,2,"SandSavesfrom",2011
177,177,"Justin Hicks",60,0,NA,1,"SandSavesfrom",2011
177,177,"Derek Lamely",65,0,NA,3,"SandSavesfrom",2011
177,177,"Scott McCarron",65,0,NA,2,"SandSavesfrom",2011
177,177,"John Merrick",71,0,NA,1,"SandSavesfrom",2011
177,177,"Martin Piller",63,0,NA,4,"SandSavesfrom",2011
177,177,"Alex Prugh",82,0,NA,7,"SandSavesfrom",2011
177,177,"Alexandre Rocha",65,0,NA,2,"SandSavesfrom",2011
