"HangTime_RANKTHISWEEK_2009","HangTime_RANKLASTWEEK_2009","HangTime_PLAYERNAME_2009","HangTime_ROUNDS_2009","HangTime_AVG_2009","HangTime_TOTALACTUALHANGTIME_2009","HangTime_TOTALATTEMPTS_2009","HangTime_LONGESTACTHANGTIME_2009","HangTime_SHORTESTACTHANGTIME_2009","stat_name","year"
58,58,"Rich Beem",77,6.3,325.4,52,7.1,4.7,"HangTime",2009
58,58,"Angel Cabrera",55,6.3,228.4,36,7.3,4.9,"HangTime",2009
58,58,"Daniel Chopra",89,6.3,537.8,86,8.2,4.3,"HangTime",2009
58,58,"Brian Davis",103,6.3,589.1,93,7.4,4.3,"HangTime",2009
58,58,"Jason Day",61,6.3,300.9,48,7.5,3.8,"HangTime",2009
58,58,"Joe Durant",62,6.3,282.3,45,7.6,1.2,"HangTime",2009
58,58,"Sergio Garcia",59,6.3,264.2,42,7.4,4.1,"HangTime",2009
58,58,"Lee Janzen",74,6.3,362.5,58,7.1,5.2,"HangTime",2009
58,58,"Kent Jones",73,6.3,341.3,54,7,3.2,"HangTime",2009
58,58,"Matt Jones",56,6.3,246.2,39,7.6,4.2,"HangTime",2009
58,58,"Bill Lunde",83,6.3,474.1,75,7.4,4.8,"HangTime",2009
58,58,"Hunter Mahan",94,6.3,421,67,7,5.3,"HangTime",2009
58,58,"John Mallinger",90,6.3,457.4,73,7.4,5.3,"HangTime",2009
58,58,"Bryce Molder",69,6.3,328.8,52,7.4,4.7,"HangTime",2009
58,58,"James Nitties",86,6.3,355.1,56,7.4,4.7,"HangTime",2009
58,58,"Sean OHair",80,6.3,363.1,58,7.6,4.4,"HangTime",2009
58,58,"Leif Olson",51,6.3,238.9,38,7.7,4.3,"HangTime",2009
58,58,"Kenny Perry",92,6.3,481.4,77,7.3,4.3,"HangTime",2009
58,58,"Scott Piercy",85,6.3,388.4,62,7.7,3.5,"HangTime",2009
58,58,"DA Points",99,6.3,531.9,85,7.2,4.8,"HangTime",2009
58,58,"Rick Price",54,6.3,246,39,7.3,4.4,"HangTime",2009
58,58,"Brett Quigley",92,6.3,450.3,72,7.5,3.9,"HangTime",2009
58,58,"John Rollins",92,6.3,494.1,78,7.3,4.5,"HangTime",2009
58,58,"Adam Scott",53,6.3,272.1,43,7.4,4.6,"HangTime",2009
58,58,"DJ Trahan",96,6.3,477.8,76,7.7,4,"HangTime",2009
58,58,"Bubba Watson",73,6.3,304.3,48,7.8,4.1,"HangTime",2009
58,58,"Matt Weibring",65,6.3,302.4,48,7.3,4.8,"HangTime",2009
87,87,"Stephen Ames",77,6.2,372.3,60,7.8,4.2,"HangTime",2009
87,87,"Mark Calcavecchia",72,6.2,361.5,58,7.2,2.4,"HangTime",2009
87,87,"Chad Campbell",90,6.2,431.9,70,7,4.2,"HangTime",2009
87,87,"Stewart Cink",79,6.2,398.8,64,7.4,4.7,"HangTime",2009
87,87,"David Duval",56,6.2,224,36,7.4,2.7,"HangTime",2009
87,87,"Ernie Els",70,6.2,314.1,51,7.2,4.2,"HangTime",2009
87,87,"Derek Fathauer",63,6.2,290.6,47,7.4,0.7,"HangTime",2009
87,87,"Jason Gore",74,6.2,355.7,57,7,4,"HangTime",2009
87,87,"Bob Heintz",59,6.2,267.5,43,7.3,3.9,"HangTime",2009
87,87,"Tim Herron",87,6.2,512.3,83,7.5,4.2,"HangTime",2009
87,87,"Zach Johnson",94,6.2,564.8,91,7,4.8,"HangTime",2009
87,87,"Anthony Kim",76,6.2,372.3,60,7.5,2.4,"HangTime",2009
87,87,"Jeff Klauk",97,6.2,543.1,87,7.1,3,"HangTime",2009
87,87,"Michael Letzig",96,6.2,530.8,86,7.5,3.4,"HangTime",2009
87,87,"Peter Lonard",86,6.2,444.6,72,7.2,3.5,"HangTime",2009
87,87,"Jeff Maggert",79,6.2,438.1,71,7.2,4.4,"HangTime",2009
87,87,"Rocco Mediate",79,6.2,346.9,56,7.1,4.7,"HangTime",2009
87,87,"Aron Price",89,6.2,439.7,71,6.9,4.2,"HangTime",2009
87,87,"Andres Romero",58,6.2,310.7,50,7.6,3.7,"HangTime",2009
87,87,"Justin Rose",71,6.2,347.8,56,7.1,5.1,"HangTime",2009
87,87,"Rory Sabbatini",81,6.2,413,67,7.5,4.5,"HangTime",2009
87,87,"Peter Tomasulo",61,6.2,261.1,42,7.4,4.1,"HangTime",2009
109,109,"Briny Baird",89,6.1,461.6,76,7.4,2.6,"HangTime",2009
109,109,"Cameron Beckman",87,6.1,459.9,75,7.1,4.6,"HangTime",2009
109,109,"Alex Cejka",82,6.1,424.3,69,7.4,4.8,"HangTime",2009
109,109,"Fred Couples",54,6.1,250.6,41,7.6,4.3,"HangTime",2009
109,109,"Ben Crane",93,6.1,497.3,81,6.9,4.1,"HangTime",2009
109,109,"Steve Elkington",70,6.1,331.8,54,6.9,3.9,"HangTime",2009
109,109,"Jim Furyk",86,6.1,410.1,67,7.2,1.2,"HangTime",2009
109,109,"Lucas Glover",93,6.1,429.5,70,7.2,4.6,"HangTime",2009
109,109,"Todd Hamilton",83,6.1,368.9,60,7,3,"HangTime",2009
109,109,"JJ Henry",97,6.1,490.6,80,7.3,3.6,"HangTime",2009
109,109,"Ryuji Imada",85,6.1,443.1,73,7.2,2.5,"HangTime",2009
109,109,"Richard Johnson",85,6.1,454,75,7.1,4.1,"HangTime",2009
109,109,"Colt Knost",71,6.1,318.8,52,7.1,4.9,"HangTime",2009
109,109,"Cliff Kresge",78,6.1,389.7,64,7.3,4,"HangTime",2009
109,109,"Tom Lehman",55,6.1,207.2,34,7.6,4.7,"HangTime",2009
109,109,"Jarrod Lyle",65,6.1,298.5,49,6.9,1.8,"HangTime",2009
109,109,"Parker McLachlin",71,6.1,384.8,63,7.2,4.1,"HangTime",2009
109,109,"Rod Pampling",72,6.1,371.9,61,7,5,"HangTime",2009
109,109,"Tom Pernice Jr",82,6.1,448.8,73,7.3,3.8,"HangTime",2009
109,109,"Ian Poulter",59,6.1,295,48,6.8,4.4,"HangTime",2009
109,109,"Chez Reavie",81,6.1,442,73,7,4.5,"HangTime",2009
109,109,"Heath Slocum",95,6.1,485.5,80,7,3,"HangTime",2009
109,109,"Steve Stricker",81,6.1,418.6,69,7.1,1.8,"HangTime",2009
109,109,"Vaughn Taylor",88,6.1,397.5,65,7.1,4.3,"HangTime",2009
109,109,"Kirk Triplett",60,6.1,315.8,52,6.9,1.8,"HangTime",2009
109,109,"Scott Verplank",88,6.1,484.2,80,7.1,4.3,"HangTime",2009
109,109,"Camilo Villegas",76,6.1,329.9,54,7.2,4,"HangTime",2009
109,109,"Johnson Wagner",81,6.1,439,72,7.3,4.5,"HangTime",2009
109,109,"Nick Watney",86,6.1,445.2,73,7.3,4.3,"HangTime",2009
138,138,"Tommy Armour III",58,6,293.8,49,6.8,4.8,"HangTime",2009
138,138,"Ricky Barnes",67,6,295.2,49,7.1,1.8,"HangTime",2009
138,138,"Greg Chalmers",85,6,399,66,7.4,3.9,"HangTime",2009
138,138,"KJ Choi",65,6,344.1,57,7.2,4.3,"HangTime",2009
138,138,"Charles Howell III",99,6,513.2,85,7,4.3,"HangTime",2009
138,138,"Jerry Kelly",90,6,469.1,78,7.4,2.1,"HangTime",2009
138,138,"Matt Kuchar",82,6,392.3,65,7.3,4.3,"HangTime",2009
138,138,"Spencer Levin",75,6,389.6,65,7.4,4.6,"HangTime",2009
138,138,"Kevin Na",91,6,439.9,73,7.2,3.8,"HangTime",2009
138,138,"Tim Petrovic",97,6,512.5,85,6.9,4.3,"HangTime",2009
138,138,"Jeff Quinney",78,6,404.7,68,7.3,4.2,"HangTime",2009
138,138,"Patrick Sheehan",51,6,199.3,33,6.9,4.3,"HangTime",2009
138,138,"Charlie Wi",92,6,464.9,78,7.1,4.1,"HangTime",2009
138,138,"Jay Williamson",69,6,330.9,55,6.8,5.1,"HangTime",2009
138,138,"YE Yang",83,6,410.2,68,6.9,4.3,"HangTime",2009
153,153,"Matt Bettencourt",98,5.9,489.8,83,7.3,3.2,"HangTime",2009
153,153,"Kris Blanks",60,5.9,270.7,46,7.2,2.6,"HangTime",2009
153,153,"Tim Clark",81,5.9,384,65,7,4.7,"HangTime",2009
153,153,"Glen Day",79,5.9,353.9,60,6.9,1.5,"HangTime",2009
153,153,"Bob Estes",78,5.9,434.2,74,7,3.7,"HangTime",2009
153,153,"Steve Flesch",77,5.9,318.9,54,6.8,3.6,"HangTime",2009
153,153,"Paul Goydos",79,5.9,409.4,69,6.6,3.5,"HangTime",2009
153,153,"Nathan Green",104,5.9,521.7,89,7,1.9,"HangTime",2009
153,153,"Freddie Jacobson",83,5.9,402.3,68,7.1,4.4,"HangTime",2009
153,153,"Ryan Moore",89,5.9,399.4,68,7.2,3.3,"HangTime",2009
153,153,"Carl Pettersson",86,5.9,453.5,77,7.4,3.5,"HangTime",2009
153,153,"Brian Vranesh",51,5.9,207.9,35,6.8,1.2,"HangTime",2009
153,153,"Casey Wittenberg",71,5.9,308.1,52,6.8,2.6,"HangTime",2009
166,166,"Jason Dufner",90,5.8,459,79,7,3.6,"HangTime",2009
166,166,"Brian Gay",96,5.8,512.5,89,7,4.3,"HangTime",2009
166,166,"Greg Kraft",51,5.8,238.3,41,6.6,4,"HangTime",2009
166,166,"David Mathis",82,5.8,383.5,66,7,3.7,"HangTime",2009
166,166,"Jeff Overton",92,5.8,423,73,7.6,3.5,"HangTime",2009
166,166,"Chris Riley",77,5.8,334.1,58,6.8,4.7,"HangTime",2009
166,166,"Mike Weir",85,5.8,389.5,67,7.1,3.8,"HangTime",2009
166,166,"Dean Wilson",81,5.8,368.5,63,7.1,0.8,"HangTime",2009
174,174,"Michael Allen",73,5.7,278.4,49,6.7,3.2,"HangTime",2009
174,174,"Eric Axley",71,5.7,305.7,54,7.3,3.7,"HangTime",2009
174,174,"Mark Brooks",55,5.7,210.3,37,6.8,3.6,"HangTime",2009
174,174,"Bart Bryant",58,5.7,330.8,58,7.2,4.3,"HangTime",2009
174,174,"Justin Leonard",95,5.7,479.7,84,6.8,3.8,"HangTime",2009
174,174,"Nick OHern",90,5.7,497.7,87,6.7,4.1,"HangTime",2009
180,180,"Brad Adamonis",70,5.6,326,58,7.3,1.8,"HangTime",2009
180,180,"Corey Pavin",73,5.6,292.3,52,6.4,3.9,"HangTime",2009
182,182,"Ken Duke",87,5.4,309.6,57,6.7,4.1,"HangTime",2009
182,182,"Brad Faxon",59,5.4,301,56,6.4,3.6,"HangTime",2009
182,182,"Scott Sterling",51,5.4,216.1,40,6.7,3.7,"HangTime",2009
