"ScramblingfromtheFringe_RANKTHISWEEK_2006","ScramblingfromtheFringe_RANKLASTWEEK_2006","ScramblingfromtheFringe_PLAYERNAME_2006","ScramblingfromtheFringe_ROUNDS_2006","ScramblingfromtheFringe_Pct_2006","ScramblingfromtheFringe_SUCCESSES_2006","ScramblingfromtheFringe_ATTEMPTS_2006","stat_name","year"
33,33,"Chris DiMarco",83,89.89,80,89,"ScramblingfromtheFringe",2006
34,34,"Doug Barron",74,89.81,97,108,"ScramblingfromtheFringe",2006
35,35,"Bob May",65,89.55,60,67,"ScramblingfromtheFringe",2006
36,36,"Steve Elkington",52,89.47,51,57,"ScramblingfromtheFringe",2006
37,37,"John Cook",67,89.39,59,66,"ScramblingfromtheFringe",2006
38,38,"Harrison Frazar",95,89.38,101,113,"ScramblingfromtheFringe",2006
39,39,"Adam Scott",70,89.29,50,56,"ScramblingfromtheFringe",2006
39,39,"Bubba Watson",83,89.29,75,84,"ScramblingfromtheFringe",2006
41,41,"Tom Pernice Jr",108,89.26,108,121,"ScramblingfromtheFringe",2006
42,42,"KJ Choi",93,89.25,83,93,"ScramblingfromtheFringe",2006
42,42,"Brett Quigley",109,89.25,83,93,"ScramblingfromtheFringe",2006
44,44,"Ryan Hietala",61,89.19,66,74,"ScramblingfromtheFringe",2006
45,45,"Richard Johnson",94,89.09,98,110,"ScramblingfromtheFringe",2006
45,45,"Carl Pettersson",95,89.09,98,110,"ScramblingfromtheFringe",2006
47,47,"Hidemichi Tanaka",74,89.01,81,91,"ScramblingfromtheFringe",2006
48,48,"Ernie Els",69,88.89,48,54,"ScramblingfromtheFringe",2006
48,48,"Bob Estes",85,88.89,96,108,"ScramblingfromtheFringe",2006
48,48,"David Howell",52,88.89,24,27,"ScramblingfromtheFringe",2006
48,48,"Sean OHair",100,88.89,96,108,"ScramblingfromtheFringe",2006
48,48,"Jesper Parnevik",84,88.89,88,99,"ScramblingfromtheFringe",2006
53,53,"Ian Leggatt",80,88.76,79,89,"ScramblingfromtheFringe",2006
54,54,"Steve Jones",83,88.75,71,80,"ScramblingfromtheFringe",2006
55,55,"Craig Barlow",77,88.71,55,62,"ScramblingfromtheFringe",2006
55,55,"Nathan Green",108,88.71,110,124,"ScramblingfromtheFringe",2006
57,57,"Bubba Dickerson",98,88.7,102,115,"ScramblingfromtheFringe",2006
58,58,"Billy Andrade",78,88.61,70,79,"ScramblingfromtheFringe",2006
59,59,"Mike Sposa",68,88.57,62,70,"ScramblingfromtheFringe",2006
60,60,"Briny Baird",81,88.35,91,103,"ScramblingfromtheFringe",2006
61,61,"Peter Lonard",77,88.24,75,85,"ScramblingfromtheFringe",2006
62,62,"Frank Lickliter II",99,88.18,97,110,"ScramblingfromtheFringe",2006
63,63,"Len Mattiace",59,88,66,75,"ScramblingfromtheFringe",2006
64,64,"Fred Funk",106,87.9,109,124,"ScramblingfromtheFringe",2006
65,65,"Sergio Garcia",59,87.88,29,33,"ScramblingfromtheFringe",2006
66,66,"Fred Couples",52,87.8,36,41,"ScramblingfromtheFringe",2006
67,67,"Heath Slocum",96,87.78,79,90,"ScramblingfromtheFringe",2006
68,68,"Larry Mize",53,87.76,43,49,"ScramblingfromtheFringe",2006
69,69,"Stuart Appleby",83,87.69,57,65,"ScramblingfromtheFringe",2006
69,69,"Brent Geiberger",99,87.69,114,130,"ScramblingfromtheFringe",2006
69,69,"Phil Mickelson",74,87.69,57,65,"ScramblingfromtheFringe",2006
72,72,"Ryuji Imada",105,87.63,85,97,"ScramblingfromtheFringe",2006
73,73,"John Engler Jr",69,87.5,63,72,"ScramblingfromtheFringe",2006
73,73,"Scott Gutschewski",53,87.5,42,48,"ScramblingfromtheFringe",2006
73,73,"Camilo Villegas",95,87.5,112,128,"ScramblingfromtheFringe",2006
76,76,"Patrick Sheehan",104,87.4,111,127,"ScramblingfromtheFringe",2006
77,77,"Stewart Cink",93,87.32,62,71,"ScramblingfromtheFringe",2006
78,78,"Henrik Bjornstad",97,87.29,103,118,"ScramblingfromtheFringe",2006
79,79,"Trevor Immelman",86,87.14,61,70,"ScramblingfromtheFringe",2006
80,80,"Jerry Kelly",100,87.1,108,124,"ScramblingfromtheFringe",2006
80,80,"Nick Watney",97,87.1,108,124,"ScramblingfromtheFringe",2006
82,82,"Scott Verplank",88,87.04,94,108,"ScramblingfromtheFringe",2006
83,83,"Chris Riley",86,87.01,67,77,"ScramblingfromtheFringe",2006
84,84,"Shaun Micheel",96,86.9,73,84,"ScramblingfromtheFringe",2006
85,85,"Stephen Ames",63,86.89,53,61,"ScramblingfromtheFringe",2006
86,86,"Dudley Hart",83,86.87,86,99,"ScramblingfromtheFringe",2006
87,87,"Stephen Leaney",84,86.81,79,91,"ScramblingfromtheFringe",2006
88,88,"Wes Short Jr",96,86.79,92,106,"ScramblingfromtheFringe",2006
88,88,"Jerry Smith",94,86.79,92,106,"ScramblingfromtheFringe",2006
90,90,"Todd Fischer",101,86.76,118,136,"ScramblingfromtheFringe",2006
91,91,"Tommy Armour III",65,86.75,72,83,"ScramblingfromtheFringe",2006
92,92,"Jason Bohn",104,86.73,98,113,"ScramblingfromtheFringe",2006
93,93,"Matt Hansen",68,86.67,65,75,"ScramblingfromtheFringe",2006
94,94,"Billy Mayfair",94,86.6,84,97,"ScramblingfromtheFringe",2006
95,95,"Justin Rose",98,86.41,89,103,"ScramblingfromtheFringe",2006
96,96,"David Duval",71,86.36,57,66,"ScramblingfromtheFringe",2006
96,96,"Bernhard Langer",77,86.36,76,88,"ScramblingfromtheFringe",2006
96,96,"JL Lewis",57,86.36,57,66,"ScramblingfromtheFringe",2006
99,99,"JJ Henry",96,86.32,82,95,"ScramblingfromtheFringe",2006
100,100,"Jimmy Walker",60,86.3,63,73,"ScramblingfromtheFringe",2006
101,101,"Olin Browne",108,86.21,100,116,"ScramblingfromtheFringe",2006
101,101,"Carlos Franco",86,86.21,75,87,"ScramblingfromtheFringe",2006
101,101,"Bo Van Pelt",102,86.21,100,116,"ScramblingfromtheFringe",2006
104,104,"Joe Durant",101,86.11,93,108,"ScramblingfromtheFringe",2006
105,105,"Skip Kendall",72,86.08,68,79,"ScramblingfromtheFringe",2006
106,106,"Tim Clark",80,86.05,74,86,"ScramblingfromtheFringe",2006
107,107,"Kris Cox",83,85.71,84,98,"ScramblingfromtheFringe",2006
107,107,"Bill Haas",99,85.71,96,112,"ScramblingfromtheFringe",2006
107,107,"Pat Perez",50,85.71,60,70,"ScramblingfromtheFringe",2006
107,107,"Paul Stankowski",70,85.71,72,84,"ScramblingfromtheFringe",2006
111,111,"Charles Howell III",96,85.59,101,118,"ScramblingfromtheFringe",2006
112,112,"Ryan Palmer",101,85.38,111,130,"ScramblingfromtheFringe",2006
113,113,"Brandt Jobe",91,85.33,64,75,"ScramblingfromtheFringe",2006
114,114,"Brian Davis",92,85.19,92,108,"ScramblingfromtheFringe",2006
115,115,"David Branshaw",98,85,102,120,"ScramblingfromtheFringe",2006
115,115,"Jeff Gove",91,85,68,80,"ScramblingfromtheFringe",2006
117,117,"Paul Azinger",87,84.87,101,119,"ScramblingfromtheFringe",2006
118,118,"Michael Allen",84,84.85,84,99,"ScramblingfromtheFringe",2006
119,119,"Ted Purdy",103,84.76,89,105,"ScramblingfromtheFringe",2006
120,120,"Freddie Jacobson",56,84.75,50,59,"ScramblingfromtheFringe",2006
120,120,"DJ Trahan",92,84.75,100,118,"ScramblingfromtheFringe",2006
122,122,"John Huston",74,84.69,83,98,"ScramblingfromtheFringe",2006
123,123,"Charley Hoffman",100,84.62,66,78,"ScramblingfromtheFringe",2006
124,124,"Mike Weir",88,84.52,71,84,"ScramblingfromtheFringe",2006
125,125,"Bart Bryant",87,84.44,76,90,"ScramblingfromtheFringe",2006
126,126,"Daniel Chopra",110,84.4,92,109,"ScramblingfromtheFringe",2006
127,127,"Tag Ridings",103,84.25,107,127,"ScramblingfromtheFringe",2006
128,128,"Mark OMeara",52,84.21,48,57,"ScramblingfromtheFringe",2006
128,128,"Kevin Sutherland",100,84.21,96,114,"ScramblingfromtheFringe",2006
130,130,"Will Ma Kenzie",91,84,84,100,"ScramblingfromtheFringe",2006
131,131,"Mathew Goggin",72,83.95,68,81,"ScramblingfromtheFringe",2006
132,132,"Woody Austin",107,83.87,104,124,"ScramblingfromtheFringe",2006
132,132,"Mark Wilson",79,83.87,78,93,"ScramblingfromtheFringe",2006
134,134,"Arjun Atwal",97,83.81,88,105,"ScramblingfromtheFringe",2006
135,135,"Jonathan Kaye",95,83.78,93,111,"ScramblingfromtheFringe",2006
136,136,"Mathias Gronberg",92,83.62,97,116,"ScramblingfromtheFringe",2006
137,137,"Ryan Moore",68,83.52,76,91,"ScramblingfromtheFringe",2006
137,137,"Vaughn Taylor",88,83.52,76,91,"ScramblingfromtheFringe",2006
139,139,"Joe Ogilvie",95,83.48,96,115,"ScramblingfromtheFringe",2006
140,140,"Eric Axley",91,83.33,80,96,"ScramblingfromtheFringe",2006
140,140,"Todd Hamilton",72,83.33,55,66,"ScramblingfromtheFringe",2006
140,140,"Davis Love III",85,83.33,60,72,"ScramblingfromtheFringe",2006
143,143,"Nicholas Thompson",96,83.19,94,113,"ScramblingfromtheFringe",2006
144,144,"Robert Allenby",79,83.1,59,71,"ScramblingfromtheFringe",2006
145,145,"Mark Calcavecchia",94,83.08,108,130,"ScramblingfromtheFringe",2006
146,146,"Mark Brooks",90,83.04,93,112,"ScramblingfromtheFringe",2006
147,147,"Jeff Maggert",81,83,83,100,"ScramblingfromtheFringe",2006
148,148,"Robert Garrigus",85,82.95,73,88,"ScramblingfromtheFringe",2006
149,149,"Robert Damron",91,82.91,97,117,"ScramblingfromtheFringe",2006
150,150,"Danny Ellis",68,82.76,72,87,"ScramblingfromtheFringe",2006
151,151,"Steve Lowery",99,82.73,91,110,"ScramblingfromtheFringe",2006
152,152,"Lee Janzen",79,82.65,81,98,"ScramblingfromtheFringe",2006
153,153,"Tim Petrovic",95,82.64,100,121,"ScramblingfromtheFringe",2006
154,154,"Kent Jones",103,82.61,95,115,"ScramblingfromtheFringe",2006
155,155,"Duffy Waldorf",96,82.52,85,103,"ScramblingfromtheFringe",2006
156,156,"Rory Sabbatini",84,82.46,47,57,"ScramblingfromtheFringe",2006
157,157,"Jason Schultz",77,82.42,75,91,"ScramblingfromtheFringe",2006
158,158,"Lucas Glover",105,82.35,84,102,"ScramblingfromtheFringe",2006
158,158,"Vijay Singh",103,82.35,84,102,"ScramblingfromtheFringe",2006
160,160,"Greg Kraft",79,82.22,74,90,"ScramblingfromtheFringe",2006
161,161,"David McKenzie",82,82.11,78,95,"ScramblingfromtheFringe",2006
161,161,"Jeff Overton",95,82.11,101,123,"ScramblingfromtheFringe",2006
163,163,"Zach Johnson",98,82.05,64,78,"ScramblingfromtheFringe",2006
163,163,"Omar Uresti",61,82.05,64,78,"ScramblingfromtheFringe",2006
165,165,"Shane Bertsch",104,82.03,105,128,"ScramblingfromtheFringe",2006
166,166,"Marco Dawson",87,82.02,73,89,"ScramblingfromtheFringe",2006
167,167,"Tom Lehman",70,82,41,50,"ScramblingfromtheFringe",2006
168,168,"Michael Connell",51,81.82,45,55,"ScramblingfromtheFringe",2006
168,168,"Troy Matteson",101,81.82,99,121,"ScramblingfromtheFringe",2006
170,170,"DA Points",82,81.65,89,109,"ScramblingfromtheFringe",2006
171,171,"Kenny Perry",73,81.43,57,70,"ScramblingfromtheFringe",2006
172,172,"JP Hayes",55,81.25,52,64,"ScramblingfromtheFringe",2006
173,173,"Ron Whittaker",81,81.11,73,90,"ScramblingfromtheFringe",2006
174,174,"Roger Tambellini",64,81.08,60,74,"ScramblingfromtheFringe",2006
175,175,"Chris Smith",67,80.56,58,72,"ScramblingfromtheFringe",2006
176,176,"Tjaart van der Walt",60,80.52,62,77,"ScramblingfromtheFringe",2006
177,177,"Daisuke Maruyama",83,80.39,82,102,"ScramblingfromtheFringe",2006
178,178,"James Driscoll",80,79.61,82,103,"ScramblingfromtheFringe",2006
179,179,"John Daly",51,79.59,39,49,"ScramblingfromtheFringe",2006
180,180,"Jon Mills",68,79.45,58,73,"ScramblingfromtheFringe",2006
180,180,"Brett Wetterich",82,79.45,58,73,"ScramblingfromtheFringe",2006
182,182,"Joey Sindelar",90,79.35,73,92,"ScramblingfromtheFringe",2006
183,183,"John Rollins",93,79.31,69,87,"ScramblingfromtheFringe",2006
184,184,"Chris Couch",75,79.12,72,91,"ScramblingfromtheFringe",2006
185,185,"JB Holmes",81,78.95,60,76,"ScramblingfromtheFringe",2006
186,186,"Tim Herron",82,78.89,71,90,"ScramblingfromtheFringe",2006
187,187,"Hunter Mahan",98,78.57,88,112,"ScramblingfromtheFringe",2006
188,188,"Vance Veazey",59,78.46,51,65,"ScramblingfromtheFringe",2006
189,189,"Charles Warren",93,78.3,83,106,"ScramblingfromtheFringe",2006
190,190,"Alex Aragon",63,78.18,86,110,"ScramblingfromtheFringe",2006
191,191,"Alex Cejka",93,78.1,82,105,"ScramblingfromtheFringe",2006
192,192,"Arron Oberholser",82,77.14,54,70,"ScramblingfromtheFringe",2006
193,193,"Jeff Brehaut",100,76.15,83,109,"ScramblingfromtheFringe",2006
194,194,"Thomas Levet",53,75.44,43,57,"ScramblingfromtheFringe",2006
195,195,"Jonathan Byrd",66,74.19,46,62,"ScramblingfromtheFringe",2006
196,196,"Jason Gore",86,72.45,71,98,"ScramblingfromtheFringe",2006
