"Puttingfrom510_RANKTHISWEEK_2009","Puttingfrom510_RANKLASTWEEK_2009","Puttingfrom510_PLAYERNAME_2009","Puttingfrom510_ROUNDS_2009","Puttingfrom510_Pct_2009","Puttingfrom510_ATTEMPTS_2009","Puttingfrom510_PUTTSMADE_2009","stat_name","year"
108,108,"David Duval",56,55.05,218,120,"Puttingfrom510",2009
109,109,"Justin Rose",71,55,240,132,"Puttingfrom510",2009
110,110,"Nicholas Thompson",96,54.89,368,202,"Puttingfrom510",2009
111,111,"Casey Wittenberg",71,54.78,230,126,"Puttingfrom510",2009
112,112,"Rich Beem",77,54.76,252,138,"Puttingfrom510",2009
113,113,"Rory Sabbatini",81,54.73,296,162,"Puttingfrom510",2009
114,114,"Jimmy Walker",74,54.65,269,147,"Puttingfrom510",2009
115,115,"Gary Woodland",53,54.6,163,89,"Puttingfrom510",2009
116,116,"Steve Elkington",70,54.51,266,145,"Puttingfrom510",2009
117,117,"Kevin Stadler",65,54.41,204,111,"Puttingfrom510",2009
118,118,"James Nitties",86,54.38,320,174,"Puttingfrom510",2009
119,119,"Brett Quigley",92,54.31,313,170,"Puttingfrom510",2009
120,120,"Martin Laird",72,54.29,280,152,"Puttingfrom510",2009
121,121,"Jarrod Lyle",65,54.27,199,108,"Puttingfrom510",2009
121,121,"Patrick Sheehan",51,54.27,164,89,"Puttingfrom510",2009
121,121,"Scott Verplank",88,54.27,328,178,"Puttingfrom510",2009
124,124,"Nick OHern",90,54.16,373,202,"Puttingfrom510",2009
125,125,"Charles Howell III",99,54.11,353,191,"Puttingfrom510",2009
126,126,"Charley Hoffman",97,54.09,379,205,"Puttingfrom510",2009
127,127,"JJ Henry",97,54.02,348,188,"Puttingfrom510",2009
128,128,"Matt Bettencourt",98,53.97,378,204,"Puttingfrom510",2009
129,129,"Boo Weekley",79,53.95,291,157,"Puttingfrom510",2009
130,130,"Phil Mickelson",66,53.81,197,106,"Puttingfrom510",2009
131,131,"Davis Love III",89,53.75,320,172,"Puttingfrom510",2009
132,132,"Scott Sterling",51,53.69,149,80,"Puttingfrom510",2009
133,133,"Sergio Garcia",59,53.55,183,98,"Puttingfrom510",2009
134,134,"Chez Reavie",81,53.52,284,152,"Puttingfrom510",2009
135,135,"Troy Matteson",95,53.46,361,193,"Puttingfrom510",2009
136,136,"John Merrick",91,53.42,292,156,"Puttingfrom510",2009
137,137,"Greg Owen",97,53.14,382,203,"Puttingfrom510",2009
138,138,"Michael Letzig",96,53.03,347,184,"Puttingfrom510",2009
139,139,"Michael Allen",73,52.99,234,124,"Puttingfrom510",2009
140,140,"Rod Pampling",72,52.83,265,140,"Puttingfrom510",2009
141,141,"Dean Wilson",81,52.81,303,160,"Puttingfrom510",2009
142,142,"Derek Fathauer",63,52.68,224,118,"Puttingfrom510",2009
143,143,"Mathew Goggin",76,52.55,255,134,"Puttingfrom510",2009
144,144,"Justin Leonard",95,52.41,311,163,"Puttingfrom510",2009
145,145,"Heath Slocum",95,52.33,386,202,"Puttingfrom510",2009
146,146,"Chris DiMarco",97,52.3,348,182,"Puttingfrom510",2009
147,147,"Bubba Watson",73,52.25,222,116,"Puttingfrom510",2009
148,148,"Sean OHair",80,52.24,268,140,"Puttingfrom510",2009
149,149,"Peter Lonard",86,52.03,344,179,"Puttingfrom510",2009
150,150,"Camilo Villegas",76,52.02,248,129,"Puttingfrom510",2009
151,151,"Charles Warren",63,51.97,229,119,"Puttingfrom510",2009
152,152,"Ken Duke",87,51.89,291,151,"Puttingfrom510",2009
153,153,"Chris Stroud",88,51.88,293,152,"Puttingfrom510",2009
154,154,"Fred Couples",54,51.81,193,100,"Puttingfrom510",2009
154,154,"Kent Jones",73,51.81,249,129,"Puttingfrom510",2009
156,156,"Greg Kraft",51,51.76,170,88,"Puttingfrom510",2009
157,157,"Lee Janzen",74,51.67,240,124,"Puttingfrom510",2009
157,157,"Kirk Triplett",60,51.67,240,124,"Puttingfrom510",2009
159,159,"John Senden",100,51.56,384,198,"Puttingfrom510",2009
160,160,"Tag Ridings",50,51.55,161,83,"Puttingfrom510",2009
161,161,"Mark Brooks",55,51.53,163,84,"Puttingfrom510",2009
162,162,"Bart Bryant",58,51.17,213,109,"Puttingfrom510",2009
163,163,"Kris Blanks",60,51.1,227,116,"Puttingfrom510",2009
164,164,"Rick Price",54,51.02,196,100,"Puttingfrom510",2009
165,165,"Ernie Els",70,50.81,246,125,"Puttingfrom510",2009
166,166,"Peter Tomasulo",61,50.77,195,99,"Puttingfrom510",2009
167,167,"Alex Cejka",82,50.48,311,157,"Puttingfrom510",2009
168,168,"Robert Allenby",71,50.42,238,120,"Puttingfrom510",2009
169,169,"Brendon de Jonge",90,50.28,356,179,"Puttingfrom510",2009
170,170,"Rocco Mediate",79,50.18,271,136,"Puttingfrom510",2009
171,171,"JB Holmes",74,50,312,156,"Puttingfrom510",2009
172,172,"Glen Day",79,49.81,259,129,"Puttingfrom510",2009
173,173,"DA Points",99,49.71,344,171,"Puttingfrom510",2009
174,174,"Vijay Singh",71,49.57,230,114,"Puttingfrom510",2009
175,175,"Will Ma Kenzie",69,49.1,279,137,"Puttingfrom510",2009
176,176,"Jason Gore",74,48.84,258,126,"Puttingfrom510",2009
177,177,"DJ Trahan",96,48.59,354,172,"Puttingfrom510",2009
178,178,"Jonathan Byrd",89,48.02,329,158,"Puttingfrom510",2009
179,179,"Billy Mayfair",83,47.89,284,136,"Puttingfrom510",2009
180,180,"Adam Scott",53,47.67,172,82,"Puttingfrom510",2009
181,181,"Joe Durant",62,47.22,216,102,"Puttingfrom510",2009
182,182,"Stuart Appleby",79,46.99,249,117,"Puttingfrom510",2009
183,183,"Tom Lehman",55,45.67,127,58,"Puttingfrom510",2009
184,184,"Ricky Barnes",67,44.72,199,89,"Puttingfrom510",2009
