"PresidentsCupInternational_RANKTHISWEEK_2015","PresidentsCupInternational_RANKLASTWEEK_2015","PresidentsCupInternational_PLAYERNAME_2015","PresidentsCupInternational_EVENTS_2015","PresidentsCupInternational_AVGPOINTS_2015","PresidentsCupInternational_TOTALPOINTS_2015","PresidentsCupInternational_POINTSLOST_2015","PresidentsCupInternational_POINTSGAINED_2015","stat_name","year"
284,284,"Sihwan Kim",52,0.18,9.11,-14.66,3.17,"PresidentsCupInternational",2015
285,285,"Justin Shin",40,0.18,7,-0.2,7.2,"PresidentsCupInternational",2015
286,286,"Choi Hosung",52,0.17,9.07,-9.77,2.78,"PresidentsCupInternational",2015
287,287,"Phiphatphang Naewsuk",40,0.17,6.93,-2.28,8,"PresidentsCupInternational",2015
288,288,"Ray Beaufils",40,0.17,6.92,-4.35,NA,"PresidentsCupInternational",2015
289,289,"Ryuji Masaoka",40,0.17,6.84,-3.11,2.89,"PresidentsCupInternational",2015
290,290,"Gunn Charoenkul",40,0.17,6.83,-6.82,2.4,"PresidentsCupInternational",2015
291,291,"Kiyoshi Murota",40,0.17,6.72,-4.02,3.04,"PresidentsCupInternational",2015
292,292,"Steven Jeffress",41,0.17,6.88,-6.02,NA,"PresidentsCupInternational",2015
293,293,"Woo Hyun Kim",40,0.17,6.71,-6.49,NA,"PresidentsCupInternational",2015
294,294,"Pariya Junhasavasdikul",40,0.17,6.65,-7.21,3.63,"PresidentsCupInternational",2015
295,295,"Panawat Muenlek",40,0.16,6.59,-0.85,7.44,"PresidentsCupInternational",2015
296,296,"SS Hong",40,0.16,6.58,-5.44,2.58,"PresidentsCupInternational",2015
297,297,"Mark Williams",40,0.16,6.55,-1.49,6.7,"PresidentsCupInternational",2015
298,298,"Bryden Macpherson",44,0.16,7.2,-8.05,NA,"PresidentsCupInternational",2015
299,299,"Gaganjeet Bhullar",48,0.16,7.79,-15.71,NA,"PresidentsCupInternational",2015
300,300,"Yasuharu Imano",43,0.16,6.96,-8.86,NA,"PresidentsCupInternational",2015
301,301,"Oscar Alvarez",40,0.16,6.42,-2.72,3,"PresidentsCupInternational",2015
302,302,"Tyrone Mordt",42,0.16,6.73,-0.97,6.4,"PresidentsCupInternational",2015
303,303,"Shaun Norris",47,0.16,7.42,-2.36,3.71,"PresidentsCupInternational",2015
304,304,"Yasuki Hiramoto",40,0.16,6.3,-1.72,2.88,"PresidentsCupInternational",2015
305,305,"Thitiphan Chuayprako",40,0.16,6.29,-1.34,4.57,"PresidentsCupInternational",2015
306,306,"Azuma Yano",47,0.16,7.33,-8.57,4.86,"PresidentsCupInternational",2015
307,307,"Dong Seop Maeng",40,0.15,6.15,-6.51,NA,"PresidentsCupInternational",2015
308,308,"Chinnarat Phadungsil",41,0.15,6.31,-2.69,4.29,"PresidentsCupInternational",2015
309,309,"Lindsay Renolds",40,0.15,6.13,-2.99,6.14,"PresidentsCupInternational",2015
310,310,"JC Ritchie",40,0.15,6.1,-0.48,6.58,"PresidentsCupInternational",2015
311,311,"Atthaphon Prathummanee",40,0.15,6.06,-0.97,5.42,"PresidentsCupInternational",2015
312,312,"Shinji Tomimura",40,0.15,6.06,-0.66,5.6,"PresidentsCupInternational",2015
313,313,"Christopher Ross",40,0.15,6,0,6,"PresidentsCupInternational",2015
314,314,"Kevin Spooner",40,0.15,6,0,6,"PresidentsCupInternational",2015
315,315,"Tran Le Duynhat",40,0.15,6,-0.83,6,"PresidentsCupInternational",2015
316,316,"Christiaan Basson",47,0.15,6.95,-6.35,2.17,"PresidentsCupInternational",2015
317,317,"Ashley Hall",52,0.15,7.64,-14.08,2.7,"PresidentsCupInternational",2015
318,318,"Felipe Velazquez",40,0.15,5.87,-0.13,6,"PresidentsCupInternational",2015
319,319,"Pijit Petkasem",40,0.15,5.83,-2.46,2.6,"PresidentsCupInternational",2015
320,320,"Quincy Quek",40,0.14,5.74,-3.71,1.44,"PresidentsCupInternational",2015
321,321,"Hiroo Kawai",43,0.14,6.08,-6.03,NA,"PresidentsCupInternational",2015
322,322,"Michael Hollick",44,0.14,6.09,-5.53,4,"PresidentsCupInternational",2015
323,323,"Do Hoon Kim",47,0.14,6.45,-4.77,3.9,"PresidentsCupInternational",2015
324,324,"Yoshinobu Tsukada",52,0.14,7.14,-9.17,3.24,"PresidentsCupInternational",2015
325,325,"Andres Echavarria",40,0.14,5.49,-4.61,3,"PresidentsCupInternational",2015
326,326,"Jin Chengde Jin Ch",40,0.14,5.48,-2.9,NA,"PresidentsCupInternational",2015
327,327,"Nelson Ledesma",40,0.14,5.43,-4.28,NA,"PresidentsCupInternational",2015
328,328,"Kieran Pratt",40,0.14,5.43,-2.91,1.76,"PresidentsCupInternational",2015
329,329,"Adam Groom",40,0.14,5.43,-4.6,NA,"PresidentsCupInternational",2015
330,330,"Rafael Becker",40,0.13,5.37,-2.6,NA,"PresidentsCupInternational",2015
331,331,"Grant Veenstra",40,0.13,5.3,-0.52,5.6,"PresidentsCupInternational",2015
332,332,"Scott Gardiner",42,0.13,5.56,-11.37,NA,"PresidentsCupInternational",2015
333,333,"James Kamte",40,0.13,5.28,-2.15,4.71,"PresidentsCupInternational",2015
334,334,"Shaaban Hussin",40,0.13,5.26,-3.75,2.91,"PresidentsCupInternational",2015
335,335,"Shinichi Yokota",40,0.13,5.26,-0.68,3.85,"PresidentsCupInternational",2015
336,336,"Armando Favela",40,0.13,5.24,-4.7,1.2,"PresidentsCupInternational",2015
337,337,"Alexandre Rocha",40,0.13,5.22,-5.3,3,"PresidentsCupInternational",2015
338,338,"Roberto Diaz",47,0.13,6.08,-3.83,3.91,"PresidentsCupInternational",2015
339,339,"Shukree Othman",40,0.13,5.17,-1.45,5.1,"PresidentsCupInternational",2015
340,340,"Bae Younho",40,0.13,5.17,-0.94,4.2,"PresidentsCupInternational",2015
341,341,"Paul Donahoo",40,0.13,5.09,-0.55,4.86,"PresidentsCupInternational",2015
342,342,"Anthony Brown",40,0.13,5.09,-3.13,NA,"PresidentsCupInternational",2015
343,343,"Yuki Kono",42,0.13,5.34,-10.19,2.32,"PresidentsCupInternational",2015
344,344,"Hyungsoon Lee",40,0.13,5.05,-4.59,NA,"PresidentsCupInternational",2015
345,345,"Brady Watt",40,0.13,5,-2.13,3.6,"PresidentsCupInternational",2015
346,346,"Ki Sang Lee",40,0.12,4.99,-5.38,NA,"PresidentsCupInternational",2015
347,347,"Lu Weichih",40,0.12,4.98,-2.41,1.62,"PresidentsCupInternational",2015
348,348,"Jason Norris",40,0.12,4.95,-3.42,2.7,"PresidentsCupInternational",2015
349,349,"Airilrizman Zahari",40,0.12,4.95,-4.01,1.88,"PresidentsCupInternational",2015
350,350,"Daisuke Maruyama",46,0.12,5.69,-10.36,1.3,"PresidentsCupInternational",2015
351,351,"Wilson Choo",40,0.12,4.89,-1.11,6,"PresidentsCupInternational",2015
352,352,"Annop Tangkamolprasert",45,0.12,5.49,-4.53,NA,"PresidentsCupInternational",2015
353,353,"Daniel Greene",40,0.12,4.87,-1.34,4.73,"PresidentsCupInternational",2015
354,354,"Shubhankar Sharma",40,0.12,4.86,-2.59,1.37,"PresidentsCupInternational",2015
355,355,"Dylan Frittelli",45,0.12,5.45,-7.03,3.84,"PresidentsCupInternational",2015
356,356,"Puma Dominguez",40,0.12,4.84,-2.96,2.43,"PresidentsCupInternational",2015
357,357,"Arnond Vongvanij",40,0.12,4.79,-8.85,1.37,"PresidentsCupInternational",2015
358,358,"Scott Barr",44,0.12,5.24,-5.94,NA,"PresidentsCupInternational",2015
359,359,"Chieh Po Lee",40,0.12,4.76,-0.64,4.95,"PresidentsCupInternational",2015
360,360,"S Chikkarangappa",40,0.12,4.76,-2.5,NA,"PresidentsCupInternational",2015
361,361,"Daniel Nisbet",40,0.12,4.73,-2.5,NA,"PresidentsCupInternational",2015
362,362,"Daniel Alfredo Vancsik",41,0.12,4.85,-3.42,2.88,"PresidentsCupInternational",2015
363,363,"Riley Wheeldon",40,0.12,4.72,-2.48,4.77,"PresidentsCupInternational",2015
364,364,"Junseok Lee",40,0.12,4.7,-2.99,NA,"PresidentsCupInternational",2015
365,365,"Choi Joonwoo",40,0.12,4.68,-5.18,NA,"PresidentsCupInternational",2015
366,366,"Adam Crawford",52,0.11,5.92,-6.21,NA,"PresidentsCupInternational",2015
367,367,"Alistair Presnell",52,0.11,5.89,-7.53,1.37,"PresidentsCupInternational",2015
368,368,"Shintaro Kai",40,0.11,4.52,-3.48,1.26,"PresidentsCupInternational",2015
369,369,"Wenyi Huang",40,0.11,4.51,-2.84,4.7,"PresidentsCupInternational",2015
370,370,"Kazuhiko Hosokawa",40,0.11,4.5,-4.1,NA,"PresidentsCupInternational",2015
371,371,"Ryuko Tokimatsu",40,0.11,4.5,-3.97,1.58,"PresidentsCupInternational",2015
372,372,"Jack Munro",45,0.11,5.03,-2.61,2.4,"PresidentsCupInternational",2015
373,373,"Jake Redman",41,0.11,4.54,-3.04,1.61,"PresidentsCupInternational",2015
374,374,"Danthai Boonma",40,0.11,4.39,-1.16,2.1,"PresidentsCupInternational",2015
375,375,"Callum Mowat",40,0.11,4.39,-0.9,5.29,"PresidentsCupInternational",2015
376,376,"Jeev Milkha Singh",52,0.11,5.69,-2.57,5.55,"PresidentsCupInternational",2015
377,377,"Chawalit Plaphol",40,0.11,4.33,-6.5,1.97,"PresidentsCupInternational",2015
378,378,"Kemarol Baharin",40,0.11,4.32,-0.99,2.91,"PresidentsCupInternational",2015
379,379,"Zecheng Dou",40,0.11,4.27,-2.11,2.61,"PresidentsCupInternational",2015
380,380,"Nathan Green",40,0.11,4.26,-4.95,NA,"PresidentsCupInternational",2015
381,381,"Ryan Williams",40,0.11,4.26,-4.46,NA,"PresidentsCupInternational",2015
382,382,"Rizal Amin",40,0.11,4.24,-1.76,NA,"PresidentsCupInternational",2015
383,383,"Lincoln Tighe",40,0.11,4.24,-1.76,NA,"PresidentsCupInternational",2015
384,384,"Ben Leong",40,0.11,4.22,-1.93,1.44,"PresidentsCupInternational",2015
385,385,"Ryan Lynch",40,0.11,4.21,-2.82,NA,"PresidentsCupInternational",2015
386,386,"Nicolas Geyger",40,0.1,4.19,-1.07,4.18,"PresidentsCupInternational",2015
387,387,"Mark Hensby",40,0.1,4.14,0,4.14,"PresidentsCupInternational",2015
388,388,"Aaron Pike",40,0.1,4.09,-0.95,3.83,"PresidentsCupInternational",2015
389,389,"Ryan Ruffels",40,0.1,4.08,-2.04,2.19,"PresidentsCupInternational",2015
390,390,"Bronson La Cassie",47,0.1,4.78,-10.71,3.78,"PresidentsCupInternational",2015
391,391,"Derick Petersen",40,0.1,4.06,-0.52,3.5,"PresidentsCupInternational",2015
392,392,"Mikumu Horikawa",40,0.1,4.02,-0.07,4.1,"PresidentsCupInternational",2015
393,393,"Ockert Strydom",40,0.1,4.02,-0.83,3.45,"PresidentsCupInternational",2015
394,394,"Elmer Salvador",40,0.1,4.01,-7.89,1.25,"PresidentsCupInternational",2015
395,395,"Marius Meyer",40,0.1,4,-0.1,4.1,"PresidentsCupInternational",2015
396,396,"Tatsunori Nukaga",40,0.1,4,-0.1,4.1,"PresidentsCupInternational",2015
397,397,"Paul Spargo",40,0.1,3.99,-1.99,NA,"PresidentsCupInternational",2015
398,398,"Jin Jeong",44,0.1,4.37,-15.07,NA,"PresidentsCupInternational",2015
399,399,"Keiichiro Fukabori",44,0.1,4.34,-3.78,3.12,"PresidentsCupInternational",2015
400,400,"Poom Saksansin",40,0.1,3.93,-3.78,NA,"PresidentsCupInternational",2015
401,401,"Steven Ferreira",40,0.1,3.88,-1.94,1.96,"PresidentsCupInternational",2015
402,402,"Orlan Sumcad",40,0.1,3.86,-0.76,3.6,"PresidentsCupInternational",2015
403,403,"Jordan Sherratt",40,0.1,3.85,-1.08,3,"PresidentsCupInternational",2015
404,404,"Wei Tze Yeh",40,0.1,3.82,-4.24,NA,"PresidentsCupInternational",2015
405,405,"Jacques Kruyswijk",40,0.09,3.76,-0.29,4.05,"PresidentsCupInternational",2015
406,406,"Corey Conners",40,0.09,3.75,0,3.75,"PresidentsCupInternational",2015
407,407,"Inn Choon Hwang",40,0.09,3.73,-2.23,2.19,"PresidentsCupInternational",2015
408,408,"Kim Hyung Tae",48,0.09,4.41,-9.76,NA,"PresidentsCupInternational",2015
409,409,"Masanori Kobayashi",50,0.09,4.59,-16.94,NA,"PresidentsCupInternational",2015
410,410,"David Lutterus",40,0.09,3.67,-2.32,1.88,"PresidentsCupInternational",2015
411,411,"Michael Gligic",40,0.09,3.65,-2.58,NA,"PresidentsCupInternational",2015
412,412,"Danny Sahl",40,0.09,3.6,0,3.6,"PresidentsCupInternational",2015
413,413,"Bong Sub Kim",40,0.09,3.59,-2.05,NA,"PresidentsCupInternational",2015
414,414,"Gustavo Acosta",40,0.09,3.55,-2.1,NA,"PresidentsCupInternational",2015
415,415,"Daniel Fox",40,0.09,3.5,-0.9,3.2,"PresidentsCupInternational",2015
416,416,"Tetsuji Hiratsuka",40,0.09,3.46,-11.76,NA,"PresidentsCupInternational",2015
417,417,"Madalitso Muthiya",40,0.09,3.46,-0.93,2,"PresidentsCupInternational",2015
418,418,"Adam Stephens",40,0.09,3.46,-2.35,NA,"PresidentsCupInternational",2015
419,419,"Heung Chol Joo",40,0.09,3.44,-4.12,NA,"PresidentsCupInternational",2015
420,420,"Mackenzie Hughes",40,0.09,3.41,-4.15,3.41,"PresidentsCupInternational",2015
421,421,"Anthony Michael",40,0.08,3.38,-2.07,3.65,"PresidentsCupInternational",2015
422,422,"Kenichi Kuboya",40,0.08,3.37,-2.02,1.85,"PresidentsCupInternational",2015
