"SandSavesfrom_RANKTHISWEEK_2012","SandSavesfrom_RANKLASTWEEK_2012","SandSavesfrom_PLAYERNAME_2012","SandSavesfrom_ROUNDS_2012","SandSavesfrom_Pct_2012","SandSavesfrom_OFSAVES_2012","SandSavesfrom_OFBUNKERS_2012","stat_name","year"
34,34,"Jonathan Byrd",69,80,4,5,"SandSavesfrom",2012
34,34,"Tim Clark",60,80,4,5,"SandSavesfrom",2012
34,34,"Brian Davis",91,80,8,10,"SandSavesfrom",2012
34,34,"Billy Hurley III",70,80,8,10,"SandSavesfrom",2012
34,34,"Davis Love III",64,80,8,10,"SandSavesfrom",2012
34,34,"Justin Rose",69,80,4,5,"SandSavesfrom",2012
34,34,"Cameron Tringale",88,80,4,5,"SandSavesfrom",2012
41,41,"Bud Cauley",99,77.78,7,9,"SandSavesfrom",2012
41,41,"Matt Kuchar",86,77.78,7,9,"SandSavesfrom",2012
41,41,"Geoff Ogilvy",73,77.78,7,9,"SandSavesfrom",2012
41,41,"Greg Owen",90,77.78,7,9,"SandSavesfrom",2012
45,45,"Sangmoon Bae",81,75,3,4,"SandSavesfrom",2012
45,45,"Jim Furyk",85,75,6,8,"SandSavesfrom",2012
45,45,"Robert Garrigus",89,75,3,4,"SandSavesfrom",2012
45,45,"Spencer Levin",81,75,3,4,"SandSavesfrom",2012
45,45,"Phil Mickelson",79,75,6,8,"SandSavesfrom",2012
45,45,"Seung Yul Noh",105,75,9,12,"SandSavesfrom",2012
45,45,"Jeff Overton",101,75,6,8,"SandSavesfrom",2012
45,45,"Vaughn Taylor",81,75,3,4,"SandSavesfrom",2012
45,45,"Johnson Wagner",88,75,3,4,"SandSavesfrom",2012
54,54,"John Huh",99,72.73,8,11,"SandSavesfrom",2012
54,54,"JJ Killeen",101,72.73,8,11,"SandSavesfrom",2012
54,54,"Ryan Moore",89,72.73,8,11,"SandSavesfrom",2012
57,57,"Stewart Cink",71,71.43,5,7,"SandSavesfrom",2012
58,58,"Kris Blanks",65,66.67,6,9,"SandSavesfrom",2012
58,58,"Michael Bradley",63,66.67,4,6,"SandSavesfrom",2012
58,58,"Scott Brown",65,66.67,2,3,"SandSavesfrom",2012
58,58,"Marco Dawson",60,66.67,2,3,"SandSavesfrom",2012
58,58,"Luke Donald",63,66.67,4,6,"SandSavesfrom",2012
58,58,"Ernie Els",80,66.67,2,3,"SandSavesfrom",2012
58,58,"Sergio Garcia",57,66.67,4,6,"SandSavesfrom",2012
58,58,"Brian Gay",91,66.67,2,3,"SandSavesfrom",2012
58,58,"Ryuji Imada",78,66.67,4,6,"SandSavesfrom",2012
58,58,"Brandt Jobe",57,66.67,2,3,"SandSavesfrom",2012
58,58,"Zach Johnson",95,66.67,4,6,"SandSavesfrom",2012
58,58,"Robert Karlsson",54,66.67,2,3,"SandSavesfrom",2012
58,58,"Richard Lee",71,66.67,2,3,"SandSavesfrom",2012
58,58,"Troy Matteson",100,66.67,4,6,"SandSavesfrom",2012
58,58,"John Merrick",83,66.67,2,3,"SandSavesfrom",2012
58,58,"Bryce Molder",83,66.67,2,3,"SandSavesfrom",2012
58,58,"Roland Thatcher",55,66.67,2,3,"SandSavesfrom",2012
58,58,"DJ Trahan",73,66.67,2,3,"SandSavesfrom",2012
58,58,"Jimmy Walker",101,66.67,4,6,"SandSavesfrom",2012
77,77,"Chris DiMarco",83,63.64,7,11,"SandSavesfrom",2012
77,77,"Brian Harman",101,63.64,7,11,"SandSavesfrom",2012
79,79,"Blake Adams",107,62.5,5,8,"SandSavesfrom",2012
79,79,"Greg Chalmers",88,62.5,5,8,"SandSavesfrom",2012
79,79,"Hunter Mahan",88,62.5,5,8,"SandSavesfrom",2012
79,79,"Rod Pampling",88,62.5,5,8,"SandSavesfrom",2012
79,79,"Carl Pettersson",92,62.5,5,8,"SandSavesfrom",2012
84,84,"George McNeill",85,61.54,8,13,"SandSavesfrom",2012
85,85,"Tommy Biershenk",74,60,3,5,"SandSavesfrom",2012
85,85,"Angel Cabrera",54,60,3,5,"SandSavesfrom",2012
85,85,"Harris English",98,60,3,5,"SandSavesfrom",2012
85,85,"Hunter Haas",69,60,6,10,"SandSavesfrom",2012
85,85,"Ryo Ishikawa",54,60,3,5,"SandSavesfrom",2012
85,85,"Freddie Jacobson",61,60,3,5,"SandSavesfrom",2012
85,85,"Kevin Kisner",69,60,3,5,"SandSavesfrom",2012
85,85,"Brendon Todd",78,60,3,5,"SandSavesfrom",2012
93,93,"Mark Anderson",75,57.14,4,7,"SandSavesfrom",2012
93,93,"Aaron Baddeley",73,57.14,4,7,"SandSavesfrom",2012
93,93,"Cameron Beckman",81,57.14,4,7,"SandSavesfrom",2012
93,93,"Keegan Bradley",90,57.14,4,7,"SandSavesfrom",2012
93,93,"Miguel Angel Carballo",73,57.14,4,7,"SandSavesfrom",2012
93,93,"Kevin Chappell",91,57.14,4,7,"SandSavesfrom",2012
93,93,"Chris Couch",61,57.14,4,7,"SandSavesfrom",2012
93,93,"Harrison Frazar",56,57.14,4,7,"SandSavesfrom",2012
93,93,"DA Points",88,57.14,4,7,"SandSavesfrom",2012
93,93,"Vijay Singh",99,57.14,4,7,"SandSavesfrom",2012
93,93,"Scott Stallings",78,57.14,4,7,"SandSavesfrom",2012
93,93,"Brendan Steele",77,57.14,4,7,"SandSavesfrom",2012
93,93,"Kevin Streelman",89,57.14,8,14,"SandSavesfrom",2012
106,106,"Robert Allenby",76,55.56,5,9,"SandSavesfrom",2012
106,106,"Ricky Barnes",92,55.56,5,9,"SandSavesfrom",2012
106,106,"Jason Bohn",81,55.56,5,9,"SandSavesfrom",2012
106,106,"Erik Compton",81,55.56,5,9,"SandSavesfrom",2012
106,106,"JB Holmes",90,55.56,5,9,"SandSavesfrom",2012
106,106,"Chris Kirk",93,55.56,5,9,"SandSavesfrom",2012
112,112,"Tommy Gainey",98,54.55,6,11,"SandSavesfrom",2012
112,112,"Pat Perez",81,54.55,6,11,"SandSavesfrom",2012
112,112,"Brandt Snedeker",81,54.55,6,11,"SandSavesfrom",2012
115,115,"Arjun Atwal",79,50,3,6,"SandSavesfrom",2012
115,115,"KJ Choi",71,50,3,6,"SandSavesfrom",2012
115,115,"Jason Day",57,50,1,2,"SandSavesfrom",2012
115,115,"Jason Dufner",83,50,2,4,"SandSavesfrom",2012
115,115,"Ken Duke",104,50,3,6,"SandSavesfrom",2012
115,115,"Stephen Gangluff",57,50,1,2,"SandSavesfrom",2012
115,115,"Tom Gillis",75,50,4,8,"SandSavesfrom",2012
115,115,"Charles Howell III",98,50,2,4,"SandSavesfrom",2012
115,115,"Russell Knox",72,50,1,2,"SandSavesfrom",2012
115,115,"Billy Mayfair",90,50,2,4,"SandSavesfrom",2012
115,115,"Garth Mulroy",59,50,2,4,"SandSavesfrom",2012
115,115,"Ted Potter Jr",77,50,2,4,"SandSavesfrom",2012
115,115,"Dicky Pride",62,50,2,4,"SandSavesfrom",2012
115,115,"Kyle Reifers",86,50,1,2,"SandSavesfrom",2012
115,115,"John Senden",81,50,5,10,"SandSavesfrom",2012
115,115,"Webb Simpson",77,50,2,4,"SandSavesfrom",2012
115,115,"Josh Teater",97,50,3,6,"SandSavesfrom",2012
115,115,"David Toms",60,50,1,2,"SandSavesfrom",2012
115,115,"Boo Weekley",74,50,4,8,"SandSavesfrom",2012
134,134,"Colt Knost",79,44.44,4,9,"SandSavesfrom",2012
134,134,"John Rollins",81,44.44,4,9,"SandSavesfrom",2012
136,136,"James Driscoll",83,42.86,3,7,"SandSavesfrom",2012
136,136,"Bill Haas",79,42.86,3,7,"SandSavesfrom",2012
136,136,"Trevor Immelman",76,42.86,3,7,"SandSavesfrom",2012
136,136,"Nick OHern",78,42.86,3,7,"SandSavesfrom",2012
136,136,"Charlie Wi",86,42.86,3,7,"SandSavesfrom",2012
136,136,"YE Yang",64,42.86,3,7,"SandSavesfrom",2012
142,142,"Matt Bettencourt",80,40,2,5,"SandSavesfrom",2012
142,142,"Jonas Blixt",72,40,2,5,"SandSavesfrom",2012
142,142,"Ben Crane",73,40,2,5,"SandSavesfrom",2012
142,142,"Padraig Harrington",67,40,2,5,"SandSavesfrom",2012
142,142,"Jerry Kelly",84,40,4,10,"SandSavesfrom",2012
142,142,"Danny Lee",74,40,2,5,"SandSavesfrom",2012
142,142,"Chez Reavie",83,40,4,10,"SandSavesfrom",2012
142,142,"Steve Wheatcroft",56,40,2,5,"SandSavesfrom",2012
150,150,"David Hearn",95,38.46,5,13,"SandSavesfrom",2012
151,151,"Chad Campbell",84,37.5,3,8,"SandSavesfrom",2012
151,151,"Brendon de Jonge",115,37.5,3,8,"SandSavesfrom",2012
151,151,"William McGirt",96,37.5,3,8,"SandSavesfrom",2012
151,151,"Andres Romero",68,37.5,3,8,"SandSavesfrom",2012
151,151,"Patrick Sheehan",58,37.5,3,8,"SandSavesfrom",2012
151,151,"Chris Stroud",86,37.5,3,8,"SandSavesfrom",2012
157,157,"Rickie Fowler",84,36.36,4,11,"SandSavesfrom",2012
158,158,"Stephen Ames",54,33.33,1,3,"SandSavesfrom",2012
158,158,"Charlie Beljan",61,33.33,1,3,"SandSavesfrom",2012
158,158,"Ben Curtis",62,33.33,1,3,"SandSavesfrom",2012
158,158,"Scott Dunlap",57,33.33,1,3,"SandSavesfrom",2012
158,158,"Matt Jones",53,33.33,1,3,"SandSavesfrom",2012
158,158,"Jeff Maggert",83,33.33,2,6,"SandSavesfrom",2012
158,158,"John Mallinger",74,33.33,1,3,"SandSavesfrom",2012
158,158,"Ryan Palmer",81,33.33,3,9,"SandSavesfrom",2012
158,158,"Scott Piercy",95,33.33,1,3,"SandSavesfrom",2012
158,158,"Alexandre Rocha",62,33.33,1,3,"SandSavesfrom",2012
158,158,"Adam Scott",59,33.33,1,3,"SandSavesfrom",2012
158,158,"Henrik Stenson",51,33.33,1,3,"SandSavesfrom",2012
158,158,"Nick Watney",97,33.33,3,9,"SandSavesfrom",2012
158,158,"Bubba Watson",68,33.33,1,3,"SandSavesfrom",2012
158,158,"Lee Westwood",60,33.33,1,3,"SandSavesfrom",2012
173,173,"Charley Hoffman",88,30,3,10,"SandSavesfrom",2012
174,174,"Justin Leonard",79,27.27,3,11,"SandSavesfrom",2012
175,175,"Will Claxton",99,25,1,4,"SandSavesfrom",2012
175,175,"Martin Laird",77,25,1,4,"SandSavesfrom",2012
175,175,"Heath Slocum",93,25,1,4,"SandSavesfrom",2012
178,178,"Graham DeLaet",79,20,1,5,"SandSavesfrom",2012
178,178,"Tim Herron",88,20,1,5,"SandSavesfrom",2012
178,178,"Sung Kang",75,20,1,5,"SandSavesfrom",2012
181,181,"Gary Christian",91,14.29,1,7,"SandSavesfrom",2012
182,182,"JJ Henry",93,0,NA,2,"SandSavesfrom",2012
182,182,"Billy Horschel",63,0,NA,2,"SandSavesfrom",2012
182,182,"Troy Kelly",68,0,NA,5,"SandSavesfrom",2012
182,182,"Jason Kokrak",79,0,NA,3,"SandSavesfrom",2012
182,182,"Bill Lunde",83,0,NA,1,"SandSavesfrom",2012
182,182,"Louis Oosthuizen",65,0,NA,5,"SandSavesfrom",2012
182,182,"Ian Poulter",57,0,NA,1,"SandSavesfrom",2012
182,182,"Charl Schwartzel",56,0,NA,2,"SandSavesfrom",2012
182,182,"Gary Woodland",70,0,NA,7,"SandSavesfrom",2012
