"ScoringAverage_RANKTHISWEEK_2006","ScoringAverage_RANKLASTWEEK_2006","ScoringAverage_PLAYERNAME_2006","ScoringAverage_ROUNDS_2006","ScoringAverage_AVG_2006","ScoringAverage_TOTALSTROKES_2006","ScoringAverage_TOTALADJUSTMENT_2006","ScoringAverage_TOTALROUNDS_2006","stat_name","year"
67,67,"Daniel Chopra",110,70.834,7560,19.268,107,"ScoringAverage",2006
67,67,"Ben Crane",85,70.834,5698,NA,80,"ScoringAverage",2006
69,69,"Steve Flesch",119,70.838,8141,5.332,115,"ScoringAverage",2006
70,70,"Jeff Sluman",101,70.852,7164,NA,101,"ScoringAverage",2006
71,71,"Jerry Kelly",100,70.853,7080,5.266,100,"ScoringAverage",2006
72,72,"Kevin Sutherland",100,70.855,6785,17.085,96,"ScoringAverage",2006
73,73,"Nathan Green",108,70.871,7380,NA,104,"ScoringAverage",2006
73,73,"Joe Ogilvie",95,70.871,6446,3.29,91,"ScoringAverage",2006
75,75,"Brandt Jobe",91,70.876,6266,NA,88,"ScoringAverage",2006
76,76,"David Howell",52,70.885,3225,NA,45,"ScoringAverage",2006
77,77,"Nick Watney",97,70.907,6728,8.153,95,"ScoringAverage",2006
78,78,"Billy Andrade",78,70.922,5261,NA,74,"ScoringAverage",2006
78,78,"Freddie Jacobson",56,70.922,3994,NA,56,"ScoringAverage",2006
80,80,"Jeff Gove",91,70.925,6154,16.487,87,"ScoringAverage",2006
81,81,"Stephen Leaney",84,70.932,5946,12.263,84,"ScoringAverage",2006
82,82,"John Cook",67,70.935,4760,NA,67,"ScoringAverage",2006
83,83,"Charles Howell III",96,70.946,6646,NA,93,"ScoringAverage",2006
84,84,"Bubba Watson",83,70.977,5582,25.198,79,"ScoringAverage",2006
85,85,"Greg Owen",79,70.98,5467,NA,77,"ScoringAverage",2006
86,86,"Woody Austin",107,70.983,7609,NA,107,"ScoringAverage",2006
87,87,"Dudley Hart",83,70.993,5899,NA,83,"ScoringAverage",2006
88,88,"Ryan Palmer",101,71.008,7024,5.772,99,"ScoringAverage",2006
89,89,"Ryan Moore",68,71.011,4617,NA,65,"ScoringAverage",2006
90,90,"Harrison Frazar",95,71.012,6440,22.118,91,"ScoringAverage",2006
91,91,"Kent Jones",103,71.033,7176,NA,101,"ScoringAverage",2006
92,92,"Heath Slocum",96,71.06,6607,1.564,93,"ScoringAverage",2006
93,93,"Steve Lowery",99,71.072,6908,NA,97,"ScoringAverage",2006
94,94,"Steve Elkington",52,71.088,3614,11.465,51,"ScoringAverage",2006
95,95,"Paul Azinger",87,71.09,6180,4.86,87,"ScoringAverage",2006
96,96,"Omar Uresti",61,71.108,4178,17.358,59,"ScoringAverage",2006
97,97,"Jeff Overton",95,71.109,6601,12.105,93,"ScoringAverage",2006
98,98,"John Rollins",93,71.113,6472,NA,91,"ScoringAverage",2006
99,99,"Olin Browne",108,71.117,7420,NA,104,"ScoringAverage",2006
99,99,"Peter Lonard",77,71.117,5456,NA,76,"ScoringAverage",2006
101,101,"Bernhard Langer",77,71.126,5121,0.038,72,"ScoringAverage",2006
102,102,"Brent Geiberger",99,71.137,6883,17.27,97,"ScoringAverage",2006
103,103,"Brian Davis",92,71.14,6400,2.58,90,"ScoringAverage",2006
104,104,"Mark Wilson",79,71.141,5381,25.692,76,"ScoringAverage",2006
105,105,"Craig Barlow",77,71.171,5199,NA,73,"ScoringAverage",2006
106,106,"Daisuke Maruyama",83,71.178,5610,13.073,79,"ScoringAverage",2006
107,107,"Bob May",65,71.185,4390,23.471,62,"ScoringAverage",2006
108,108,"Ben Curtis",86,71.192,6157,NA,86,"ScoringAverage",2006
109,109,"Aaron Baddeley",78,71.197,5427,NA,76,"ScoringAverage",2006
110,110,"Duffy Waldorf",96,71.203,6535,15.646,92,"ScoringAverage",2006
111,111,"Bill Haas",99,71.216,6812,24.761,96,"ScoringAverage",2006
112,112,"JB Holmes",81,71.224,5501,NA,77,"ScoringAverage",2006
113,113,"Ted Purdy",103,71.227,7221,NA,101,"ScoringAverage",2006
114,114,"Marco Dawson",87,71.23,6178,19.036,87,"ScoringAverage",2006
115,115,"David Branshaw",98,71.237,6937,44.209,98,"ScoringAverage",2006
116,116,"Sean OHair",100,71.238,7019,NA,98,"ScoringAverage",2006
117,117,"Mathew Goggin",72,71.243,5010,NA,70,"ScoringAverage",2006
118,118,"Skip Kendall",72,71.251,5119,11.09,72,"ScoringAverage",2006
119,119,"Tim Herron",82,71.269,5808,NA,81,"ScoringAverage",2006
120,120,"Mathias Gronberg",92,71.27,6325,18.069,89,"ScoringAverage",2006
121,121,"Jerry Smith",94,71.276,6523,34.358,92,"ScoringAverage",2006
122,122,"Eric Axley",91,71.286,6322,22.481,89,"ScoringAverage",2006
123,123,"Will Ma Kenzie",91,71.332,6260,17.209,88,"ScoringAverage",2006
124,124,"Michael Allen",84,71.333,5969,22.943,84,"ScoringAverage",2006
125,125,"Troy Matteson",101,71.335,7192,12.854,101,"ScoringAverage",2006
126,126,"Jeff Maggert",81,71.339,5804,NA,81,"ScoringAverage",2006
127,127,"Tommy Armour III",65,71.343,4646,NA,65,"ScoringAverage",2006
128,128,"Jonathan Kaye",95,71.347,6555,8.95,92,"ScoringAverage",2006
129,129,"Alex Cejka",93,71.36,6458,35.734,91,"ScoringAverage",2006
130,130,"Pat Perez",50,71.362,3581,NA,50,"ScoringAverage",2006
131,131,"Kris Cox",83,71.374,5763,18.322,81,"ScoringAverage",2006
132,132,"John Huston",74,71.403,5136,5.042,72,"ScoringAverage",2006
133,133,"Paul Stankowski",70,71.404,5003,NA,70,"ScoringAverage",2006
134,134,"Joey Sindelar",90,71.42,6444,NA,90,"ScoringAverage",2006
135,135,"Shane Bertsch",104,71.421,7272,12.99,102,"ScoringAverage",2006
136,136,"Robert Gamez",94,71.43,6722,NA,94,"ScoringAverage",2006
137,137,"Paul Goydos",72,71.443,5129,14.89,72,"ScoringAverage",2006
138,138,"DJ Trahan",92,71.459,6433,NA,90,"ScoringAverage",2006
139,139,"Rich Beem",85,71.468,5938,NA,83,"ScoringAverage",2006
140,140,"Chris Riley",86,71.474,5828,32.898,82,"ScoringAverage",2006
141,141,"David McKenzie",82,71.491,5696,23.281,80,"ScoringAverage",2006
142,142,"Arjun Atwal",97,71.501,6771,21.584,95,"ScoringAverage",2006
143,143,"Patrick Sheehan",104,71.503,7140,10.344,100,"ScoringAverage",2006
144,144,"JP Hayes",55,71.517,3918,15.41,55,"ScoringAverage",2006
145,145,"DA Points",82,71.521,5720,1.688,80,"ScoringAverage",2006
146,146,"Todd Fischer",101,71.556,7072,11.997,99,"ScoringAverage",2006
147,147,"Chris Smith",67,71.567,4782,13.02,67,"ScoringAverage",2006
148,148,"Tjaart van der Walt",60,71.576,4070,9.83,57,"ScoringAverage",2006
149,149,"Robert Garrigus",85,71.582,5937,4.328,83,"ScoringAverage",2006
150,150,"Bubba Dickerson",98,71.592,6851,21.826,96,"ScoringAverage",2006
150,150,"Jimmy Walker",60,71.592,4154,NA,58,"ScoringAverage",2006
152,152,"Kirk Triplett",58,71.613,4007,3.321,56,"ScoringAverage",2006
153,153,"Henrik Bjornstad",97,71.614,6793,10.313,95,"ScoringAverage",2006
154,154,"Tim Petrovic",95,71.624,6523,NA,91,"ScoringAverage",2006
155,155,"Mark Calcavecchia",94,71.63,6700,NA,93,"ScoringAverage",2006
156,156,"Steve Jones",83,71.634,5887,NA,82,"ScoringAverage",2006
157,157,"David Duval",71,71.636,4975,NA,69,"ScoringAverage",2006
158,158,"Brian Bateman",69,71.664,4652,6.142,65,"ScoringAverage",2006
159,159,"Jeff Brehaut",100,71.668,6852,28.169,96,"ScoringAverage",2006
160,160,"Greg Kraft",79,71.683,5370,6.251,75,"ScoringAverage",2006
161,161,"Bob Tway",81,71.687,5575,16.568,78,"ScoringAverage",2006
162,162,"Ron Whittaker",81,71.728,5656,10.495,79,"ScoringAverage",2006
163,163,"Chris Couch",75,71.73,5367,12.759,75,"ScoringAverage",2006
164,164,"Robert Damron",91,71.734,6511,16.828,91,"ScoringAverage",2006
165,165,"Tag Ridings",103,71.737,7177,NA,100,"ScoringAverage",2006
166,166,"Scott Gutschewski",53,71.744,3641,17.942,51,"ScoringAverage",2006
167,167,"Danny Ellis",68,71.769,4582,11.205,64,"ScoringAverage",2006
168,168,"Larry Mize",53,71.784,3662,NA,51,"ScoringAverage",2006
169,169,"Brad Faxon",78,71.789,5634,NA,78,"ScoringAverage",2006
170,170,"Thomas Levet",53,71.848,3674,NA,51,"ScoringAverage",2006
171,171,"Lee Janzen",79,71.896,5684,NA,79,"ScoringAverage",2006
172,172,"JL Lewis",57,71.909,4104,NA,57,"ScoringAverage",2006
173,173,"Jason Schultz",77,71.923,5379,15.205,75,"ScoringAverage",2006
174,174,"Doug Barron",74,71.935,5248,3.246,73,"ScoringAverage",2006
175,175,"Matt Hansen",68,71.965,4737,12.663,66,"ScoringAverage",2006
176,176,"Carlos Franco",86,71.975,6181,8.831,86,"ScoringAverage",2006
176,176,"Vance Veazey",59,71.975,4249,NA,59,"ScoringAverage",2006
178,178,"Mike Sposa",68,72.008,4668,12.492,65,"ScoringAverage",2006
179,179,"Jason Gore",86,72.051,6065,NA,84,"ScoringAverage",2006
180,180,"Nicholas Thompson",96,72.057,6693,8.345,93,"ScoringAverage",2006
181,181,"Ian Leggatt",80,72.102,5464,15.786,76,"ScoringAverage",2006
182,182,"Mark Brooks",90,72.158,6410,12.018,89,"ScoringAverage",2006
183,183,"Mark OMeara",52,72.244,3619,NA,50,"ScoringAverage",2006
184,184,"Greg Chalmers",71,72.25,4840,0.739,67,"ScoringAverage",2006
185,185,"James Driscoll",80,72.254,5785,NA,80,"ScoringAverage",2006
186,186,"Jon Mills",68,72.256,4758,10.908,66,"ScoringAverage",2006
187,187,"Wes Short Jr",96,72.3,6794,2.156,94,"ScoringAverage",2006
188,188,"John Daly",51,72.396,3568,NA,49,"ScoringAverage",2006
189,189,"Len Mattiace",59,72.409,4274,NA,59,"ScoringAverage",2006
190,190,"Roger Tambellini",64,72.562,4415,11.304,61,"ScoringAverage",2006
191,191,"Ryan Hietala",61,72.612,4281,3.126,59,"ScoringAverage",2006
192,192,"Michael Connell",51,72.809,3481,13.819,48,"ScoringAverage",2006
193,193,"Todd Hamilton",72,72.836,5271,NA,72,"ScoringAverage",2006
194,194,"Alex Aragon",63,72.901,4445,1.974,61,"ScoringAverage",2006
195,195,"John Engler Jr",69,72.956,4877,11.074,67,"ScoringAverage",2006
196,196,"Hidemichi Tanaka",74,73.457,5349,13.351,73,"ScoringAverage",2006
