"StrokesGainedPutting_RANKTHISWEEK_2012","StrokesGainedPutting_RANKLASTWEEK_2012","StrokesGainedPutting_PLAYERNAME_2012","StrokesGainedPutting_ROUNDS_2012","StrokesGainedPutting_AVERAGE_2012","StrokesGainedPutting_TOTALPUTTSGAINED_2012","StrokesGainedPutting_MEASUREDROUNDS_2012","stat_name","year"
57,57,"Stuart Appleby",75,0.183,11.869,65,"StrokesGainedPutting",2012
58,58,"Dustin Johnson",70,0.18,9.557,53,"StrokesGainedPutting",2012
59,59,"Seung Yul Noh",105,0.173,14.739,85,"StrokesGainedPutting",2012
60,60,"Tommy Biershenk",74,0.154,8.903,58,"StrokesGainedPutting",2012
61,61,"Jason Dufner",83,0.153,9.774,64,"StrokesGainedPutting",2012
62,62,"John Huh",99,0.152,12.881,85,"StrokesGainedPutting",2012
63,63,"Edward Loar",59,0.15,6.445,43,"StrokesGainedPutting",2012
64,64,"Troy Matteson",100,0.146,12.092,83,"StrokesGainedPutting",2012
65,65,"Ian Poulter",57,0.139,5.263,38,"StrokesGainedPutting",2012
66,66,"Martin Laird",77,0.138,7.43,54,"StrokesGainedPutting",2012
67,67,"Brendon de Jonge",115,0.135,13.786,102,"StrokesGainedPutting",2012
68,68,"Harris English",98,0.129,11.248,87,"StrokesGainedPutting",2012
69,69,"Dicky Pride",62,0.121,5.921,49,"StrokesGainedPutting",2012
70,70,"Tommy Gainey",98,0.12,10.817,90,"StrokesGainedPutting",2012
71,71,"Sangmoon Bae",81,0.119,6.759,57,"StrokesGainedPutting",2012
72,72,"Brian Harman",101,0.117,10.286,88,"StrokesGainedPutting",2012
72,72,"Ryo Ishikawa",54,0.117,4.347,37,"StrokesGainedPutting",2012
74,74,"Chris Couch",61,0.115,6.221,54,"StrokesGainedPutting",2012
75,75,"Steve Stricker",73,0.107,5.788,54,"StrokesGainedPutting",2012
75,75,"Cameron Tringale",88,0.107,8.244,77,"StrokesGainedPutting",2012
77,77,"Pat Perez",81,0.103,7.097,69,"StrokesGainedPutting",2012
77,77,"Ted Potter Jr",77,0.103,6.303,61,"StrokesGainedPutting",2012
79,79,"Matt Every",80,0.093,5.977,64,"StrokesGainedPutting",2012
80,80,"Rory McIlroy",60,0.089,3.546,40,"StrokesGainedPutting",2012
81,81,"Bud Cauley",99,0.08,7.243,91,"StrokesGainedPutting",2012
82,82,"Roberto Castro",92,0.079,5.898,75,"StrokesGainedPutting",2012
83,83,"Bill Haas",79,0.074,4.537,61,"StrokesGainedPutting",2012
83,83,"John Senden",81,0.074,4.581,62,"StrokesGainedPutting",2012
85,85,"Chris Stroud",86,0.069,5.173,75,"StrokesGainedPutting",2012
86,86,"Charl Schwartzel",56,0.068,2.736,40,"StrokesGainedPutting",2012
87,87,"Vaughn Taylor",81,0.066,4.238,64,"StrokesGainedPutting",2012
88,88,"Charles Howell III",98,0.06,4.638,77,"StrokesGainedPutting",2012
89,89,"Bob Estes",78,0.045,2.914,65,"StrokesGainedPutting",2012
89,89,"Henrik Stenson",51,0.045,1.872,42,"StrokesGainedPutting",2012
91,91,"Troy Kelly",68,0.043,2.179,51,"StrokesGainedPutting",2012
92,92,"Danny Lee",74,0.034,1.995,59,"StrokesGainedPutting",2012
93,93,"Hunter Haas",69,0.033,1.715,52,"StrokesGainedPutting",2012
94,94,"Erik Compton",81,0.028,1.789,64,"StrokesGainedPutting",2012
95,95,"Harrison Frazar",56,0.022,1.043,48,"StrokesGainedPutting",2012
96,96,"Rocco Mediate",70,0.017,1.012,58,"StrokesGainedPutting",2012
97,97,"Davis Love III",64,0.014,0.707,52,"StrokesGainedPutting",2012
98,98,"Jhonattan Vegas",77,0.002,0.112,69,"StrokesGainedPutting",2012
99,99,"Russell Knox",72,-0.006,-0.326,56,"StrokesGainedPutting",2012
99,99,"Kyle Reifers",86,-0.006,-0.443,74,"StrokesGainedPutting",2012
101,101,"Garth Mulroy",59,-0.008,-0.39,46,"StrokesGainedPutting",2012
102,102,"Nick Watney",97,-0.018,-1.402,76,"StrokesGainedPutting",2012
103,103,"Daniel Summerhays",81,-0.02,-1.334,68,"StrokesGainedPutting",2012
104,104,"JB Holmes",90,-0.022,-1.699,78,"StrokesGainedPutting",2012
105,105,"Ernie Els",80,-0.023,-1.493,65,"StrokesGainedPutting",2012
106,106,"Steve Wheatcroft",56,-0.028,-1.187,42,"StrokesGainedPutting",2012
107,107,"John Rollins",81,-0.03,-2.097,71,"StrokesGainedPutting",2012
108,108,"Sung Kang",75,-0.034,-2.138,62,"StrokesGainedPutting",2012
109,109,"Kevin Streelman",89,-0.048,-3.697,77,"StrokesGainedPutting",2012
110,110,"Gary Christian",91,-0.049,-3.638,75,"StrokesGainedPutting",2012
111,111,"Jerry Kelly",84,-0.052,-3.79,73,"StrokesGainedPutting",2012
111,111,"Louis Oosthuizen",65,-0.052,-2.558,49,"StrokesGainedPutting",2012
113,113,"JJ Henry",93,-0.058,-4.104,71,"StrokesGainedPutting",2012
114,114,"Matt Jones",53,-0.06,-2.643,44,"StrokesGainedPutting",2012
115,115,"Jason Bohn",81,-0.066,-4.349,66,"StrokesGainedPutting",2012
116,116,"Hunter Mahan",88,-0.082,-5.256,64,"StrokesGainedPutting",2012
117,117,"Billy Horschel",63,-0.087,-4.175,48,"StrokesGainedPutting",2012
118,118,"Padraig Harrington",67,-0.092,-4.145,45,"StrokesGainedPutting",2012
119,119,"DA Points",88,-0.103,-8.252,80,"StrokesGainedPutting",2012
120,120,"Mark Anderson",75,-0.104,-6.317,61,"StrokesGainedPutting",2012
121,121,"Jeff Maggert",83,-0.105,-8.153,78,"StrokesGainedPutting",2012
122,122,"David Toms",60,-0.106,-4.661,44,"StrokesGainedPutting",2012
123,123,"Brendan Steele",77,-0.107,-6.838,64,"StrokesGainedPutting",2012
124,124,"John Mallinger",74,-0.12,-7.538,63,"StrokesGainedPutting",2012
125,125,"JJ Killeen",101,-0.122,-10.284,84,"StrokesGainedPutting",2012
126,126,"Tim Clark",60,-0.124,-6.21,50,"StrokesGainedPutting",2012
127,127,"Trevor Immelman",76,-0.127,-7.212,57,"StrokesGainedPutting",2012
128,128,"Justin Rose",69,-0.128,-6.796,53,"StrokesGainedPutting",2012
128,128,"Mark Wilson",84,-0.128,-8.687,68,"StrokesGainedPutting",2012
130,130,"Michael Bradley",63,-0.153,-8.432,55,"StrokesGainedPutting",2012
130,130,"Rod Pampling",88,-0.153,-10.578,69,"StrokesGainedPutting",2012
132,132,"Adam Scott",59,-0.154,-6.324,41,"StrokesGainedPutting",2012
133,133,"Will Claxton",99,-0.159,-13.641,86,"StrokesGainedPutting",2012
134,134,"Chris Kirk",93,-0.165,-14.063,85,"StrokesGainedPutting",2012
135,135,"Chris DiMarco",83,-0.166,-11.954,72,"StrokesGainedPutting",2012
135,135,"Tim Herron",88,-0.166,-12.594,76,"StrokesGainedPutting",2012
135,135,"Freddie Jacobson",61,-0.166,-7.324,44,"StrokesGainedPutting",2012
135,135,"Patrick Sheehan",58,-0.166,-7.312,44,"StrokesGainedPutting",2012
139,139,"Jason Kokrak",79,-0.171,-11.78,69,"StrokesGainedPutting",2012
140,140,"Matt Bettencourt",80,-0.172,-10.33,60,"StrokesGainedPutting",2012
141,141,"Chez Reavie",83,-0.173,-11.45,66,"StrokesGainedPutting",2012
142,142,"Robert Garrigus",89,-0.175,-12.927,74,"StrokesGainedPutting",2012
142,142,"Billy Mayfair",90,-0.175,-13.684,78,"StrokesGainedPutting",2012
144,144,"Angel Cabrera",54,-0.186,-6.864,37,"StrokesGainedPutting",2012
145,145,"Andres Romero",68,-0.192,-10.351,54,"StrokesGainedPutting",2012
146,146,"Josh Teater",97,-0.199,-16.506,83,"StrokesGainedPutting",2012
147,147,"Rickie Fowler",84,-0.202,-13.345,66,"StrokesGainedPutting",2012
148,148,"Alexandre Rocha",62,-0.203,-10.15,50,"StrokesGainedPutting",2012
149,149,"Bill Lunde",83,-0.204,-13.695,67,"StrokesGainedPutting",2012
150,150,"Mathew Goggin",65,-0.216,-11.906,55,"StrokesGainedPutting",2012
151,151,"Arjun Atwal",79,-0.22,-14.546,66,"StrokesGainedPutting",2012
152,152,"Stephen Ames",54,-0.224,-8.754,39,"StrokesGainedPutting",2012
153,153,"Kevin Stadler",85,-0.234,-16.368,70,"StrokesGainedPutting",2012
154,154,"John Merrick",83,-0.244,-17.55,72,"StrokesGainedPutting",2012
155,155,"Graeme McDowell",55,-0.248,-9.427,38,"StrokesGainedPutting",2012
156,156,"Bubba Watson",68,-0.249,-12.723,51,"StrokesGainedPutting",2012
157,157,"Marco Dawson",60,-0.25,-11.505,46,"StrokesGainedPutting",2012
158,158,"Sean OHair",84,-0.278,-21.155,76,"StrokesGainedPutting",2012
159,159,"Bobby Gates",87,-0.283,-21.518,76,"StrokesGainedPutting",2012
160,160,"Kevin Chappell",91,-0.29,-20.853,72,"StrokesGainedPutting",2012
161,161,"Tom Pernice Jr",62,-0.299,-15.522,52,"StrokesGainedPutting",2012
162,162,"Stephen Gangluff",57,-0.3,-12.894,43,"StrokesGainedPutting",2012
163,163,"Graham DeLaet",79,-0.307,-21.827,71,"StrokesGainedPutting",2012
164,164,"Cameron Beckman",81,-0.318,-21.908,69,"StrokesGainedPutting",2012
165,165,"Marc Leishman",84,-0.324,-24.636,76,"StrokesGainedPutting",2012
165,165,"Justin Leonard",79,-0.324,-22.062,68,"StrokesGainedPutting",2012
167,167,"Miguel Angel Carballo",73,-0.337,-19.191,57,"StrokesGainedPutting",2012
168,168,"Nick OHern",78,-0.359,-24.442,68,"StrokesGainedPutting",2012
169,169,"Camilo Villegas",79,-0.362,-26.431,73,"StrokesGainedPutting",2012
170,170,"Rory Sabbatini",84,-0.365,-26.252,72,"StrokesGainedPutting",2012
171,171,"Scott Stallings",78,-0.376,-25.55,68,"StrokesGainedPutting",2012
172,172,"Vijay Singh",99,-0.377,-30.507,81,"StrokesGainedPutting",2012
173,173,"KJ Choi",71,-0.379,-21.223,56,"StrokesGainedPutting",2012
174,174,"Charlie Beljan",61,-0.397,-17.065,43,"StrokesGainedPutting",2012
175,175,"Chad Campbell",84,-0.422,-30.773,73,"StrokesGainedPutting",2012
176,176,"Robert Allenby",76,-0.431,-28.451,66,"StrokesGainedPutting",2012
177,177,"Greg Owen",90,-0.437,-33.619,77,"StrokesGainedPutting",2012
178,178,"Scott Brown",65,-0.474,-24.178,51,"StrokesGainedPutting",2012
179,179,"Ricky Barnes",92,-0.48,-39.337,82,"StrokesGainedPutting",2012
180,180,"Lee Westwood",60,-0.483,-19.302,40,"StrokesGainedPutting",2012
181,181,"Gary Woodland",70,-0.498,-26.388,53,"StrokesGainedPutting",2012
182,182,"Charley Hoffman",88,-0.503,-38.222,76,"StrokesGainedPutting",2012
183,183,"Robert Karlsson",54,-0.551,-22.582,41,"StrokesGainedPutting",2012
184,184,"Heath Slocum",93,-0.578,-43.314,75,"StrokesGainedPutting",2012
185,185,"Roland Thatcher",55,-0.583,-25.673,44,"StrokesGainedPutting",2012
186,186,"DJ Trahan",73,-0.62,-38.423,62,"StrokesGainedPutting",2012
187,187,"Kris Blanks",65,-0.646,-38.759,60,"StrokesGainedPutting",2012
188,188,"Scott Dunlap",57,-0.703,-32.331,46,"StrokesGainedPutting",2012
189,189,"Kyle Stanley",86,-0.789,-55.207,70,"StrokesGainedPutting",2012
190,190,"Boo Weekley",74,-1.063,-61.638,58,"StrokesGainedPutting",2012
191,191,"Kyle Thompson",51,-1.18,-43.654,37,"StrokesGainedPutting",2012
