"LeftRoughTendencyRTPScore_RANKTHISWEEK_2010","LeftRoughTendencyRTPScore_RANKLASTWEEK_2010","LeftRoughTendencyRTPScore_PLAYERNAME_2010","LeftRoughTendencyRTPScore_ROUNDS_2010","LeftRoughTendencyRTPScore_RTPSCORE_2010","stat_name","year"
36,36,"Michael Bradley",77,0.021,"LeftRoughTendencyRTPScore",2010
36,36,"Daniel Chopra",74,0.021,"LeftRoughTendencyRTPScore",2010
38,38,"Matt Kuchar",97,0.025,"LeftRoughTendencyRTPScore",2010
39,39,"Chris Couch",66,0.026,"LeftRoughTendencyRTPScore",2010
40,40,"Bill Haas",87,0.027,"LeftRoughTendencyRTPScore",2010
41,41,"Padraig Harrington",57,0.028,"LeftRoughTendencyRTPScore",2010
41,41,"Charlie Wi",95,0.028,"LeftRoughTendencyRTPScore",2010
43,43,"Scott McCarron",90,0.029,"LeftRoughTendencyRTPScore",2010
43,43,"Steve Stricker",73,0.029,"LeftRoughTendencyRTPScore",2010
43,43,"Garrett Willis",82,0.029,"LeftRoughTendencyRTPScore",2010
46,46,"James Driscoll",78,0.031,"LeftRoughTendencyRTPScore",2010
47,47,"Steve Marino",81,0.034,"LeftRoughTendencyRTPScore",2010
48,48,"Robert Garrigus",71,0.035,"LeftRoughTendencyRTPScore",2010
49,49,"Retief Goosen",75,0.037,"LeftRoughTendencyRTPScore",2010
49,49,"Webb Simpson",98,0.037,"LeftRoughTendencyRTPScore",2010
49,49,"DJ Trahan",92,0.037,"LeftRoughTendencyRTPScore",2010
49,49,"YE Yang",72,0.037,"LeftRoughTendencyRTPScore",2010
53,53,"Andres Romero",73,0.039,"LeftRoughTendencyRTPScore",2010
54,54,"Michael Letzig",84,0.041,"LeftRoughTendencyRTPScore",2010
55,55,"Garth Mulroy",53,0.042,"LeftRoughTendencyRTPScore",2010
56,56,"Paul Stankowski",62,0.046,"LeftRoughTendencyRTPScore",2010
57,57,"Ricky Barnes",103,0.047,"LeftRoughTendencyRTPScore",2010
58,58,"Kevin Sutherland",86,0.048,"LeftRoughTendencyRTPScore",2010
59,59,"JP Hayes",79,0.053,"LeftRoughTendencyRTPScore",2010
60,60,"Angel Cabrera",64,0.054,"LeftRoughTendencyRTPScore",2010
61,61,"Kevin Na",94,0.055,"LeftRoughTendencyRTPScore",2010
61,61,"Michael Sim",64,0.055,"LeftRoughTendencyRTPScore",2010
63,63,"Jerry Kelly",99,0.056,"LeftRoughTendencyRTPScore",2010
64,64,"Martin Flores",75,0.057,"LeftRoughTendencyRTPScore",2010
64,64,"Derek Lamely",81,0.057,"LeftRoughTendencyRTPScore",2010
64,64,"Davis Love III",79,0.057,"LeftRoughTendencyRTPScore",2010
64,64,"Jeev Milkha Singh",59,0.057,"LeftRoughTendencyRTPScore",2010
68,68,"Geoff Ogilvy",62,0.058,"LeftRoughTendencyRTPScore",2010
69,69,"Lucas Glover",75,0.059,"LeftRoughTendencyRTPScore",2010
70,70,"Jarrod Lyle",54,0.063,"LeftRoughTendencyRTPScore",2010
71,71,"Pat Perez",90,0.065,"LeftRoughTendencyRTPScore",2010
72,72,"Mark Calcavecchia",50,0.066,"LeftRoughTendencyRTPScore",2010
73,73,"Chris DiMarco",88,0.07,"LeftRoughTendencyRTPScore",2010
73,73,"Rory Sabbatini",79,0.07,"LeftRoughTendencyRTPScore",2010
75,75,"Martin Laird",91,0.071,"LeftRoughTendencyRTPScore",2010
75,75,"Brett Quigley",96,0.071,"LeftRoughTendencyRTPScore",2010
77,77,"Tom Gillis",97,0.072,"LeftRoughTendencyRTPScore",2010
78,78,"Steve Elkington",74,0.074,"LeftRoughTendencyRTPScore",2010
78,78,"Chris Stroud",90,0.074,"LeftRoughTendencyRTPScore",2010
80,80,"Bob Estes",79,0.076,"LeftRoughTendencyRTPScore",2010
80,80,"Brandt Snedeker",89,0.076,"LeftRoughTendencyRTPScore",2010
82,82,"Nathan Green",86,0.077,"LeftRoughTendencyRTPScore",2010
82,82,"Trevor Immelman",55,0.077,"LeftRoughTendencyRTPScore",2010
84,84,"Zach Johnson",93,0.078,"LeftRoughTendencyRTPScore",2010
85,85,"Phil Mickelson",76,0.079,"LeftRoughTendencyRTPScore",2010
86,86,"Ryan Palmer",84,0.081,"LeftRoughTendencyRTPScore",2010
87,87,"Mathias Gronberg",61,0.082,"LeftRoughTendencyRTPScore",2010
88,88,"Rickie Fowler",98,0.083,"LeftRoughTendencyRTPScore",2010
88,88,"Lee Janzen",77,0.083,"LeftRoughTendencyRTPScore",2010
88,88,"Joe Ogilvie",99,0.083,"LeftRoughTendencyRTPScore",2010
91,91,"Rod Pampling",77,0.084,"LeftRoughTendencyRTPScore",2010
91,91,"Scott Piercy",88,0.084,"LeftRoughTendencyRTPScore",2010
93,93,"Jay Williamson",76,0.085,"LeftRoughTendencyRTPScore",2010
94,94,"Chris Tidland",77,0.086,"LeftRoughTendencyRTPScore",2010
95,95,"Sean OHair",84,0.087,"LeftRoughTendencyRTPScore",2010
95,95,"Justin Rose",78,0.087,"LeftRoughTendencyRTPScore",2010
97,97,"Jason Bohn",84,0.094,"LeftRoughTendencyRTPScore",2010
97,97,"Jason Dufner",87,0.094,"LeftRoughTendencyRTPScore",2010
97,97,"Camilo Villegas",78,0.094,"LeftRoughTendencyRTPScore",2010
100,100,"David Lutterus",69,0.095,"LeftRoughTendencyRTPScore",2010
100,100,"Mike Weir",59,0.095,"LeftRoughTendencyRTPScore",2010
102,102,"Michael Connell",89,0.096,"LeftRoughTendencyRTPScore",2010
102,102,"Ben Crane",85,0.096,"LeftRoughTendencyRTPScore",2010
102,102,"Steve Lowery",67,0.096,"LeftRoughTendencyRTPScore",2010
105,105,"Chad Collins",87,0.097,"LeftRoughTendencyRTPScore",2010
105,105,"Scott Verplank",74,0.097,"LeftRoughTendencyRTPScore",2010
107,107,"Brian Gay",101,0.099,"LeftRoughTendencyRTPScore",2010
108,108,"Briny Baird",87,0.1,"LeftRoughTendencyRTPScore",2010
108,108,"Tim Clark",88,0.1,"LeftRoughTendencyRTPScore",2010
108,108,"Bill Lunde",79,0.1,"LeftRoughTendencyRTPScore",2010
108,108,"Troy Merritt",86,0.1,"LeftRoughTendencyRTPScore",2010
108,108,"Cameron Tringale",55,0.1,"LeftRoughTendencyRTPScore",2010
113,113,"Woody Austin",93,0.101,"LeftRoughTendencyRTPScore",2010
113,113,"Kevin Stadler",86,0.101,"LeftRoughTendencyRTPScore",2010
115,115,"John Senden",103,0.102,"LeftRoughTendencyRTPScore",2010
116,116,"Brendon de Jonge",114,0.104,"LeftRoughTendencyRTPScore",2010
116,116,"Kenny Perry",69,0.104,"LeftRoughTendencyRTPScore",2010
118,118,"Cameron Beckman",68,0.105,"LeftRoughTendencyRTPScore",2010
118,118,"Mark Wilson",87,0.105,"LeftRoughTendencyRTPScore",2010
120,120,"Stuart Appleby",101,0.106,"LeftRoughTendencyRTPScore",2010
120,120,"DA Points",90,0.106,"LeftRoughTendencyRTPScore",2010
122,122,"Jim Furyk",76,0.107,"LeftRoughTendencyRTPScore",2010
122,122,"James Nitties",92,0.107,"LeftRoughTendencyRTPScore",2010
124,124,"Tim Herron",79,0.109,"LeftRoughTendencyRTPScore",2010
125,125,"Freddie Jacobson",83,0.11,"LeftRoughTendencyRTPScore",2010
126,126,"Chris Wilson",65,0.114,"LeftRoughTendencyRTPScore",2010
127,127,"Jeff Gove",57,0.115,"LeftRoughTendencyRTPScore",2010
128,128,"Rich Barcelo",70,0.116,"LeftRoughTendencyRTPScore",2010
129,129,"Paul Goydos",78,0.117,"LeftRoughTendencyRTPScore",2010
129,129,"Vaughn Taylor",87,0.117,"LeftRoughTendencyRTPScore",2010
131,131,"Roland Thatcher",72,0.118,"LeftRoughTendencyRTPScore",2010
131,131,"Boo Weekley",88,0.118,"LeftRoughTendencyRTPScore",2010
133,133,"Blake Adams",84,0.119,"LeftRoughTendencyRTPScore",2010
133,133,"Jason Day",82,0.119,"LeftRoughTendencyRTPScore",2010
135,135,"Craig Bowden",56,0.121,"LeftRoughTendencyRTPScore",2010
135,135,"KJ Choi",82,0.121,"LeftRoughTendencyRTPScore",2010
137,137,"Matt Bettencourt",91,0.122,"LeftRoughTendencyRTPScore",2010
137,137,"Alex Prugh",88,0.122,"LeftRoughTendencyRTPScore",2010
139,139,"Robert Allenby",76,0.125,"LeftRoughTendencyRTPScore",2010
139,139,"Bryce Molder",84,0.125,"LeftRoughTendencyRTPScore",2010
141,141,"Ryuji Imada",90,0.126,"LeftRoughTendencyRTPScore",2010
141,141,"Vance Veazey",58,0.126,"LeftRoughTendencyRTPScore",2010
143,143,"Andrew McLardy",52,0.128,"LeftRoughTendencyRTPScore",2010
144,144,"Justin Leonard",89,0.131,"LeftRoughTendencyRTPScore",2010
145,145,"Aron Price",70,0.135,"LeftRoughTendencyRTPScore",2010
146,146,"Ben Curtis",78,0.139,"LeftRoughTendencyRTPScore",2010
146,146,"Steve Wheatcroft",74,0.139,"LeftRoughTendencyRTPScore",2010
148,148,"Roger Tambellini",77,0.142,"LeftRoughTendencyRTPScore",2010
149,149,"Matt Every",60,0.144,"LeftRoughTendencyRTPScore",2010
149,149,"John Merrick",109,0.144,"LeftRoughTendencyRTPScore",2010
149,149,"Greg Owen",69,0.144,"LeftRoughTendencyRTPScore",2010
149,149,"Johnson Wagner",85,0.144,"LeftRoughTendencyRTPScore",2010
153,153,"Shaun Micheel",70,0.147,"LeftRoughTendencyRTPScore",2010
154,154,"Brian Stuard",81,0.148,"LeftRoughTendencyRTPScore",2010
155,155,"Rocco Mediate",71,0.151,"LeftRoughTendencyRTPScore",2010
156,156,"Jeff Quinney",91,0.152,"LeftRoughTendencyRTPScore",2010
157,157,"Charles Warren",64,0.153,"LeftRoughTendencyRTPScore",2010
158,158,"Steve Flesch",78,0.157,"LeftRoughTendencyRTPScore",2010
158,158,"Kevin Johnson",62,0.157,"LeftRoughTendencyRTPScore",2010
158,158,"Spencer Levin",110,0.157,"LeftRoughTendencyRTPScore",2010
161,161,"Jerod Turner",54,0.158,"LeftRoughTendencyRTPScore",2010
162,162,"Chris Riley",73,0.159,"LeftRoughTendencyRTPScore",2010
163,163,"Joe Durant",67,0.164,"LeftRoughTendencyRTPScore",2010
164,164,"Stephen Ames",75,0.167,"LeftRoughTendencyRTPScore",2010
164,164,"Henrik Bjornstad",72,0.167,"LeftRoughTendencyRTPScore",2010
164,164,"Jeff Maggert",76,0.167,"LeftRoughTendencyRTPScore",2010
167,167,"David Duval",71,0.17,"LeftRoughTendencyRTPScore",2010
168,168,"Brian Davis",101,0.171,"LeftRoughTendencyRTPScore",2010
169,169,"Skip Kendall",58,0.174,"LeftRoughTendencyRTPScore",2010
170,170,"Chad Campbell",95,0.175,"LeftRoughTendencyRTPScore",2010
170,170,"Ryan Moore",80,0.175,"LeftRoughTendencyRTPScore",2010
170,170,"Josh Teater",101,0.175,"LeftRoughTendencyRTPScore",2010
170,170,"David Toms",86,0.175,"LeftRoughTendencyRTPScore",2010
174,174,"Brenden Pappas",66,0.18,"LeftRoughTendencyRTPScore",2010
175,175,"Brent Delahoussaye",57,0.181,"LeftRoughTendencyRTPScore",2010
175,175,"Cliff Kresge",50,0.181,"LeftRoughTendencyRTPScore",2010
177,177,"Nicholas Thompson",88,0.182,"LeftRoughTendencyRTPScore",2010
178,178,"Kris Blanks",91,0.185,"LeftRoughTendencyRTPScore",2010
178,178,"Tim Petrovic",105,0.185,"LeftRoughTendencyRTPScore",2010
180,180,"Ted Purdy",86,0.187,"LeftRoughTendencyRTPScore",2010
181,181,"Kevin Streelman",90,0.19,"LeftRoughTendencyRTPScore",2010
182,182,"John Daly",63,0.191,"LeftRoughTendencyRTPScore",2010
183,183,"Greg Kraft",52,0.192,"LeftRoughTendencyRTPScore",2010
183,183,"Omar Uresti",74,0.192,"LeftRoughTendencyRTPScore",2010
185,185,"Tom Pernice Jr",74,0.202,"LeftRoughTendencyRTPScore",2010
186,186,"Mathew Goggin",85,0.209,"LeftRoughTendencyRTPScore",2010
187,187,"Alex Cejka",81,0.213,"LeftRoughTendencyRTPScore",2010
188,188,"Billy Mayfair",78,0.217,"LeftRoughTendencyRTPScore",2010
189,189,"Justin Bolli",55,0.229,"LeftRoughTendencyRTPScore",2010
190,190,"Richard Johnson",90,0.257,"LeftRoughTendencyRTPScore",2010
191,191,"Brad Faxon",58,0.276,"LeftRoughTendencyRTPScore",2010
192,192,"John Mallinger",78,0.284,"LeftRoughTendencyRTPScore",2010
