"BallSpeed_RANKTHISWEEK_2011","BallSpeed_RANKLASTWEEK_2011","BallSpeed_PLAYERNAME_2011","BallSpeed_ROUNDS_2011","BallSpeed_AVG_2011","BallSpeed_TOTALBALLSPEED_2011","BallSpeed_TOTALATTEMPTS_2011","BallSpeed_FASTESTSPEED_2011","BallSpeed_SLOWESTSPEED_2011","stat_name","year"
52,52,"Padraig Harrington",60,170.89,6493.88,38,175.33,164.63,"BallSpeed",2011
53,53,"Joseph Bramlett",73,170.88,8543.79,50,176.01,161.15,"BallSpeed",2011
54,54,"Scott Gutschewski",67,170.57,7504.92,44,175.03,161.63,"BallSpeed",2011
55,55,"Ryan Palmer",82,170.5,10400.24,61,177.35,154.01,"BallSpeed",2011
56,56,"Anthony Kim",72,170.19,10211.18,60,175.84,165.18,"BallSpeed",2011
57,57,"Retief Goosen",50,170.18,6466.79,38,173.56,164.73,"BallSpeed",2011
58,58,"Stewart Cink",72,170.16,7827.32,46,175.51,159.4,"BallSpeed",2011
59,59,"DJ Trahan",91,170.05,12753.48,75,176.04,158.74,"BallSpeed",2011
60,60,"Jonathan Byrd",83,169.94,11555.84,68,177,159.27,"BallSpeed",2011
61,61,"John Rollins",85,169.8,11885.93,70,175.21,157.48,"BallSpeed",2011
62,62,"Blake Adams",116,169.75,13410.01,79,175.16,160.88,"BallSpeed",2011
63,63,"Rickie Fowler",84,169.63,11025.79,65,177.68,159.68,"BallSpeed",2011
64,64,"Kevin Streelman",90,169.55,10512.3,62,173.29,161.98,"BallSpeed",2011
65,65,"Michael Bradley",74,169.19,9136.19,54,173.87,160.47,"BallSpeed",2011
66,66,"Steve Marino",76,169.17,10995.92,65,174.61,162.61,"BallSpeed",2011
67,67,"Stuart Appleby",65,169.13,9978.85,59,175.03,163.39,"BallSpeed",2011
68,68,"Tommy Gainey",104,169.08,14033.37,83,174.77,151.92,"BallSpeed",2011
69,69,"Matt Bettencourt",84,168.94,11656.94,69,173.96,163.1,"BallSpeed",2011
69,69,"Brendon de Jonge",105,168.94,14867.15,88,176.07,160,"BallSpeed",2011
71,71,"Bo Van Pelt",92,168.91,11316.89,67,173.61,148.22,"BallSpeed",2011
72,72,"Boo Weekley",66,168.73,8267.87,49,174.08,162.84,"BallSpeed",2011
73,73,"Rory Sabbatini",85,168.68,9108.53,54,173.52,162.51,"BallSpeed",2011
74,74,"Jeff Overton",92,168.46,11960.64,71,175.37,162.74,"BallSpeed",2011
75,75,"Brendan Steele",89,168.42,11957.54,71,173.94,156.17,"BallSpeed",2011
76,76,"Webb Simpson",98,168.37,14311.76,85,174.76,158.48,"BallSpeed",2011
77,77,"Cameron Tringale",110,168.32,14644.2,87,174.5,159.4,"BallSpeed",2011
78,78,"William McGirt",103,168.16,14293.22,85,173.15,158.85,"BallSpeed",2011
79,79,"Ryan Moore",79,168.12,9750.88,58,173.29,164.01,"BallSpeed",2011
80,80,"Andres Gonzales",60,168.08,6891.43,41,172.52,162.71,"BallSpeed",2011
80,80,"Nathan Green",81,168.08,9244.54,55,175.64,155.7,"BallSpeed",2011
82,82,"Chad Campbell",99,168.06,12772.65,76,172.45,156.21,"BallSpeed",2011
83,83,"Jim Renner",65,167.92,8060.07,48,175.52,163.15,"BallSpeed",2011
84,84,"Camilo Villegas",69,167.85,8728.37,52,174.47,159.28,"BallSpeed",2011
85,85,"Kevin Chappell",78,167.84,9230.97,55,174.39,161.43,"BallSpeed",2011
86,86,"Jarrod Lyle",83,167.72,9895.65,59,175.53,159.73,"BallSpeed",2011
87,87,"Ben Martin",74,167.7,7546.53,45,175.06,161.29,"BallSpeed",2011
87,87,"YE Yang",63,167.7,7043.28,42,173.61,156.09,"BallSpeed",2011
89,89,"Vijay Singh",79,167.41,12053.7,72,172.63,158.19,"BallSpeed",2011
90,90,"Geoff Ogilvy",69,167.25,8697.14,52,171.29,156.9,"BallSpeed",2011
91,91,"Michael Thompson",79,167.23,9030.62,54,171.31,157.84,"BallSpeed",2011
92,92,"Tom Gillis",55,167.18,8191.86,49,172.73,158.08,"BallSpeed",2011
93,93,"Roland Thatcher",67,167.09,8187.33,49,172.13,161.94,"BallSpeed",2011
94,94,"Justin Rose",79,167.05,10691.22,64,170.74,153.89,"BallSpeed",2011
95,95,"Bill Lunde",92,167.04,12360.74,74,172.07,158.21,"BallSpeed",2011
96,96,"Pat Perez",76,167.03,10188.8,61,173.26,159.77,"BallSpeed",2011
97,97,"Scott McCarron",65,166.98,7848.03,47,171.87,158.66,"BallSpeed",2011
98,98,"Kevin Stadler",88,166.96,10184.75,61,174.52,153.05,"BallSpeed",2011
99,99,"Graeme McDowell",50,166.58,6163.29,37,171.14,162.12,"BallSpeed",2011
100,100,"Ernie Els",71,166.57,8828.04,53,171.21,159.9,"BallSpeed",2011
101,101,"Chris Stroud",88,166.46,12151.77,73,170.57,161.45,"BallSpeed",2011
102,102,"Robert Allenby",84,166.4,10816.27,65,170.3,158.36,"BallSpeed",2011
103,103,"Fabian Gomez",84,166.36,7819.07,47,170.5,159.45,"BallSpeed",2011
104,104,"Rod Pampling",72,166.32,7816.95,47,170.29,162.59,"BallSpeed",2011
105,105,"JJ Henry",96,166.16,12462.28,75,171.52,155.78,"BallSpeed",2011
106,106,"Chris Kirk",87,166.09,12456.38,75,171.28,157.83,"BallSpeed",2011
107,107,"Tim Herron",85,166.08,10794.98,65,170.93,161.63,"BallSpeed",2011
108,108,"Lee Janzen",62,166.06,6974.36,42,171.54,158.62,"BallSpeed",2011
109,109,"Kevin Na",84,166.02,8135.16,49,174.5,158.03,"BallSpeed",2011
110,110,"Sung Kang",63,165.8,6466.3,39,176.35,160.6,"BallSpeed",2011
111,111,"Hunter Mahan",92,165.76,12266.43,74,170.7,154.7,"BallSpeed",2011
112,112,"Freddie Jacobson",92,165.69,10769.67,65,172.99,158.81,"BallSpeed",2011
113,113,"Troy Merritt",63,165.35,7771.39,47,170.72,159.43,"BallSpeed",2011
114,114,"Billy Horschel",75,165.02,9405.94,57,169.87,159.29,"BallSpeed",2011
115,115,"Joe Ogilvie",75,164.99,8579.47,52,170.2,159.16,"BallSpeed",2011
116,116,"Martin Piller",63,164.98,7259.15,44,170.54,152.83,"BallSpeed",2011
117,117,"David Hearn",88,164.9,10883.41,66,171.2,157.19,"BallSpeed",2011
118,118,"Alexandre Rocha",65,164.86,6429.37,39,173.75,159.78,"BallSpeed",2011
119,119,"Carl Pettersson",95,164.69,13833.59,84,171.84,156.27,"BallSpeed",2011
120,120,"Steve Stricker",70,164.51,9212.62,56,169.26,158.35,"BallSpeed",2011
121,121,"Daniel Summerhays",75,164.45,9208.95,56,171.33,156.78,"BallSpeed",2011
122,122,"DJ Brigman",67,164.42,7399.09,45,170.33,155.3,"BallSpeed",2011
123,123,"Shaun Micheel",77,164.4,8713.25,53,170.61,152.05,"BallSpeed",2011
124,124,"Joe Durant",71,164.23,8375.77,51,169.42,155.6,"BallSpeed",2011
124,124,"Ryuji Imada",83,164.23,12317.43,75,170.05,157.04,"BallSpeed",2011
126,126,"Hunter Haas",96,164.22,12480.53,76,169.62,146.74,"BallSpeed",2011
127,127,"Luke Donald",73,164.08,7875.97,48,170.03,157.82,"BallSpeed",2011
128,128,"Charlie Wi",83,164.06,10992.04,67,170.65,153.49,"BallSpeed",2011
129,129,"Brandt Snedeker",85,163.96,10985.23,67,167.34,160.89,"BallSpeed",2011
130,130,"Kevin Kisner",70,163.92,8196.14,50,169.1,158.11,"BallSpeed",2011
131,131,"John Merrick",71,163.91,9179.13,56,169.82,154.21,"BallSpeed",2011
132,132,"Chez Reavie",92,163.84,11960.21,73,168.76,156.59,"BallSpeed",2011
133,133,"Kris Blanks",92,163.67,12438.72,76,170.51,157.89,"BallSpeed",2011
133,133,"Paul Stankowski",78,163.67,9329.02,57,167.8,158.63,"BallSpeed",2011
135,135,"Spencer Levin",113,163.66,14074.42,86,169.56,159.09,"BallSpeed",2011
136,136,"Matt Kuchar",94,163.63,11781.34,72,168.3,158.14,"BallSpeed",2011
137,137,"Woody Austin",59,163.61,6871.56,42,168.84,155.92,"BallSpeed",2011
138,138,"DA Points",89,163.42,10949.22,67,168.49,157.43,"BallSpeed",2011
139,139,"Jason Dufner",78,163.37,10129.21,62,169.91,153.6,"BallSpeed",2011
140,140,"KJ Choi",77,163.33,9799.63,60,167.76,157.42,"BallSpeed",2011
141,141,"Ian Poulter",52,163.25,6530.13,40,167.61,156.84,"BallSpeed",2011
142,142,"Greg Chalmers",88,162.91,10914.79,67,167.48,155.49,"BallSpeed",2011
143,143,"Cameron Beckman",71,162.87,9446.61,58,168.04,152.1,"BallSpeed",2011
144,144,"Briny Baird",60,162.81,6512.49,40,166.47,154.55,"BallSpeed",2011
145,145,"Billy Mayfair",94,162.49,12837.08,79,166.34,155.96,"BallSpeed",2011
146,146,"Bryce Molder",82,162.33,9740.02,60,168.59,152.68,"BallSpeed",2011
147,147,"Kent Jones",76,162.31,9251.7,57,167.37,150.62,"BallSpeed",2011
148,148,"Marc Turnesa",54,161.85,5664.69,35,168.13,155.46,"BallSpeed",2011
149,149,"Jason Bohn",74,161.79,10516.59,65,168.04,155.87,"BallSpeed",2011
150,150,"Arjun Atwal",91,161.76,11808.34,73,167.23,156.94,"BallSpeed",2011
151,151,"Nate Smith",66,161.62,7273.08,45,166.84,156.33,"BallSpeed",2011
152,152,"Tim Petrovic",88,161.53,10822.24,67,165.89,156.56,"BallSpeed",2011
153,153,"Stephen Ames",69,161.45,7910.97,49,167.42,149.9,"BallSpeed",2011
154,154,"Ben Crane",76,161.43,9685.83,60,169.73,152.39,"BallSpeed",2011
155,155,"David Mathis",83,161.41,8877.81,55,173.67,156.47,"BallSpeed",2011
156,156,"Steve Elkington",50,161.31,5645.94,35,164.41,157.39,"BallSpeed",2011
157,157,"Michael Connell",76,161.25,10964.7,68,166.2,144.91,"BallSpeed",2011
157,157,"Vaughn Taylor",89,161.25,12093.96,75,166.08,156.42,"BallSpeed",2011
159,159,"Rich Beem",53,161.19,6770.18,42,165.8,151.49,"BallSpeed",2011
160,160,"Jim Furyk",87,161.1,10471.28,65,167.23,153.67,"BallSpeed",2011
161,161,"Steve Flesch",88,160.99,9820.68,61,166.7,156.72,"BallSpeed",2011
162,162,"Matt McQuillan",59,160.89,5952.96,37,169.35,155.22,"BallSpeed",2011
163,163,"Justin Leonard",82,160.85,10133.55,63,164.77,157.79,"BallSpeed",2011
164,164,"Colt Knost",80,160.82,9488.22,59,170.95,154.83,"BallSpeed",2011
165,165,"Johnson Wagner",81,160.8,11256.25,70,165.74,155.07,"BallSpeed",2011
166,166,"Justin Hicks",60,160.74,6429.58,40,171.12,156.59,"BallSpeed",2011
167,167,"Shane Bertsch",62,160.22,7049.7,44,164.3,156.01,"BallSpeed",2011
167,167,"JP Hayes",56,160.22,6408.89,40,164.43,149.77,"BallSpeed",2011
169,169,"Dean Wilson",62,160.04,8001.92,50,163.93,155.02,"BallSpeed",2011
170,170,"Chris Riley",76,159.61,9097.63,57,164.75,150.88,"BallSpeed",2011
171,171,"Alex Cejka",59,159.52,6859.42,43,167.32,151.25,"BallSpeed",2011
172,172,"Chris DiMarco",93,159.11,11614.81,73,163.74,151.66,"BallSpeed",2011
173,173,"Mark Wilson",89,159.07,11930.52,75,163.47,155.37,"BallSpeed",2011
174,174,"Garrett Willis",71,158.94,7311.02,46,162.17,153.68,"BallSpeed",2011
175,175,"Richard Johnson",64,158.5,7607.82,48,175.34,151.08,"BallSpeed",2011
176,176,"Zach Johnson",79,158.37,10611.07,67,163.19,152.83,"BallSpeed",2011
177,177,"Ben Curtis",66,158.05,9009.03,57,162.67,150.65,"BallSpeed",2011
178,178,"Brian Davis",105,157.84,13732.23,87,162.12,152.05,"BallSpeed",2011
179,179,"David Toms",78,157.77,9150.66,58,163.95,152.59,"BallSpeed",2011
180,180,"Aron Price",58,157.52,6773.41,43,167.05,152.06,"BallSpeed",2011
181,181,"Heath Slocum",89,157.48,11653.46,74,161.84,152.51,"BallSpeed",2011
182,182,"Rocco Mediate",53,157.33,6922.51,44,174.95,151.29,"BallSpeed",2011
183,183,"Paul Goydos",81,156.34,10005.59,64,162.85,149.81,"BallSpeed",2011
184,184,"Jerry Kelly",85,156.19,10464.52,67,160.68,149.75,"BallSpeed",2011
185,185,"Nick OHern",89,155.26,9471.12,61,159.46,148.58,"BallSpeed",2011
186,186,"Brian Gay",90,153,10863.05,71,162.37,148.65,"BallSpeed",2011
