"OverallPuttingAverage_RANKTHISWEEK_2008","OverallPuttingAverage_RANKLASTWEEK_2008","OverallPuttingAverage_PLAYERNAME_2008","OverallPuttingAverage_ROUNDS_2008","OverallPuttingAverage_AVG_2008","OverallPuttingAverage_OFPUTTS_2008","OverallPuttingAverage_OFHOLES_2008","stat_name","year"
27,27,"Ron Whittaker",54,1.483,1441,972,"OverallPuttingAverage",2008
28,28,"Cameron Beckman",87,1.485,2325,1566,"OverallPuttingAverage",2008
29,29,"Richard Johnson",60,1.488,1607,1080,"OverallPuttingAverage",2008
30,30,"Jason Allred",63,1.493,1693,1134,"OverallPuttingAverage",2008
31,31,"Paul Claxton",63,1.496,1697,1134,"OverallPuttingAverage",2008
32,32,"David Lutterus",59,1.497,1590,1062,"OverallPuttingAverage",2008
32,32,"Patrick Sheehan",124,1.497,3341,2232,"OverallPuttingAverage",2008
32,32,"Kevin Stadler",90,1.497,2425,1620,"OverallPuttingAverage",2008
35,35,"Matt Kuchar",88,1.499,2375,1584,"OverallPuttingAverage",2008
36,36,"Carlos Franco",73,1.501,1972,1314,"OverallPuttingAverage",2008
37,37,"Harrison Frazar",73,1.502,1973,1314,"OverallPuttingAverage",2008
38,38,"Stephen Leaney",53,1.505,1436,954,"OverallPuttingAverage",2008
39,39,"Alex Cejka",75,1.507,2035,1350,"OverallPuttingAverage",2008
39,39,"Kent Jones",68,1.507,1845,1224,"OverallPuttingAverage",2008
41,41,"Jesper Parnevik",88,1.509,2390,1584,"OverallPuttingAverage",2008
42,42,"Lee Janzen",89,1.51,2419,1602,"OverallPuttingAverage",2008
43,43,"Kyle Thompson",70,1.511,1904,1260,"OverallPuttingAverage",2008
44,44,"James Driscoll",85,1.515,2318,1530,"OverallPuttingAverage",2008
44,44,"Dudley Hart",74,1.515,2018,1332,"OverallPuttingAverage",2008
46,46,"Brett Rumford",72,1.517,1966,1296,"OverallPuttingAverage",2008
47,47,"Marc Turnesa",87,1.519,2379,1566,"OverallPuttingAverage",2008
48,48,"Jim McGovern",75,1.521,2054,1350,"OverallPuttingAverage",2008
49,49,"John Huston",56,1.523,1535,1008,"OverallPuttingAverage",2008
49,49,"Jon Mills",95,1.523,2605,1710,"OverallPuttingAverage",2008
49,49,"John Riegger",73,1.523,2001,1314,"OverallPuttingAverage",2008
52,52,"Ben Curtis",80,1.526,2198,1440,"OverallPuttingAverage",2008
53,53,"Eric Axley",113,1.527,3105,2034,"OverallPuttingAverage",2008
53,53,"Parker McLachlin",88,1.527,2419,1584,"OverallPuttingAverage",2008
53,53,"Jay Williamson",96,1.527,2639,1728,"OverallPuttingAverage",2008
56,56,"John Merrick",98,1.528,2696,1764,"OverallPuttingAverage",2008
57,57,"Tim Herron",97,1.529,2669,1746,"OverallPuttingAverage",2008
58,58,"Ted Purdy",68,1.53,1873,1224,"OverallPuttingAverage",2008
59,59,"Joe Ogilvie",100,1.532,2758,1800,"OverallPuttingAverage",2008
60,60,"Cody Freeman",66,1.537,1826,1188,"OverallPuttingAverage",2008
60,60,"Martin Laird",98,1.537,2712,1764,"OverallPuttingAverage",2008
62,62,"Justin Bolli",87,1.538,2409,1566,"OverallPuttingAverage",2008
62,62,"Omar Uresti",74,1.538,2049,1332,"OverallPuttingAverage",2008
64,64,"Kevin Streelman",114,1.539,3158,2052,"OverallPuttingAverage",2008
65,65,"Scott Sterling",89,1.54,2467,1602,"OverallPuttingAverage",2008
67,67,"Briny Baird",113,1.542,3137,2034,"OverallPuttingAverage",2008
67,67,"Nicholas Thompson",113,1.542,3137,2034,"OverallPuttingAverage",2008
69,69,"Jeff Gove",50,1.544,1390,900,"OverallPuttingAverage",2008
70,70,"Matt Jones",95,1.546,2643,1710,"OverallPuttingAverage",2008
71,71,"Michael Letzig",88,1.547,2450,1584,"OverallPuttingAverage",2008
72,72,"Chris Stroud",81,1.551,2262,1458,"OverallPuttingAverage",2008
73,73,"Tommy Armour III",77,1.553,2153,1386,"OverallPuttingAverage",2008
74,74,"Johnson Wagner",83,1.556,2325,1494,"OverallPuttingAverage",2008
75,75,"Padraig Harrington",52,1.558,1402,900,"OverallPuttingAverage",2008
76,76,"Daniel Chopra",84,1.559,2329,1494,"OverallPuttingAverage",2008
76,76,"Jerry Kelly",89,1.559,2469,1584,"OverallPuttingAverage",2008
78,78,"Jeff Overton",103,1.561,2895,1854,"OverallPuttingAverage",2008
78,78,"Dean Wilson",109,1.561,3062,1962,"OverallPuttingAverage",2008
80,80,"Mathias Gronberg",87,1.562,2446,1566,"OverallPuttingAverage",2008
81,81,"John Mallinger",95,1.563,2673,1710,"OverallPuttingAverage",2008
82,82,"Joe Durant",92,1.565,2592,1656,"OverallPuttingAverage",2008
82,82,"Cliff Kresge",84,1.565,2367,1512,"OverallPuttingAverage",2008
84,84,"Ryan Armour",87,1.566,2452,1566,"OverallPuttingAverage",2008
84,84,"Bill Haas",99,1.566,2790,1782,"OverallPuttingAverage",2008
86,86,"Brad Adamonis",87,1.568,2456,1566,"OverallPuttingAverage",2008
87,87,"Billy Andrade",71,1.569,2005,1278,"OverallPuttingAverage",2008
87,87,"Nathan Green",95,1.569,2683,1710,"OverallPuttingAverage",2008
89,89,"Peter Lonard",92,1.572,2603,1656,"OverallPuttingAverage",2008
90,90,"Nick Flanagan",89,1.575,2523,1602,"OverallPuttingAverage",2008
91,91,"Chez Reavie",102,1.576,2894,1836,"OverallPuttingAverage",2008
92,92,"Aaron Baddeley",76,1.577,2072,1314,"OverallPuttingAverage",2008
92,92,"Jeff Quinney",87,1.577,2470,1566,"OverallPuttingAverage",2008
94,94,"Ryuji Imada",80,1.579,2274,1440,"OverallPuttingAverage",2008
95,95,"Andres Romero",69,1.583,1909,1206,"OverallPuttingAverage",2008
96,96,"Tom Lehman",51,1.584,1454,918,"OverallPuttingAverage",2008
96,96,"Brett Quigley",80,1.584,2281,1440,"OverallPuttingAverage",2008
98,98,"Stuart Appleby",87,1.586,2398,1512,"OverallPuttingAverage",2008
98,98,"Steve Marino",119,1.586,3398,2142,"OverallPuttingAverage",2008
100,100,"Kevin Na",97,1.59,2776,1746,"OverallPuttingAverage",2008
100,100,"Bo Van Pelt",101,1.59,2891,1818,"OverallPuttingAverage",2008
102,102,"Mike Weir",88,1.591,2491,1566,"OverallPuttingAverage",2008
103,103,"Todd Demsey",80,1.594,2295,1440,"OverallPuttingAverage",2008
104,104,"Shane Bertsch",96,1.595,2756,1728,"OverallPuttingAverage",2008
105,105,"Ryan Moore",72,1.596,2069,1296,"OverallPuttingAverage",2008
105,105,"Tom Pernice Jr",104,1.596,2987,1872,"OverallPuttingAverage",2008
107,107,"Phil Mickelson",80,1.597,2242,1404,"OverallPuttingAverage",2008
108,108,"Steve Stricker",75,1.598,2071,1296,"OverallPuttingAverage",2008
109,109,"Ken Duke",116,1.6,3340,2088,"OverallPuttingAverage",2008
109,109,"Freddie Jacobson",78,1.6,2246,1404,"OverallPuttingAverage",2008
109,109,"Carl Pettersson",110,1.6,3168,1980,"OverallPuttingAverage",2008
109,109,"Ian Poulter",51,1.6,1411,882,"OverallPuttingAverage",2008
109,109,"YE Yang",89,1.6,2563,1602,"OverallPuttingAverage",2008
114,114,"Jonathan Byrd",88,1.603,2452,1530,"OverallPuttingAverage",2008
114,114,"Ben Crane",86,1.603,2481,1548,"OverallPuttingAverage",2008
114,114,"Bob Estes",90,1.603,2597,1620,"OverallPuttingAverage",2008
114,114,"Charley Hoffman",94,1.603,2713,1692,"OverallPuttingAverage",2008
114,114,"Anthony Kim",81,1.603,2337,1458,"OverallPuttingAverage",2008
114,114,"Justin Leonard",101,1.603,2741,1710,"OverallPuttingAverage",2008
114,114,"Geoff Ogilvy",65,1.603,1847,1152,"OverallPuttingAverage",2008
121,121,"Steve Lowery",74,1.604,2136,1332,"OverallPuttingAverage",2008
122,122,"Retief Goosen",59,1.605,1676,1044,"OverallPuttingAverage",2008
123,123,"Nick OHern",82,1.606,2313,1440,"OverallPuttingAverage",2008
124,124,"Vaughn Taylor",103,1.607,2979,1854,"OverallPuttingAverage",2008
125,125,"Tim Clark",90,1.609,2578,1602,"OverallPuttingAverage",2008
126,126,"Stephen Ames",83,1.61,2377,1476,"OverallPuttingAverage",2008
126,126,"Frank Lickliter II",107,1.61,3100,1926,"OverallPuttingAverage",2008
126,126,"Camilo Villegas",79,1.61,2260,1404,"OverallPuttingAverage",2008
129,129,"Jason Day",81,1.612,2351,1458,"OverallPuttingAverage",2008
130,130,"Brian Davis",108,1.613,3136,1944,"OverallPuttingAverage",2008
131,131,"Steve Flesch",95,1.614,2760,1710,"OverallPuttingAverage",2008
132,132,"Mark Wilson",107,1.616,3112,1926,"OverallPuttingAverage",2008
133,133,"Robert Gamez",79,1.617,2299,1422,"OverallPuttingAverage",2008
133,133,"Brandt Snedeker",85,1.617,2445,1512,"OverallPuttingAverage",2008
133,133,"Scott Verplank",82,1.617,2358,1458,"OverallPuttingAverage",2008
136,136,"Stewart Cink",87,1.62,2362,1458,"OverallPuttingAverage",2008
136,136,"JP Hayes",67,1.62,1954,1206,"OverallPuttingAverage",2008
138,138,"Olin Browne",77,1.623,2249,1386,"OverallPuttingAverage",2008
138,138,"Todd Hamilton",92,1.623,2687,1656,"OverallPuttingAverage",2008
138,138,"Scott McCarron",63,1.623,1841,1134,"OverallPuttingAverage",2008
141,141,"Charlie Wi",97,1.624,2835,1746,"OverallPuttingAverage",2008
142,142,"Paul Goydos",78,1.625,2281,1404,"OverallPuttingAverage",2008
142,142,"Kenny Perry",97,1.625,2837,1746,"OverallPuttingAverage",2008
142,142,"John Rollins",94,1.625,2749,1692,"OverallPuttingAverage",2008
145,145,"KJ Choi",74,1.626,2049,1260,"OverallPuttingAverage",2008
145,145,"Chris DiMarco",87,1.626,2547,1566,"OverallPuttingAverage",2008
147,147,"Ernie Els",51,1.627,1464,900,"OverallPuttingAverage",2008
147,147,"JB Holmes",86,1.627,2489,1530,"OverallPuttingAverage",2008
149,149,"Steve Elkington",84,1.628,2461,1512,"OverallPuttingAverage",2008
149,149,"Rod Pampling",83,1.628,2345,1440,"OverallPuttingAverage",2008
151,151,"Mark Hensby",71,1.629,2082,1278,"OverallPuttingAverage",2008
151,151,"David Toms",70,1.629,1994,1224,"OverallPuttingAverage",2008
153,153,"Rocco Mediate",87,1.63,2552,1566,"OverallPuttingAverage",2008
154,154,"David Duval",51,1.631,1497,918,"OverallPuttingAverage",2008
155,155,"Zach Johnson",85,1.632,2468,1512,"OverallPuttingAverage",2008
155,155,"Pat Perez",93,1.632,2703,1656,"OverallPuttingAverage",2008
157,157,"Dustin Johnson",92,1.633,2705,1656,"OverallPuttingAverage",2008
158,158,"Kevin Sutherland",98,1.634,2883,1764,"OverallPuttingAverage",2008
159,159,"Michael Allen",91,1.635,2678,1638,"OverallPuttingAverage",2008
159,159,"Jim Furyk",95,1.635,2766,1692,"OverallPuttingAverage",2008
159,159,"Bubba Watson",97,1.635,2855,1746,"OverallPuttingAverage",2008
162,162,"Jason Gore",94,1.636,2768,1692,"OverallPuttingAverage",2008
163,163,"Bart Bryant",81,1.637,2387,1458,"OverallPuttingAverage",2008
163,163,"Lucas Glover",91,1.637,2681,1638,"OverallPuttingAverage",2008
163,163,"Vijay Singh",82,1.637,2299,1404,"OverallPuttingAverage",2008
166,166,"Fred Couples",60,1.638,1769,1080,"OverallPuttingAverage",2008
166,166,"Tag Ridings",88,1.638,2594,1584,"OverallPuttingAverage",2008
168,168,"Chad Campbell",94,1.639,2773,1692,"OverallPuttingAverage",2008
168,168,"Davis Love III",78,1.639,2301,1404,"OverallPuttingAverage",2008
170,170,"Mathew Goggin",91,1.64,2687,1638,"OverallPuttingAverage",2008
170,170,"DJ Trahan",94,1.64,2775,1692,"OverallPuttingAverage",2008
172,172,"Will Ma Kenzie",62,1.642,1833,1116,"OverallPuttingAverage",2008
173,173,"Mark Calcavecchia",67,1.645,1954,1188,"OverallPuttingAverage",2008
173,173,"Sergio Garcia",72,1.645,2073,1260,"OverallPuttingAverage",2008
173,173,"Heath Slocum",104,1.645,3080,1872,"OverallPuttingAverage",2008
176,176,"Rich Beem",90,1.647,2668,1620,"OverallPuttingAverage",2008
176,176,"Rory Sabbatini",77,1.647,2253,1368,"OverallPuttingAverage",2008
178,178,"Jeff Maggert",86,1.648,2551,1548,"OverallPuttingAverage",2008
179,179,"Trevor Immelman",70,1.649,2018,1224,"OverallPuttingAverage",2008
180,180,"Robert Garrigus",90,1.652,2677,1620,"OverallPuttingAverage",2008
180,180,"Sean OHair",81,1.652,2409,1458,"OverallPuttingAverage",2008
180,180,"Adam Scott",51,1.652,1457,882,"OverallPuttingAverage",2008
180,180,"Nick Watney",96,1.652,2855,1728,"OverallPuttingAverage",2008
184,184,"Angel Cabrera",55,1.653,1517,918,"OverallPuttingAverage",2008
185,185,"Woody Austin",109,1.656,3129,1890,"OverallPuttingAverage",2008
186,186,"Charles Howell III",101,1.657,2952,1782,"OverallPuttingAverage",2008
187,187,"Billy Mayfair",103,1.658,3074,1854,"OverallPuttingAverage",2008
187,187,"George McNeill",97,1.658,2895,1746,"OverallPuttingAverage",2008
189,189,"Troy Matteson",94,1.668,2823,1692,"OverallPuttingAverage",2008
190,190,"Brandt Jobe",52,1.67,1563,936,"OverallPuttingAverage",2008
191,191,"Robert Allenby",108,1.671,3218,1926,"OverallPuttingAverage",2008
192,192,"Hunter Mahan",87,1.675,2562,1530,"OverallPuttingAverage",2008
192,192,"John Senden",93,1.675,2773,1656,"OverallPuttingAverage",2008
194,194,"Boo Weekley",86,1.677,2506,1494,"OverallPuttingAverage",2008
195,195,"JJ Henry",108,1.679,3264,1944,"OverallPuttingAverage",2008
196,196,"Charles Warren",79,1.69,2403,1422,"OverallPuttingAverage",2008
197,197,"Paul Casey",55,1.691,1583,936,"OverallPuttingAverage",2008
