"SandSavePercentage_RANKTHISWEEK_2016","SandSavePercentage_RANKLASTWEEK_2016","SandSavePercentage_PLAYERNAME_2016","SandSavePercentage_ROUNDS_2016","SandSavePercentage_Pct_2016","SandSavePercentage_SAVES_2016","SandSavePercentage_BUNKERS_2016","SandSavePercentage_TOTALOUPAR_2016","stat_name","year"
114,90,"Andrew Loupe",50,48.24,41,85,17,"SandSavePercentage",2016
115,91,"Erik Compton",45,48.15,39,81,31,"SandSavePercentage",2016
115,128,"David Hearn",55,48.15,39,81,33,"SandSavePercentage",2016
117,133,"Andres Gonzales",46,48,36,75,36,"SandSavePercentage",2016
118,121,"Steve Stricker",25,47.73,21,44,21,"SandSavePercentage",2016
119,123,"JJ Henry",44,47.69,31,65,21,"SandSavePercentage",2016
120,126,"Billy Horschel",45,47.62,30,63,17,"SandSavePercentage",2016
121,136,"Blayne Barber",44,47.54,29,61,29,"SandSavePercentage",2016
122,128,"Bubba Watson",30,47.5,19,40,11,"SandSavePercentage",2016
123,153,"Daniel Summerhays",55,47.47,47,99,27,"SandSavePercentage",2016
124,119,"Jason Gore",51,47.44,37,78,29,"SandSavePercentage",2016
125,116,"Davis Love III",40,47.37,36,76,34,"SandSavePercentage",2016
126,97,"Henrik Norlander",41,47.27,26,55,20,"SandSavePercentage",2016
127,115,"Roberto Castro",55,47.25,43,91,26,"SandSavePercentage",2016
128,118,"Ernie Els",34,47.06,32,68,22,"SandSavePercentage",2016
129,134,"Graeme McDowell",33,46.94,23,49,17,"SandSavePercentage",2016
129,136,"Vaughn Taylor",30,46.94,23,49,19,"SandSavePercentage",2016
131,135,"Will Wilcox",47,46.81,44,94,39,"SandSavePercentage",2016
132,162,"Derek Ernst",36,46.67,28,60,20,"SandSavePercentage",2016
132,136,"DJ Trahan",23,46.67,14,30,6,"SandSavePercentage",2016
134,141,"DA Points",32,46.55,27,58,20,"SandSavePercentage",2016
135,139,"Jason Dufner",53,46.51,40,86,34,"SandSavePercentage",2016
136,123,"Fabian Gomez",49,46.48,33,71,26,"SandSavePercentage",2016
137,155,"Kevin Chappell",49,46.32,44,95,19,"SandSavePercentage",2016
138,142,"Kevin Streelman",46,46.27,31,67,24,"SandSavePercentage",2016
139,140,"Steve Wheatcroft",53,46.23,49,106,47,"SandSavePercentage",2016
140,142,"Anirban Lahiri",44,45.95,34,74,18,"SandSavePercentage",2016
140,158,"George McNeill",33,45.95,34,74,32,"SandSavePercentage",2016
140,144,"Scott Piercy",45,45.95,34,74,23,"SandSavePercentage",2016
143,132,"Geoff Ogilvy",37,45.9,28,61,25,"SandSavePercentage",2016
143,112,"Gary Woodland",45,45.9,28,61,17,"SandSavePercentage",2016
145,113,"Hideki Matsuyama",40,45.83,22,48,11,"SandSavePercentage",2016
146,146,"Brian Gay",22,45.65,21,46,25,"SandSavePercentage",2016
146,146,"Luke Guthrie",31,45.65,21,46,15,"SandSavePercentage",2016
148,122,"Si Woo Kim",63,45.61,52,114,35,"SandSavePercentage",2016
149,126,"Chesson Hadley",51,45.56,41,90,35,"SandSavePercentage",2016
150,164,"Ryan Moore",40,45.45,25,55,23,"SandSavePercentage",2016
150,152,"Robert Streb",51,45.45,35,77,29,"SandSavePercentage",2016
152,151,"Jimmy Walker",43,45.21,33,73,20,"SandSavePercentage",2016
153,150,"Tony Finau",49,45.16,42,93,28,"SandSavePercentage",2016
154,171,"Matt Jones",45,45.07,32,71,19,"SandSavePercentage",2016
155,145,"Spencer Levin",62,44.94,40,89,30,"SandSavePercentage",2016
156,168,"Bill Haas",42,44.83,26,58,16,"SandSavePercentage",2016
156,149,"Kelly Kraft",35,44.83,26,58,18,"SandSavePercentage",2016
158,156,"Billy Hurley III",22,44.44,16,36,10,"SandSavePercentage",2016
159,146,"Jeff Overton",51,44.21,42,95,37,"SandSavePercentage",2016
160,154,"Harris English",51,44.16,34,77,43,"SandSavePercentage",2016
161,183,"James Hahn",45,44.05,37,84,39,"SandSavePercentage",2016
162,163,"Camilo Villegas",50,43.96,40,91,45,"SandSavePercentage",2016
163,176,"Johnson Wagner",44,43.94,29,66,23,"SandSavePercentage",2016
164,160,"David Lingmerth",54,43.66,31,71,39,"SandSavePercentage",2016
165,157,"Derek Fathauer",58,43.59,51,117,50,"SandSavePercentage",2016
166,164,"Carl Pettersson",31,43.4,23,53,27,"SandSavePercentage",2016
167,168,"Dustin Johnson",37,42.86,21,49,26,"SandSavePercentage",2016
168,159,"Jason Bohn",37,42.19,27,64,27,"SandSavePercentage",2016
169,176,"Lucas Glover",53,42.11,32,76,32,"SandSavePercentage",2016
170,172,"Nick Taylor",57,42.05,37,88,34,"SandSavePercentage",2016
171,167,"Rob Oppenheim",37,42.03,29,69,31,"SandSavePercentage",2016
171,174,"John Senden",48,42.03,29,69,36,"SandSavePercentage",2016
173,173,"Bronson Burgoon",53,41.89,31,74,20,"SandSavePercentage",2016
174,160,"Vijay Singh",42,41.56,32,77,29,"SandSavePercentage",2016
175,166,"Whee Kim",54,41.49,39,94,37,"SandSavePercentage",2016
175,175,"Kyle Stanley",57,41.49,39,94,35,"SandSavePercentage",2016
177,168,"Thomas Aiken",42,41.3,19,46,19,"SandSavePercentage",2016
177,179,"Andrew Landry",24,41.3,19,46,19,"SandSavePercentage",2016
179,178,"Graham DeLaet",50,40.91,36,88,29,"SandSavePercentage",2016
180,181,"Bernd Wiesberger",23,40.74,11,27,12,"SandSavePercentage",2016
181,188,"Matt Every",34,40.63,26,64,31,"SandSavePercentage",2016
182,184,"Abraham Ancer",26,40.43,19,47,28,"SandSavePercentage",2016
183,180,"Justin Hicks",26,40,18,45,24,"SandSavePercentage",2016
183,196,"DH Lee",35,40,26,65,31,"SandSavePercentage",2016
183,187,"Cameron Percy",22,40,10,25,4,"SandSavePercentage",2016
183,194,"Ollie Schniederjans",23,40,18,45,18,"SandSavePercentage",2016
187,197,"Robert Garrigus",34,39.58,19,48,27,"SandSavePercentage",2016
188,182,"Carlos Ortiz",47,39.39,26,66,30,"SandSavePercentage",2016
189,190,"Emiliano Grillo",47,39.19,29,74,22,"SandSavePercentage",2016
190,191,"Wes Roach",33,38.6,22,57,29,"SandSavePercentage",2016
191,194,"Brett Stegmaier",57,38.57,27,70,32,"SandSavePercentage",2016
192,192,"Lucas Lee",22,38.46,15,39,24,"SandSavePercentage",2016
193,185,"Angel Cabrera",42,38.36,28,73,38,"SandSavePercentage",2016
193,193,"Stewart Cink",45,38.36,28,73,30,"SandSavePercentage",2016
193,189,"Ben Martin",48,38.36,28,73,32,"SandSavePercentage",2016
196,186,"Chris Stroud",52,37.63,35,93,40,"SandSavePercentage",2016
197,201,"Harold Varner III",58,37.04,30,81,34,"SandSavePercentage",2016
198,198,"Greg Owen",56,36.56,34,93,34,"SandSavePercentage",2016
199,206,"Dawie van der Walt",48,36.51,23,63,29,"SandSavePercentage",2016
200,199,"Boo Weekley",53,36.36,32,88,38,"SandSavePercentage",2016
201,200,"Brice Garnett",29,36.11,13,36,18,"SandSavePercentage",2016
202,202,"Andres Romero",22,35.71,10,28,9,"SandSavePercentage",2016
203,203,"Keegan Bradley",40,35.38,23,65,25,"SandSavePercentage",2016
204,205,"Scott Pinckney",53,35.06,27,77,37,"SandSavePercentage",2016
205,204,"Scott Stallings",46,34.57,28,81,32,"SandSavePercentage",2016
206,207,"Darron Stiles",28,32,16,50,39,"SandSavePercentage",2016
207,208,"Charlie Beljan",26,30.23,13,43,22,"SandSavePercentage",2016
