"SpinRate_RANKTHISWEEK_2008","SpinRate_RANKLASTWEEK_2008","SpinRate_PLAYERNAME_2008","SpinRate_ROUNDS_2008","SpinRate_AVG_2008","SpinRate_TOTALSPINSPEED_2008","SpinRate_TOTALATTEMPTS_2008","SpinRate_HIGHESTSPINRATE_2008","SpinRate_LOWESTSPINRATE_2008","stat_name","year"
109,NA,"Michael Letzig",88,2641.9,158513,60,4701,1766,"SpinRate",2008
110,NA,"Nicholas Thompson",113,2641.7,211339,80,3560,1768,"SpinRate",2008
111,NA,"Cody Freeman",66,2639.7,116147,44,3536,1799,"SpinRate",2008
112,NA,"Chez Reavie",102,2638.7,221652,84,4499,1964,"SpinRate",2008
113,NA,"Rich Beem",90,2636,179246,68,3824,2054,"SpinRate",2008
114,NA,"Doug LaBelle II",65,2634.9,102761,39,3434,1773,"SpinRate",2008
115,NA,"Nick Flanagan",89,2633.3,168531,64,3513,2006,"SpinRate",2008
116,NA,"Bo Van Pelt",101,2628.4,186617,71,4144,1768,"SpinRate",2008
117,NA,"Brandt Jobe",52,2628.2,97244,37,3525,2032,"SpinRate",2008
118,NA,"Tim Petrovic",97,2623.2,157393,60,3681,1798,"SpinRate",2008
119,NA,"Ken Duke",116,2618.7,230447,88,4089,1723,"SpinRate",2008
120,NA,"Robert Allenby",108,2615.7,167406,64,7424,1752,"SpinRate",2008
121,NA,"Mark Hensby",71,2615.1,125523,48,4564,1671,"SpinRate",2008
122,NA,"Harrison Frazar",73,2611.9,114923,44,3645,1921,"SpinRate",2008
123,NA,"Kenneth Ferrie",72,2611.8,130590,50,3550,1968,"SpinRate",2008
124,NA,"Heath Slocum",104,2611.2,216732,83,3319,1833,"SpinRate",2008
125,NA,"David Duval",51,2604.9,75542,29,3654,1791,"SpinRate",2008
126,NA,"Jimmy Walker",73,2604.5,104179,40,3553,1748,"SpinRate",2008
127,NA,"Adam Scott",51,2594.7,72652,28,3379,1696,"SpinRate",2008
128,NA,"Brenden Pappas",66,2590.1,98425,38,3639,1927,"SpinRate",2008
129,NA,"Jesper Parnevik",88,2589.9,165751,64,3579,1774,"SpinRate",2008
130,NA,"Steve Lowery",74,2588.7,144966,56,3536,2033,"SpinRate",2008
131,NA,"Robert Gamez",79,2587.3,137126,53,3174,1868,"SpinRate",2008
132,NA,"Patrick Sheehan",124,2583.4,222171,86,4413,1717,"SpinRate",2008
133,NA,"Bubba Watson",97,2582.3,139446,54,3655,1538,"SpinRate",2008
134,NA,"Mark Wilson",107,2579.6,255376,99,3317,1809,"SpinRate",2008
136,NA,"Joe Ogilvie",100,2575.9,198343,77,3372,1578,"SpinRate",2008
137,NA,"John Merrick",98,2570.7,149102,58,3472,1945,"SpinRate",2008
137,NA,"DJ Trahan",94,2570.7,172234,67,3548,1566,"SpinRate",2008
139,NA,"Ryan Moore",72,2569.7,123344,48,3602,1750,"SpinRate",2008
140,NA,"Steve Allan",58,2567.7,89871,35,3390,1905,"SpinRate",2008
141,NA,"John Huston",56,2567.1,105250,41,4743,1556,"SpinRate",2008
142,NA,"Briny Baird",113,2560.6,197170,77,3680,1807,"SpinRate",2008
143,NA,"Mathias Gronberg",87,2559.5,148449,58,3534,1852,"SpinRate",2008
144,NA,"Ryan Armour",87,2547.3,160480,63,4601,1769,"SpinRate",2008
145,NA,"Cameron Beckman",87,2545.4,139999,55,3518,1743,"SpinRate",2008
146,NA,"Vijay Singh",82,2537.4,134482,53,3546,1627,"SpinRate",2008
147,NA,"John Mallinger",95,2532.1,159524,63,3653,1670,"SpinRate",2008
148,NA,"Jeff Gove",50,2528.5,91026,36,4105,1974,"SpinRate",2008
149,NA,"Jon Mills",95,2527.7,103636,41,3366,1935,"SpinRate",2008
150,NA,"Retief Goosen",59,2526.9,93494,37,3288,1705,"SpinRate",2008
151,NA,"Ben Crane",86,2525.8,169228,67,3310,1850,"SpinRate",2008
152,NA,"Cliff Kresge",84,2524.7,156532,62,3361,1581,"SpinRate",2008
153,NA,"Kevin Stadler",90,2512.6,140705,56,3451,1586,"SpinRate",2008
154,NA,"Fred Couples",60,2510.1,82833,33,3406,1603,"SpinRate",2008
155,NA,"Eric Axley",113,2509.3,188199,75,3353,1660,"SpinRate",2008
156,NA,"Scott Verplank",82,2508.2,158018,63,4418,1634,"SpinRate",2008
157,NA,"Justin Bolli",87,2503.9,160252,64,3570,1548,"SpinRate",2008
157,NA,"Ted Purdy",68,2503.9,97653,39,3384,1889,"SpinRate",2008
159,NA,"David Lutterus",59,2501.3,102555,41,4230,1737,"SpinRate",2008
160,NA,"Jerry Kelly",89,2499.2,177444,71,3572,1691,"SpinRate",2008
161,NA,"Steve Marino",119,2491.3,194323,78,3207,1772,"SpinRate",2008
162,NA,"Tom Scherrer",56,2490.4,87163,35,4444,1762,"SpinRate",2008
163,NA,"Camilo Villegas",79,2483.5,111758,45,3696,1914,"SpinRate",2008
164,NA,"Tim Clark",90,2479,138825,56,3424,1853,"SpinRate",2008
165,NA,"Alejandro Canizares",52,2476.2,91621,37,3578,1615,"SpinRate",2008
166,NA,"Tommy Armour III",77,2475.4,128719,52,4164,1821,"SpinRate",2008
167,NA,"Jin Park",85,2469.7,150649,61,3558,1529,"SpinRate",2008
168,NA,"Phil Mickelson",80,2468.8,118504,48,3993,1512,"SpinRate",2008
169,NA,"David Toms",70,2467.8,128326,52,3477,1526,"SpinRate",2008
170,NA,"JB Holmes",86,2460.4,81193,33,3102,1814,"SpinRate",2008
171,NA,"Hunter Mahan",87,2450.7,151945,62,3264,1722,"SpinRate",2008
172,NA,"Jason Day",81,2449,171432,70,3540,1725,"SpinRate",2008
173,NA,"Gavin Coles",54,2436.4,82838,34,3190,1776,"SpinRate",2008
174,NA,"Jim McGovern",75,2433.4,131401,54,3310,1695,"SpinRate",2008
175,NA,"Peter Lonard",92,2425.2,164915,68,3603,1763,"SpinRate",2008
176,NA,"Brandt Snedeker",85,2421.2,154959,64,3499,1627,"SpinRate",2008
177,NA,"Tommy Gainey",60,2418.4,84643,35,4247,1779,"SpinRate",2008
178,NA,"Andres Romero",69,2413,86868,36,3617,1787,"SpinRate",2008
179,NA,"Kenny Perry",97,2410,183160,76,3975,1701,"SpinRate",2008
180,NA,"Nick OHern",82,2403.7,137013,57,3370,1543,"SpinRate",2008
181,NA,"Scott Sterling",89,2399.5,141573,59,3623,1750,"SpinRate",2008
182,NA,"Tim Herron",97,2397.2,155819,65,3540,1612,"SpinRate",2008
183,NA,"Dustin Johnson",92,2383.5,154930,65,3327,1655,"SpinRate",2008
184,NA,"Steve Elkington",84,2381.7,128612,54,3291,1559,"SpinRate",2008
185,NA,"Stewart Cink",87,2379.1,121334,51,3395,1600,"SpinRate",2008
186,NA,"Glen Day",64,2369.1,101873,43,4748,1809,"SpinRate",2008
187,NA,"Shigeki Maruyama",50,2365,87504,37,3634,1699,"SpinRate",2008
188,NA,"Craig Kanada",65,2357.8,99026,42,3275,1513,"SpinRate",2008
189,NA,"Carl Pettersson",110,2356.8,200329,85,3552,1613,"SpinRate",2008
190,NA,"Jeff Overton",103,2349.3,136259,58,3653,1523,"SpinRate",2008
191,NA,"Kyle Thompson",70,2346.2,107923,46,3934,1581,"SpinRate",2008
192,NA,"Ernie Els",51,2345.6,68022,29,3588,1912,"SpinRate",2008
193,NA,"Greg Kraft",63,2340.9,95977,41,2992,1734,"SpinRate",2008
194,NA,"Shane Bertsch",96,2337.5,177648,76,3501,1703,"SpinRate",2008
195,NA,"Jeff Maggert",86,2329.2,177017,76,3616,1587,"SpinRate",2008
196,NA,"JP Hayes",67,2293.5,107793,47,4367,1717,"SpinRate",2008
197,NA,"Vaughn Taylor",103,2254,169049,75,3940,1702,"SpinRate",2008
