"TotalPutting_RANKTHISWEEK_2007","TotalPutting_RANKLASTWEEK_2007","TotalPutting_PLAYERNAME_2007","TotalPutting_EVENTS_2007","TotalPutting_TOTAL_2007","stat_name","year"
92,92,"Pat Perez",27,208.2,"TotalPutting",2007
93,93,"Marco Dawson",23,208.6,"TotalPutting",2007
94,94,"Corey Pavin",25,210,"TotalPutting",2007
95,95,"Nick Watney",26,211.6,"TotalPutting",2007
96,96,"Chris DiMarco",24,212.4,"TotalPutting",2007
96,96,"Ryan Moore",28,212.4,"TotalPutting",2007
98,98,"Ken Duke",31,212.5,"TotalPutting",2007
99,99,"JP Hayes",28,215.2,"TotalPutting",2007
100,100,"Mathias Gronberg",31,215.3,"TotalPutting",2007
101,101,"DJ Brigman",22,215.8,"TotalPutting",2007
102,102,"Brett Quigley",25,215.9,"TotalPutting",2007
103,103,"Retief Goosen",14,216.3,"TotalPutting",2007
104,104,"Ryan Armour",32,217.1,"TotalPutting",2007
105,105,"Mark Brooks",18,218.3,"TotalPutting",2007
106,106,"Nick OHern",22,219.3,"TotalPutting",2007
107,107,"Billy Mayfair",30,219.4,"TotalPutting",2007
108,108,"Ian Poulter",18,221.3,"TotalPutting",2007
109,109,"Tommy Armour III",24,222.9,"TotalPutting",2007
110,110,"Boo Weekley",29,223.3,"TotalPutting",2007
111,111,"Scott Gutschewski",22,223.9,"TotalPutting",2007
112,112,"Ben Curtis",25,225.8,"TotalPutting",2007
113,113,"Mark Wilson",25,227.8,"TotalPutting",2007
114,114,"Woody Austin",27,228.2,"TotalPutting",2007
115,115,"Rich Beem",29,228.4,"TotalPutting",2007
116,116,"Justin Leonard",29,229.6,"TotalPutting",2007
117,117,"Paul Stankowski",18,230.3,"TotalPutting",2007
118,118,"John Mallinger",29,230.4,"TotalPutting",2007
119,119,"Anthony Kim",26,232.4,"TotalPutting",2007
120,120,"Craig Kanada",34,233.8,"TotalPutting",2007
121,121,"Mathew Goggin",30,237,"TotalPutting",2007
122,122,"Brian Bateman",18,238,"TotalPutting",2007
123,123,"Kent Jones",30,238.4,"TotalPutting",2007
124,124,"Cameron Beckman",29,239.5,"TotalPutting",2007
125,125,"Andrew Buckle",26,241.2,"TotalPutting",2007
126,126,"Camilo Villegas",24,243,"TotalPutting",2007
127,127,"Steve Marino",31,243.8,"TotalPutting",2007
128,128,"Chris Stroud",24,244.9,"TotalPutting",2007
129,129,"Rod Pampling",25,245.4,"TotalPutting",2007
130,130,"Scott Verplank",23,246.1,"TotalPutting",2007
131,131,"Michael Putnam",29,246.8,"TotalPutting",2007
132,132,"Jim Furyk",23,247.3,"TotalPutting",2007
133,133,"Briny Baird",31,248.3,"TotalPutting",2007
134,134,"Steve Wheatcroft",25,250.3,"TotalPutting",2007
135,135,"Robert Gamez",30,251.2,"TotalPutting",2007
136,136,"Jose Coceres",17,251.8,"TotalPutting",2007
137,137,"Matt Hendrix",24,251.9,"TotalPutting",2007
138,138,"Vijay Singh",27,252.9,"TotalPutting",2007
139,139,"Johnson Wagner",33,253.8,"TotalPutting",2007
140,140,"Jason Dufner",32,254,"TotalPutting",2007
141,141,"Joey Sindelar",25,255.3,"TotalPutting",2007
142,142,"Steve Lowery",22,256.3,"TotalPutting",2007
143,143,"Mark Calcavecchia",28,256.4,"TotalPutting",2007
144,144,"Bubba Watson",26,256.9,"TotalPutting",2007
145,145,"Robert Garrigus",28,257.4,"TotalPutting",2007
146,146,"Trevor Immelman",21,259.8,"TotalPutting",2007
147,147,"Anders Hansen",17,260.2,"TotalPutting",2007
148,148,"Ernie Els",16,261,"TotalPutting",2007
149,149,"Stuart Appleby",24,261.9,"TotalPutting",2007
150,150,"Geoff Ogilvy",22,262.3,"TotalPutting",2007
151,151,"Brendon de Jonge",26,264.3,"TotalPutting",2007
152,152,"Chris Couch",30,266.1,"TotalPutting",2007
153,153,"Michael Allen",22,266.2,"TotalPutting",2007
154,154,"Jason Schultz",22,266.8,"TotalPutting",2007
155,155,"Shaun Micheel",29,268.3,"TotalPutting",2007
156,156,"Bill Haas",30,271.9,"TotalPutting",2007
157,157,"Craig Barlow",16,272.2,"TotalPutting",2007
158,158,"Jeff Brehaut",21,272.6,"TotalPutting",2007
159,159,"John Senden",27,273.2,"TotalPutting",2007
160,160,"Jaco Van Zyl",21,273.4,"TotalPutting",2007
161,161,"Lee Janzen",24,274.8,"TotalPutting",2007
162,162,"Jim Rutledge",23,276.3,"TotalPutting",2007
163,163,"Will Ma Kenzie",30,276.8,"TotalPutting",2007
164,164,"Kenny Perry",24,277.4,"TotalPutting",2007
165,165,"Tom Johnson",27,280.3,"TotalPutting",2007
166,166,"John Daly",24,280.5,"TotalPutting",2007
167,167,"Rocco Mediate",22,282.9,"TotalPutting",2007
168,168,"Jerry Kelly",28,288.9,"TotalPutting",2007
169,169,"Daisuke Maruyama",28,293.3,"TotalPutting",2007
170,170,"Ted Purdy",33,296.5,"TotalPutting",2007
171,171,"Peter Lonard",27,297.2,"TotalPutting",2007
172,172,"Kyle Reifers",27,301.7,"TotalPutting",2007
173,173,"Jeff Sluman",21,302.3,"TotalPutting",2007
174,174,"Alex Cejka",25,304.3,"TotalPutting",2007
174,174,"Steve Flesch",31,304.3,"TotalPutting",2007
176,176,"Jason Bohn",17,305.4,"TotalPutting",2007
177,177,"John Merrick",29,306.6,"TotalPutting",2007
178,178,"Robert Allenby",28,310.2,"TotalPutting",2007
179,179,"David Branshaw",30,312.3,"TotalPutting",2007
180,180,"Mike Weir",23,315.5,"TotalPutting",2007
181,181,"Billy Andrade",27,316.5,"TotalPutting",2007
182,182,"Harrison Frazar",32,336.9,"TotalPutting",2007
182,182,"Tom Lehman",19,336.9,"TotalPutting",2007
184,184,"Joe Durant",28,337.7,"TotalPutting",2007
185,185,"Kirk Triplett",25,338.3,"TotalPutting",2007
186,186,"Charles Warren",29,339.2,"TotalPutting",2007
187,187,"Bubba Dickerson",19,346.5,"TotalPutting",2007
188,188,"Davis Love III",21,348.9,"TotalPutting",2007
189,189,"Chad Campbell",28,351.6,"TotalPutting",2007
190,190,"Kevin Stadler",31,355.7,"TotalPutting",2007
191,191,"Brett Wetterich",28,356.7,"TotalPutting",2007
192,192,"DJ Trahan",30,361.4,"TotalPutting",2007
193,193,"JB Holmes",24,371.7,"TotalPutting",2007
194,194,"Darron Stiles",24,387.1,"TotalPutting",2007
195,195,"Greg Owen",29,388.3,"TotalPutting",2007
196,196,"Jeff Gove",30,392.7,"TotalPutting",2007
