"TenthTeeEarlyScoringAverage_RANKTHISWEEK_2014","TenthTeeEarlyScoringAverage_RANKLASTWEEK_2014","TenthTeeEarlyScoringAverage_PLAYERNAME_2014","TenthTeeEarlyScoringAverage_ROUNDS_2014","TenthTeeEarlyScoringAverage_AVG_2014","TenthTeeEarlyScoringAverage_TOTALSTROKES_2014","TenthTeeEarlyScoringAverage_TOTAL10THTEEEARLYRDS_2014","stat_name","year"
48,48,"Martin Kaymer",65,70.29,984,14,"TenthTeeEarlyScoringAverage",2014
50,50,"Jerry Kelly",80,70.33,1055,15,"TenthTeeEarlyScoringAverage",2014
50,50,"Brooks Koepka",56,70.33,844,12,"TenthTeeEarlyScoringAverage",2014
50,50,"David Toms",64,70.33,1266,18,"TenthTeeEarlyScoringAverage",2014
53,53,"Erik Compton",88,70.35,1618,23,"TenthTeeEarlyScoringAverage",2014
54,54,"Bo Van Pelt",83,70.36,774,11,"TenthTeeEarlyScoringAverage",2014
55,55,"Gonzalo Fdez Castano",83,70.38,1126,16,"TenthTeeEarlyScoringAverage",2014
56,56,"John Senden",99,70.39,1267,18,"TenthTeeEarlyScoringAverage",2014
57,57,"Greg Chalmers",85,70.41,1197,17,"TenthTeeEarlyScoringAverage",2014
58,58,"Kevin Chappell",100,70.42,1338,19,"TenthTeeEarlyScoringAverage",2014
58,58,"George McNeill",79,70.42,845,12,"TenthTeeEarlyScoringAverage",2014
58,58,"Kevin Stadler",90,70.42,845,12,"TenthTeeEarlyScoringAverage",2014
61,61,"Ryo Ishikawa",75,70.45,1409,20,"TenthTeeEarlyScoringAverage",2014
62,62,"Robert Allenby",83,70.5,1128,16,"TenthTeeEarlyScoringAverage",2014
62,62,"Heath Slocum",71,70.5,705,10,"TenthTeeEarlyScoringAverage",2014
64,64,"Brian Davis",93,70.54,917,13,"TenthTeeEarlyScoringAverage",2014
64,64,"Vijay Singh",83,70.54,917,13,"TenthTeeEarlyScoringAverage",2014
66,66,"Andrew Svoboda",77,70.55,776,11,"TenthTeeEarlyScoringAverage",2014
67,67,"Charlie Beljan",76,70.56,1270,18,"TenthTeeEarlyScoringAverage",2014
68,68,"Cameron Tringale",111,70.58,1694,24,"TenthTeeEarlyScoringAverage",2014
69,69,"Stewart Cink",91,70.6,1059,15,"TenthTeeEarlyScoringAverage",2014
69,69,"JJ Henry",91,70.6,1412,20,"TenthTeeEarlyScoringAverage",2014
69,69,"Ben Martin",80,70.6,1059,15,"TenthTeeEarlyScoringAverage",2014
69,69,"Shawn Stefani",60,70.6,706,10,"TenthTeeEarlyScoringAverage",2014
73,73,"Tyrone Van Aswegen",79,70.61,1271,18,"TenthTeeEarlyScoringAverage",2014
74,74,"Camilo Villegas",95,70.63,1130,16,"TenthTeeEarlyScoringAverage",2014
75,75,"James Driscoll",71,70.64,989,14,"TenthTeeEarlyScoringAverage",2014
76,76,"KJ Choi",80,70.65,1201,17,"TenthTeeEarlyScoringAverage",2014
76,76,"Chad Collins",78,70.65,1201,17,"TenthTeeEarlyScoringAverage",2014
78,78,"Will Ma Kenzie",82,70.67,1060,15,"TenthTeeEarlyScoringAverage",2014
79,79,"Brandt Snedeker",89,70.68,1343,19,"TenthTeeEarlyScoringAverage",2014
80,80,"Brad Fritsch",50,70.7,707,10,"TenthTeeEarlyScoringAverage",2014
80,80,"Brendon Todd",108,70.7,1626,23,"TenthTeeEarlyScoringAverage",2014
82,82,"Luke Donald",57,70.73,778,11,"TenthTeeEarlyScoringAverage",2014
83,83,"Bud Cauley",56,70.75,566,8,"TenthTeeEarlyScoringAverage",2014
83,83,"David Hearn",97,70.75,1415,20,"TenthTeeEarlyScoringAverage",2014
83,83,"Hunter Mahan",88,70.75,849,12,"TenthTeeEarlyScoringAverage",2014
86,86,"Ted Potter Jr",68,70.77,920,13,"TenthTeeEarlyScoringAverage",2014
87,87,"Robert Garrigus",80,70.78,1274,18,"TenthTeeEarlyScoringAverage",2014
88,88,"Billy Horschel",92,70.8,708,10,"TenthTeeEarlyScoringAverage",2014
88,88,"Pat Perez",84,70.8,1062,15,"TenthTeeEarlyScoringAverage",2014
90,90,"Ricky Barnes",92,70.81,1133,16,"TenthTeeEarlyScoringAverage",2014
91,91,"Ken Duke",80,70.83,850,12,"TenthTeeEarlyScoringAverage",2014
92,92,"Brice Garnett",92,70.84,1346,19,"TenthTeeEarlyScoringAverage",2014
93,93,"Paul Casey",56,70.86,496,7,"TenthTeeEarlyScoringAverage",2014
94,94,"Charley Hoffman",93,70.87,1063,15,"TenthTeeEarlyScoringAverage",2014
95,95,"Kevin Na",94,70.88,1134,16,"TenthTeeEarlyScoringAverage",2014
95,95,"YE Yang",79,70.88,1205,17,"TenthTeeEarlyScoringAverage",2014
97,97,"Ben Crane",81,70.89,1347,19,"TenthTeeEarlyScoringAverage",2014
97,97,"Martin Laird",66,70.89,638,9,"TenthTeeEarlyScoringAverage",2014
97,97,"Ryan Palmer",85,70.89,1276,18,"TenthTeeEarlyScoringAverage",2014
100,100,"John Peterson",62,70.91,780,11,"TenthTeeEarlyScoringAverage",2014
101,101,"Andrew Loupe",65,70.92,922,13,"TenthTeeEarlyScoringAverage",2014
102,102,"Troy Merritt",62,70.93,1064,15,"TenthTeeEarlyScoringAverage",2014
103,103,"John Rollins",84,70.94,1135,16,"TenthTeeEarlyScoringAverage",2014
104,104,"Brian Harman",111,70.95,1490,21,"TenthTeeEarlyScoringAverage",2014
104,104,"Billy Hurley III",86,70.95,1419,20,"TenthTeeEarlyScoringAverage",2014
106,106,"Jonas Blixt",64,71,923,13,"TenthTeeEarlyScoringAverage",2014
106,106,"Jonathan Byrd",76,71,1207,17,"TenthTeeEarlyScoringAverage",2014
106,106,"Retief Goosen",94,71,1065,15,"TenthTeeEarlyScoringAverage",2014
106,106,"Bill Haas",107,71,1065,15,"TenthTeeEarlyScoringAverage",2014
106,106,"Danny Lee",84,71,1136,16,"TenthTeeEarlyScoringAverage",2014
106,106,"Phil Mickelson",71,71,1207,17,"TenthTeeEarlyScoringAverage",2014
106,106,"Boo Weekley",73,71,923,13,"TenthTeeEarlyScoringAverage",2014
113,113,"Stuart Appleby",92,71.05,1492,21,"TenthTeeEarlyScoringAverage",2014
113,113,"Luke Guthrie",85,71.05,1492,21,"TenthTeeEarlyScoringAverage",2014
115,115,"Brendon de Jonge",109,71.06,1279,18,"TenthTeeEarlyScoringAverage",2014
115,115,"Sean OHair",77,71.06,1279,18,"TenthTeeEarlyScoringAverage",2014
117,117,"Rory Sabbatini",82,71.07,1066,15,"TenthTeeEarlyScoringAverage",2014
118,118,"James Hahn",82,71.09,1635,23,"TenthTeeEarlyScoringAverage",2014
119,119,"Henrik Stenson",56,71.1,711,10,"TenthTeeEarlyScoringAverage",2014
120,120,"David Lingmerth",80,71.13,1138,16,"TenthTeeEarlyScoringAverage",2014
121,121,"Kevin Streelman",79,71.17,854,12,"TenthTeeEarlyScoringAverage",2014
121,121,"Kevin Tway",64,71.17,854,12,"TenthTeeEarlyScoringAverage",2014
123,123,"Aaron Baddeley",74,71.18,783,11,"TenthTeeEarlyScoringAverage",2014
123,123,"Jason Bohn",81,71.18,1210,17,"TenthTeeEarlyScoringAverage",2014
123,123,"Wes Roach",67,71.18,783,11,"TenthTeeEarlyScoringAverage",2014
126,126,"Martin Flores",85,71.19,1139,16,"TenthTeeEarlyScoringAverage",2014
126,126,"Carl Pettersson",91,71.19,1139,16,"TenthTeeEarlyScoringAverage",2014
128,128,"Steven Bowditch",93,71.2,1068,15,"TenthTeeEarlyScoringAverage",2014
129,129,"Derek Ernst",80,71.21,997,14,"TenthTeeEarlyScoringAverage",2014
129,129,"Lee Westwood",57,71.21,997,14,"TenthTeeEarlyScoringAverage",2014
131,131,"Marc Leishman",81,71.22,641,9,"TenthTeeEarlyScoringAverage",2014
132,132,"Scott Brown",100,71.23,926,13,"TenthTeeEarlyScoringAverage",2014
133,133,"Nicholas Thompson",85,71.24,1496,21,"TenthTeeEarlyScoringAverage",2014
134,134,"Jason Dufner",57,71.25,855,12,"TenthTeeEarlyScoringAverage",2014
135,135,"Ernie Els",85,71.29,998,14,"TenthTeeEarlyScoringAverage",2014
136,136,"Tommy Gainey",73,71.31,1141,16,"TenthTeeEarlyScoringAverage",2014
137,137,"Justin Leonard",75,71.35,1427,20,"TenthTeeEarlyScoringAverage",2014
138,138,"Chris Kirk",105,71.36,999,14,"TenthTeeEarlyScoringAverage",2014
139,139,"Josh Teater",90,71.39,1285,18,"TenthTeeEarlyScoringAverage",2014
140,140,"Matt Every",85,71.4,714,10,"TenthTeeEarlyScoringAverage",2014
141,141,"JB Holmes",86,71.41,1214,17,"TenthTeeEarlyScoringAverage",2014
142,142,"Davis Love III",74,71.44,1286,18,"TenthTeeEarlyScoringAverage",2014
142,142,"Seung Yul Noh",92,71.44,1143,16,"TenthTeeEarlyScoringAverage",2014
144,144,"Jamie Lovemark",64,71.47,1215,17,"TenthTeeEarlyScoringAverage",2014
144,144,"DA Points",75,71.47,1072,15,"TenthTeeEarlyScoringAverage",2014
146,146,"Johnson Wagner",69,71.53,1216,17,"TenthTeeEarlyScoringAverage",2014
147,147,"Kyle Stanley",87,71.56,1288,18,"TenthTeeEarlyScoringAverage",2014
148,148,"Geoff Ogilvy",84,71.58,859,12,"TenthTeeEarlyScoringAverage",2014
149,149,"Brian Gay",81,71.65,1433,20,"TenthTeeEarlyScoringAverage",2014
150,150,"Sangmoon Bae",76,71.7,717,10,"TenthTeeEarlyScoringAverage",2014
151,151,"Tim Clark",75,71.75,861,12,"TenthTeeEarlyScoringAverage",2014
152,152,"Russell Henley",92,71.76,1220,17,"TenthTeeEarlyScoringAverage",2014
153,153,"Angel Cabrera",69,71.78,1292,18,"TenthTeeEarlyScoringAverage",2014
153,153,"Trevor Immelman",84,71.78,1292,18,"TenthTeeEarlyScoringAverage",2014
153,153,"Richard Lee",80,71.78,1292,18,"TenthTeeEarlyScoringAverage",2014
156,156,"John Huh",87,71.85,934,13,"TenthTeeEarlyScoringAverage",2014
157,157,"Jhonattan Vegas",77,71.86,1006,14,"TenthTeeEarlyScoringAverage",2014
158,158,"Scott Stallings",77,71.87,1078,15,"TenthTeeEarlyScoringAverage",2014
159,159,"Andres Romero",81,71.95,1367,19,"TenthTeeEarlyScoringAverage",2014
160,160,"Briny Baird",50,72,864,12,"TenthTeeEarlyScoringAverage",2014
160,160,"Bronson La Cassie",51,72,576,8,"TenthTeeEarlyScoringAverage",2014
162,162,"Mark Wilson",69,72.06,1225,17,"TenthTeeEarlyScoringAverage",2014
163,163,"Lucas Glover",68,72.07,1081,15,"TenthTeeEarlyScoringAverage",2014
164,164,"Jim Herman",62,72.08,865,12,"TenthTeeEarlyScoringAverage",2014
165,165,"DH Lee",54,72.11,649,9,"TenthTeeEarlyScoringAverage",2014
166,166,"Kevin Kisner",85,72.13,1154,16,"TenthTeeEarlyScoringAverage",2014
167,167,"Roberto Castro",76,72.21,1011,14,"TenthTeeEarlyScoringAverage",2014
168,168,"John Merrick",87,72.24,1517,21,"TenthTeeEarlyScoringAverage",2014
169,169,"Charlie Wi",72,72.33,1302,18,"TenthTeeEarlyScoringAverage",2014
170,170,"Troy Matteson",62,72.38,941,13,"TenthTeeEarlyScoringAverage",2014
171,171,"Mike Weir",69,72.47,1232,17,"TenthTeeEarlyScoringAverage",2014
172,172,"Jeff Maggert",54,72.53,1088,15,"TenthTeeEarlyScoringAverage",2014
173,173,"Chesson Hadley",84,72.58,871,12,"TenthTeeEarlyScoringAverage",2014
174,174,"Louis Oosthuizen",50,72.6,363,5,"TenthTeeEarlyScoringAverage",2014
175,175,"Bryce Molder",77,72.63,1380,19,"TenthTeeEarlyScoringAverage",2014
176,176,"Woody Austin",63,72.64,799,11,"TenthTeeEarlyScoringAverage",2014
177,177,"Jim Renner",61,72.77,946,13,"TenthTeeEarlyScoringAverage",2014
