"StrokesGainedPutting_RANKTHISWEEK_2016","StrokesGainedPutting_RANKLASTWEEK_2016","StrokesGainedPutting_PLAYERNAME_2016","StrokesGainedPutting_ROUNDS_2016","StrokesGainedPutting_AVERAGE_2016","StrokesGainedPutting_TOTALPUTTSGAINED_2016","StrokesGainedPutting_MEASUREDROUNDS_2016","stat_name","year"
26,33,"Harris English",51,0.474,16.131,34,"StrokesGainedPutting",2016
27,28,"Freddie Jacobson",54,0.472,18.415,39,"StrokesGainedPutting",2016
28,29,"Brian Gay",22,0.467,8.403,18,"StrokesGainedPutting",2016
29,14,"Derek Fathauer",58,0.462,19.882,43,"StrokesGainedPutting",2016
29,30,"Brice Garnett",29,0.462,6.924,15,"StrokesGainedPutting",2016
31,21,"Ricky Barnes",57,0.458,20.172,44,"StrokesGainedPutting",2016
32,65,"John Senden",48,0.453,18.107,40,"StrokesGainedPutting",2016
33,15,"Colt Knost",56,0.443,18.623,42,"StrokesGainedPutting",2016
34,40,"William McGirt",54,0.44,21.141,48,"StrokesGainedPutting",2016
35,37,"Troy Merritt",41,0.411,11.928,29,"StrokesGainedPutting",2016
36,38,"Jimmy Walker",43,0.401,12.827,32,"StrokesGainedPutting",2016
37,31,"Ryan Moore",40,0.398,10.758,27,"StrokesGainedPutting",2016
38,34,"Ben Crane",48,0.393,14.538,37,"StrokesGainedPutting",2016
39,54,"Retief Goosen",37,0.389,12.451,32,"StrokesGainedPutting",2016
40,42,"KJ Choi",47,0.383,15.339,40,"StrokesGainedPutting",2016
41,43,"Brandt Snedeker",47,0.367,12.494,34,"StrokesGainedPutting",2016
42,32,"Morgan Hoffmann",43,0.354,12.402,35,"StrokesGainedPutting",2016
43,59,"DH Lee",35,0.352,8.445,24,"StrokesGainedPutting",2016
44,47,"Billy Hurley III",22,0.346,5.873,17,"StrokesGainedPutting",2016
45,49,"Jon Curran",55,0.341,13.643,40,"StrokesGainedPutting",2016
45,49,"Matthew Fitzpatrick",23,0.341,4.093,12,"StrokesGainedPutting",2016
45,36,"Sean OHair",45,0.341,13.641,40,"StrokesGainedPutting",2016
48,51,"Andy Sullivan",25,0.338,5.408,16,"StrokesGainedPutting",2016
49,53,"Thomas Aiken",42,0.325,8.456,26,"StrokesGainedPutting",2016
50,56,"Charl Schwartzel",29,0.321,6.41,20,"StrokesGainedPutting",2016
51,41,"Stuart Appleby",39,0.317,11.412,36,"StrokesGainedPutting",2016
52,61,"Ben Martin",48,0.305,12.182,40,"StrokesGainedPutting",2016
53,58,"Bryce Molder",50,0.304,11.855,39,"StrokesGainedPutting",2016
54,64,"Ernie Els",34,0.296,8.276,28,"StrokesGainedPutting",2016
55,63,"Jhonattan Vegas",49,0.293,10.551,36,"StrokesGainedPutting",2016
56,62,"Charley Hoffman",49,0.289,10.403,36,"StrokesGainedPutting",2016
57,46,"Hiroshi Iwata",51,0.28,9.524,34,"StrokesGainedPutting",2016
58,71,"Kevin Kisner",49,0.278,9.171,33,"StrokesGainedPutting",2016
59,48,"Sung Kang",51,0.276,11.32,41,"StrokesGainedPutting",2016
60,57,"David Toms",38,0.275,8.793,32,"StrokesGainedPutting",2016
61,44,"Michael Kim",62,0.273,13.921,51,"StrokesGainedPutting",2016
62,66,"Shane Bertsch",30,0.26,4.944,19,"StrokesGainedPutting",2016
63,55,"Ollie Schniederjans",23,0.256,4.858,19,"StrokesGainedPutting",2016
64,67,"Zach Johnson",42,0.251,8.293,33,"StrokesGainedPutting",2016
65,52,"Sam Saunders",40,0.249,6.471,26,"StrokesGainedPutting",2016
66,68,"Hudson Swafford",52,0.241,9.404,39,"StrokesGainedPutting",2016
66,87,"Steve Wheatcroft",53,0.241,10.137,42,"StrokesGainedPutting",2016
68,69,"Brooks Koepka",39,0.239,6.705,28,"StrokesGainedPutting",2016
69,60,"Charles Howell III",63,0.236,11.798,50,"StrokesGainedPutting",2016
70,77,"Cameron Tringale",47,0.229,9.159,40,"StrokesGainedPutting",2016
71,45,"Jamie Lovemark",57,0.226,11.309,50,"StrokesGainedPutting",2016
72,39,"Adam Scott",39,0.225,5.404,24,"StrokesGainedPutting",2016
73,76,"Martin Laird",46,0.213,8.109,38,"StrokesGainedPutting",2016
74,73,"Matt Kuchar",46,0.209,6.488,31,"StrokesGainedPutting",2016
75,75,"Billy Horschel",45,0.201,6.818,34,"StrokesGainedPutting",2016
76,82,"Chesson Hadley",51,0.2,7.611,38,"StrokesGainedPutting",2016
77,70,"Luke Donald",49,0.196,6.469,33,"StrokesGainedPutting",2016
78,80,"Tom Hoge",47,0.188,6.563,35,"StrokesGainedPutting",2016
78,90,"Scott Langley",41,0.188,5.835,31,"StrokesGainedPutting",2016
80,93,"Fabian Gomez",49,0.172,7.226,42,"StrokesGainedPutting",2016
81,106,"Camilo Villegas",50,0.163,6.838,42,"StrokesGainedPutting",2016
82,78,"Shane Lowry",35,0.147,2.941,20,"StrokesGainedPutting",2016
83,84,"Mark Hubbard",73,0.138,8.142,59,"StrokesGainedPutting",2016
84,81,"Daniel Berger",52,0.136,4.91,36,"StrokesGainedPutting",2016
85,86,"Branden Grace",31,0.11,1.983,18,"StrokesGainedPutting",2016
86,88,"Andres Romero",22,0.092,1.195,13,"StrokesGainedPutting",2016
87,122,"JB Holmes",39,0.088,2.462,28,"StrokesGainedPutting",2016
88,112,"David Hearn",55,0.084,3.529,42,"StrokesGainedPutting",2016
89,92,"Carl Pettersson",31,0.08,2.253,28,"StrokesGainedPutting",2016
90,95,"Jason Bohn",37,0.078,2.258,29,"StrokesGainedPutting",2016
91,100,"Bill Haas",42,0.077,2.147,28,"StrokesGainedPutting",2016
92,94,"Rory McIlroy",37,0.076,1.668,22,"StrokesGainedPutting",2016
92,72,"Will Wilcox",47,0.076,2.97,39,"StrokesGainedPutting",2016
94,140,"Danny Lee",53,0.074,2.656,36,"StrokesGainedPutting",2016
95,95,"Seung Yul Noh",54,0.069,3.043,44,"StrokesGainedPutting",2016
96,101,"Anirban Lahiri",44,0.06,1.564,26,"StrokesGainedPutting",2016
97,97,"Cameron Smith",45,0.054,1.395,26,"StrokesGainedPutting",2016
98,88,"Zac Blair",56,0.043,1.797,42,"StrokesGainedPutting",2016
99,108,"Kyle Stanley",57,0.041,1.876,46,"StrokesGainedPutting",2016
100,104,"Wes Roach",33,0.032,0.669,21,"StrokesGainedPutting",2016
101,84,"Scott Brown",59,0.03,1.206,40,"StrokesGainedPutting",2016
102,105,"Smylie Kaufman",57,0.029,1.207,41,"StrokesGainedPutting",2016
103,106,"Jason Gore",51,0.024,0.871,36,"StrokesGainedPutting",2016
104,91,"Tyler Aldridge",53,0.017,0.707,41,"StrokesGainedPutting",2016
105,109,"Kevin Na",52,0.014,0.471,33,"StrokesGainedPutting",2016
106,103,"Steven Bowditch",40,0.01,0.284,28,"StrokesGainedPutting",2016
107,110,"Luke Guthrie",31,0.008,0.168,21,"StrokesGainedPutting",2016
108,74,"Paul Casey",39,0.001,0.028,23,"StrokesGainedPutting",2016
109,118,"Andres Gonzales",46,-0.003,-0.101,34,"StrokesGainedPutting",2016
110,111,"Alex Cejka",47,-0.018,-0.561,31,"StrokesGainedPutting",2016
110,120,"Chad Collins",45,-0.018,-0.652,36,"StrokesGainedPutting",2016
112,102,"Ian Poulter",37,-0.019,-0.441,23,"StrokesGainedPutting",2016
113,128,"Dawie van der Walt",48,-0.025,-0.865,34,"StrokesGainedPutting",2016
114,115,"Ryan Palmer",46,-0.031,-1.319,42,"StrokesGainedPutting",2016
115,116,"Scott Piercy",45,-0.032,-0.884,28,"StrokesGainedPutting",2016
116,118,"Russell Knox",48,-0.044,-1.286,29,"StrokesGainedPutting",2016
117,123,"Kyle Reifers",63,-0.048,-2.327,48,"StrokesGainedPutting",2016
118,133,"Henrik Norlander",41,-0.053,-1.39,26,"StrokesGainedPutting",2016
119,121,"Louis Oosthuizen",25,-0.056,-0.555,10,"StrokesGainedPutting",2016
120,147,"Erik Compton",45,-0.068,-2.181,32,"StrokesGainedPutting",2016
121,158,"Patrick Reed",53,-0.069,-2.216,32,"StrokesGainedPutting",2016
122,151,"Boo Weekley",53,-0.07,-2.877,41,"StrokesGainedPutting",2016
123,79,"Rob Oppenheim",37,-0.071,-1.994,28,"StrokesGainedPutting",2016
124,142,"Tony Finau",49,-0.078,-2.879,37,"StrokesGainedPutting",2016
125,113,"Vijay Singh",42,-0.079,-2.925,37,"StrokesGainedPutting",2016
126,139,"Brett Stegmaier",57,-0.08,-3.74,47,"StrokesGainedPutting",2016
127,127,"John Huh",51,-0.083,-3.63,44,"StrokesGainedPutting",2016
128,130,"Chris Kirk",51,-0.093,-3.617,39,"StrokesGainedPutting",2016
129,124,"Bronson Burgoon",53,-0.1,-3.794,38,"StrokesGainedPutting",2016
130,149,"Blayne Barber",44,-0.103,-3.929,38,"StrokesGainedPutting",2016
131,137,"Tyrone Van Aswegen",67,-0.107,-5.585,52,"StrokesGainedPutting",2016
132,135,"Chris Stroud",52,-0.111,-4.541,41,"StrokesGainedPutting",2016
132,114,"Nick Taylor",57,-0.111,-4.901,44,"StrokesGainedPutting",2016
134,83,"Henrik Stenson",30,-0.121,-2.183,18,"StrokesGainedPutting",2016
135,116,"Angel Cabrera",42,-0.128,-4.08,32,"StrokesGainedPutting",2016
136,138,"Brendan Steele",48,-0.133,-5.051,38,"StrokesGainedPutting",2016
137,135,"Spencer Levin",62,-0.14,-6.733,48,"StrokesGainedPutting",2016
138,165,"George McNeill",33,-0.141,-3.956,28,"StrokesGainedPutting",2016
138,141,"Bubba Watson",30,-0.141,-2.403,17,"StrokesGainedPutting",2016
140,97,"Byeong Hun An",23,-0.144,-1.874,13,"StrokesGainedPutting",2016
141,167,"David Lingmerth",54,-0.146,-5.253,36,"StrokesGainedPutting",2016
142,99,"Carlos Ortiz",47,-0.15,-5.086,34,"StrokesGainedPutting",2016
143,126,"Gary Woodland",45,-0.151,-5.297,35,"StrokesGainedPutting",2016
144,125,"Whee Kim",54,-0.158,-6.46,41,"StrokesGainedPutting",2016
145,129,"Justin Rose",35,-0.16,-3.99,25,"StrokesGainedPutting",2016
146,150,"Dicky Pride",33,-0.171,-3.923,23,"StrokesGainedPutting",2016
147,156,"Hideki Matsuyama",40,-0.174,-4.526,26,"StrokesGainedPutting",2016
148,152,"Jerry Kelly",44,-0.177,-4.965,28,"StrokesGainedPutting",2016
148,152,"Justin Leonard",28,-0.177,-3.89,22,"StrokesGainedPutting",2016
150,159,"Brendon de Jonge",55,-0.178,-6.923,39,"StrokesGainedPutting",2016
151,157,"Kevin Chappell",49,-0.186,-7.437,40,"StrokesGainedPutting",2016
152,155,"JJ Henry",44,-0.192,-7.665,40,"StrokesGainedPutting",2016
153,143,"Graham DeLaet",50,-0.194,-8.137,42,"StrokesGainedPutting",2016
154,164,"Emiliano Grillo",47,-0.199,-6.96,35,"StrokesGainedPutting",2016
155,148,"Jason Kokrak",52,-0.216,-8.837,41,"StrokesGainedPutting",2016
156,160,"Cameron Percy",22,-0.219,-3.063,14,"StrokesGainedPutting",2016
157,143,"Luke List",51,-0.224,-8.752,39,"StrokesGainedPutting",2016
158,176,"Kevin Streelman",46,-0.227,-7.044,31,"StrokesGainedPutting",2016
159,134,"Jeff Overton",51,-0.229,-10.062,44,"StrokesGainedPutting",2016
160,161,"Rhein Gibson",36,-0.234,-6.077,26,"StrokesGainedPutting",2016
160,132,"Michael Thompson",46,-0.234,-7.244,31,"StrokesGainedPutting",2016
162,154,"Robert Allenby",35,-0.236,-5.903,25,"StrokesGainedPutting",2016
162,145,"Si Woo Kim",63,-0.236,-12.285,52,"StrokesGainedPutting",2016
164,162,"Mark Wilson",42,-0.238,-8.323,35,"StrokesGainedPutting",2016
165,163,"Jason Dufner",53,-0.245,-8.577,35,"StrokesGainedPutting",2016
166,145,"Justin Thomas",53,-0.253,-9.364,37,"StrokesGainedPutting",2016
167,174,"Scott Stallings",46,-0.259,-9.848,38,"StrokesGainedPutting",2016
168,130,"Justin Hicks",26,-0.265,-6.371,24,"StrokesGainedPutting",2016
169,169,"Francesco Molinari",36,-0.267,-8.819,33,"StrokesGainedPutting",2016
170,168,"Scott Pinckney",53,-0.273,-10.645,39,"StrokesGainedPutting",2016
171,170,"Bernd Wiesberger",23,-0.277,-3.32,12,"StrokesGainedPutting",2016
172,171,"Graeme McDowell",33,-0.282,-6.482,23,"StrokesGainedPutting",2016
172,171,"Chez Reavie",56,-0.282,-12.959,46,"StrokesGainedPutting",2016
174,175,"Harold Varner III",58,-0.294,-14.383,49,"StrokesGainedPutting",2016
175,173,"Darron Stiles",28,-0.31,-4.964,16,"StrokesGainedPutting",2016
176,190,"Vaughn Taylor",30,-0.324,-8.1,25,"StrokesGainedPutting",2016
177,194,"James Hahn",45,-0.333,-12.304,37,"StrokesGainedPutting",2016
178,181,"Patrick Rodgers",49,-0.335,-13.047,39,"StrokesGainedPutting",2016
179,193,"Roberto Castro",55,-0.345,-15.872,46,"StrokesGainedPutting",2016
180,179,"Lucas Lee",22,-0.369,-5.54,15,"StrokesGainedPutting",2016
181,180,"Abraham Ancer",26,-0.375,-5.994,16,"StrokesGainedPutting",2016
182,182,"Lucas Glover",53,-0.389,-18.27,47,"StrokesGainedPutting",2016
183,184,"Stewart Cink",45,-0.401,-13.218,33,"StrokesGainedPutting",2016
184,166,"Steve Marino",40,-0.402,-10.846,27,"StrokesGainedPutting",2016
185,188,"Jim Herman",55,-0.406,-15.421,38,"StrokesGainedPutting",2016
186,185,"Pat Perez",28,-0.421,-7.15,17,"StrokesGainedPutting",2016
187,177,"Webb Simpson",34,-0.44,-12.327,28,"StrokesGainedPutting",2016
188,183,"Robert Streb",51,-0.469,-15.473,33,"StrokesGainedPutting",2016
189,178,"Davis Love III",40,-0.48,-15.838,33,"StrokesGainedPutting",2016
190,190,"Miguel Angel Carballo",24,-0.494,-6.918,14,"StrokesGainedPutting",2016
191,186,"Padraig Harrington",38,-0.543,-17.387,32,"StrokesGainedPutting",2016
192,186,"DA Points",32,-0.553,-11.06,20,"StrokesGainedPutting",2016
193,195,"Matt Every",34,-0.559,-16.199,29,"StrokesGainedPutting",2016
194,192,"Chad Campbell",54,-0.564,-24.245,43,"StrokesGainedPutting",2016
195,202,"Matt Jones",45,-0.604,-16.924,28,"StrokesGainedPutting",2016
196,196,"DJ Trahan",23,-0.621,-6.834,11,"StrokesGainedPutting",2016
197,197,"Sergio Garcia",28,-0.624,-8.111,13,"StrokesGainedPutting",2016
198,200,"Shawn Stefani",45,-0.664,-23.25,35,"StrokesGainedPutting",2016
199,198,"Will Ma Kenzie",54,-0.67,-26.817,40,"StrokesGainedPutting",2016
200,201,"Geoff Ogilvy",37,-0.68,-20.387,30,"StrokesGainedPutting",2016
201,199,"Derek Ernst",36,-0.685,-15.061,22,"StrokesGainedPutting",2016
202,203,"Keegan Bradley",40,-0.936,-25.281,27,"StrokesGainedPutting",2016
203,207,"Robert Garrigus",34,-0.943,-21.699,23,"StrokesGainedPutting",2016
204,204,"Greg Owen",56,-0.964,-41.434,43,"StrokesGainedPutting",2016
205,205,"Rory Sabbatini",40,-0.993,-24.827,25,"StrokesGainedPutting",2016
206,206,"Ken Duke",26,-1.147,-22.934,20,"StrokesGainedPutting",2016
207,208,"Charlie Beljan",26,-1.721,-29.261,17,"StrokesGainedPutting",2016
