"CarryEfficiency_RANKTHISWEEK_2008","CarryEfficiency_RANKLASTWEEK_2008","CarryEfficiency_PLAYERNAME_2008","CarryEfficiency_ROUNDS_2008","CarryEfficiency_AVG_2008","CarryEfficiency_AVERAGECARRYDISTYARDS_2008","CarryEfficiency_AVERAGECLUBHEADSPEED_2008","CarryEfficiency_TOTALATTEMPTS_2008","CarryEfficiency_HIGHESTCARRYEFFICIENCY_2008","stat_name","year"
60,NA,"Daniel Chopra",84,2.417,285.4,118.06,54,2.709,"CarryEfficiency",2008
60,NA,"Martin Laird",98,2.417,283.5,117.313,70,2.704,"CarryEfficiency",2008
60,NA,"Brett Quigley",80,2.417,273.2,113.029,56,2.618,"CarryEfficiency",2008
64,NA,"Fred Couples",60,2.416,284.7,117.827,34,2.646,"CarryEfficiency",2008
64,NA,"Stephen Leaney",53,2.416,258.7,107.068,36,2.557,"CarryEfficiency",2008
64,NA,"Rocco Mediate",87,2.416,266.7,110.399,61,2.762,"CarryEfficiency",2008
64,NA,"Tom Pernice Jr",104,2.416,260.3,107.765,94,2.736,"CarryEfficiency",2008
68,NA,"Nick Flanagan",89,2.415,275.6,114.092,65,2.707,"CarryEfficiency",2008
69,NA,"Glen Day",64,2.414,252.9,104.778,45,2.622,"CarryEfficiency",2008
69,NA,"Lucas Glover",91,2.414,283.7,117.535,73,2.651,"CarryEfficiency",2008
69,NA,"Kyle Thompson",70,2.414,267.4,110.758,50,2.731,"CarryEfficiency",2008
72,NA,"Jim Furyk",95,2.413,268.6,111.326,80,2.665,"CarryEfficiency",2008
72,NA,"Nick Watney",96,2.413,291.6,120.837,70,2.689,"CarryEfficiency",2008
74,NA,"Scott Verplank",82,2.412,257.1,106.595,67,2.723,"CarryEfficiency",2008
75,NA,"Stuart Appleby",87,2.411,273.1,113.239,60,2.707,"CarryEfficiency",2008
75,NA,"Jay Williamson",96,2.411,264.9,109.877,62,2.614,"CarryEfficiency",2008
77,NA,"Jason Day",81,2.41,279.3,115.888,63,2.646,"CarryEfficiency",2008
77,NA,"John Huston",56,2.41,274.1,113.724,42,2.677,"CarryEfficiency",2008
77,NA,"Heath Slocum",104,2.41,257.5,106.857,87,2.65,"CarryEfficiency",2008
80,NA,"Paul Goydos",78,2.409,253.3,105.14,64,2.848,"CarryEfficiency",2008
80,NA,"Adam Scott",51,2.409,285.2,118.378,32,2.632,"CarryEfficiency",2008
82,NA,"David Lutterus",59,2.408,268.2,111.338,38,2.647,"CarryEfficiency",2008
82,NA,"Ian Poulter",51,2.408,266.7,110.746,35,2.635,"CarryEfficiency",2008
84,NA,"Kent Jones",68,2.407,262.9,109.217,49,2.664,"CarryEfficiency",2008
84,NA,"Pat Perez",93,2.407,282.6,117.391,71,2.646,"CarryEfficiency",2008
86,NA,"Rich Beem",90,2.405,269.9,112.215,68,2.575,"CarryEfficiency",2008
86,NA,"JP Hayes",67,2.405,261.1,108.554,56,2.658,"CarryEfficiency",2008
86,NA,"Johnson Wagner",83,2.405,272,113.096,61,2.709,"CarryEfficiency",2008
89,NA,"Brad Elder",67,2.404,269.6,112.152,44,2.6,"CarryEfficiency",2008
89,NA,"Greg Kraft",63,2.404,251.5,104.614,42,2.626,"CarryEfficiency",2008
89,NA,"Sean OHair",81,2.404,277.6,115.486,57,2.713,"CarryEfficiency",2008
92,NA,"Frank Lickliter II",107,2.403,267.5,111.302,87,2.645,"CarryEfficiency",2008
93,NA,"Robert Allenby",108,2.402,274.6,114.32,73,2.616,"CarryEfficiency",2008
93,NA,"Tim Clark",90,2.402,259.9,108.177,62,2.661,"CarryEfficiency",2008
95,NA,"Jimmy Walker",73,2.399,277.5,115.661,46,2.626,"CarryEfficiency",2008
96,NA,"Robert Gamez",79,2.398,257.3,107.29,60,2.692,"CarryEfficiency",2008
96,NA,"DJ Trahan",94,2.398,274.1,114.294,68,2.658,"CarryEfficiency",2008
98,NA,"Jonathan Byrd",88,2.397,274.3,114.432,73,2.699,"CarryEfficiency",2008
98,NA,"Zach Johnson",85,2.397,257.1,107.248,69,2.65,"CarryEfficiency",2008
98,NA,"Troy Matteson",94,2.397,281.9,117.601,78,2.619,"CarryEfficiency",2008
98,NA,"Jon Mills",95,2.397,274.5,114.511,51,2.632,"CarryEfficiency",2008
102,NA,"Jim McGovern",75,2.395,259.4,108.332,57,2.603,"CarryEfficiency",2008
102,NA,"Nick OHern",82,2.395,253,105.63,60,2.695,"CarryEfficiency",2008
102,NA,"Travis Perkins",53,2.395,289.9,121.063,20,2.544,"CarryEfficiency",2008
102,NA,"Rory Sabbatini",77,2.395,274.8,114.746,54,2.672,"CarryEfficiency",2008
102,NA,"Omar Uresti",74,2.395,256.2,107.005,54,2.612,"CarryEfficiency",2008
107,NA,"Brad Adamonis",87,2.394,274.4,114.616,64,2.617,"CarryEfficiency",2008
107,NA,"Ernie Els",51,2.394,274.1,114.501,35,2.713,"CarryEfficiency",2008
107,NA,"Michael Letzig",88,2.394,272.3,113.735,64,2.631,"CarryEfficiency",2008
107,NA,"Chris Stroud",81,2.394,269.1,112.409,55,2.631,"CarryEfficiency",2008
111,NA,"Mark Hensby",71,2.393,266.2,111.235,54,2.714,"CarryEfficiency",2008
111,NA,"John Merrick",98,2.393,274.2,114.575,65,2.697,"CarryEfficiency",2008
113,NA,"Patrick Sheehan",124,2.39,262.7,109.917,87,2.672,"CarryEfficiency",2008
114,NA,"Tommy Gainey",60,2.389,277.7,116.257,35,2.626,"CarryEfficiency",2008
114,NA,"John Mallinger",95,2.389,257.5,107.792,75,2.656,"CarryEfficiency",2008
114,NA,"Boo Weekley",86,2.389,276.1,115.578,60,2.785,"CarryEfficiency",2008
117,NA,"Briny Baird",113,2.385,265.6,111.361,79,2.561,"CarryEfficiency",2008
117,NA,"Matt Jones",95,2.385,277.1,116.183,66,2.606,"CarryEfficiency",2008
117,NA,"Matt Kuchar",88,2.385,255,106.926,63,2.591,"CarryEfficiency",2008
117,NA,"Peter Lonard",92,2.385,260.4,109.159,74,2.714,"CarryEfficiency",2008
121,NA,"Todd Demsey",80,2.383,270.8,113.633,59,2.645,"CarryEfficiency",2008
121,NA,"Jesper Parnevik",88,2.383,266.5,111.827,64,2.637,"CarryEfficiency",2008
123,NA,"Mike Weir",88,2.382,266.3,111.819,61,2.641,"CarryEfficiency",2008
124,NA,"Jason Allred",63,2.381,287.1,120.57,34,2.745,"CarryEfficiency",2008
124,NA,"Cody Freeman",66,2.381,266.3,111.829,44,2.74,"CarryEfficiency",2008
124,NA,"Tag Ridings",88,2.381,288,120.982,61,2.656,"CarryEfficiency",2008
124,NA,"Brett Rumford",72,2.381,269.2,113.08,52,2.692,"CarryEfficiency",2008
124,NA,"Bob Sowards",61,2.381,269.4,113.155,39,2.692,"CarryEfficiency",2008
129,NA,"Mark Calcavecchia",67,2.38,269.8,113.353,42,2.723,"CarryEfficiency",2008
129,NA,"Chris DiMarco",87,2.38,260.8,109.569,65,2.602,"CarryEfficiency",2008
129,NA,"Jerry Kelly",89,2.38,255.1,107.165,68,2.607,"CarryEfficiency",2008
132,NA,"Rod Pampling",83,2.379,266.3,111.904,59,2.633,"CarryEfficiency",2008
133,NA,"Kenneth Ferrie",72,2.378,260.8,109.671,54,2.596,"CarryEfficiency",2008
134,NA,"Phil Mickelson",80,2.376,278.1,117.072,44,2.63,"CarryEfficiency",2008
134,NA,"Jeff Quinney",87,2.376,256,107.739,56,2.65,"CarryEfficiency",2008
134,NA,"Bubba Watson",97,2.376,294,123.748,53,2.702,"CarryEfficiency",2008
137,NA,"Ron Whittaker",54,2.374,256.5,108.048,36,2.495,"CarryEfficiency",2008
138,NA,"Freddie Jacobson",78,2.372,262.1,110.517,56,2.677,"CarryEfficiency",2008
139,NA,"Olin Browne",77,2.371,250.6,105.694,60,2.638,"CarryEfficiency",2008
139,NA,"Chad Campbell",94,2.371,266.5,112.417,86,2.735,"CarryEfficiency",2008
141,NA,"Steve Flesch",95,2.37,263.7,111.267,70,2.663,"CarryEfficiency",2008
141,NA,"Bill Haas",99,2.37,281.3,118.681,78,2.587,"CarryEfficiency",2008
141,NA,"Jin Park",85,2.37,253.1,106.781,63,2.702,"CarryEfficiency",2008
144,NA,"Craig Kanada",65,2.368,246.8,104.212,48,2.648,"CarryEfficiency",2008
144,NA,"Camilo Villegas",79,2.368,271.2,114.533,54,2.615,"CarryEfficiency",2008
146,NA,"Dudley Hart",74,2.367,259.5,109.611,59,2.645,"CarryEfficiency",2008
146,NA,"Justin Leonard",101,2.367,260.8,110.145,73,2.698,"CarryEfficiency",2008
148,NA,"Jeff Overton",103,2.366,273.9,115.769,66,2.655,"CarryEfficiency",2008
148,NA,"Marc Turnesa",87,2.366,266.6,112.671,64,2.568,"CarryEfficiency",2008
150,NA,"Marco Dawson",64,2.365,265.8,112.39,41,2.531,"CarryEfficiency",2008
150,NA,"Retief Goosen",59,2.365,271.5,114.806,34,2.672,"CarryEfficiency",2008
152,NA,"David Duval",51,2.364,277,117.139,24,2.569,"CarryEfficiency",2008
152,NA,"Ryan Moore",72,2.364,267,112.948,53,2.6,"CarryEfficiency",2008
154,NA,"Ryuji Imada",80,2.363,262.2,110.944,60,2.592,"CarryEfficiency",2008
155,NA,"Alejandro Canizares",52,2.362,260.2,110.159,39,2.633,"CarryEfficiency",2008
156,NA,"Dean Wilson",109,2.361,257,108.86,78,2.564,"CarryEfficiency",2008
157,NA,"Aaron Baddeley",76,2.36,274.7,116.401,46,2.633,"CarryEfficiency",2008
157,NA,"Tim Wilkinson",95,2.36,255.5,108.257,70,2.605,"CarryEfficiency",2008
159,NA,"Tom Scherrer",56,2.358,263.3,111.662,30,2.536,"CarryEfficiency",2008
160,NA,"Lee Janzen",89,2.355,267.1,113.388,66,2.668,"CarryEfficiency",2008
160,NA,"Chris Riley",51,2.355,257.7,109.412,31,2.649,"CarryEfficiency",2008
162,NA,"Charlie Wi",97,2.354,263.7,112.032,74,2.674,"CarryEfficiency",2008
163,NA,"Will Ma Kenzie",62,2.353,268.8,114.254,55,2.567,"CarryEfficiency",2008
164,NA,"Nathan Green",95,2.352,267.2,113.606,64,2.646,"CarryEfficiency",2008
165,NA,"John Riegger",73,2.351,264.8,112.642,49,2.718,"CarryEfficiency",2008
166,NA,"Scott McCarron",63,2.35,266.6,113.439,48,2.666,"CarryEfficiency",2008
166,NA,"Kevin Na",97,2.35,258.4,109.962,76,2.62,"CarryEfficiency",2008
168,NA,"Tom Lehman",51,2.349,260.2,110.754,36,2.578,"CarryEfficiency",2008
169,NA,"Steve Elkington",84,2.348,256.4,109.191,60,2.704,"CarryEfficiency",2008
170,NA,"Paul Claxton",63,2.346,250.7,106.885,41,2.552,"CarryEfficiency",2008
170,NA,"Shigeki Maruyama",50,2.346,248.4,105.9,40,2.718,"CarryEfficiency",2008
170,NA,"Kevin Streelman",114,2.346,276.3,117.796,82,2.76,"CarryEfficiency",2008
173,NA,"Joe Durant",92,2.345,266,113.424,71,2.565,"CarryEfficiency",2008
173,NA,"Brandt Jobe",52,2.345,277.3,118.256,32,2.512,"CarryEfficiency",2008
175,NA,"Tim Petrovic",97,2.343,262.7,112.127,70,2.642,"CarryEfficiency",2008
176,NA,"Gavin Coles",54,2.341,242.4,103.532,36,2.478,"CarryEfficiency",2008
176,NA,"James Driscoll",85,2.341,280.4,119.814,60,2.668,"CarryEfficiency",2008
176,NA,"Parker McLachlin",88,2.341,262.5,112.111,63,2.704,"CarryEfficiency",2008
176,NA,"Scott Sterling",89,2.341,259.4,110.792,62,2.573,"CarryEfficiency",2008
180,NA,"John Senden",93,2.339,276.6,118.274,66,2.597,"CarryEfficiency",2008
180,NA,"YE Yang",89,2.339,267.6,114.409,68,2.701,"CarryEfficiency",2008
182,NA,"Stephen Ames",83,2.338,264.1,112.978,69,2.638,"CarryEfficiency",2008
183,NA,"Brian Gay",102,2.337,244.4,104.562,84,2.611,"CarryEfficiency",2008
184,NA,"Bob Tway",70,2.336,255.5,109.384,47,2.606,"CarryEfficiency",2008
185,NA,"Trevor Immelman",70,2.332,268.4,115.135,48,2.651,"CarryEfficiency",2008
186,NA,"JJ Henry",108,2.331,267.8,114.877,87,2.683,"CarryEfficiency",2008
187,NA,"Sergio Garcia",72,2.324,279.3,120.164,45,2.753,"CarryEfficiency",2008
188,NA,"Shane Bertsch",96,2.318,245.5,105.931,80,2.623,"CarryEfficiency",2008
189,NA,"Charles Howell III",101,2.315,274.9,118.756,71,2.615,"CarryEfficiency",2008
191,NA,"Chad Collins",72,2.31,255.8,110.707,54,2.492,"CarryEfficiency",2008
192,NA,"Corey Pavin",69,2.307,234.6,101.721,45,2.663,"CarryEfficiency",2008
193,NA,"Ken Duke",116,2.294,257.7,112.299,86,2.556,"CarryEfficiency",2008
194,NA,"Michael Allen",91,2.275,259.8,114.219,68,2.582,"CarryEfficiency",2008
195,NA,"Bart Bryant",81,2.274,249,109.508,63,2.513,"CarryEfficiency",2008
196,NA,"Bob Estes",90,2.273,254,111.725,69,2.603,"CarryEfficiency",2008
197,NA,"Carlos Franco",73,2.249,265.6,118.115,41,2.496,"CarryEfficiency",2008
