"DistancetoApex_RANKTHISWEEK_2015","DistancetoApex_RANKLASTWEEK_2015","DistancetoApex_PLAYERNAME_2015","DistancetoApex_ROUNDS_2015","DistancetoApex_AVG_2015","DistancetoApex_TOTALAPEXRANGE_2015","DistancetoApex_TOTALATTEMPTS_2015","DistancetoApex_LONGESTDISTTOAPEX_2015","DistancetoApex_SHORTESTDISTTOAPEX_2015","stat_name","year"
52,52,"Hideki Matsuyama",95,188.1,15802,84,204.5,153.7,"DistancetoApex",2015
53,53,"Adam Hadwin",95,188,16733.7,89,206.4,172.3,"DistancetoApex",2015
54,54,"Marc Leishman",74,187.9,11837.3,63,199.7,172.5,"DistancetoApex",2015
54,54,"Scott Pinckney",88,187.9,15221.5,81,203,154.8,"DistancetoApex",2015
56,56,"Shawn Stefani",94,187.7,17077.4,91,200.3,164.7,"DistancetoApex",2015
57,57,"Billy Horschel",99,187.6,16134.4,86,198.6,158.1,"DistancetoApex",2015
58,58,"Derek Ernst",75,187.2,13106.4,70,204.3,148.9,"DistancetoApex",2015
58,58,"Ryo Ishikawa",90,187.2,16660,89,201.6,159.6,"DistancetoApex",2015
60,60,"Scott Stallings",60,187,9722,52,203.7,165.8,"DistancetoApex",2015
60,60,"Lee Westwood",56,187,7666.4,41,199.6,154.4,"DistancetoApex",2015
62,62,"Stewart Cink",77,186.9,12335.7,66,213.6,162.5,"DistancetoApex",2015
62,62,"Sean OHair",86,186.9,13455.9,72,202.3,163.7,"DistancetoApex",2015
64,64,"Geoff Ogilvy",50,186.5,7459.6,40,195.4,167.9,"DistancetoApex",2015
65,65,"Jamie Donaldson",50,186.4,8387,45,198.1,153.3,"DistancetoApex",2015
66,66,"John Senden",80,186.2,11174.2,60,200.4,163.4,"DistancetoApex",2015
67,67,"Patrick Reed",103,186,15441.5,83,204.2,171.1,"DistancetoApex",2015
67,67,"Jordan Spieth",91,186,12647.6,68,199.3,167.2,"DistancetoApex",2015
69,69,"Gonzalo Fdez Castano",81,185.8,12079.6,65,198.5,170.6,"DistancetoApex",2015
69,69,"Morgan Hoffmann",85,185.8,14495.3,78,199,162.2,"DistancetoApex",2015
71,71,"George McNeill",93,185.7,15038.9,81,211.8,160.9,"DistancetoApex",2015
72,72,"Padraig Harrington",60,185.6,10576.6,57,198.6,152.4,"DistancetoApex",2015
72,72,"Sam Saunders",83,185.6,13177.9,71,199.9,166.1,"DistancetoApex",2015
74,74,"James Hahn",94,185.3,14083.1,76,202.1,162.8,"DistancetoApex",2015
75,75,"Louis Oosthuizen",68,185.2,8336,45,200.3,166.1,"DistancetoApex",2015
76,76,"Ben Martin",93,185.1,16477.5,89,200.6,163.3,"DistancetoApex",2015
76,76,"Byron Smith",59,185.1,7590.5,41,200.1,169.5,"DistancetoApex",2015
78,78,"Retief Goosen",81,184.9,13124.4,71,197.7,147.9,"DistancetoApex",2015
79,79,"Davis Love III",51,184.8,7945.9,43,195.9,171.1,"DistancetoApex",2015
79,79,"Michael Thompson",83,184.8,15339.3,83,196.3,149.1,"DistancetoApex",2015
81,81,"Greg Owen",58,184.7,9234.5,50,200.7,165.1,"DistancetoApex",2015
82,82,"JJ Henry",94,184.1,13253.8,72,198.5,159.4,"DistancetoApex",2015
83,83,"Tom Hoge",83,184,12330.3,67,199.2,159.4,"DistancetoApex",2015
84,84,"Kevin Streelman",95,183.9,14897.8,81,200.1,164.8,"DistancetoApex",2015
85,85,"Camilo Villegas",83,183.7,15431.2,84,204,137.5,"DistancetoApex",2015
86,86,"David Lingmerth",90,183.6,15785.4,86,194.6,164.1,"DistancetoApex",2015
87,87,"Blayne Barber",76,183.4,12654.5,69,194.8,170.5,"DistancetoApex",2015
88,88,"Vijay Singh",78,183.2,13187.5,72,195.8,158,"DistancetoApex",2015
89,89,"Hunter Mahan",88,183,13173.9,72,193.2,165.6,"DistancetoApex",2015
89,89,"Andres Romero",69,183,8965.5,49,202.6,162.4,"DistancetoApex",2015
91,91,"Ricky Barnes",82,182.9,10240.4,56,203.3,142.8,"DistancetoApex",2015
92,92,"Cameron Percy",72,182.8,11880.2,65,193.6,167,"DistancetoApex",2015
92,92,"Johnson Wagner",68,182.8,9690.9,53,200.3,159.5,"DistancetoApex",2015
94,94,"Jim Herman",88,182.7,15532.7,85,198.5,158.1,"DistancetoApex",2015
95,95,"Luke Guthrie",84,182.2,14209.5,78,194.4,158.8,"DistancetoApex",2015
96,96,"Ian Poulter",68,182,9646.7,53,191.3,169,"DistancetoApex",2015
97,97,"Matt Every",73,181.7,12357.7,68,198.3,157.1,"DistancetoApex",2015
98,98,"Nick Taylor",91,181.6,16162.5,89,199.2,146.8,"DistancetoApex",2015
99,99,"Sangmoon Bae",98,181.5,17602.5,97,196.7,146.7,"DistancetoApex",2015
99,99,"Troy Merritt",91,181.5,14523.6,80,195.4,160.3,"DistancetoApex",2015
101,101,"Jason Gore",76,181.4,11609.1,64,201.4,156.6,"DistancetoApex",2015
101,101,"Bill Haas",89,181.4,14333.1,79,199.7,160.6,"DistancetoApex",2015
101,101,"Rory Sabbatini",81,181.4,13422.3,74,197.7,162.1,"DistancetoApex",2015
101,101,"Boo Weekley",79,181.4,11429.8,63,196.4,134.8,"DistancetoApex",2015
105,105,"Jonathan Byrd",69,181.3,10152.1,56,195.9,166.3,"DistancetoApex",2015
105,105,"Oscar Fraustro",58,181.3,6888.7,38,190.9,166,"DistancetoApex",2015
107,107,"Eric Axley",57,181.2,8699.2,48,193.2,163.1,"DistancetoApex",2015
108,108,"Brendon de Jonge",106,181.1,18468.3,102,203.4,151.5,"DistancetoApex",2015
109,109,"Brandt Snedeker",98,181,16833.6,93,198.1,161,"DistancetoApex",2015
110,110,"SJ Park",79,180.6,11916.5,66,196.6,157.4,"DistancetoApex",2015
110,110,"Andrew Putnam",68,180.6,10652.8,59,199.6,162.8,"DistancetoApex",2015
112,112,"Erik Compton",86,180.3,14601.3,81,200.1,159.5,"DistancetoApex",2015
112,112,"Pat Perez",96,180.3,15682.3,87,202.6,156.8,"DistancetoApex",2015
112,112,"DA Points",72,180.3,9737.6,54,193,164.9,"DistancetoApex",2015
112,112,"Kyle Reifers",96,180.3,14245.3,79,193.9,149.2,"DistancetoApex",2015
112,112,"Bo Van Pelt",81,180.3,13164.5,73,197.1,154.2,"DistancetoApex",2015
117,117,"Tyrone Van Aswegen",58,180.2,6848.6,38,197.2,153.7,"DistancetoApex",2015
118,118,"Bill Lunde",50,180.1,7025.1,39,199.9,151.5,"DistancetoApex",2015
118,118,"Carl Pettersson",106,180.1,18734.9,104,198.5,159.5,"DistancetoApex",2015
118,118,"Andrew Svoboda",80,180.1,13505.2,75,201.4,151.2,"DistancetoApex",2015
121,121,"Chesson Hadley",101,179.9,15293.7,85,195.1,143.7,"DistancetoApex",2015
122,122,"Scott Brown",97,179.6,15087.8,84,199.5,157,"DistancetoApex",2015
123,123,"John Peterson",84,179.4,16505.2,92,197.2,158.2,"DistancetoApex",2015
124,124,"Ernie Els",57,178.9,6617.6,37,190.8,167.8,"DistancetoApex",2015
125,125,"Kevin Kisner",104,178.8,19488.4,109,191.2,149.1,"DistancetoApex",2015
125,125,"Jim Renner",68,178.8,10367.9,58,189.4,159.1,"DistancetoApex",2015
125,125,"Webb Simpson",81,178.8,12336.3,69,191.3,158.8,"DistancetoApex",2015
128,128,"Roberto Castro",54,178.7,6791,38,189.7,166.4,"DistancetoApex",2015
129,129,"Steve Wheatcroft",87,178.6,16075.3,90,192.6,147.7,"DistancetoApex",2015
130,130,"Jonas Blixt",78,178.4,10348.3,58,192.8,160.3,"DistancetoApex",2015
130,130,"Whee Kim",71,178.4,9809.5,55,194.1,162.8,"DistancetoApex",2015
132,132,"Matt Kuchar",97,178.3,15510.3,87,188.7,155.9,"DistancetoApex",2015
132,132,"Nicholas Thompson",90,178.3,14622.9,82,190.8,155.8,"DistancetoApex",2015
134,134,"Mark Hubbard",79,177.9,11383.8,64,194.8,165,"DistancetoApex",2015
134,134,"Kevin Na",98,177.9,14054.9,79,192,154.9,"DistancetoApex",2015
136,136,"Fabian Gomez",83,177.3,13118.3,74,191.7,162.6,"DistancetoApex",2015
137,137,"Brice Garnett",81,177.1,12218.4,69,203.9,150.6,"DistancetoApex",2015
138,138,"Danny Lee",120,177,19471.3,110,190,149.3,"DistancetoApex",2015
139,139,"Luke Donald",71,176.6,9008.6,51,188.2,150.8,"DistancetoApex",2015
140,140,"Cameron Tringale",96,176.5,15182,86,194.1,147.6,"DistancetoApex",2015
141,141,"Chris Kirk",76,176.1,10920.8,62,189.4,159.9,"DistancetoApex",2015
141,141,"Chris Stroud",84,176.1,12678.3,72,190.7,153.9,"DistancetoApex",2015
143,143,"Derek Fathauer",81,176,11789.9,67,196.3,149.2,"DistancetoApex",2015
143,143,"Chez Reavie",56,176,10562.5,60,186.9,153.4,"DistancetoApex",2015
145,145,"William McGirt",103,175.7,19331.7,110,195.9,140,"DistancetoApex",2015
146,146,"Jonathan Randolph",72,175.5,11053.5,63,191.6,156.5,"DistancetoApex",2015
147,147,"Brian Harman",90,175.4,14556.7,83,192.5,139,"DistancetoApex",2015
148,148,"Francesco Molinari",56,175.3,8766.4,50,183.9,163.3,"DistancetoApex",2015
149,149,"Scott Langley",94,174.9,13645.2,78,191.3,144.3,"DistancetoApex",2015
150,150,"Greg Chalmers",58,174.6,7507.8,43,188,156.8,"DistancetoApex",2015
150,150,"Daniel Summerhays",101,174.6,14318.4,82,194.5,144.6,"DistancetoApex",2015
152,152,"Jim Furyk",71,174.5,9075.4,52,184,147.3,"DistancetoApex",2015
153,153,"Jeff Overton",94,174.1,14627.4,84,195.9,152.9,"DistancetoApex",2015
154,154,"John Merrick",78,173.8,10599.8,61,187.6,156.4,"DistancetoApex",2015
155,155,"Jason Dufner",76,173.6,9720,56,194.1,155.9,"DistancetoApex",2015
156,156,"Robert Allenby",63,173.3,9705.1,56,188.9,150.2,"DistancetoApex",2015
156,156,"Spencer Levin",99,173.3,16807.9,97,192.7,149.8,"DistancetoApex",2015
156,156,"Ryan Moore",81,173.3,11786.4,68,201.8,150,"DistancetoApex",2015
159,159,"Chad Campbell",97,173.2,17492.3,101,188.9,153,"DistancetoApex",2015
160,160,"John Huh",102,172.7,18996.1,110,187.9,153.3,"DistancetoApex",2015
161,161,"Alex Cejka",94,172.5,14147.5,82,196.8,152,"DistancetoApex",2015
162,162,"Zach Johnson",90,172.2,14807.3,86,191,146,"DistancetoApex",2015
163,163,"Billy Hurley III",83,172,12213.8,71,185.5,149.2,"DistancetoApex",2015
164,164,"Bryce Molder",91,171.8,14434.6,84,190.5,152,"DistancetoApex",2015
165,165,"Zac Blair",108,171.5,17326.3,101,183.8,157.7,"DistancetoApex",2015
166,166,"Russell Knox",96,171.3,16961.2,99,190.1,147.1,"DistancetoApex",2015
167,167,"Tim Wilkinson",73,171,9918.1,58,182.3,157.5,"DistancetoApex",2015
168,168,"Brendon Todd",96,170.9,13839.3,81,182.1,158.6,"DistancetoApex",2015
169,169,"Jason Bohn",95,170.6,16893.5,99,187.5,147,"DistancetoApex",2015
169,169,"David Hearn",97,170.6,16035,94,187.3,153,"DistancetoApex",2015
171,171,"Brian Stuard",97,170.4,16015.1,94,181.4,150,"DistancetoApex",2015
172,172,"KJ Choi",66,169.9,9176.7,54,183.3,151.4,"DistancetoApex",2015
172,172,"Chad Collins",79,169.9,12061.3,71,187.6,137,"DistancetoApex",2015
174,174,"Brian Davis",86,169.5,13901.2,82,202.5,155.5,"DistancetoApex",2015
175,175,"Steven Alker",62,169.3,9989.2,59,182.7,153.3,"DistancetoApex",2015
176,176,"Ken Duke",93,168.9,15205.3,90,188.3,151.1,"DistancetoApex",2015
177,177,"Mark Wilson",89,168.8,13843.6,82,187.2,156.8,"DistancetoApex",2015
178,178,"Ben Crane",62,168.5,8932.4,53,180.7,139.3,"DistancetoApex",2015
179,179,"Jon Curran",83,166.9,12181.4,73,178.7,152.8,"DistancetoApex",2015
180,180,"Colt Knost",90,165.6,14245.4,86,181,151.2,"DistancetoApex",2015
181,181,"Justin Leonard",61,164.9,9896.4,60,172,139.7,"DistancetoApex",2015
181,181,"Heath Slocum",57,164.9,6924.4,42,174.9,142.6,"DistancetoApex",2015
183,183,"Jerry Kelly",79,164.1,11486.3,70,181.3,144,"DistancetoApex",2015
184,184,"David Toms",62,162.4,9908.3,61,173.3,152.3,"DistancetoApex",2015
