"BonusPutting_RANKTHISWEEK_2014","BonusPutting_RANKLASTWEEK_2014","BonusPutting_PLAYERNAME_2014","BonusPutting_ROUNDS_2014","BonusPutting_VALUE_2014","BonusPutting_ATTEMPTS_2014","BonusPutting_TOTMADE20_2014","BonusPutting_TOTMADE_2014","stat_name","year"
67,67,"Bo Van Pelt",83,99.89,944,30,913,"BonusPutting",2014
68,68,"Aaron Baddeley",74,99.88,821,27,793,"BonusPutting",2014
69,69,"Jim Herman",62,99.86,696,20,675,"BonusPutting",2014
70,70,"Briny Baird",50,99.85,669,22,646,"BonusPutting",2014
71,71,"Marc Leishman",81,99.8,991,27,962,"BonusPutting",2014
72,72,"Jerry Kelly",80,99.78,928,29,897,"BonusPutting",2014
73,73,"Matt Every",85,99.77,880,28,850,"BonusPutting",2014
74,74,"Michael Thompson",74,99.76,828,34,792,"BonusPutting",2014
75,75,"James Hahn",82,99.72,1086,28,1055,"BonusPutting",2014
75,75,"Troy Matteson",62,99.72,708,17,689,"BonusPutting",2014
77,77,"Andrew Loupe",65,99.71,690,21,667,"BonusPutting",2014
78,78,"Rickie Fowler",91,99.66,876,26,847,"BonusPutting",2014
78,78,"Ben Martin",80,99.66,880,20,857,"BonusPutting",2014
80,80,"Angel Cabrera",69,99.65,866,27,836,"BonusPutting",2014
81,81,"Ben Crane",81,99.64,1097,29,1064,"BonusPutting",2014
82,82,"Harris English",95,99.62,1051,25,1022,"BonusPutting",2014
83,83,"David Toms",64,99.61,764,25,736,"BonusPutting",2014
84,84,"Sean OHair",77,99.58,950,20,926,"BonusPutting",2014
85,85,"Josh Teater",90,99.55,1100,26,1069,"BonusPutting",2014
86,86,"Kevin Streelman",79,99.54,864,29,831,"BonusPutting",2014
87,87,"Pat Perez",84,99.53,1071,36,1030,"BonusPutting",2014
88,88,"Tim Wilkinson",86,99.5,1002,30,967,"BonusPutting",2014
89,89,"Dustin Johnson",58,99.49,594,19,572,"BonusPutting",2014
90,90,"Brendon de Jonge",109,99.47,1333,38,1288,"BonusPutting",2014
90,90,"Justin Rose",70,99.47,751,24,723,"BonusPutting",2014
92,92,"Spencer Levin",59,99.45,728,18,706,"BonusPutting",2014
93,93,"Stewart Cink",91,99.44,1070,36,1028,"BonusPutting",2014
94,94,"Charles Howell III",106,99.42,1387,42,1337,"BonusPutting",2014
95,95,"Woody Austin",63,99.38,810,23,782,"BonusPutting",2014
96,96,"Jordan Spieth",102,99.37,1104,32,1065,"BonusPutting",2014
97,97,"Camilo Villegas",95,99.34,1207,46,1153,"BonusPutting",2014
97,97,"Mike Weir",69,99.34,760,15,740,"BonusPutting",2014
99,99,"Ian Poulter",57,99.33,593,19,570,"BonusPutting",2014
100,100,"Andres Romero",81,99.31,1011,32,972,"BonusPutting",2014
101,101,"Tommy Gainey",73,99.3,856,18,832,"BonusPutting",2014
101,101,"John Huh",87,99.3,1006,29,970,"BonusPutting",2014
103,103,"Matt Jones",83,99.29,842,32,804,"BonusPutting",2014
104,104,"Bubba Watson",76,99.26,808,16,786,"BonusPutting",2014
105,105,"Bill Haas",107,99.25,1195,31,1155,"BonusPutting",2014
105,105,"Charley Hoffman",93,99.25,1069,29,1032,"BonusPutting",2014
107,107,"Sangmoon Bae",76,99.23,905,33,865,"BonusPutting",2014
107,107,"Brian Stuard",91,99.23,1043,27,1008,"BonusPutting",2014
109,109,"Robert Garrigus",80,99.22,1023,29,986,"BonusPutting",2014
109,109,"Heath Slocum",71,99.22,894,30,857,"BonusPutting",2014
111,111,"Jason Kokrak",65,99.19,862,22,833,"BonusPutting",2014
112,112,"Seung Yul Noh",92,99.17,1083,43,1031,"BonusPutting",2014
113,113,"Martin Kaymer",65,99.13,690,20,664,"BonusPutting",2014
114,114,"Brad Fritsch",50,99.12,569,15,549,"BonusPutting",2014
115,115,"Carl Pettersson",91,99.11,1240,30,1199,"BonusPutting",2014
116,116,"Charlie Beljan",76,99.08,974,32,933,"BonusPutting",2014
117,117,"Mark Wilson",69,99.07,856,22,826,"BonusPutting",2014
118,118,"James Driscoll",71,99.05,844,23,813,"BonusPutting",2014
118,118,"Shawn Stefani",60,99.05,845,28,809,"BonusPutting",2014
120,120,"Tyrone Van Aswegen",79,99.03,929,17,903,"BonusPutting",2014
121,121,"Kevin Tway",64,99.01,704,21,676,"BonusPutting",2014
122,122,"Bud Cauley",56,99,697,19,671,"BonusPutting",2014
122,122,"Brice Garnett",92,99,1098,21,1066,"BonusPutting",2014
122,122,"Cameron Tringale",111,99,1400,29,1357,"BonusPutting",2014
125,125,"Ted Potter Jr",68,98.95,861,23,829,"BonusPutting",2014
126,126,"Ernie Els",85,98.92,923,27,886,"BonusPutting",2014
126,126,"Henrik Stenson",56,98.92,553,20,527,"BonusPutting",2014
128,128,"Martin Laird",66,98.88,805,18,778,"BonusPutting",2014
128,128,"John Rollins",84,98.88,986,25,950,"BonusPutting",2014
130,130,"Ricky Barnes",92,98.86,1136,40,1083,"BonusPutting",2014
131,131,"Chad Campbell",57,98.84,687,25,654,"BonusPutting",2014
131,131,"Charlie Wi",72,98.84,949,29,909,"BonusPutting",2014
133,133,"Brian Davis",93,98.77,1142,33,1095,"BonusPutting",2014
133,133,"DH Lee",54,98.77,650,17,625,"BonusPutting",2014
135,135,"Phil Mickelson",71,98.71,700,24,667,"BonusPutting",2014
136,136,"Jim Renner",61,98.7,772,23,739,"BonusPutting",2014
136,136,"Robert Streb",75,98.7,924,33,879,"BonusPutting",2014
136,136,"Hudson Swafford",75,98.7,847,21,815,"BonusPutting",2014
139,139,"Derek Ernst",80,98.69,918,19,887,"BonusPutting",2014
140,140,"Kevin Stadler",90,98.67,979,25,941,"BonusPutting",2014
141,141,"Chesson Hadley",84,98.64,1027,28,985,"BonusPutting",2014
141,141,"Nick Watney",80,98.64,806,25,770,"BonusPutting",2014
143,143,"Trevor Immelman",84,98.51,1010,29,966,"BonusPutting",2014
144,144,"Martin Flores",85,98.48,986,27,944,"BonusPutting",2014
145,145,"Wes Roach",67,98.47,718,20,687,"BonusPutting",2014
146,146,"Kevin Chappell",100,98.43,1274,35,1219,"BonusPutting",2014
147,147,"DA Points",75,98.4,811,24,774,"BonusPutting",2014
148,148,"Paul Casey",56,98.38,617,21,586,"BonusPutting",2014
149,149,"Charl Schwartzel",64,98.33,779,21,745,"BonusPutting",2014
150,150,"Russell Knox",92,98.25,1200,27,1152,"BonusPutting",2014
150,150,"Michael Putnam",106,98.25,1372,25,1323,"BonusPutting",2014
152,152,"Scott Stallings",77,98.24,910,16,878,"BonusPutting",2014
153,153,"Jeff Maggert",54,97.99,648,14,621,"BonusPutting",2014
154,154,"Robert Allenby",83,97.94,1021,23,977,"BonusPutting",2014
154,154,"Ryo Ishikawa",75,97.94,872,20,834,"BonusPutting",2014
156,156,"JB Holmes",86,97.87,1125,26,1075,"BonusPutting",2014
157,157,"Rory Sabbatini",82,97.86,936,28,888,"BonusPutting",2014
158,158,"Vijay Singh",83,97.84,1155,39,1091,"BonusPutting",2014
159,159,"Gonzalo Fdez Castano",83,97.8,1001,24,955,"BonusPutting",2014
160,160,"Lee Westwood",57,97.72,613,21,578,"BonusPutting",2014
161,161,"Hideki Matsuyama",82,97.71,917,21,875,"BonusPutting",2014
162,162,"John Merrick",87,97.69,1084,36,1023,"BonusPutting",2014
162,162,"John Peterson",62,97.69,821,10,792,"BonusPutting",2014
164,164,"Steven Bowditch",93,97.68,1162,30,1105,"BonusPutting",2014
165,165,"Boo Weekley",73,97.57,863,17,825,"BonusPutting",2014
166,166,"Jonathan Byrd",76,97.52,968,14,930,"BonusPutting",2014
167,167,"Geoff Ogilvy",84,97.5,1080,34,1019,"BonusPutting",2014
168,168,"Davis Love III",74,97.44,939,26,889,"BonusPutting",2014
169,169,"Ken Duke",80,97.41,965,23,917,"BonusPutting",2014
170,170,"Louis Oosthuizen",50,96.83,442,12,416,"BonusPutting",2014
171,171,"Roberto Castro",76,96.47,877,22,824,"BonusPutting",2014
171,171,"Nicholas Thompson",85,96.47,1048,21,990,"BonusPutting",2014
173,173,"Kyle Stanley",87,96.36,1099,21,1038,"BonusPutting",2014
174,174,"Jhonattan Vegas",77,96.13,956,20,899,"BonusPutting",2014
175,175,"Jamie Lovemark",64,96.03,706,13,665,"BonusPutting",2014
176,176,"Jason Dufner",57,95.32,641,15,596,"BonusPutting",2014
177,177,"Lucas Glover",68,94.2,759,23,692,"BonusPutting",2014
