"LongestHoleOutsinyards_RANKTHISWEEK_2013","LongestHoleOutsinyards_RANKLASTWEEK_2013","LongestHoleOutsinyards_PLAYERNAME_2013","LongestHoleOutsinyards_ROUNDS_2013","LongestHoleOutsinyards_DISTANCE_2013","LongestHoleOutsinyards_TOURNAMENT_2013","LongestHoleOutsinyards_ROUNDCOURSE_2013","LongestHoleOutsinyards_HOLE_2013","stat_name","year"
68,69,"Brendon de Jonge",110,138,NA,1,1,"LongestHoleOutsinyards",2013
72,73,"KJ Choi",85,135,NA,3,14,"LongestHoleOutsinyards",2013
74,74,"Sangmoon Bae",83,134,NA,4,3,"LongestHoleOutsinyards",2013
75,75,"Troy Matteson",68,132,NA,2,3,"LongestHoleOutsinyards",2013
76,76,"Cameron Tringale",80,131,NA,3,1,"LongestHoleOutsinyards",2013
77,77,"Ken Duke",87,130,NA,2,18,"LongestHoleOutsinyards",2013
79,79,"Dicky Pride",71,128,NA,3,14,"LongestHoleOutsinyards",2013
79,80,"Ryo Ishikawa",72,128,NA,4,16,"LongestHoleOutsinyards",2013
81,81,"Jordan Spieth",82,127,NA,4,1,"LongestHoleOutsinyards",2013
82,82,"Matt Every",89,126,NA,2,11,"LongestHoleOutsinyards",2013
83,83,"Luke Donald",60,124,NA,2,5,"LongestHoleOutsinyards",2013
85,85,"Justin Bolli",59,123,NA,1,15,"LongestHoleOutsinyards",2013
86,86,"Brian Davis",91,122,NA,1,13,"LongestHoleOutsinyards",2013
88,88,"Aaron Baddeley",68,120,NA,1,1,"LongestHoleOutsinyards",2013
89,89,"Lee Williams",62,118,NA,1,17,"LongestHoleOutsinyards",2013
90,90,"Bill Haas",85,117,NA,1,6,"LongestHoleOutsinyards",2013
91,91,"Jim Furyk",80,115,NA,2,15,"LongestHoleOutsinyards",2013
91,92,"Retief Goosen",27,115,NA,2,4,"LongestHoleOutsinyards",2013
93,93,"Brian Gay",79,114,NA,2,6,"LongestHoleOutsinyards",2013
93,94,"Kevin Stadler",83,114,NA,1,2,"LongestHoleOutsinyards",2013
95,95,"Ricky Barnes",74,113,NA,4,7,"LongestHoleOutsinyards",2013
97,99,"Ben Kohles",75,112,NA,2,17,"LongestHoleOutsinyards",2013
101,101,"Brendan Steele",86,110,NA,1,16,"LongestHoleOutsinyards",2013
103,103,"Peter Hanson",45,108,NA,1,9,"LongestHoleOutsinyards",2013
104,104,"Webb Simpson",92,107,NA,4,8,"LongestHoleOutsinyards",2013
105,105,"Nicolas Colsaerts",50,106,NA,1,5,"LongestHoleOutsinyards",2013
107,107,"Boo Weekley",100,105,NA,2,10,"LongestHoleOutsinyards",2013
107,108,"Charlie Wi",75,105,NA,1,2,"LongestHoleOutsinyards",2013
110,110,"Colt Knost",69,103,NA,3,16,"LongestHoleOutsinyards",2013
111,111,"Justin Leonard",86,101,NA,2,17,"LongestHoleOutsinyards",2013
112,112,"Michael Bradley",56,100,NA,1,10,"LongestHoleOutsinyards",2013
113,113,"Steve Stricker",51,99,NA,3,15,"LongestHoleOutsinyards",2013
114,114,"Rickie Fowler",75,98,NA,2,9,"LongestHoleOutsinyards",2013
116,116,"Martin Flores",83,97,NA,1,17,"LongestHoleOutsinyards",2013
117,117,"Scott Piercy",78,96,NA,3,6,"LongestHoleOutsinyards",2013
117,118,"Bubba Watson",76,96,NA,3,12,"LongestHoleOutsinyards",2013
120,120,"Jimmy Walker",84,93,NA,2,13,"LongestHoleOutsinyards",2013
122,122,"Brandt Jobe",62,90,NA,1,8,"LongestHoleOutsinyards",2013
124,125,"Chad Campbell",78,88,NA,1,10,"LongestHoleOutsinyards",2013
127,127,"Matt Kuchar",93,86,NA,2,2,"LongestHoleOutsinyards",2013
130,132,"Ryan Moore",72,82,NA,2,10,"LongestHoleOutsinyards",2013
137,137,"Wes Short Jr",40,74,NA,4,15,"LongestHoleOutsinyards",2013
138,138,"Jeff Maggert",63,71,NA,1,3,"LongestHoleOutsinyards",2013
141,141,"David Toms",49,67,NA,4,6,"LongestHoleOutsinyards",2013
142,142,"Luke Guthrie",82,66,NA,1,18,"LongestHoleOutsinyards",2013
145,145,"Dean Wilson",8,59,NA,2,9,"LongestHoleOutsinyards",2013
146,146,"John Rollins",77,58,NA,4,8,"LongestHoleOutsinyards",2013
147,147,"Johnson Wagner",64,56,NA,2,5,"LongestHoleOutsinyards",2013
148,148,"Vijay Singh",61,55,NA,2,4,"LongestHoleOutsinyards",2013
149,150,"Ernie Els",63,54,NA,3,18,"LongestHoleOutsinyards",2013
152,152,"Ted Potter Jr",65,52,NA,3,15,"LongestHoleOutsinyards",2013
154,154,"John Senden",79,48,NA,1,12,"LongestHoleOutsinyards",2013
155,156,"Bryce Molder",82,46,NA,2,14,"LongestHoleOutsinyards",2013
157,157,"Shawn Stefani",63,45,NA,2,17,"LongestHoleOutsinyards",2013
159,160,"Francesco Molinari",27,42,NA,2,4,"LongestHoleOutsinyards",2013
161,162,"John Peterson",21,40,NA,3,10,"LongestHoleOutsinyards",2013
161,163,"Josh Teater",86,40,NA,3,16,"LongestHoleOutsinyards",2013
164,164,"Joe Affrunti",15,39,NA,1,1,"LongestHoleOutsinyards",2013
165,166,"Bob Estes",66,38,NA,1,5,"LongestHoleOutsinyards",2013
165,169,"Brendon Todd",37,38,NA,2,15,"LongestHoleOutsinyards",2013
170,170,"Kevin Na",22,37,NA,2,17,"LongestHoleOutsinyards",2013
173,175,"Mikko Ilonen",10,36,NA,3,18,"LongestHoleOutsinyards",2013
173,177,"Stuart Appleby",88,36,NA,1,13,"LongestHoleOutsinyards",2013
178,180,"Brian Harman",89,35,NA,2,18,"LongestHoleOutsinyards",2013
178,181,"Morgan Hoffmann",64,35,NA,4,10,"LongestHoleOutsinyards",2013
183,184,"Tom Gillis",69,34,NA,4,2,"LongestHoleOutsinyards",2013
187,188,"DH Lee",65,33,NA,3,8,"LongestHoleOutsinyards",2013
187,191,"Chris Williams",14,33,NA,4,18,"LongestHoleOutsinyards",2013
192,195,"Scott Verplank",37,32,NA,2,16,"LongestHoleOutsinyards",2013
192,196,"Michael Block",3,32,NA,1,11,"LongestHoleOutsinyards",2013
197,200,"Lee Westwood",70,31,NA,2,11,"LongestHoleOutsinyards",2013
