"FairwayApproachRTPScore_RANKTHISWEEK_2006","FairwayApproachRTPScore_RANKLASTWEEK_2006","FairwayApproachRTPScore_PLAYERNAME_2006","FairwayApproachRTPScore_ROUNDS_2006","FairwayApproachRTPScore_AVGRTP_2006","stat_name","year"
28,28,"Brian Gay",107,-0.1,"FairwayApproachRTPScore",2006
28,28,"Kevin Sutherland",100,-0.1,"FairwayApproachRTPScore",2006
30,30,"Geoff Ogilvy",76,-0.097,"FairwayApproachRTPScore",2006
31,31,"Retief Goosen",68,-0.096,"FairwayApproachRTPScore",2006
32,32,"Daniel Chopra",110,-0.095,"FairwayApproachRTPScore",2006
32,32,"Shaun Micheel",96,-0.095,"FairwayApproachRTPScore",2006
32,32,"John Senden",96,-0.095,"FairwayApproachRTPScore",2006
35,35,"Robert Allenby",79,-0.094,"FairwayApproachRTPScore",2006
35,35,"Harrison Frazar",95,-0.094,"FairwayApproachRTPScore",2006
37,37,"Michael Allen",84,-0.093,"FairwayApproachRTPScore",2006
37,37,"Zach Johnson",98,-0.093,"FairwayApproachRTPScore",2006
37,37,"Stephen Leaney",84,-0.093,"FairwayApproachRTPScore",2006
40,40,"Jose Maria Olazabal",62,-0.091,"FairwayApproachRTPScore",2006
41,41,"Rich Beem",85,-0.09,"FairwayApproachRTPScore",2006
42,42,"Camilo Villegas",95,-0.088,"FairwayApproachRTPScore",2006
43,43,"Bill Haas",99,-0.087,"FairwayApproachRTPScore",2006
43,43,"JJ Henry",96,-0.087,"FairwayApproachRTPScore",2006
43,43,"Vaughn Taylor",88,-0.087,"FairwayApproachRTPScore",2006
46,46,"Jeff Gove",91,-0.086,"FairwayApproachRTPScore",2006
46,46,"Mike Weir",88,-0.086,"FairwayApproachRTPScore",2006
48,48,"KJ Choi",93,-0.085,"FairwayApproachRTPScore",2006
48,48,"Kent Jones",103,-0.085,"FairwayApproachRTPScore",2006
48,48,"Tom Pernice Jr",108,-0.085,"FairwayApproachRTPScore",2006
48,48,"Scott Verplank",88,-0.085,"FairwayApproachRTPScore",2006
52,52,"Stuart Appleby",83,-0.084,"FairwayApproachRTPScore",2006
52,52,"Ben Crane",85,-0.084,"FairwayApproachRTPScore",2006
52,52,"Jesper Parnevik",84,-0.084,"FairwayApproachRTPScore",2006
55,55,"Rory Sabbatini",84,-0.083,"FairwayApproachRTPScore",2006
56,56,"Mark Wilson",79,-0.082,"FairwayApproachRTPScore",2006
57,57,"Jason Bohn",104,-0.081,"FairwayApproachRTPScore",2006
57,57,"Jeff Sluman",101,-0.081,"FairwayApproachRTPScore",2006
59,59,"David Branshaw",98,-0.08,"FairwayApproachRTPScore",2006
59,59,"Skip Kendall",72,-0.08,"FairwayApproachRTPScore",2006
59,59,"Hunter Mahan",98,-0.08,"FairwayApproachRTPScore",2006
62,62,"Tim Clark",80,-0.079,"FairwayApproachRTPScore",2006
62,62,"Sergio Garcia",59,-0.079,"FairwayApproachRTPScore",2006
62,62,"JB Holmes",81,-0.079,"FairwayApproachRTPScore",2006
62,62,"Brandt Jobe",91,-0.079,"FairwayApproachRTPScore",2006
66,66,"Mathias Gronberg",92,-0.078,"FairwayApproachRTPScore",2006
66,66,"Bo Van Pelt",102,-0.078,"FairwayApproachRTPScore",2006
68,68,"Ryuji Imada",105,-0.077,"FairwayApproachRTPScore",2006
68,68,"Steve Lowery",99,-0.077,"FairwayApproachRTPScore",2006
68,68,"Greg Owen",79,-0.077,"FairwayApproachRTPScore",2006
71,71,"Ian Poulter",53,-0.075,"FairwayApproachRTPScore",2006
72,72,"Nathan Green",108,-0.074,"FairwayApproachRTPScore",2006
73,73,"Brent Geiberger",99,-0.073,"FairwayApproachRTPScore",2006
74,74,"Woody Austin",107,-0.072,"FairwayApproachRTPScore",2006
74,74,"Craig Barlow",77,-0.072,"FairwayApproachRTPScore",2006
74,74,"Alex Cejka",93,-0.072,"FairwayApproachRTPScore",2006
74,74,"Steve Flesch",119,-0.072,"FairwayApproachRTPScore",2006
74,74,"Joe Ogilvie",95,-0.072,"FairwayApproachRTPScore",2006
74,74,"Nick Watney",97,-0.072,"FairwayApproachRTPScore",2006
74,74,"Dean Wilson",115,-0.072,"FairwayApproachRTPScore",2006
81,81,"Duffy Waldorf",96,-0.071,"FairwayApproachRTPScore",2006
82,82,"Eric Axley",91,-0.07,"FairwayApproachRTPScore",2006
82,82,"Briny Baird",81,-0.07,"FairwayApproachRTPScore",2006
82,82,"Ted Purdy",103,-0.07,"FairwayApproachRTPScore",2006
82,82,"Charles Warren",93,-0.07,"FairwayApproachRTPScore",2006
86,86,"Ryan Moore",68,-0.069,"FairwayApproachRTPScore",2006
87,87,"Marco Dawson",87,-0.067,"FairwayApproachRTPScore",2006
87,87,"Bernhard Langer",77,-0.067,"FairwayApproachRTPScore",2006
87,87,"Will Ma Kenzie",91,-0.067,"FairwayApproachRTPScore",2006
87,87,"Jeff Overton",95,-0.067,"FairwayApproachRTPScore",2006
87,87,"Omar Uresti",61,-0.067,"FairwayApproachRTPScore",2006
92,92,"Freddie Jacobson",56,-0.066,"FairwayApproachRTPScore",2006
92,92,"DJ Trahan",92,-0.066,"FairwayApproachRTPScore",2006
94,94,"Paul Azinger",87,-0.065,"FairwayApproachRTPScore",2006
94,94,"Chad Campbell",91,-0.065,"FairwayApproachRTPScore",2006
94,94,"Corey Pavin",74,-0.065,"FairwayApproachRTPScore",2006
94,94,"John Rollins",93,-0.065,"FairwayApproachRTPScore",2006
98,98,"Shigeki Maruyama",94,-0.064,"FairwayApproachRTPScore",2006
98,98,"Chris Riley",86,-0.064,"FairwayApproachRTPScore",2006
98,98,"Jerry Smith",94,-0.064,"FairwayApproachRTPScore",2006
101,101,"Olin Browne",108,-0.063,"FairwayApproachRTPScore",2006
101,101,"Bob May",65,-0.063,"FairwayApproachRTPScore",2006
103,103,"John Cook",67,-0.062,"FairwayApproachRTPScore",2006
103,103,"Joe Durant",101,-0.062,"FairwayApproachRTPScore",2006
103,103,"Danny Ellis",68,-0.062,"FairwayApproachRTPScore",2006
106,106,"Kenny Perry",73,-0.061,"FairwayApproachRTPScore",2006
107,107,"Bob Estes",85,-0.059,"FairwayApproachRTPScore",2006
108,108,"Fred Funk",106,-0.057,"FairwayApproachRTPScore",2006
108,108,"Charles Howell III",96,-0.057,"FairwayApproachRTPScore",2006
108,108,"Carl Pettersson",95,-0.057,"FairwayApproachRTPScore",2006
111,111,"Aaron Baddeley",78,-0.055,"FairwayApproachRTPScore",2006
111,111,"Bart Bryant",87,-0.055,"FairwayApproachRTPScore",2006
111,111,"Kris Cox",83,-0.055,"FairwayApproachRTPScore",2006
111,111,"Brian Davis",92,-0.055,"FairwayApproachRTPScore",2006
111,111,"Troy Matteson",101,-0.055,"FairwayApproachRTPScore",2006
111,111,"DA Points",82,-0.055,"FairwayApproachRTPScore",2006
117,117,"Ben Curtis",86,-0.053,"FairwayApproachRTPScore",2006
117,117,"Ryan Palmer",101,-0.053,"FairwayApproachRTPScore",2006
117,117,"Heath Slocum",96,-0.053,"FairwayApproachRTPScore",2006
117,117,"Kirk Triplett",58,-0.053,"FairwayApproachRTPScore",2006
117,117,"Bob Tway",81,-0.053,"FairwayApproachRTPScore",2006
122,122,"Chris DiMarco",83,-0.052,"FairwayApproachRTPScore",2006
123,123,"Robert Gamez",94,-0.051,"FairwayApproachRTPScore",2006
123,123,"Paul Goydos",72,-0.051,"FairwayApproachRTPScore",2006
125,125,"Mathew Goggin",72,-0.05,"FairwayApproachRTPScore",2006
125,125,"Scott Gutschewski",53,-0.05,"FairwayApproachRTPScore",2006
127,127,"JP Hayes",55,-0.049,"FairwayApproachRTPScore",2006
127,127,"Pat Perez",50,-0.049,"FairwayApproachRTPScore",2006
127,127,"Joey Sindelar",90,-0.049,"FairwayApproachRTPScore",2006
127,127,"Chris Smith",67,-0.049,"FairwayApproachRTPScore",2006
131,131,"Bubba Dickerson",98,-0.048,"FairwayApproachRTPScore",2006
132,132,"Billy Andrade",78,-0.047,"FairwayApproachRTPScore",2006
132,132,"John Huston",74,-0.047,"FairwayApproachRTPScore",2006
134,134,"Jeff Maggert",81,-0.046,"FairwayApproachRTPScore",2006
135,135,"David McKenzie",82,-0.045,"FairwayApproachRTPScore",2006
135,135,"Ron Whittaker",81,-0.045,"FairwayApproachRTPScore",2006
137,137,"Daisuke Maruyama",83,-0.043,"FairwayApproachRTPScore",2006
138,138,"Jimmy Walker",60,-0.042,"FairwayApproachRTPScore",2006
139,139,"Steve Elkington",52,-0.041,"FairwayApproachRTPScore",2006
139,139,"Robert Garrigus",85,-0.041,"FairwayApproachRTPScore",2006
139,139,"Dudley Hart",83,-0.041,"FairwayApproachRTPScore",2006
142,142,"Shane Bertsch",104,-0.04,"FairwayApproachRTPScore",2006
143,143,"Justin Leonard",83,-0.038,"FairwayApproachRTPScore",2006
144,144,"Jonathan Kaye",95,-0.037,"FairwayApproachRTPScore",2006
145,145,"Chris Couch",75,-0.036,"FairwayApproachRTPScore",2006
145,145,"Greg Kraft",79,-0.036,"FairwayApproachRTPScore",2006
147,147,"Carlos Franco",86,-0.035,"FairwayApproachRTPScore",2006
148,148,"Tommy Armour III",65,-0.034,"FairwayApproachRTPScore",2006
149,149,"Todd Fischer",101,-0.033,"FairwayApproachRTPScore",2006
149,149,"Paul Stankowski",70,-0.033,"FairwayApproachRTPScore",2006
151,151,"Jeff Brehaut",100,-0.032,"FairwayApproachRTPScore",2006
151,151,"Tim Herron",82,-0.032,"FairwayApproachRTPScore",2006
151,151,"Larry Mize",53,-0.032,"FairwayApproachRTPScore",2006
154,154,"Thomas Levet",53,-0.031,"FairwayApproachRTPScore",2006
154,154,"Billy Mayfair",94,-0.031,"FairwayApproachRTPScore",2006
154,154,"Tag Ridings",103,-0.031,"FairwayApproachRTPScore",2006
157,157,"John Daly",51,-0.03,"FairwayApproachRTPScore",2006
158,158,"Arjun Atwal",97,-0.029,"FairwayApproachRTPScore",2006
158,158,"Tjaart van der Walt",60,-0.029,"FairwayApproachRTPScore",2006
160,160,"Steve Jones",83,-0.028,"FairwayApproachRTPScore",2006
161,161,"Lee Janzen",79,-0.027,"FairwayApproachRTPScore",2006
162,162,"Jason Gore",86,-0.026,"FairwayApproachRTPScore",2006
163,163,"Robert Damron",91,-0.024,"FairwayApproachRTPScore",2006
163,163,"Tom Lehman",70,-0.024,"FairwayApproachRTPScore",2006
163,163,"Sean OHair",100,-0.024,"FairwayApproachRTPScore",2006
163,163,"Mike Sposa",68,-0.024,"FairwayApproachRTPScore",2006
167,167,"Tim Petrovic",95,-0.023,"FairwayApproachRTPScore",2006
168,168,"Ian Leggatt",80,-0.022,"FairwayApproachRTPScore",2006
169,169,"Henrik Bjornstad",97,-0.021,"FairwayApproachRTPScore",2006
169,169,"David Duval",71,-0.021,"FairwayApproachRTPScore",2006
171,171,"Len Mattiace",59,-0.02,"FairwayApproachRTPScore",2006
172,172,"Mark Calcavecchia",94,-0.019,"FairwayApproachRTPScore",2006
173,173,"Brian Bateman",69,-0.018,"FairwayApproachRTPScore",2006
174,174,"Wes Short Jr",96,-0.016,"FairwayApproachRTPScore",2006
175,175,"Jason Schultz",77,-0.015,"FairwayApproachRTPScore",2006
176,176,"Doug Barron",74,-0.004,"FairwayApproachRTPScore",2006
176,176,"JL Lewis",57,-0.004,"FairwayApproachRTPScore",2006
178,178,"Vance Veazey",59,-0.003,"FairwayApproachRTPScore",2006
179,179,"Mark Brooks",90,-0.002,"FairwayApproachRTPScore",2006
180,180,"Nicholas Thompson",96,-0.001,"FairwayApproachRTPScore",2006
181,181,"Jon Mills",68,0,"FairwayApproachRTPScore",2006
181,181,"Roger Tambellini",64,0,"FairwayApproachRTPScore",2006
183,183,"Peter Lonard",77,0.001,"FairwayApproachRTPScore",2006
184,184,"Greg Chalmers",71,0.003,"FairwayApproachRTPScore",2006
184,184,"Fred Couples",52,0.003,"FairwayApproachRTPScore",2006
184,184,"Patrick Sheehan",104,0.003,"FairwayApproachRTPScore",2006
187,187,"James Driscoll",80,0.004,"FairwayApproachRTPScore",2006
187,187,"Brad Faxon",78,0.004,"FairwayApproachRTPScore",2006
189,189,"Michael Connell",51,0.005,"FairwayApproachRTPScore",2006
189,189,"John Engler Jr",69,0.005,"FairwayApproachRTPScore",2006
191,191,"Matt Hansen",68,0.016,"FairwayApproachRTPScore",2006
192,192,"Mark OMeara",52,0.022,"FairwayApproachRTPScore",2006
193,193,"Todd Hamilton",72,0.029,"FairwayApproachRTPScore",2006
194,194,"Ryan Hietala",61,0.033,"FairwayApproachRTPScore",2006
195,195,"Alex Aragon",63,0.039,"FairwayApproachRTPScore",2006
196,196,"Hidemichi Tanaka",74,0.059,"FairwayApproachRTPScore",2006
