"SmashFactor_RANKTHISWEEK_2008","SmashFactor_RANKLASTWEEK_2008","SmashFactor_PLAYERNAME_2008","SmashFactor_ROUNDS_2008","SmashFactor_AVG_2008","SmashFactor_TOTALSMASHFACTOR_2008","SmashFactor_TOTALATTEMPTS_2008","SmashFactor_HIGHESTVALUE_2008","SmashFactor_LOWESTVALUE_2008","stat_name","year"
40,40,"Trevor Immelman",70,1.474,73.682,50,1.491,1.443,"SmashFactor",2008
40,40,"Matt Jones",95,1.474,109.11,74,1.508,1.449,"SmashFactor",2008
40,40,"Greg Kraft",63,1.474,66.323,45,1.489,1.461,"SmashFactor",2008
40,40,"Cliff Kresge",84,1.474,103.158,70,1.491,1.435,"SmashFactor",2008
40,40,"Stephen Leaney",53,1.474,58.962,40,1.491,1.439,"SmashFactor",2008
40,40,"Tom Lehman",51,1.474,56.019,38,1.52,1.433,"SmashFactor",2008
40,40,"Michael Letzig",88,1.474,100.215,68,1.506,1.433,"SmashFactor",2008
40,40,"Parker McLachlin",88,1.474,100.23,68,1.499,1.393,"SmashFactor",2008
40,40,"George McNeill",97,1.474,126.786,86,1.495,1.451,"SmashFactor",2008
40,40,"Phil Mickelson",80,1.474,76.663,52,1.504,1.425,"SmashFactor",2008
40,40,"Ryan Moore",72,1.474,82.536,56,1.489,1.453,"SmashFactor",2008
40,40,"Geoff Ogilvy",65,1.474,69.285,47,1.497,1.447,"SmashFactor",2008
40,40,"Jeff Overton",103,1.474,112.039,76,1.51,1.403,"SmashFactor",2008
40,40,"Travis Perkins",53,1.474,36.853,25,1.491,1.461,"SmashFactor",2008
40,40,"Carl Pettersson",110,1.474,140.007,95,1.491,1.453,"SmashFactor",2008
40,40,"Ian Poulter",51,1.474,54.545,37,1.489,1.457,"SmashFactor",2008
40,40,"Tom Scherrer",56,1.474,56.02,38,1.495,1.435,"SmashFactor",2008
40,40,"Heath Slocum",104,1.474,132.699,90,1.497,1.453,"SmashFactor",2008
40,40,"Steve Stricker",75,1.474,79.588,54,1.485,1.459,"SmashFactor",2008
40,40,"Vaughn Taylor",103,1.474,128.229,87,1.493,1.447,"SmashFactor",2008
40,40,"Kyle Thompson",70,1.474,82.554,56,1.493,1.455,"SmashFactor",2008
40,40,"Bo Van Pelt",101,1.474,119.425,81,1.497,1.437,"SmashFactor",2008
40,40,"Jimmy Walker",73,1.474,72.227,49,1.497,1.453,"SmashFactor",2008
40,40,"Ron Whittaker",54,1.474,57.497,39,1.485,1.457,"SmashFactor",2008
71,71,"Steve Allan",58,1.473,63.347,43,1.489,1.447,"SmashFactor",2008
71,71,"Stuart Appleby",87,1.473,91.34,62,1.495,1.405,"SmashFactor",2008
71,71,"Ryan Armour",87,1.473,98.715,67,1.485,1.457,"SmashFactor",2008
71,71,"Justin Bolli",87,1.473,101.661,69,1.491,1.439,"SmashFactor",2008
71,71,"Olin Browne",77,1.473,97.185,66,1.506,1.445,"SmashFactor",2008
71,71,"Alejandro Canizares",52,1.473,60.383,41,1.493,1.415,"SmashFactor",2008
71,71,"Alex Cejka",75,1.473,76.613,52,1.5,1.433,"SmashFactor",2008
71,71,"Fred Couples",60,1.473,50.074,34,1.483,1.461,"SmashFactor",2008
71,71,"Glen Day",64,1.473,70.706,48,1.495,1.457,"SmashFactor",2008
71,71,"Kenneth Ferrie",72,1.473,80.993,55,1.493,1.437,"SmashFactor",2008
71,71,"Robert Garrigus",90,1.473,94.258,64,1.495,1.445,"SmashFactor",2008
71,71,"Paul Goydos",78,1.473,95.718,65,1.5,1.427,"SmashFactor",2008
71,71,"Padraig Harrington",52,1.473,38.292,26,1.491,1.439,"SmashFactor",2008
71,71,"Dudley Hart",74,1.473,94.267,64,1.504,1.403,"SmashFactor",2008
71,71,"JB Holmes",86,1.473,64.79,44,1.487,1.449,"SmashFactor",2008
71,71,"Kent Jones",68,1.473,72.182,49,1.5,1.445,"SmashFactor",2008
71,71,"Anthony Kim",81,1.473,95.725,65,1.497,1.453,"SmashFactor",2008
71,71,"Matt Kuchar",88,1.473,94.252,64,1.491,1.457,"SmashFactor",2008
71,71,"Doug LaBelle II",65,1.473,66.289,45,1.487,1.447,"SmashFactor",2008
71,71,"Justin Leonard",101,1.473,114.924,78,1.487,1.459,"SmashFactor",2008
71,71,"Hunter Mahan",87,1.473,106.048,72,1.491,1.413,"SmashFactor",2008
71,71,"John Mallinger",95,1.473,114.919,78,1.489,1.453,"SmashFactor",2008
71,71,"Steve Marino",119,1.473,129.621,88,1.493,1.431,"SmashFactor",2008
71,71,"Jon Mills",95,1.473,82.46,56,1.495,1.443,"SmashFactor",2008
71,71,"Corey Pavin",69,1.473,73.668,50,1.489,1.445,"SmashFactor",2008
71,71,"Rory Sabbatini",77,1.473,98.683,67,1.489,1.439,"SmashFactor",2008
71,71,"Patrick Sheehan",124,1.473,139.952,95,1.502,1.441,"SmashFactor",2008
71,71,"Vijay Singh",82,1.473,91.313,62,1.487,1.463,"SmashFactor",2008
71,71,"Bob Sowards",61,1.473,63.337,43,1.491,1.445,"SmashFactor",2008
71,71,"Chris Stroud",81,1.473,92.827,63,1.497,1.459,"SmashFactor",2008
71,71,"Kevin Sutherland",98,1.473,126.679,86,1.487,1.449,"SmashFactor",2008
71,71,"DJ Trahan",94,1.473,106.084,72,1.491,1.431,"SmashFactor",2008
71,71,"Omar Uresti",74,1.473,80.999,55,1.497,1.449,"SmashFactor",2008
71,71,"Camilo Villegas",79,1.473,86.893,59,1.52,1.447,"SmashFactor",2008
105,105,"Brad Adamonis",87,1.472,104.486,71,1.504,1.393,"SmashFactor",2008
105,105,"Eric Axley",113,1.472,128.051,87,1.497,1.437,"SmashFactor",2008
105,105,"Cameron Beckman",87,1.472,89.784,61,1.491,1.443,"SmashFactor",2008
105,105,"Gavin Coles",54,1.472,54.473,37,1.485,1.453,"SmashFactor",2008
105,105,"Ben Curtis",80,1.472,100.072,68,1.487,1.449,"SmashFactor",2008
105,105,"Brian Davis",108,1.472,147.175,100,1.506,1.441,"SmashFactor",2008
105,105,"Brad Elder",67,1.472,73.606,50,1.489,1.449,"SmashFactor",2008
105,105,"Tommy Gainey",60,1.472,58.879,40,1.502,1.437,"SmashFactor",2008
105,105,"Robert Gamez",79,1.472,94.212,64,1.493,1.395,"SmashFactor",2008
105,105,"Tim Herron",97,1.472,114.834,78,1.495,1.437,"SmashFactor",2008
105,105,"Tom Pernice Jr",104,1.472,142.797,97,1.491,1.431,"SmashFactor",2008
105,105,"Chez Reavie",102,1.472,136.921,93,1.489,1.445,"SmashFactor",2008
105,105,"Andres Romero",69,1.472,66.231,45,1.481,1.433,"SmashFactor",2008
105,105,"Adam Scott",51,1.472,50.046,34,1.485,1.463,"SmashFactor",2008
105,105,"Mark Wilson",107,1.472,157.455,107,1.493,1.437,"SmashFactor",2008
120,120,"Tommy Armour III",77,1.471,95.639,65,1.497,1.427,"SmashFactor",2008
120,120,"Chad Campbell",94,1.471,133.85,91,1.491,1.441,"SmashFactor",2008
120,120,"Paul Casey",55,1.471,45.597,31,1.483,1.447,"SmashFactor",2008
120,120,"Tim Clark",90,1.471,102.998,70,1.495,1.441,"SmashFactor",2008
120,120,"Chris DiMarco",87,1.471,105.929,72,1.502,1.417,"SmashFactor",2008
120,120,"Jim Furyk",95,1.471,123.572,84,1.487,1.425,"SmashFactor",2008
120,120,"Jeff Gove",50,1.471,57.357,39,1.495,1.441,"SmashFactor",2008
120,120,"Nathan Green",95,1.471,105.885,72,1.493,1.411,"SmashFactor",2008
120,120,"Dustin Johnson",92,1.471,100.016,68,1.489,1.429,"SmashFactor",2008
120,120,"Jerry Kelly",89,1.471,111.824,76,1.495,1.423,"SmashFactor",2008
120,120,"Steve Lowery",74,1.471,92.673,63,1.495,1.441,"SmashFactor",2008
120,120,"John Merrick",98,1.471,102.957,70,1.5,1.447,"SmashFactor",2008
120,120,"Jin Park",85,1.471,95.593,65,1.497,1.439,"SmashFactor",2008
120,120,"Tim Petrovic",97,1.471,110.302,75,1.489,1.391,"SmashFactor",2008
120,120,"Jeff Quinney",87,1.471,91.224,62,1.485,1.395,"SmashFactor",2008
120,120,"Dean Wilson",109,1.471,126.504,86,1.497,1.423,"SmashFactor",2008
136,136,"Marco Dawson",64,1.47,67.613,46,1.524,1.395,"SmashFactor",2008
136,136,"Joe Durant",92,1.47,113.216,77,1.499,1.366,"SmashFactor",2008
136,136,"Frank Lickliter II",107,1.47,135.243,92,1.51,1.429,"SmashFactor",2008
136,136,"Kevin Na",97,1.47,119.094,81,1.506,1.439,"SmashFactor",2008
136,136,"Kenny Perry",97,1.47,126.457,86,1.487,1.397,"SmashFactor",2008
141,141,"Aaron Baddeley",76,1.469,82.291,56,1.491,1.439,"SmashFactor",2008
141,141,"Jason Gore",94,1.469,86.668,59,1.5,1.385,"SmashFactor",2008
141,141,"Freddie Jacobson",78,1.469,92.547,63,1.489,1.399,"SmashFactor",2008
141,141,"Zach Johnson",85,1.469,111.646,76,1.489,1.441,"SmashFactor",2008
141,141,"Sean OHair",81,1.469,94.022,64,1.487,1.423,"SmashFactor",2008
141,141,"Jesper Parnevik",88,1.469,105.8,72,1.487,1.421,"SmashFactor",2008
141,141,"Brett Quigley",80,1.469,91.101,62,1.491,1.308,"SmashFactor",2008
141,141,"Johnson Wagner",83,1.469,95.486,65,1.497,1.433,"SmashFactor",2008
150,150,"Nick Flanagan",89,1.468,110.083,75,1.487,1.389,"SmashFactor",2008
150,150,"Charley Hoffman",94,1.468,127.747,87,1.487,1.407,"SmashFactor",2008
150,150,"Troy Matteson",94,1.468,126.248,86,1.491,1.433,"SmashFactor",2008
150,150,"Rod Pampling",83,1.468,91.001,62,1.5,1.429,"SmashFactor",2008
150,150,"Ted Purdy",68,1.468,66.066,45,1.493,1.403,"SmashFactor",2008
150,150,"Nicholas Thompson",113,1.468,129.141,88,1.5,1.387,"SmashFactor",2008
150,150,"Charles Warren",79,1.468,96.88,66,1.485,1.439,"SmashFactor",2008
150,150,"Boo Weekley",86,1.468,101.27,69,1.493,1.427,"SmashFactor",2008
158,158,"Woody Austin",109,1.467,134.982,92,1.497,1.405,"SmashFactor",2008
158,158,"Jason Day",81,1.467,108.589,74,1.5,1.387,"SmashFactor",2008
158,158,"Lucas Glover",91,1.467,117.394,80,1.483,1.421,"SmashFactor",2008
158,158,"Ryuji Imada",80,1.467,98.273,67,1.483,1.352,"SmashFactor",2008
158,158,"Shigeki Maruyama",50,1.467,63.081,43,1.487,1.423,"SmashFactor",2008
158,158,"John Riegger",73,1.467,82.13,56,1.491,1.409,"SmashFactor",2008
158,158,"Brandt Snedeker",85,1.467,104.151,71,1.485,1.437,"SmashFactor",2008
158,158,"Mike Weir",88,1.467,99.762,68,1.497,1.435,"SmashFactor",2008
166,166,"JJ Henry",108,1.466,137.779,94,1.489,1.346,"SmashFactor",2008
167,167,"Stephen Ames",83,1.465,106.977,73,1.502,1.358,"SmashFactor",2008
167,167,"Billy Andrade",71,1.465,73.274,50,1.487,1.435,"SmashFactor",2008
167,167,"Chad Collins",72,1.465,89.373,61,1.495,1.427,"SmashFactor",2008
167,167,"Charles Howell III",101,1.465,121.581,83,1.487,1.409,"SmashFactor",2008
167,167,"Kevin Stadler",90,1.465,86.449,59,1.491,1.421,"SmashFactor",2008
172,172,"Bill Haas",99,1.464,127.347,87,1.493,1.413,"SmashFactor",2008
172,172,"Bob Tway",70,1.464,71.717,49,1.495,1.413,"SmashFactor",2008
172,172,"Charlie Wi",97,1.464,128.871,88,1.504,1.417,"SmashFactor",2008
175,175,"Jonathan Byrd",88,1.463,114.128,78,1.506,1.401,"SmashFactor",2008
175,175,"Daniel Chopra",84,1.463,96.538,66,1.491,1.413,"SmashFactor",2008
177,177,"Brandt Jobe",52,1.462,58.478,40,1.483,1.431,"SmashFactor",2008
177,177,"Marc Turnesa",87,1.462,102.365,70,1.485,1.419,"SmashFactor",2008
179,179,"Pat Perez",93,1.461,105.186,72,1.485,1.423,"SmashFactor",2008
180,180,"Paul Claxton",63,1.46,67.162,46,1.493,1.403,"SmashFactor",2008
180,180,"Bob Estes",90,1.46,103.652,71,1.5,1.385,"SmashFactor",2008
180,180,"Will Ma Kenzie",62,1.46,83.221,57,1.483,1.405,"SmashFactor",2008
180,180,"Brett Rumford",72,1.46,81.736,56,1.483,1.395,"SmashFactor",2008
180,180,"YE Yang",89,1.46,106.587,73,1.485,1.427,"SmashFactor",2008
185,185,"Sergio Garcia",72,1.459,71.511,49,1.481,1.419,"SmashFactor",2008
186,186,"Lee Janzen",89,1.458,99.124,68,1.483,1.421,"SmashFactor",2008
187,187,"James Driscoll",85,1.457,93.276,64,1.485,1.399,"SmashFactor",2008
187,187,"Retief Goosen",59,1.457,53.897,37,1.481,1.395,"SmashFactor",2008
189,189,"Michael Allen",91,1.455,103.279,71,1.512,1.399,"SmashFactor",2008
190,190,"Bart Bryant",81,1.453,103.184,71,1.487,1.393,"SmashFactor",2008
191,191,"Jason Allred",63,1.452,65.325,45,1.485,1.397,"SmashFactor",2008
191,191,"John Senden",93,1.452,103.101,71,1.483,1.403,"SmashFactor",2008
193,193,"Mark Calcavecchia",67,1.451,68.175,47,1.481,1.364,"SmashFactor",2008
193,193,"Scott McCarron",63,1.451,72.564,50,1.487,1.409,"SmashFactor",2008
195,195,"Kevin Streelman",114,1.448,127.413,88,1.508,1.391,"SmashFactor",2008
196,196,"Carlos Franco",73,1.447,66.56,46,1.479,1.393,"SmashFactor",2008
196,196,"Brian Gay",102,1.447,125.877,87,1.479,1.393,"SmashFactor",2008
