"FinalRoundScoringAverage_RANKTHISWEEK_2011","FinalRoundScoringAverage_RANKLASTWEEK_2011","FinalRoundScoringAverage_PLAYERNAME_2011","FinalRoundScoringAverage__2011","FinalRoundScoringAverage_AVG_2011","FinalRoundScoringAverage_TOTALSTROKES_2011","FinalRoundScoringAverage_TOTALROUNDS_2011","stat_name","year"
33,33,"Aron Price",NA,70.2,702,10,"FinalRoundScoringAverage",2011
34,34,"Brian Gay",NA,70.22,1264,18,"FinalRoundScoringAverage",2011
35,35,"Matt Kuchar",NA,70.24,1475,21,"FinalRoundScoringAverage",2011
36,36,"Steven Bowditch",NA,70.27,1054,15,"FinalRoundScoringAverage",2011
36,36,"Chris DiMarco",NA,70.27,1054,15,"FinalRoundScoringAverage",2011
38,38,"Gary Woodland",NA,70.29,1476,21,"FinalRoundScoringAverage",2011
39,39,"Robert Allenby",NA,70.33,1266,18,"FinalRoundScoringAverage",2011
39,39,"Michael Bradley",NA,70.33,844,12,"FinalRoundScoringAverage",2011
39,39,"Hunter Mahan",NA,70.33,1477,21,"FinalRoundScoringAverage",2011
39,39,"Graeme McDowell",NA,70.33,633,9,"FinalRoundScoringAverage",2011
39,39,"Vijay Singh",NA,70.33,1055,15,"FinalRoundScoringAverage",2011
39,39,"Will Strickler",NA,70.33,422,6,"FinalRoundScoringAverage",2011
45,45,"KJ Choi",NA,70.35,1196,17,"FinalRoundScoringAverage",2011
46,46,"Ben Crane",NA,70.36,985,14,"FinalRoundScoringAverage",2011
46,46,"Tim Herron",NA,70.36,985,14,"FinalRoundScoringAverage",2011
48,48,"Jonathan Byrd",NA,70.38,1126,16,"FinalRoundScoringAverage",2011
48,48,"Brendan Steele",NA,70.38,1126,16,"FinalRoundScoringAverage",2011
48,48,"Chris Stroud",NA,70.38,1126,16,"FinalRoundScoringAverage",2011
51,51,"Jason Dufner",NA,70.4,1056,15,"FinalRoundScoringAverage",2011
51,51,"Sergio Garcia",NA,70.4,1056,15,"FinalRoundScoringAverage",2011
53,53,"Chez Reavie",NA,70.41,1197,17,"FinalRoundScoringAverage",2011
53,53,"Steve Stricker",NA,70.41,1197,17,"FinalRoundScoringAverage",2011
55,55,"Charley Hoffman",NA,70.42,1338,19,"FinalRoundScoringAverage",2011
56,56,"Blake Adams",NA,70.43,1620,23,"FinalRoundScoringAverage",2011
57,57,"Phil Mickelson",NA,70.47,1339,19,"FinalRoundScoringAverage",2011
58,58,"Stephen Ames",NA,70.5,846,12,"FinalRoundScoringAverage",2011
58,58,"Scott Stallings",NA,70.5,846,12,"FinalRoundScoringAverage",2011
60,60,"Kris Blanks",NA,70.53,1199,17,"FinalRoundScoringAverage",2011
60,60,"Nick OHern",NA,70.53,1058,15,"FinalRoundScoringAverage",2011
60,60,"John Rollins",NA,70.53,1058,15,"FinalRoundScoringAverage",2011
63,63,"Billy Horschel",NA,70.55,776,11,"FinalRoundScoringAverage",2011
64,64,"Rod Pampling",NA,70.57,988,14,"FinalRoundScoringAverage",2011
65,65,"Aaron Baddeley",NA,70.59,1200,17,"FinalRoundScoringAverage",2011
66,66,"Jason Bohn",NA,70.6,1059,15,"FinalRoundScoringAverage",2011
66,66,"Chad Campbell",NA,70.6,1412,20,"FinalRoundScoringAverage",2011
66,66,"Roland Thatcher",NA,70.6,706,10,"FinalRoundScoringAverage",2011
69,69,"Robert Karlsson",NA,70.62,918,13,"FinalRoundScoringAverage",2011
70,70,"Cameron Beckman",NA,70.64,777,11,"FinalRoundScoringAverage",2011
71,71,"Greg Chalmers",NA,70.65,1201,17,"FinalRoundScoringAverage",2011
72,72,"George McNeill",NA,70.67,848,12,"FinalRoundScoringAverage",2011
72,72,"Bo Van Pelt",NA,70.67,1272,18,"FinalRoundScoringAverage",2011
72,72,"Johnson Wagner",NA,70.67,1060,15,"FinalRoundScoringAverage",2011
75,75,"Ryuji Imada",NA,70.69,919,13,"FinalRoundScoringAverage",2011
75,75,"Scott Piercy",NA,70.69,1131,16,"FinalRoundScoringAverage",2011
77,77,"Jim Furyk",NA,70.72,1273,18,"FinalRoundScoringAverage",2011
78,78,"Brian Davis",NA,70.73,1556,22,"FinalRoundScoringAverage",2011
78,78,"James Driscoll",NA,70.73,778,11,"FinalRoundScoringAverage",2011
80,80,"Dustin Johnson",NA,70.75,1132,16,"FinalRoundScoringAverage",2011
80,80,"DJ Trahan",NA,70.75,1132,16,"FinalRoundScoringAverage",2011
82,82,"Adam Scott",NA,70.77,920,13,"FinalRoundScoringAverage",2011
83,83,"Bio Kim",NA,70.78,637,9,"FinalRoundScoringAverage",2011
84,84,"Ernie Els",NA,70.8,1062,15,"FinalRoundScoringAverage",2011
85,85,"Kyle Stanley",NA,70.81,1487,21,"FinalRoundScoringAverage",2011
86,86,"Woody Austin",NA,70.82,779,11,"FinalRoundScoringAverage",2011
86,86,"Retief Goosen",NA,70.82,779,11,"FinalRoundScoringAverage",2011
88,88,"David Hearn",NA,70.83,1275,18,"FinalRoundScoringAverage",2011
88,88,"DA Points",NA,70.83,1275,18,"FinalRoundScoringAverage",2011
88,88,"Rory Sabbatini",NA,70.83,1275,18,"FinalRoundScoringAverage",2011
91,91,"Joe Ogilvie",NA,70.85,921,13,"FinalRoundScoringAverage",2011
92,92,"Brandt Jobe",NA,70.86,1488,21,"FinalRoundScoringAverage",2011
93,93,"Tim Petrovic",NA,70.87,1063,15,"FinalRoundScoringAverage",2011
94,94,"Ryan Moore",NA,70.88,1205,17,"FinalRoundScoringAverage",2011
95,95,"YE Yang",NA,70.92,922,13,"FinalRoundScoringAverage",2011
96,96,"Hunter Haas",NA,71,1136,16,"FinalRoundScoringAverage",2011
96,96,"Justin Hicks",NA,71,426,6,"FinalRoundScoringAverage",2011
96,96,"Trevor Immelman",NA,71,1278,18,"FinalRoundScoringAverage",2011
96,96,"Lee Janzen",NA,71,781,11,"FinalRoundScoringAverage",2011
96,96,"Anthony Kim",NA,71,781,11,"FinalRoundScoringAverage",2011
96,96,"Jimmy Walker",NA,71,1136,16,"FinalRoundScoringAverage",2011
102,102,"Freddie Jacobson",NA,71.05,1492,21,"FinalRoundScoringAverage",2011
102,102,"Jeff Overton",NA,71.05,1421,20,"FinalRoundScoringAverage",2011
104,104,"Jhonattan Vegas",NA,71.06,1208,17,"FinalRoundScoringAverage",2011
105,105,"Michael Thompson",NA,71.07,995,14,"FinalRoundScoringAverage",2011
106,106,"Michael Putnam",NA,71.08,853,12,"FinalRoundScoringAverage",2011
107,107,"Boo Weekley",NA,71.09,782,11,"FinalRoundScoringAverage",2011
108,108,"Marc Leishman",NA,71.12,1209,17,"FinalRoundScoringAverage",2011
109,109,"Paul Stankowski",NA,71.14,996,14,"FinalRoundScoringAverage",2011
110,110,"John Senden",NA,71.15,1423,20,"FinalRoundScoringAverage",2011
110,110,"Josh Teater",NA,71.15,1423,20,"FinalRoundScoringAverage",2011
112,112,"JJ Henry",NA,71.2,1424,20,"FinalRoundScoringAverage",2011
113,113,"Bubba Watson",NA,71.22,1282,18,"FinalRoundScoringAverage",2011
114,114,"Kent Jones",NA,71.23,926,13,"FinalRoundScoringAverage",2011
115,115,"Angel Cabrera",NA,71.25,570,8,"FinalRoundScoringAverage",2011
115,115,"Andres Gonzales",NA,71.25,570,8,"FinalRoundScoringAverage",2011
115,115,"Daniel Summerhays",NA,71.25,570,8,"FinalRoundScoringAverage",2011
118,118,"Joseph Bramlett",NA,71.27,784,11,"FinalRoundScoringAverage",2011
118,118,"Lucas Glover",NA,71.27,1069,15,"FinalRoundScoringAverage",2011
118,118,"John Merrick",NA,71.27,1069,15,"FinalRoundScoringAverage",2011
118,118,"Garrett Willis",NA,71.27,784,11,"FinalRoundScoringAverage",2011
122,122,"Tommy Gainey",NA,71.29,1212,17,"FinalRoundScoringAverage",2011
122,122,"Bill Haas",NA,71.29,1497,21,"FinalRoundScoringAverage",2011
124,124,"Steve Flesch",NA,71.31,1141,16,"FinalRoundScoringAverage",2011
125,125,"Rickie Fowler",NA,71.33,1284,18,"FinalRoundScoringAverage",2011
125,125,"Sean OHair",NA,71.33,856,12,"FinalRoundScoringAverage",2011
127,127,"Jarrod Lyle",NA,71.36,785,11,"FinalRoundScoringAverage",2011
128,128,"Bill Lunde",NA,71.37,1356,19,"FinalRoundScoringAverage",2011
128,128,"William McGirt",NA,71.37,1356,19,"FinalRoundScoringAverage",2011
130,130,"Kevin Chappell",NA,71.38,928,13,"FinalRoundScoringAverage",2011
130,130,"Troy Merritt",NA,71.38,571,8,"FinalRoundScoringAverage",2011
132,132,"Richard Johnson",NA,71.4,714,10,"FinalRoundScoringAverage",2011
132,132,"Kevin Kisner",NA,71.4,714,10,"FinalRoundScoringAverage",2011
132,132,"Scott McCarron",NA,71.4,714,10,"FinalRoundScoringAverage",2011
135,135,"Brendon de Jonge",NA,71.41,1571,22,"FinalRoundScoringAverage",2011
136,136,"David Duval",NA,71.44,643,9,"FinalRoundScoringAverage",2011
136,136,"Martin Laird",NA,71.44,1143,16,"FinalRoundScoringAverage",2011
138,138,"Padraig Harrington",NA,71.46,929,13,"FinalRoundScoringAverage",2011
139,139,"Ryan Palmer",NA,71.47,1215,17,"FinalRoundScoringAverage",2011
140,140,"Keegan Bradley",NA,71.53,1216,17,"FinalRoundScoringAverage",2011
140,140,"Andres Romero",NA,71.53,1216,17,"FinalRoundScoringAverage",2011
142,142,"Stewart Cink",NA,71.54,930,13,"FinalRoundScoringAverage",2011
143,143,"Ricky Barnes",NA,71.56,1145,16,"FinalRoundScoringAverage",2011
143,143,"Chris Couch",NA,71.56,1145,16,"FinalRoundScoringAverage",2011
143,143,"Tom Gillis",NA,71.56,644,9,"FinalRoundScoringAverage",2011
143,143,"Troy Matteson",NA,71.56,1145,16,"FinalRoundScoringAverage",2011
143,143,"Mark Wilson",NA,71.56,1288,18,"FinalRoundScoringAverage",2011
148,148,"Justin Leonard",NA,71.57,1002,14,"FinalRoundScoringAverage",2011
149,149,"Cameron Tringale",NA,71.59,1575,22,"FinalRoundScoringAverage",2011
150,150,"Stuart Appleby",NA,71.6,716,10,"FinalRoundScoringAverage",2011
151,151,"Davis Love III",NA,71.62,931,13,"FinalRoundScoringAverage",2011
152,152,"Alex Prugh",NA,71.64,788,11,"FinalRoundScoringAverage",2011
153,153,"JB Holmes",NA,71.67,860,12,"FinalRoundScoringAverage",2011
154,154,"Bobby Gates",NA,71.7,717,10,"FinalRoundScoringAverage",2011
154,154,"Matt Jones",NA,71.7,717,10,"FinalRoundScoringAverage",2011
154,154,"Jim Renner",NA,71.7,717,10,"FinalRoundScoringAverage",2011
157,157,"Steve Elkington",NA,71.71,502,7,"FinalRoundScoringAverage",2011
158,158,"Kevin Stadler",NA,71.76,1220,17,"FinalRoundScoringAverage",2011
159,159,"Chris Riley",NA,71.77,933,13,"FinalRoundScoringAverage",2011
160,160,"DJ Brigman",NA,71.8,718,10,"FinalRoundScoringAverage",2011
161,161,"Robert Garrigus",NA,71.81,1149,16,"FinalRoundScoringAverage",2011
162,162,"Alexandre Rocha",NA,71.9,719,10,"FinalRoundScoringAverage",2011
163,163,"Colt Knost",NA,71.92,863,12,"FinalRoundScoringAverage",2011
164,164,"Arjun Atwal",NA,72,1152,16,"FinalRoundScoringAverage",2011
164,164,"David Mathis",NA,72,1080,15,"FinalRoundScoringAverage",2011
164,164,"Dean Wilson",NA,72,720,10,"FinalRoundScoringAverage",2011
167,167,"Matt Bettencourt",NA,72.08,937,13,"FinalRoundScoringAverage",2011
168,168,"Ben Martin",NA,72.09,793,11,"FinalRoundScoringAverage",2011
169,169,"Charlie Wi",NA,72.24,1228,17,"FinalRoundScoringAverage",2011
170,170,"Zack Miller",NA,72.25,867,12,"FinalRoundScoringAverage",2011
171,171,"Vaughn Taylor",NA,72.29,1229,17,"FinalRoundScoringAverage",2011
172,172,"Harrison Frazar",NA,72.3,723,10,"FinalRoundScoringAverage",2011
173,173,"Nathan Green",NA,72.38,941,13,"FinalRoundScoringAverage",2011
173,173,"Nate Smith",NA,72.38,579,8,"FinalRoundScoringAverage",2011
175,175,"Shaun Micheel",NA,72.42,869,12,"FinalRoundScoringAverage",2011
176,176,"Steve Marino",NA,72.47,1087,15,"FinalRoundScoringAverage",2011
177,177,"Jim Herman",NA,72.58,871,12,"FinalRoundScoringAverage",2011
178,178,"Fabian Gomez",NA,72.6,1089,15,"FinalRoundScoringAverage",2011
179,179,"Scott Gutschewski",NA,72.67,654,9,"FinalRoundScoringAverage",2011
180,180,"JP Hayes",NA,72.71,509,7,"FinalRoundScoringAverage",2011
181,181,"Paul Goydos",NA,72.86,1020,14,"FinalRoundScoringAverage",2011
182,182,"Alex Cejka",NA,73,730,10,"FinalRoundScoringAverage",2011
183,183,"Martin Piller",NA,73.29,513,7,"FinalRoundScoringAverage",2011
184,184,"Michael Connell",NA,73.33,880,12,"FinalRoundScoringAverage",2011
185,185,"Rocco Mediate",NA,73.5,441,6,"FinalRoundScoringAverage",2011
186,186,"Rich Beem",NA,74.2,371,5,"FinalRoundScoringAverage",2011
