"LaunchAngle_RANKTHISWEEK_2012","LaunchAngle_RANKLASTWEEK_2012","LaunchAngle_PLAYERNAME_2012","LaunchAngle_ROUNDS_2012","LaunchAngle_AVG_2012","LaunchAngle_TOTALVERTLAUNCHANGLE_2012","LaunchAngle_TOTALATTEMPTS_2012","LaunchAngle_LOWESTLAUNCHANGLE_2012","LaunchAngle_STEEPESTLAUNCHANGLE_2012","stat_name","year"
115,115,"Scott Stallings",78,10.65,703.08,66,7.27,15.9,"LaunchAngle",2012
117,117,"Tim Herron",88,10.62,764.97,72,5.63,15.16,"LaunchAngle",2012
118,118,"Louis Oosthuizen",65,10.59,529.49,50,7.64,16.04,"LaunchAngle",2012
119,119,"Bill Haas",79,10.57,644.79,61,7.06,14.99,"LaunchAngle",2012
119,119,"Andres Romero",68,10.57,549.47,52,4.65,14.03,"LaunchAngle",2012
121,121,"Gary Christian",91,10.53,610.57,58,4.34,13.77,"LaunchAngle",2012
122,122,"Gavin Coles",72,10.48,513.71,49,2.94,13.75,"LaunchAngle",2012
123,123,"Jonathan Byrd",69,10.47,502.55,48,7.52,13.37,"LaunchAngle",2012
123,123,"Padraig Harrington",67,10.47,397.97,38,8.33,15.13,"LaunchAngle",2012
123,123,"Webb Simpson",77,10.47,627.95,60,7.91,13.22,"LaunchAngle",2012
126,126,"Martin Laird",77,10.41,499.88,48,7.26,14.61,"LaunchAngle",2012
127,127,"Ryuji Imada",78,10.39,623.37,60,3.67,16.47,"LaunchAngle",2012
128,128,"Stephen Ames",54,10.38,321.78,31,8.67,12.29,"LaunchAngle",2012
128,128,"Stephen Gangluff",57,10.38,425.6,41,6.63,12.83,"LaunchAngle",2012
130,130,"Jason Bohn",81,10.37,653.61,63,4.76,13.65,"LaunchAngle",2012
131,131,"Phil Mickelson",79,10.35,548.64,53,3.18,14.96,"LaunchAngle",2012
132,132,"Kris Blanks",65,10.34,527.55,51,3.55,13.52,"LaunchAngle",2012
133,133,"Daniel Summerhays",81,10.33,660.9,64,5.94,17.43,"LaunchAngle",2012
134,134,"Johnson Wagner",88,10.31,752.29,73,6.51,15.67,"LaunchAngle",2012
135,135,"Michael Bradley",63,10.29,360.1,35,8.37,12.02,"LaunchAngle",2012
135,135,"Miguel Angel Carballo",73,10.29,483.67,47,6.31,15.19,"LaunchAngle",2012
137,137,"Billy Hurley III",70,10.28,524.35,51,3.43,13.01,"LaunchAngle",2012
138,138,"Scott Dunlap",57,10.23,439.77,43,6.83,16.14,"LaunchAngle",2012
139,139,"Matt Jones",53,10.22,398.76,39,6.74,12.39,"LaunchAngle",2012
139,139,"Ryan Moore",89,10.22,838.02,82,5.61,16.08,"LaunchAngle",2012
141,141,"Blake Adams",107,10.08,635.24,63,7.04,14.14,"LaunchAngle",2012
142,142,"Harris English",98,10.04,803.12,80,7,12.35,"LaunchAngle",2012
142,142,"Graeme McDowell",55,10.04,411.74,41,6.09,13.57,"LaunchAngle",2012
142,142,"Kevin Na",80,10.04,592.12,59,2.73,14.5,"LaunchAngle",2012
145,145,"Bob Estes",78,10.02,550.87,55,7.04,16.17,"LaunchAngle",2012
146,146,"Chris Couch",61,9.99,369.59,37,6.41,13.31,"LaunchAngle",2012
146,146,"Jhonattan Vegas",77,9.99,649.1,65,5.93,16.04,"LaunchAngle",2012
148,148,"Troy Kelly",68,9.97,438.79,44,2.05,13.14,"LaunchAngle",2012
149,149,"Angel Cabrera",54,9.95,308.55,31,7.02,17.74,"LaunchAngle",2012
150,150,"Jimmy Walker",101,9.93,734.84,74,5.46,13.88,"LaunchAngle",2012
151,151,"Seung Yul Noh",105,9.89,791.09,80,7.1,12.27,"LaunchAngle",2012
152,152,"John Merrick",83,9.87,611.87,62,8.02,12.34,"LaunchAngle",2012
153,153,"Ian Poulter",57,9.85,413.61,42,6.52,12.02,"LaunchAngle",2012
154,154,"William McGirt",96,9.83,806.21,82,2.76,14.5,"LaunchAngle",2012
155,155,"Charlie Beljan",61,9.82,363.51,37,7.32,12,"LaunchAngle",2012
156,156,"John Senden",81,9.8,617.67,63,7.45,14.43,"LaunchAngle",2012
157,157,"Martin Flores",95,9.78,635.49,65,3.65,14.47,"LaunchAngle",2012
158,158,"Chad Campbell",84,9.77,693.4,71,2.4,13.23,"LaunchAngle",2012
158,158,"Spencer Levin",81,9.77,605.54,62,6.17,16.81,"LaunchAngle",2012
160,160,"George McNeill",85,9.74,574.92,59,6.97,13.15,"LaunchAngle",2012
161,161,"Ted Potter Jr",77,9.68,571.28,59,3.4,12.48,"LaunchAngle",2012
161,161,"Lee Westwood",60,9.68,406.75,42,6.96,12.73,"LaunchAngle",2012
163,163,"Mark Anderson",75,9.65,463.2,48,4.95,12.83,"LaunchAngle",2012
164,164,"Gary Woodland",70,9.62,413.87,43,1.04,16.44,"LaunchAngle",2012
165,165,"Jim Furyk",85,9.56,621.58,65,5.2,12.79,"LaunchAngle",2012
165,165,"Freddie Jacobson",61,9.56,401.6,42,5.82,13.58,"LaunchAngle",2012
167,167,"Boo Weekley",74,9.43,499.54,53,4.42,12.41,"LaunchAngle",2012
168,168,"Rod Pampling",88,9.42,612.08,65,2.92,13.38,"LaunchAngle",2012
169,169,"Charl Schwartzel",56,9.38,347.12,37,5.67,12.22,"LaunchAngle",2012
169,169,"YE Yang",64,9.38,393.83,42,0.12,17,"LaunchAngle",2012
171,171,"Stuart Appleby",75,9.35,579.48,62,1.65,13.26,"LaunchAngle",2012
172,172,"Sangmoon Bae",81,9.33,513.32,55,4.81,15.22,"LaunchAngle",2012
173,173,"Greg Chalmers",88,9.29,715.05,77,1.6,13.06,"LaunchAngle",2012
173,173,"Adam Scott",59,9.29,371.78,40,6.65,12.75,"LaunchAngle",2012
175,175,"Nick Watney",97,9.2,680.69,74,5.97,11.94,"LaunchAngle",2012
176,176,"Greg Owen",90,9.15,576.51,63,5.07,13.53,"LaunchAngle",2012
177,177,"Aaron Baddeley",73,9.04,424.73,47,3.06,12.56,"LaunchAngle",2012
178,178,"Bobby Gates",87,9.03,523.84,58,2.52,13.33,"LaunchAngle",2012
179,179,"Tom Gillis",75,9.02,586.05,65,5.01,12.13,"LaunchAngle",2012
180,180,"Henrik Stenson",51,8.99,125.84,14,5.97,11.35,"LaunchAngle",2012
181,181,"Bubba Watson",68,8.79,448.26,51,0.41,14.49,"LaunchAngle",2012
182,182,"James Driscoll",83,8.77,526,60,4.72,12.05,"LaunchAngle",2012
183,183,"Ken Duke",104,8.74,751.67,86,2.16,14.4,"LaunchAngle",2012
184,184,"Brendon de Jonge",115,8.6,817.17,95,2.38,14.35,"LaunchAngle",2012
185,185,"Charles Howell III",98,8.54,554.83,65,1.41,13.58,"LaunchAngle",2012
186,186,"Hunter Haas",69,8.51,383,45,1.72,13.2,"LaunchAngle",2012
187,187,"Ricky Barnes",92,8.44,590.77,70,3.36,13.39,"LaunchAngle",2012
188,188,"Sergio Garcia",57,8.28,347.57,42,1.06,12.79,"LaunchAngle",2012
189,189,"JJ Killeen",101,8.17,531.1,65,1.03,12.57,"LaunchAngle",2012
190,190,"Nathan Green",73,7.65,344.17,45,1.23,14.96,"LaunchAngle",2012
191,191,"Trevor Immelman",76,6.72,336.16,50,1.55,10,"LaunchAngle",2012
