"GreensinRegulationPercentage_RANKTHISWEEK_2016","GreensinRegulationPercentage_RANKLASTWEEK_2016","GreensinRegulationPercentage_PLAYERNAME_2016","GreensinRegulationPercentage_ROUNDS_2016","GreensinRegulationPercentage_Pct_2016","GreensinRegulationPercentage_GREENSHIT_2016","GreensinRegulationPercentage_HOLES_2016","GreensinRegulationPercentage_RELATIVEPAR_2016","stat_name","year"
41,51,"Matthew Fitzpatrick",23,67.78,244,360,-0.25,"GreensinRegulationPercentage",2016
41,37,"David Hearn",55,67.78,671,990,-0.26,"GreensinRegulationPercentage",2016
43,41,"Kevin Kisner",49,67.75,561,828,-0.33,"GreensinRegulationPercentage",2016
44,40,"William McGirt",54,67.7,658,972,-0.28,"GreensinRegulationPercentage",2016
45,53,"Ryan Palmer",46,67.63,560,828,-0.29,"GreensinRegulationPercentage",2016
46,44,"Chad Campbell",54,67.59,657,972,-0.24,"GreensinRegulationPercentage",2016
46,55,"Russell Henley",42,67.59,511,756,-0.27,"GreensinRegulationPercentage",2016
48,56,"Zach Johnson",42,67.54,462,684,-0.27,"GreensinRegulationPercentage",2016
49,35,"Alex Cejka",47,67.49,571,846,-0.28,"GreensinRegulationPercentage",2016
50,45,"Jim Herman",55,67.47,668,990,-0.24,"GreensinRegulationPercentage",2016
51,57,"Jason Day",36,67.43,352,522,-0.34,"GreensinRegulationPercentage",2016
52,39,"Bill Haas",42,67.4,461,684,-0.26,"GreensinRegulationPercentage",2016
53,46,"Kyle Reifers",63,67.37,764,1134,-0.29,"GreensinRegulationPercentage",2016
54,68,"Jason Gore",51,67.21,617,918,-0.27,"GreensinRegulationPercentage",2016
55,59,"Fabian Gomez",49,67.15,556,828,-0.27,"GreensinRegulationPercentage",2016
56,63,"Hudson Swafford",52,67.09,628,936,-0.28,"GreensinRegulationPercentage",2016
57,63,"Will Ma Kenzie",54,67.08,652,972,-0.23,"GreensinRegulationPercentage",2016
58,54,"Brendon de Jonge",55,67.07,664,990,-0.22,"GreensinRegulationPercentage",2016
59,51,"Spencer Levin",62,67.03,748,1116,-0.27,"GreensinRegulationPercentage",2016
60,42,"Kevin Chappell",49,67.01,591,882,-0.27,"GreensinRegulationPercentage",2016
61,60,"Robert Garrigus",34,66.99,410,612,-0.24,"GreensinRegulationPercentage",2016
62,66,"Daniel Berger",52,66.89,590,882,-0.29,"GreensinRegulationPercentage",2016
63,62,"Luke List",51,66.88,614,918,-0.26,"GreensinRegulationPercentage",2016
64,74,"Chez Reavie",56,66.87,674,1008,-0.26,"GreensinRegulationPercentage",2016
65,69,"Adam Hadwin",53,66.67,636,954,-0.29,"GreensinRegulationPercentage",2016
65,65,"JJ Henry",44,66.67,528,792,-0.2,"GreensinRegulationPercentage",2016
65,61,"Justin Hicks",26,66.67,312,468,-0.22,"GreensinRegulationPercentage",2016
65,58,"Ben Martin",48,66.67,576,864,-0.29,"GreensinRegulationPercentage",2016
69,69,"Justin Thomas",53,66.56,599,900,-0.29,"GreensinRegulationPercentage",2016
70,76,"Dawie van der Walt",48,66.55,575,864,-0.27,"GreensinRegulationPercentage",2016
71,82,"Matt Kuchar",46,66.53,503,756,-0.28,"GreensinRegulationPercentage",2016
72,83,"Rhein Gibson",36,66.51,431,648,-0.2,"GreensinRegulationPercentage",2016
73,84,"Dustin Johnson",37,66.49,383,576,-0.38,"GreensinRegulationPercentage",2016
74,87,"John Huh",51,66.45,610,918,-0.26,"GreensinRegulationPercentage",2016
74,71,"Jason Kokrak",52,66.45,622,936,-0.27,"GreensinRegulationPercentage",2016
76,88,"DJ Trahan",23,66.43,275,414,-0.28,"GreensinRegulationPercentage",2016
77,90,"Billy Horschel",45,66.4,502,756,-0.28,"GreensinRegulationPercentage",2016
78,49,"John Senden",48,66.32,573,864,-0.27,"GreensinRegulationPercentage",2016
79,96,"Pat Perez",28,66.27,334,504,-0.25,"GreensinRegulationPercentage",2016
80,76,"Boo Weekley",53,66.25,632,954,-0.25,"GreensinRegulationPercentage",2016
81,75,"Ryan Moore",40,66.19,417,630,-0.28,"GreensinRegulationPercentage",2016
82,73,"Sean OHair",45,66.17,536,810,-0.28,"GreensinRegulationPercentage",2016
83,81,"Bronson Burgoon",53,66.14,631,954,-0.25,"GreensinRegulationPercentage",2016
84,98,"Harris English",51,66.12,607,918,-0.26,"GreensinRegulationPercentage",2016
85,66,"Luke Donald",49,66.1,583,882,-0.23,"GreensinRegulationPercentage",2016
85,95,"David Lingmerth",54,66.1,583,882,-0.29,"GreensinRegulationPercentage",2016
87,92,"Jamie Lovemark",57,65.98,677,1026,-0.28,"GreensinRegulationPercentage",2016
87,86,"Brett Stegmaier",57,65.98,677,1026,-0.25,"GreensinRegulationPercentage",2016
89,72,"David Toms",38,65.94,451,684,-0.21,"GreensinRegulationPercentage",2016
90,101,"Shane Bertsch",30,65.93,356,540,-0.24,"GreensinRegulationPercentage",2016
91,94,"Derek Ernst",36,65.9,427,648,-0.2,"GreensinRegulationPercentage",2016
91,107,"Harold Varner III",58,65.9,688,1044,-0.28,"GreensinRegulationPercentage",2016
93,105,"Marc Leishman",41,65.79,450,684,-0.32,"GreensinRegulationPercentage",2016
94,93,"Tyler Aldridge",53,65.72,627,954,-0.24,"GreensinRegulationPercentage",2016
94,89,"Cameron Tringale",47,65.72,556,846,-0.27,"GreensinRegulationPercentage",2016
96,104,"Kyle Stanley",57,65.69,674,1026,-0.26,"GreensinRegulationPercentage",2016
97,107,"Seung Yul Noh",54,65.64,638,972,-0.28,"GreensinRegulationPercentage",2016
98,110,"Brandt Snedeker",47,65.63,508,774,-0.31,"GreensinRegulationPercentage",2016
99,124,"Chris Stroud",52,65.6,614,936,-0.26,"GreensinRegulationPercentage",2016
100,84,"JB Holmes",39,65.59,425,648,-0.3,"GreensinRegulationPercentage",2016
100,99,"Nick Taylor",57,65.59,673,1026,-0.28,"GreensinRegulationPercentage",2016
102,97,"Steve Marino",40,65.56,472,720,-0.23,"GreensinRegulationPercentage",2016
103,100,"Byeong Hun An",23,65.5,224,342,-0.31,"GreensinRegulationPercentage",2016
104,112,"Jimmy Walker",43,65.42,471,720,-0.31,"GreensinRegulationPercentage",2016
105,101,"Phil Mickelson",37,65.36,400,612,-0.34,"GreensinRegulationPercentage",2016
106,116,"Chris Kirk",51,65.34,541,828,-0.24,"GreensinRegulationPercentage",2016
107,116,"Danny Lee",53,65.22,587,900,-0.27,"GreensinRegulationPercentage",2016
107,76,"Ollie Schniederjans",23,65.22,270,414,-0.27,"GreensinRegulationPercentage",2016
109,119,"Graeme McDowell",33,65.19,352,540,-0.29,"GreensinRegulationPercentage",2016
110,76,"Martin Piller",37,65.17,434,666,-0.25,"GreensinRegulationPercentage",2016
111,76,"Tim Wilkinson",40,65.14,469,720,-0.28,"GreensinRegulationPercentage",2016
112,121,"KJ Choi",47,65.13,551,846,-0.25,"GreensinRegulationPercentage",2016
113,90,"Martin Laird",46,65.1,539,828,-0.28,"GreensinRegulationPercentage",2016
114,131,"Colt Knost",56,65.08,656,1008,-0.26,"GreensinRegulationPercentage",2016
115,126,"James Hahn",45,65.06,527,810,-0.27,"GreensinRegulationPercentage",2016
116,124,"Andrew Landry",24,65.05,281,432,-0.22,"GreensinRegulationPercentage",2016
117,112,"Patton Kizzire",57,64.99,620,954,-0.3,"GreensinRegulationPercentage",2016
118,115,"Ricky Barnes",57,64.91,666,1026,-0.29,"GreensinRegulationPercentage",2016
119,103,"Patrick Reed",53,64.89,549,846,-0.29,"GreensinRegulationPercentage",2016
120,106,"Scott Stallings",46,64.86,537,828,-0.26,"GreensinRegulationPercentage",2016
121,118,"Mark Hubbard",73,64.76,851,1314,-0.26,"GreensinRegulationPercentage",2016
122,138,"Chesson Hadley",51,64.71,594,918,-0.24,"GreensinRegulationPercentage",2016
122,142,"Rob Oppenheim",37,64.71,431,666,-0.24,"GreensinRegulationPercentage",2016
124,134,"Michael Thompson",46,64.61,535,828,-0.29,"GreensinRegulationPercentage",2016
125,140,"Robert Streb",51,64.58,558,864,-0.24,"GreensinRegulationPercentage",2016
126,128,"Matt Jones",45,64.55,488,756,-0.29,"GreensinRegulationPercentage",2016
126,112,"Mark Wilson",42,64.55,488,756,-0.2,"GreensinRegulationPercentage",2016
128,141,"Freddie Jacobson",54,64.51,627,972,-0.29,"GreensinRegulationPercentage",2016
128,131,"Tyrone Van Aswegen",67,64.51,778,1206,-0.25,"GreensinRegulationPercentage",2016
130,142,"Wes Roach",33,64.48,383,594,-0.25,"GreensinRegulationPercentage",2016
131,107,"Davis Love III",40,64.44,464,720,-0.23,"GreensinRegulationPercentage",2016
132,137,"Carlos Ortiz",47,64.42,545,846,-0.28,"GreensinRegulationPercentage",2016
133,146,"Andy Sullivan",25,64.39,255,396,-0.21,"GreensinRegulationPercentage",2016
134,127,"Scott Langley",41,64.36,475,738,-0.23,"GreensinRegulationPercentage",2016
135,123,"Whee Kim",54,64.3,625,972,-0.23,"GreensinRegulationPercentage",2016
136,111,"Tony Finau",49,64.29,567,882,-0.31,"GreensinRegulationPercentage",2016
137,133,"Blayne Barber",44,64.27,509,792,-0.25,"GreensinRegulationPercentage",2016
137,135,"Sung Kang",51,64.27,590,918,-0.28,"GreensinRegulationPercentage",2016
137,147,"Jerry Kelly",44,64.27,509,792,-0.23,"GreensinRegulationPercentage",2016
137,138,"Jeff Overton",51,64.27,590,918,-0.23,"GreensinRegulationPercentage",2016
141,149,"Luke Guthrie",31,64.16,358,558,-0.3,"GreensinRegulationPercentage",2016
142,136,"Brian Stuard",24,64.12,277,432,-0.25,"GreensinRegulationPercentage",2016
143,129,"Shawn Stefani",45,64.07,519,810,-0.21,"GreensinRegulationPercentage",2016
144,122,"Webb Simpson",34,64.05,392,612,-0.27,"GreensinRegulationPercentage",2016
145,130,"Padraig Harrington",38,64.04,438,684,-0.26,"GreensinRegulationPercentage",2016
146,145,"Scott Brown",59,64.03,680,1062,-0.28,"GreensinRegulationPercentage",2016
147,154,"Andrew Loupe",50,64,576,900,-0.33,"GreensinRegulationPercentage",2016
148,144,"Shane Lowry",35,63.89,368,576,-0.24,"GreensinRegulationPercentage",2016
148,148,"DA Points",32,63.89,368,576,-0.23,"GreensinRegulationPercentage",2016
148,120,"Vaughn Taylor",30,63.89,345,540,-0.29,"GreensinRegulationPercentage",2016
151,155,"Charley Hoffman",49,63.77,528,828,-0.28,"GreensinRegulationPercentage",2016
152,158,"Jordan Spieth",34,63.7,344,540,-0.38,"GreensinRegulationPercentage",2016
153,153,"Si Woo Kim",63,63.67,722,1134,-0.28,"GreensinRegulationPercentage",2016
154,160,"Andres Romero",22,63.64,252,396,-0.25,"GreensinRegulationPercentage",2016
155,152,"Brian Harman",60,63.61,687,1080,-0.28,"GreensinRegulationPercentage",2016
156,157,"Sam Saunders",40,63.47,457,720,-0.23,"GreensinRegulationPercentage",2016
157,163,"Bryce Molder",50,63.44,571,900,-0.27,"GreensinRegulationPercentage",2016
158,150,"Andres Gonzales",46,63.41,525,828,-0.23,"GreensinRegulationPercentage",2016
159,151,"Ben Crane",48,63.31,547,864,-0.28,"GreensinRegulationPercentage",2016
160,161,"Peter Malnati",53,63.21,603,954,-0.28,"GreensinRegulationPercentage",2016
161,167,"Miguel Angel Carballo",24,63.19,273,432,-0.24,"GreensinRegulationPercentage",2016
161,167,"Rory Sabbatini",40,63.19,455,720,-0.25,"GreensinRegulationPercentage",2016
163,170,"Troy Merritt",41,63.14,466,738,-0.29,"GreensinRegulationPercentage",2016
164,158,"Tom Hoge",47,63.12,534,846,-0.27,"GreensinRegulationPercentage",2016
165,164,"Daniel Summerhays",55,62.93,623,990,-0.32,"GreensinRegulationPercentage",2016
166,171,"Hunter Mahan",43,62.92,487,774,-0.25,"GreensinRegulationPercentage",2016
167,165,"Matt Every",34,62.91,385,612,-0.23,"GreensinRegulationPercentage",2016
168,166,"Camilo Villegas",50,62.67,564,900,-0.26,"GreensinRegulationPercentage",2016
169,179,"Aaron Baddeley",51,62.53,574,918,-0.31,"GreensinRegulationPercentage",2016
169,172,"Morgan Hoffmann",43,62.53,484,774,-0.28,"GreensinRegulationPercentage",2016
169,173,"Will Wilcox",47,62.53,529,846,-0.29,"GreensinRegulationPercentage",2016
172,175,"Anirban Lahiri",44,62.47,461,738,-0.3,"GreensinRegulationPercentage",2016
173,176,"Michael Kim",62,62.46,697,1116,-0.26,"GreensinRegulationPercentage",2016
174,182,"Jon Curran",55,62.42,618,990,-0.26,"GreensinRegulationPercentage",2016
175,179,"Zac Blair",56,62.4,629,1008,-0.24,"GreensinRegulationPercentage",2016
176,183,"Cameron Smith",45,62.35,505,810,-0.26,"GreensinRegulationPercentage",2016
177,185,"Angel Cabrera",42,62.3,471,756,-0.26,"GreensinRegulationPercentage",2016
178,174,"Derek Fathauer",58,62.26,650,1044,-0.28,"GreensinRegulationPercentage",2016
179,184,"Francesco Molinari",36,62.19,403,648,-0.27,"GreensinRegulationPercentage",2016
180,162,"Retief Goosen",37,62.16,414,666,-0.27,"GreensinRegulationPercentage",2016
181,169,"Geoff Ogilvy",37,61.86,412,666,-0.23,"GreensinRegulationPercentage",2016
182,178,"Jamie Donaldson",28,61.78,278,450,-0.24,"GreensinRegulationPercentage",2016
183,177,"Robert Allenby",35,61.75,389,630,-0.18,"GreensinRegulationPercentage",2016
184,181,"Ian Poulter",37,61.71,411,666,-0.21,"GreensinRegulationPercentage",2016
185,186,"Stuart Appleby",39,61.68,433,702,-0.24,"GreensinRegulationPercentage",2016
186,188,"Billy Hurley III",22,61.62,244,396,-0.23,"GreensinRegulationPercentage",2016
187,187,"Vijay Singh",42,61.24,463,756,-0.24,"GreensinRegulationPercentage",2016
188,190,"Darron Stiles",28,61.11,308,504,-0.22,"GreensinRegulationPercentage",2016
189,193,"Charlie Beljan",26,60.9,285,468,-0.12,"GreensinRegulationPercentage",2016
190,194,"Steve Stricker",25,60.67,273,450,-0.33,"GreensinRegulationPercentage",2016
191,190,"Jonas Blixt",46,60.63,502,828,-0.31,"GreensinRegulationPercentage",2016
192,195,"Lucas Lee",22,60.61,240,396,-0.19,"GreensinRegulationPercentage",2016
193,189,"George McNeill",33,60.44,359,594,-0.27,"GreensinRegulationPercentage",2016
194,196,"Chad Collins",45,60.37,489,810,-0.25,"GreensinRegulationPercentage",2016
195,197,"Steve Wheatcroft",53,60.06,573,954,-0.27,"GreensinRegulationPercentage",2016
196,199,"Ken Duke",26,59.83,280,468,-0.18,"GreensinRegulationPercentage",2016
197,200,"Justin Leonard",28,59.72,301,504,-0.25,"GreensinRegulationPercentage",2016
198,198,"Erik Compton",45,59.51,482,810,-0.27,"GreensinRegulationPercentage",2016
199,190,"Ernie Els",34,59.48,364,612,-0.26,"GreensinRegulationPercentage",2016
200,201,"Abraham Ancer",26,59.4,278,468,-0.23,"GreensinRegulationPercentage",2016
201,203,"Steven Bowditch",40,58.75,423,720,-0.27,"GreensinRegulationPercentage",2016
201,204,"Dicky Pride",33,58.75,349,594,-0.23,"GreensinRegulationPercentage",2016
203,202,"DH Lee",35,58.1,366,630,-0.27,"GreensinRegulationPercentage",2016
204,205,"Hiroshi Iwata",51,57.52,528,918,-0.27,"GreensinRegulationPercentage",2016
205,206,"Brendon Todd",43,56.59,438,774,-0.24,"GreensinRegulationPercentage",2016
206,207,"Carl Pettersson",31,56.45,315,558,-0.26,"GreensinRegulationPercentage",2016
207,208,"Brian Gay",22,52.27,207,396,-0.29,"GreensinRegulationPercentage",2016
