"FinalRoundScoringAverage_RANKTHISWEEK_2009","FinalRoundScoringAverage_RANKLASTWEEK_2009","FinalRoundScoringAverage_PLAYERNAME_2009","FinalRoundScoringAverage__2009","FinalRoundScoringAverage_AVG_2009","FinalRoundScoringAverage_TOTALSTROKES_2009","FinalRoundScoringAverage_TOTALROUNDS_2009","stat_name","year"
44,44,"Scott Sterling",NA,70.2,702,10,"FinalRoundScoringAverage",2009
46,46,"Steve Stricker",NA,70.22,1264,18,"FinalRoundScoringAverage",2009
47,47,"Spencer Levin",NA,70.23,913,13,"FinalRoundScoringAverage",2009
47,47,"David Toms",NA,70.23,1545,22,"FinalRoundScoringAverage",2009
49,49,"KJ Choi",NA,70.27,773,11,"FinalRoundScoringAverage",2009
50,50,"Cliff Kresge",NA,70.3,703,10,"FinalRoundScoringAverage",2009
51,51,"Kris Blanks",NA,70.33,633,9,"FinalRoundScoringAverage",2009
52,52,"Chris Riley",NA,70.35,1196,17,"FinalRoundScoringAverage",2009
53,53,"Martin Laird",NA,70.36,774,11,"FinalRoundScoringAverage",2009
54,54,"Adam Scott",NA,70.38,563,8,"FinalRoundScoringAverage",2009
55,55,"Ken Duke",NA,70.43,986,14,"FinalRoundScoringAverage",2009
56,56,"Chris Stroud",NA,70.44,1127,16,"FinalRoundScoringAverage",2009
57,57,"Angel Cabrera",NA,70.45,775,11,"FinalRoundScoringAverage",2009
57,57,"Brian Davis",NA,70.45,1409,20,"FinalRoundScoringAverage",2009
59,59,"Mark Wilson",NA,70.48,1480,21,"FinalRoundScoringAverage",2009
60,60,"Bob Heintz",NA,70.5,705,10,"FinalRoundScoringAverage",2009
60,60,"Jeff Klauk",NA,70.5,1410,20,"FinalRoundScoringAverage",2009
62,62,"Sean OHair",NA,70.53,1199,17,"FinalRoundScoringAverage",2009
62,62,"Carl Pettersson",NA,70.53,1058,15,"FinalRoundScoringAverage",2009
64,64,"Rich Beem",NA,70.54,917,13,"FinalRoundScoringAverage",2009
64,64,"Sergio Garcia",NA,70.54,917,13,"FinalRoundScoringAverage",2009
66,66,"Bob Estes",NA,70.56,1129,16,"FinalRoundScoringAverage",2009
67,67,"Chad Campbell",NA,70.58,1341,19,"FinalRoundScoringAverage",2009
67,67,"Mike Weir",NA,70.58,1341,19,"FinalRoundScoringAverage",2009
69,69,"Cameron Beckman",NA,70.59,1200,17,"FinalRoundScoringAverage",2009
70,70,"Vijay Singh",NA,70.6,1059,15,"FinalRoundScoringAverage",2009
71,71,"Dean Wilson",NA,70.62,918,13,"FinalRoundScoringAverage",2009
72,72,"David Mathis",NA,70.64,989,14,"FinalRoundScoringAverage",2009
73,73,"Bo Van Pelt",NA,70.65,1413,20,"FinalRoundScoringAverage",2009
74,74,"Steve Elkington",NA,70.67,848,12,"FinalRoundScoringAverage",2009
74,74,"George McNeill",NA,70.67,1060,15,"FinalRoundScoringAverage",2009
74,74,"Charlie Wi",NA,70.67,1272,18,"FinalRoundScoringAverage",2009
77,77,"Ryan Moore",NA,70.71,1202,17,"FinalRoundScoringAverage",2009
77,77,"Johnson Wagner",NA,70.71,990,14,"FinalRoundScoringAverage",2009
79,79,"Luke Donald",NA,70.72,1273,18,"FinalRoundScoringAverage",2009
79,79,"Davis Love III",NA,70.72,1273,18,"FinalRoundScoringAverage",2009
81,81,"Brad Adamonis",NA,70.73,778,11,"FinalRoundScoringAverage",2009
81,81,"Robert Allenby",NA,70.73,1061,15,"FinalRoundScoringAverage",2009
83,83,"Steve Marino",NA,70.74,1344,19,"FinalRoundScoringAverage",2009
84,84,"Justin Leonard",NA,70.75,1415,20,"FinalRoundScoringAverage",2009
84,84,"Ian Poulter",NA,70.75,849,12,"FinalRoundScoringAverage",2009
86,86,"Kenny Perry",NA,70.78,1628,23,"FinalRoundScoringAverage",2009
87,87,"Bryce Molder",NA,70.79,991,14,"FinalRoundScoringAverage",2009
88,88,"Alex Cejka",NA,70.81,1133,16,"FinalRoundScoringAverage",2009
89,89,"Fred Couples",NA,70.82,779,11,"FinalRoundScoringAverage",2009
89,89,"Nicholas Thompson",NA,70.82,1204,17,"FinalRoundScoringAverage",2009
91,91,"Glen Day",NA,70.86,992,14,"FinalRoundScoringAverage",2009
91,91,"Ted Purdy",NA,70.86,1488,21,"FinalRoundScoringAverage",2009
93,93,"Pat Perez",NA,70.87,1063,15,"FinalRoundScoringAverage",2009
94,94,"Troy Matteson",NA,70.88,1205,17,"FinalRoundScoringAverage",2009
94,94,"Brett Quigley",NA,70.88,1205,17,"FinalRoundScoringAverage",2009
94,94,"Camilo Villegas",NA,70.88,1205,17,"FinalRoundScoringAverage",2009
97,97,"Scott McCarron",NA,70.89,1347,19,"FinalRoundScoringAverage",2009
98,98,"Patrick Sheehan",NA,70.91,780,11,"FinalRoundScoringAverage",2009
99,99,"Peter Lonard",NA,70.92,851,12,"FinalRoundScoringAverage",2009
100,100,"Webb Simpson",NA,70.94,1206,17,"FinalRoundScoringAverage",2009
101,101,"DA Points",NA,70.95,1419,20,"FinalRoundScoringAverage",2009
102,102,"Ricky Barnes",NA,71,781,11,"FinalRoundScoringAverage",2009
102,102,"Jason Bohn",NA,71,1349,19,"FinalRoundScoringAverage",2009
102,102,"Joe Durant",NA,71,781,11,"FinalRoundScoringAverage",2009
102,102,"Steve Lowery",NA,71,994,14,"FinalRoundScoringAverage",2009
102,102,"Jeff Maggert",NA,71,852,12,"FinalRoundScoringAverage",2009
102,102,"Casey Wittenberg",NA,71,781,11,"FinalRoundScoringAverage",2009
108,108,"Jason Dufner",NA,71.05,1350,19,"FinalRoundScoringAverage",2009
109,109,"Bill Lunde",NA,71.07,1066,15,"FinalRoundScoringAverage",2009
109,109,"James Nitties",NA,71.07,1066,15,"FinalRoundScoringAverage",2009
109,109,"Joe Ogilvie",NA,71.07,995,14,"FinalRoundScoringAverage",2009
112,112,"Mark Brooks",NA,71.1,711,10,"FinalRoundScoringAverage",2009
113,113,"YE Yang",NA,71.11,1351,19,"FinalRoundScoringAverage",2009
114,114,"Phil Mickelson",NA,71.13,1067,15,"FinalRoundScoringAverage",2009
115,115,"Steve Flesch",NA,71.15,925,13,"FinalRoundScoringAverage",2009
115,115,"Lee Janzen",NA,71.15,925,13,"FinalRoundScoringAverage",2009
117,117,"Derek Fathauer",NA,71.17,427,6,"FinalRoundScoringAverage",2009
118,118,"Tommy Armour III",NA,71.18,783,11,"FinalRoundScoringAverage",2009
118,118,"Mark Calcavecchia",NA,71.18,783,11,"FinalRoundScoringAverage",2009
120,120,"Leif Olson",NA,71.2,356,5,"FinalRoundScoringAverage",2009
121,121,"Marc Leishman",NA,71.22,1282,18,"FinalRoundScoringAverage",2009
122,122,"Robert Garrigus",NA,71.24,1211,17,"FinalRoundScoringAverage",2009
122,122,"Kevin Sutherland",NA,71.24,1496,21,"FinalRoundScoringAverage",2009
122,122,"Boo Weekley",NA,71.24,1211,17,"FinalRoundScoringAverage",2009
125,125,"Brendon de Jonge",NA,71.25,1140,16,"FinalRoundScoringAverage",2009
126,126,"Tom Pernice Jr",NA,71.27,1069,15,"FinalRoundScoringAverage",2009
126,126,"Scott Piercy",NA,71.27,1069,15,"FinalRoundScoringAverage",2009
128,128,"John Mallinger",NA,71.28,1283,18,"FinalRoundScoringAverage",2009
129,129,"Lucas Glover",NA,71.3,1426,20,"FinalRoundScoringAverage",2009
130,130,"Jonathan Byrd",NA,71.32,1355,19,"FinalRoundScoringAverage",2009
131,131,"Ryuji Imada",NA,71.35,1213,17,"FinalRoundScoringAverage",2009
132,132,"Bubba Watson",NA,71.38,928,13,"FinalRoundScoringAverage",2009
133,133,"Woody Austin",NA,71.41,1214,17,"FinalRoundScoringAverage",2009
133,133,"Heath Slocum",NA,71.41,1214,17,"FinalRoundScoringAverage",2009
135,135,"Michael Allen",NA,71.43,1000,14,"FinalRoundScoringAverage",2009
136,136,"Vaughn Taylor",NA,71.44,1143,16,"FinalRoundScoringAverage",2009
137,137,"Ryan Palmer",NA,71.46,929,13,"FinalRoundScoringAverage",2009
137,137,"Chez Reavie",NA,71.46,929,13,"FinalRoundScoringAverage",2009
139,139,"Briny Baird",NA,71.5,1144,16,"FinalRoundScoringAverage",2009
140,140,"Jason Gore",NA,71.54,930,13,"FinalRoundScoringAverage",2009
140,140,"Rod Pampling",NA,71.54,930,13,"FinalRoundScoringAverage",2009
142,142,"Padraig Harrington",NA,71.57,1002,14,"FinalRoundScoringAverage",2009
143,143,"Todd Hamilton",NA,71.58,859,12,"FinalRoundScoringAverage",2009
144,144,"Freddie Jacobson",NA,71.65,1218,17,"FinalRoundScoringAverage",2009
145,145,"Michael Letzig",NA,71.67,1505,21,"FinalRoundScoringAverage",2009
146,146,"Kent Jones",NA,71.69,932,13,"FinalRoundScoringAverage",2009
147,147,"John Merrick",NA,71.76,1220,17,"FinalRoundScoringAverage",2009
148,148,"Stewart Cink",NA,71.8,1077,15,"FinalRoundScoringAverage",2009
149,149,"Charley Hoffman",NA,71.81,1508,21,"FinalRoundScoringAverage",2009
150,150,"Daniel Chopra",NA,71.82,1221,17,"FinalRoundScoringAverage",2009
150,150,"Richard Johnson",NA,71.82,1221,17,"FinalRoundScoringAverage",2009
152,152,"Jeff Overton",NA,71.84,1365,19,"FinalRoundScoringAverage",2009
153,153,"Anthony Kim",NA,71.94,1151,16,"FinalRoundScoringAverage",2009
153,153,"Aron Price",NA,71.94,1295,18,"FinalRoundScoringAverage",2009
155,155,"Ben Curtis",NA,72,1008,14,"FinalRoundScoringAverage",2009
155,155,"Rocco Mediate",NA,72,1224,17,"FinalRoundScoringAverage",2009
155,155,"Geoff Ogilvy",NA,72,1224,17,"FinalRoundScoringAverage",2009
158,158,"Colt Knost",NA,72.09,793,11,"FinalRoundScoringAverage",2009
158,158,"Parker McLachlin",NA,72.09,793,11,"FinalRoundScoringAverage",2009
160,160,"Tom Lehman",NA,72.17,866,12,"FinalRoundScoringAverage",2009
161,161,"Will Ma Kenzie",NA,72.2,722,10,"FinalRoundScoringAverage",2009
162,162,"Charles Warren",NA,72.25,867,12,"FinalRoundScoringAverage",2009
163,163,"Paul Goydos",NA,72.27,1084,15,"FinalRoundScoringAverage",2009
164,164,"Matt Bettencourt",NA,72.28,1301,18,"FinalRoundScoringAverage",2009
165,165,"Darron Stiles",NA,72.29,506,7,"FinalRoundScoringAverage",2009
166,166,"Nathan Green",NA,72.3,1446,20,"FinalRoundScoringAverage",2009
167,167,"Brad Faxon",NA,72.33,434,6,"FinalRoundScoringAverage",2009
167,167,"Rick Price",NA,72.33,434,6,"FinalRoundScoringAverage",2009
169,169,"John Rollins",NA,72.39,1303,18,"FinalRoundScoringAverage",2009
170,170,"Peter Tomasulo",NA,72.4,362,5,"FinalRoundScoringAverage",2009
171,171,"Bart Bryant",NA,72.58,871,12,"FinalRoundScoringAverage",2009
172,172,"Marc Turnesa",NA,72.6,726,10,"FinalRoundScoringAverage",2009
173,173,"Retief Goosen",NA,72.61,1307,18,"FinalRoundScoringAverage",2009
174,174,"David Duval",NA,72.67,436,6,"FinalRoundScoringAverage",2009
175,175,"Kirk Triplett",NA,72.7,727,10,"FinalRoundScoringAverage",2009
176,176,"Billy Mayfair",NA,72.75,873,12,"FinalRoundScoringAverage",2009
177,177,"Jarrod Lyle",NA,72.82,801,11,"FinalRoundScoringAverage",2009
178,178,"Stuart Appleby",NA,72.87,1093,15,"FinalRoundScoringAverage",2009
179,179,"Eric Axley",NA,73,438,6,"FinalRoundScoringAverage",2009
179,179,"JB Holmes",NA,73,949,13,"FinalRoundScoringAverage",2009
179,179,"Greg Kraft",NA,73,365,5,"FinalRoundScoringAverage",2009
182,182,"Brendon Todd",NA,73.5,441,6,"FinalRoundScoringAverage",2009
183,183,"Brian Bateman",NA,74.33,223,3,"FinalRoundScoringAverage",2009
184,184,"Gary Woodland",NA,74.86,524,7,"FinalRoundScoringAverage",2009
