"BounceBack_RANKTHISWEEK_2008","BounceBack_RANKLASTWEEK_2008","BounceBack_PLAYERNAME_2008","BounceBack_ROUNDS_2008","BounceBack_Pct_2008","stat_name","year"
43,43,"Kenny Perry",97,20.37,"BounceBack",2008
44,44,"John Huston",56,20.26,"BounceBack",2008
45,45,"Paul Casey",55,20.22,"BounceBack",2008
46,46,"Nathan Green",95,20.21,"BounceBack",2008
47,47,"Aaron Baddeley",76,20.2,"BounceBack",2008
48,48,"Mathias Gronberg",87,20.07,"BounceBack",2008
49,49,"Shane Bertsch",96,20,"BounceBack",2008
49,49,"Alex Cejka",75,20,"BounceBack",2008
49,49,"Brian Gay",102,20,"BounceBack",2008
49,49,"Mathew Goggin",91,20,"BounceBack",2008
53,53,"Martin Laird",98,19.93,"BounceBack",2008
54,54,"Tommy Gainey",60,19.82,"BounceBack",2008
55,55,"Tim Petrovic",97,19.8,"BounceBack",2008
56,56,"Charles Howell III",101,19.79,"BounceBack",2008
57,57,"Bo Van Pelt",101,19.73,"BounceBack",2008
57,57,"Bubba Watson",97,19.73,"BounceBack",2008
59,59,"Robert Gamez",79,19.7,"BounceBack",2008
60,60,"Jeff Maggert",86,19.69,"BounceBack",2008
61,61,"Marc Turnesa",87,19.61,"BounceBack",2008
62,62,"Paul Claxton",63,19.6,"BounceBack",2008
62,62,"Nick Flanagan",89,19.6,"BounceBack",2008
64,64,"JB Holmes",86,19.59,"BounceBack",2008
65,65,"Bob Tway",70,19.54,"BounceBack",2008
66,66,"Tom Pernice Jr",104,19.52,"BounceBack",2008
67,67,"Rocco Mediate",87,19.49,"BounceBack",2008
68,68,"Jimmy Walker",73,19.48,"BounceBack",2008
69,69,"Steve Allan",58,19.44,"BounceBack",2008
70,70,"Charley Hoffman",94,19.42,"BounceBack",2008
70,70,"Jesper Parnevik",88,19.42,"BounceBack",2008
72,72,"Vaughn Taylor",103,19.4,"BounceBack",2008
73,73,"Dustin Johnson",92,19.34,"BounceBack",2008
74,74,"Michael Letzig",88,19.3,"BounceBack",2008
75,75,"Billy Mayfair",103,19.27,"BounceBack",2008
76,76,"Brad Elder",67,19.23,"BounceBack",2008
77,77,"Adam Scott",51,19.19,"BounceBack",2008
78,78,"Kevin Stadler",90,19.16,"BounceBack",2008
78,78,"David Toms",70,19.16,"BounceBack",2008
80,80,"Robert Allenby",108,19.11,"BounceBack",2008
81,81,"Joe Durant",92,19.1,"BounceBack",2008
82,82,"Brad Adamonis",87,19.08,"BounceBack",2008
83,83,"Mike Weir",88,19.05,"BounceBack",2008
84,84,"Mark Hensby",71,19.01,"BounceBack",2008
85,85,"Bob Estes",90,18.99,"BounceBack",2008
86,86,"Justin Bolli",87,18.95,"BounceBack",2008
87,87,"Cameron Beckman",87,18.92,"BounceBack",2008
88,88,"Nick Watney",96,18.84,"BounceBack",2008
89,89,"Rory Sabbatini",77,18.83,"BounceBack",2008
90,90,"Glen Day",64,18.82,"BounceBack",2008
91,91,"Brett Rumford",72,18.8,"BounceBack",2008
92,92,"Brett Quigley",80,18.78,"BounceBack",2008
93,93,"Jim Furyk",95,18.75,"BounceBack",2008
94,94,"JJ Henry",108,18.73,"BounceBack",2008
94,94,"Jon Mills",95,18.73,"BounceBack",2008
96,96,"Matt Kuchar",88,18.72,"BounceBack",2008
97,97,"Jason Day",81,18.64,"BounceBack",2008
98,98,"Ben Crane",86,18.55,"BounceBack",2008
99,99,"Kenneth Ferrie",72,18.5,"BounceBack",2008
100,100,"Omar Uresti",74,18.45,"BounceBack",2008
101,101,"Jason Gore",94,18.41,"BounceBack",2008
102,102,"Kyle Thompson",70,18.37,"BounceBack",2008
103,103,"Marco Dawson",64,18.36,"BounceBack",2008
104,104,"Ken Duke",116,18.35,"BounceBack",2008
105,105,"Bart Bryant",81,18.3,"BounceBack",2008
106,106,"Chris Stroud",81,18.29,"BounceBack",2008
107,107,"Steve Elkington",84,18.26,"BounceBack",2008
108,108,"Tim Clark",90,18.25,"BounceBack",2008
108,108,"Peter Lonard",92,18.25,"BounceBack",2008
110,110,"Jonathan Byrd",88,18.22,"BounceBack",2008
111,111,"Mark Calcavecchia",67,18.18,"BounceBack",2008
112,112,"Lee Janzen",89,18.15,"BounceBack",2008
113,113,"Johnson Wagner",83,18.12,"BounceBack",2008
114,114,"Dean Wilson",109,18.1,"BounceBack",2008
115,115,"Davis Love III",78,18,"BounceBack",2008
116,116,"Ryan Armour",87,17.89,"BounceBack",2008
117,117,"Kevin Streelman",114,17.88,"BounceBack",2008
118,118,"John Rollins",94,17.87,"BounceBack",2008
118,118,"Heath Slocum",104,17.87,"BounceBack",2008
120,120,"Chez Reavie",102,17.81,"BounceBack",2008
121,121,"Craig Kanada",65,17.71,"BounceBack",2008
121,121,"Kevin Na",97,17.71,"BounceBack",2008
123,123,"Daniel Chopra",84,17.69,"BounceBack",2008
124,124,"Charlie Wi",97,17.65,"BounceBack",2008
125,125,"Ryuji Imada",80,17.62,"BounceBack",2008
126,126,"Stephen Leaney",53,17.61,"BounceBack",2008
127,127,"Zach Johnson",85,17.6,"BounceBack",2008
128,128,"Chris Riley",51,17.52,"BounceBack",2008
129,129,"Matt Jones",95,17.49,"BounceBack",2008
130,130,"Chris DiMarco",87,17.47,"BounceBack",2008
131,131,"Shigeki Maruyama",50,17.45,"BounceBack",2008
132,132,"Hunter Mahan",87,17.41,"BounceBack",2008
133,133,"John Merrick",98,17.38,"BounceBack",2008
134,134,"Jim McGovern",75,17.37,"BounceBack",2008
135,135,"Ben Curtis",80,17.33,"BounceBack",2008
136,136,"Vijay Singh",82,17.31,"BounceBack",2008
137,137,"Patrick Sheehan",124,17.29,"BounceBack",2008
138,138,"John Mallinger",95,17.24,"BounceBack",2008
139,139,"Todd Demsey",80,17.23,"BounceBack",2008
140,140,"Trevor Immelman",70,17.17,"BounceBack",2008
141,141,"Freddie Jacobson",78,17.15,"BounceBack",2008
142,142,"Nick OHern",82,17.13,"BounceBack",2008
143,143,"Chad Collins",72,17.04,"BounceBack",2008
144,144,"Jin Park",85,16.97,"BounceBack",2008
145,145,"Nicholas Thompson",113,16.94,"BounceBack",2008
146,146,"Retief Goosen",59,16.93,"BounceBack",2008
146,146,"Carl Pettersson",110,16.93,"BounceBack",2008
148,148,"Jeff Quinney",87,16.86,"BounceBack",2008
149,149,"Cody Freeman",66,16.81,"BounceBack",2008
150,150,"Justin Leonard",101,16.8,"BounceBack",2008
151,151,"Cliff Kresge",84,16.79,"BounceBack",2008
152,152,"Scott Sterling",89,16.74,"BounceBack",2008
153,153,"David Duval",51,16.59,"BounceBack",2008
154,154,"KJ Choi",74,16.58,"BounceBack",2008
155,155,"Steve Lowery",74,16.48,"BounceBack",2008
156,156,"Kent Jones",68,16.41,"BounceBack",2008
157,157,"Tommy Armour III",77,16.38,"BounceBack",2008
158,158,"Boo Weekley",86,16.33,"BounceBack",2008
159,159,"Andres Romero",69,16.3,"BounceBack",2008
160,160,"JP Hayes",67,16.28,"BounceBack",2008
161,161,"Charles Warren",79,16.24,"BounceBack",2008
162,162,"Geoff Ogilvy",65,16.13,"BounceBack",2008
163,163,"Tom Scherrer",56,16.07,"BounceBack",2008
164,164,"Pat Perez",93,16.06,"BounceBack",2008
164,164,"Tim Wilkinson",95,16.06,"BounceBack",2008
166,166,"Doug LaBelle II",65,16.04,"BounceBack",2008
167,167,"Scott Verplank",82,16.03,"BounceBack",2008
168,168,"Woody Austin",109,15.91,"BounceBack",2008
169,169,"Briny Baird",113,15.9,"BounceBack",2008
170,170,"Stuart Appleby",87,15.87,"BounceBack",2008
171,171,"Fred Couples",60,15.82,"BounceBack",2008
172,172,"Sean OHair",81,15.79,"BounceBack",2008
173,173,"Ian Poulter",51,15.72,"BounceBack",2008
174,174,"Bill Haas",99,15.64,"BounceBack",2008
174,174,"Ron Whittaker",54,15.64,"BounceBack",2008
176,176,"Todd Hamilton",92,15.56,"BounceBack",2008
177,177,"YE Yang",89,15.38,"BounceBack",2008
178,178,"Jerry Kelly",89,15.23,"BounceBack",2008
180,180,"Corey Pavin",69,15.15,"BounceBack",2008
181,181,"Rich Beem",90,15.11,"BounceBack",2008
182,182,"Parker McLachlin",88,15.08,"BounceBack",2008
183,183,"Billy Andrade",71,15.02,"BounceBack",2008
184,184,"Jason Allred",63,14.93,"BounceBack",2008
185,185,"Chad Campbell",94,14.86,"BounceBack",2008
186,186,"Ernie Els",51,14.53,"BounceBack",2008
187,187,"David Lutterus",59,14.35,"BounceBack",2008
188,188,"Jay Williamson",96,14.29,"BounceBack",2008
189,189,"George McNeill",97,13.99,"BounceBack",2008
190,190,"Eric Axley",113,13.86,"BounceBack",2008
191,191,"Will Ma Kenzie",62,13.85,"BounceBack",2008
192,192,"Steve Stricker",75,13.78,"BounceBack",2008
193,193,"Paul Goydos",78,13.75,"BounceBack",2008
194,194,"Olin Browne",77,13.39,"BounceBack",2008
195,195,"Tom Lehman",51,13.22,"BounceBack",2008
196,196,"Ted Purdy",68,13.13,"BounceBack",2008
197,197,"Travis Perkins",53,13.04,"BounceBack",2008
