"PuttsPerRound_RANKTHISWEEK_2006","PuttsPerRound_RANKLASTWEEK_2006","PuttsPerRound_PLAYERNAME_2006","PuttsPerRound_ROUNDS_2006","PuttsPerRound_AVG_2006","PuttsPerRound_TOTALPUTTS_2006","PuttsPerRound_TOTALROUNDS_2006","PuttsPerRound_LOWTOTALPUTTS_2006","stat_name","year"
26,26,"Scott Verplank",88,28.72,2470,86,23,"PuttsPerRound",2006
29,29,"Stewart Cink",93,28.75,2530,88,22,"PuttsPerRound",2006
29,29,"Len Mattiace",59,28.75,1696,59,23,"PuttsPerRound",2006
31,31,"Freddie Jacobson",56,28.79,1612,56,23,"PuttsPerRound",2006
31,31,"Tag Ridings",103,28.79,2879,100,24,"PuttsPerRound",2006
31,31,"Kirk Triplett",58,28.79,1612,56,23,"PuttsPerRound",2006
34,34,"Eric Axley",91,28.8,2563,89,22,"PuttsPerRound",2006
34,34,"Ryan Palmer",101,28.8,2851,99,23,"PuttsPerRound",2006
36,36,"Dean Wilson",115,28.83,3200,111,22,"PuttsPerRound",2006
37,37,"Danny Ellis",68,28.84,1846,64,24,"PuttsPerRound",2006
37,37,"JP Hayes",55,28.84,1586,55,23,"PuttsPerRound",2006
37,37,"Carl Pettersson",95,28.84,2682,93,22,"PuttsPerRound",2006
40,40,"Jim Furyk",89,28.85,2539,88,22,"PuttsPerRound",2006
41,41,"Olin Browne",108,28.86,3001,104,21,"PuttsPerRound",2006
42,42,"David Duval",71,28.87,1992,69,24,"PuttsPerRound",2006
42,42,"Ryuji Imada",105,28.87,2945,102,21,"PuttsPerRound",2006
42,42,"Justin Leonard",83,28.87,2281,79,22,"PuttsPerRound",2006
45,45,"Steve Flesch",119,28.88,3321,115,22,"PuttsPerRound",2006
45,45,"Tom Pernice Jr",108,28.88,3004,104,22,"PuttsPerRound",2006
47,47,"David Howell",52,28.89,1300,45,22,"PuttsPerRound",2006
47,47,"Vijay Singh",103,28.89,2889,100,21,"PuttsPerRound",2006
49,49,"Phil Mickelson",74,28.91,1995,69,24,"PuttsPerRound",2006
49,49,"Corey Pavin",74,28.91,2024,70,24,"PuttsPerRound",2006
51,51,"Dudley Hart",83,28.92,2400,83,23,"PuttsPerRound",2006
51,51,"John Huston",74,28.92,2082,72,23,"PuttsPerRound",2006
51,51,"Rory Sabbatini",84,28.92,2400,83,24,"PuttsPerRound",2006
54,54,"Arjun Atwal",97,28.93,2748,95,23,"PuttsPerRound",2006
54,54,"Robert Damron",91,28.93,2633,91,24,"PuttsPerRound",2006
54,54,"Geoff Ogilvy",76,28.93,2025,70,24,"PuttsPerRound",2006
54,54,"Vance Veazey",59,28.93,1707,59,22,"PuttsPerRound",2006
58,58,"Charley Hoffman",100,28.94,2836,98,24,"PuttsPerRound",2006
58,58,"Richard Johnson",94,28.94,2720,94,23,"PuttsPerRound",2006
60,60,"Greg Kraft",79,28.95,2171,75,23,"PuttsPerRound",2006
60,60,"Stephen Leaney",84,28.95,2432,84,22,"PuttsPerRound",2006
60,60,"DA Points",82,28.95,2316,80,24,"PuttsPerRound",2006
63,63,"Brent Geiberger",99,28.96,2809,97,25,"PuttsPerRound",2006
64,64,"Retief Goosen",68,28.98,1739,60,21,"PuttsPerRound",2006
65,65,"Patrick Sheehan",104,28.99,2899,100,20,"PuttsPerRound",2006
66,66,"Davis Love III",85,29,2204,76,24,"PuttsPerRound",2006
66,66,"Justin Rose",98,29,2755,95,24,"PuttsPerRound",2006
68,68,"Todd Hamilton",72,29.01,2089,72,22,"PuttsPerRound",2006
68,68,"Tim Petrovic",95,29.01,2640,91,24,"PuttsPerRound",2006
68,68,"David Toms",76,29.01,2002,69,22,"PuttsPerRound",2006
71,71,"Tim Clark",80,29.03,2293,79,24,"PuttsPerRound",2006
71,71,"Jimmy Walker",60,29.03,1684,58,24,"PuttsPerRound",2006
73,73,"Bill Haas",99,29.04,2788,96,23,"PuttsPerRound",2006
73,73,"Padraig Harrington",54,29.04,1452,50,25,"PuttsPerRound",2006
73,73,"Frank Lickliter II",99,29.04,2817,97,23,"PuttsPerRound",2006
73,73,"Pat Perez",50,29.04,1452,50,22,"PuttsPerRound",2006
77,77,"Stephen Ames",63,29.05,1801,62,23,"PuttsPerRound",2006
77,77,"Jeff Sluman",101,29.05,2934,101,23,"PuttsPerRound",2006
79,79,"Jonathan Byrd",66,29.06,1918,66,24,"PuttsPerRound",2006
79,79,"Ian Poulter",53,29.06,1511,52,23,"PuttsPerRound",2006
79,79,"Mike Weir",88,29.06,2470,85,23,"PuttsPerRound",2006
82,82,"Tommy Armour III",65,29.08,1890,65,23,"PuttsPerRound",2006
82,82,"Bob Tway",81,29.08,2268,78,23,"PuttsPerRound",2006
82,82,"Nick Watney",97,29.08,2763,95,22,"PuttsPerRound",2006
85,85,"Robert Allenby",79,29.1,2241,77,22,"PuttsPerRound",2006
85,85,"Jose Maria Olazabal",62,29.1,1688,58,24,"PuttsPerRound",2006
87,87,"Steve Lowery",99,29.14,2827,97,22,"PuttsPerRound",2006
88,88,"Lucas Glover",105,29.15,2944,101,22,"PuttsPerRound",2006
88,88,"Skip Kendall",72,29.15,2099,72,23,"PuttsPerRound",2006
88,88,"John Rollins",93,29.15,2653,91,25,"PuttsPerRound",2006
91,91,"Bob Estes",85,29.16,2479,85,20,"PuttsPerRound",2006
92,92,"Paul Goydos",72,29.17,2100,72,21,"PuttsPerRound",2006
92,92,"Jerry Kelly",100,29.17,2917,100,21,"PuttsPerRound",2006
92,92,"Bernhard Langer",77,29.17,2100,72,23,"PuttsPerRound",2006
95,95,"Jason Bohn",104,29.18,3035,104,22,"PuttsPerRound",2006
95,95,"Larry Mize",53,29.18,1488,51,24,"PuttsPerRound",2006
95,95,"Jeff Overton",95,29.18,2714,93,24,"PuttsPerRound",2006
98,98,"David McKenzie",82,29.19,2335,80,23,"PuttsPerRound",2006
98,98,"Brett Quigley",109,29.19,3065,105,23,"PuttsPerRound",2006
100,100,"Alex Aragon",63,29.2,1781,61,25,"PuttsPerRound",2006
100,100,"Kent Jones",103,29.2,2949,101,24,"PuttsPerRound",2006
102,102,"Brian Davis",92,29.21,2629,90,23,"PuttsPerRound",2006
103,103,"Chris DiMarco",83,29.22,2279,78,24,"PuttsPerRound",2006
104,104,"Lee Janzen",79,29.23,2309,79,24,"PuttsPerRound",2006
104,104,"JL Lewis",57,29.23,1666,57,25,"PuttsPerRound",2006
104,104,"Daisuke Maruyama",83,29.23,2309,79,23,"PuttsPerRound",2006
107,107,"Bo Van Pelt",102,29.24,2982,102,22,"PuttsPerRound",2006
108,108,"Robert Gamez",94,29.26,2750,94,24,"PuttsPerRound",2006
108,108,"Trevor Immelman",86,29.26,2516,86,24,"PuttsPerRound",2006
108,108,"Hidemichi Tanaka",74,29.26,2136,73,25,"PuttsPerRound",2006
108,108,"DJ Trahan",92,29.26,2633,90,23,"PuttsPerRound",2006
112,112,"Mark Brooks",90,29.27,2605,89,25,"PuttsPerRound",2006
113,113,"Robert Garrigus",85,29.28,2430,83,25,"PuttsPerRound",2006
113,113,"Ian Leggatt",80,29.28,2225,76,23,"PuttsPerRound",2006
113,113,"Adam Scott",70,29.28,1991,68,24,"PuttsPerRound",2006
113,113,"Mark Wilson",79,29.28,2225,76,23,"PuttsPerRound",2006
117,117,"Brian Bateman",69,29.29,1904,65,22,"PuttsPerRound",2006
117,117,"Camilo Villegas",95,29.29,2724,93,24,"PuttsPerRound",2006
119,119,"Kris Cox",83,29.3,2373,81,22,"PuttsPerRound",2006
119,119,"Brett Wetterich",82,29.3,2403,82,22,"PuttsPerRound",2006
121,121,"Billy Andrade",78,29.31,2169,74,24,"PuttsPerRound",2006
121,121,"John Cook",67,29.31,1964,67,24,"PuttsPerRound",2006
123,123,"Henrik Bjornstad",97,29.32,2785,95,24,"PuttsPerRound",2006
123,123,"Bubba Dickerson",98,29.32,2815,96,25,"PuttsPerRound",2006
123,123,"Zach Johnson",98,29.32,2580,88,23,"PuttsPerRound",2006
126,126,"Fred Funk",106,29.33,3080,105,23,"PuttsPerRound",2006
126,126,"Steve Jones",83,29.33,2405,82,22,"PuttsPerRound",2006
126,126,"Jeff Maggert",81,29.33,2376,81,21,"PuttsPerRound",2006
129,129,"Omar Uresti",61,29.34,1731,59,24,"PuttsPerRound",2006
130,130,"Jerry Smith",94,29.35,2700,92,23,"PuttsPerRound",2006
131,131,"John Engler Jr",69,29.36,1967,67,23,"PuttsPerRound",2006
131,131,"Ryan Hietala",61,29.36,1732,59,24,"PuttsPerRound",2006
131,131,"Billy Mayfair",94,29.36,2760,94,24,"PuttsPerRound",2006
134,134,"Mark Calcavecchia",94,29.37,2731,93,22,"PuttsPerRound",2006
134,134,"John Daly",51,29.37,1439,49,23,"PuttsPerRound",2006
134,134,"Mike Sposa",68,29.37,1909,65,24,"PuttsPerRound",2006
137,137,"Tiger Woods",55,29.38,1528,52,25,"PuttsPerRound",2006
138,138,"James Driscoll",80,29.39,2351,80,24,"PuttsPerRound",2006
138,138,"Mathias Gronberg",92,29.39,2616,89,23,"PuttsPerRound",2006
140,140,"Craig Barlow",77,29.41,2147,73,24,"PuttsPerRound",2006
140,140,"Charles Warren",93,29.41,2647,90,24,"PuttsPerRound",2006
142,142,"Tjaart van der Walt",60,29.42,1677,57,23,"PuttsPerRound",2006
143,143,"Tim Herron",82,29.44,2385,81,24,"PuttsPerRound",2006
144,144,"Jason Schultz",77,29.45,2209,75,24,"PuttsPerRound",2006
145,145,"Alex Cejka",93,29.46,2681,91,21,"PuttsPerRound",2006
146,146,"Bob May",65,29.47,1827,62,24,"PuttsPerRound",2006
146,146,"Duffy Waldorf",96,29.47,2711,92,21,"PuttsPerRound",2006
148,148,"Ben Curtis",86,29.5,2537,86,24,"PuttsPerRound",2006
148,148,"Jason Gore",86,29.5,2478,84,23,"PuttsPerRound",2006
148,148,"Kevin Sutherland",100,29.5,2832,96,23,"PuttsPerRound",2006
151,151,"Chad Campbell",91,29.51,2567,87,23,"PuttsPerRound",2006
151,151,"KJ Choi",93,29.51,2715,92,24,"PuttsPerRound",2006
151,151,"Peter Lonard",77,29.51,2243,76,24,"PuttsPerRound",2006
154,154,"Troy Matteson",101,29.52,2982,101,24,"PuttsPerRound",2006
155,155,"Scott Gutschewski",53,29.53,1506,51,23,"PuttsPerRound",2006
155,155,"Shaun Micheel",96,29.53,2746,93,24,"PuttsPerRound",2006
157,157,"Sean OHair",100,29.56,2897,98,22,"PuttsPerRound",2006
157,157,"Arron Oberholser",82,29.56,2335,79,22,"PuttsPerRound",2006
157,157,"Bubba Watson",83,29.56,2335,79,24,"PuttsPerRound",2006
160,160,"Heath Slocum",96,29.58,2751,93,24,"PuttsPerRound",2006
161,161,"Brandt Jobe",91,29.59,2604,88,24,"PuttsPerRound",2006
162,162,"Rich Beem",85,29.6,2457,83,23,"PuttsPerRound",2006
163,163,"Ron Whittaker",81,29.63,2341,79,25,"PuttsPerRound",2006
164,164,"Briny Baird",81,29.64,2282,77,24,"PuttsPerRound",2006
164,164,"Greg Owen",79,29.64,2282,77,24,"PuttsPerRound",2006
166,166,"Hunter Mahan",98,29.65,2906,98,23,"PuttsPerRound",2006
166,166,"Jon Mills",68,29.65,1957,66,25,"PuttsPerRound",2006
168,168,"Ted Purdy",103,29.66,2996,101,21,"PuttsPerRound",2006
169,169,"David Branshaw",98,29.67,2908,98,23,"PuttsPerRound",2006
169,169,"Jeff Brehaut",100,29.67,2848,96,24,"PuttsPerRound",2006
171,171,"JJ Henry",96,29.69,2761,93,22,"PuttsPerRound",2006
172,172,"Wes Short Jr",96,29.7,2792,94,23,"PuttsPerRound",2006
173,173,"Paul Stankowski",70,29.71,2080,70,25,"PuttsPerRound",2006
174,174,"JB Holmes",81,29.75,2291,77,23,"PuttsPerRound",2006
174,174,"Charles Howell III",96,29.75,2767,93,25,"PuttsPerRound",2006
176,176,"Sergio Garcia",59,29.78,1638,55,23,"PuttsPerRound",2006
177,177,"Joe Durant",101,29.81,3011,101,22,"PuttsPerRound",2006
178,178,"Chris Couch",75,29.83,2237,75,24,"PuttsPerRound",2006
179,179,"John Senden",96,29.84,2775,93,23,"PuttsPerRound",2006
180,180,"Steve Elkington",52,29.88,1524,51,21,"PuttsPerRound",2006
181,181,"Carlos Franco",86,29.9,2571,86,24,"PuttsPerRound",2006
182,182,"Will Ma Kenzie",91,29.97,2637,88,25,"PuttsPerRound",2006
183,183,"Jonathan Kaye",95,29.99,2759,92,25,"PuttsPerRound",2006
184,184,"Michael Connell",51,30,1440,48,26,"PuttsPerRound",2006
184,184,"Joey Sindelar",90,30,2700,90,24,"PuttsPerRound",2006
186,186,"Fred Couples",52,30.02,1501,50,25,"PuttsPerRound",2006
187,187,"Bart Bryant",87,30.06,2585,86,26,"PuttsPerRound",2006
188,188,"Tom Lehman",70,30.08,1805,60,23,"PuttsPerRound",2006
189,189,"Thomas Levet",53,30.1,1535,51,24,"PuttsPerRound",2006
190,190,"Jeff Gove",91,30.11,2620,87,23,"PuttsPerRound",2006
191,191,"Nicholas Thompson",96,30.12,2801,93,25,"PuttsPerRound",2006
192,192,"Matt Hansen",68,30.15,1990,66,25,"PuttsPerRound",2006
193,193,"Mathew Goggin",72,30.16,2111,70,25,"PuttsPerRound",2006
194,194,"Chris Smith",67,30.18,2022,67,24,"PuttsPerRound",2006
194,194,"Roger Tambellini",64,30.18,1841,61,23,"PuttsPerRound",2006
196,196,"Kenny Perry",73,30.19,2174,72,23,"PuttsPerRound",2006
