"ScoringAverageBeforeCut_RANKTHISWEEK_2014","ScoringAverageBeforeCut_RANKLASTWEEK_2014","ScoringAverageBeforeCut_PLAYERNAME_2014","ScoringAverageBeforeCut__2014","ScoringAverageBeforeCut_AVG_2014","ScoringAverageBeforeCut_TOTALSTROKES_2014","ScoringAverageBeforeCut_TOTALROUNDS_2014","stat_name","year"
43,43,"Chad Campbell",NA,70.56,2540,36,"ScoringAverageBeforeCut",2014
45,45,"Kevin Stadler",NA,70.57,3599,51,"ScoringAverageBeforeCut",2014
46,46,"Freddie Jacobson",NA,70.58,3882,55,"ScoringAverageBeforeCut",2014
46,46,"Andrew Svoboda",NA,70.58,3529,50,"ScoringAverageBeforeCut",2014
48,48,"Brice Garnett",NA,70.59,3953,56,"ScoringAverageBeforeCut",2014
48,48,"Jeff Overton",NA,70.59,3247,46,"ScoringAverageBeforeCut",2014
48,48,"Pat Perez",NA,70.59,3600,51,"ScoringAverageBeforeCut",2014
51,51,"Ben Crane",NA,70.6,3530,50,"ScoringAverageBeforeCut",2014
51,51,"Jimmy Walker",NA,70.6,3742,53,"ScoringAverageBeforeCut",2014
53,53,"Graeme McDowell",NA,70.61,2330,33,"ScoringAverageBeforeCut",2014
54,54,"Charley Hoffman",NA,70.62,3672,52,"ScoringAverageBeforeCut",2014
55,55,"Jerry Kelly",NA,70.64,3320,47,"ScoringAverageBeforeCut",2014
56,56,"Jonathan Byrd",NA,70.66,3321,47,"ScoringAverageBeforeCut",2014
56,56,"Brandt Snedeker",NA,70.66,3533,50,"ScoringAverageBeforeCut",2014
56,56,"Daniel Summerhays",NA,70.66,3957,56,"ScoringAverageBeforeCut",2014
59,59,"Graham DeLaet",NA,70.67,3251,46,"ScoringAverageBeforeCut",2014
59,59,"Gary Woodland",NA,70.67,3463,49,"ScoringAverageBeforeCut",2014
61,61,"Luke Guthrie",NA,70.68,3746,53,"ScoringAverageBeforeCut",2014
62,62,"Michael Putnam",NA,70.72,4243,60,"ScoringAverageBeforeCut",2014
63,63,"William McGirt",NA,70.73,4244,60,"ScoringAverageBeforeCut",2014
63,63,"Patrick Reed",NA,70.73,3890,55,"ScoringAverageBeforeCut",2014
65,65,"Martin Flores",NA,70.74,3820,54,"ScoringAverageBeforeCut",2014
66,66,"Martin Kaymer",NA,70.75,2547,36,"ScoringAverageBeforeCut",2014
67,67,"Justin Hicks",NA,70.78,4247,60,"ScoringAverageBeforeCut",2014
68,68,"Aaron Baddeley",NA,70.79,3398,48,"ScoringAverageBeforeCut",2014
68,68,"Bud Cauley",NA,70.79,2761,39,"ScoringAverageBeforeCut",2014
68,68,"Morgan Hoffmann",NA,70.79,4460,63,"ScoringAverageBeforeCut",2014
68,68,"Billy Horschel",NA,70.79,3752,53,"ScoringAverageBeforeCut",2014
68,68,"Carl Pettersson",NA,70.79,4035,57,"ScoringAverageBeforeCut",2014
68,68,"Shawn Stefani",NA,70.79,2407,34,"ScoringAverageBeforeCut",2014
68,68,"Brian Stuard",NA,70.79,4035,57,"ScoringAverageBeforeCut",2014
75,75,"Robert Garrigus",NA,70.8,3611,51,"ScoringAverageBeforeCut",2014
75,75,"JJ Henry",NA,70.8,3823,54,"ScoringAverageBeforeCut",2014
75,75,"Justin Leonard",NA,70.8,3186,45,"ScoringAverageBeforeCut",2014
75,75,"Cameron Tringale",NA,70.8,4531,64,"ScoringAverageBeforeCut",2014
79,79,"Billy Hurley III",NA,70.81,3753,53,"ScoringAverageBeforeCut",2014
80,80,"Martin Laird",NA,70.82,2762,39,"ScoringAverageBeforeCut",2014
80,80,"David Toms",NA,70.82,2762,39,"ScoringAverageBeforeCut",2014
82,82,"Ken Duke",NA,70.84,3542,50,"ScoringAverageBeforeCut",2014
82,82,"Will Wilcox",NA,70.84,2267,32,"ScoringAverageBeforeCut",2014
84,84,"Matt Jones",NA,70.85,3684,52,"ScoringAverageBeforeCut",2014
85,85,"Brendon de Jonge",NA,70.86,4464,63,"ScoringAverageBeforeCut",2014
86,86,"David Hearn",NA,70.89,4041,57,"ScoringAverageBeforeCut",2014
87,87,"George McNeill",NA,70.9,3403,48,"ScoringAverageBeforeCut",2014
87,87,"Bo Van Pelt",NA,70.9,3687,52,"ScoringAverageBeforeCut",2014
89,89,"Tyrone Van Aswegen",NA,70.92,3546,50,"ScoringAverageBeforeCut",2014
90,90,"Erik Compton",NA,70.93,3972,56,"ScoringAverageBeforeCut",2014
90,90,"Kevin Kisner",NA,70.93,3830,54,"ScoringAverageBeforeCut",2014
92,92,"Brendan Steele",NA,70.94,3689,52,"ScoringAverageBeforeCut",2014
93,93,"JB Holmes",NA,70.96,3477,49,"ScoringAverageBeforeCut",2014
93,93,"Michael Thompson",NA,70.96,3193,45,"ScoringAverageBeforeCut",2014
95,95,"Greg Chalmers",NA,71,3692,52,"ScoringAverageBeforeCut",2014
95,95,"Danny Lee",NA,71,3976,56,"ScoringAverageBeforeCut",2014
97,97,"Stuart Appleby",NA,71.02,3977,56,"ScoringAverageBeforeCut",2014
98,98,"Webb Simpson",NA,71.04,3481,49,"ScoringAverageBeforeCut",2014
98,98,"Heath Slocum",NA,71.04,3268,46,"ScoringAverageBeforeCut",2014
98,98,"Henrik Stenson",NA,71.04,1989,28,"ScoringAverageBeforeCut",2014
101,101,"Ben Martin",NA,71.07,3838,54,"ScoringAverageBeforeCut",2014
102,102,"Rickie Fowler",NA,71.08,3625,51,"ScoringAverageBeforeCut",2014
103,103,"Phil Mickelson",NA,71.09,3057,43,"ScoringAverageBeforeCut",2014
104,104,"Vijay Singh",NA,71.1,3626,51,"ScoringAverageBeforeCut",2014
105,105,"Jason Bohn",NA,71.15,3700,52,"ScoringAverageBeforeCut",2014
106,106,"Josh Teater",NA,71.16,3985,56,"ScoringAverageBeforeCut",2014
107,107,"Matt Every",NA,71.17,3772,53,"ScoringAverageBeforeCut",2014
107,107,"Troy Merritt",NA,71.17,2989,42,"ScoringAverageBeforeCut",2014
109,109,"Davis Love III",NA,71.18,3132,44,"ScoringAverageBeforeCut",2014
110,110,"Spencer Levin",NA,71.21,2991,42,"ScoringAverageBeforeCut",2014
111,111,"Hunter Mahan",NA,71.27,3492,49,"ScoringAverageBeforeCut",2014
112,112,"Sangmoon Bae",NA,71.3,3565,50,"ScoringAverageBeforeCut",2014
112,112,"Tim Clark",NA,71.3,3565,50,"ScoringAverageBeforeCut",2014
112,112,"Wes Roach",NA,71.3,3137,44,"ScoringAverageBeforeCut",2014
115,115,"Brad Fritsch",NA,71.31,2496,35,"ScoringAverageBeforeCut",2014
115,115,"Sean OHair",NA,71.31,3708,52,"ScoringAverageBeforeCut",2014
117,117,"Brian Davis",NA,71.33,4137,58,"ScoringAverageBeforeCut",2014
117,117,"Rory Sabbatini",NA,71.33,3638,51,"ScoringAverageBeforeCut",2014
119,119,"Nick Watney",NA,71.34,3353,47,"ScoringAverageBeforeCut",2014
120,120,"Robert Allenby",NA,71.35,4067,57,"ScoringAverageBeforeCut",2014
120,120,"Bryce Molder",NA,71.35,3496,49,"ScoringAverageBeforeCut",2014
122,122,"Ryo Ishikawa",NA,71.37,3497,49,"ScoringAverageBeforeCut",2014
123,123,"Ted Potter Jr",NA,71.38,3569,50,"ScoringAverageBeforeCut",2014
124,124,"Steven Bowditch",NA,71.39,4355,61,"ScoringAverageBeforeCut",2014
124,124,"Chad Collins",NA,71.39,3998,56,"ScoringAverageBeforeCut",2014
124,124,"Will Ma Kenzie",NA,71.39,3998,56,"ScoringAverageBeforeCut",2014
124,124,"Andres Romero",NA,71.39,3498,49,"ScoringAverageBeforeCut",2014
128,128,"Jason Dufner",NA,71.4,2142,30,"ScoringAverageBeforeCut",2014
129,129,"Andrew Loupe",NA,71.41,3142,44,"ScoringAverageBeforeCut",2014
129,129,"Ian Poulter",NA,71.41,2285,32,"ScoringAverageBeforeCut",2014
131,131,"Bronson La Cassie",NA,71.42,2571,36,"ScoringAverageBeforeCut",2014
131,131,"Kyle Stanley",NA,71.42,3928,55,"ScoringAverageBeforeCut",2014
133,133,"Charlie Wi",NA,71.44,3572,50,"ScoringAverageBeforeCut",2014
134,134,"John Merrick",NA,71.46,3430,48,"ScoringAverageBeforeCut",2014
135,135,"James Driscoll",NA,71.47,3645,51,"ScoringAverageBeforeCut",2014
135,135,"Brian Gay",NA,71.47,3645,51,"ScoringAverageBeforeCut",2014
135,135,"Boo Weekley",NA,71.47,3073,43,"ScoringAverageBeforeCut",2014
138,138,"Hudson Swafford",NA,71.52,3719,52,"ScoringAverageBeforeCut",2014
139,139,"Ben Curtis",NA,71.53,3362,47,"ScoringAverageBeforeCut",2014
139,139,"John Huh",NA,71.53,3934,55,"ScoringAverageBeforeCut",2014
141,141,"Richard Lee",NA,71.57,3793,53,"ScoringAverageBeforeCut",2014
142,142,"John Peterson",NA,71.58,3436,48,"ScoringAverageBeforeCut",2014
143,143,"Briny Baird",NA,71.59,2434,34,"ScoringAverageBeforeCut",2014
144,144,"Chesson Hadley",NA,71.6,4296,60,"ScoringAverageBeforeCut",2014
145,145,"James Hahn",NA,71.61,3867,54,"ScoringAverageBeforeCut",2014
146,146,"Luke Donald",NA,71.63,2292,32,"ScoringAverageBeforeCut",2014
146,146,"Jeff Maggert",NA,71.63,2865,40,"ScoringAverageBeforeCut",2014
148,148,"KJ Choi",NA,71.64,3367,47,"ScoringAverageBeforeCut",2014
148,148,"Johnson Wagner",NA,71.64,3367,47,"ScoringAverageBeforeCut",2014
150,150,"Charlie Beljan",NA,71.65,3654,51,"ScoringAverageBeforeCut",2014
150,150,"Tommy Gainey",NA,71.65,3511,49,"ScoringAverageBeforeCut",2014
150,150,"David Lingmerth",NA,71.65,3654,51,"ScoringAverageBeforeCut",2014
150,150,"Geoff Ogilvy",NA,71.65,3726,52,"ScoringAverageBeforeCut",2014
154,154,"Russell Henley",NA,71.73,4232,59,"ScoringAverageBeforeCut",2014
155,155,"Ernie Els",NA,71.74,3300,46,"ScoringAverageBeforeCut",2014
155,155,"Lee Westwood",NA,71.74,2439,34,"ScoringAverageBeforeCut",2014
157,157,"Angel Cabrera",NA,71.78,3230,45,"ScoringAverageBeforeCut",2014
157,157,"Kevin Streelman",NA,71.78,3302,46,"ScoringAverageBeforeCut",2014
159,159,"Trevor Immelman",NA,71.8,4021,56,"ScoringAverageBeforeCut",2014
160,160,"Kevin Tway",NA,71.83,3304,46,"ScoringAverageBeforeCut",2014
161,161,"Gonzalo Fdez Castano",NA,71.85,3449,48,"ScoringAverageBeforeCut",2014
162,162,"YE Yang",NA,71.89,3954,55,"ScoringAverageBeforeCut",2014
163,163,"Louis Oosthuizen",NA,71.93,2014,28,"ScoringAverageBeforeCut",2014
164,164,"Mike Weir",NA,71.94,3525,49,"ScoringAverageBeforeCut",2014
165,165,"Mark Wilson",NA,71.96,3598,50,"ScoringAverageBeforeCut",2014
166,166,"John Rollins",NA,71.98,3959,55,"ScoringAverageBeforeCut",2014
166,166,"Nicholas Thompson",NA,71.98,4319,60,"ScoringAverageBeforeCut",2014
168,168,"DH Lee",NA,72.11,2668,37,"ScoringAverageBeforeCut",2014
169,169,"Woody Austin",NA,72.12,3101,43,"ScoringAverageBeforeCut",2014
170,170,"Jonas Blixt",NA,72.15,2958,41,"ScoringAverageBeforeCut",2014
171,171,"Scott Stallings",NA,72.24,3973,55,"ScoringAverageBeforeCut",2014
172,172,"Roberto Castro",NA,72.31,3905,54,"ScoringAverageBeforeCut",2014
172,172,"Jim Renner",NA,72.31,3471,48,"ScoringAverageBeforeCut",2014
174,174,"Lucas Glover",NA,72.38,3764,52,"ScoringAverageBeforeCut",2014
175,175,"DA Points",NA,72.44,3622,50,"ScoringAverageBeforeCut",2014
176,176,"Troy Matteson",NA,72.5,3335,46,"ScoringAverageBeforeCut",2014
177,177,"Derek Ernst",NA,72.58,3992,55,"ScoringAverageBeforeCut",2014
