"ApexHeight_RANKTHISWEEK_2007","ApexHeight_RANKLASTWEEK_2007","ApexHeight_PLAYERNAME_2007","ApexHeight_ROUNDS_2007","ApexHeight_AVG_2007","ApexHeight_TOTALAPEXHEIGHT_2007","ApexHeight_TOTALATTEMPTS_2007","ApexHeight_HIGHESTAPEXPOINT_2007","ApexHeight_LOWESTAPEXPOINT_2007","stat_name","year"
39,39,"Jeff Gove",103,NA,NA,68,NA,NA,"ApexHeight",2007
40,40,"Hunter Mahan",91,NA,NA,46,NA,NA,"ApexHeight",2007
41,41,"Luke Donald",69,NA,NA,40,NA,NA,"ApexHeight",2007
41,41,"Ted Purdy",102,NA,NA,51,NA,NA,"ApexHeight",2007
41,41,"Steve Stricker",81,NA,NA,55,NA,NA,"ApexHeight",2007
44,44,"John Rollins",102,NA,NA,61,NA,NA,"ApexHeight",2007
45,45,"Ryan Palmer",91,NA,NA,49,NA,NA,"ApexHeight",2007
45,45,"Jaco Van Zyl",51,NA,NA,32,NA,NA,"ApexHeight",2007
47,47,"Troy Matteson",87,NA,NA,48,NA,NA,"ApexHeight",2007
48,48,"Bubba Watson",80,NA,NA,32,NA,NA,"ApexHeight",2007
49,49,"Kevin Sutherland",85,NA,NA,52,NA,NA,"ApexHeight",2007
50,50,"Ernie Els",59,NA,NA,30,NA,NA,"ApexHeight",2007
50,50,"Vaughn Taylor",91,NA,NA,56,NA,NA,"ApexHeight",2007
52,52,"Tim Herron",98,NA,NA,60,NA,NA,"ApexHeight",2007
53,53,"Stewart Cink",91,NA,NA,61,NA,NA,"ApexHeight",2007
53,53,"Tom Johnson",74,NA,NA,44,NA,NA,"ApexHeight",2007
55,55,"John Senden",97,NA,NA,56,NA,NA,"ApexHeight",2007
56,56,"Pat Perez",84,NA,NA,36,NA,NA,"ApexHeight",2007
56,56,"Nick Watney",87,NA,NA,51,NA,NA,"ApexHeight",2007
58,58,"Bob Heintz",85,NA,NA,44,NA,NA,"ApexHeight",2007
59,59,"Dean Wilson",92,NA,NA,51,NA,NA,"ApexHeight",2007
60,60,"DJ Brigman",67,NA,NA,39,NA,NA,"ApexHeight",2007
61,61,"DJ Trahan",99,NA,NA,52,NA,NA,"ApexHeight",2007
62,62,"Johnson Wagner",97,NA,NA,55,NA,NA,"ApexHeight",2007
63,63,"Briny Baird",115,NA,NA,72,NA,NA,"ApexHeight",2007
64,64,"Jonathan Byrd",73,NA,NA,46,NA,NA,"ApexHeight",2007
64,64,"JP Hayes",89,NA,NA,55,NA,NA,"ApexHeight",2007
66,66,"Tag Ridings",52,NA,NA,25,NA,NA,"ApexHeight",2007
67,67,"Chris Couch",76,NA,NA,51,NA,NA,"ApexHeight",2007
67,67,"Sean OHair",98,NA,NA,61,NA,NA,"ApexHeight",2007
69,69,"Robert Gamez",88,NA,NA,53,NA,NA,"ApexHeight",2007
70,70,"Arron Oberholser",69,NA,NA,47,NA,NA,"ApexHeight",2007
71,71,"Jason Bohn",57,NA,NA,32,NA,NA,"ApexHeight",2007
72,72,"Jesper Parnevik",88,NA,NA,53,NA,NA,"ApexHeight",2007
73,73,"Brendon de Jonge",76,NA,NA,39,NA,NA,"ApexHeight",2007
74,74,"Todd Hamilton",76,NA,NA,37,NA,NA,"ApexHeight",2007
74,74,"Billy Mayfair",98,NA,NA,65,NA,NA,"ApexHeight",2007
76,76,"Rich Beem",89,NA,NA,56,NA,NA,"ApexHeight",2007
77,77,"Mark Hensby",81,NA,NA,55,NA,NA,"ApexHeight",2007
78,78,"Bo Van Pelt",104,NA,NA,63,NA,NA,"ApexHeight",2007
78,78,"Tiger Woods",63,NA,NA,33,NA,NA,"ApexHeight",2007
80,80,"Craig Lile",77,NA,NA,45,NA,NA,"ApexHeight",2007
81,81,"Ryan Armour",107,NA,NA,66,NA,NA,"ApexHeight",2007
81,81,"Frank Lickliter II",95,NA,NA,64,NA,NA,"ApexHeight",2007
81,81,"Heath Slocum",101,NA,NA,71,NA,NA,"ApexHeight",2007
84,84,"Matt Hendrix",63,NA,NA,36,NA,NA,"ApexHeight",2007
85,85,"Peter Lonard",85,NA,NA,50,NA,NA,"ApexHeight",2007
86,86,"Kyle Reifers",71,NA,NA,26,NA,NA,"ApexHeight",2007
87,87,"Daniel Chopra",106,NA,NA,65,NA,NA,"ApexHeight",2007
87,87,"Jeff Maggert",79,NA,NA,53,NA,NA,"ApexHeight",2007
89,89,"Mark Calcavecchia",93,NA,NA,53,NA,NA,"ApexHeight",2007
89,89,"David Toms",80,NA,NA,52,NA,NA,"ApexHeight",2007
91,91,"Tommy Armour III",81,NA,NA,55,NA,NA,"ApexHeight",2007
91,91,"David Branshaw",83,NA,NA,53,NA,NA,"ApexHeight",2007
91,91,"Justin Rose",63,NA,NA,33,NA,NA,"ApexHeight",2007
91,91,"Jason Schultz",63,NA,NA,28,NA,NA,"ApexHeight",2007
95,95,"Chris Stroud",66,NA,NA,35,NA,NA,"ApexHeight",2007
96,96,"Craig Barlow",52,NA,NA,25,NA,NA,"ApexHeight",2007
96,96,"Retief Goosen",50,NA,NA,22,NA,NA,"ApexHeight",2007
96,96,"Will Ma Kenzie",100,NA,NA,65,NA,NA,"ApexHeight",2007
99,99,"Eric Axley",107,NA,NA,62,NA,NA,"ApexHeight",2007
99,99,"Mathew Goggin",97,NA,NA,60,NA,NA,"ApexHeight",2007
99,99,"Lee Janzen",66,NA,NA,35,NA,NA,"ApexHeight",2007
102,102,"Jim Rutledge",59,NA,NA,24,NA,NA,"ApexHeight",2007
103,103,"Cliff Kresge",107,NA,NA,68,NA,NA,"ApexHeight",2007
104,104,"Ryuji Imada",104,NA,NA,76,NA,NA,"ApexHeight",2007
105,105,"Jay Williamson",50,NA,NA,26,NA,NA,"ApexHeight",2007
106,106,"John Merrick",92,NA,NA,54,NA,NA,"ApexHeight",2007
107,107,"Stuart Appleby",74,NA,NA,56,NA,NA,"ApexHeight",2007
107,107,"Jeff Brehaut",59,NA,NA,35,NA,NA,"ApexHeight",2007
107,107,"Anders Hansen",55,NA,NA,30,NA,NA,"ApexHeight",2007
110,110,"Glen Day",85,NA,NA,52,NA,NA,"ApexHeight",2007
111,111,"Lucas Glover",98,NA,NA,52,NA,NA,"ApexHeight",2007
112,112,"Marco Dawson",73,NA,NA,38,NA,NA,"ApexHeight",2007
113,113,"Richard Johnson",93,NA,NA,44,NA,NA,"ApexHeight",2007
114,114,"Jeff Overton",60,NA,NA,35,NA,NA,"ApexHeight",2007
115,115,"Tripp Isenhour",86,NA,NA,47,NA,NA,"ApexHeight",2007
116,116,"Mathias Gronberg",95,NA,NA,57,NA,NA,"ApexHeight",2007
117,117,"Chad Campbell",96,NA,NA,53,NA,NA,"ApexHeight",2007
117,117,"Tim Clark",66,NA,NA,49,NA,NA,"ApexHeight",2007
119,119,"Chris DiMarco",79,NA,NA,44,NA,NA,"ApexHeight",2007
120,120,"Craig Bowden",78,NA,NA,49,NA,NA,"ApexHeight",2007
120,120,"Duffy Waldorf",69,NA,NA,39,NA,NA,"ApexHeight",2007
122,122,"KJ Choi",87,NA,NA,51,NA,NA,"ApexHeight",2007
123,123,"Jerry Kelly",101,NA,NA,63,NA,NA,"ApexHeight",2007
123,123,"Carl Pettersson",111,NA,NA,74,NA,NA,"ApexHeight",2007
125,125,"Michael Putnam",96,NA,NA,43,NA,NA,"ApexHeight",2007
126,126,"Bubba Dickerson",51,NA,NA,25,NA,NA,"ApexHeight",2007
127,127,"Cameron Beckman",96,NA,NA,51,NA,NA,"ApexHeight",2007
127,127,"Jim Furyk",84,NA,NA,55,NA,NA,"ApexHeight",2007
127,127,"Shaun Micheel",91,NA,NA,41,NA,NA,"ApexHeight",2007
130,130,"Adam Scott",69,NA,NA,43,NA,NA,"ApexHeight",2007
131,131,"Nick OHern",72,NA,NA,45,NA,NA,"ApexHeight",2007
132,132,"Rich Barcelo",80,NA,NA,43,NA,NA,"ApexHeight",2007
132,132,"John Mallinger",96,NA,NA,61,NA,NA,"ApexHeight",2007
134,134,"Woody Austin",95,NA,NA,61,NA,NA,"ApexHeight",2007
134,134,"Brian Gay",107,NA,NA,69,NA,NA,"ApexHeight",2007
134,134,"Chris Tidland",59,NA,NA,40,NA,NA,"ApexHeight",2007
134,134,"Brett Wetterich",88,NA,NA,46,NA,NA,"ApexHeight",2007
138,138,"Tom Pernice Jr",104,NA,NA,58,NA,NA,"ApexHeight",2007
139,139,"Stephen Leaney",82,NA,NA,48,NA,NA,"ApexHeight",2007
140,140,"Jarrod Lyle",77,NA,NA,46,NA,NA,"ApexHeight",2007
140,140,"Jeff Quinney",95,NA,NA,57,NA,NA,"ApexHeight",2007
142,142,"Zach Johnson",76,NA,NA,54,NA,NA,"ApexHeight",2007
143,143,"Shigeki Maruyama",84,NA,NA,51,NA,NA,"ApexHeight",2007
144,144,"Doug LaBelle II",104,NA,NA,61,NA,NA,"ApexHeight",2007
145,145,"Steve Allan",63,NA,NA,35,NA,NA,"ApexHeight",2007
146,146,"Gavin Coles",87,NA,NA,49,NA,NA,"ApexHeight",2007
147,147,"George McNeill",95,NA,NA,49,NA,NA,"ApexHeight",2007
148,148,"Sergio Garcia",68,NA,NA,41,NA,NA,"ApexHeight",2007
149,149,"Ian Poulter",63,NA,NA,32,NA,NA,"ApexHeight",2007
150,150,"Ryan Moore",92,NA,NA,60,NA,NA,"ApexHeight",2007
150,150,"Scott Verplank",82,NA,NA,50,NA,NA,"ApexHeight",2007
152,152,"Charles Howell III",89,NA,NA,49,NA,NA,"ApexHeight",2007
153,153,"Jason Dufner",100,NA,NA,49,NA,NA,"ApexHeight",2007
153,153,"Michael Sim",52,NA,NA,29,NA,NA,"ApexHeight",2007
155,155,"JJ Henry",86,NA,NA,44,NA,NA,"ApexHeight",2007
156,156,"Freddie Jacobson",70,NA,NA,43,NA,NA,"ApexHeight",2007
157,157,"Rod Pampling",92,NA,NA,56,NA,NA,"ApexHeight",2007
158,158,"Justin Leonard",95,NA,NA,61,NA,NA,"ApexHeight",2007
158,158,"Phil Mickelson",73,NA,NA,28,NA,NA,"ApexHeight",2007
160,160,"Fred Funk",65,NA,NA,40,NA,NA,"ApexHeight",2007
161,161,"Daisuke Maruyama",86,NA,NA,52,NA,NA,"ApexHeight",2007
162,162,"Boo Weekley",101,NA,NA,45,NA,NA,"ApexHeight",2007
163,163,"Michael Boyd",61,NA,NA,35,NA,NA,"ApexHeight",2007
164,164,"Tom Lehman",62,NA,NA,37,NA,NA,"ApexHeight",2007
164,164,"Rory Sabbatini",81,NA,NA,43,NA,NA,"ApexHeight",2007
164,164,"Charlie Wi",90,NA,NA,55,NA,NA,"ApexHeight",2007
167,167,"Ben Curtis",80,NA,NA,50,NA,NA,"ApexHeight",2007
168,168,"Aaron Baddeley",83,NA,NA,37,NA,NA,"ApexHeight",2007
169,169,"Craig Kanada",109,NA,NA,64,NA,NA,"ApexHeight",2007
170,170,"Matt Kuchar",85,NA,NA,46,NA,NA,"ApexHeight",2007
171,171,"Joe Durant",88,NA,NA,50,NA,NA,"ApexHeight",2007
172,172,"Bob Tway",103,NA,NA,57,NA,NA,"ApexHeight",2007
173,173,"Paul Gow",70,NA,NA,40,NA,NA,"ApexHeight",2007
174,174,"Steve Elkington",87,NA,NA,45,NA,NA,"ApexHeight",2007
174,174,"Steve Flesch",100,NA,NA,54,NA,NA,"ApexHeight",2007
176,176,"Mike Weir",82,NA,NA,43,NA,NA,"ApexHeight",2007
177,177,"Tom Byrum",50,NA,NA,29,NA,NA,"ApexHeight",2007
177,177,"Paul Goydos",60,NA,NA,39,NA,NA,"ApexHeight",2007
179,179,"Steve Lowery",74,NA,NA,47,NA,NA,"ApexHeight",2007
180,180,"Tim Petrovic",106,NA,NA,52,NA,NA,"ApexHeight",2007
181,181,"Parker McLachlin",83,NA,NA,42,NA,NA,"ApexHeight",2007
182,182,"Greg Owen",81,NA,NA,39,NA,NA,"ApexHeight",2007
183,183,"Stephen Ames",81,NA,NA,38,NA,NA,"ApexHeight",2007
184,184,"Jeff Sluman",60,NA,NA,29,NA,NA,"ApexHeight",2007
185,185,"Nathan Green",103,NA,NA,62,NA,NA,"ApexHeight",2007
186,186,"Jose Coceres",50,NA,NA,39,NA,NA,"ApexHeight",2007
187,187,"Chris Riley",59,NA,NA,31,NA,NA,"ApexHeight",2007
188,188,"Ken Duke",112,NA,NA,46,NA,NA,"ApexHeight",2007
188,188,"Steve Wheatcroft",73,NA,NA,37,NA,NA,"ApexHeight",2007
190,190,"Corey Pavin",81,NA,NA,47,NA,NA,"ApexHeight",2007
191,191,"Trevor Immelman",74,NA,NA,36,NA,NA,"ApexHeight",2007
191,191,"Jose Maria Olazabal",52,NA,NA,26,NA,NA,"ApexHeight",2007
193,193,"Kevin Na",84,NA,NA,52,NA,NA,"ApexHeight",2007
194,194,"Michael Allen",74,NA,NA,41,NA,NA,"ApexHeight",2007
195,195,"Bob Estes",88,NA,NA,59,NA,NA,"ApexHeight",2007
196,196,"Bart Bryant",87,NA,NA,54,NA,NA,"ApexHeight",2007
