"MoneyLeaders_RANKTHISWEEK_2014","MoneyLeaders_RANKLASTWEEK_2014","MoneyLeaders_PLAYERNAME_2014","MoneyLeaders_EVENTS_2014","MoneyLeaders_MONEY_2014","MoneyLeaders_YTDVICTORIES_2014","stat_name","year"
53,53,"Chris Stroud",25,1826399,NA,"MoneyLeaders",2014
54,54,"Geoff Ogilvy",26,1809632,1,"MoneyLeaders",2014
55,55,"Ernie Els",24,1799569,NA,"MoneyLeaders",2014
56,56,"Erik Compton",28,1796143,NA,"MoneyLeaders",2014
57,57,"Steven Bowditch",30,1734693,1,"MoneyLeaders",2014
58,58,"Chesson Hadley",29,1703316,1,"MoneyLeaders",2014
59,59,"KJ Choi",23,1677848,NA,"MoneyLeaders",2014
60,60,"Brandt Snedeker",25,1652380,NA,"MoneyLeaders",2014
61,61,"Jason Dufner",17,1651491,NA,"MoneyLeaders",2014
62,62,"Camilo Villegas",29,1642124,1,"MoneyLeaders",2014
63,63,"Ian Poulter",17,1616693,NA,"MoneyLeaders",2014
64,64,"Morgan Hoffmann",32,1595922,NA,"MoneyLeaders",2014
65,65,"Jason Bohn",25,1585189,NA,"MoneyLeaders",2014
66,66,"Justin Hicks",30,1544061,NA,"MoneyLeaders",2014
67,67,"Ben Crane",25,1534634,1,"MoneyLeaders",2014
68,68,"Russell Knox",26,1513630,NA,"MoneyLeaders",2014
69,69,"Daniel Summerhays",27,1509543,NA,"MoneyLeaders",2014
70,70,"Ben Martin",26,1482836,NA,"MoneyLeaders",2014
71,71,"Stuart Appleby",29,1477971,NA,"MoneyLeaders",2014
72,72,"Luke Donald",17,1451440,NA,"MoneyLeaders",2014
73,73,"Jerry Kelly",23,1451059,NA,"MoneyLeaders",2014
74,74,"Scott Brown",30,1441725,NA,"MoneyLeaders",2014
75,75,"Scott Stallings",28,1385689,1,"MoneyLeaders",2014
76,76,"Ryo Ishikawa",24,1380579,NA,"MoneyLeaders",2014
77,77,"Shawn Stefani",17,1369259,NA,"MoneyLeaders",2014
78,78,"Brendan Steele",26,1359890,NA,"MoneyLeaders",2014
79,79,"Carl Pettersson",28,1348393,NA,"MoneyLeaders",2014
80,80,"Kevin Chappell",28,1343412,NA,"MoneyLeaders",2014
81,81,"Jonas Blixt",21,1342198,NA,"MoneyLeaders",2014
82,82,"Pat Perez",25,1315080,NA,"MoneyLeaders",2014
83,83,"Robert Streb",21,1300075,NA,"MoneyLeaders",2014
84,84,"William McGirt",29,1275738,NA,"MoneyLeaders",2014
85,85,"Lee Westwood",18,1223104,NA,"MoneyLeaders",2014
86,86,"Jason Kokrak",19,1200381,NA,"MoneyLeaders",2014
87,87,"Brendon de Jonge",31,1171395,NA,"MoneyLeaders",2014
88,88,"Andrew Svoboda",24,1168073,NA,"MoneyLeaders",2014
89,89,"Steve Stricker",11,1154747,NA,"MoneyLeaders",2014
90,90,"Scott Langley",29,1151496,NA,"MoneyLeaders",2014
91,91,"Billy Hurley III",26,1145299,NA,"MoneyLeaders",2014
92,92,"David Hearn",28,1138324,NA,"MoneyLeaders",2014
93,93,"Jeff Overton",24,1115467,NA,"MoneyLeaders",2014
94,94,"Robert Garrigus",25,1095474,NA,"MoneyLeaders",2014
95,95,"Martin Flores",26,1035447,NA,"MoneyLeaders",2014
96,96,"Rory Sabbatini",26,1024736,NA,"MoneyLeaders",2014
97,97,"Vijay Singh",25,989028,NA,"MoneyLeaders",2014
98,98,"Bo Van Pelt",25,982218,NA,"MoneyLeaders",2014
99,99,"John Huh",28,974043,NA,"MoneyLeaders",2014
100,100,"Kevin Kisner",26,954497,NA,"MoneyLeaders",2014
101,101,"Louis Oosthuizen",16,946134,NA,"MoneyLeaders",2014
102,102,"Aaron Baddeley",24,942559,NA,"MoneyLeaders",2014
103,103,"Michael Thompson",22,932300,NA,"MoneyLeaders",2014
104,104,"Stewart Cink",25,929166,NA,"MoneyLeaders",2014
105,105,"Gonzalo Fdez Castano",25,926493,NA,"MoneyLeaders",2014
106,106,"Nick Watney",25,913398,NA,"MoneyLeaders",2014
107,107,"Troy Merritt",20,882864,NA,"MoneyLeaders",2014
108,108,"Paul Casey",16,877968,NA,"MoneyLeaders",2014
109,109,"Mike Weir",25,854413,NA,"MoneyLeaders",2014
110,110,"Brian Davis",28,842539,NA,"MoneyLeaders",2014
111,111,"Luke Guthrie",26,840555,NA,"MoneyLeaders",2014
112,112,"Boo Weekley",24,832673,NA,"MoneyLeaders",2014
113,113,"Bryce Molder",25,828605,NA,"MoneyLeaders",2014
114,114,"Retief Goosen",26,826073,NA,"MoneyLeaders",2014
115,115,"Tim Wilkinson",25,824179,NA,"MoneyLeaders",2014
116,116,"Michael Putnam",30,818799,NA,"MoneyLeaders",2014
117,117,"Justin Leonard",22,807949,NA,"MoneyLeaders",2014
118,118,"David Toms",20,801355,NA,"MoneyLeaders",2014
119,119,"Andres Romero",26,782184,NA,"MoneyLeaders",2014
120,120,"Danny Lee",28,781295,NA,"MoneyLeaders",2014
121,121,"Jim Renner",25,763978,NA,"MoneyLeaders",2014
122,122,"Jhonattan Vegas",23,751763,NA,"MoneyLeaders",2014
123,123,"James Hahn",27,735259,NA,"MoneyLeaders",2014
124,124,"Sangmoon Bae",24,718111,NA,"MoneyLeaders",2014
125,125,"Nicholas Thompson",30,713377,NA,"MoneyLeaders",2014
126,126,"Charlie Beljan",26,712652,NA,"MoneyLeaders",2014
127,127,"Ricky Barnes",27,706855,NA,"MoneyLeaders",2014
128,128,"David Lingmerth",26,676661,NA,"MoneyLeaders",2014
129,129,"Bud Cauley",19,647886,NA,"MoneyLeaders",2014
130,130,"Ben Curtis",24,625515,NA,"MoneyLeaders",2014
131,131,"Richard Lee",27,618443,NA,"MoneyLeaders",2014
132,132,"Brice Garnett",28,617805,NA,"MoneyLeaders",2014
133,133,"Jonathan Byrd",24,617014,NA,"MoneyLeaders",2014
134,134,"Briny Baird",17,616316,NA,"MoneyLeaders",2014
135,135,"Roberto Castro",27,615933,NA,"MoneyLeaders",2014
136,136,"Brian Gay",26,605368,NA,"MoneyLeaders",2014
137,137,"Will Wilcox",16,586159,NA,"MoneyLeaders",2014
138,138,"Martin Laird",20,583663,NA,"MoneyLeaders",2014
139,139,"Greg Chalmers",27,578979,NA,"MoneyLeaders",2014
140,140,"Brad Fritsch",18,568391,NA,"MoneyLeaders",2014
141,141,"Heath Slocum",23,566167,NA,"MoneyLeaders",2014
142,142,"Andrew Loupe",22,563121,NA,"MoneyLeaders",2014
143,143,"JJ Henry",28,554615,NA,"MoneyLeaders",2014
144,144,"John Merrick",25,516148,NA,"MoneyLeaders",2014
145,145,"Robert Allenby",29,514288,NA,"MoneyLeaders",2014
146,146,"Hudson Swafford",26,513883,NA,"MoneyLeaders",2014
147,147,"Tommy Gainey",26,490590,NA,"MoneyLeaders",2014
148,148,"Kyle Stanley",28,473581,NA,"MoneyLeaders",2014
149,149,"Chad Campbell",18,470798,NA,"MoneyLeaders",2014
150,150,"Ken Duke",25,455589,NA,"MoneyLeaders",2014
151,151,"Tyrone Van Aswegen",25,454856,NA,"MoneyLeaders",2014
152,152,"Wes Roach",22,453616,NA,"MoneyLeaders",2014
153,153,"Trevor Immelman",28,447516,NA,"MoneyLeaders",2014
154,154,"Peter Hanson",13,415531,NA,"MoneyLeaders",2014
155,155,"Scott Piercy",12,411635,NA,"MoneyLeaders",2014
156,156,"Sean OHair",25,408793,NA,"MoneyLeaders",2014
157,157,"Chad Collins",28,408434,NA,"MoneyLeaders",2014
158,158,"Johnson Wagner",24,393729,NA,"MoneyLeaders",2014
159,159,"Troy Matteson",23,387796,NA,"MoneyLeaders",2014
160,160,"Ted Potter Jr",24,386341,NA,"MoneyLeaders",2014
161,161,"Charlie Wi",25,384796,NA,"MoneyLeaders",2014
162,162,"James Driscoll",25,371404,NA,"MoneyLeaders",2014
163,163,"Joe Durant",15,369268,NA,"MoneyLeaders",2014
164,164,"Josh Teater",28,366241,NA,"MoneyLeaders",2014
165,165,"DA Points",27,364653,NA,"MoneyLeaders",2014
166,166,"Jeff Maggert",19,360157,NA,"MoneyLeaders",2014
167,167,"Thorbjorn Olesen",14,335222,NA,"MoneyLeaders",2014
168,168,"Jamie Lovemark",20,305944,NA,"MoneyLeaders",2014
169,169,"Derek Ernst",28,305654,NA,"MoneyLeaders",2014
170,170,"Steve Marino",13,294565,NA,"MoneyLeaders",2014
171,171,"Woody Austin",22,292824,NA,"MoneyLeaders",2014
172,172,"John Rollins",28,289757,NA,"MoneyLeaders",2014
173,173,"Davis Love III",22,284800,NA,"MoneyLeaders",2014
174,174,"Spencer Levin",20,277780,NA,"MoneyLeaders",2014
175,175,"Jason Gore",7,273857,NA,"MoneyLeaders",2014
176,176,"Peter Malnati",18,271326,NA,"MoneyLeaders",2014
177,177,"YE Yang",28,254525,NA,"MoneyLeaders",2014
178,178,"Dicky Pride",13,243592,NA,"MoneyLeaders",2014
179,179,"John Peterson",25,238230,NA,"MoneyLeaders",2014
180,180,"Bernhard Langer",1,234000,NA,"MoneyLeaders",2014
181,181,"Tim Herron",15,212771,NA,"MoneyLeaders",2014
182,182,"Lucas Glover",26,210166,NA,"MoneyLeaders",2014
183,183,"Scott Gardiner",18,209270,NA,"MoneyLeaders",2014
184,184,"David Lynn",11,207414,NA,"MoneyLeaders",2014
185,185,"Jim Herman",21,187337,NA,"MoneyLeaders",2014
186,186,"Eric Axley",10,180734,NA,"MoneyLeaders",2014
187,187,"Padraig Harrington",16,169175,NA,"MoneyLeaders",2014
188,188,"Kevin Tway",23,167278,NA,"MoneyLeaders",2014
189,189,"Miguel Angel Carballo",15,161491,NA,"MoneyLeaders",2014
190,190,"Bronson La Cassie",18,160632,NA,"MoneyLeaders",2014
191,191,"Bob Estes",2,156000,NA,"MoneyLeaders",2014
192,192,"Mark Wilson",25,155313,NA,"MoneyLeaders",2014
193,193,"Rod Pampling",7,154051,NA,"MoneyLeaders",2014
194,194,"Stephen Ames",18,141143,NA,"MoneyLeaders",2014
195,195,"DH Lee",20,138642,NA,"MoneyLeaders",2014
196,196,"Kenny Perry",5,130588,NA,"MoneyLeaders",2014
197,197,"Darren Clarke",15,128293,NA,"MoneyLeaders",2014
198,198,"Nicolas Colsaerts",12,123367,NA,"MoneyLeaders",2014
199,199,"Mark Anderson",8,122598,NA,"MoneyLeaders",2014
200,200,"Tim Petrovic",10,109299,NA,"MoneyLeaders",2014
201,201,"Tiger Woods",7,108275,NA,"MoneyLeaders",2014
202,202,"Fred Couples",3,101160,NA,"MoneyLeaders",2014
203,203,"Blake Adams",8,98439,NA,"MoneyLeaders",2014
204,204,"Ryuji Imada",9,98186,NA,"MoneyLeaders",2014
205,205,"Matt Bettencourt",14,96825,NA,"MoneyLeaders",2014
206,206,"Greg Owen",8,95117,NA,"MoneyLeaders",2014
207,207,"David Duval",15,94709,NA,"MoneyLeaders",2014
208,208,"Alex Prugh",16,90606,NA,"MoneyLeaders",2014
209,209,"Kevin Foley",15,87738,NA,"MoneyLeaders",2014
210,210,"Doug LaBelle II",12,84209,NA,"MoneyLeaders",2014
211,211,"John Daly",15,76635,NA,"MoneyLeaders",2014
212,212,"Patrick Cantlay",5,76131,NA,"MoneyLeaders",2014
213,213,"Cameron Beckman",12,72835,NA,"MoneyLeaders",2014
214,214,"Mark Calcavecchia",8,68608,NA,"MoneyLeaders",2014
215,215,"Lee Williams",13,66075,NA,"MoneyLeaders",2014
216,216,"Lee Janzen",8,63946,NA,"MoneyLeaders",2014
217,217,"Jose Coceres",6,57620,NA,"MoneyLeaders",2014
218,218,"Alex Cejka",6,57059,NA,"MoneyLeaders",2014
219,219,"Will Claxton",8,56886,NA,"MoneyLeaders",2014
220,220,"Tom Watson",5,53727,NA,"MoneyLeaders",2014
221,221,"Tag Ridings",12,53647,NA,"MoneyLeaders",2014
222,222,"Joe Ogilvie",13,52035,NA,"MoneyLeaders",2014
223,223,"Jose Maria Olazabal",1,48600,NA,"MoneyLeaders",2014
224,224,"Harrison Frazar",15,47247,NA,"MoneyLeaders",2014
225,225,"Steve Flesch",5,46352,NA,"MoneyLeaders",2014
226,226,"Paul Goydos",19,43441,NA,"MoneyLeaders",2014
227,227,"Dudley Hart",4,40217,NA,"MoneyLeaders",2014
228,228,"Chris Smith",7,33620,NA,"MoneyLeaders",2014
229,229,"Fred Funk",8,32417,NA,"MoneyLeaders",2014
230,230,"Billy Mayfair",4,32118,NA,"MoneyLeaders",2014
231,231,"Marc Turnesa",6,30959,NA,"MoneyLeaders",2014
232,232,"Glen Day",5,30628,NA,"MoneyLeaders",2014
233,233,"Edward Loar",19,29958,NA,"MoneyLeaders",2014
234,234,"Justin Bolli",6,29327,NA,"MoneyLeaders",2014
235,235,"Sandy Lyle",2,27972,NA,"MoneyLeaders",2014
236,236,"Fabian Gomez",4,27616,NA,"MoneyLeaders",2014
237,237,"Scott McCarron",12,22794,NA,"MoneyLeaders",2014
238,238,"Larry Mize",1,22680,NA,"MoneyLeaders",2014
239,239,"Alex Aragon",18,21526,NA,"MoneyLeaders",2014
240,240,"Daniel Chopra",16,20775,NA,"MoneyLeaders",2014
241,241,"Len Mattiace",4,20660,NA,"MoneyLeaders",2014
242,242,"Vaughn Taylor",3,20451,NA,"MoneyLeaders",2014
243,243,"Kris Blanks",8,17327,NA,"MoneyLeaders",2014
244,244,"Kent Jones",2,15480,NA,"MoneyLeaders",2014
245,245,"Ben Kohles",3,14784,NA,"MoneyLeaders",2014
246,246,"Benjamin Alvarado",6,13241,NA,"MoneyLeaders",2014
247,247,"Nathan Green",4,13034,NA,"MoneyLeaders",2014
248,248,"DJ Trahan",5,12900,NA,"MoneyLeaders",2014
249,249,"Chez Reavie",2,11767,NA,"MoneyLeaders",2014
250,250,"Bobby Gates",14,10919,NA,"MoneyLeaders",2014
251,251,"Scott Verplank",12,10696,NA,"MoneyLeaders",2014
252,252,"Todd Hamilton",4,10387,NA,"MoneyLeaders",2014
253,253,"Brett Quigley",1,10260,NA,"MoneyLeaders",2014
254,254,"Marco Dawson",1,7245,NA,"MoneyLeaders",2014
254,254,"Jesper Parnevik",3,7245,NA,"MoneyLeaders",2014
256,256,"Arjun Atwal",4,6980,NA,"MoneyLeaders",2014
257,257,"Paul Stankowski",3,6720,NA,"MoneyLeaders",2014
258,258,"Chris DiMarco",7,6370,NA,"MoneyLeaders",2014
