"Total1PuttsInside5_RANKTHISWEEK_2005","Total1PuttsInside5_RANKLASTWEEK_2005","Total1PuttsInside5_PLAYERNAME_2005","Total1PuttsInside5_ROUNDS_2005","Total1PuttsInside5_TOTAL_2005","Total1PuttsInside5_TOTALFORALLDISTANCES_2005","Total1PuttsInside5_PCTOFALL1PUTTS_2005","stat_name","year"
106,106,"Doug Barron",70,226,443,51,"Total1PuttsInside5",2005
106,106,"Tom Byrum",83,226,509,44.4,"Total1PuttsInside5",2005
106,106,"Scott Gutschewski",86,226,477,47.4,"Total1PuttsInside5",2005
106,106,"Bob Heintz",67,226,478,47.3,"Total1PuttsInside5",2005
106,106,"DJ Trahan",81,226,461,49,"Total1PuttsInside5",2005
111,111,"Charles Howell III",95,223,493,45.2,"Total1PuttsInside5",2005
111,111,"Rocco Mediate",73,223,445,50.1,"Total1PuttsInside5",2005
113,113,"Carlos Franco",78,222,461,48.2,"Total1PuttsInside5",2005
113,113,"Peter Lonard",85,222,444,50,"Total1PuttsInside5",2005
113,113,"Brett Wetterich",76,222,452,49.1,"Total1PuttsInside5",2005
113,113,"Charlie Wi",67,222,476,46.6,"Total1PuttsInside5",2005
117,117,"Chad Campbell",95,221,509,43.4,"Total1PuttsInside5",2005
117,117,"Paul Claxton",79,221,436,50.7,"Total1PuttsInside5",2005
119,119,"Bob Tway",87,220,478,46,"Total1PuttsInside5",2005
120,120,"Scott Verplank",87,218,473,46.1,"Total1PuttsInside5",2005
121,121,"Stuart Appleby",84,216,440,49.1,"Total1PuttsInside5",2005
121,121,"Paul Azinger",66,216,435,49.7,"Total1PuttsInside5",2005
123,123,"Alex Cejka",84,215,456,47.1,"Total1PuttsInside5",2005
123,123,"Chris DiMarco",83,215,438,49.1,"Total1PuttsInside5",2005
123,123,"Brad Faxon",75,215,451,47.7,"Total1PuttsInside5",2005
123,123,"Mathias Gronberg",60,215,394,54.6,"Total1PuttsInside5",2005
123,123,"Mark Wilson",74,215,448,48,"Total1PuttsInside5",2005
128,128,"Gavin Coles",70,213,460,46.3,"Total1PuttsInside5",2005
129,129,"Justin Bolli",65,212,417,50.8,"Total1PuttsInside5",2005
130,130,"John Daly",78,211,401,52.6,"Total1PuttsInside5",2005
130,130,"Michael Long",72,211,411,51.3,"Total1PuttsInside5",2005
130,130,"Jeff Maggert",79,211,421,50.1,"Total1PuttsInside5",2005
133,133,"Chris Anderson",66,210,421,49.9,"Total1PuttsInside5",2005
133,133,"JP Hayes",63,210,412,51,"Total1PuttsInside5",2005
135,135,"Tiger Woods",76,209,428,48.8,"Total1PuttsInside5",2005
136,136,"Lee Janzen",75,208,423,49.2,"Total1PuttsInside5",2005
137,137,"Roland Thatcher",75,207,433,47.8,"Total1PuttsInside5",2005
138,138,"Scott McCarron",78,206,424,48.6,"Total1PuttsInside5",2005
139,139,"Mario Tiziani",67,205,417,49.2,"Total1PuttsInside5",2005
140,140,"Robert Allenby",95,203,467,43.5,"Total1PuttsInside5",2005
140,140,"Steve Flesch",90,203,443,45.8,"Total1PuttsInside5",2005
140,140,"Rob Rashell",65,203,397,51.1,"Total1PuttsInside5",2005
143,143,"Jeff Brehaut",71,202,409,49.4,"Total1PuttsInside5",2005
143,143,"Danny Briggs",70,202,412,49,"Total1PuttsInside5",2005
145,145,"Jason Allred",75,201,435,46.2,"Total1PuttsInside5",2005
146,146,"Jose Coceres",56,200,394,50.8,"Total1PuttsInside5",2005
147,147,"Craig Barlow",81,199,421,47.3,"Total1PuttsInside5",2005
148,148,"Arjun Atwal",65,198,455,43.5,"Total1PuttsInside5",2005
148,148,"Shaun Micheel",81,198,434,45.6,"Total1PuttsInside5",2005
148,148,"Mike Weir",71,198,348,56.9,"Total1PuttsInside5",2005
151,151,"DJ Brigman",76,197,401,49.1,"Total1PuttsInside5",2005
152,152,"David Toms",87,194,455,42.6,"Total1PuttsInside5",2005
153,153,"John Cook",72,193,408,47.3,"Total1PuttsInside5",2005
153,153,"Jeff Hart",63,193,389,49.6,"Total1PuttsInside5",2005
153,153,"Kenny Perry",82,193,410,47.1,"Total1PuttsInside5",2005
156,156,"KJ Choi",78,192,389,49.4,"Total1PuttsInside5",2005
156,156,"Justin Leonard",78,192,395,48.6,"Total1PuttsInside5",2005
158,158,"Craig Perks",67,190,367,51.8,"Total1PuttsInside5",2005
159,159,"Phil Mickelson",81,188,382,49.2,"Total1PuttsInside5",2005
160,160,"Matt Kuchar",60,187,391,47.8,"Total1PuttsInside5",2005
161,161,"David Hearn",68,186,384,48.4,"Total1PuttsInside5",2005
161,161,"Davis Love III",80,186,398,46.7,"Total1PuttsInside5",2005
163,163,"Mark OMeara",66,184,393,46.8,"Total1PuttsInside5",2005
163,163,"Dennis Paulson",63,184,361,51,"Total1PuttsInside5",2005
163,163,"Adam Scott",72,184,361,51,"Total1PuttsInside5",2005
166,166,"Ben Curtis",65,183,346,52.9,"Total1PuttsInside5",2005
166,166,"Tom Lehman",69,183,333,55,"Total1PuttsInside5",2005
168,168,"John Elliott",58,181,349,51.9,"Total1PuttsInside5",2005
169,169,"Rory Sabbatini",81,180,434,41.5,"Total1PuttsInside5",2005
170,170,"Jim Carter",62,179,352,50.9,"Total1PuttsInside5",2005
171,171,"Chris Riley",67,177,313,56.5,"Total1PuttsInside5",2005
172,172,"Steve Elkington",67,176,354,49.7,"Total1PuttsInside5",2005
172,172,"Mark Hensby",70,176,347,50.7,"Total1PuttsInside5",2005
174,174,"Freddie Jacobson",72,175,413,42.4,"Total1PuttsInside5",2005
175,175,"Arron Oberholser",65,174,348,50,"Total1PuttsInside5",2005
176,176,"Bernhard Langer",67,173,336,51.5,"Total1PuttsInside5",2005
176,176,"Tjaart van der Walt",56,173,363,47.7,"Total1PuttsInside5",2005
178,178,"Brenden Pappas",51,171,358,47.8,"Total1PuttsInside5",2005
179,179,"Loren Roberts",54,170,344,49.4,"Total1PuttsInside5",2005
180,180,"Sergio Garcia",73,169,343,49.3,"Total1PuttsInside5",2005
181,181,"Rich Beem",66,166,326,50.9,"Total1PuttsInside5",2005
181,181,"Brent Geiberger",61,166,350,47.4,"Total1PuttsInside5",2005
183,183,"Steve Jones",56,164,307,53.4,"Total1PuttsInside5",2005
183,183,"Jay Williamson",53,164,330,49.7,"Total1PuttsInside5",2005
185,185,"Glen Hnatiuk",59,162,324,50,"Total1PuttsInside5",2005
186,186,"Matt Davidson",53,161,350,46,"Total1PuttsInside5",2005
187,187,"Hideto Tanihara",50,160,287,55.7,"Total1PuttsInside5",2005
188,188,"Larry Mize",54,155,340,45.6,"Total1PuttsInside5",2005
189,189,"Richard Johnson",50,154,333,46.2,"Total1PuttsInside5",2005
190,190,"Jose Maria Olazabal",55,152,317,47.9,"Total1PuttsInside5",2005
191,191,"Dan Forsman",52,149,329,45.3,"Total1PuttsInside5",2005
192,192,"Retief Goosen",71,148,293,50.5,"Total1PuttsInside5",2005
193,193,"Kirk Triplett",55,143,314,45.5,"Total1PuttsInside5",2005
194,194,"Jay Haas",54,140,271,51.7,"Total1PuttsInside5",2005
195,195,"Bradley Hughes",52,139,292,47.6,"Total1PuttsInside5",2005
196,196,"Bill Glasson",54,138,299,46.2,"Total1PuttsInside5",2005
197,197,"Fred Couples",72,134,286,46.9,"Total1PuttsInside5",2005
198,198,"Luke Donald",67,133,276,48.2,"Total1PuttsInside5",2005
199,199,"Padraig Harrington",50,129,290,44.5,"Total1PuttsInside5",2005
200,200,"Lee Westwood",50,119,225,52.9,"Total1PuttsInside5",2005
201,201,"Thomas Levet",54,115,238,48.3,"Total1PuttsInside5",2005
202,202,"Ian Poulter",62,110,248,44.4,"Total1PuttsInside5",2005
