"ProximitytoHolefromOtherLocations_RANKTHISWEEK_2013","ProximitytoHolefromOtherLocations_RANKLASTWEEK_2013","ProximitytoHolefromOtherLocations_PLAYERNAME_2013","ProximitytoHolefromOtherLocations_ROUNDS_2013","ProximitytoHolefromOtherLocations_AVGDTP_2013","ProximitytoHolefromOtherLocations_TOTALDISTANCEFEET_2013","ProximitytoHolefromOtherLocations_OFSHOTS_2013","ProximitytoHolefromOtherLocations_SCRAMBLINGRANK_2013","stat_name","year"
48,48,"Scott Langley",79,NA,10.528,138,59,"ProximitytoHolefromOtherLocations",2013
48,48,"Seung Yul Noh",71,NA,8.871,116,158,"ProximitytoHolefromOtherLocations",2013
48,48,"Chez Reavie",72,NA,9.332,122,48,"ProximitytoHolefromOtherLocations",2013
48,48,"Brandt Snedeker",79,NA,7.333,96,33,"ProximitytoHolefromOtherLocations",2013
48,48,"Shawn Stefani",63,NA,7.437,98,79,"ProximitytoHolefromOtherLocations",2013
48,48,"David Toms",49,NA,5.539,73,51,"ProximitytoHolefromOtherLocations",2013
48,48,"Tiger Woods",61,NA,5.502,72,46,"ProximitytoHolefromOtherLocations",2013
57,57,"Stuart Appleby",88,NA,10.824,141,4,"ProximitytoHolefromOtherLocations",2013
57,57,"Rickie Fowler",75,NA,8.039,105,56,"ProximitytoHolefromOtherLocations",2013
57,57,"Colt Knost",69,NA,10.868,141,116,"ProximitytoHolefromOtherLocations",2013
57,57,"Richard Lee",81,NA,10.138,131,11,"ProximitytoHolefromOtherLocations",2013
57,57,"Carl Pettersson",82,NA,9.007,117,147,"ProximitytoHolefromOtherLocations",2013
57,57,"Alistair Presnell",59,NA,6.625,86,101,"ProximitytoHolefromOtherLocations",2013
57,57,"Patrick Reed",83,NA,10.98,143,40,"ProximitytoHolefromOtherLocations",2013
64,64,"Scott Brown",65,NA,10.199,131,130,"ProximitytoHolefromOtherLocations",2013
64,64,"Will Claxton",67,NA,9.695,124,156,"ProximitytoHolefromOtherLocations",2013
64,64,"Ken Duke",87,NA,9.48,121,108,"ProximitytoHolefromOtherLocations",2013
64,64,"Jim Furyk",80,NA,6.314,81,57,"ProximitytoHolefromOtherLocations",2013
64,64,"Tom Gillis",69,NA,9.173,118,44,"ProximitytoHolefromOtherLocations",2013
64,64,"John Huh",88,NA,11.639,150,62,"ProximitytoHolefromOtherLocations",2013
64,64,"Jerry Kelly",75,NA,11.043,142,14,"ProximitytoHolefromOtherLocations",2013
64,64,"Troy Matteson",68,NA,9.701,124,63,"ProximitytoHolefromOtherLocations",2013
64,64,"Rory McIlroy",56,NA,6.672,86,145,"ProximitytoHolefromOtherLocations",2013
64,64,"Scott Piercy",78,NA,10.206,131,161,"ProximitytoHolefromOtherLocations",2013
64,64,"Justin Rose",62,NA,5.891,76,35,"ProximitytoHolefromOtherLocations",2013
64,64,"YE Yang",56,NA,5.541,71,110,"ProximitytoHolefromOtherLocations",2013
76,76,"Stephen Ames",49,NA,8.818,111,67,"ProximitytoHolefromOtherLocations",2013
76,76,"Jonas Blixt",76,NA,10.5,133,24,"ProximitytoHolefromOtherLocations",2013
76,76,"Kevin Chappell",80,NA,9.064,115,81,"ProximitytoHolefromOtherLocations",2013
76,76,"Ben Crane",62,NA,8.766,111,9,"ProximitytoHolefromOtherLocations",2013
76,76,"Brad Fritsch",81,NA,10.206,130,136,"ProximitytoHolefromOtherLocations",2013
76,76,"Zach Johnson",84,NA,9.6,121,54,"ProximitytoHolefromOtherLocations",2013
76,76,"Graeme McDowell",53,NA,5.23,66,30,"ProximitytoHolefromOtherLocations",2013
76,76,"Greg Owen",73,NA,9.835,125,142,"ProximitytoHolefromOtherLocations",2013
76,76,"DA Points",87,NA,10.755,136,129,"ProximitytoHolefromOtherLocations",2013
76,76,"Aaron Watkins",46,NA,6.06,77,58,"ProximitytoHolefromOtherLocations",2013
86,86,"Keegan Bradley",88,NA,11.078,138,32,"ProximitytoHolefromOtherLocations",2013
86,86,"Brian Davis",91,NA,11.813,148,73,"ProximitytoHolefromOtherLocations",2013
86,86,"Jason Day",86,NA,7.638,96,27,"ProximitytoHolefromOtherLocations",2013
86,86,"Ernie Els",63,NA,7.906,99,84,"ProximitytoHolefromOtherLocations",2013
86,86,"Peter Hanson",45,NA,4.409,55,82,"ProximitytoHolefromOtherLocations",2013
86,86,"Tim Herron",45,NA,8.075,101,117,"ProximitytoHolefromOtherLocations",2013
86,86,"Brandt Jobe",62,NA,7.95,100,146,"ProximitytoHolefromOtherLocations",2013
86,86,"Henrik Norlander",70,NA,11.319,142,138,"ProximitytoHolefromOtherLocations",2013
86,86,"Rod Pampling",46,NA,8.162,102,127,"ProximitytoHolefromOtherLocations",2013
86,86,"Charl Schwartzel",69,NA,7.34,92,140,"ProximitytoHolefromOtherLocations",2013
86,86,"Kevin Stadler",83,NA,10.481,131,143,"ProximitytoHolefromOtherLocations",2013
86,86,"Bubba Watson",76,NA,8.905,111,150,"ProximitytoHolefromOtherLocations",2013
98,98,"Ricky Barnes",74,NA,10.891,134,162,"ProximitytoHolefromOtherLocations",2013
98,98,"Michael Bradley",56,NA,7.644,94,166,"ProximitytoHolefromOtherLocations",2013
98,98,"Greg Chalmers",77,NA,12.005,149,63,"ProximitytoHolefromOtherLocations",2013
98,98,"David Hearn",88,NA,11.945,147,90,"ProximitytoHolefromOtherLocations",2013
98,98,"Eric Meierdierks",48,NA,6.229,77,177,"ProximitytoHolefromOtherLocations",2013
98,98,"Sean OHair",56,NA,10.817,133,169,"ProximitytoHolefromOtherLocations",2013
98,98,"Vijay Singh",61,NA,6.054,75,103,"ProximitytoHolefromOtherLocations",2013
98,98,"Jordan Spieth",82,NA,11.213,139,31,"ProximitytoHolefromOtherLocations",2013
98,98,"Kevin Streelman",86,NA,9.287,114,61,"ProximitytoHolefromOtherLocations",2013
107,107,"Padraig Harrington",52,NA,8.196,100,113,"ProximitytoHolefromOtherLocations",2013
107,107,"Morgan Hoffmann",64,NA,8.546,104,85,"ProximitytoHolefromOtherLocations",2013
107,107,"David Lingmerth",68,NA,8.015,98,80,"ProximitytoHolefromOtherLocations",2013
107,107,"Jeff Maggert",63,NA,10.266,125,42,"ProximitytoHolefromOtherLocations",2013
107,107,"Jimmy Walker",84,NA,12.2,149,36,"ProximitytoHolefromOtherLocations",2013
107,107,"Mark Wilson",56,NA,8.137,99,27,"ProximitytoHolefromOtherLocations",2013
113,113,"Jason Bohn",70,NA,12.769,154,144,"ProximitytoHolefromOtherLocations",2013
113,113,"Lucas Glover",65,NA,7.331,88,174,"ProximitytoHolefromOtherLocations",2013
113,113,"Jason Kokrak",78,NA,11.842,143,83,"ProximitytoHolefromOtherLocations",2013
113,113,"Webb Simpson",92,NA,11.259,135,86,"ProximitytoHolefromOtherLocations",2013
113,113,"Scott Stallings",79,NA,9.984,120,139,"ProximitytoHolefromOtherLocations",2013
113,113,"Brendan Steele",86,NA,10.34,125,104,"ProximitytoHolefromOtherLocations",2013
113,113,"Vaughn Taylor",50,NA,6.706,81,107,"ProximitytoHolefromOtherLocations",2013
113,113,"Charlie Wi",75,NA,10.444,126,47,"ProximitytoHolefromOtherLocations",2013
121,121,"Bud Cauley",67,NA,9.287,110,165,"ProximitytoHolefromOtherLocations",2013
121,121,"Stewart Cink",71,NA,7.602,90,164,"ProximitytoHolefromOtherLocations",2013
121,121,"Ryo Ishikawa",72,NA,8.427,100,160,"ProximitytoHolefromOtherLocations",2013
121,121,"Dustin Johnson",71,NA,6.37,76,163,"ProximitytoHolefromOtherLocations",2013
121,121,"Marc Leishman",77,NA,11.91,142,96,"ProximitytoHolefromOtherLocations",2013
121,121,"David Lynn",70,NA,8.827,105,38,"ProximitytoHolefromOtherLocations",2013
121,121,"Hunter Mahan",91,NA,10.942,131,73,"ProximitytoHolefromOtherLocations",2013
121,121,"Rory Sabbatini",86,NA,10.641,126,91,"ProximitytoHolefromOtherLocations",2013
121,121,"Josh Teater",86,NA,12.411,148,157,"ProximitytoHolefromOtherLocations",2013
121,121,"Michael Thompson",66,NA,8.074,96,93,"ProximitytoHolefromOtherLocations",2013
121,121,"Cameron Tringale",80,NA,12.431,148,20,"ProximitytoHolefromOtherLocations",2013
121,121,"Johnson Wagner",64,NA,10.654,127,120,"ProximitytoHolefromOtherLocations",2013
121,121,"Boo Weekley",100,NA,12.162,144,135,"ProximitytoHolefromOtherLocations",2013
134,134,"Jim Herman",59,NA,8.094,95,149,"ProximitytoHolefromOtherLocations",2013
134,134,"Martin Kaymer",61,NA,7.44,88,171,"ProximitytoHolefromOtherLocations",2013
134,134,"DH Lee",65,NA,10.789,127,89,"ProximitytoHolefromOtherLocations",2013
134,134,"William McGirt",75,NA,13.683,161,39,"ProximitytoHolefromOtherLocations",2013
134,134,"Tag Ridings",69,NA,10.414,122,98,"ProximitytoHolefromOtherLocations",2013
139,139,"Sangmoon Bae",83,NA,11.382,133,176,"ProximitytoHolefromOtherLocations",2013
139,139,"Erik Compton",74,NA,10.944,128,23,"ProximitytoHolefromOtherLocations",2013
139,139,"Brendon de Jonge",110,NA,15.676,182,16,"ProximitytoHolefromOtherLocations",2013
139,139,"Graham DeLaet",94,NA,12.466,145,51,"ProximitytoHolefromOtherLocations",2013
139,139,"Derek Ernst",58,NA,7.466,87,179,"ProximitytoHolefromOtherLocations",2013
144,144,"KJ Choi",85,NA,10.008,115,13,"ProximitytoHolefromOtherLocations",2013
144,144,"Robert Garrigus",69,NA,8.552,98,180,"ProximitytoHolefromOtherLocations",2013
144,144,"Bobby Gates",49,NA,7.201,83,137,"ProximitytoHolefromOtherLocations",2013
144,144,"Bill Haas",85,NA,10.631,122,18,"ProximitytoHolefromOtherLocations",2013
144,144,"Charley Hoffman",84,NA,13.169,151,154,"ProximitytoHolefromOtherLocations",2013
149,149,"Justin Bolli",59,NA,9.01,102,106,"ProximitytoHolefromOtherLocations",2013
149,149,"James Driscoll",76,NA,10.644,121,53,"ProximitytoHolefromOtherLocations",2013
149,149,"Luke List",65,NA,9.484,108,151,"ProximitytoHolefromOtherLocations",2013
149,149,"David Mathis",71,NA,10.703,122,172,"ProximitytoHolefromOtherLocations",2013
149,149,"Pat Perez",69,NA,10.367,118,111,"ProximitytoHolefromOtherLocations",2013
154,154,"Sergio Garcia",65,NA,7.137,80,99,"ProximitytoHolefromOtherLocations",2013
154,154,"Billy Horschel",96,NA,10.666,120,131,"ProximitytoHolefromOtherLocations",2013
154,154,"Ted Potter Jr",65,NA,11.317,127,34,"ProximitytoHolefromOtherLocations",2013
154,154,"Kyle Stanley",71,NA,10.808,121,155,"ProximitytoHolefromOtherLocations",2013
158,158,"Angel Cabrera",73,NA,11.919,132,134,"ProximitytoHolefromOtherLocations",2013
158,158,"Nicholas Thompson",99,NA,13.454,150,109,"ProximitytoHolefromOtherLocations",2013
160,160,"Tommy Gainey",84,NA,14.855,164,152,"ProximitytoHolefromOtherLocations",2013
160,160,"Scott Gardiner",61,NA,8.875,98,173,"ProximitytoHolefromOtherLocations",2013
160,160,"Martin Laird",68,NA,7.702,85,122,"ProximitytoHolefromOtherLocations",2013
160,160,"George McNeill",68,NA,11.781,129,49,"ProximitytoHolefromOtherLocations",2013
160,160,"Ryan Moore",72,NA,8.704,96,95,"ProximitytoHolefromOtherLocations",2013
160,160,"Jin Park",52,NA,8.47,93,65,"ProximitytoHolefromOtherLocations",2013
166,166,"Chad Campbell",78,NA,12.427,135,76,"ProximitytoHolefromOtherLocations",2013
166,166,"Andres Romero",63,NA,12.179,133,88,"ProximitytoHolefromOtherLocations",2013
168,168,"Robert Allenby",58,NA,6.633,71,168,"ProximitytoHolefromOtherLocations",2013
168,168,"Charlie Beljan",62,NA,11.844,127,170,"ProximitytoHolefromOtherLocations",2013
168,168,"JJ Henry",83,NA,13.306,143,112,"ProximitytoHolefromOtherLocations",2013
171,171,"Matt Every",89,NA,17.606,188,113,"ProximitytoHolefromOtherLocations",2013
171,171,"Justin Hicks",79,NA,10.178,108,175,"ProximitytoHolefromOtherLocations",2013
173,173,"Jeff Overton",78,NA,14.677,154,66,"ProximitytoHolefromOtherLocations",2013
173,173,"Robert Streb",75,NA,12.783,134,86,"ProximitytoHolefromOtherLocations",2013
175,175,"Doug LaBelle II",72,NA,12.174,126,123,"ProximitytoHolefromOtherLocations",2013
175,175,"Henrik Stenson",65,NA,8.059,83,102,"ProximitytoHolefromOtherLocations",2013
177,177,"Nick Watney",88,NA,13.18,134,121,"ProximitytoHolefromOtherLocations",2013
178,178,"Cameron Percy",68,NA,11.513,115,40,"ProximitytoHolefromOtherLocations",2013
179,179,"Ben Kohles",75,NA,10.136,99,126,"ProximitytoHolefromOtherLocations",2013
180,180,"Nicolas Colsaerts",50,NA,6.322,61,178,"ProximitytoHolefromOtherLocations",2013
