"HitFairwayPercentage_RANKTHISWEEK_2013","HitFairwayPercentage_RANKLASTWEEK_2013","HitFairwayPercentage_PLAYERNAME_2013","HitFairwayPercentage_ROUNDS_2013","HitFairwayPercentage_Pct_2013","HitFairwayPercentage_FAIRWAYSHIT_2013","HitFairwayPercentage_POSSIBLEFAIRWAYS_2013","HitFairwayPercentage_RELATIVETOPAR_2013","stat_name","year"
24,24,"Graham DeLaet",94,67.29,751,1116,-0.18,"HitFairwayPercentage",2013
25,25,"Kevin Streelman",86,67.23,634,943,-0.16,"HitFairwayPercentage",2013
26,26,"DH Lee",65,67.13,537,800,-0.14,"HitFairwayPercentage",2013
27,27,"Brendon de Jonge",110,66.99,897,1339,-0.18,"HitFairwayPercentage",2013
28,28,"Hunter Mahan",91,66.88,636,951,-0.21,"HitFairwayPercentage",2013
29,29,"Richard Lee",81,66.77,667,999,-0.12,"HitFairwayPercentage",2013
30,30,"Colt Knost",69,66.67,534,801,-0.08,"HitFairwayPercentage",2013
31,31,"Boo Weekley",100,66.46,767,1154,-0.18,"HitFairwayPercentage",2013
32,32,"Jason Bohn",70,66.16,604,913,-0.14,"HitFairwayPercentage",2013
33,33,"George McNeill",68,66.03,587,889,-0.15,"HitFairwayPercentage",2013
34,34,"Russell Henley",80,66.01,604,915,-0.17,"HitFairwayPercentage",2013
35,35,"JJ Henry",83,65.86,677,1028,-0.12,"HitFairwayPercentage",2013
36,36,"David Lingmerth",68,65.82,518,787,-0.1,"HitFairwayPercentage",2013
37,37,"Matt Jones",83,65.7,634,965,-0.17,"HitFairwayPercentage",2013
38,38,"Bryce Molder",82,65.58,644,982,-0.16,"HitFairwayPercentage",2013
39,39,"Brandt Jobe",62,65.48,480,733,-0.12,"HitFairwayPercentage",2013
40,40,"YE Yang",56,65.44,373,570,-0.1,"HitFairwayPercentage",2013
41,41,"Nicholas Thompson",99,65.41,779,1191,-0.13,"HitFairwayPercentage",2013
42,42,"David Toms",49,65.32,290,444,-0.11,"HitFairwayPercentage",2013
43,43,"Brian Stuard",78,65.18,569,873,-0.11,"HitFairwayPercentage",2013
44,44,"Jason Dufner",78,65.14,555,852,-0.16,"HitFairwayPercentage",2013
45,45,"Vaughn Taylor",50,65.1,360,553,-0.17,"HitFairwayPercentage",2013
46,46,"Tom Gillis",69,65.02,541,832,-0.12,"HitFairwayPercentage",2013
47,47,"Dicky Pride",71,64.84,531,819,-0.12,"HitFairwayPercentage",2013
48,48,"Brian Gay",79,64.8,637,983,-0.12,"HitFairwayPercentage",2013
49,49,"Justin Leonard",86,64.74,672,1038,-0.14,"HitFairwayPercentage",2013
50,50,"Bo Van Pelt",72,64.71,484,748,-0.14,"HitFairwayPercentage",2013
51,51,"Keegan Bradley",88,64.66,644,996,-0.24,"HitFairwayPercentage",2013
52,52,"Webb Simpson",92,64.51,629,975,-0.18,"HitFairwayPercentage",2013
53,53,"Billy Horschel",96,64.17,736,1147,-0.16,"HitFairwayPercentage",2013
54,54,"Ian Poulter",59,64.15,349,544,-0.15,"HitFairwayPercentage",2013
55,55,"Bob Estes",66,64.1,550,858,-0.17,"HitFairwayPercentage",2013
56,56,"Greg Chalmers",77,63.99,613,958,-0.13,"HitFairwayPercentage",2013
57,57,"DA Points",87,63.91,602,942,-0.11,"HitFairwayPercentage",2013
58,58,"Kevin Stadler",83,63.78,611,958,-0.17,"HitFairwayPercentage",2013
59,59,"Lee Westwood",70,63.7,451,708,-0.16,"HitFairwayPercentage",2013
60,60,"Justin Rose",62,63.59,407,640,-0.2,"HitFairwayPercentage",2013
61,61,"Tiger Woods",61,63.41,376,593,-0.27,"HitFairwayPercentage",2013
62,62,"Bill Haas",85,63.33,608,960,-0.18,"HitFairwayPercentage",2013
63,63,"Martin Kaymer",61,63.24,363,574,-0.15,"HitFairwayPercentage",2013
64,64,"Will Claxton",67,63.23,490,775,-0.1,"HitFairwayPercentage",2013
65,65,"Rickie Fowler",75,63.17,518,820,-0.16,"HitFairwayPercentage",2013
66,66,"Jim Herman",59,63.11,385,610,-0.16,"HitFairwayPercentage",2013
66,66,"Nick Watney",88,63.11,638,1011,-0.2,"HitFairwayPercentage",2013
68,68,"William McGirt",75,63.03,619,982,-0.17,"HitFairwayPercentage",2013
68,68,"DJ Trahan",48,63.03,329,522,-0.1,"HitFairwayPercentage",2013
70,70,"David Mathis",71,63.01,540,857,-0.1,"HitFairwayPercentage",2013
71,71,"Aaron Watkins",46,62.96,306,486,-0.16,"HitFairwayPercentage",2013
72,72,"Charlie Wi",75,62.88,576,916,-0.11,"HitFairwayPercentage",2013
73,73,"Josh Teater",86,62.75,524,835,-0.17,"HitFairwayPercentage",2013
74,74,"Chris Stroud",88,62.73,675,1076,-0.16,"HitFairwayPercentage",2013
75,75,"Stuart Appleby",88,62.7,679,1083,-0.13,"HitFairwayPercentage",2013
75,75,"Rod Pampling",46,62.7,306,488,-0.12,"HitFairwayPercentage",2013
77,77,"Cameron Tringale",80,62.68,650,1037,-0.12,"HitFairwayPercentage",2013
78,78,"Andrew Svoboda",46,62.55,304,486,-0.09,"HitFairwayPercentage",2013
79,79,"Scott Langley",79,62.47,556,890,-0.13,"HitFairwayPercentage",2013
79,79,"Michael Thompson",66,62.47,456,730,-0.12,"HitFairwayPercentage",2013
81,81,"Adam Scott",61,62.34,379,608,-0.2,"HitFairwayPercentage",2013
82,82,"Brandt Snedeker",79,62.3,504,809,-0.22,"HitFairwayPercentage",2013
83,83,"Charlie Beljan",62,62.23,468,752,-0.12,"HitFairwayPercentage",2013
84,84,"Kevin Chappell",80,62.18,577,928,-0.19,"HitFairwayPercentage",2013
85,85,"Luke Donald",60,61.95,394,636,-0.21,"HitFairwayPercentage",2013
85,85,"Daniel Summerhays",83,61.95,666,1075,-0.19,"HitFairwayPercentage",2013
87,87,"Lucas Glover",65,61.79,443,717,-0.14,"HitFairwayPercentage",2013
88,88,"Scott Brown",65,61.76,470,761,-0.12,"HitFairwayPercentage",2013
89,89,"Ben Crane",62,61.73,471,763,-0.11,"HitFairwayPercentage",2013
90,90,"Pat Perez",69,61.72,545,883,-0.14,"HitFairwayPercentage",2013
91,91,"David Hearn",88,61.7,625,1013,-0.21,"HitFairwayPercentage",2013
92,92,"Martin Laird",68,61.59,449,729,-0.12,"HitFairwayPercentage",2013
93,93,"Kyle Stanley",71,61.54,512,832,-0.13,"HitFairwayPercentage",2013
93,93,"Brendan Steele",86,61.54,656,1066,-0.18,"HitFairwayPercentage",2013
95,95,"Fabian Gomez",65,61.32,474,773,-0.13,"HitFairwayPercentage",2013
96,96,"Vijay Singh",61,61.09,405,663,-0.13,"HitFairwayPercentage",2013
97,97,"Trevor Immelman",73,61.08,521,853,-0.07,"HitFairwayPercentage",2013
98,98,"Scott Stallings",79,61.07,557,912,-0.17,"HitFairwayPercentage",2013
99,99,"Carl Pettersson",82,61.04,539,883,-0.16,"HitFairwayPercentage",2013
100,100,"Sergio Garcia",65,61.02,393,644,-0.25,"HitFairwayPercentage",2013
101,101,"Justin Bolli",59,61.01,388,636,-0.05,"HitFairwayPercentage",2013
102,102,"Charley Hoffman",84,61,613,1005,-0.16,"HitFairwayPercentage",2013
103,103,"Ben Curtis",59,60.97,389,638,-0.15,"HitFairwayPercentage",2013
104,104,"Chad Campbell",78,60.96,609,999,-0.18,"HitFairwayPercentage",2013
105,105,"Charl Schwartzel",69,60.84,449,738,-0.23,"HitFairwayPercentage",2013
106,106,"Brian Harman",89,60.82,641,1054,-0.13,"HitFairwayPercentage",2013
107,107,"John Merrick",79,60.76,576,948,-0.15,"HitFairwayPercentage",2013
108,108,"Luke Guthrie",82,60.71,547,901,-0.12,"HitFairwayPercentage",2013
109,109,"John Senden",79,60.59,512,845,-0.11,"HitFairwayPercentage",2013
110,110,"Robert Streb",75,60.55,511,844,-0.17,"HitFairwayPercentage",2013
111,111,"Bud Cauley",67,60.49,467,772,-0.15,"HitFairwayPercentage",2013
111,111,"Steve LeBrun",66,60.49,444,734,-0.12,"HitFairwayPercentage",2013
113,113,"Lee Williams",62,60.31,427,708,-0.13,"HitFairwayPercentage",2013
114,114,"Henrik Norlander",70,60.27,490,813,-0.12,"HitFairwayPercentage",2013
115,115,"Derek Ernst",58,60.21,410,681,-0.11,"HitFairwayPercentage",2013
116,116,"Ricky Barnes",74,60.16,542,901,-0.12,"HitFairwayPercentage",2013
117,117,"Chris Kirk",89,60.04,670,1116,-0.23,"HitFairwayPercentage",2013
118,118,"Robert Karlsson",56,60,306,510,-0.15,"HitFairwayPercentage",2013
119,119,"Geoff Ogilvy",57,59.86,343,573,-0.07,"HitFairwayPercentage",2013
120,120,"Cameron Percy",68,59.8,470,786,-0.11,"HitFairwayPercentage",2013
121,121,"Harris English",95,59.79,675,1129,-0.17,"HitFairwayPercentage",2013
122,122,"David Lynn",70,59.74,463,775,-0.13,"HitFairwayPercentage",2013
123,123,"John Rollins",77,59.51,554,931,-0.17,"HitFairwayPercentage",2013
124,124,"Greg Owen",73,59.47,543,913,-0.18,"HitFairwayPercentage",2013
125,125,"Ernie Els",63,59.43,394,663,-0.09,"HitFairwayPercentage",2013
126,126,"Padraig Harrington",52,59.42,287,483,-0.15,"HitFairwayPercentage",2013
127,127,"Marc Leishman",77,59.41,527,887,-0.14,"HitFairwayPercentage",2013
128,128,"Rory Sabbatini",86,59.36,590,994,-0.23,"HitFairwayPercentage",2013
129,129,"Matt Every",89,59.28,658,1110,-0.19,"HitFairwayPercentage",2013
130,130,"Bubba Watson",76,59.17,487,823,-0.22,"HitFairwayPercentage",2013
131,131,"Camilo Villegas",79,59.12,525,888,-0.16,"HitFairwayPercentage",2013
132,132,"Johnson Wagner",64,59.03,425,720,-0.08,"HitFairwayPercentage",2013
133,133,"Stewart Cink",71,58.98,453,768,-0.17,"HitFairwayPercentage",2013
134,134,"Stephen Ames",49,58.94,356,604,-0.07,"HitFairwayPercentage",2013
135,135,"Jason Day",86,58.74,494,841,-0.16,"HitFairwayPercentage",2013
136,136,"Scott Gardiner",61,58.66,420,716,-0.12,"HitFairwayPercentage",2013
137,137,"Sangmoon Bae",83,58.62,585,998,-0.11,"HitFairwayPercentage",2013
138,138,"Ryan Palmer",79,58.57,557,951,-0.22,"HitFairwayPercentage",2013
138,138,"Andres Romero",63,58.57,417,712,-0.15,"HitFairwayPercentage",2013
140,140,"Rory McIlroy",56,58.54,329,562,-0.21,"HitFairwayPercentage",2013
141,141,"Gary Woodland",94,58.48,669,1144,-0.18,"HitFairwayPercentage",2013
142,142,"Matt Kuchar",93,58.46,560,958,-0.23,"HitFairwayPercentage",2013
143,143,"Jonas Blixt",76,58.42,541,926,-0.13,"HitFairwayPercentage",2013
144,144,"Freddie Jacobson",63,58.33,371,636,-0.19,"HitFairwayPercentage",2013
145,145,"James Hahn",78,58.27,539,925,-0.16,"HitFairwayPercentage",2013
146,146,"Erik Compton",74,57.98,516,890,-0.11,"HitFairwayPercentage",2013
147,147,"Robert Allenby",58,57.89,411,710,-0.1,"HitFairwayPercentage",2013
148,148,"Jeff Overton",78,57.84,590,1020,-0.18,"HitFairwayPercentage",2013
149,149,"Brad Fritsch",81,57.74,541,937,-0.17,"HitFairwayPercentage",2013
149,149,"Alistair Presnell",59,57.74,362,627,-0.16,"HitFairwayPercentage",2013
151,151,"Morgan Hoffmann",64,57.59,421,731,-0.21,"HitFairwayPercentage",2013
152,152,"Phil Mickelson",78,57.27,445,777,-0.23,"HitFairwayPercentage",2013
153,153,"Angel Cabrera",73,57.23,447,781,-0.13,"HitFairwayPercentage",2013
154,154,"Troy Matteson",68,56.98,457,802,-0.17,"HitFairwayPercentage",2013
155,155,"Tommy Gainey",84,56.94,591,1038,-0.14,"HitFairwayPercentage",2013
156,156,"Ryo Ishikawa",72,56.33,427,758,-0.1,"HitFairwayPercentage",2013
157,157,"Eric Meierdierks",48,56.3,286,508,-0.11,"HitFairwayPercentage",2013
158,158,"Patrick Reed",83,56.24,572,1017,-0.18,"HitFairwayPercentage",2013
159,159,"Scott Piercy",78,56.13,481,857,-0.19,"HitFairwayPercentage",2013
160,160,"Sean OHair",56,56.03,390,696,-0.09,"HitFairwayPercentage",2013
161,161,"Robert Garrigus",69,55.95,376,672,-0.15,"HitFairwayPercentage",2013
162,162,"Michael Bradley",56,55.54,326,587,-0.03,"HitFairwayPercentage",2013
163,163,"Jason Kokrak",78,55.03,542,985,-0.18,"HitFairwayPercentage",2013
164,164,"James Driscoll",76,54.65,470,860,-0.17,"HitFairwayPercentage",2013
165,165,"Steven Bowditch",67,54.56,431,790,-0.19,"HitFairwayPercentage",2013
166,166,"Charles Howell III",87,54.53,602,1104,-0.21,"HitFairwayPercentage",2013
167,167,"Peter Hanson",45,54.37,249,458,-0.17,"HitFairwayPercentage",2013
168,168,"Mike Weir",60,54.26,350,645,-0.16,"HitFairwayPercentage",2013
169,169,"Casey Wittenberg",72,54.19,453,836,-0.14,"HitFairwayPercentage",2013
170,170,"Nicolas Colsaerts",50,54.14,268,495,-0.12,"HitFairwayPercentage",2013
171,171,"Tim Herron",45,53.74,323,601,-0.15,"HitFairwayPercentage",2013
172,172,"Shawn Stefani",63,53.68,365,680,-0.13,"HitFairwayPercentage",2013
173,173,"Tag Ridings",69,53.59,425,793,-0.2,"HitFairwayPercentage",2013
174,174,"Seung Yul Noh",71,53.49,452,845,-0.15,"HitFairwayPercentage",2013
175,175,"Martin Flores",83,53.35,558,1046,-0.19,"HitFairwayPercentage",2013
176,176,"Dustin Johnson",71,53.21,373,701,-0.17,"HitFairwayPercentage",2013
177,177,"Jimmy Walker",84,53.17,545,1025,-0.2,"HitFairwayPercentage",2013
178,178,"Aaron Baddeley",68,51.31,411,801,-0.16,"HitFairwayPercentage",2013
179,179,"Bobby Gates",49,51.07,263,515,-0.09,"HitFairwayPercentage",2013
180,180,"Luke List",65,46.32,321,693,-0.09,"HitFairwayPercentage",2013
