"StrokeDifferentialFieldAverage_RANKTHISWEEK_2006","StrokeDifferentialFieldAverage_RANKLASTWEEK_2006","StrokeDifferentialFieldAverage_PLAYERNAME_2006","StrokeDifferentialFieldAverage_ROUNDS_2006","StrokeDifferentialFieldAverage_STROKEDIFFERENTIAL_2006","StrokeDifferentialFieldAverage_PLAYERSSCORE_2006","StrokeDifferentialFieldAverage_FIELDAVERAGESCORE_2006","stat_name","year"
91,91,"Ted Purdy",103,0.28,71.5,71.78,"StrokeDifferentialFieldAverage",2006
94,94,"Ryan Palmer",101,0.27,70.95,71.22,"StrokeDifferentialFieldAverage",2006
95,95,"Woody Austin",107,0.26,71.11,71.37,"StrokeDifferentialFieldAverage",2006
95,95,"Pat Perez",50,0.26,71.62,71.88,"StrokeDifferentialFieldAverage",2006
97,97,"Brian Davis",92,0.25,71.11,71.36,"StrokeDifferentialFieldAverage",2006
98,98,"Kent Jones",103,0.24,71.05,71.29,"StrokeDifferentialFieldAverage",2006
99,99,"Marco Dawson",87,0.23,71.01,71.24,"StrokeDifferentialFieldAverage",2006
99,99,"Ryan Moore",68,0.23,71.03,71.26,"StrokeDifferentialFieldAverage",2006
101,101,"Steve Elkington",52,0.21,70.86,71.07,"StrokeDifferentialFieldAverage",2006
102,102,"Paul Azinger",87,0.19,71.03,71.22,"StrokeDifferentialFieldAverage",2006
102,102,"Sean OHair",100,0.19,71.62,71.81,"StrokeDifferentialFieldAverage",2006
104,104,"David Branshaw",98,0.18,70.79,70.97,"StrokeDifferentialFieldAverage",2006
104,104,"Daisuke Maruyama",83,0.18,71.01,71.19,"StrokeDifferentialFieldAverage",2006
104,104,"Duffy Waldorf",96,0.18,71.03,71.21,"StrokeDifferentialFieldAverage",2006
107,107,"Olin Browne",108,0.16,71.35,71.51,"StrokeDifferentialFieldAverage",2006
108,108,"Michael Allen",84,0.15,71.06,71.21,"StrokeDifferentialFieldAverage",2006
108,108,"Skip Kendall",72,0.15,71.1,71.25,"StrokeDifferentialFieldAverage",2006
108,108,"Bob May",65,0.15,70.81,70.96,"StrokeDifferentialFieldAverage",2006
111,111,"Mathias Gronberg",92,0.13,71.07,71.2,"StrokeDifferentialFieldAverage",2006
111,111,"Bill Haas",99,0.13,70.96,71.09,"StrokeDifferentialFieldAverage",2006
113,113,"JB Holmes",81,0.1,71.44,71.54,"StrokeDifferentialFieldAverage",2006
113,113,"Jeff Overton",95,0.1,70.98,71.08,"StrokeDifferentialFieldAverage",2006
115,115,"Mathew Goggin",72,0.09,71.57,71.66,"StrokeDifferentialFieldAverage",2006
115,115,"Dudley Hart",83,0.09,71.07,71.16,"StrokeDifferentialFieldAverage",2006
117,117,"Aaron Baddeley",78,0.08,71.41,71.49,"StrokeDifferentialFieldAverage",2006
118,118,"Omar Uresti",61,0.06,70.81,70.87,"StrokeDifferentialFieldAverage",2006
119,119,"Brent Geiberger",99,0.05,70.96,71.01,"StrokeDifferentialFieldAverage",2006
120,120,"Eric Axley",91,0.03,71.03,71.06,"StrokeDifferentialFieldAverage",2006
121,121,"Ben Curtis",86,0.02,71.59,71.61,"StrokeDifferentialFieldAverage",2006
121,121,"Will Ma Kenzie",91,0.02,71.14,71.16,"StrokeDifferentialFieldAverage",2006
121,121,"Troy Matteson",101,0.02,71.21,71.23,"StrokeDifferentialFieldAverage",2006
121,121,"Jerry Smith",94,0.02,70.9,70.92,"StrokeDifferentialFieldAverage",2006
125,125,"Peter Lonard",77,-0.01,71.79,71.78,"StrokeDifferentialFieldAverage",2006
125,125,"Joey Sindelar",90,-0.01,71.6,71.59,"StrokeDifferentialFieldAverage",2006
127,127,"Jonathan Kaye",95,-0.02,71.25,71.23,"StrokeDifferentialFieldAverage",2006
128,128,"Rich Beem",85,-0.03,71.54,71.51,"StrokeDifferentialFieldAverage",2006
128,128,"Jeff Maggert",81,-0.03,71.65,71.62,"StrokeDifferentialFieldAverage",2006
130,130,"Shane Bertsch",104,-0.08,71.29,71.21,"StrokeDifferentialFieldAverage",2006
130,130,"Kris Cox",83,-0.08,71.15,71.07,"StrokeDifferentialFieldAverage",2006
132,132,"Tim Herron",82,-0.09,71.7,71.61,"StrokeDifferentialFieldAverage",2006
133,133,"Alex Cejka",93,-0.1,70.97,70.87,"StrokeDifferentialFieldAverage",2006
134,134,"Tommy Armour III",65,-0.12,71.48,71.36,"StrokeDifferentialFieldAverage",2006
134,134,"John Huston",74,-0.12,71.33,71.21,"StrokeDifferentialFieldAverage",2006
136,136,"Todd Fischer",101,-0.16,71.43,71.27,"StrokeDifferentialFieldAverage",2006
136,136,"Paul Goydos",72,-0.16,71.24,71.08,"StrokeDifferentialFieldAverage",2006
136,136,"JP Hayes",55,-0.16,71.24,71.08,"StrokeDifferentialFieldAverage",2006
139,139,"Robert Garrigus",85,-0.17,71.53,71.36,"StrokeDifferentialFieldAverage",2006
139,139,"Chris Riley",86,-0.17,71.07,70.9,"StrokeDifferentialFieldAverage",2006
139,139,"Paul Stankowski",70,-0.17,71.47,71.3,"StrokeDifferentialFieldAverage",2006
142,142,"DJ Trahan",92,-0.18,71.48,71.3,"StrokeDifferentialFieldAverage",2006
142,142,"Kirk Triplett",58,-0.18,71.55,71.37,"StrokeDifferentialFieldAverage",2006
144,144,"Patrick Sheehan",104,-0.19,71.4,71.21,"StrokeDifferentialFieldAverage",2006
145,145,"Arjun Atwal",97,-0.2,71.27,71.07,"StrokeDifferentialFieldAverage",2006
145,145,"David McKenzie",82,-0.2,71.2,71,"StrokeDifferentialFieldAverage",2006
147,147,"DA Points",82,-0.21,71.5,71.29,"StrokeDifferentialFieldAverage",2006
148,148,"Chris Smith",67,-0.22,71.37,71.15,"StrokeDifferentialFieldAverage",2006
149,149,"Robert Gamez",94,-0.23,71.51,71.28,"StrokeDifferentialFieldAverage",2006
149,149,"Tim Petrovic",95,-0.23,71.68,71.45,"StrokeDifferentialFieldAverage",2006
151,151,"Jeff Brehaut",100,-0.25,71.38,71.13,"StrokeDifferentialFieldAverage",2006
152,152,"Mark Calcavecchia",94,-0.28,72.04,71.76,"StrokeDifferentialFieldAverage",2006
152,152,"Bubba Dickerson",98,-0.28,71.36,71.08,"StrokeDifferentialFieldAverage",2006
154,154,"Scott Gutschewski",53,-0.29,71.39,71.1,"StrokeDifferentialFieldAverage",2006
155,155,"Henrik Bjornstad",97,-0.32,71.51,71.19,"StrokeDifferentialFieldAverage",2006
156,156,"Steve Jones",83,-0.33,71.79,71.46,"StrokeDifferentialFieldAverage",2006
156,156,"Larry Mize",53,-0.33,71.8,71.47,"StrokeDifferentialFieldAverage",2006
156,156,"Tjaart van der Walt",60,-0.33,71.4,71.07,"StrokeDifferentialFieldAverage",2006
159,159,"Bob Tway",81,-0.36,71.47,71.11,"StrokeDifferentialFieldAverage",2006
160,160,"David Duval",71,-0.37,72.1,71.73,"StrokeDifferentialFieldAverage",2006
161,161,"Robert Damron",91,-0.38,71.55,71.17,"StrokeDifferentialFieldAverage",2006
162,162,"Greg Kraft",79,-0.39,71.6,71.21,"StrokeDifferentialFieldAverage",2006
163,163,"Danny Ellis",68,-0.41,71.59,71.18,"StrokeDifferentialFieldAverage",2006
164,164,"Chris Couch",75,-0.42,71.56,71.14,"StrokeDifferentialFieldAverage",2006
165,165,"Brad Faxon",78,-0.43,72.23,71.8,"StrokeDifferentialFieldAverage",2006
166,166,"JL Lewis",57,-0.45,72,71.55,"StrokeDifferentialFieldAverage",2006
167,167,"Tag Ridings",103,-0.47,71.77,71.3,"StrokeDifferentialFieldAverage",2006
167,167,"Ron Whittaker",81,-0.47,71.59,71.12,"StrokeDifferentialFieldAverage",2006
169,169,"Jimmy Walker",60,-0.49,71.62,71.13,"StrokeDifferentialFieldAverage",2006
170,170,"Brian Bateman",69,-0.5,71.57,71.07,"StrokeDifferentialFieldAverage",2006
171,171,"Vance Veazey",59,-0.52,72.02,71.5,"StrokeDifferentialFieldAverage",2006
172,172,"Jason Gore",86,-0.54,72.2,71.66,"StrokeDifferentialFieldAverage",2006
172,172,"Lee Janzen",79,-0.54,71.95,71.41,"StrokeDifferentialFieldAverage",2006
174,174,"Thomas Levet",53,-0.55,72.04,71.49,"StrokeDifferentialFieldAverage",2006
175,175,"Carlos Franco",86,-0.57,71.87,71.3,"StrokeDifferentialFieldAverage",2006
176,176,"Jason Schultz",77,-0.58,71.72,71.14,"StrokeDifferentialFieldAverage",2006
177,177,"Doug Barron",74,-0.63,71.89,71.26,"StrokeDifferentialFieldAverage",2006
178,178,"Mike Sposa",68,-0.67,71.82,71.15,"StrokeDifferentialFieldAverage",2006
179,179,"John Daly",51,-0.69,72.82,72.13,"StrokeDifferentialFieldAverage",2006
180,180,"Mark OMeara",52,-0.72,72.38,71.66,"StrokeDifferentialFieldAverage",2006
181,181,"Mark Brooks",90,-0.73,72.02,71.29,"StrokeDifferentialFieldAverage",2006
182,182,"Matt Hansen",68,-0.74,71.77,71.03,"StrokeDifferentialFieldAverage",2006
183,183,"Nicholas Thompson",96,-0.76,71.97,71.21,"StrokeDifferentialFieldAverage",2006
184,184,"Ian Leggatt",80,-0.77,71.89,71.12,"StrokeDifferentialFieldAverage",2006
185,185,"Jon Mills",68,-0.91,72.09,71.18,"StrokeDifferentialFieldAverage",2006
186,186,"Wes Short Jr",96,-0.95,72.28,71.33,"StrokeDifferentialFieldAverage",2006
187,187,"Greg Chalmers",71,-0.98,72.24,71.26,"StrokeDifferentialFieldAverage",2006
188,188,"James Driscoll",80,-1.01,72.31,71.3,"StrokeDifferentialFieldAverage",2006
189,189,"Len Mattiace",59,-1.12,72.44,71.32,"StrokeDifferentialFieldAverage",2006
190,190,"Roger Tambellini",64,-1.17,72.38,71.21,"StrokeDifferentialFieldAverage",2006
191,191,"Ryan Hietala",61,-1.31,72.56,71.25,"StrokeDifferentialFieldAverage",2006
192,192,"Todd Hamilton",72,-1.44,73.21,71.77,"StrokeDifferentialFieldAverage",2006
193,193,"Michael Connell",51,-1.5,72.52,71.02,"StrokeDifferentialFieldAverage",2006
194,194,"Alex Aragon",63,-1.57,72.87,71.3,"StrokeDifferentialFieldAverage",2006
194,194,"John Engler Jr",69,-1.57,72.79,71.22,"StrokeDifferentialFieldAverage",2006
196,196,"Hidemichi Tanaka",74,-2.08,73.27,71.19,"StrokeDifferentialFieldAverage",2006
