"ProximitytoHolefromFringe_RANKTHISWEEK_2015","ProximitytoHolefromFringe_RANKLASTWEEK_2015","ProximitytoHolefromFringe_PLAYERNAME_2015","ProximitytoHolefromFringe_ROUNDS_2015","ProximitytoHolefromFringe_AVGDTP_2015","ProximitytoHolefromFringe_TOTALDISTANCEFEET_2015","ProximitytoHolefromFringe_OFSHOTS_2015","ProximitytoHolefromFringe_SCRAMBLINGRANK_2015","stat_name","year"
42,42,"Charley Hoffman",97,NA,143.583,52,100,"ProximitytoHolefromFringe",2015
42,42,"Dustin Johnson",75,NA,165.5,60,119,"ProximitytoHolefromFringe",2015
42,42,"Jerry Kelly",79,NA,193.5,71,7,"ProximitytoHolefromFringe",2015
42,42,"Colt Knost",90,NA,196.833,71,97,"ProximitytoHolefromFringe",2015
42,42,"Matt Kuchar",97,NA,222,80,13,"ProximitytoHolefromFringe",2015
42,42,"Bill Lunde",50,NA,82.167,30,128,"ProximitytoHolefromFringe",2015
42,42,"Francesco Molinari",56,NA,108.083,39,111,"ProximitytoHolefromFringe",2015
42,42,"Ryan Moore",81,NA,179.667,66,65,"ProximitytoHolefromFringe",2015
42,42,"Ian Poulter",68,NA,117.083,42,54,"ProximitytoHolefromFringe",2015
42,42,"Michael Putnam",87,NA,182.083,67,95,"ProximitytoHolefromFringe",2015
42,42,"Webb Simpson",81,NA,199.25,73,9,"ProximitytoHolefromFringe",2015
42,42,"Kevin Streelman",95,NA,220.583,80,104,"ProximitytoHolefromFringe",2015
42,42,"Tyrone Van Aswegen",58,NA,67.917,25,116,"ProximitytoHolefromFringe",2015
61,61,"Stewart Cink",77,NA,147.25,52,117,"ProximitytoHolefromFringe",2015
61,61,"Jason Dufner",76,NA,132.167,47,162,"ProximitytoHolefromFringe",2015
61,61,"Harris English",105,NA,256.583,91,36,"ProximitytoHolefromFringe",2015
61,61,"Rickie Fowler",76,NA,171,61,47,"ProximitytoHolefromFringe",2015
61,61,"Retief Goosen",81,NA,188.583,67,85,"ProximitytoHolefromFringe",2015
61,61,"Zach Johnson",90,NA,166.833,59,49,"ProximitytoHolefromFringe",2015
61,61,"Russell Knox",96,NA,218.083,76,71,"ProximitytoHolefromFringe",2015
61,61,"Spencer Levin",99,NA,260.5,92,76,"ProximitytoHolefromFringe",2015
61,61,"Justin Rose",69,NA,107.667,38,94,"ProximitytoHolefromFringe",2015
61,61,"Brandt Snedeker",98,NA,201.167,72,15,"ProximitytoHolefromFringe",2015
61,61,"Scott Stallings",60,NA,131.25,46,171,"ProximitytoHolefromFringe",2015
61,61,"Bubba Watson",71,NA,137.417,48,32,"ProximitytoHolefromFringe",2015
73,73,"Sangmoon Bae",98,NA,238,81,45,"ProximitytoHolefromFringe",2015
73,73,"Keegan Bradley",87,NA,176.75,61,115,"ProximitytoHolefromFringe",2015
73,73,"Kevin Chappell",86,NA,213.5,73,87,"ProximitytoHolefromFringe",2015
73,73,"Ernie Els",57,NA,128.667,44,144,"ProximitytoHolefromFringe",2015
73,73,"Martin Flores",95,NA,260.75,89,99,"ProximitytoHolefromFringe",2015
73,73,"JB Holmes",89,NA,215.917,74,85,"ProximitytoHolefromFringe",2015
73,73,"Martin Laird",77,NA,188.583,65,67,"ProximitytoHolefromFringe",2015
73,73,"Scott Piercy",90,NA,229.667,79,105,"ProximitytoHolefromFringe",2015
73,73,"Patrick Reed",103,NA,201.583,70,28,"ProximitytoHolefromFringe",2015
73,73,"Kyle Reifers",96,NA,234.917,80,40,"ProximitytoHolefromFringe",2015
73,73,"Andres Romero",69,NA,214.5,73,140,"ProximitytoHolefromFringe",2015
73,73,"Rory Sabbatini",81,NA,213.5,74,17,"ProximitytoHolefromFringe",2015
73,73,"Tim Wilkinson",73,NA,124.917,43,111,"ProximitytoHolefromFringe",2015
73,73,"Gary Woodland",81,NA,187.25,65,142,"ProximitytoHolefromFringe",2015
87,87,"Steven Bowditch",103,NA,310.833,104,3,"ProximitytoHolefromFringe",2015
87,87,"Alex Cejka",94,NA,252.833,85,62,"ProximitytoHolefromFringe",2015
87,87,"Luke Donald",71,NA,160.667,53,46,"ProximitytoHolefromFringe",2015
87,87,"Matt Every",73,NA,171.583,58,153,"ProximitytoHolefromFringe",2015
87,87,"Tony Finau",106,NA,306.667,102,149,"ProximitytoHolefromFringe",2015
87,87,"Lucas Glover",79,NA,186.667,63,164,"ProximitytoHolefromFringe",2015
87,87,"David Hearn",97,NA,257.667,86,131,"ProximitytoHolefromFringe",2015
87,87,"JJ Henry",94,NA,228.667,76,170,"ProximitytoHolefromFringe",2015
87,87,"Chris Kirk",76,NA,136.667,45,64,"ProximitytoHolefromFringe",2015
87,87,"Kevin Kisner",104,NA,271,90,21,"ProximitytoHolefromFringe",2015
87,87,"Jason Kokrak",88,NA,266.5,88,114,"ProximitytoHolefromFringe",2015
87,87,"Danny Lee",120,NA,347.417,116,52,"ProximitytoHolefromFringe",2015
87,87,"Ben Martin",93,NA,199.25,66,174,"ProximitytoHolefromFringe",2015
87,87,"Sean OHair",86,NA,258.417,85,83,"ProximitytoHolefromFringe",2015
87,87,"SJ Park",79,NA,186.833,62,8,"ProximitytoHolefromFringe",2015
87,87,"Pat Perez",96,NA,258.583,86,69,"ProximitytoHolefromFringe",2015
87,87,"Carl Pettersson",106,NA,347.5,117,26,"ProximitytoHolefromFringe",2015
87,87,"Chez Reavie",56,NA,185.417,62,152,"ProximitytoHolefromFringe",2015
87,87,"Sam Saunders",83,NA,218.5,73,121,"ProximitytoHolefromFringe",2015
87,87,"Heath Slocum",57,NA,94.083,31,138,"ProximitytoHolefromFringe",2015
87,87,"Brian Stuard",97,NA,259.167,86,66,"ProximitytoHolefromFringe",2015
87,87,"Nick Taylor",91,NA,266.75,88,113,"ProximitytoHolefromFringe",2015
87,87,"Bo Van Pelt",81,NA,178.833,59,154,"ProximitytoHolefromFringe",2015
87,87,"Jimmy Walker",89,NA,204.25,68,124,"ProximitytoHolefromFringe",2015
87,87,"Nick Watney",91,NA,263.833,89,103,"ProximitytoHolefromFringe",2015
87,87,"Mark Wilson",89,NA,177.833,60,63,"ProximitytoHolefromFringe",2015
113,113,"Daniel Berger",97,NA,219.417,71,59,"ProximitytoHolefromFringe",2015
113,113,"Zac Blair",108,NA,228.667,75,6,"ProximitytoHolefromFringe",2015
113,113,"Jason Gore",76,NA,166.583,54,167,"ProximitytoHolefromFringe",2015
113,113,"Brian Harman",90,NA,180.25,59,77,"ProximitytoHolefromFringe",2015
113,113,"David Lingmerth",90,NA,299,96,42,"ProximitytoHolefromFringe",2015
113,113,"Seung Yul Noh",65,NA,142.083,46,166,"ProximitytoHolefromFringe",2015
113,113,"Andrew Putnam",68,NA,190.75,62,139,"ProximitytoHolefromFringe",2015
113,113,"Jhonattan Vegas",90,NA,230,74,89,"ProximitytoHolefromFringe",2015
113,113,"Boo Weekley",79,NA,208.917,68,73,"ProximitytoHolefromFringe",2015
113,113,"Will Wilcox",58,NA,109.5,36,24,"ProximitytoHolefromFringe",2015
123,123,"Eric Axley",57,NA,144.167,45,56,"ProximitytoHolefromFringe",2015
123,123,"Erik Compton",86,NA,233.083,73,61,"ProximitytoHolefromFringe",2015
123,123,"Jon Curran",83,NA,150.083,48,35,"ProximitytoHolefromFringe",2015
123,123,"Chesson Hadley",101,NA,278.083,88,125,"ProximitytoHolefromFringe",2015
123,123,"Scott Pinckney",88,NA,176.167,55,155,"ProximitytoHolefromFringe",2015
123,123,"Roger Sloan",56,NA,143.25,45,175,"ProximitytoHolefromFringe",2015
123,123,"Justin Thomas",106,NA,309.917,97,37,"ProximitytoHolefromFringe",2015
123,123,"Steve Wheatcroft",87,NA,217,69,56,"ProximitytoHolefromFringe",2015
131,131,"Chad Campbell",97,NA,273.667,85,88,"ProximitytoHolefromFringe",2015
131,131,"KJ Choi",66,NA,208.167,64,16,"ProximitytoHolefromFringe",2015
131,131,"Jamie Donaldson",50,NA,100.5,31,81,"ProximitytoHolefromFringe",2015
131,131,"Sergio Garcia",59,NA,145.25,45,109,"ProximitytoHolefromFringe",2015
131,131,"Charles Howell III",105,NA,332.917,103,151,"ProximitytoHolefromFringe",2015
131,131,"Matt Jones",89,NA,244.75,75,42,"ProximitytoHolefromFringe",2015
131,131,"Troy Merritt",91,NA,299.333,93,33,"ProximitytoHolefromFringe",2015
131,131,"Jim Renner",68,NA,153,47,165,"ProximitytoHolefromFringe",2015
131,131,"John Senden",80,NA,180.75,55,163,"ProximitytoHolefromFringe",2015
131,131,"Andrew Svoboda",80,NA,281.917,87,182,"ProximitytoHolefromFringe",2015
131,131,"Nicholas Thompson",90,NA,181.25,56,179,"ProximitytoHolefromFringe",2015
131,131,"Johnson Wagner",68,NA,207.417,64,82,"ProximitytoHolefromFringe",2015
143,143,"Jonas Blixt",78,NA,175.5,53,107,"ProximitytoHolefromFringe",2015
143,143,"Angel Cabrera",53,NA,138.75,42,183,"ProximitytoHolefromFringe",2015
143,143,"Oscar Fraustro",58,NA,157.417,47,147,"ProximitytoHolefromFringe",2015
143,143,"Morgan Hoffmann",85,NA,281.333,84,92,"ProximitytoHolefromFringe",2015
143,143,"Max Homa",78,NA,202.167,61,90,"ProximitytoHolefromFringe",2015
143,143,"John Huh",102,NA,332.083,99,23,"ProximitytoHolefromFringe",2015
143,143,"Billy Hurley III",83,NA,244.5,73,10,"ProximitytoHolefromFringe",2015
143,143,"Hideki Matsuyama",95,NA,248,74,30,"ProximitytoHolefromFringe",2015
143,143,"Greg Owen",58,NA,119.333,36,74,"ProximitytoHolefromFringe",2015
143,143,"Brendan Steele",88,NA,295.75,88,68,"ProximitytoHolefromFringe",2015
143,143,"David Toms",62,NA,252.5,76,12,"ProximitytoHolefromFringe",2015
154,154,"Derek Ernst",75,NA,267.583,78,135,"ProximitytoHolefromFringe",2015
154,154,"Derek Fathauer",81,NA,275.333,80,129,"ProximitytoHolefromFringe",2015
154,154,"Jim Herman",88,NA,183.833,54,118,"ProximitytoHolefromFringe",2015
154,154,"Hunter Mahan",88,NA,290.667,85,78,"ProximitytoHolefromFringe",2015
154,154,"DA Points",72,NA,227.25,67,75,"ProximitytoHolefromFringe",2015
154,154,"Alex Prugh",84,NA,222.167,65,177,"ProximitytoHolefromFringe",2015
160,160,"Jonathan Byrd",69,NA,157.5,45,5,"ProximitytoHolefromFringe",2015
160,160,"Bryce Molder",91,NA,233.667,67,20,"ProximitytoHolefromFringe",2015
160,160,"Shawn Stefani",94,NA,338.833,97,146,"ProximitytoHolefromFringe",2015
160,160,"Daniel Summerhays",101,NA,323.417,93,122,"ProximitytoHolefromFringe",2015
160,160,"Lee Westwood",56,NA,133.75,38,178,"ProximitytoHolefromFringe",2015
165,165,"Andres Gonzales",90,NA,236.667,66,157,"ProximitytoHolefromFringe",2015
165,165,"George McNeill",93,NA,378.833,105,44,"ProximitytoHolefromFringe",2015
165,165,"Geoff Ogilvy",50,NA,121.75,34,181,"ProximitytoHolefromFringe",2015
165,165,"Byron Smith",59,NA,143.75,40,172,"ProximitytoHolefromFringe",2015
165,165,"Henrik Stenson",63,NA,132.75,37,25,"ProximitytoHolefromFringe",2015
170,170,"Chad Collins",79,NA,241.5,66,1,"ProximitytoHolefromFringe",2015
170,170,"Fabian Gomez",83,NA,274.25,74,101,"ProximitytoHolefromFringe",2015
170,170,"Ryo Ishikawa",90,NA,265.5,73,159,"ProximitytoHolefromFringe",2015
170,170,"Michael Thompson",83,NA,238.333,65,161,"ProximitytoHolefromFringe",2015
170,170,"Brendon Todd",96,NA,282.75,77,22,"ProximitytoHolefromFringe",2015
175,175,"Marc Leishman",74,NA,204.333,54,141,"ProximitytoHolefromFringe",2015
175,175,"John Merrick",78,NA,201.417,54,134,"ProximitytoHolefromFringe",2015
175,175,"Hudson Swafford",97,NA,325.667,87,160,"ProximitytoHolefromFringe",2015
178,178,"Ken Duke",93,NA,274.417,72,102,"ProximitytoHolefromFringe",2015
179,179,"Justin Leonard",61,NA,197.667,50,34,"ProximitytoHolefromFringe",2015
180,180,"Robert Streb",110,NA,246,62,79,"ProximitytoHolefromFringe",2015
181,181,"Brice Garnett",81,NA,230.75,57,156,"ProximitytoHolefromFringe",2015
182,182,"Scott Langley",94,NA,337.417,81,93,"ProximitytoHolefromFringe",2015
183,183,"Aaron Baddeley",76,NA,302.583,68,48,"ProximitytoHolefromFringe",2015
184,184,"Jonathan Randolph",72,NA,308,60,53,"ProximitytoHolefromFringe",2015
