"DrivingPctMeasured_RANKTHISWEEK_2015","DrivingPctMeasured_RANKLASTWEEK_2015","DrivingPctMeasured_PLAYERNAME_2015","DrivingPctMeasured_ROUNDS_2015","DrivingPctMeasured_Pct_2015","DrivingPctMeasured_TOTALDRIVESFOR_2015","DrivingPctMeasured_TOTALDRVSOVERALL_2015","DrivingPctMeasured_RELATIVETOPAR_2015","stat_name","year"
52,52,"Eric Axley",57,1.85,2,108,0,"DrivingPctMeasured",2015
52,52,"David Lingmerth",90,1.85,3,162,0,"DrivingPctMeasured",2015
54,54,"Fabian Gomez",83,1.83,3,164,1.33,"DrivingPctMeasured",2015
54,54,"Ryo Ishikawa",90,1.83,3,164,1.33,"DrivingPctMeasured",2015
56,56,"Chez Reavie",56,1.82,2,110,-0.5,"DrivingPctMeasured",2015
57,57,"Bryce Molder",91,1.79,3,168,0.33,"DrivingPctMeasured",2015
57,57,"Bubba Watson",71,1.79,2,112,1,"DrivingPctMeasured",2015
59,59,"Andres Gonzales",90,1.76,3,170,0,"DrivingPctMeasured",2015
59,59,"Scott Pinckney",88,1.76,3,170,1,"DrivingPctMeasured",2015
61,61,"Seung Yul Noh",65,1.75,2,114,1,"DrivingPctMeasured",2015
62,62,"KJ Choi",66,1.72,2,116,0,"DrivingPctMeasured",2015
62,62,"David Toms",62,1.72,2,116,1,"DrivingPctMeasured",2015
64,64,"Martin Flores",95,1.7,3,176,0.67,"DrivingPctMeasured",2015
65,65,"Steven Alker",62,1.69,2,118,0,"DrivingPctMeasured",2015
66,66,"Adam Hadwin",95,1.67,3,180,0.67,"DrivingPctMeasured",2015
67,67,"Scott Langley",94,1.65,3,182,-0.33,"DrivingPctMeasured",2015
67,67,"George McNeill",93,1.65,3,182,0.33,"DrivingPctMeasured",2015
69,69,"Daniel Berger",97,1.63,3,184,1,"DrivingPctMeasured",2015
69,69,"Alex Cejka",94,1.63,3,184,1,"DrivingPctMeasured",2015
69,69,"Hudson Swafford",97,1.63,3,184,0.67,"DrivingPctMeasured",2015
72,72,"David Hearn",97,1.61,3,186,0,"DrivingPctMeasured",2015
72,72,"Ryan Moore",81,1.61,2,124,0,"DrivingPctMeasured",2015
74,74,"Spencer Levin",99,1.6,3,188,1,"DrivingPctMeasured",2015
75,75,"Charlie Beljan",76,1.59,2,126,0,"DrivingPctMeasured",2015
76,76,"Jason Bohn",95,1.58,3,190,0.33,"DrivingPctMeasured",2015
76,76,"Harris English",105,1.58,3,190,0.67,"DrivingPctMeasured",2015
78,78,"DA Points",72,1.54,2,130,0,"DrivingPctMeasured",2015
79,79,"John Huh",102,1.53,3,196,1.67,"DrivingPctMeasured",2015
80,80,"Jamie Donaldson",50,1.52,1,66,0,"DrivingPctMeasured",2015
81,81,"Whee Kim",71,1.49,2,134,0.5,"DrivingPctMeasured",2015
81,81,"Carl Pettersson",106,1.49,3,202,1,"DrivingPctMeasured",2015
83,83,"JB Holmes",89,1.45,2,138,2,"DrivingPctMeasured",2015
84,84,"Morgan Hoffmann",85,1.43,2,140,1.5,"DrivingPctMeasured",2015
84,84,"Geoff Ogilvy",50,1.43,1,70,0,"DrivingPctMeasured",2015
86,86,"Danny Lee",120,1.38,3,218,1,"DrivingPctMeasured",2015
87,87,"SJ Park",79,1.35,2,148,0.5,"DrivingPctMeasured",2015
88,88,"Luke Guthrie",84,1.33,2,150,0.5,"DrivingPctMeasured",2015
89,89,"Lucas Glover",79,1.3,2,154,0.5,"DrivingPctMeasured",2015
89,89,"Michael Putnam",87,1.3,2,154,0,"DrivingPctMeasured",2015
89,89,"Camilo Villegas",83,1.3,2,154,2,"DrivingPctMeasured",2015
92,92,"Matt Kuchar",97,1.27,2,158,0,"DrivingPctMeasured",2015
93,93,"Patrick Reed",103,1.25,2,160,0,"DrivingPctMeasured",2015
93,93,"Brendon Todd",96,1.25,2,160,-0.5,"DrivingPctMeasured",2015
95,95,"Colt Knost",90,1.2,2,166,0.5,"DrivingPctMeasured",2015
96,96,"Greg Chalmers",58,1.16,1,86,1,"DrivingPctMeasured",2015
97,97,"Jason Kokrak",88,1.14,2,176,0.5,"DrivingPctMeasured",2015
97,97,"Nick Watney",91,1.14,2,176,1,"DrivingPctMeasured",2015
99,99,"Bill Lunde",50,1.11,1,90,0,"DrivingPctMeasured",2015
100,100,"Nick Taylor",91,1.1,2,182,0,"DrivingPctMeasured",2015
101,101,"Steven Bowditch",103,1.09,2,184,1.5,"DrivingPctMeasured",2015
102,102,"Russell Knox",96,1.06,2,188,1,"DrivingPctMeasured",2015
103,103,"Heath Slocum",57,1.04,1,96,1,"DrivingPctMeasured",2015
104,104,"Tony Finau",106,1.01,2,198,1,"DrivingPctMeasured",2015
105,105,"Greg Owen",58,0.98,1,102,-1,"DrivingPctMeasured",2015
105,105,"Roger Sloan",56,0.98,1,102,2,"DrivingPctMeasured",2015
107,107,"Justin Thomas",106,0.97,2,206,1.5,"DrivingPctMeasured",2015
108,108,"Charles Howell III",105,0.96,2,208,0,"DrivingPctMeasured",2015
109,109,"Tyrone Van Aswegen",58,0.94,1,106,1,"DrivingPctMeasured",2015
110,110,"Padraig Harrington",60,0.93,1,108,0,"DrivingPctMeasured",2015
111,111,"Marc Leishman",74,0.91,1,110,2,"DrivingPctMeasured",2015
111,111,"Gary Woodland",81,0.91,1,110,0,"DrivingPctMeasured",2015
113,113,"Jonas Blixt",78,0.88,1,114,0,"DrivingPctMeasured",2015
114,114,"Jonathan Byrd",69,0.86,1,116,0,"DrivingPctMeasured",2015
114,114,"Phil Mickelson",70,0.86,1,116,-1,"DrivingPctMeasured",2015
116,116,"Chris Kirk",76,0.82,1,122,0,"DrivingPctMeasured",2015
116,116,"Andres Romero",69,0.82,1,122,1,"DrivingPctMeasured",2015
118,118,"Robert Garrigus",70,0.78,1,128,0,"DrivingPctMeasured",2015
119,119,"Paul Casey",87,0.76,1,132,0,"DrivingPctMeasured",2015
119,119,"Webb Simpson",81,0.76,1,132,0,"DrivingPctMeasured",2015
121,121,"Keegan Bradley",87,0.75,1,134,2,"DrivingPctMeasured",2015
121,121,"Hunter Mahan",88,0.75,1,134,1,"DrivingPctMeasured",2015
121,121,"Jonathan Randolph",72,0.75,1,134,0,"DrivingPctMeasured",2015
121,121,"Johnson Wagner",68,0.75,1,134,1,"DrivingPctMeasured",2015
121,121,"Jimmy Walker",89,0.75,1,134,2,"DrivingPctMeasured",2015
126,126,"Stewart Cink",77,0.72,1,138,1,"DrivingPctMeasured",2015
127,127,"Hideki Matsuyama",95,0.7,1,142,1,"DrivingPctMeasured",2015
128,128,"Blayne Barber",76,0.69,1,144,1,"DrivingPctMeasured",2015
129,129,"Aaron Baddeley",76,0.68,1,146,-1,"DrivingPctMeasured",2015
129,129,"Gonzalo Fdez Castano",81,0.68,1,148,-1,"DrivingPctMeasured",2015
129,129,"Max Homa",78,0.68,1,146,0,"DrivingPctMeasured",2015
132,132,"Brice Garnett",81,0.67,1,150,2,"DrivingPctMeasured",2015
133,133,"Derek Fathauer",81,0.66,1,152,2,"DrivingPctMeasured",2015
133,133,"Martin Laird",77,0.66,1,152,2,"DrivingPctMeasured",2015
135,135,"Ben Martin",93,0.63,1,160,0,"DrivingPctMeasured",2015
135,135,"Alex Prugh",84,0.63,1,158,1,"DrivingPctMeasured",2015
137,137,"Brian Harman",90,0.62,1,162,1,"DrivingPctMeasured",2015
138,138,"James Hahn",94,0.6,1,166,-1,"DrivingPctMeasured",2015
138,138,"John Peterson",84,0.6,1,168,0,"DrivingPctMeasured",2015
138,138,"Cameron Tringale",96,0.6,1,168,0,"DrivingPctMeasured",2015
141,141,"Jim Herman",88,0.58,1,172,1,"DrivingPctMeasured",2015
141,141,"Sean OHair",86,0.58,1,172,0,"DrivingPctMeasured",2015
143,143,"Troy Merritt",91,0.57,1,174,0,"DrivingPctMeasured",2015
144,144,"Sangmoon Bae",98,0.56,1,178,1,"DrivingPctMeasured",2015
144,144,"Scott Piercy",90,0.56,1,180,1,"DrivingPctMeasured",2015
146,146,"Chesson Hadley",101,0.52,1,194,1,"DrivingPctMeasured",2015
147,147,"Brendon de Jonge",106,0.51,1,198,2,"DrivingPctMeasured",2015
148,148,"Robert Streb",110,0.5,1,200,1,"DrivingPctMeasured",2015
149,149,"Scott Brown",97,0,NA,188,0,"DrivingPctMeasured",2015
149,149,"Jason Day",75,0,NA,120,0,"DrivingPctMeasured",2015
149,149,"Graham DeLaet",65,0,NA,116,0,"DrivingPctMeasured",2015
149,149,"Ernie Els",57,0,NA,82,0,"DrivingPctMeasured",2015
149,149,"Derek Ernst",75,0,NA,136,0,"DrivingPctMeasured",2015
149,149,"Rickie Fowler",76,0,NA,116,0,"DrivingPctMeasured",2015
149,149,"Jason Gore",76,0,NA,142,0,"DrivingPctMeasured",2015
149,149,"Bill Haas",89,0,NA,148,0,"DrivingPctMeasured",2015
149,149,"Russell Henley",87,0,NA,134,0,"DrivingPctMeasured",2015
149,149,"JJ Henry",94,0,NA,178,0,"DrivingPctMeasured",2015
149,149,"Charley Hoffman",97,0,NA,166,0,"DrivingPctMeasured",2015
149,149,"Billy Horschel",99,0,NA,156,0,"DrivingPctMeasured",2015
149,149,"Dustin Johnson",75,0,NA,114,0,"DrivingPctMeasured",2015
149,149,"Brooks Koepka",84,0,NA,132,0,"DrivingPctMeasured",2015
149,149,"Davis Love III",51,0,NA,94,0,"DrivingPctMeasured",2015
149,149,"Louis Oosthuizen",68,0,NA,94,0,"DrivingPctMeasured",2015
149,149,"Carlos Ortiz",100,0,NA,180,0,"DrivingPctMeasured",2015
149,149,"Jeff Overton",94,0,NA,170,0,"DrivingPctMeasured",2015
149,149,"Ryan Palmer",80,0,NA,116,0,"DrivingPctMeasured",2015
149,149,"Patrick Rodgers",57,0,NA,104,0,"DrivingPctMeasured",2015
149,149,"Justin Rose",69,0,NA,100,0,"DrivingPctMeasured",2015
149,149,"Rory Sabbatini",81,0,NA,148,0,"DrivingPctMeasured",2015
149,149,"Sam Saunders",83,0,NA,148,0,"DrivingPctMeasured",2015
149,149,"Charl Schwartzel",67,0,NA,82,0,"DrivingPctMeasured",2015
149,149,"Adam Scott",51,0,NA,64,0,"DrivingPctMeasured",2015
149,149,"John Senden",80,0,NA,104,0,"DrivingPctMeasured",2015
149,149,"Vijay Singh",78,0,NA,142,0,"DrivingPctMeasured",2015
149,149,"Jordan Spieth",91,0,NA,138,0,"DrivingPctMeasured",2015
149,149,"Brendan Steele",88,0,NA,166,0,"DrivingPctMeasured",2015
149,149,"Shawn Stefani",94,0,NA,188,0,"DrivingPctMeasured",2015
149,149,"Henrik Stenson",63,0,NA,88,0,"DrivingPctMeasured",2015
149,149,"Kevin Streelman",95,0,NA,154,0,"DrivingPctMeasured",2015
149,149,"Jhonattan Vegas",90,0,NA,158,0,"DrivingPctMeasured",2015
149,149,"Boo Weekley",79,0,NA,146,0,"DrivingPctMeasured",2015
149,149,"Lee Westwood",56,0,NA,64,0,"DrivingPctMeasured",2015
149,149,"Will Wilcox",58,0,NA,94,0,"DrivingPctMeasured",2015
