"TotalHoleOuts_RANKTHISWEEK_2015","TotalHoleOuts_RANKLASTWEEK_2015","TotalHoleOuts_PLAYERNAME_2015","TotalHoleOuts_ROUNDS_2015","TotalHoleOuts_HOLEOUTS_2015","stat_name","year"
37,37,"Jhonattan Vegas",90,13,"TotalHoleOuts",2015
37,37,"Steve Wheatcroft",87,13,"TotalHoleOuts",2015
54,54,"Steven Alker",62,12,"TotalHoleOuts",2015
54,54,"Blayne Barber",76,12,"TotalHoleOuts",2015
54,54,"Jonas Blixt",78,12,"TotalHoleOuts",2015
54,54,"Brian Davis",86,12,"TotalHoleOuts",2015
54,54,"Brendon de Jonge",106,12,"TotalHoleOuts",2015
54,54,"Andres Gonzales",90,12,"TotalHoleOuts",2015
54,54,"Chris Kirk",76,12,"TotalHoleOuts",2015
54,54,"Russell Knox",96,12,"TotalHoleOuts",2015
54,54,"Scott Langley",94,12,"TotalHoleOuts",2015
54,54,"Carl Pettersson",106,12,"TotalHoleOuts",2015
54,54,"Scott Pinckney",88,12,"TotalHoleOuts",2015
54,54,"Chris Stroud",84,12,"TotalHoleOuts",2015
54,54,"Bo Van Pelt",81,12,"TotalHoleOuts",2015
67,67,"Eric Axley",57,11,"TotalHoleOuts",2015
67,67,"Aaron Baddeley",76,11,"TotalHoleOuts",2015
67,67,"Jason Bohn",95,11,"TotalHoleOuts",2015
67,67,"Jonathan Byrd",69,11,"TotalHoleOuts",2015
67,67,"Rickie Fowler",76,11,"TotalHoleOuts",2015
67,67,"Jim Furyk",71,11,"TotalHoleOuts",2015
67,67,"James Hahn",94,11,"TotalHoleOuts",2015
67,67,"Brian Harman",90,11,"TotalHoleOuts",2015
67,67,"Charley Hoffman",97,11,"TotalHoleOuts",2015
67,67,"Brooks Koepka",84,11,"TotalHoleOuts",2015
67,67,"Martin Laird",77,11,"TotalHoleOuts",2015
67,67,"Hunter Mahan",88,11,"TotalHoleOuts",2015
67,67,"Rory Sabbatini",81,11,"TotalHoleOuts",2015
67,67,"Andrew Svoboda",80,11,"TotalHoleOuts",2015
67,67,"Brendon Todd",96,11,"TotalHoleOuts",2015
67,67,"Bubba Watson",71,11,"TotalHoleOuts",2015
83,83,"Kevin Chappell",86,10,"TotalHoleOuts",2015
83,83,"Luke Donald",71,10,"TotalHoleOuts",2015
83,83,"Brice Garnett",81,10,"TotalHoleOuts",2015
83,83,"Fabian Gomez",83,10,"TotalHoleOuts",2015
83,83,"Luke Guthrie",84,10,"TotalHoleOuts",2015
83,83,"Chesson Hadley",101,10,"TotalHoleOuts",2015
83,83,"David Hearn",97,10,"TotalHoleOuts",2015
83,83,"Tom Hoge",83,10,"TotalHoleOuts",2015
83,83,"Mark Hubbard",79,10,"TotalHoleOuts",2015
83,83,"Matt Jones",89,10,"TotalHoleOuts",2015
83,83,"Marc Leishman",74,10,"TotalHoleOuts",2015
83,83,"Hideki Matsuyama",95,10,"TotalHoleOuts",2015
83,83,"Ryan Moore",81,10,"TotalHoleOuts",2015
83,83,"Seung Yul Noh",65,10,"TotalHoleOuts",2015
83,83,"Greg Owen",58,10,"TotalHoleOuts",2015
83,83,"Jim Renner",68,10,"TotalHoleOuts",2015
83,83,"Webb Simpson",81,10,"TotalHoleOuts",2015
83,83,"Byron Smith",59,10,"TotalHoleOuts",2015
83,83,"Brendan Steele",88,10,"TotalHoleOuts",2015
83,83,"Hudson Swafford",97,10,"TotalHoleOuts",2015
83,83,"Cameron Tringale",96,10,"TotalHoleOuts",2015
83,83,"Camilo Villegas",83,10,"TotalHoleOuts",2015
83,83,"Lee Westwood",56,10,"TotalHoleOuts",2015
83,83,"Tim Wilkinson",73,10,"TotalHoleOuts",2015
107,107,"Greg Chalmers",58,9,"TotalHoleOuts",2015
107,107,"Jon Curran",83,9,"TotalHoleOuts",2015
107,107,"Zach Johnson",90,9,"TotalHoleOuts",2015
107,107,"Matt Kuchar",97,9,"TotalHoleOuts",2015
107,107,"Spencer Levin",99,9,"TotalHoleOuts",2015
107,107,"Bryce Molder",91,9,"TotalHoleOuts",2015
107,107,"SJ Park",79,9,"TotalHoleOuts",2015
107,107,"Cameron Percy",72,9,"TotalHoleOuts",2015
107,107,"DA Points",72,9,"TotalHoleOuts",2015
107,107,"Kyle Reifers",96,9,"TotalHoleOuts",2015
107,107,"Nick Taylor",91,9,"TotalHoleOuts",2015
118,118,"Robert Allenby",63,8,"TotalHoleOuts",2015
118,118,"Charlie Beljan",76,8,"TotalHoleOuts",2015
118,118,"Paul Casey",87,8,"TotalHoleOuts",2015
118,118,"Matt Every",73,8,"TotalHoleOuts",2015
118,118,"Lucas Glover",79,8,"TotalHoleOuts",2015
118,118,"Bill Haas",89,8,"TotalHoleOuts",2015
118,118,"Padraig Harrington",60,8,"TotalHoleOuts",2015
118,118,"Charles Howell III",105,8,"TotalHoleOuts",2015
118,118,"George McNeill",93,8,"TotalHoleOuts",2015
118,118,"Vijay Singh",78,8,"TotalHoleOuts",2015
118,118,"Michael Thompson",83,8,"TotalHoleOuts",2015
118,118,"David Toms",62,8,"TotalHoleOuts",2015
130,130,"Ernie Els",57,7,"TotalHoleOuts",2015
130,130,"Derek Ernst",75,7,"TotalHoleOuts",2015
130,130,"Oscar Fraustro",58,7,"TotalHoleOuts",2015
130,130,"Retief Goosen",81,7,"TotalHoleOuts",2015
130,130,"Jim Herman",88,7,"TotalHoleOuts",2015
130,130,"Billy Hurley III",83,7,"TotalHoleOuts",2015
130,130,"Colt Knost",90,7,"TotalHoleOuts",2015
130,130,"John Merrick",78,7,"TotalHoleOuts",2015
130,130,"Francesco Molinari",56,7,"TotalHoleOuts",2015
130,130,"Carlos Ortiz",100,7,"TotalHoleOuts",2015
130,130,"John Senden",80,7,"TotalHoleOuts",2015
130,130,"Heath Slocum",57,7,"TotalHoleOuts",2015
130,130,"Scott Stallings",60,7,"TotalHoleOuts",2015
130,130,"Jimmy Walker",89,7,"TotalHoleOuts",2015
144,144,"Keegan Bradley",87,6,"TotalHoleOuts",2015
144,144,"Ben Crane",62,6,"TotalHoleOuts",2015
144,144,"Jason Day",75,6,"TotalHoleOuts",2015
144,144,"Sergio Garcia",59,6,"TotalHoleOuts",2015
144,144,"JJ Henry",94,6,"TotalHoleOuts",2015
144,144,"Jerry Kelly",79,6,"TotalHoleOuts",2015
144,144,"Whee Kim",71,6,"TotalHoleOuts",2015
144,144,"Justin Leonard",61,6,"TotalHoleOuts",2015
144,144,"Louis Oosthuizen",68,6,"TotalHoleOuts",2015
144,144,"Ian Poulter",68,6,"TotalHoleOuts",2015
144,144,"Michael Putnam",87,6,"TotalHoleOuts",2015
144,144,"Andrew Putnam",68,6,"TotalHoleOuts",2015
144,144,"Roger Sloan",56,6,"TotalHoleOuts",2015
144,144,"Nicholas Thompson",90,6,"TotalHoleOuts",2015
144,144,"Tyrone Van Aswegen",58,6,"TotalHoleOuts",2015
144,144,"Will Wilcox",58,6,"TotalHoleOuts",2015
144,144,"Mark Wilson",89,6,"TotalHoleOuts",2015
161,161,"Roberto Castro",54,5,"TotalHoleOuts",2015
161,161,"Graham DeLaet",65,5,"TotalHoleOuts",2015
161,161,"Jason Gore",76,5,"TotalHoleOuts",2015
161,161,"Russell Henley",87,5,"TotalHoleOuts",2015
161,161,"Billy Horschel",99,5,"TotalHoleOuts",2015
161,161,"Ryan Palmer",80,5,"TotalHoleOuts",2015
161,161,"Alex Prugh",84,5,"TotalHoleOuts",2015
161,161,"Jonathan Randolph",72,5,"TotalHoleOuts",2015
161,161,"Justin Rose",69,5,"TotalHoleOuts",2015
161,161,"Charl Schwartzel",67,5,"TotalHoleOuts",2015
171,171,"KJ Choi",66,4,"TotalHoleOuts",2015
171,171,"Stewart Cink",77,4,"TotalHoleOuts",2015
171,171,"Geoff Ogilvy",50,4,"TotalHoleOuts",2015
171,171,"Johnson Wagner",68,4,"TotalHoleOuts",2015
171,171,"Gary Woodland",81,4,"TotalHoleOuts",2015
176,176,"Jamie Donaldson",50,3,"TotalHoleOuts",2015
176,176,"Bill Lunde",50,3,"TotalHoleOuts",2015
176,176,"Chez Reavie",56,3,"TotalHoleOuts",2015
176,176,"Adam Scott",51,3,"TotalHoleOuts",2015
176,176,"Kevin Streelman",95,3,"TotalHoleOuts",2015
181,181,"Angel Cabrera",53,2,"TotalHoleOuts",2015
181,181,"Davis Love III",51,2,"TotalHoleOuts",2015
181,181,"Patrick Rodgers",57,2,"TotalHoleOuts",2015
184,184,"Henrik Stenson",63,1,"TotalHoleOuts",2015
