"AverageDistancetoHoleAfterTeeShot_RANKTHISWEEK_2012","AverageDistancetoHoleAfterTeeShot_RANKLASTWEEK_2012","AverageDistancetoHoleAfterTeeShot_PLAYERNAME_2012","AverageDistancetoHoleAfterTeeShot_ROUNDS_2012","AverageDistancetoHoleAfterTeeShot_AVG_2012","AverageDistancetoHoleAfterTeeShot_TOTALDISTAFTERTEESHOT_2012","AverageDistancetoHoleAfterTeeShot_TOTALTEESHOTS_2012","stat_name","year"
141,141,"Nathan Green",73,178.2,5042032,786,"AverageDistancetoHoleAfterTeeShot",2012
141,141,"Chez Reavie",83,178.2,5823874,908,"AverageDistancetoHoleAfterTeeShot",2012
143,143,"George McNeill",85,178.3,6263634,976,"AverageDistancetoHoleAfterTeeShot",2012
144,144,"Johnson Wagner",88,178.5,6800132,1058,"AverageDistancetoHoleAfterTeeShot",2012
145,145,"Brandt Snedeker",81,178.7,5724576,890,"AverageDistancetoHoleAfterTeeShot",2012
145,145,"YE Yang",64,178.7,4289960,667,"AverageDistancetoHoleAfterTeeShot",2012
147,147,"David Hearn",95,178.8,7826167,1216,"AverageDistancetoHoleAfterTeeShot",2012
147,147,"Trevor Immelman",76,178.8,5111232,794,"AverageDistancetoHoleAfterTeeShot",2012
147,147,"Ian Poulter",57,178.8,3378491,525,"AverageDistancetoHoleAfterTeeShot",2012
147,147,"Brendon Todd",78,178.8,5555993,863,"AverageDistancetoHoleAfterTeeShot",2012
151,151,"Stewart Cink",71,178.9,4721109,733,"AverageDistancetoHoleAfterTeeShot",2012
152,152,"Marc Leishman",84,179,6741606,1046,"AverageDistancetoHoleAfterTeeShot",2012
152,152,"William McGirt",96,179,7005327,1087,"AverageDistancetoHoleAfterTeeShot",2012
154,154,"Geoff Ogilvy",73,179.1,4861992,754,"AverageDistancetoHoleAfterTeeShot",2012
154,154,"Pat Perez",81,179.1,6099186,946,"AverageDistancetoHoleAfterTeeShot",2012
156,156,"Cameron Beckman",81,179.2,6069043,941,"AverageDistancetoHoleAfterTeeShot",2012
157,157,"Jason Bohn",81,179.4,5844070,905,"AverageDistancetoHoleAfterTeeShot",2012
157,157,"Ryan Moore",89,179.4,7239484,1121,"AverageDistancetoHoleAfterTeeShot",2012
159,159,"Robert Allenby",76,179.6,5826206,901,"AverageDistancetoHoleAfterTeeShot",2012
160,160,"Kris Blanks",65,179.8,5345933,826,"AverageDistancetoHoleAfterTeeShot",2012
161,161,"Michael Thompson",80,180,5774790,891,"AverageDistancetoHoleAfterTeeShot",2012
162,162,"Zach Johnson",95,180.2,6624070,1021,"AverageDistancetoHoleAfterTeeShot",2012
162,162,"David Mathis",83,180.2,6182431,953,"AverageDistancetoHoleAfterTeeShot",2012
164,164,"Stephen Ames",54,180.3,3473211,535,"AverageDistancetoHoleAfterTeeShot",2012
165,165,"Sung Kang",75,180.4,5486559,845,"AverageDistancetoHoleAfterTeeShot",2012
165,165,"Justin Rose",69,180.4,4766967,734,"AverageDistancetoHoleAfterTeeShot",2012
167,167,"KJ Choi",71,180.8,5057093,777,"AverageDistancetoHoleAfterTeeShot",2012
167,167,"Charlie Wi",86,180.8,6526718,1003,"AverageDistancetoHoleAfterTeeShot",2012
169,169,"Brian Davis",91,180.9,7099717,1090,"AverageDistancetoHoleAfterTeeShot",2012
170,170,"Brian Gay",91,181,6997675,1074,"AverageDistancetoHoleAfterTeeShot",2012
171,171,"Kevin Na",80,181.6,5858830,896,"AverageDistancetoHoleAfterTeeShot",2012
172,172,"Jerry Kelly",84,181.9,6607038,1009,"AverageDistancetoHoleAfterTeeShot",2012
172,172,"Graeme McDowell",55,181.9,3470764,530,"AverageDistancetoHoleAfterTeeShot",2012
174,174,"Bob Estes",78,182,5877604,897,"AverageDistancetoHoleAfterTeeShot",2012
175,175,"David Toms",60,182.3,4016077,612,"AverageDistancetoHoleAfterTeeShot",2012
176,176,"Dicky Pride",62,182.4,4465636,680,"AverageDistancetoHoleAfterTeeShot",2012
177,177,"Jim Furyk",85,183,5943371,902,"AverageDistancetoHoleAfterTeeShot",2012
178,178,"Justin Leonard",79,183.4,6147176,931,"AverageDistancetoHoleAfterTeeShot",2012
179,179,"John Mallinger",74,183.6,5717104,865,"AverageDistancetoHoleAfterTeeShot",2012
180,180,"Gavin Coles",72,183.8,5221475,789,"AverageDistancetoHoleAfterTeeShot",2012
181,181,"Mark Wilson",84,184.2,6246852,942,"AverageDistancetoHoleAfterTeeShot",2012
182,182,"Ryuji Imada",78,184.5,6297591,948,"AverageDistancetoHoleAfterTeeShot",2012
183,183,"Billy Hurley III",70,184.9,5145137,773,"AverageDistancetoHoleAfterTeeShot",2012
184,184,"Greg Chalmers",88,185.3,6903022,1035,"AverageDistancetoHoleAfterTeeShot",2012
185,185,"Colt Knost",79,185.9,6191343,925,"AverageDistancetoHoleAfterTeeShot",2012
186,186,"Ben Curtis",62,186,4471846,668,"AverageDistancetoHoleAfterTeeShot",2012
187,187,"Bryce Molder",83,186.1,6552996,978,"AverageDistancetoHoleAfterTeeShot",2012
188,188,"Luke Donald",63,186.9,4455127,662,"AverageDistancetoHoleAfterTeeShot",2012
189,189,"Tom Pernice Jr",62,187,4760036,707,"AverageDistancetoHoleAfterTeeShot",2012
190,190,"Chris DiMarco",83,187.1,6655662,988,"AverageDistancetoHoleAfterTeeShot",2012
191,191,"Nick OHern",78,189.7,6364701,932,"AverageDistancetoHoleAfterTeeShot",2012
