"Approachesfrominside100yards_RANKTHISWEEK_2008","Approachesfrominside100yards_RANKLASTWEEK_2008","Approachesfrominside100yards_PLAYERNAME_2008","Approachesfrominside100yards_ROUNDS_2008","Approachesfrominside100yards_AVG_2008","Approachesfrominside100yards_TOTALDISTANCEFEET_2008","Approachesfrominside100yards_OFATTEMPTS_2008","Approachesfrominside100yards_RELATIVETOPAR_2008","stat_name","year"
46,46,"Tom Lehman",51,NA,720.417,47,-0.28,"Approachesfrominside100yards",2008
46,46,"Jeff Quinney",87,NA,1966.25,128,-0.16,"Approachesfrominside100yards",2008
48,48,"Todd Demsey",80,NA,955.25,62,-0.11,"Approachesfrominside100yards",2008
49,49,"Mark Hensby",71,NA,1535.5,99,-0.17,"Approachesfrominside100yards",2008
49,49,"Anthony Kim",81,NA,1102.25,71,-0.24,"Approachesfrominside100yards",2008
49,49,"Chris Stroud",81,NA,1646.833,106,-0.25,"Approachesfrominside100yards",2008
52,52,"Briny Baird",113,NA,1837.25,118,-0.16,"Approachesfrominside100yards",2008
52,52,"Mark Calcavecchia",67,NA,1154.167,74,-0.15,"Approachesfrominside100yards",2008
52,52,"Alex Cejka",75,NA,1263.75,81,-0.06,"Approachesfrominside100yards",2008
52,52,"Freddie Jacobson",78,NA,1463.417,94,-0.16,"Approachesfrominside100yards",2008
52,52,"Nicholas Thompson",113,NA,1622.5,104,-0.15,"Approachesfrominside100yards",2008
57,57,"Chad Campbell",94,NA,1820.833,116,-0.14,"Approachesfrominside100yards",2008
57,57,"Daniel Chopra",84,NA,1598.417,102,-0.08,"Approachesfrominside100yards",2008
57,57,"Lee Janzen",89,NA,1947.167,124,0.05,"Approachesfrominside100yards",2008
57,57,"Brett Quigley",80,NA,1502.333,96,-0.09,"Approachesfrominside100yards",2008
57,57,"Vijay Singh",82,NA,1381.167,88,-0.22,"Approachesfrominside100yards",2008
62,62,"Ernie Els",51,NA,583.583,37,0.03,"Approachesfrominside100yards",2008
62,62,"Tim Herron",97,NA,1731.583,110,-0.2,"Approachesfrominside100yards",2008
62,62,"Phil Mickelson",80,NA,1180,75,-0.13,"Approachesfrominside100yards",2008
62,62,"Bubba Watson",97,NA,1414.75,90,-0.08,"Approachesfrominside100yards",2008
66,66,"Woody Austin",109,NA,1933.75,122,-0.26,"Approachesfrominside100yards",2008
66,66,"Retief Goosen",59,NA,935.833,59,-0.1,"Approachesfrominside100yards",2008
66,66,"Peter Lonard",92,NA,1742.083,110,-0.16,"Approachesfrominside100yards",2008
66,66,"Tag Ridings",88,NA,1342.833,85,-0.24,"Approachesfrominside100yards",2008
66,66,"Omar Uresti",74,NA,1777,112,-0.2,"Approachesfrominside100yards",2008
71,71,"John Huston",56,NA,1254.5,79,-0.06,"Approachesfrominside100yards",2008
71,71,"Jim McGovern",75,NA,1369.583,86,0.01,"Approachesfrominside100yards",2008
71,71,"Rocco Mediate",87,NA,1290.833,81,-0.07,"Approachesfrominside100yards",2008
74,74,"Stewart Cink",87,NA,1041.167,65,-0.12,"Approachesfrominside100yards",2008
74,74,"Adam Scott",51,NA,719.833,45,0.11,"Approachesfrominside100yards",2008
76,76,"Charles Howell III",101,NA,1740.583,108,-0.17,"Approachesfrominside100yards",2008
76,76,"Frank Lickliter II",107,NA,2366,147,-0.09,"Approachesfrominside100yards",2008
78,78,"Doug LaBelle II",65,NA,1133.167,70,-0.13,"Approachesfrominside100yards",2008
78,78,"Troy Matteson",94,NA,1631.5,101,-0.18,"Approachesfrominside100yards",2008
78,78,"Tim Petrovic",97,NA,1717.75,106,-0.08,"Approachesfrominside100yards",2008
81,81,"Mathew Goggin",91,NA,1220.5,75,-0.12,"Approachesfrominside100yards",2008
81,81,"Jason Gore",94,NA,1413.25,87,-0.32,"Approachesfrominside100yards",2008
81,81,"Michael Letzig",88,NA,1104.167,68,-0.13,"Approachesfrominside100yards",2008
81,81,"Will Ma Kenzie",62,NA,1364.667,84,-0.05,"Approachesfrominside100yards",2008
81,81,"Marc Turnesa",87,NA,1345.5,83,-0.19,"Approachesfrominside100yards",2008
86,86,"Gavin Coles",54,NA,1064.333,65,-0.34,"Approachesfrominside100yards",2008
86,86,"Trevor Immelman",70,NA,1292.5,79,0.16,"Approachesfrominside100yards",2008
86,86,"John Mallinger",95,NA,1841.583,113,-0.02,"Approachesfrominside100yards",2008
86,86,"Scott Sterling",89,NA,1587.083,97,-0.13,"Approachesfrominside100yards",2008
86,86,"Kevin Sutherland",98,NA,1369.667,84,-0.24,"Approachesfrominside100yards",2008
91,91,"Marco Dawson",64,NA,1246.667,76,-0.13,"Approachesfrominside100yards",2008
91,91,"David Duval",51,NA,854.583,52,0.02,"Approachesfrominside100yards",2008
93,93,"Brad Adamonis",87,NA,1271.417,77,0,"Approachesfrominside100yards",2008
93,93,"Cameron Beckman",87,NA,2064.917,125,-0.02,"Approachesfrominside100yards",2008
93,93,"Bill Haas",99,NA,1769.583,107,-0.1,"Approachesfrominside100yards",2008
93,93,"JP Hayes",67,NA,1613.833,98,0.03,"Approachesfrominside100yards",2008
93,93,"Jerry Kelly",89,NA,1685.083,102,-0.09,"Approachesfrominside100yards",2008
93,93,"Dean Wilson",109,NA,2073.917,126,-0.17,"Approachesfrominside100yards",2008
99,99,"Glen Day",64,NA,1578,95,-0.17,"Approachesfrominside100yards",2008
99,99,"Ken Duke",116,NA,2306.25,139,-0.2,"Approachesfrominside100yards",2008
101,101,"Paul Casey",55,NA,698.583,42,-0.05,"Approachesfrominside100yards",2008
101,101,"Jeff Maggert",86,NA,1730.5,104,-0.08,"Approachesfrominside100yards",2008
101,101,"Bo Van Pelt",101,NA,1947,117,-0.14,"Approachesfrominside100yards",2008
104,104,"Dustin Johnson",92,NA,1706.083,102,-0.14,"Approachesfrominside100yards",2008
104,104,"Kyle Thompson",70,NA,1287,77,-0.14,"Approachesfrominside100yards",2008
104,104,"Bob Tway",70,NA,1237.667,74,-0.22,"Approachesfrominside100yards",2008
107,107,"Michael Allen",91,NA,1886.75,112,-0.09,"Approachesfrominside100yards",2008
107,107,"Carlos Franco",73,NA,991.333,59,-0.15,"Approachesfrominside100yards",2008
107,107,"Padraig Harrington",52,NA,489.167,29,-0.21,"Approachesfrominside100yards",2008
107,107,"Richard Johnson",77,NA,994.333,59,-0.17,"Approachesfrominside100yards",2008
111,111,"Robert Allenby",108,NA,914.25,54,0.13,"Approachesfrominside100yards",2008
111,111,"Jason Allred",63,NA,1013.167,60,-0.03,"Approachesfrominside100yards",2008
111,111,"Sergio Garcia",72,NA,793.667,47,0.02,"Approachesfrominside100yards",2008
111,111,"Joe Ogilvie",100,NA,2668.417,158,-0.28,"Approachesfrominside100yards",2008
115,115,"Alejandro Canizares",52,NA,715.333,42,-0.05,"Approachesfrominside100yards",2008
115,115,"Nathan Green",95,NA,1888.75,111,-0.07,"Approachesfrominside100yards",2008
115,115,"Matt Jones",95,NA,1547.083,91,-0.03,"Approachesfrominside100yards",2008
115,115,"Billy Mayfair",103,NA,1869,110,-0.08,"Approachesfrominside100yards",2008
115,115,"Mark Wilson",107,NA,2586,152,-0.12,"Approachesfrominside100yards",2008
120,120,"Chad Collins",72,NA,1210.167,71,-0.03,"Approachesfrominside100yards",2008
120,120,"Steve Marino",119,NA,2234.417,131,-0.12,"Approachesfrominside100yards",2008
120,120,"Jin Park",85,NA,2050.083,120,-0.05,"Approachesfrominside100yards",2008
120,120,"Chris Riley",51,NA,1127.583,66,-0.17,"Approachesfrominside100yards",2008
120,120,"Patrick Sheehan",124,NA,2048.333,120,-0.08,"Approachesfrominside100yards",2008
120,120,"Kevin Streelman",114,NA,2036.917,119,-0.2,"Approachesfrominside100yards",2008
126,126,"Chris DiMarco",87,NA,2074.417,121,-0.21,"Approachesfrominside100yards",2008
126,126,"Brenden Pappas",66,NA,1098.667,64,-0.16,"Approachesfrominside100yards",2008
126,126,"DJ Trahan",94,NA,1545.167,90,-0.17,"Approachesfrominside100yards",2008
129,129,"KJ Choi",74,NA,1157.167,67,-0.27,"Approachesfrominside100yards",2008
129,129,"Kevin Na",97,NA,1981.583,115,-0.14,"Approachesfrominside100yards",2008
129,129,"Jeff Overton",103,NA,1657,96,-0.08,"Approachesfrominside100yards",2008
132,132,"Zach Johnson",85,NA,2196.333,127,-0.12,"Approachesfrominside100yards",2008
132,132,"John Rollins",94,NA,1781.583,103,-0.11,"Approachesfrominside100yards",2008
132,132,"Charles Warren",79,NA,1440.917,83,-0.1,"Approachesfrominside100yards",2008
135,135,"Ben Curtis",80,NA,1467.167,84,-0.13,"Approachesfrominside100yards",2008
135,135,"Parker McLachlin",88,NA,1980.75,113,-0.04,"Approachesfrominside100yards",2008
137,137,"Jason Day",81,NA,1617.333,92,-0.15,"Approachesfrominside100yards",2008
137,137,"Steve Elkington",84,NA,2343.833,133,-0.18,"Approachesfrominside100yards",2008
137,137,"Kent Jones",68,NA,1055.083,60,-0.17,"Approachesfrominside100yards",2008
140,140,"Bob Estes",90,NA,1873.083,106,-0.22,"Approachesfrominside100yards",2008
140,140,"Ryan Palmer",69,NA,1059.75,60,-0.18,"Approachesfrominside100yards",2008
140,140,"Johnson Wagner",83,NA,1216.917,69,-0.04,"Approachesfrominside100yards",2008
143,143,"Ben Crane",86,NA,1738.5,98,-0.17,"Approachesfrominside100yards",2008
143,143,"Hunter Mahan",87,NA,1328.667,75,-0.25,"Approachesfrominside100yards",2008
143,143,"Carl Pettersson",110,NA,1930.417,109,-0.03,"Approachesfrominside100yards",2008
143,143,"Jay Williamson",96,NA,2129.333,120,-0.13,"Approachesfrominside100yards",2008
147,147,"Dudley Hart",74,NA,1495.417,84,-0.06,"Approachesfrominside100yards",2008
147,147,"JJ Henry",108,NA,2224.917,125,-0.03,"Approachesfrominside100yards",2008
149,149,"Andres Romero",69,NA,1183.333,66,0.06,"Approachesfrominside100yards",2008
150,150,"Ian Poulter",51,NA,971.917,54,-0.04,"Approachesfrominside100yards",2008
150,150,"Ron Whittaker",54,NA,1096.75,61,-0.18,"Approachesfrominside100yards",2008
152,152,"Olin Browne",77,NA,2113.75,117,-0.13,"Approachesfrominside100yards",2008
152,152,"Robert Garrigus",90,NA,1195.333,66,0,"Approachesfrominside100yards",2008
154,154,"Chez Reavie",102,NA,2700.667,149,-0.13,"Approachesfrominside100yards",2008
154,154,"Heath Slocum",104,NA,2876.833,158,-0.08,"Approachesfrominside100yards",2008
156,156,"Robert Gamez",79,NA,1821.75,100,0.06,"Approachesfrominside100yards",2008
156,156,"Craig Kanada",65,NA,1402.833,77,-0.22,"Approachesfrominside100yards",2008
156,156,"Sean OHair",81,NA,1369.5,75,-0.09,"Approachesfrominside100yards",2008
156,156,"Tom Scherrer",56,NA,1005.417,55,0.05,"Approachesfrominside100yards",2008
160,160,"Tommy Gainey",60,NA,1118.25,61,0.07,"Approachesfrominside100yards",2008
160,160,"Jon Mills",95,NA,1685.167,92,0.03,"Approachesfrominside100yards",2008
160,160,"Kenny Perry",97,NA,1979.75,108,-0.08,"Approachesfrominside100yards",2008
163,163,"Boo Weekley",86,NA,1282.667,69,-0.06,"Approachesfrominside100yards",2008
163,163,"YE Yang",89,NA,1413.167,76,-0.05,"Approachesfrominside100yards",2008
165,165,"Mathias Gronberg",87,NA,1269.083,68,-0.06,"Approachesfrominside100yards",2008
166,166,"David Lutterus",59,NA,1127.5,60,0.17,"Approachesfrominside100yards",2008
166,166,"Jesper Parnevik",88,NA,1263,67,-0.16,"Approachesfrominside100yards",2008
168,168,"JB Holmes",86,NA,1910.917,101,-0.08,"Approachesfrominside100yards",2008
168,168,"John Merrick",98,NA,1703.417,90,-0.12,"Approachesfrominside100yards",2008
171,171,"Tommy Armour III",77,NA,2319.083,122,-0.04,"Approachesfrominside100yards",2008
171,171,"Nick Watney",96,NA,1788.583,94,-0.05,"Approachesfrominside100yards",2008
173,173,"Angel Cabrera",55,NA,707.083,37,0.03,"Approachesfrominside100yards",2008
173,173,"Charley Hoffman",94,NA,1987.25,104,-0.02,"Approachesfrominside100yards",2008
173,173,"Greg Kraft",63,NA,1757.583,92,-0.05,"Approachesfrominside100yards",2008
173,173,"George McNeill",97,NA,2018.417,106,0,"Approachesfrominside100yards",2008
177,177,"Todd Hamilton",92,NA,2136.333,111,-0.07,"Approachesfrominside100yards",2008
177,177,"Brandt Jobe",52,NA,1001.167,52,0.12,"Approachesfrominside100yards",2008
177,177,"Ryan Moore",72,NA,1075.917,56,-0.11,"Approachesfrominside100yards",2008
180,180,"Paul Claxton",63,NA,1548.167,80,0.03,"Approachesfrominside100yards",2008
180,180,"Cliff Kresge",84,NA,1819.25,94,-0.02,"Approachesfrominside100yards",2008
180,180,"Martin Laird",98,NA,1968.667,102,-0.07,"Approachesfrominside100yards",2008
180,180,"Bob Sowards",61,NA,1238.917,64,-0.06,"Approachesfrominside100yards",2008
184,184,"Lucas Glover",91,NA,1714,88,-0.08,"Approachesfrominside100yards",2008
185,185,"Ryan Armour",87,NA,2266,115,0.03,"Approachesfrominside100yards",2008
185,185,"Travis Perkins",53,NA,1004.333,51,0.24,"Approachesfrominside100yards",2008
187,187,"James Driscoll",85,NA,1566.917,79,-0.04,"Approachesfrominside100yards",2008
188,188,"Kenneth Ferrie",72,NA,1400.25,70,-0.06,"Approachesfrominside100yards",2008
189,189,"Steve Allan",58,NA,966.25,48,0.19,"Approachesfrominside100yards",2008
189,189,"Rich Beem",90,NA,2236.583,111,-0.08,"Approachesfrominside100yards",2008
191,191,"Ted Purdy",68,NA,1522.917,75,0.03,"Approachesfrominside100yards",2008
192,192,"Kevin Stadler",90,NA,1779,87,-0.06,"Approachesfrominside100yards",2008
193,193,"Scott McCarron",63,NA,1417.25,69,-0.1,"Approachesfrominside100yards",2008
194,194,"Brad Elder",67,NA,1240.417,60,0,"Approachesfrominside100yards",2008
195,195,"Nick Flanagan",89,NA,1644.167,77,0,"Approachesfrominside100yards",2008
196,196,"Billy Andrade",71,NA,1204.667,56,0.02,"Approachesfrominside100yards",2008
197,197,"Steve Lowery",74,NA,1681.25,76,-0.08,"Approachesfrominside100yards",2008
