"TenthTeeLateScoringAverage_RANKTHISWEEK_2008","TenthTeeLateScoringAverage_RANKLASTWEEK_2008","TenthTeeLateScoringAverage_PLAYERNAME_2008","TenthTeeLateScoringAverage_ROUNDS_2008","TenthTeeLateScoringAverage_AVG_2008","TenthTeeLateScoringAverage_TOTALSTROKES_2008","TenthTeeLateScoringAverage_TOTAL10THTEELATERNDS_2008","stat_name","year"
55,55,"Johnson Wagner",83,70.71,1202,17,"TenthTeeLateScoringAverage",2008
56,56,"Shigeki Maruyama",50,70.73,778,11,"TenthTeeLateScoringAverage",2008
56,56,"Parker McLachlin",88,70.73,778,11,"TenthTeeLateScoringAverage",2008
58,58,"Mike Weir",88,70.75,566,8,"TenthTeeLateScoringAverage",2008
59,59,"Ken Duke",116,70.76,1486,21,"TenthTeeLateScoringAverage",2008
60,60,"Boo Weekley",86,70.81,1133,16,"TenthTeeLateScoringAverage",2008
61,61,"Brandt Jobe",52,70.82,779,11,"TenthTeeLateScoringAverage",2008
61,61,"Billy Mayfair",103,70.82,1204,17,"TenthTeeLateScoringAverage",2008
63,63,"Steve Elkington",84,70.83,850,12,"TenthTeeLateScoringAverage",2008
64,64,"Andres Romero",69,70.85,921,13,"TenthTeeLateScoringAverage",2008
65,65,"Tommy Armour III",77,70.86,992,14,"TenthTeeLateScoringAverage",2008
65,65,"Patrick Sheehan",124,70.86,1559,22,"TenthTeeLateScoringAverage",2008
67,67,"Lucas Glover",91,70.87,1063,15,"TenthTeeLateScoringAverage",2008
68,68,"Scott Verplank",82,70.89,638,9,"TenthTeeLateScoringAverage",2008
69,69,"Olin Browne",77,70.9,1418,20,"TenthTeeLateScoringAverage",2008
70,70,"Jason Gore",94,70.92,922,13,"TenthTeeLateScoringAverage",2008
70,70,"Doug LaBelle II",65,70.92,851,12,"TenthTeeLateScoringAverage",2008
72,72,"Charley Hoffman",94,70.93,993,14,"TenthTeeLateScoringAverage",2008
72,72,"Hunter Mahan",87,70.93,993,14,"TenthTeeLateScoringAverage",2008
74,74,"Shane Bertsch",96,71,1420,20,"TenthTeeLateScoringAverage",2008
74,74,"KJ Choi",74,71,426,6,"TenthTeeLateScoringAverage",2008
74,74,"Todd Demsey",80,71,1136,16,"TenthTeeLateScoringAverage",2008
74,74,"Davis Love III",78,71,1065,15,"TenthTeeLateScoringAverage",2008
74,74,"Troy Matteson",94,71,852,12,"TenthTeeLateScoringAverage",2008
74,74,"Chris Riley",51,71,852,12,"TenthTeeLateScoringAverage",2008
80,80,"Tom Pernice Jr",104,71.06,1208,17,"TenthTeeLateScoringAverage",2008
81,81,"Nick Flanagan",89,71.07,995,14,"TenthTeeLateScoringAverage",2008
82,82,"Robert Allenby",108,71.08,924,13,"TenthTeeLateScoringAverage",2008
83,83,"Jin Park",85,71.1,1493,21,"TenthTeeLateScoringAverage",2008
83,83,"Nicholas Thompson",113,71.1,1422,20,"TenthTeeLateScoringAverage",2008
83,83,"Jimmy Walker",73,71.1,1422,20,"TenthTeeLateScoringAverage",2008
86,86,"Stephen Ames",83,71.13,569,8,"TenthTeeLateScoringAverage",2008
86,86,"Michael Letzig",88,71.13,1636,23,"TenthTeeLateScoringAverage",2008
88,88,"Dean Wilson",109,71.14,1494,21,"TenthTeeLateScoringAverage",2008
89,89,"Dudley Hart",74,71.15,925,13,"TenthTeeLateScoringAverage",2008
90,90,"Cliff Kresge",84,71.16,1352,19,"TenthTeeLateScoringAverage",2008
91,91,"Brad Elder",67,71.17,854,12,"TenthTeeLateScoringAverage",2008
92,92,"Ryan Armour",87,71.2,1068,15,"TenthTeeLateScoringAverage",2008
92,92,"JJ Henry",108,71.2,1424,20,"TenthTeeLateScoringAverage",2008
94,94,"Mark Wilson",107,71.21,997,14,"TenthTeeLateScoringAverage",2008
95,95,"Martin Laird",98,71.23,1852,26,"TenthTeeLateScoringAverage",2008
96,96,"Eric Axley",113,71.24,1781,25,"TenthTeeLateScoringAverage",2008
96,96,"Charles Howell III",101,71.24,1496,21,"TenthTeeLateScoringAverage",2008
96,96,"Carl Pettersson",110,71.24,1211,17,"TenthTeeLateScoringAverage",2008
96,96,"Jay Williamson",96,71.24,1211,17,"TenthTeeLateScoringAverage",2008
100,100,"Cameron Beckman",87,71.26,1639,23,"TenthTeeLateScoringAverage",2008
100,100,"John Mallinger",95,71.26,1354,19,"TenthTeeLateScoringAverage",2008
100,100,"Jeff Quinney",87,71.26,1639,23,"TenthTeeLateScoringAverage",2008
103,103,"Mark Hensby",71,71.29,998,14,"TenthTeeLateScoringAverage",2008
104,104,"Jeff Gove",50,71.3,713,10,"TenthTeeLateScoringAverage",2008
105,105,"Bill Haas",99,71.31,927,13,"TenthTeeLateScoringAverage",2008
106,106,"Bo Van Pelt",101,71.32,1569,22,"TenthTeeLateScoringAverage",2008
107,107,"Stephen Leaney",53,71.33,642,9,"TenthTeeLateScoringAverage",2008
108,108,"Corey Pavin",69,71.35,1213,17,"TenthTeeLateScoringAverage",2008
109,109,"Ben Curtis",80,71.36,785,11,"TenthTeeLateScoringAverage",2008
110,110,"Nathan Green",95,71.38,1499,21,"TenthTeeLateScoringAverage",2008
110,110,"Jesper Parnevik",88,71.38,1142,16,"TenthTeeLateScoringAverage",2008
112,112,"YE Yang",89,71.4,1071,15,"TenthTeeLateScoringAverage",2008
113,113,"Tim Petrovic",97,71.41,1214,17,"TenthTeeLateScoringAverage",2008
114,114,"Rich Beem",90,71.42,1357,19,"TenthTeeLateScoringAverage",2008
115,115,"Steve Lowery",74,71.44,1143,16,"TenthTeeLateScoringAverage",2008
116,116,"Scott Sterling",89,71.47,1215,17,"TenthTeeLateScoringAverage",2008
117,117,"Ernie Els",51,71.5,429,6,"TenthTeeLateScoringAverage",2008
117,117,"Brandt Snedeker",85,71.5,858,12,"TenthTeeLateScoringAverage",2008
117,117,"David Toms",70,71.5,572,8,"TenthTeeLateScoringAverage",2008
120,120,"Jon Mills",95,71.52,1788,25,"TenthTeeLateScoringAverage",2008
121,121,"Rod Pampling",83,71.54,930,13,"TenthTeeLateScoringAverage",2008
122,122,"George McNeill",97,71.55,1431,20,"TenthTeeLateScoringAverage",2008
123,123,"Paul Claxton",63,71.56,1145,16,"TenthTeeLateScoringAverage",2008
123,123,"Tom Scherrer",56,71.56,644,9,"TenthTeeLateScoringAverage",2008
125,125,"Chris DiMarco",87,71.57,1646,23,"TenthTeeLateScoringAverage",2008
126,126,"Dustin Johnson",92,71.59,1575,22,"TenthTeeLateScoringAverage",2008
127,127,"Mark Calcavecchia",67,71.6,1074,15,"TenthTeeLateScoringAverage",2008
127,127,"Harrison Frazar",73,71.6,1432,20,"TenthTeeLateScoringAverage",2008
127,127,"Sean OHair",81,71.6,1074,15,"TenthTeeLateScoringAverage",2008
130,130,"Alex Cejka",75,71.67,430,6,"TenthTeeLateScoringAverage",2008
131,131,"Marco Dawson",64,71.69,932,13,"TenthTeeLateScoringAverage",2008
131,131,"Will Ma Kenzie",62,71.69,932,13,"TenthTeeLateScoringAverage",2008
133,133,"Aaron Baddeley",76,71.73,789,11,"TenthTeeLateScoringAverage",2008
134,134,"Steve Flesch",95,71.75,1435,20,"TenthTeeLateScoringAverage",2008
135,135,"Richard Johnson",77,71.77,1579,22,"TenthTeeLateScoringAverage",2008
136,136,"Jason Day",81,71.78,1292,18,"TenthTeeLateScoringAverage",2008
136,136,"Zach Johnson",85,71.78,646,9,"TenthTeeLateScoringAverage",2008
138,138,"Jim McGovern",75,71.81,1508,21,"TenthTeeLateScoringAverage",2008
138,138,"Rocco Mediate",87,71.81,1149,16,"TenthTeeLateScoringAverage",2008
140,140,"Kevin Sutherland",98,71.82,790,11,"TenthTeeLateScoringAverage",2008
141,141,"Chad Campbell",94,71.83,1293,18,"TenthTeeLateScoringAverage",2008
142,142,"Carlos Franco",73,71.84,1365,19,"TenthTeeLateScoringAverage",2008
143,143,"Joe Durant",92,71.89,1294,18,"TenthTeeLateScoringAverage",2008
144,144,"Tommy Gainey",60,71.9,719,10,"TenthTeeLateScoringAverage",2008
145,145,"Lee Janzen",89,71.94,1295,18,"TenthTeeLateScoringAverage",2008
145,145,"Kyle Thompson",70,71.94,1151,16,"TenthTeeLateScoringAverage",2008
145,145,"Ron Whittaker",54,71.94,1295,18,"TenthTeeLateScoringAverage",2008
145,145,"Tim Wilkinson",95,71.94,1223,17,"TenthTeeLateScoringAverage",2008
149,149,"Jonathan Byrd",88,72,1440,20,"TenthTeeLateScoringAverage",2008
149,149,"Jeff Maggert",86,72,1584,22,"TenthTeeLateScoringAverage",2008
149,149,"Scott McCarron",63,72,504,7,"TenthTeeLateScoringAverage",2008
149,149,"Ian Poulter",51,72,504,7,"TenthTeeLateScoringAverage",2008
149,149,"Chris Stroud",81,72,1512,21,"TenthTeeLateScoringAverage",2008
154,154,"Brett Quigley",80,72.05,1369,19,"TenthTeeLateScoringAverage",2008
155,155,"Todd Hamilton",92,72.06,1297,18,"TenthTeeLateScoringAverage",2008
156,156,"Brenden Pappas",66,72.07,1081,15,"TenthTeeLateScoringAverage",2008
156,156,"Marc Turnesa",87,72.07,1946,27,"TenthTeeLateScoringAverage",2008
158,158,"Bob Sowards",61,72.08,937,13,"TenthTeeLateScoringAverage",2008
159,159,"Bart Bryant",81,72.14,1010,14,"TenthTeeLateScoringAverage",2008
159,159,"Tom Lehman",51,72.14,505,7,"TenthTeeLateScoringAverage",2008
161,161,"Paul Casey",55,72.17,433,6,"TenthTeeLateScoringAverage",2008
161,161,"Ryuji Imada",80,72.17,866,12,"TenthTeeLateScoringAverage",2008
163,163,"Omar Uresti",74,72.24,1228,17,"TenthTeeLateScoringAverage",2008
164,164,"Retief Goosen",59,72.27,795,11,"TenthTeeLateScoringAverage",2008
165,165,"Joe Ogilvie",100,72.32,1374,19,"TenthTeeLateScoringAverage",2008
166,166,"Heath Slocum",104,72.36,1013,14,"TenthTeeLateScoringAverage",2008
167,167,"Brad Adamonis",87,72.39,1303,18,"TenthTeeLateScoringAverage",2008
168,168,"Michael Allen",91,72.41,1231,17,"TenthTeeLateScoringAverage",2008
169,169,"Chad Collins",72,72.42,1376,19,"TenthTeeLateScoringAverage",2008
170,170,"Tag Ridings",88,72.43,1014,14,"TenthTeeLateScoringAverage",2008
171,171,"Angel Cabrera",55,72.44,652,9,"TenthTeeLateScoringAverage",2008
172,172,"Brett Rumford",72,72.47,1377,19,"TenthTeeLateScoringAverage",2008
173,173,"James Driscoll",85,72.5,1305,18,"TenthTeeLateScoringAverage",2008
173,173,"Trevor Immelman",70,72.5,725,10,"TenthTeeLateScoringAverage",2008
175,175,"Greg Kraft",63,72.56,1306,18,"TenthTeeLateScoringAverage",2008
176,176,"Kenneth Ferrie",72,72.57,1016,14,"TenthTeeLateScoringAverage",2008
177,177,"Ryan Moore",72,72.6,1089,15,"TenthTeeLateScoringAverage",2008
177,177,"Ted Purdy",68,72.6,1089,15,"TenthTeeLateScoringAverage",2008
179,179,"Phil Mickelson",80,72.67,218,3,"TenthTeeLateScoringAverage",2008
180,180,"Robert Gamez",79,72.68,1381,19,"TenthTeeLateScoringAverage",2008
181,181,"Alejandro Canizares",52,72.73,800,11,"TenthTeeLateScoringAverage",2008
182,182,"Jason Allred",63,72.77,946,13,"TenthTeeLateScoringAverage",2008
184,184,"Bubba Watson",97,72.78,655,9,"TenthTeeLateScoringAverage",2008
185,185,"Freddie Jacobson",78,72.8,1092,15,"TenthTeeLateScoringAverage",2008
185,185,"Charles Warren",79,72.8,1092,15,"TenthTeeLateScoringAverage",2008
187,187,"Daniel Chopra",84,72.91,802,11,"TenthTeeLateScoringAverage",2008
188,188,"Cody Freeman",66,72.94,1240,17,"TenthTeeLateScoringAverage",2008
188,188,"JP Hayes",67,72.94,1240,17,"TenthTeeLateScoringAverage",2008
190,190,"Justin Bolli",87,73.19,1537,21,"TenthTeeLateScoringAverage",2008
190,190,"Travis Perkins",53,73.19,1171,16,"TenthTeeLateScoringAverage",2008
192,192,"David Lutterus",59,73.21,1025,14,"TenthTeeLateScoringAverage",2008
193,193,"Billy Andrade",71,73.3,733,10,"TenthTeeLateScoringAverage",2008
194,194,"John Rollins",94,73.31,1173,16,"TenthTeeLateScoringAverage",2008
195,195,"David Duval",51,74.33,446,6,"TenthTeeLateScoringAverage",2008
196,196,"Steve Allan",58,74.9,749,10,"TenthTeeLateScoringAverage",2008
197,197,"Adam Scott",51,77.5,155,2,"TenthTeeLateScoringAverage",2008
