"FinalRoundPerformance_RANKTHISWEEK_2009","FinalRoundPerformance_RANKLASTWEEK_2009","FinalRoundPerformance_PLAYERNAME_2009","FinalRoundPerformance_EVENTS_2009","FinalRoundPerformance_Pct_2009","stat_name","year"
157,157,"John Merrick",28,35.29,"FinalRoundPerformance",2009
157,157,"Geoff Ogilvy",20,35.29,"FinalRoundPerformance",2009
160,160,"Bart Bryant",17,33.33,"FinalRoundPerformance",2009
160,160,"Stewart Cink",22,33.33,"FinalRoundPerformance",2009
160,160,"David Duval",22,33.33,"FinalRoundPerformance",2009
160,160,"Retief Goosen",20,33.33,"FinalRoundPerformance",2009
160,160,"Tom Lehman",16,33.33,"FinalRoundPerformance",2009
160,160,"Rick Price",21,33.33,"FinalRoundPerformance",2009
160,160,"John Rollins",27,33.33,"FinalRoundPerformance",2009
167,167,"Jeff Overton",28,31.58,"FinalRoundPerformance",2009
168,168,"Jason Gore",24,30.77,"FinalRoundPerformance",2009
168,168,"Kent Jones",24,30.77,"FinalRoundPerformance",2009
170,170,"Robert Garrigus",25,29.41,"FinalRoundPerformance",2009
171,171,"Colt Knost",24,27.27,"FinalRoundPerformance",2009
172,172,"Billy Mayfair",28,25,"FinalRoundPerformance",2009
173,173,"Richard Johnson",26,23.53,"FinalRoundPerformance",2009
174,174,"Chez Reavie",27,23.08,"FinalRoundPerformance",2009
175,175,"Stuart Appleby",25,20,"FinalRoundPerformance",2009
175,175,"Leif Olson",21,20,"FinalRoundPerformance",2009
177,177,"Brad Faxon",23,16.67,"FinalRoundPerformance",2009
177,177,"Brendon Todd",21,16.67,"FinalRoundPerformance",2009
179,179,"Gary Woodland",18,14.29,"FinalRoundPerformance",2009
180,180,"Kirk Triplett",20,10,"FinalRoundPerformance",2009
181,181,"Jarrod Lyle",21,9.09,"FinalRoundPerformance",2009
182,182,"Brian Bateman",25,0,"FinalRoundPerformance",2009
182,182,"Darron Stiles",20,0,"FinalRoundPerformance",2009
182,182,"Peter Tomasulo",25,0,"FinalRoundPerformance",2009
