"BallStriking_RANKTHISWEEK_2006","BallStriking_RANKLASTWEEK_2006","BallStriking_PLAYERNAME_2006","BallStriking_ROUNDS_2006","BallStriking_VALUE_2006","BallStriking_TOTALDRVRANK_2006","BallStriking_GIRRANK_2006","stat_name","year"
65,65,"Sergio Garcia",59,142,105,37,"BallStriking",2006
65,65,"Bubba Watson",83,142,92,50,"BallStriking",2006
67,67,"Kris Cox",83,143,80,63,"BallStriking",2006
68,68,"Stephen Ames",63,145,87,58,"BallStriking",2006
69,69,"Jerry Kelly",100,147,101,46,"BallStriking",2006
70,70,"Paul Stankowski",70,148,64,84,"BallStriking",2006
71,71,"Henrik Bjornstad",97,155,30,125,"BallStriking",2006
72,72,"Brent Geiberger",99,156,44,112,"BallStriking",2006
73,73,"Richard Johnson",94,157,80,77,"BallStriking",2006
74,74,"Sean OHair",100,161,44,117,"BallStriking",2006
75,75,"Harrison Frazar",95,163,28,135,"BallStriking",2006
75,75,"Fred Funk",106,163,98,65,"BallStriking",2006
77,77,"Vijay Singh",103,164,133,31,"BallStriking",2006
77,77,"Scott Verplank",88,164,87,77,"BallStriking",2006
79,79,"Ryan Moore",68,165,15,150,"BallStriking",2006
80,80,"Steve Flesch",119,166,87,79,"BallStriking",2006
80,80,"David McKenzie",82,166,80,86,"BallStriking",2006
82,82,"Jeff Maggert",81,167,69,98,"BallStriking",2006
83,83,"Shaun Micheel",96,168,132,36,"BallStriking",2006
84,84,"Ron Whittaker",81,169,94,75,"BallStriking",2006
85,85,"John Cook",67,170,103,67,"BallStriking",2006
85,85,"JP Hayes",55,170,43,127,"BallStriking",2006
87,87,"Jerry Smith",94,171,116,55,"BallStriking",2006
87,87,"Camilo Villegas",95,171,69,102,"BallStriking",2006
89,89,"Bob Estes",85,172,121,51,"BallStriking",2006
90,90,"Arron Oberholser",82,173,162,11,"BallStriking",2006
91,91,"Luke Donald",66,174,100,74,"BallStriking",2006
92,92,"Ryan Palmer",101,176,47,129,"BallStriking",2006
92,92,"Kirk Triplett",58,176,72,104,"BallStriking",2006
94,94,"Tjaart van der Walt",60,184,62,122,"BallStriking",2006
95,95,"Chad Campbell",91,186,148,38,"BallStriking",2006
96,96,"Thomas Levet",53,187,105,82,"BallStriking",2006
96,96,"Jeff Overton",95,187,85,102,"BallStriking",2006
98,98,"JB Holmes",81,188,87,101,"BallStriking",2006
99,99,"DJ Trahan",92,190,53,137,"BallStriking",2006
100,100,"Robert Garrigus",85,193,74,119,"BallStriking",2006
101,101,"Roger Tambellini",64,196,101,95,"BallStriking",2006
102,102,"Pat Perez",50,198,80,118,"BallStriking",2006
103,103,"Brett Quigley",109,200,169,31,"BallStriking",2006
104,104,"Joe Ogilvie",95,203,92,111,"BallStriking",2006
104,104,"Patrick Sheehan",104,203,64,139,"BallStriking",2006
106,106,"Brian Bateman",69,204,84,120,"BallStriking",2006
107,107,"Fred Couples",52,208,108,100,"BallStriking",2006
108,108,"Jason Gore",86,209,51,158,"BallStriking",2006
108,108,"Larry Mize",53,209,77,132,"BallStriking",2006
110,110,"Stephen Leaney",84,211,166,45,"BallStriking",2006
111,111,"Chris Riley",86,214,41,173,"BallStriking",2006
112,112,"Paul Goydos",72,216,112,104,"BallStriking",2006
113,113,"Retief Goosen",68,218,126,92,"BallStriking",2006
114,114,"Billy Andrade",78,219,157,62,"BallStriking",2006
114,114,"Geoff Ogilvy",76,219,59,160,"BallStriking",2006
116,116,"Olin Browne",108,220,94,126,"BallStriking",2006
117,117,"Robert Gamez",94,223,108,115,"BallStriking",2006
118,118,"Tim Clark",80,224,144,80,"BallStriking",2006
119,119,"Marco Dawson",87,226,113,113,"BallStriking",2006
119,119,"Steve Lowery",99,226,134,92,"BallStriking",2006
121,121,"Mike Weir",88,228,169,59,"BallStriking",2006
122,122,"Charles Howell III",96,233,150,83,"BallStriking",2006
123,123,"Craig Barlow",77,234,147,87,"BallStriking",2006
123,123,"Chris DiMarco",83,234,174,60,"BallStriking",2006
123,123,"Freddie Jacobson",56,234,96,138,"BallStriking",2006
126,126,"Arjun Atwal",97,240,105,135,"BallStriking",2006
127,127,"Bernhard Langer",77,248,159,89,"BallStriking",2006
127,127,"Jesper Parnevik",84,248,124,124,"BallStriking",2006
129,129,"Tom Pernice Jr",108,251,131,120,"BallStriking",2006
130,130,"Justin Leonard",83,252,103,149,"BallStriking",2006
131,131,"Bill Haas",99,253,126,127,"BallStriking",2006
131,131,"Tom Lehman",70,253,172,81,"BallStriking",2006
133,133,"Stewart Cink",93,256,142,114,"BallStriking",2006
134,134,"Ben Curtis",86,257,150,107,"BallStriking",2006
135,135,"Tommy Armour III",65,259,117,142,"BallStriking",2006
136,136,"Mike Sposa",68,263,108,155,"BallStriking",2006
137,137,"Vaughn Taylor",88,264,130,134,"BallStriking",2006
138,138,"Jose Maria Olazabal",62,268,177,91,"BallStriking",2006
139,139,"David Howell",52,269,117,152,"BallStriking",2006
139,139,"Dean Wilson",115,269,163,106,"BallStriking",2006
141,141,"Daniel Chopra",110,270,122,148,"BallStriking",2006
142,142,"Shane Bertsch",104,273,134,139,"BallStriking",2006
142,142,"Ian Leggatt",80,273,122,151,"BallStriking",2006
144,144,"Jeff Sluman",101,274,166,108,"BallStriking",2006
145,145,"DA Points",82,278,117,161,"BallStriking",2006
146,146,"John Daly",51,280,96,184,"BallStriking",2006
147,147,"Tag Ridings",103,281,98,183,"BallStriking",2006
148,148,"Carlos Franco",86,284,174,110,"BallStriking",2006
149,149,"Ernie Els",69,286,143,143,"BallStriking",2006
150,150,"Danny Ellis",68,287,117,170,"BallStriking",2006
151,151,"Brian Gay",107,289,136,153,"BallStriking",2006
152,152,"Greg Kraft",79,290,126,164,"BallStriking",2006
153,153,"Jon Mills",68,291,126,165,"BallStriking",2006
154,154,"Jason Schultz",77,293,140,153,"BallStriking",2006
155,155,"Ryan Hietala",61,294,108,186,"BallStriking",2006
156,156,"Mark Brooks",90,297,136,161,"BallStriking",2006
157,157,"Corey Pavin",74,300,155,145,"BallStriking",2006
158,158,"Wes Short Jr",96,301,171,130,"BallStriking",2006
159,159,"Alex Aragon",63,305,115,190,"BallStriking",2006
159,159,"Tim Herron",82,305,136,169,"BallStriking",2006
159,159,"Ryuji Imada",105,305,189,116,"BallStriking",2006
162,162,"Stuart Appleby",83,307,160,147,"BallStriking",2006
162,162,"Shigeki Maruyama",94,307,163,144,"BallStriking",2006
162,162,"Rory Sabbatini",84,307,185,122,"BallStriking",2006
165,165,"Mark Calcavecchia",94,313,136,177,"BallStriking",2006
166,166,"Bob Tway",81,315,184,131,"BallStriking",2006
167,167,"Woody Austin",107,316,149,167,"BallStriking",2006
168,168,"Ben Crane",85,318,140,178,"BallStriking",2006
169,169,"Michael Connell",51,321,188,133,"BallStriking",2006
169,169,"John Huston",74,321,150,171,"BallStriking",2006
171,171,"Paul Azinger",87,324,150,174,"BallStriking",2006
172,172,"Robert Damron",91,327,181,146,"BallStriking",2006
173,173,"Dudley Hart",83,328,187,141,"BallStriking",2006
173,173,"Peter Lonard",77,328,173,155,"BallStriking",2006
175,175,"Doug Barron",74,330,145,185,"BallStriking",2006
176,176,"Michael Allen",84,331,165,166,"BallStriking",2006
177,177,"David Duval",71,332,145,187,"BallStriking",2006
177,177,"Rod Pampling",89,332,160,172,"BallStriking",2006
179,179,"Jimmy Walker",60,333,154,179,"BallStriking",2006
180,180,"Nathan Green",108,335,177,158,"BallStriking",2006
181,181,"James Driscoll",80,339,158,181,"BallStriking",2006
182,182,"JL Lewis",57,341,174,167,"BallStriking",2006
182,182,"Carl Pettersson",95,341,166,175,"BallStriking",2006
184,184,"Steve Jones",83,342,179,163,"BallStriking",2006
185,185,"Aaron Baddeley",78,348,155,193,"BallStriking",2006
186,186,"Lee Janzen",79,351,194,157,"BallStriking",2006
187,187,"Todd Fischer",101,357,181,176,"BallStriking",2006
188,188,"Tim Petrovic",95,362,180,182,"BallStriking",2006
189,189,"Vance Veazey",59,370,190,180,"BallStriking",2006
190,190,"John Engler Jr",69,374,186,188,"BallStriking",2006
191,191,"Len Mattiace",59,375,183,192,"BallStriking",2006
192,192,"Greg Chalmers",71,382,191,191,"BallStriking",2006
193,193,"Mark OMeara",52,384,195,189,"BallStriking",2006
194,194,"Hidemichi Tanaka",74,387,192,195,"BallStriking",2006
195,195,"Todd Hamilton",72,389,193,196,"BallStriking",2006
196,196,"Brad Faxon",78,390,196,194,"BallStriking",2006
