"StrokesGainedTeetoGreen_RANKTHISWEEK_2012","StrokesGainedTeetoGreen_RANKLASTWEEK_2012","StrokesGainedTeetoGreen_PLAYERNAME_2012","StrokesGainedTeetoGreen_ROUNDS_2012","StrokesGainedTeetoGreen_AVERAGE_2012","StrokesGainedTeetoGreen_TOTALSGT2G_2012","StrokesGainedTeetoGreen_SGTOTAL_2012","StrokesGainedTeetoGreen_TOTALSGP_2012","StrokesGainedTeetoGreen_MEASUREDROUNDS_2012","stat_name","year"
38,38,"Sean OHair",84,0.595,45.224,24.069,-21.155,76,"StrokesGainedTeetoGreen",2012
39,39,"Will Claxton",99,0.587,50.49,36.849,-13.641,86,"StrokesGainedTeetoGreen",2012
40,40,"Bud Cauley",99,0.576,52.454,59.742,7.243,91,"StrokesGainedTeetoGreen",2012
41,41,"Pat Perez",81,0.563,38.864,45.961,7.097,69,"StrokesGainedTeetoGreen",2012
42,42,"Zach Johnson",95,0.559,41.391,85.472,44.081,74,"StrokesGainedTeetoGreen",2012
43,43,"Graham DeLaet",79,0.549,39.009,17.182,-21.827,71,"StrokesGainedTeetoGreen",2012
44,44,"Charles Howell III",98,0.548,42.221,46.859,4.638,77,"StrokesGainedTeetoGreen",2012
45,45,"Bill Haas",79,0.534,32.567,37.104,4.537,61,"StrokesGainedTeetoGreen",2012
46,46,"Kris Blanks",65,0.533,32,-6.759,-38.759,60,"StrokesGainedTeetoGreen",2012
47,47,"Hunter Mahan",88,0.529,33.863,28.607,-5.256,64,"StrokesGainedTeetoGreen",2012
48,48,"Seung Yul Noh",105,0.505,42.933,57.672,14.739,85,"StrokesGainedTeetoGreen",2012
49,49,"Charley Hoffman",88,0.502,38.136,-0.086,-38.222,76,"StrokesGainedTeetoGreen",2012
50,50,"Ryan Palmer",81,0.497,35.264,66.077,30.813,71,"StrokesGainedTeetoGreen",2012
51,51,"Marc Leishman",84,0.488,37.121,12.485,-24.636,76,"StrokesGainedTeetoGreen",2012
52,52,"Nick Watney",97,0.486,36.949,35.547,-1.402,76,"StrokesGainedTeetoGreen",2012
53,53,"Heath Slocum",93,0.483,36.209,-7.105,-43.314,75,"StrokesGainedTeetoGreen",2012
54,54,"Jason Day",57,0.465,21.847,48.135,26.288,47,"StrokesGainedTeetoGreen",2012
55,55,"JB Holmes",90,0.44,34.325,32.626,-1.699,78,"StrokesGainedTeetoGreen",2012
56,56,"Tim Clark",60,0.425,21.258,15.048,-6.21,50,"StrokesGainedTeetoGreen",2012
57,57,"Roberto Castro",92,0.409,30.64,36.538,5.898,75,"StrokesGainedTeetoGreen",2012
58,58,"Matt Every",80,0.404,25.827,31.804,5.977,64,"StrokesGainedTeetoGreen",2012
59,59,"Bill Lunde",83,0.397,26.575,12.88,-13.695,67,"StrokesGainedTeetoGreen",2012
60,60,"Tim Herron",88,0.393,29.861,17.267,-12.594,76,"StrokesGainedTeetoGreen",2012
61,61,"Billy Horschel",63,0.392,18.805,14.63,-4.175,48,"StrokesGainedTeetoGreen",2012
62,62,"Carl Pettersson",92,0.378,30.273,68.141,37.868,80,"StrokesGainedTeetoGreen",2012
63,63,"John Merrick",83,0.376,27.096,9.546,-17.55,72,"StrokesGainedTeetoGreen",2012
63,63,"John Rollins",81,0.376,26.712,24.615,-2.097,71,"StrokesGainedTeetoGreen",2012
65,65,"Ben Curtis",62,0.375,17.981,41.704,23.723,48,"StrokesGainedTeetoGreen",2012
66,66,"Martin Laird",77,0.37,19.955,27.385,7.43,54,"StrokesGainedTeetoGreen",2012
67,67,"Ian Poulter",57,0.362,13.759,19.022,5.263,38,"StrokesGainedTeetoGreen",2012
68,68,"John Huh",99,0.359,30.511,43.392,12.881,85,"StrokesGainedTeetoGreen",2012
69,69,"Trevor Immelman",76,0.347,19.803,12.591,-7.212,57,"StrokesGainedTeetoGreen",2012
70,70,"Chris Kirk",93,0.332,28.225,14.162,-14.063,85,"StrokesGainedTeetoGreen",2012
71,71,"Ryan Moore",89,0.328,26.577,62.199,35.622,81,"StrokesGainedTeetoGreen",2012
72,72,"Geoff Ogilvy",73,0.313,17.194,31.966,14.772,55,"StrokesGainedTeetoGreen",2012
73,73,"DA Points",88,0.301,24.099,15.847,-8.252,80,"StrokesGainedTeetoGreen",2012
74,74,"Rory Sabbatini",84,0.284,20.445,-5.807,-26.252,72,"StrokesGainedTeetoGreen",2012
75,75,"Bob Estes",78,0.283,18.399,21.313,2.914,65,"StrokesGainedTeetoGreen",2012
76,76,"Freddie Jacobson",61,0.276,12.136,4.812,-7.324,44,"StrokesGainedTeetoGreen",2012
77,77,"David Toms",60,0.268,11.804,7.143,-4.661,44,"StrokesGainedTeetoGreen",2012
78,78,"Josh Teater",97,0.226,18.745,2.239,-16.506,83,"StrokesGainedTeetoGreen",2012
79,79,"John Mallinger",74,0.218,13.756,6.218,-7.538,63,"StrokesGainedTeetoGreen",2012
80,80,"Kevin Streelman",89,0.214,16.498,12.801,-3.697,77,"StrokesGainedTeetoGreen",2012
81,81,"Jonathan Byrd",69,0.211,11.799,28.341,16.542,56,"StrokesGainedTeetoGreen",2012
82,82,"JJ Henry",93,0.21,14.93,10.826,-4.104,71,"StrokesGainedTeetoGreen",2012
83,83,"Kevin Na",80,0.209,13.601,26.736,13.135,65,"StrokesGainedTeetoGreen",2012
84,84,"Ken Duke",104,0.208,18.741,50.824,32.083,90,"StrokesGainedTeetoGreen",2012
85,85,"Ricky Barnes",92,0.198,16.273,-23.064,-39.337,82,"StrokesGainedTeetoGreen",2012
86,86,"Brian Davis",91,0.164,12.929,42.457,29.528,79,"StrokesGainedTeetoGreen",2012
87,87,"Cameron Tringale",88,0.158,12.16,20.404,8.244,77,"StrokesGainedTeetoGreen",2012
88,88,"Greg Chalmers",88,0.151,11.33,43.905,32.575,75,"StrokesGainedTeetoGreen",2012
89,89,"Gary Woodland",70,0.116,6.129,-20.259,-26.388,53,"StrokesGainedTeetoGreen",2012
90,90,"Camilo Villegas",79,0.115,8.41,-18.021,-26.431,73,"StrokesGainedTeetoGreen",2012
91,91,"Gary Christian",91,0.105,7.884,4.246,-3.638,75,"StrokesGainedTeetoGreen",2012
92,92,"Kevin Chappell",91,0.096,6.878,-13.975,-20.853,72,"StrokesGainedTeetoGreen",2012
93,93,"Jonas Blixt",72,0.088,5.61,59.285,53.675,64,"StrokesGainedTeetoGreen",2012
94,94,"Brandt Snedeker",81,0.086,5.572,61.444,55.872,65,"StrokesGainedTeetoGreen",2012
95,95,"Harris English",98,0.083,7.191,18.439,11.248,87,"StrokesGainedTeetoGreen",2012
96,96,"Blake Adams",107,0.073,6.405,23.717,17.312,88,"StrokesGainedTeetoGreen",2012
96,96,"Jeff Maggert",83,0.073,5.714,-2.439,-8.153,78,"StrokesGainedTeetoGreen",2012
98,98,"Russell Knox",72,0.061,3.41,3.084,-0.326,56,"StrokesGainedTeetoGreen",2012
99,99,"Ben Crane",73,0.048,2.963,33.025,30.062,62,"StrokesGainedTeetoGreen",2012
100,100,"Robert Karlsson",54,0.038,1.571,-21.011,-22.582,41,"StrokesGainedTeetoGreen",2012
100,100,"Jimmy Walker",101,0.038,3.49,43.33,39.84,91,"StrokesGainedTeetoGreen",2012
102,102,"Daniel Summerhays",81,0.03,2.062,0.728,-1.334,68,"StrokesGainedTeetoGreen",2012
103,103,"Johnson Wagner",88,0.024,1.831,28.591,26.76,76,"StrokesGainedTeetoGreen",2012
104,104,"Billy Mayfair",90,0.022,1.742,-11.942,-13.684,78,"StrokesGainedTeetoGreen",2012
105,105,"Rod Pampling",88,0.012,0.807,-9.771,-10.578,69,"StrokesGainedTeetoGreen",2012
106,106,"Scott Stallings",78,0.004,0.277,-25.273,-25.55,68,"StrokesGainedTeetoGreen",2012
107,107,"Brian Harman",101,-0.009,-0.817,9.469,10.286,88,"StrokesGainedTeetoGreen",2012
107,107,"Chez Reavie",83,-0.009,-0.591,-12.041,-11.45,66,"StrokesGainedTeetoGreen",2012
109,109,"Tom Gillis",75,-0.012,-0.825,15.83,16.655,69,"StrokesGainedTeetoGreen",2012
109,109,"Chris Stroud",86,-0.012,-0.907,4.266,5.173,75,"StrokesGainedTeetoGreen",2012
111,111,"Kyle Reifers",86,-0.042,-3.103,-3.546,-0.443,74,"StrokesGainedTeetoGreen",2012
112,112,"Jerry Kelly",84,-0.05,-3.672,-7.328,-3.79,73,"StrokesGainedTeetoGreen",2012
113,113,"Scott Dunlap",57,-0.059,-2.728,-35.059,-32.331,46,"StrokesGainedTeetoGreen",2012
114,114,"David Hearn",95,-0.076,-6.644,18.713,25.357,88,"StrokesGainedTeetoGreen",2012
115,115,"Bobby Gates",87,-0.088,-6.719,-28.237,-21.518,76,"StrokesGainedTeetoGreen",2012
116,116,"Chris Couch",61,-0.108,-5.821,0.4,6.221,54,"StrokesGainedTeetoGreen",2012
117,117,"Danny Lee",74,-0.125,-7.351,-5.356,1.995,59,"StrokesGainedTeetoGreen",2012
118,118,"Mark Wilson",84,-0.127,-8.642,-17.329,-8.687,68,"StrokesGainedTeetoGreen",2012
119,119,"Charlie Wi",86,-0.138,-10.054,12.27,22.324,73,"StrokesGainedTeetoGreen",2012
120,120,"William McGirt",96,-0.14,-11.099,11.541,22.64,79,"StrokesGainedTeetoGreen",2012
121,121,"Garth Mulroy",59,-0.146,-6.728,-7.118,-0.39,46,"StrokesGainedTeetoGreen",2012
122,122,"Vaughn Taylor",81,-0.165,-10.559,-6.321,4.238,64,"StrokesGainedTeetoGreen",2012
123,123,"Spencer Levin",81,-0.169,-11.151,10.585,21.736,66,"StrokesGainedTeetoGreen",2012
124,124,"Jason Bohn",81,-0.183,-12.107,-16.456,-4.349,66,"StrokesGainedTeetoGreen",2012
125,125,"Hunter Haas",69,-0.185,-9.608,-7.893,1.715,52,"StrokesGainedTeetoGreen",2012
126,126,"Richard Lee",71,-0.194,-11.079,1.208,12.287,57,"StrokesGainedTeetoGreen",2012
127,127,"DJ Trahan",73,-0.238,-14.772,-53.195,-38.423,62,"StrokesGainedTeetoGreen",2012
128,128,"Dicky Pride",62,-0.246,-12.073,-6.152,5.921,49,"StrokesGainedTeetoGreen",2012
129,129,"Nick OHern",78,-0.249,-16.929,-41.371,-24.442,68,"StrokesGainedTeetoGreen",2012
130,130,"Ryo Ishikawa",54,-0.253,-9.352,-5.005,4.347,37,"StrokesGainedTeetoGreen",2012
131,131,"Rocco Mediate",70,-0.257,-14.91,-13.898,1.012,58,"StrokesGainedTeetoGreen",2012
132,132,"Mathew Goggin",65,-0.263,-14.47,-26.376,-11.906,55,"StrokesGainedTeetoGreen",2012
133,133,"Charlie Beljan",61,-0.264,-11.349,-28.414,-17.065,43,"StrokesGainedTeetoGreen",2012
134,134,"Robert Allenby",76,-0.268,-17.671,-46.122,-28.451,66,"StrokesGainedTeetoGreen",2012
135,135,"Andres Romero",68,-0.273,-14.751,-25.102,-10.351,54,"StrokesGainedTeetoGreen",2012
136,136,"Troy Matteson",100,-0.287,-23.816,-11.724,12.092,83,"StrokesGainedTeetoGreen",2012
137,137,"George McNeill",85,-0.291,-20.693,-3.654,17.039,71,"StrokesGainedTeetoGreen",2012
138,138,"Martin Flores",95,-0.304,-24.951,27.51,52.461,82,"StrokesGainedTeetoGreen",2012
139,139,"Brandt Jobe",57,-0.316,-14.242,-1.276,12.966,45,"StrokesGainedTeetoGreen",2012
140,140,"Michael Thompson",80,-0.32,-20.768,2.642,23.41,65,"StrokesGainedTeetoGreen",2012
141,141,"Angel Cabrera",54,-0.363,-13.419,-20.283,-6.864,37,"StrokesGainedTeetoGreen",2012
142,142,"Justin Leonard",79,-0.371,-25.217,-47.279,-22.062,68,"StrokesGainedTeetoGreen",2012
143,143,"Jason Kokrak",79,-0.399,-27.521,-39.301,-11.78,69,"StrokesGainedTeetoGreen",2012
144,144,"Chris DiMarco",83,-0.416,-29.929,-41.883,-11.954,72,"StrokesGainedTeetoGreen",2012
145,145,"Kyle Thompson",51,-0.422,-15.629,-59.283,-43.654,37,"StrokesGainedTeetoGreen",2012
146,146,"JJ Killeen",101,-0.434,-36.416,-46.7,-10.284,84,"StrokesGainedTeetoGreen",2012
147,147,"Stuart Appleby",75,-0.436,-28.352,-16.483,11.869,65,"StrokesGainedTeetoGreen",2012
148,148,"Scott Brown",65,-0.443,-22.585,-46.763,-24.178,51,"StrokesGainedTeetoGreen",2012
149,149,"Bryce Molder",83,-0.448,-31.829,16.16,47.989,71,"StrokesGainedTeetoGreen",2012
150,150,"Jhonattan Vegas",77,-0.45,-31.081,-30.969,0.112,69,"StrokesGainedTeetoGreen",2012
151,151,"Cameron Beckman",81,-0.459,-31.64,-53.548,-21.908,69,"StrokesGainedTeetoGreen",2012
152,152,"Nathan Green",73,-0.523,-29.788,-12.831,16.957,57,"StrokesGainedTeetoGreen",2012
153,153,"Brendan Steele",77,-0.526,-33.695,-40.533,-6.838,64,"StrokesGainedTeetoGreen",2012
154,154,"Arjun Atwal",79,-0.554,-36.59,-51.136,-14.546,66,"StrokesGainedTeetoGreen",2012
155,155,"David Mathis",83,-0.555,-38.301,-14.795,23.506,69,"StrokesGainedTeetoGreen",2012
156,156,"Matt Jones",53,-0.573,-25.217,-27.86,-2.643,44,"StrokesGainedTeetoGreen",2012
157,157,"Harrison Frazar",56,-0.586,-28.15,-27.107,1.043,48,"StrokesGainedTeetoGreen",2012
158,158,"Aaron Baddeley",73,-0.59,-32.447,2.442,34.889,55,"StrokesGainedTeetoGreen",2012
158,158,"Kevin Kisner",69,-0.59,-31.263,-16.369,14.894,53,"StrokesGainedTeetoGreen",2012
160,160,"Brian Gay",91,-0.598,-46.664,7.586,54.25,78,"StrokesGainedTeetoGreen",2012
161,161,"John Daly",50,-0.626,-23.779,-15.444,8.335,38,"StrokesGainedTeetoGreen",2012
162,162,"Erik Compton",81,-0.629,-40.249,-38.46,1.789,64,"StrokesGainedTeetoGreen",2012
163,163,"James Driscoll",83,-0.637,-44.612,-12.341,32.271,70,"StrokesGainedTeetoGreen",2012
164,164,"Steve Wheatcroft",56,-0.642,-26.95,-28.137,-1.187,42,"StrokesGainedTeetoGreen",2012
165,165,"Stewart Cink",71,-0.673,-36.354,-17.617,18.737,54,"StrokesGainedTeetoGreen",2012
166,166,"YE Yang",64,-0.688,-33.024,-10.623,22.401,48,"StrokesGainedTeetoGreen",2012
167,167,"Tommy Gainey",98,-0.721,-64.912,-54.095,10.817,90,"StrokesGainedTeetoGreen",2012
168,168,"Roland Thatcher",55,-0.729,-32.089,-57.762,-25.673,44,"StrokesGainedTeetoGreen",2012
169,169,"Alexandre Rocha",62,-0.789,-39.447,-49.597,-10.15,50,"StrokesGainedTeetoGreen",2012
170,170,"Stephen Ames",54,-0.79,-30.821,-39.575,-8.754,39,"StrokesGainedTeetoGreen",2012
171,171,"Troy Kelly",68,-0.837,-42.709,-40.53,2.179,51,"StrokesGainedTeetoGreen",2012
172,172,"Mark Anderson",75,-0.893,-54.455,-60.772,-6.317,61,"StrokesGainedTeetoGreen",2012
173,173,"Michael Bradley",63,-0.899,-49.45,-57.882,-8.432,55,"StrokesGainedTeetoGreen",2012
174,174,"Tom Pernice Jr",62,-0.962,-50.015,-65.537,-15.522,52,"StrokesGainedTeetoGreen",2012
175,175,"Miguel Angel Carballo",73,-0.993,-56.578,-75.769,-19.191,57,"StrokesGainedTeetoGreen",2012
176,176,"Gavin Coles",72,-1.039,-59.227,-24.04,35.187,57,"StrokesGainedTeetoGreen",2012
177,177,"Ted Potter Jr",77,-1.055,-64.369,-58.066,6.303,61,"StrokesGainedTeetoGreen",2012
178,178,"Marco Dawson",60,-1.14,-52.456,-63.961,-11.505,46,"StrokesGainedTeetoGreen",2012
179,179,"Matt Bettencourt",80,-1.206,-72.346,-82.676,-10.33,60,"StrokesGainedTeetoGreen",2012
180,180,"Daniel Chopra",55,-1.227,-52.759,-37.002,15.757,43,"StrokesGainedTeetoGreen",2012
181,181,"Patrick Sheehan",58,-1.238,-54.481,-61.793,-7.312,44,"StrokesGainedTeetoGreen",2012
182,182,"Sangmoon Bae",81,-1.263,-71.987,-65.228,6.759,57,"StrokesGainedTeetoGreen",2012
183,183,"Colt Knost",79,-1.304,-87.349,-72.894,14.455,67,"StrokesGainedTeetoGreen",2012
184,184,"Ryuji Imada",78,-1.312,-90.554,-70.623,19.931,69,"StrokesGainedTeetoGreen",2012
185,185,"Edward Loar",59,-1.416,-60.868,-54.423,6.445,43,"StrokesGainedTeetoGreen",2012
186,186,"Tommy Biershenk",74,-1.521,-88.211,-79.308,8.903,58,"StrokesGainedTeetoGreen",2012
187,187,"Brendon Todd",78,-1.731,-109.061,-82.461,26.6,63,"StrokesGainedTeetoGreen",2012
188,188,"Billy Hurley III",70,-1.743,-99.367,-82.284,17.083,57,"StrokesGainedTeetoGreen",2012
189,189,"Derek Lamely",64,-1.768,-99.021,-66.081,32.94,56,"StrokesGainedTeetoGreen",2012
190,190,"Stephen Gangluff",57,-1.8,-77.4,-90.294,-12.894,43,"StrokesGainedTeetoGreen",2012
191,191,"Sung Kang",75,-1.858,-115.172,-117.31,-2.138,62,"StrokesGainedTeetoGreen",2012
