"BirdietoBogeyRatio_RANKTHISWEEK_2012","BirdietoBogeyRatio_RANKLASTWEEK_2012","BirdietoBogeyRatio_PLAYERNAME_2012","BirdietoBogeyRatio_ROUNDS_2012","BirdietoBogeyRatio_BIRDIETOBOGEYRATIO_2012","BirdietoBogeyRatio_TOTALBIRDIESANDBETTER_2012","BirdietoBogeyRatio_TOTALBOGEYSANDWORSE_2012","stat_name","year"
87,87,"Jerry Kelly",84,1.16,287,248,"BirdietoBogeyRatio",2012
87,87,"Rocco Mediate",70,1.16,226,194,"BirdietoBogeyRatio",2012
87,87,"Kevin Streelman",89,1.16,306,264,"BirdietoBogeyRatio",2012
91,91,"John Mallinger",74,1.15,240,209,"BirdietoBogeyRatio",2012
91,91,"Nick Watney",97,1.15,353,308,"BirdietoBogeyRatio",2012
93,93,"Stuart Appleby",75,1.14,233,205,"BirdietoBogeyRatio",2012
93,93,"JB Holmes",90,1.14,324,285,"BirdietoBogeyRatio",2012
93,93,"Martin Laird",77,1.14,274,241,"BirdietoBogeyRatio",2012
96,96,"Rickie Fowler",84,1.13,300,266,"BirdietoBogeyRatio",2012
96,96,"Mathew Goggin",65,1.13,217,192,"BirdietoBogeyRatio",2012
96,96,"Davis Love III",64,1.13,236,208,"BirdietoBogeyRatio",2012
96,96,"Jeff Maggert",83,1.13,283,250,"BirdietoBogeyRatio",2012
96,96,"Johnson Wagner",88,1.13,310,274,"BirdietoBogeyRatio",2012
101,101,"Gary Christian",91,1.12,306,274,"BirdietoBogeyRatio",2012
101,101,"Bob Estes",78,1.12,257,230,"BirdietoBogeyRatio",2012
101,101,"JJ Henry",93,1.12,281,251,"BirdietoBogeyRatio",2012
101,101,"Charles Howell III",98,1.12,341,304,"BirdietoBogeyRatio",2012
101,101,"Heath Slocum",93,1.12,286,256,"BirdietoBogeyRatio",2012
106,106,"Tim Herron",88,1.11,289,261,"BirdietoBogeyRatio",2012
107,107,"Jonathan Byrd",69,1.1,236,214,"BirdietoBogeyRatio",2012
107,107,"Gavin Coles",72,1.1,236,214,"BirdietoBogeyRatio",2012
107,107,"Kevin Kisner",69,1.1,214,195,"BirdietoBogeyRatio",2012
107,107,"Kyle Stanley",86,1.1,306,277,"BirdietoBogeyRatio",2012
111,111,"Matt Jones",53,1.09,174,159,"BirdietoBogeyRatio",2012
111,111,"Rory Sabbatini",84,1.09,301,277,"BirdietoBogeyRatio",2012
113,113,"Kyle Reifers",86,1.08,281,261,"BirdietoBogeyRatio",2012
113,113,"Boo Weekley",74,1.08,234,216,"BirdietoBogeyRatio",2012
115,115,"Chad Campbell",84,1.07,286,267,"BirdietoBogeyRatio",2012
115,115,"Jason Kokrak",79,1.07,256,240,"BirdietoBogeyRatio",2012
115,115,"Billy Mayfair",90,1.07,275,256,"BirdietoBogeyRatio",2012
115,115,"Garth Mulroy",59,1.07,213,200,"BirdietoBogeyRatio",2012
115,115,"Charlie Wi",86,1.07,303,284,"BirdietoBogeyRatio",2012
120,120,"James Driscoll",83,1.06,297,280,"BirdietoBogeyRatio",2012
120,120,"Charley Hoffman",88,1.06,332,313,"BirdietoBogeyRatio",2012
122,122,"Aaron Baddeley",73,1.05,256,244,"BirdietoBogeyRatio",2012
122,122,"Ricky Barnes",92,1.05,312,297,"BirdietoBogeyRatio",2012
122,122,"Spencer Levin",81,1.05,271,259,"BirdietoBogeyRatio",2012
122,122,"George McNeill",85,1.05,290,276,"BirdietoBogeyRatio",2012
122,122,"Rod Pampling",88,1.05,275,263,"BirdietoBogeyRatio",2012
127,127,"John Daly",50,1.04,171,164,"BirdietoBogeyRatio",2012
127,127,"Brandt Jobe",57,1.04,190,182,"BirdietoBogeyRatio",2012
127,127,"Troy Matteson",100,1.04,331,319,"BirdietoBogeyRatio",2012
127,127,"Roland Thatcher",55,1.04,190,182,"BirdietoBogeyRatio",2012
127,127,"Michael Thompson",80,1.04,285,273,"BirdietoBogeyRatio",2012
132,132,"Kevin Chappell",91,1.03,299,291,"BirdietoBogeyRatio",2012
132,132,"Tim Clark",60,1.03,188,183,"BirdietoBogeyRatio",2012
134,134,"Mark Anderson",75,1.02,268,262,"BirdietoBogeyRatio",2012
135,135,"Tommy Gainey",98,1.01,354,351,"BirdietoBogeyRatio",2012
135,135,"Bobby Gates",87,1.01,288,286,"BirdietoBogeyRatio",2012
135,135,"Marc Leishman",84,1.01,283,281,"BirdietoBogeyRatio",2012
135,135,"Jhonattan Vegas",77,1.01,275,272,"BirdietoBogeyRatio",2012
139,139,"Jason Bohn",81,1,254,254,"BirdietoBogeyRatio",2012
139,139,"KJ Choi",71,1,236,237,"BirdietoBogeyRatio",2012
139,139,"Erik Compton",81,1,269,269,"BirdietoBogeyRatio",2012
139,139,"Troy Kelly",68,1,205,204,"BirdietoBogeyRatio",2012
139,139,"Chez Reavie",83,1,266,267,"BirdietoBogeyRatio",2012
139,139,"Scott Stallings",78,1,274,273,"BirdietoBogeyRatio",2012
139,139,"Steve Wheatcroft",56,1,165,165,"BirdietoBogeyRatio",2012
146,146,"Michael Bradley",63,0.99,205,208,"BirdietoBogeyRatio",2012
146,146,"Scott Brown",65,0.99,228,230,"BirdietoBogeyRatio",2012
146,146,"David Mathis",83,0.99,261,263,"BirdietoBogeyRatio",2012
149,149,"Kris Blanks",65,0.98,216,220,"BirdietoBogeyRatio",2012
149,149,"Scott Dunlap",57,0.98,169,173,"BirdietoBogeyRatio",2012
151,151,"Robert Karlsson",54,0.97,196,202,"BirdietoBogeyRatio",2012
151,151,"DJ Trahan",73,0.97,228,236,"BirdietoBogeyRatio",2012
153,153,"Cameron Beckman",81,0.96,269,280,"BirdietoBogeyRatio",2012
153,153,"Marco Dawson",60,0.96,197,205,"BirdietoBogeyRatio",2012
153,153,"Chris DiMarco",83,0.96,270,282,"BirdietoBogeyRatio",2012
153,153,"JJ Killeen",101,0.96,300,311,"BirdietoBogeyRatio",2012
153,153,"Mark Wilson",84,0.96,244,254,"BirdietoBogeyRatio",2012
158,158,"Arjun Atwal",79,0.95,237,250,"BirdietoBogeyRatio",2012
158,158,"Hunter Haas",69,0.95,216,227,"BirdietoBogeyRatio",2012
158,158,"Derek Lamely",64,0.95,211,223,"BirdietoBogeyRatio",2012
158,158,"Ted Potter Jr",77,0.95,252,264,"BirdietoBogeyRatio",2012
158,158,"Andres Romero",68,0.95,222,234,"BirdietoBogeyRatio",2012
163,163,"Miguel Angel Carballo",73,0.94,236,251,"BirdietoBogeyRatio",2012
163,163,"Ryuji Imada",78,0.94,247,262,"BirdietoBogeyRatio",2012
163,163,"Freddie Jacobson",61,0.94,193,205,"BirdietoBogeyRatio",2012
163,163,"Nick OHern",78,0.94,229,243,"BirdietoBogeyRatio",2012
167,167,"Robert Allenby",76,0.93,247,267,"BirdietoBogeyRatio",2012
167,167,"Sangmoon Bae",81,0.93,285,307,"BirdietoBogeyRatio",2012
167,167,"Daniel Chopra",55,0.93,181,195,"BirdietoBogeyRatio",2012
167,167,"Gary Woodland",70,0.93,237,254,"BirdietoBogeyRatio",2012
167,167,"YE Yang",64,0.93,204,219,"BirdietoBogeyRatio",2012
172,172,"Justin Leonard",79,0.92,235,256,"BirdietoBogeyRatio",2012
172,172,"Patrick Sheehan",58,0.92,172,187,"BirdietoBogeyRatio",2012
172,172,"Brendan Steele",77,0.92,228,249,"BirdietoBogeyRatio",2012
175,175,"Alexandre Rocha",62,0.91,175,192,"BirdietoBogeyRatio",2012
176,176,"Angel Cabrera",54,0.9,176,196,"BirdietoBogeyRatio",2012
176,176,"Harrison Frazar",56,0.9,183,203,"BirdietoBogeyRatio",2012
176,176,"Trevor Immelman",76,0.9,240,268,"BirdietoBogeyRatio",2012
176,176,"Brendon Todd",78,0.9,240,266,"BirdietoBogeyRatio",2012
180,180,"Colt Knost",79,0.89,244,274,"BirdietoBogeyRatio",2012
180,180,"Tom Pernice Jr",62,0.89,179,201,"BirdietoBogeyRatio",2012
182,182,"Stewart Cink",71,0.88,212,240,"BirdietoBogeyRatio",2012
183,183,"Stephen Ames",54,0.87,161,186,"BirdietoBogeyRatio",2012
183,183,"Edward Loar",59,0.87,191,219,"BirdietoBogeyRatio",2012
185,185,"Matt Bettencourt",80,0.86,257,299,"BirdietoBogeyRatio",2012
185,185,"Ryo Ishikawa",54,0.86,160,187,"BirdietoBogeyRatio",2012
187,187,"Tommy Biershenk",74,0.85,252,295,"BirdietoBogeyRatio",2012
188,188,"Billy Hurley III",70,0.8,199,248,"BirdietoBogeyRatio",2012
188,188,"Kyle Thompson",51,0.8,152,191,"BirdietoBogeyRatio",2012
190,190,"Stephen Gangluff",57,0.77,166,216,"BirdietoBogeyRatio",2012
191,191,"Sung Kang",75,0.76,215,284,"BirdietoBogeyRatio",2012
