"StrokesGainedTotal_RANKTHISWEEK_2012","StrokesGainedTotal_RANKLASTWEEK_2012","StrokesGainedTotal_PLAYERNAME_2012","StrokesGainedTotal_ROUNDS_2012","StrokesGainedTotal_AVERAGE_2012","StrokesGainedTotal_TOTALSGT_2012","StrokesGainedTotal_TOTALSGT2G_2012","StrokesGainedTotal_TOTALSGP_2012","StrokesGainedTotal_MEASUREDROUNDS_2012","stat_name","year"
98,98,"Gary Christian",91,0.057,4.246,7.884,-3.638,75,"StrokesGainedTotal",2012
98,98,"Chris Stroud",86,0.057,4.266,-0.907,5.173,75,"StrokesGainedTotal",2012
100,100,"Russell Knox",72,0.055,3.084,3.41,-0.326,56,"StrokesGainedTotal",2012
101,101,"Aaron Baddeley",73,0.044,2.442,-32.447,34.889,55,"StrokesGainedTotal",2012
102,102,"Michael Thompson",80,0.041,2.642,-20.768,23.41,65,"StrokesGainedTotal",2012
103,103,"Josh Teater",97,0.027,2.239,18.745,-16.506,83,"StrokesGainedTotal",2012
104,104,"Richard Lee",71,0.021,1.208,-11.079,12.287,57,"StrokesGainedTotal",2012
105,105,"Daniel Summerhays",81,0.011,0.728,2.062,-1.334,68,"StrokesGainedTotal",2012
106,106,"Chris Couch",61,0.007,0.4,-5.821,6.221,54,"StrokesGainedTotal",2012
107,107,"Charley Hoffman",88,-0.001,-0.086,38.136,-38.222,76,"StrokesGainedTotal",2012
108,108,"Brandt Jobe",57,-0.028,-1.276,-14.242,12.966,45,"StrokesGainedTotal",2012
109,109,"Jeff Maggert",83,-0.031,-2.439,5.714,-8.153,78,"StrokesGainedTotal",2012
110,110,"Kyle Reifers",86,-0.048,-3.546,-3.103,-0.443,74,"StrokesGainedTotal",2012
111,111,"George McNeill",85,-0.051,-3.654,-20.693,17.039,71,"StrokesGainedTotal",2012
112,112,"Rory Sabbatini",84,-0.081,-5.807,20.445,-26.252,72,"StrokesGainedTotal",2012
113,113,"Danny Lee",74,-0.091,-5.356,-7.351,1.995,59,"StrokesGainedTotal",2012
114,114,"Heath Slocum",93,-0.095,-7.105,36.209,-43.314,75,"StrokesGainedTotal",2012
115,115,"Vaughn Taylor",81,-0.099,-6.321,-10.559,4.238,64,"StrokesGainedTotal",2012
116,116,"Jerry Kelly",84,-0.1,-7.328,-3.672,-3.79,73,"StrokesGainedTotal",2012
117,117,"Kris Blanks",65,-0.113,-6.759,32,-38.759,60,"StrokesGainedTotal",2012
118,118,"Dicky Pride",62,-0.126,-6.152,-12.073,5.921,49,"StrokesGainedTotal",2012
119,119,"Ryo Ishikawa",54,-0.135,-5.005,-9.352,4.347,37,"StrokesGainedTotal",2012
120,120,"Troy Matteson",100,-0.141,-11.724,-23.816,12.092,83,"StrokesGainedTotal",2012
121,121,"Rod Pampling",88,-0.142,-9.771,0.807,-10.578,69,"StrokesGainedTotal",2012
122,122,"Hunter Haas",69,-0.152,-7.893,-9.608,1.715,52,"StrokesGainedTotal",2012
123,123,"Billy Mayfair",90,-0.153,-11.942,1.742,-13.684,78,"StrokesGainedTotal",2012
124,124,"Garth Mulroy",59,-0.155,-7.118,-6.728,-0.39,46,"StrokesGainedTotal",2012
125,125,"James Driscoll",83,-0.176,-12.341,-44.612,32.271,70,"StrokesGainedTotal",2012
126,126,"Chez Reavie",83,-0.182,-12.041,-0.591,-11.45,66,"StrokesGainedTotal",2012
127,127,"Kevin Chappell",91,-0.194,-13.975,6.878,-20.853,72,"StrokesGainedTotal",2012
128,128,"David Mathis",83,-0.214,-14.795,-38.301,23.506,69,"StrokesGainedTotal",2012
129,129,"Boo Weekley",74,-0.217,-12.566,49.072,-61.638,58,"StrokesGainedTotal",2012
130,130,"YE Yang",64,-0.221,-10.623,-33.024,22.401,48,"StrokesGainedTotal",2012
131,131,"Nathan Green",73,-0.225,-12.831,-29.788,16.957,57,"StrokesGainedTotal",2012
132,132,"Rocco Mediate",70,-0.24,-13.898,-14.91,1.012,58,"StrokesGainedTotal",2012
133,133,"Camilo Villegas",79,-0.247,-18.021,8.41,-26.431,73,"StrokesGainedTotal",2012
134,134,"Jason Bohn",81,-0.249,-16.456,-12.107,-4.349,66,"StrokesGainedTotal",2012
135,135,"Stuart Appleby",75,-0.254,-16.483,-28.352,11.869,65,"StrokesGainedTotal",2012
136,136,"Mark Wilson",84,-0.255,-17.329,-8.642,-8.687,68,"StrokesGainedTotal",2012
137,137,"Ricky Barnes",92,-0.281,-23.064,16.273,-39.337,82,"StrokesGainedTotal",2012
138,138,"Kevin Kisner",69,-0.309,-16.369,-31.263,14.894,53,"StrokesGainedTotal",2012
139,139,"Stewart Cink",71,-0.326,-17.617,-36.354,18.737,54,"StrokesGainedTotal",2012
140,140,"Bobby Gates",87,-0.372,-28.237,-6.719,-21.518,76,"StrokesGainedTotal",2012
140,140,"Scott Stallings",78,-0.372,-25.273,0.277,-25.55,68,"StrokesGainedTotal",2012
142,142,"Gary Woodland",70,-0.382,-20.259,6.129,-26.388,53,"StrokesGainedTotal",2012
143,143,"John Daly",50,-0.406,-15.444,-23.779,8.335,38,"StrokesGainedTotal",2012
144,144,"Gavin Coles",72,-0.422,-24.04,-59.227,35.187,57,"StrokesGainedTotal",2012
145,145,"Jhonattan Vegas",77,-0.449,-30.969,-31.081,0.112,69,"StrokesGainedTotal",2012
146,146,"Andres Romero",68,-0.465,-25.102,-14.751,-10.351,54,"StrokesGainedTotal",2012
147,147,"Mathew Goggin",65,-0.48,-26.376,-14.47,-11.906,55,"StrokesGainedTotal",2012
148,148,"Robert Karlsson",54,-0.512,-21.011,1.571,-22.582,41,"StrokesGainedTotal",2012
149,149,"Angel Cabrera",54,-0.548,-20.283,-13.419,-6.864,37,"StrokesGainedTotal",2012
150,150,"JJ Killeen",101,-0.556,-46.7,-36.416,-10.284,84,"StrokesGainedTotal",2012
151,151,"Harrison Frazar",56,-0.565,-27.107,-28.15,1.043,48,"StrokesGainedTotal",2012
152,152,"Jason Kokrak",79,-0.57,-39.301,-27.521,-11.78,69,"StrokesGainedTotal",2012
153,153,"Chris DiMarco",83,-0.582,-41.883,-29.929,-11.954,72,"StrokesGainedTotal",2012
154,154,"Erik Compton",81,-0.601,-38.46,-40.249,1.789,64,"StrokesGainedTotal",2012
154,154,"Tommy Gainey",98,-0.601,-54.095,-64.912,10.817,90,"StrokesGainedTotal",2012
156,156,"Nick OHern",78,-0.608,-41.371,-16.929,-24.442,68,"StrokesGainedTotal",2012
157,157,"Matt Jones",53,-0.633,-27.86,-25.217,-2.643,44,"StrokesGainedTotal",2012
157,157,"Brendan Steele",77,-0.633,-40.533,-33.695,-6.838,64,"StrokesGainedTotal",2012
159,159,"Charlie Beljan",61,-0.661,-28.414,-11.349,-17.065,43,"StrokesGainedTotal",2012
160,160,"Steve Wheatcroft",56,-0.67,-28.137,-26.95,-1.187,42,"StrokesGainedTotal",2012
161,161,"Justin Leonard",79,-0.695,-47.279,-25.217,-22.062,68,"StrokesGainedTotal",2012
162,162,"Robert Allenby",76,-0.699,-46.122,-17.671,-28.451,66,"StrokesGainedTotal",2012
163,163,"Scott Dunlap",57,-0.762,-35.059,-2.728,-32.331,46,"StrokesGainedTotal",2012
164,164,"Arjun Atwal",79,-0.775,-51.136,-36.59,-14.546,66,"StrokesGainedTotal",2012
165,165,"Cameron Beckman",81,-0.776,-53.548,-31.64,-21.908,69,"StrokesGainedTotal",2012
166,166,"Troy Kelly",68,-0.795,-40.53,-42.709,2.179,51,"StrokesGainedTotal",2012
167,167,"DJ Trahan",73,-0.858,-53.195,-14.772,-38.423,62,"StrokesGainedTotal",2012
168,168,"Daniel Chopra",55,-0.861,-37.002,-52.759,15.757,43,"StrokesGainedTotal",2012
169,169,"Scott Brown",65,-0.917,-46.763,-22.585,-24.178,51,"StrokesGainedTotal",2012
170,170,"Ted Potter Jr",77,-0.952,-58.066,-64.369,6.303,61,"StrokesGainedTotal",2012
171,171,"Alexandre Rocha",62,-0.992,-49.597,-39.447,-10.15,50,"StrokesGainedTotal",2012
172,172,"Mark Anderson",75,-0.996,-60.772,-54.455,-6.317,61,"StrokesGainedTotal",2012
173,173,"Stephen Ames",54,-1.015,-39.575,-30.821,-8.754,39,"StrokesGainedTotal",2012
174,174,"Ryuji Imada",78,-1.024,-70.623,-90.554,19.931,69,"StrokesGainedTotal",2012
175,175,"Michael Bradley",63,-1.052,-57.882,-49.45,-8.432,55,"StrokesGainedTotal",2012
176,176,"Colt Knost",79,-1.088,-72.894,-87.349,14.455,67,"StrokesGainedTotal",2012
177,177,"Sangmoon Bae",81,-1.144,-65.228,-71.987,6.759,57,"StrokesGainedTotal",2012
178,178,"Derek Lamely",64,-1.18,-66.081,-99.021,32.94,56,"StrokesGainedTotal",2012
179,179,"Tom Pernice Jr",62,-1.26,-65.537,-50.015,-15.522,52,"StrokesGainedTotal",2012
180,180,"Edward Loar",59,-1.266,-54.423,-60.868,6.445,43,"StrokesGainedTotal",2012
181,181,"Brendon Todd",78,-1.309,-82.461,-109.061,26.6,63,"StrokesGainedTotal",2012
182,182,"Roland Thatcher",55,-1.313,-57.762,-32.089,-25.673,44,"StrokesGainedTotal",2012
183,183,"Miguel Angel Carballo",73,-1.329,-75.769,-56.578,-19.191,57,"StrokesGainedTotal",2012
184,184,"Tommy Biershenk",74,-1.367,-79.308,-88.211,8.903,58,"StrokesGainedTotal",2012
185,185,"Matt Bettencourt",80,-1.378,-82.676,-72.346,-10.33,60,"StrokesGainedTotal",2012
186,186,"Marco Dawson",60,-1.39,-63.961,-52.456,-11.505,46,"StrokesGainedTotal",2012
187,187,"Patrick Sheehan",58,-1.404,-61.793,-54.481,-7.312,44,"StrokesGainedTotal",2012
188,188,"Billy Hurley III",70,-1.444,-82.284,-99.367,17.083,57,"StrokesGainedTotal",2012
189,189,"Kyle Thompson",51,-1.602,-59.283,-15.629,-43.654,37,"StrokesGainedTotal",2012
190,190,"Sung Kang",75,-1.892,-117.31,-115.172,-2.138,62,"StrokesGainedTotal",2012
191,191,"Stephen Gangluff",57,-2.1,-90.294,-77.4,-12.894,43,"StrokesGainedTotal",2012
