"TenthTeeLateScoringAverage_RANKTHISWEEK_2016","TenthTeeLateScoringAverage_RANKLASTWEEK_2016","TenthTeeLateScoringAverage_PLAYERNAME_2016","TenthTeeLateScoringAverage_ROUNDS_2016","TenthTeeLateScoringAverage_AVG_2016","TenthTeeLateScoringAverage_TOTALSTROKES_2016","TenthTeeLateScoringAverage_TOTAL10THTEELATERNDS_2016","stat_name","year"
43,46,"Jason Kokrak",52,70,350,5,"TenthTeeLateScoringAverage",2016
44,48,"Russell Henley",42,70.09,771,11,"TenthTeeLateScoringAverage",2016
45,43,"Brett Stegmaier",57,70.1,701,10,"TenthTeeLateScoringAverage",2016
46,64,"Martin Laird",46,70.14,491,7,"TenthTeeLateScoringAverage",2016
46,51,"Brendan Steele",48,70.14,491,7,"TenthTeeLateScoringAverage",2016
48,38,"Francesco Molinari",36,70.17,421,6,"TenthTeeLateScoringAverage",2016
49,53,"Ryan Palmer",46,70.18,772,11,"TenthTeeLateScoringAverage",2016
50,54,"David Lingmerth",54,70.2,702,10,"TenthTeeLateScoringAverage",2016
50,50,"Sean OHair",45,70.2,702,10,"TenthTeeLateScoringAverage",2016
52,55,"KJ Choi",47,70.21,983,14,"TenthTeeLateScoringAverage",2016
53,56,"Brice Garnett",29,70.22,632,9,"TenthTeeLateScoringAverage",2016
54,57,"Russell Knox",48,70.25,281,4,"TenthTeeLateScoringAverage",2016
54,57,"Boo Weekley",53,70.25,562,8,"TenthTeeLateScoringAverage",2016
56,49,"Jason Gore",51,70.27,773,11,"TenthTeeLateScoringAverage",2016
57,61,"Colt Knost",56,70.29,984,14,"TenthTeeLateScoringAverage",2016
58,62,"Kyle Reifers",63,70.3,703,10,"TenthTeeLateScoringAverage",2016
59,64,"Zach Johnson",42,70.33,211,3,"TenthTeeLateScoringAverage",2016
60,66,"Tyler Aldridge",53,70.38,563,8,"TenthTeeLateScoringAverage",2016
60,46,"Tim Wilkinson",40,70.38,563,8,"TenthTeeLateScoringAverage",2016
62,67,"Ben Martin",48,70.4,704,10,"TenthTeeLateScoringAverage",2016
63,69,"Si Woo Kim",63,70.41,1197,17,"TenthTeeLateScoringAverage",2016
64,67,"Camilo Villegas",50,70.45,775,11,"TenthTeeLateScoringAverage",2016
65,71,"Byeong Hun An",23,70.5,141,2,"TenthTeeLateScoringAverage",2016
65,71,"Spencer Levin",62,70.5,1128,16,"TenthTeeLateScoringAverage",2016
65,71,"Martin Piller",37,70.5,423,6,"TenthTeeLateScoringAverage",2016
68,57,"David Hearn",55,70.54,917,13,"TenthTeeLateScoringAverage",2016
69,26,"Luke List",51,70.6,353,5,"TenthTeeLateScoringAverage",2016
69,75,"Andrew Loupe",50,70.6,706,10,"TenthTeeLateScoringAverage",2016
69,83,"Hunter Mahan",43,70.6,353,5,"TenthTeeLateScoringAverage",2016
72,76,"Will Wilcox",47,70.62,918,13,"TenthTeeLateScoringAverage",2016
73,77,"Harris English",51,70.63,565,8,"TenthTeeLateScoringAverage",2016
73,86,"Mark Hubbard",73,70.63,1130,16,"TenthTeeLateScoringAverage",2016
75,77,"Paul Casey",39,70.67,636,9,"TenthTeeLateScoringAverage",2016
75,94,"Fabian Gomez",49,70.67,636,9,"TenthTeeLateScoringAverage",2016
75,79,"Marc Leishman",41,70.67,212,3,"TenthTeeLateScoringAverage",2016
78,60,"Derek Fathauer",58,70.68,1343,19,"TenthTeeLateScoringAverage",2016
79,80,"John Huh",51,70.69,919,13,"TenthTeeLateScoringAverage",2016
80,51,"Alex Cejka",47,70.71,495,7,"TenthTeeLateScoringAverage",2016
80,81,"Steve Wheatcroft",53,70.71,495,7,"TenthTeeLateScoringAverage",2016
82,62,"Zac Blair",56,70.73,778,11,"TenthTeeLateScoringAverage",2016
82,82,"Jim Herman",55,70.73,778,11,"TenthTeeLateScoringAverage",2016
84,86,"Robert Garrigus",34,70.8,354,5,"TenthTeeLateScoringAverage",2016
85,90,"Thomas Aiken",42,70.82,779,11,"TenthTeeLateScoringAverage",2016
86,91,"Jhonattan Vegas",49,70.83,425,6,"TenthTeeLateScoringAverage",2016
87,93,"Hudson Swafford",52,70.85,921,13,"TenthTeeLateScoringAverage",2016
88,95,"Shawn Stefani",45,70.89,638,9,"TenthTeeLateScoringAverage",2016
89,97,"Jeff Overton",51,70.9,709,10,"TenthTeeLateScoringAverage",2016
90,98,"Derek Ernst",36,70.92,851,12,"TenthTeeLateScoringAverage",2016
90,99,"Seung Yul Noh",54,70.92,851,12,"TenthTeeLateScoringAverage",2016
92,100,"Shane Bertsch",30,71,426,6,"TenthTeeLateScoringAverage",2016
92,70,"Charles Howell III",63,71,710,10,"TenthTeeLateScoringAverage",2016
92,108,"Michael Kim",62,71,781,11,"TenthTeeLateScoringAverage",2016
92,100,"Graeme McDowell",33,71,71,1,"TenthTeeLateScoringAverage",2016
92,100,"Kevin Na",52,71,639,9,"TenthTeeLateScoringAverage",2016
92,100,"DA Points",32,71,781,11,"TenthTeeLateScoringAverage",2016
92,100,"Adam Scott",39,71,142,2,"TenthTeeLateScoringAverage",2016
92,113,"Daniel Summerhays",55,71,923,13,"TenthTeeLateScoringAverage",2016
100,107,"Ben Crane",48,71.08,924,13,"TenthTeeLateScoringAverage",2016
100,115,"James Hahn",45,71.08,853,12,"TenthTeeLateScoringAverage",2016
102,74,"Scott Brown",59,71.1,711,10,"TenthTeeLateScoringAverage",2016
103,109,"Freddie Jacobson",54,71.11,640,9,"TenthTeeLateScoringAverage",2016
103,83,"Kyle Stanley",57,71.11,640,9,"TenthTeeLateScoringAverage",2016
105,112,"Chez Reavie",56,71.15,925,13,"TenthTeeLateScoringAverage",2016
106,113,"Andy Sullivan",25,71.17,427,6,"TenthTeeLateScoringAverage",2016
107,86,"Sung Kang",51,71.18,783,11,"TenthTeeLateScoringAverage",2016
108,83,"Vaughn Taylor",30,71.2,356,5,"TenthTeeLateScoringAverage",2016
108,100,"David Toms",38,71.2,712,10,"TenthTeeLateScoringAverage",2016
110,121,"Greg Owen",56,71.24,1211,17,"TenthTeeLateScoringAverage",2016
111,118,"Jerry Kelly",44,71.25,855,12,"TenthTeeLateScoringAverage",2016
112,116,"Nick Taylor",57,71.31,1141,16,"TenthTeeLateScoringAverage",2016
113,122,"Jamie Donaldson",28,71.33,214,3,"TenthTeeLateScoringAverage",2016
113,118,"Retief Goosen",37,71.33,642,9,"TenthTeeLateScoringAverage",2016
115,141,"Blayne Barber",44,71.38,928,13,"TenthTeeLateScoringAverage",2016
115,124,"Carl Pettersson",31,71.38,571,8,"TenthTeeLateScoringAverage",2016
117,109,"Chad Campbell",54,71.4,714,10,"TenthTeeLateScoringAverage",2016
117,95,"Luke Donald",49,71.4,714,10,"TenthTeeLateScoringAverage",2016
117,109,"Andres Gonzales",46,71.4,714,10,"TenthTeeLateScoringAverage",2016
117,125,"Mark Wilson",42,71.4,714,10,"TenthTeeLateScoringAverage",2016
121,129,"Chesson Hadley",51,71.42,1357,19,"TenthTeeLateScoringAverage",2016
122,127,"Chad Collins",45,71.43,500,7,"TenthTeeLateScoringAverage",2016
122,127,"Henrik Norlander",41,71.43,500,7,"TenthTeeLateScoringAverage",2016
124,125,"Danny Lee",53,71.45,786,11,"TenthTeeLateScoringAverage",2016
124,116,"Will Ma Kenzie",54,71.45,786,11,"TenthTeeLateScoringAverage",2016
126,120,"Bronson Burgoon",53,71.5,1144,16,"TenthTeeLateScoringAverage",2016
126,132,"Ken Duke",26,71.5,572,8,"TenthTeeLateScoringAverage",2016
126,132,"Sergio Garcia",28,71.5,143,2,"TenthTeeLateScoringAverage",2016
126,132,"Morgan Hoffmann",43,71.5,286,4,"TenthTeeLateScoringAverage",2016
130,132,"Cameron Tringale",47,71.54,930,13,"TenthTeeLateScoringAverage",2016
131,140,"Scott Pinckney",53,71.57,1002,14,"TenthTeeLateScoringAverage",2016
132,130,"Stuart Appleby",39,71.58,859,12,"TenthTeeLateScoringAverage",2016
133,100,"Ryan Moore",40,71.6,358,5,"TenthTeeLateScoringAverage",2016
133,122,"Carlos Ortiz",47,71.6,716,10,"TenthTeeLateScoringAverage",2016
133,142,"Ian Poulter",37,71.6,358,5,"TenthTeeLateScoringAverage",2016
133,142,"Robert Streb",51,71.6,716,10,"TenthTeeLateScoringAverage",2016
137,132,"Hiroshi Iwata",51,71.62,931,13,"TenthTeeLateScoringAverage",2016
138,132,"Scott Stallings",46,71.65,1218,17,"TenthTeeLateScoringAverage",2016
139,145,"Billy Horschel",45,71.67,215,3,"TenthTeeLateScoringAverage",2016
139,145,"Davis Love III",40,71.67,215,3,"TenthTeeLateScoringAverage",2016
139,145,"Bryce Molder",50,71.67,860,12,"TenthTeeLateScoringAverage",2016
142,91,"Padraig Harrington",38,71.71,502,7,"TenthTeeLateScoringAverage",2016
143,130,"Kelly Kraft",35,71.75,861,12,"TenthTeeLateScoringAverage",2016
143,149,"Rory Sabbatini",40,71.75,861,12,"TenthTeeLateScoringAverage",2016
145,151,"Tom Hoge",47,71.77,933,13,"TenthTeeLateScoringAverage",2016
146,153,"Billy Hurley III",22,71.8,359,5,"TenthTeeLateScoringAverage",2016
146,153,"Justin Leonard",28,71.8,359,5,"TenthTeeLateScoringAverage",2016
146,148,"Tyrone Van Aswegen",67,71.8,1077,15,"TenthTeeLateScoringAverage",2016
149,155,"Emiliano Grillo",47,71.83,431,6,"TenthTeeLateScoringAverage",2016
149,155,"Justin Hicks",26,71.83,431,6,"TenthTeeLateScoringAverage",2016
149,86,"Anirban Lahiri",44,71.83,431,6,"TenthTeeLateScoringAverage",2016
152,158,"Brian Stuard",24,71.86,503,7,"TenthTeeLateScoringAverage",2016
153,161,"Darron Stiles",28,71.88,575,8,"TenthTeeLateScoringAverage",2016
154,162,"Wes Roach",33,71.89,647,9,"TenthTeeLateScoringAverage",2016
155,163,"Adam Hadwin",53,71.91,791,11,"TenthTeeLateScoringAverage",2016
155,142,"JJ Henry",44,71.91,791,11,"TenthTeeLateScoringAverage",2016
155,163,"Troy Merritt",41,71.91,791,11,"TenthTeeLateScoringAverage",2016
158,165,"Chris Stroud",52,71.92,935,13,"TenthTeeLateScoringAverage",2016
159,160,"Brendon Todd",43,71.94,1151,16,"TenthTeeLateScoringAverage",2016
160,166,"Brian Harman",60,71.95,1367,19,"TenthTeeLateScoringAverage",2016
161,167,"Miguel Angel Carballo",24,72,216,3,"TenthTeeLateScoringAverage",2016
161,132,"Matt Every",34,72,648,9,"TenthTeeLateScoringAverage",2016
161,167,"Scott Langley",41,72,360,5,"TenthTeeLateScoringAverage",2016
164,170,"Johnson Wagner",44,72.08,937,13,"TenthTeeLateScoringAverage",2016
165,152,"Patrick Rodgers",49,72.1,721,10,"TenthTeeLateScoringAverage",2016
166,132,"Geoff Ogilvy",37,72.11,649,9,"TenthTeeLateScoringAverage",2016
167,173,"Jon Curran",55,72.14,505,7,"TenthTeeLateScoringAverage",2016
168,174,"Keegan Bradley",40,72.17,433,6,"TenthTeeLateScoringAverage",2016
169,149,"Ernie Els",34,72.2,361,5,"TenthTeeLateScoringAverage",2016
170,178,"Graham DeLaet",50,72.25,578,8,"TenthTeeLateScoringAverage",2016
170,176,"Andres Romero",22,72.25,289,4,"TenthTeeLateScoringAverage",2016
170,158,"Cameron Smith",45,72.25,578,8,"TenthTeeLateScoringAverage",2016
173,171,"Brendon de Jonge",55,72.27,795,11,"TenthTeeLateScoringAverage",2016
174,190,"Ricky Barnes",57,72.33,434,6,"TenthTeeLateScoringAverage",2016
174,167,"Shane Lowry",35,72.33,434,6,"TenthTeeLateScoringAverage",2016
174,175,"Peter Malnati",53,72.33,868,12,"TenthTeeLateScoringAverage",2016
174,177,"Pat Perez",28,72.33,651,9,"TenthTeeLateScoringAverage",2016
178,178,"Erik Compton",45,72.43,507,7,"TenthTeeLateScoringAverage",2016
179,180,"Matthew Fitzpatrick",23,72.5,145,2,"TenthTeeLateScoringAverage",2016
179,180,"Rhein Gibson",36,72.5,870,12,"TenthTeeLateScoringAverage",2016
179,180,"Luke Guthrie",31,72.5,435,6,"TenthTeeLateScoringAverage",2016
179,180,"Scott Piercy",45,72.5,580,8,"TenthTeeLateScoringAverage",2016
183,185,"Chris Kirk",51,72.56,653,9,"TenthTeeLateScoringAverage",2016
183,172,"Michael Thompson",46,72.56,653,9,"TenthTeeLateScoringAverage",2016
185,186,"John Senden",48,72.58,871,12,"TenthTeeLateScoringAverage",2016
186,187,"Angel Cabrera",42,72.6,726,10,"TenthTeeLateScoringAverage",2016
187,180,"Whee Kim",54,72.71,509,7,"TenthTeeLateScoringAverage",2016
188,188,"Andrew Landry",24,72.75,291,4,"TenthTeeLateScoringAverage",2016
189,190,"Cameron Percy",22,72.8,364,5,"TenthTeeLateScoringAverage",2016
190,189,"Matt Jones",45,72.86,1020,14,"TenthTeeLateScoringAverage",2016
191,192,"Dicky Pride",33,73,657,9,"TenthTeeLateScoringAverage",2016
191,192,"DJ Trahan",23,73,292,4,"TenthTeeLateScoringAverage",2016
193,194,"George McNeill",33,73.17,439,6,"TenthTeeLateScoringAverage",2016
194,195,"Lucas Lee",22,73.25,586,8,"TenthTeeLateScoringAverage",2016
195,196,"Steve Marino",40,73.45,808,11,"TenthTeeLateScoringAverage",2016
196,198,"Steven Bowditch",40,73.5,735,10,"TenthTeeLateScoringAverage",2016
197,197,"Sam Saunders",40,73.57,515,7,"TenthTeeLateScoringAverage",2016
198,199,"Brian Gay",22,73.83,443,6,"TenthTeeLateScoringAverage",2016
199,200,"Robert Allenby",35,74,740,10,"TenthTeeLateScoringAverage",2016
200,201,"Abraham Ancer",26,74.2,371,5,"TenthTeeLateScoringAverage",2016
201,202,"DH Lee",35,74.56,671,9,"TenthTeeLateScoringAverage",2016
202,203,"Charlie Beljan",26,76,304,4,"TenthTeeLateScoringAverage",2016
