"PercentageofYardagecoveredbyTeeShots_RANKTHISWEEK_2015","PercentageofYardagecoveredbyTeeShots_RANKLASTWEEK_2015","PercentageofYardagecoveredbyTeeShots_PLAYERNAME_2015","PercentageofYardagecoveredbyTeeShots_ROUNDS_2015","PercentageofYardagecoveredbyTeeShots_AVGPct_2015","PercentageofYardagecoveredbyTeeShots_TOTALSHOTDISTANCE_2015","PercentageofYardagecoveredbyTeeShots_TOTALDISTANCE_2015","stat_name","year"
18,18,"Gary Woodland",81,63.33,219753.3,346980,"PercentageofYardagecoveredbyTeeShots",2015
19,19,"Derek Ernst",75,63.32,252178.7,398289,"PercentageofYardagecoveredbyTeeShots",2015
20,20,"Carlos Ortiz",100,63.29,335276.5,529786,"PercentageofYardagecoveredbyTeeShots",2015
21,21,"Sergio Garcia",59,63.21,145885.9,230804,"PercentageofYardagecoveredbyTeeShots",2015
21,21,"Russell Henley",87,63.21,271512.1,429532,"PercentageofYardagecoveredbyTeeShots",2015
23,23,"Martin Flores",95,63.17,316995.9,501797,"PercentageofYardagecoveredbyTeeShots",2015
24,24,"Justin Rose",69,63.16,199220.7,315424,"PercentageofYardagecoveredbyTeeShots",2015
25,25,"Morgan Hoffmann",85,63.07,277670.4,440235,"PercentageofYardagecoveredbyTeeShots",2015
26,26,"Charl Schwartzel",67,63.03,165867.3,263171,"PercentageofYardagecoveredbyTeeShots",2015
27,27,"Keegan Bradley",87,63.02,259123.3,411208,"PercentageofYardagecoveredbyTeeShots",2015
27,27,"Robert Streb",110,63.02,387221.3,614399,"PercentageofYardagecoveredbyTeeShots",2015
29,29,"Scott Piercy",90,63.01,333319.5,528959,"PercentageofYardagecoveredbyTeeShots",2015
30,30,"Hunter Mahan",88,62.97,264002.8,419273,"PercentageofYardagecoveredbyTeeShots",2015
31,31,"Angel Cabrera",53,62.95,171038.8,271695,"PercentageofYardagecoveredbyTeeShots",2015
32,32,"Billy Horschel",99,62.9,294021.9,467475,"PercentageofYardagecoveredbyTeeShots",2015
33,33,"Daniel Berger",97,62.89,332603.4,528831,"PercentageofYardagecoveredbyTeeShots",2015
34,34,"Cameron Percy",72,62.85,231800,368841,"PercentageofYardagecoveredbyTeeShots",2015
35,35,"Brendan Steele",88,62.84,306610.6,487918,"PercentageofYardagecoveredbyTeeShots",2015
36,36,"Paul Casey",87,62.81,251232.1,400019,"PercentageofYardagecoveredbyTeeShots",2015
37,37,"Nick Taylor",91,62.79,332346,529306,"PercentageofYardagecoveredbyTeeShots",2015
38,38,"Lucas Glover",79,62.77,287221.4,457552,"PercentageofYardagecoveredbyTeeShots",2015
38,38,"Roger Sloan",56,62.77,160042.8,254974,"PercentageofYardagecoveredbyTeeShots",2015
40,40,"Louis Oosthuizen",68,62.74,188501.5,300453,"PercentageofYardagecoveredbyTeeShots",2015
41,41,"Phil Mickelson",70,62.73,221885.1,353715,"PercentageofYardagecoveredbyTeeShots",2015
42,42,"Tom Hoge",83,62.72,259288.9,413400,"PercentageofYardagecoveredbyTeeShots",2015
42,42,"Max Homa",78,62.72,247432.6,394483,"PercentageofYardagecoveredbyTeeShots",2015
42,42,"Shawn Stefani",94,62.72,351352.8,560181,"PercentageofYardagecoveredbyTeeShots",2015
42,42,"Jhonattan Vegas",90,62.72,288091.6,459299,"PercentageofYardagecoveredbyTeeShots",2015
46,46,"Martin Laird",77,62.71,290764.8,463635,"PercentageofYardagecoveredbyTeeShots",2015
47,47,"Harris English",105,62.7,350860.3,559615,"PercentageofYardagecoveredbyTeeShots",2015
48,48,"Matt Jones",89,62.69,269462.1,429866,"PercentageofYardagecoveredbyTeeShots",2015
49,49,"Brian Harman",90,62.64,310570.4,495824,"PercentageofYardagecoveredbyTeeShots",2015
49,49,"Will Wilcox",58,62.64,161786.4,258273,"PercentageofYardagecoveredbyTeeShots",2015
51,51,"Hideki Matsuyama",95,62.61,282748.6,451612,"PercentageofYardagecoveredbyTeeShots",2015
52,52,"Boo Weekley",79,62.58,266159,425322,"PercentageofYardagecoveredbyTeeShots",2015
53,53,"Patrick Reed",103,62.55,303761.4,485620,"PercentageofYardagecoveredbyTeeShots",2015
54,54,"Davis Love III",51,62.49,166373.7,266261,"PercentageofYardagecoveredbyTeeShots",2015
55,55,"Seung Yul Noh",65,62.41,216388.5,346726,"PercentageofYardagecoveredbyTeeShots",2015
56,56,"Hudson Swafford",97,62.39,328564.6,526625,"PercentageofYardagecoveredbyTeeShots",2015
57,57,"Oscar Fraustro",58,62.37,158252.3,253734,"PercentageofYardagecoveredbyTeeShots",2015
58,58,"Rickie Fowler",76,62.36,229958.6,368785,"PercentageofYardagecoveredbyTeeShots",2015
58,58,"James Hahn",94,62.36,310349.6,497655,"PercentageofYardagecoveredbyTeeShots",2015
58,58,"Jordan Spieth",91,62.36,263365.3,422355,"PercentageofYardagecoveredbyTeeShots",2015
61,61,"Greg Owen",58,62.35,159730.8,256175,"PercentageofYardagecoveredbyTeeShots",2015
62,62,"Bill Lunde",50,62.34,141351.7,226742,"PercentageofYardagecoveredbyTeeShots",2015
63,63,"Alex Prugh",84,62.31,285596,458374,"PercentageofYardagecoveredbyTeeShots",2015
63,63,"Nick Watney",91,62.31,321111.9,515325,"PercentageofYardagecoveredbyTeeShots",2015
65,65,"Kevin Streelman",95,62.3,289974.7,465466,"PercentageofYardagecoveredbyTeeShots",2015
66,66,"Graham DeLaet",65,62.26,212980.3,342056,"PercentageofYardagecoveredbyTeeShots",2015
67,67,"Carl Pettersson",106,62.23,380319.5,611190,"PercentageofYardagecoveredbyTeeShots",2015
67,67,"Byron Smith",59,62.23,168973.6,271546,"PercentageofYardagecoveredbyTeeShots",2015
69,69,"Sean OHair",86,62.22,319679.4,513787,"PercentageofYardagecoveredbyTeeShots",2015
70,70,"Lee Westwood",56,62.14,126962.4,204306,"PercentageofYardagecoveredbyTeeShots",2015
71,71,"Kevin Chappell",86,62.13,297819.8,479374,"PercentageofYardagecoveredbyTeeShots",2015
71,71,"David Lingmerth",90,62.13,292357,470594,"PercentageofYardagecoveredbyTeeShots",2015
73,73,"Scott Pinckney",88,62.11,291307.1,469054,"PercentageofYardagecoveredbyTeeShots",2015
74,74,"Andres Gonzales",90,62.1,299468.8,482247,"PercentageofYardagecoveredbyTeeShots",2015
75,75,"Marc Leishman",74,62.08,213454.4,343861,"PercentageofYardagecoveredbyTeeShots",2015
76,76,"Aaron Baddeley",76,62.07,260700.1,420029,"PercentageofYardagecoveredbyTeeShots",2015
76,76,"Jim Herman",88,62.07,304470.2,490556,"PercentageofYardagecoveredbyTeeShots",2015
78,78,"Johnson Wagner",68,62.05,224267.8,361445,"PercentageofYardagecoveredbyTeeShots",2015
79,79,"Matt Kuchar",97,62.04,305523.4,492442,"PercentageofYardagecoveredbyTeeShots",2015
79,79,"Scott Stallings",60,62.04,195988,315928,"PercentageofYardagecoveredbyTeeShots",2015
81,81,"Sam Saunders",83,62.02,248888,401294,"PercentageofYardagecoveredbyTeeShots",2015
82,82,"Geoff Ogilvy",50,62,140938.7,227322,"PercentageofYardagecoveredbyTeeShots",2015
83,83,"Ernie Els",57,61.96,154538.4,249434,"PercentageofYardagecoveredbyTeeShots",2015
83,83,"Rory Sabbatini",81,61.96,258958,417914,"PercentageofYardagecoveredbyTeeShots",2015
85,85,"Stewart Cink",77,61.94,259402.5,418781,"PercentageofYardagecoveredbyTeeShots",2015
86,86,"Sangmoon Bae",98,61.93,349303.5,564011,"PercentageofYardagecoveredbyTeeShots",2015
86,86,"JJ Henry",94,61.93,298988.3,482819,"PercentageofYardagecoveredbyTeeShots",2015
86,86,"Webb Simpson",81,61.93,251752.6,406496,"PercentageofYardagecoveredbyTeeShots",2015
89,89,"Camilo Villegas",83,61.92,294340.1,475368,"PercentageofYardagecoveredbyTeeShots",2015
90,90,"Chesson Hadley",101,61.91,352832.3,569906,"PercentageofYardagecoveredbyTeeShots",2015
91,91,"Eric Axley",57,61.9,168303.2,271880,"PercentageofYardagecoveredbyTeeShots",2015
91,91,"Scott Brown",97,61.9,317570.1,513027,"PercentageofYardagecoveredbyTeeShots",2015
91,91,"Jason Gore",76,61.9,227862.4,368142,"PercentageofYardagecoveredbyTeeShots",2015
91,91,"Vijay Singh",78,61.9,270615.8,437210,"PercentageofYardagecoveredbyTeeShots",2015
95,95,"Matt Every",73,61.85,222572.4,359881,"PercentageofYardagecoveredbyTeeShots",2015
96,96,"Andres Romero",69,61.83,214119.3,346330,"PercentageofYardagecoveredbyTeeShots",2015
97,97,"Kyle Reifers",96,61.82,314168,508209,"PercentageofYardagecoveredbyTeeShots",2015
98,98,"Jeff Overton",94,61.81,293044.5,474109,"PercentageofYardagecoveredbyTeeShots",2015
99,99,"Chez Reavie",56,61.76,195751.8,316953,"PercentageofYardagecoveredbyTeeShots",2015
100,100,"Steve Wheatcroft",87,61.74,283100.8,458537,"PercentageofYardagecoveredbyTeeShots",2015
101,101,"Derek Fathauer",81,61.73,259128,419766,"PercentageofYardagecoveredbyTeeShots",2015
102,102,"John Senden",80,61.6,202529.3,328804,"PercentageofYardagecoveredbyTeeShots",2015
103,103,"Michael Thompson",83,61.58,294718.6,478599,"PercentageofYardagecoveredbyTeeShots",2015
104,104,"Bill Haas",89,61.57,280102.7,454960,"PercentageofYardagecoveredbyTeeShots",2015
105,105,"Ben Martin",93,61.51,301855.5,490748,"PercentageofYardagecoveredbyTeeShots",2015
106,106,"Brandt Snedeker",98,61.5,293112.9,476610,"PercentageofYardagecoveredbyTeeShots",2015
107,107,"Gonzalo Fdez Castano",81,61.47,246313.3,400721,"PercentageofYardagecoveredbyTeeShots",2015
108,108,"Ryo Ishikawa",90,61.46,292841.3,476493,"PercentageofYardagecoveredbyTeeShots",2015
108,108,"Jonathan Randolph",72,61.46,219033.2,356410,"PercentageofYardagecoveredbyTeeShots",2015
110,110,"Andrew Svoboda",80,61.45,274890.9,447357,"PercentageofYardagecoveredbyTeeShots",2015
111,111,"Brice Garnett",81,61.43,249028.7,405419,"PercentageofYardagecoveredbyTeeShots",2015
112,112,"Retief Goosen",81,61.41,236952.2,385852,"PercentageofYardagecoveredbyTeeShots",2015
113,113,"Adam Hadwin",95,61.4,316266,515122,"PercentageofYardagecoveredbyTeeShots",2015
114,114,"Bo Van Pelt",81,61.37,253576,413207,"PercentageofYardagecoveredbyTeeShots",2015
115,115,"Padraig Harrington",60,61.36,192312.6,313402,"PercentageofYardagecoveredbyTeeShots",2015
115,115,"Kevin Kisner",104,61.36,366601.7,597452,"PercentageofYardagecoveredbyTeeShots",2015
117,117,"Blayne Barber",76,61.33,246093.2,401233,"PercentageofYardagecoveredbyTeeShots",2015
118,118,"Michael Putnam",87,61.23,265664,433886,"PercentageofYardagecoveredbyTeeShots",2015
119,119,"Jamie Donaldson",50,61.22,126987.3,207437,"PercentageofYardagecoveredbyTeeShots",2015
120,120,"Roberto Castro",54,61.21,138875.3,226881,"PercentageofYardagecoveredbyTeeShots",2015
121,121,"Zach Johnson",90,61.18,272901.1,446082,"PercentageofYardagecoveredbyTeeShots",2015
122,122,"Chris Kirk",76,61.16,218386.6,357098,"PercentageofYardagecoveredbyTeeShots",2015
122,122,"SJ Park",79,61.16,244780.7,400200,"PercentageofYardagecoveredbyTeeShots",2015
124,124,"Jonas Blixt",78,61.14,202488.8,331200,"PercentageofYardagecoveredbyTeeShots",2015
125,125,"Erik Compton",86,61.12,272924.4,446539,"PercentageofYardagecoveredbyTeeShots",2015
125,125,"John Peterson",84,61.12,298792.9,488879,"PercentageofYardagecoveredbyTeeShots",2015
125,125,"Henrik Stenson",63,61.12,172473.8,282192,"PercentageofYardagecoveredbyTeeShots",2015
128,128,"Nicholas Thompson",90,61.1,271556.2,444415,"PercentageofYardagecoveredbyTeeShots",2015
129,129,"Daniel Summerhays",101,61.08,343558.4,562443,"PercentageofYardagecoveredbyTeeShots",2015
130,130,"Spencer Levin",99,61.04,321152.6,526155,"PercentageofYardagecoveredbyTeeShots",2015
131,131,"Fabian Gomez",83,61.03,267373.2,438135,"PercentageofYardagecoveredbyTeeShots",2015
132,132,"Brendon de Jonge",106,61,357143.6,585510,"PercentageofYardagecoveredbyTeeShots",2015
133,133,"John Merrick",78,60.94,225242.6,369608,"PercentageofYardagecoveredbyTeeShots",2015
134,134,"Jim Renner",68,60.87,216095.8,354986,"PercentageofYardagecoveredbyTeeShots",2015
135,135,"Tyrone Van Aswegen",58,60.86,162119.7,266362,"PercentageofYardagecoveredbyTeeShots",2015
136,136,"Russell Knox",96,60.81,336007.7,552590,"PercentageofYardagecoveredbyTeeShots",2015
137,137,"Luke Guthrie",84,60.77,262978.6,432759,"PercentageofYardagecoveredbyTeeShots",2015
138,138,"Jason Dufner",76,60.76,184537,303698,"PercentageofYardagecoveredbyTeeShots",2015
139,139,"Whee Kim",71,60.67,216342.7,356573,"PercentageofYardagecoveredbyTeeShots",2015
140,140,"Troy Merritt",91,60.66,317104.9,522749,"PercentageofYardagecoveredbyTeeShots",2015
141,141,"Jonathan Byrd",69,60.64,196877.1,324679,"PercentageofYardagecoveredbyTeeShots",2015
142,142,"Danny Lee",120,60.62,385746.7,636320,"PercentageofYardagecoveredbyTeeShots",2015
143,143,"Pat Perez",96,60.6,321656.2,530778,"PercentageofYardagecoveredbyTeeShots",2015
144,144,"Chad Campbell",97,60.59,350745.3,578912,"PercentageofYardagecoveredbyTeeShots",2015
145,145,"Robert Allenby",63,60.5,195548.2,323197,"PercentageofYardagecoveredbyTeeShots",2015
146,146,"Greg Chalmers",58,60.48,138573.9,229105,"PercentageofYardagecoveredbyTeeShots",2015
147,147,"Mark Hubbard",79,60.46,234523.8,387913,"PercentageofYardagecoveredbyTeeShots",2015
148,148,"William McGirt",103,60.43,371917.7,615471,"PercentageofYardagecoveredbyTeeShots",2015
148,148,"Chris Stroud",84,60.43,261343.4,432462,"PercentageofYardagecoveredbyTeeShots",2015
150,150,"Steven Alker",62,60.42,191377.8,316744,"PercentageofYardagecoveredbyTeeShots",2015
151,151,"Scott Langley",94,60.41,302425.9,500618,"PercentageofYardagecoveredbyTeeShots",2015
151,151,"Ian Poulter",68,60.41,184570.7,305554,"PercentageofYardagecoveredbyTeeShots",2015
153,153,"Alex Cejka",94,60.37,302702.1,501422,"PercentageofYardagecoveredbyTeeShots",2015
154,154,"Ken Duke",93,60.36,298255.9,494129,"PercentageofYardagecoveredbyTeeShots",2015
155,155,"George McNeill",93,60.34,341121,565367,"PercentageofYardagecoveredbyTeeShots",2015
156,156,"Ricky Barnes",82,60.33,241866,400924,"PercentageofYardagecoveredbyTeeShots",2015
157,157,"Tim Wilkinson",73,60.22,222038.4,368725,"PercentageofYardagecoveredbyTeeShots",2015
158,158,"Jason Bohn",95,60.2,332546.3,552423,"PercentageofYardagecoveredbyTeeShots",2015
159,159,"Mark Wilson",89,60.17,308938.4,513448,"PercentageofYardagecoveredbyTeeShots",2015
160,160,"Jerry Kelly",79,60.15,249858.4,415384,"PercentageofYardagecoveredbyTeeShots",2015
161,161,"Brendon Todd",96,60.1,289275.7,481307,"PercentageofYardagecoveredbyTeeShots",2015
162,162,"Ryan Moore",81,60.05,236047.3,393104,"PercentageofYardagecoveredbyTeeShots",2015
163,163,"David Hearn",97,60.02,324403.2,540504,"PercentageofYardagecoveredbyTeeShots",2015
164,164,"Kevin Na",98,59.96,271084.2,452090,"PercentageofYardagecoveredbyTeeShots",2015
165,165,"Chad Collins",79,59.93,240154.9,400740,"PercentageofYardagecoveredbyTeeShots",2015
166,166,"Jim Furyk",71,59.91,199691.7,333342,"PercentageofYardagecoveredbyTeeShots",2015
167,167,"Heath Slocum",57,59.87,148100.9,247388,"PercentageofYardagecoveredbyTeeShots",2015
168,168,"Francesco Molinari",56,59.84,164258.5,274478,"PercentageofYardagecoveredbyTeeShots",2015
169,169,"Cameron Tringale",96,59.83,300926,502989,"PercentageofYardagecoveredbyTeeShots",2015
170,170,"Brian Stuard",97,59.81,301024.9,503341,"PercentageofYardagecoveredbyTeeShots",2015
171,171,"Colt Knost",90,59.73,280950.3,470386,"PercentageofYardagecoveredbyTeeShots",2015
172,172,"Brian Davis",86,59.64,268918.4,450901,"PercentageofYardagecoveredbyTeeShots",2015
173,173,"Luke Donald",71,59.56,203169.1,341136,"PercentageofYardagecoveredbyTeeShots",2015
174,174,"Andrew Putnam",68,59.55,205608.6,345294,"PercentageofYardagecoveredbyTeeShots",2015
175,175,"Bryce Molder",91,59.54,289910.8,486903,"PercentageofYardagecoveredbyTeeShots",2015
176,176,"DA Points",72,59.42,219825.3,369978,"PercentageofYardagecoveredbyTeeShots",2015
177,177,"John Huh",102,59.38,336212.6,566240,"PercentageofYardagecoveredbyTeeShots",2015
178,178,"Zac Blair",108,59.35,331145.3,557961,"PercentageofYardagecoveredbyTeeShots",2015
179,179,"Jon Curran",83,59.01,242232.6,410516,"PercentageofYardagecoveredbyTeeShots",2015
180,180,"Ben Crane",62,58.94,195902.1,332361,"PercentageofYardagecoveredbyTeeShots",2015
181,181,"KJ Choi",66,58.92,216706,367786,"PercentageofYardagecoveredbyTeeShots",2015
182,182,"David Toms",62,58.76,205652.7,349974,"PercentageofYardagecoveredbyTeeShots",2015
183,183,"Billy Hurley III",83,58.74,235087.7,400198,"PercentageofYardagecoveredbyTeeShots",2015
184,184,"Justin Leonard",61,58.64,201597.9,343777,"PercentageofYardagecoveredbyTeeShots",2015
