"Front9ScoringAverage_RANKTHISWEEK_2013","Front9ScoringAverage_RANKLASTWEEK_2013","Front9ScoringAverage_PLAYERNAME_2013","Front9ScoringAverage_ROUNDS_2013","Front9ScoringAverage_AVG_2013","Front9ScoringAverage_TOTALSTROKES_2013","Front9ScoringAverage_TOTALHOLES_2013","stat_name","year"
85,85,"Steve LeBrun",66,35.37,2193,62,"Front9ScoringAverage",2013
86,86,"Jonas Blixt",76,35.38,2689,76,"Front9ScoringAverage",2013
86,86,"Adam Scott",61,35.38,2123,60,"Front9ScoringAverage",2013
88,88,"KJ Choi",85,35.39,2973,84,"Front9ScoringAverage",2013
88,88,"James Driscoll",76,35.39,2548,72,"Front9ScoringAverage",2013
88,88,"Rickie Fowler",75,35.39,2619,74,"Front9ScoringAverage",2013
91,91,"Stuart Appleby",88,35.4,2974,84,"Front9ScoringAverage",2013
91,91,"Billy Horschel",96,35.4,3398,96,"Front9ScoringAverage",2013
91,91,"Ian Poulter",59,35.4,1876,53,"Front9ScoringAverage",2013
91,91,"Brendan Steele",86,35.4,2903,82,"Front9ScoringAverage",2013
95,95,"Ted Potter Jr",65,35.41,2160,61,"Front9ScoringAverage",2013
96,96,"DH Lee",65,35.42,2302,65,"Front9ScoringAverage",2013
96,96,"Tag Ridings",69,35.42,2302,65,"Front9ScoringAverage",2013
98,98,"Stewart Cink",71,35.45,2517,71,"Front9ScoringAverage",2013
98,98,"John Rollins",77,35.45,2588,73,"Front9ScoringAverage",2013
98,98,"Aaron Watkins",46,35.45,1560,44,"Front9ScoringAverage",2013
101,101,"Rory McIlroy",56,35.47,1951,55,"Front9ScoringAverage",2013
101,101,"Andres Romero",63,35.47,2093,59,"Front9ScoringAverage",2013
103,103,"JJ Henry",83,35.48,2874,81,"Front9ScoringAverage",2013
103,103,"Seung Yul Noh",71,35.48,2377,67,"Front9ScoringAverage",2013
105,105,"Greg Chalmers",77,35.49,2591,73,"Front9ScoringAverage",2013
105,105,"Ryo Ishikawa",72,35.49,2484,70,"Front9ScoringAverage",2013
105,105,"Greg Owen",73,35.49,2520,71,"Front9ScoringAverage",2013
105,105,"Charlie Wi",75,35.49,2520,71,"Front9ScoringAverage",2013
109,109,"Tim Herron",45,35.51,1598,45,"Front9ScoringAverage",2013
110,110,"Marc Leishman",77,35.52,2735,77,"Front9ScoringAverage",2013
110,110,"Andrew Svoboda",46,35.52,1563,44,"Front9ScoringAverage",2013
112,112,"Ben Curtis",59,35.53,2025,57,"Front9ScoringAverage",2013
112,112,"Lee Williams",62,35.53,2132,60,"Front9ScoringAverage",2013
112,112,"Gary Woodland",94,35.53,3198,90,"Front9ScoringAverage",2013
115,115,"Kevin Chappell",80,35.54,2843,80,"Front9ScoringAverage",2013
115,115,"YE Yang",56,35.54,1990,56,"Front9ScoringAverage",2013
117,117,"Robert Garrigus",69,35.55,2311,65,"Front9ScoringAverage",2013
117,117,"Justin Hicks",79,35.55,2666,75,"Front9ScoringAverage",2013
119,119,"Ken Duke",87,35.57,3095,87,"Front9ScoringAverage",2013
119,119,"Brandt Jobe",62,35.57,2063,58,"Front9ScoringAverage",2013
119,119,"Dustin Johnson",71,35.57,2490,70,"Front9ScoringAverage",2013
119,119,"Graeme McDowell",53,35.57,1743,49,"Front9ScoringAverage",2013
123,123,"Michael Bradley",56,35.58,1850,52,"Front9ScoringAverage",2013
123,123,"Ernie Els",63,35.58,2206,62,"Front9ScoringAverage",2013
123,123,"Brian Harman",89,35.58,3024,85,"Front9ScoringAverage",2013
126,126,"Padraig Harrington",52,35.59,1744,49,"Front9ScoringAverage",2013
126,126,"DA Points",87,35.59,3096,87,"Front9ScoringAverage",2013
128,128,"Aaron Baddeley",68,35.61,2350,66,"Front9ScoringAverage",2013
128,128,"Sangmoon Bae",83,35.61,2956,83,"Front9ScoringAverage",2013
130,130,"Shawn Stefani",63,35.62,2244,63,"Front9ScoringAverage",2013
131,131,"David Mathis",71,35.64,2388,67,"Front9ScoringAverage",2013
131,131,"Jin Park",52,35.64,1782,50,"Front9ScoringAverage",2013
131,131,"Vijay Singh",61,35.64,2174,61,"Front9ScoringAverage",2013
134,134,"Bud Cauley",67,35.65,2246,63,"Front9ScoringAverage",2013
134,134,"Robert Karlsson",56,35.65,1854,52,"Front9ScoringAverage",2013
136,136,"Carl Pettersson",82,35.66,2853,80,"Front9ScoringAverage",2013
137,137,"Trevor Immelman",73,35.67,2461,69,"Front9ScoringAverage",2013
137,137,"John Senden",79,35.67,2782,78,"Front9ScoringAverage",2013
139,139,"Scott Brown",65,35.68,2319,65,"Front9ScoringAverage",2013
140,140,"David Lingmerth",68,35.69,2427,68,"Front9ScoringAverage",2013
140,140,"Henrik Norlander",70,35.69,2427,68,"Front9ScoringAverage",2013
140,140,"Mike Weir",60,35.69,2070,58,"Front9ScoringAverage",2013
140,140,"Casey Wittenberg",72,35.69,2498,70,"Front9ScoringAverage",2013
144,144,"Peter Hanson",45,35.7,1535,43,"Front9ScoringAverage",2013
145,145,"Josh Teater",86,35.72,2929,82,"Front9ScoringAverage",2013
146,146,"Scott Piercy",78,35.73,2680,75,"Front9ScoringAverage",2013
147,147,"Scott Langley",79,35.75,2681,75,"Front9ScoringAverage",2013
147,147,"Ryan Moore",72,35.75,2538,71,"Front9ScoringAverage",2013
147,147,"Lee Westwood",70,35.75,2467,69,"Front9ScoringAverage",2013
150,150,"Luke Guthrie",82,35.76,2932,82,"Front9ScoringAverage",2013
150,150,"Vaughn Taylor",50,35.76,1645,46,"Front9ScoringAverage",2013
152,152,"Charlie Beljan",62,35.77,2218,62,"Front9ScoringAverage",2013
153,153,"David Lynn",70,35.78,2469,69,"Front9ScoringAverage",2013
153,153,"Johnson Wagner",64,35.78,2147,60,"Front9ScoringAverage",2013
155,155,"Angel Cabrera",73,35.79,2613,73,"Front9ScoringAverage",2013
156,156,"Will Claxton",67,35.81,2256,63,"Front9ScoringAverage",2013
156,156,"Rod Pampling",46,35.81,1504,42,"Front9ScoringAverage",2013
156,156,"Bo Van Pelt",72,35.81,2507,70,"Front9ScoringAverage",2013
159,159,"John Huh",88,35.82,3152,88,"Front9ScoringAverage",2013
159,159,"Troy Matteson",68,35.82,2364,66,"Front9ScoringAverage",2013
159,159,"David Toms",49,35.82,1576,44,"Front9ScoringAverage",2013
162,162,"Kyle Stanley",71,35.83,2544,71,"Front9ScoringAverage",2013
163,163,"Lucas Glover",65,35.86,2331,65,"Front9ScoringAverage",2013
163,163,"Ben Kohles",75,35.86,2546,71,"Front9ScoringAverage",2013
165,165,"Justin Bolli",59,35.87,1973,55,"Front9ScoringAverage",2013
165,165,"Luke List",65,35.87,2188,61,"Front9ScoringAverage",2013
167,167,"Nicolas Colsaerts",50,35.91,1688,47,"Front9ScoringAverage",2013
168,168,"Eric Meierdierks",48,35.93,1653,46,"Front9ScoringAverage",2013
169,169,"Martin Kaymer",61,35.95,2085,58,"Front9ScoringAverage",2013
169,169,"Alistair Presnell",59,35.95,2049,57,"Front9ScoringAverage",2013
171,171,"Darron Stiles",51,35.96,1762,49,"Front9ScoringAverage",2013
172,172,"Bobby Gates",49,35.98,1619,45,"Front9ScoringAverage",2013
172,172,"Colt Knost",69,35.98,2339,65,"Front9ScoringAverage",2013
174,174,"Martin Laird",68,35.99,2447,68,"Front9ScoringAverage",2013
175,175,"Robert Allenby",58,36.07,2020,56,"Front9ScoringAverage",2013
176,176,"Tommy Gainey",84,36.08,3031,84,"Front9ScoringAverage",2013
177,177,"Sean OHair",56,36.11,2022,56,"Front9ScoringAverage",2013
178,178,"Michael Thompson",66,36.12,2384,66,"Front9ScoringAverage",2013
179,179,"Geoff Ogilvy",57,36.21,2064,57,"Front9ScoringAverage",2013
180,180,"Derek Ernst",58,36.29,2105,58,"Front9ScoringAverage",2013
