"LateScoringAverage_RANKTHISWEEK_2011","LateScoringAverage_RANKLASTWEEK_2011","LateScoringAverage_PLAYERNAME_2011","LateScoringAverage_ROUNDS_2011","LateScoringAverage_AVG_2011","LateScoringAverage_TOTALSTROKES_2011","LateScoringAverage_TOTALLATEROUNDS_2011","stat_name","year"
50,50,"Brian Gay",90,70.54,3245,46,"LateScoringAverage",2011
52,52,"David Hearn",88,70.55,2822,40,"LateScoringAverage",2011
52,52,"David Mathis",83,70.55,2822,40,"LateScoringAverage",2011
54,54,"Padraig Harrington",60,70.56,1905,27,"LateScoringAverage",2011
54,54,"Trevor Immelman",84,70.56,2893,41,"LateScoringAverage",2011
56,56,"Jason Bohn",74,70.57,2117,30,"LateScoringAverage",2011
57,57,"Kevin Na",84,70.59,2753,39,"LateScoringAverage",2011
57,57,"Mark Wilson",89,70.59,3106,44,"LateScoringAverage",2011
59,59,"Jeff Overton",92,70.62,2754,39,"LateScoringAverage",2011
59,59,"John Senden",94,70.62,3743,53,"LateScoringAverage",2011
61,61,"Hunter Haas",96,70.63,3390,48,"LateScoringAverage",2011
61,61,"Kevin Streelman",90,70.63,2684,38,"LateScoringAverage",2011
63,63,"Robert Garrigus",83,70.64,2755,39,"LateScoringAverage",2011
63,63,"Billy Mayfair",94,70.64,2967,42,"LateScoringAverage",2011
63,63,"Justin Rose",79,70.64,2331,33,"LateScoringAverage",2011
66,66,"Bubba Watson",85,70.65,2614,37,"LateScoringAverage",2011
67,67,"Michael Bradley",74,70.66,2261,32,"LateScoringAverage",2011
68,68,"Ryuji Imada",83,70.69,2757,39,"LateScoringAverage",2011
68,68,"Dustin Johnson",72,70.69,2757,39,"LateScoringAverage",2011
70,70,"Shane Bertsch",62,70.72,2263,32,"LateScoringAverage",2011
70,70,"Jim Renner",65,70.72,2263,32,"LateScoringAverage",2011
72,72,"Boo Weekley",66,70.73,1839,26,"LateScoringAverage",2011
73,73,"Nick OHern",89,70.74,3537,50,"LateScoringAverage",2011
74,74,"William McGirt",103,70.75,3750,53,"LateScoringAverage",2011
74,74,"DA Points",89,70.75,3113,44,"LateScoringAverage",2011
76,76,"Blake Adams",116,70.76,3609,51,"LateScoringAverage",2011
76,76,"Woody Austin",59,70.76,1769,25,"LateScoringAverage",2011
76,76,"Michael Thompson",79,70.76,2972,42,"LateScoringAverage",2011
76,76,"Jhonattan Vegas",84,70.76,2901,41,"LateScoringAverage",2011
80,80,"Ben Crane",76,70.79,2407,34,"LateScoringAverage",2011
80,80,"Sergio Garcia",61,70.79,2407,34,"LateScoringAverage",2011
80,80,"Michael Putnam",67,70.79,1982,28,"LateScoringAverage",2011
83,83,"Ricky Barnes",78,70.8,2903,41,"LateScoringAverage",2011
84,84,"Matt McQuillan",59,70.82,2408,34,"LateScoringAverage",2011
85,85,"Charl Schwartzel",58,70.83,2054,29,"LateScoringAverage",2011
85,85,"DJ Trahan",91,70.83,3258,46,"LateScoringAverage",2011
87,87,"Cameron Tringale",110,70.84,3896,55,"LateScoringAverage",2011
88,88,"Keegan Bradley",91,70.85,3401,48,"LateScoringAverage",2011
89,89,"Tim Petrovic",88,70.86,3047,43,"LateScoringAverage",2011
89,89,"YE Yang",63,70.86,2055,29,"LateScoringAverage",2011
91,91,"Stephen Ames",69,70.87,2126,30,"LateScoringAverage",2011
92,92,"Chris DiMarco",93,70.88,2906,41,"LateScoringAverage",2011
92,92,"Vijay Singh",79,70.88,2835,40,"LateScoringAverage",2011
94,94,"Camilo Villegas",69,70.89,2552,36,"LateScoringAverage",2011
95,95,"Tim Herron",85,70.9,2907,41,"LateScoringAverage",2011
95,95,"Davis Love III",70,70.9,2765,39,"LateScoringAverage",2011
97,97,"Joe Ogilvie",75,70.91,2482,35,"LateScoringAverage",2011
98,98,"Chad Campbell",99,70.93,3192,45,"LateScoringAverage",2011
98,98,"Scott Stallings",84,70.93,2908,41,"LateScoringAverage",2011
100,100,"Ian Poulter",52,70.96,1703,24,"LateScoringAverage",2011
101,101,"Jim Herman",69,70.97,2768,39,"LateScoringAverage",2011
101,101,"Rod Pampling",72,70.97,2626,37,"LateScoringAverage",2011
103,103,"Brian Davis",105,71,3834,54,"LateScoringAverage",2011
103,103,"Lucas Glover",74,71,2840,40,"LateScoringAverage",2011
103,103,"Pat Perez",76,71,2272,32,"LateScoringAverage",2011
103,103,"Charlie Wi",83,71,2698,38,"LateScoringAverage",2011
107,107,"Ernie Els",71,71.03,2131,30,"LateScoringAverage",2011
108,108,"Josh Teater",104,71.04,3339,47,"LateScoringAverage",2011
109,109,"Johnson Wagner",81,71.05,2842,40,"LateScoringAverage",2011
110,110,"Justin Leonard",82,71.07,3056,43,"LateScoringAverage",2011
111,111,"Steve Elkington",50,71.08,1706,24,"LateScoringAverage",2011
112,112,"Chris Stroud",88,71.09,3341,47,"LateScoringAverage",2011
112,112,"Vaughn Taylor",89,71.09,3270,46,"LateScoringAverage",2011
114,114,"Alexandre Rocha",65,71.1,2062,29,"LateScoringAverage",2011
115,115,"Fabian Gomez",84,71.14,3130,44,"LateScoringAverage",2011
115,115,"Graeme McDowell",50,71.14,1565,22,"LateScoringAverage",2011
117,117,"Rickie Fowler",84,71.15,3273,46,"LateScoringAverage",2011
117,117,"Paul Goydos",81,71.15,2846,40,"LateScoringAverage",2011
119,119,"Scott McCarron",65,71.16,1779,25,"LateScoringAverage",2011
120,120,"Ben Curtis",66,71.17,2135,30,"LateScoringAverage",2011
121,121,"Billy Horschel",75,71.19,2563,36,"LateScoringAverage",2011
121,121,"Troy Matteson",91,71.19,3346,47,"LateScoringAverage",2011
121,121,"Shaun Micheel",77,71.19,2278,32,"LateScoringAverage",2011
124,124,"Sean OHair",71,71.21,2421,34,"LateScoringAverage",2011
125,125,"Robert Allenby",84,71.23,2493,35,"LateScoringAverage",2011
125,125,"Steve Flesch",88,71.23,2778,39,"LateScoringAverage",2011
125,125,"Sung Kang",63,71.23,2137,30,"LateScoringAverage",2011
128,128,"Lee Janzen",62,71.24,1781,25,"LateScoringAverage",2011
128,128,"Kent Jones",76,71.24,2351,33,"LateScoringAverage",2011
130,130,"Michael Connell",76,71.25,2565,36,"LateScoringAverage",2011
131,131,"Jarrod Lyle",83,71.26,3064,43,"LateScoringAverage",2011
132,132,"Angel Cabrera",50,71.27,1853,26,"LateScoringAverage",2011
133,133,"Retief Goosen",50,71.29,1497,21,"LateScoringAverage",2011
133,133,"Paul Stankowski",78,71.29,2424,34,"LateScoringAverage",2011
135,135,"Arjun Atwal",91,71.3,2852,40,"LateScoringAverage",2011
135,135,"Matt Jones",71,71.3,2638,37,"LateScoringAverage",2011
137,137,"Heath Slocum",89,71.33,2782,39,"LateScoringAverage",2011
137,137,"Dean Wilson",62,71.33,2140,30,"LateScoringAverage",2011
139,139,"Cameron Beckman",71,71.35,2212,31,"LateScoringAverage",2011
140,140,"Alex Cejka",59,71.36,1784,25,"LateScoringAverage",2011
141,141,"Richard Johnson",64,71.37,1927,27,"LateScoringAverage",2011
142,142,"Marc Leishman",87,71.38,2855,40,"LateScoringAverage",2011
142,142,"Garrett Willis",71,71.38,2641,37,"LateScoringAverage",2011
144,144,"Scott Piercy",78,71.42,2714,38,"LateScoringAverage",2011
145,145,"Anthony Kim",72,71.44,2286,32,"LateScoringAverage",2011
145,145,"Ben Martin",74,71.44,2786,39,"LateScoringAverage",2011
147,147,"Bobby Gates",82,71.45,2858,40,"LateScoringAverage",2011
147,147,"Charley Hoffman",93,71.45,2858,40,"LateScoringAverage",2011
149,149,"Zack Miller",86,71.46,2787,39,"LateScoringAverage",2011
149,149,"Marc Turnesa",54,71.46,1715,24,"LateScoringAverage",2011
151,151,"Kevin Chappell",78,71.48,3002,42,"LateScoringAverage",2011
151,151,"Brendan Steele",89,71.48,3288,46,"LateScoringAverage",2011
153,153,"Steven Bowditch",86,71.49,3074,43,"LateScoringAverage",2011
154,154,"Tag Ridings",87,71.5,2574,36,"LateScoringAverage",2011
155,155,"Stewart Cink",72,71.52,2360,33,"LateScoringAverage",2011
156,156,"Rory Sabbatini",85,71.56,2576,36,"LateScoringAverage",2011
157,157,"JJ Henry",96,71.57,3149,44,"LateScoringAverage",2011
158,158,"Chris Riley",76,71.58,2362,33,"LateScoringAverage",2011
159,159,"Ryan Palmer",82,71.63,3080,43,"LateScoringAverage",2011
159,159,"Daniel Summerhays",75,71.63,2507,35,"LateScoringAverage",2011
161,161,"Kevin Kisner",70,71.66,2293,32,"LateScoringAverage",2011
162,162,"Harrison Frazar",58,71.67,1935,27,"LateScoringAverage",2011
163,163,"Bio Kim",71,71.77,2512,35,"LateScoringAverage",2011
164,164,"Joseph Bramlett",73,71.8,2154,30,"LateScoringAverage",2011
165,165,"Nathan Green",81,71.81,2657,37,"LateScoringAverage",2011
166,166,"Joe Durant",71,71.84,2227,31,"LateScoringAverage",2011
167,167,"Andres Gonzales",60,71.88,1797,25,"LateScoringAverage",2011
168,168,"Matt Bettencourt",84,71.9,2948,41,"LateScoringAverage",2011
168,168,"David Duval",67,71.9,2229,31,"LateScoringAverage",2011
170,170,"Colt Knost",80,71.92,2661,37,"LateScoringAverage",2011
171,171,"Nate Smith",66,71.94,2518,35,"LateScoringAverage",2011
172,172,"DJ Brigman",67,71.96,2015,28,"LateScoringAverage",2011
173,173,"Roland Thatcher",67,71.97,2303,32,"LateScoringAverage",2011
174,174,"Scott Gutschewski",67,72,2160,30,"LateScoringAverage",2011
175,175,"Stuart Appleby",65,72.03,2521,35,"LateScoringAverage",2011
175,175,"Martin Piller",63,72.03,2377,33,"LateScoringAverage",2011
177,177,"James Driscoll",71,72.13,2164,30,"LateScoringAverage",2011
177,177,"JP Hayes",56,72.13,2164,30,"LateScoringAverage",2011
179,179,"Derek Lamely",65,72.17,2093,29,"LateScoringAverage",2011
180,180,"Troy Merritt",63,72.19,1949,27,"LateScoringAverage",2011
181,181,"Tom Gillis",55,72.29,1518,21,"LateScoringAverage",2011
182,182,"Alex Prugh",82,72.46,2536,35,"LateScoringAverage",2011
183,183,"Will Strickler",51,72.73,1600,22,"LateScoringAverage",2011
184,184,"Justin Hicks",60,72.74,2473,34,"LateScoringAverage",2011
185,185,"Rich Beem",53,72.81,1893,26,"LateScoringAverage",2011
186,186,"Rocco Mediate",53,72.96,1678,23,"LateScoringAverage",2011
