"FedExCupStandings_RANKTHISWEEK_2014","FedExCupStandings_RANKLASTWEEK_2014","FedExCupStandings_PLAYERNAME_2014","FedExCupStandings_EVENTS_2014","FedExCupStandings_POINTS_2014","FedExCupStandings_OFWINS_2014","FedExCupStandings_OFTOP10S_2014","FedExCupStandings_POINTSBEHINDLEAD_2014","FedExCupStandings_RESETPOINTS_2014","stat_name","year"
58,58,"Marc Leishman",24,1240,NA,6,5565,NA,"FedExCupStandings",2014
59,59,"Steven Bowditch",30,1213,1,1,5592,NA,"FedExCupStandings",2014
60,60,"Ben Crane",25,1199,1,2,5606,NA,"FedExCupStandings",2014
61,61,"William McGirt",29,1182,NA,4,5623,NA,"FedExCupStandings",2014
62,62,"Jerry Kelly",23,1175,NA,4,5630,NA,"FedExCupStandings",2014
63,63,"Carl Pettersson",28,1173,NA,4,5632,NA,"FedExCupStandings",2014
64,64,"Erik Compton",28,1117,NA,3,5688,NA,"FedExCupStandings",2014
65,65,"Will Ma Kenzie",27,1092,NA,5,5713,NA,"FedExCupStandings",2014
66,66,"Freddie Jacobson",27,1068,NA,4,5737,NA,"FedExCupStandings",2014
67,67,"Matt Jones",25,1051,1,1,5754,NA,"FedExCupStandings",2014
68,68,"Phil Mickelson",21,1046,NA,1,5759,NA,"FedExCupStandings",2014
69,69,"KJ Choi",23,1019,NA,2,5786,NA,"FedExCupStandings",2014
70,70,"Jason Bohn",25,1011,NA,3,5794,NA,"FedExCupStandings",2014
71,71,"Robert Streb",21,966,NA,2,5839,NA,"FedExCupStandings",2014
72,72,"Ryo Ishikawa",24,936,NA,3,5869,NA,"FedExCupStandings",2014
73,73,"Jason Kokrak",19,932,NA,2,5873,NA,"FedExCupStandings",2014
74,74,"David Hearn",28,930,NA,3,5875,NA,"FedExCupStandings",2014
75,75,"Justin Hicks",30,923,NA,3,5882,NA,"FedExCupStandings",2014
76,76,"Ben Martin",26,899,NA,3,5906,NA,"FedExCupStandings",2014
77,77,"Scott Langley",29,898,NA,1,5907,NA,"FedExCupStandings",2014
78,78,"Ian Poulter",17,892,NA,2,5913,NA,"FedExCupStandings",2014
79,79,"Brendan Steele",26,881,NA,4,5924,NA,"FedExCupStandings",2014
80,80,"Stewart Cink",25,866,NA,NA,5939,NA,"FedExCupStandings",2014
81,81,"Bo Van Pelt",25,866,NA,1,5939,NA,"FedExCupStandings",2014
82,82,"Gonzalo Fdez Castano",25,863,NA,1,5942,NA,"FedExCupStandings",2014
83,83,"Shawn Stefani",17,842,NA,2,5963,NA,"FedExCupStandings",2014
84,84,"Scott Stallings",28,831,1,1,5974,NA,"FedExCupStandings",2014
85,85,"Scott Brown",30,821,NA,4,5984,NA,"FedExCupStandings",2014
86,86,"Brandt Snedeker",25,812,NA,3,5993,NA,"FedExCupStandings",2014
87,87,"Vijay Singh",25,800,NA,1,6005,NA,"FedExCupStandings",2014
88,88,"Danny Lee",28,800,NA,1,6005,NA,"FedExCupStandings",2014
89,89,"Luke Donald",17,798,NA,3,6007,NA,"FedExCupStandings",2014
90,90,"Jason Dufner",17,798,NA,4,6007,NA,"FedExCupStandings",2014
91,91,"Brendon de Jonge",31,762,NA,2,6043,NA,"FedExCupStandings",2014
92,92,"Jeff Overton",24,719,NA,3,6086,NA,"FedExCupStandings",2014
93,93,"Michael Putnam",30,708,NA,1,6097,NA,"FedExCupStandings",2014
94,94,"Andrew Svoboda",24,702,NA,2,6103,NA,"FedExCupStandings",2014
95,95,"Paul Casey",16,699,NA,NA,6106,NA,"FedExCupStandings",2014
96,96,"John Huh",28,698,NA,2,6107,NA,"FedExCupStandings",2014
97,97,"Billy Hurley III",26,685,NA,4,6120,NA,"FedExCupStandings",2014
98,98,"Pat Perez",25,682,NA,3,6123,NA,"FedExCupStandings",2014
99,99,"Robert Garrigus",25,678,NA,2,6127,NA,"FedExCupStandings",2014
100,100,"Andres Romero",26,655,NA,1,6150,NA,"FedExCupStandings",2014
101,101,"Troy Merritt",20,609,NA,1,6196,NA,"FedExCupStandings",2014
102,102,"Jonas Blixt",21,599,NA,1,6206,NA,"FedExCupStandings",2014
103,103,"Retief Goosen",26,591,NA,2,6214,NA,"FedExCupStandings",2014
104,104,"Kevin Kisner",26,587,NA,3,6218,NA,"FedExCupStandings",2014
105,105,"Nick Watney",25,584,NA,2,6221,NA,"FedExCupStandings",2014
106,106,"Luke Guthrie",26,580,NA,2,6225,NA,"FedExCupStandings",2014
107,107,"Lee Westwood",18,577,NA,2,6228,NA,"FedExCupStandings",2014
108,108,"Rory Sabbatini",26,567,NA,3,6238,NA,"FedExCupStandings",2014
109,109,"Bryce Molder",25,565,NA,2,6240,NA,"FedExCupStandings",2014
110,110,"Brian Davis",28,538,NA,NA,6267,NA,"FedExCupStandings",2014
111,111,"Boo Weekley",24,536,NA,1,6269,NA,"FedExCupStandings",2014
112,112,"Martin Flores",26,534,NA,1,6271,NA,"FedExCupStandings",2014
113,113,"Ricky Barnes",27,530,NA,2,6275,NA,"FedExCupStandings",2014
114,114,"Aaron Baddeley",24,528,NA,2,6277,NA,"FedExCupStandings",2014
115,115,"Jhonattan Vegas",23,528,NA,2,6277,NA,"FedExCupStandings",2014
116,116,"Steve Stricker",11,519,NA,2,6286,NA,"FedExCupStandings",2014
117,117,"Michael Thompson",22,515,NA,1,6290,NA,"FedExCupStandings",2014
118,118,"David Toms",20,502,NA,2,6303,NA,"FedExCupStandings",2014
119,119,"Tim Wilkinson",25,498,NA,3,6307,NA,"FedExCupStandings",2014
120,120,"Justin Leonard",22,491,NA,2,6314,NA,"FedExCupStandings",2014
121,121,"Brice Garnett",28,488,NA,1,6317,NA,"FedExCupStandings",2014
122,122,"Sangmoon Bae",24,466,NA,NA,6339,NA,"FedExCupStandings",2014
123,123,"James Hahn",27,456,NA,2,6349,NA,"FedExCupStandings",2014
124,124,"Louis Oosthuizen",16,453,NA,1,6352,NA,"FedExCupStandings",2014
125,125,"Robert Allenby",29,438,NA,NA,6367,NA,"FedExCupStandings",2014
126,126,"Nicholas Thompson",30,437,NA,1,6368,NA,"FedExCupStandings",2014
127,127,"Martin Laird",20,425,NA,1,6380,NA,"FedExCupStandings",2014
128,128,"JJ Henry",28,425,NA,NA,6380,NA,"FedExCupStandings",2014
129,129,"Heath Slocum",23,419,NA,1,6386,NA,"FedExCupStandings",2014
130,130,"Charlie Beljan",26,409,NA,1,6396,NA,"FedExCupStandings",2014
131,131,"Ben Curtis",24,406,NA,1,6399,NA,"FedExCupStandings",2014
132,132,"Greg Chalmers",27,402,NA,1,6403,NA,"FedExCupStandings",2014
133,133,"John Merrick",25,399,NA,NA,6406,NA,"FedExCupStandings",2014
134,134,"David Lingmerth",26,391,NA,2,6414,NA,"FedExCupStandings",2014
135,135,"Roberto Castro",27,387,NA,1,6418,NA,"FedExCupStandings",2014
136,136,"Jonathan Byrd",24,383,NA,1,6422,NA,"FedExCupStandings",2014
137,137,"Andrew Loupe",22,380,NA,1,6425,NA,"FedExCupStandings",2014
138,138,"Richard Lee",27,376,NA,2,6429,NA,"FedExCupStandings",2014
139,139,"Mike Weir",25,375,NA,1,6430,NA,"FedExCupStandings",2014
140,140,"Brian Gay",26,375,NA,1,6430,NA,"FedExCupStandings",2014
141,141,"Briny Baird",17,366,NA,1,6439,NA,"FedExCupStandings",2014
142,142,"Will Wilcox",16,362,NA,2,6443,NA,"FedExCupStandings",2014
143,143,"Bud Cauley",19,357,NA,1,6448,NA,"FedExCupStandings",2014
144,144,"Tyrone Van Aswegen",25,355,NA,NA,6450,NA,"FedExCupStandings",2014
145,145,"Trevor Immelman",28,354,NA,1,6451,NA,"FedExCupStandings",2014
146,146,"Hudson Swafford",26,351,NA,1,6454,NA,"FedExCupStandings",2014
147,147,"Jim Renner",25,346,NA,1,6459,NA,"FedExCupStandings",2014
148,148,"Josh Teater",28,334,NA,NA,6471,NA,"FedExCupStandings",2014
149,149,"Charlie Wi",25,329,NA,NA,6476,NA,"FedExCupStandings",2014
150,150,"Johnson Wagner",24,323,NA,1,6482,NA,"FedExCupStandings",2014
151,151,"Brad Fritsch",18,322,NA,3,6483,NA,"FedExCupStandings",2014
152,152,"Chad Campbell",18,317,NA,1,6488,NA,"FedExCupStandings",2014
153,153,"Wes Roach",22,314,NA,1,6491,NA,"FedExCupStandings",2014
154,154,"Ted Potter Jr",24,311,NA,NA,6494,NA,"FedExCupStandings",2014
155,155,"James Driscoll",25,311,NA,NA,6494,NA,"FedExCupStandings",2014
156,156,"Tommy Gainey",26,311,NA,1,6494,NA,"FedExCupStandings",2014
157,157,"Ken Duke",25,305,NA,NA,6500,NA,"FedExCupStandings",2014
158,158,"Kyle Stanley",28,297,NA,1,6508,NA,"FedExCupStandings",2014
159,159,"Chad Collins",28,295,NA,1,6510,NA,"FedExCupStandings",2014
160,160,"Sean OHair",25,278,NA,1,6527,NA,"FedExCupStandings",2014
161,161,"Peter Hanson",13,262,NA,NA,6543,NA,"FedExCupStandings",2014
162,162,"Davis Love III",22,253,NA,NA,6552,NA,"FedExCupStandings",2014
163,163,"Spencer Levin",20,246,NA,NA,6559,NA,"FedExCupStandings",2014
164,164,"John Rollins",28,244,NA,NA,6561,NA,"FedExCupStandings",2014
165,165,"Troy Matteson",23,238,NA,1,6567,NA,"FedExCupStandings",2014
166,166,"Scott Piercy",12,238,NA,NA,6567,NA,"FedExCupStandings",2014
167,167,"YE Yang",28,234,NA,NA,6571,NA,"FedExCupStandings",2014
168,168,"Woody Austin",22,225,NA,NA,6580,NA,"FedExCupStandings",2014
169,169,"Steve Marino",13,224,NA,NA,6581,NA,"FedExCupStandings",2014
170,170,"Joe Durant",15,221,NA,NA,6584,NA,"FedExCupStandings",2014
171,171,"Derek Ernst",28,218,NA,NA,6587,NA,"FedExCupStandings",2014
172,172,"Jamie Lovemark",20,212,NA,NA,6593,NA,"FedExCupStandings",2014
173,173,"DA Points",27,206,NA,NA,6599,NA,"FedExCupStandings",2014
174,174,"Jeff Maggert",19,195,NA,1,6610,NA,"FedExCupStandings",2014
175,175,"Thorbjorn Olesen",14,182,NA,1,6623,NA,"FedExCupStandings",2014
176,176,"Jason Gore",7,175,NA,1,6630,NA,"FedExCupStandings",2014
177,177,"Kevin Tway",23,172,NA,NA,6633,NA,"FedExCupStandings",2014
178,178,"Peter Malnati",18,172,NA,NA,6633,NA,"FedExCupStandings",2014
179,179,"John Peterson",25,170,NA,NA,6635,NA,"FedExCupStandings",2014
180,180,"Dicky Pride",13,159,NA,1,6646,NA,"FedExCupStandings",2014
181,181,"Tim Herron",15,157,NA,NA,6648,NA,"FedExCupStandings",2014
182,182,"Jim Herman",21,142,NA,NA,6663,NA,"FedExCupStandings",2014
183,183,"Mark Wilson",25,142,NA,NA,6663,NA,"FedExCupStandings",2014
184,184,"Eric Axley",10,141,NA,NA,6664,NA,"FedExCupStandings",2014
185,185,"Lucas Glover",26,129,NA,NA,6676,NA,"FedExCupStandings",2014
186,186,"Bronson La Cassie",18,128,NA,NA,6677,NA,"FedExCupStandings",2014
187,187,"Scott Gardiner",18,125,NA,NA,6680,NA,"FedExCupStandings",2014
188,188,"Padraig Harrington",16,116,NA,NA,6689,NA,"FedExCupStandings",2014
189,189,"Miguel Angel Carballo",15,116,NA,NA,6689,NA,"FedExCupStandings",2014
190,190,"Stephen Ames",18,104,NA,NA,6701,NA,"FedExCupStandings",2014
191,191,"David Lynn",11,104,NA,NA,6701,NA,"FedExCupStandings",2014
192,192,"Tim Petrovic",10,96,NA,NA,6709,NA,"FedExCupStandings",2014
193,193,"DH Lee",20,94,NA,NA,6711,NA,"FedExCupStandings",2014
194,194,"Blake Adams",8,91,NA,NA,6714,NA,"FedExCupStandings",2014
195,195,"Ryuji Imada",9,90,NA,NA,6715,NA,"FedExCupStandings",2014
196,196,"Nicolas Colsaerts",12,88,NA,NA,6717,NA,"FedExCupStandings",2014
197,197,"Kenny Perry",5,83,NA,NA,6722,NA,"FedExCupStandings",2014
198,198,"Darren Clarke",15,83,NA,NA,6722,NA,"FedExCupStandings",2014
199,199,"Bernhard Langer",1,80,NA,1,6725,NA,"FedExCupStandings",2014
200,200,"Doug LaBelle II",12,79,NA,NA,6726,NA,"FedExCupStandings",2014
201,201,"Kevin Foley",15,78,NA,NA,6727,NA,"FedExCupStandings",2014
202,202,"David Duval",15,77,NA,NA,6728,NA,"FedExCupStandings",2014
203,203,"Rod Pampling",7,74,NA,1,6731,NA,"FedExCupStandings",2014
204,204,"Lee Williams",13,74,NA,NA,6731,NA,"FedExCupStandings",2014
205,205,"Bob Estes",2,73,NA,1,6732,NA,"FedExCupStandings",2014
206,206,"Alex Prugh",16,72,NA,NA,6733,NA,"FedExCupStandings",2014
207,207,"Cameron Beckman",12,72,NA,NA,6733,NA,"FedExCupStandings",2014
208,208,"Greg Owen",8,67,NA,NA,6738,NA,"FedExCupStandings",2014
209,209,"John Daly",15,63,NA,NA,6742,NA,"FedExCupStandings",2014
210,210,"Jose Coceres",6,59,NA,NA,6746,NA,"FedExCupStandings",2014
211,211,"Matt Bettencourt",14,57,NA,NA,6748,NA,"FedExCupStandings",2014
212,212,"Mark Anderson",8,55,NA,NA,6750,NA,"FedExCupStandings",2014
213,213,"Will Claxton",8,52,NA,NA,6753,NA,"FedExCupStandings",2014
214,214,"Tom Watson",5,51,NA,NA,6754,NA,"FedExCupStandings",2014
215,215,"Fred Couples",3,49,NA,NA,6756,NA,"FedExCupStandings",2014
216,216,"Mark Calcavecchia",8,49,NA,NA,6756,NA,"FedExCupStandings",2014
217,217,"Patrick Cantlay",5,48,NA,NA,6757,NA,"FedExCupStandings",2014
218,218,"Tiger Woods",7,45,NA,NA,6760,NA,"FedExCupStandings",2014
219,219,"Tag Ridings",12,42,NA,NA,6763,NA,"FedExCupStandings",2014
220,220,"Lee Janzen",8,41,NA,NA,6764,NA,"FedExCupStandings",2014
221,221,"Joe Ogilvie",13,40,NA,NA,6765,NA,"FedExCupStandings",2014
222,222,"Glen Day",5,40,NA,NA,6765,NA,"FedExCupStandings",2014
223,223,"Steve Flesch",5,37,NA,NA,6768,NA,"FedExCupStandings",2014
223,223,"Harrison Frazar",15,37,NA,NA,6768,NA,"FedExCupStandings",2014
225,225,"Justin Bolli",6,37,NA,NA,6768,NA,"FedExCupStandings",2014
226,226,"Jose Maria Olazabal",1,36,NA,NA,6769,NA,"FedExCupStandings",2014
227,227,"Alex Cejka",6,34,NA,NA,6771,NA,"FedExCupStandings",2014
228,228,"Dudley Hart",4,32,NA,NA,6773,NA,"FedExCupStandings",2014
229,229,"Marc Turnesa",6,31,NA,NA,6774,NA,"FedExCupStandings",2014
230,230,"Chris Smith",7,28,NA,NA,6777,NA,"FedExCupStandings",2014
231,231,"Sandy Lyle",2,25,NA,NA,6780,NA,"FedExCupStandings",2014
232,232,"Billy Mayfair",4,24,NA,NA,6781,NA,"FedExCupStandings",2014
233,233,"Edward Loar",19,23,NA,NA,6782,NA,"FedExCupStandings",2014
234,234,"Len Mattiace",4,21,NA,NA,6784,NA,"FedExCupStandings",2014
235,235,"Kent Jones",2,20,NA,NA,6785,NA,"FedExCupStandings",2014
235,235,"Larry Mize",1,20,NA,NA,6785,NA,"FedExCupStandings",2014
237,237,"Kris Blanks",8,19,NA,NA,6786,NA,"FedExCupStandings",2014
238,238,"DJ Trahan",5,18,NA,NA,6787,NA,"FedExCupStandings",2014
239,239,"Chez Reavie",2,18,NA,NA,6787,NA,"FedExCupStandings",2014
240,240,"Benjamin Alvarado",6,15,NA,NA,6790,NA,"FedExCupStandings",2014
241,241,"Nathan Green",4,14,NA,NA,6791,NA,"FedExCupStandings",2014
242,242,"Ben Kohles",3,13,NA,NA,6792,NA,"FedExCupStandings",2014
243,243,"Vaughn Taylor",3,12,NA,NA,6793,NA,"FedExCupStandings",2014
244,244,"Paul Goydos",19,11,NA,NA,6794,NA,"FedExCupStandings",2014
245,245,"Arjun Atwal",4,11,NA,NA,6794,NA,"FedExCupStandings",2014
246,246,"Todd Hamilton",4,11,NA,NA,6794,NA,"FedExCupStandings",2014
247,247,"Fabian Gomez",4,10,NA,NA,6795,NA,"FedExCupStandings",2014
248,248,"Fred Funk",8,9,NA,NA,6796,NA,"FedExCupStandings",2014
249,249,"Daniel Chopra",16,9,NA,NA,6796,NA,"FedExCupStandings",2014
250,250,"Marco Dawson",1,4,NA,NA,6801,NA,"FedExCupStandings",2014
250,250,"Jesper Parnevik",3,4,NA,NA,6801,NA,"FedExCupStandings",2014
252,252,"Alex Aragon",18,2,NA,NA,6803,NA,"FedExCupStandings",2014
253,253,"Scott McCarron",12,2,NA,NA,6803,NA,"FedExCupStandings",2014
254,254,"Paul Stankowski",3,1,NA,NA,6804,NA,"FedExCupStandings",2014
255,255,"Scott Verplank",12,1,NA,NA,6804,NA,"FedExCupStandings",2014
256,256,"Chris DiMarco",7,1,NA,NA,6804,NA,"FedExCupStandings",2014
257,257,"Brett Quigley",1,1,NA,NA,6804,NA,"FedExCupStandings",2014
258,258,"Bobby Gates",14,1,NA,NA,6804,NA,"FedExCupStandings",2014
