"OnePuttPercentage_RANKTHISWEEK_2011","OnePuttPercentage_RANKLASTWEEK_2011","OnePuttPercentage_PLAYERNAME_2011","OnePuttPercentage_ROUNDS_2011","OnePuttPercentage_Pct_2011","OnePuttPercentage_OF1PUTTS_2011","OnePuttPercentage_OFHOLES_2011","stat_name","year"
34,34,"Steve Flesch",88,39.84,631,1584,"OnePuttPercentage",2011
35,35,"Brian Davis",105,39.68,750,1890,"OnePuttPercentage",2011
36,36,"Ryuji Imada",83,39.63,592,1494,"OnePuttPercentage",2011
37,37,"Ian Poulter",52,39.54,363,918,"OnePuttPercentage",2011
38,38,"Steven Bowditch",86,39.53,612,1548,"OnePuttPercentage",2011
39,39,"Ben Crane",76,39.5,519,1314,"OnePuttPercentage",2011
40,40,"Phil Mickelson",79,39.47,547,1386,"OnePuttPercentage",2011
41,41,"Chris Kirk",87,39.4,617,1566,"OnePuttPercentage",2011
42,42,"Kevin Streelman",90,39.26,636,1620,"OnePuttPercentage",2011
43,43,"Mark Wilson",89,39.21,614,1566,"OnePuttPercentage",2011
44,44,"Martin Laird",77,39.11,535,1368,"OnePuttPercentage",2011
45,45,"Hunter Mahan",92,39.08,626,1602,"OnePuttPercentage",2011
45,45,"Adam Scott",60,39.08,415,1062,"OnePuttPercentage",2011
47,47,"David Duval",67,39.05,471,1206,"OnePuttPercentage",2011
47,47,"Camilo Villegas",69,39.05,478,1224,"OnePuttPercentage",2011
49,49,"Matt Bettencourt",84,38.96,589,1512,"OnePuttPercentage",2011
50,50,"Carl Pettersson",95,38.83,664,1710,"OnePuttPercentage",2011
51,51,"Stuart Appleby",65,38.8,454,1170,"OnePuttPercentage",2011
52,52,"Charl Schwartzel",58,38.79,391,1008,"OnePuttPercentage",2011
53,53,"Jonathan Byrd",83,38.75,572,1476,"OnePuttPercentage",2011
53,53,"Justin Leonard",82,38.75,572,1476,"OnePuttPercentage",2011
55,55,"Lucas Glover",74,38.74,516,1332,"OnePuttPercentage",2011
56,56,"Michael Connell",76,38.67,529,1368,"OnePuttPercentage",2011
57,57,"Retief Goosen",50,38.66,341,882,"OnePuttPercentage",2011
58,58,"Freddie Jacobson",92,38.65,640,1656,"OnePuttPercentage",2011
59,59,"Brendon de Jonge",105,38.62,730,1890,"OnePuttPercentage",2011
60,60,"Nathan Green",81,38.61,563,1458,"OnePuttPercentage",2011
61,61,"Vijay Singh",79,38.54,548,1422,"OnePuttPercentage",2011
62,62,"Blake Adams",116,38.51,804,2088,"OnePuttPercentage",2011
62,62,"Tim Petrovic",88,38.51,610,1584,"OnePuttPercentage",2011
64,64,"Scott McCarron",65,38.46,450,1170,"OnePuttPercentage",2011
65,65,"Marc Leishman",87,38.31,600,1566,"OnePuttPercentage",2011
66,66,"Ben Curtis",66,38.22,454,1188,"OnePuttPercentage",2011
66,66,"Harrison Frazar",58,38.22,399,1044,"OnePuttPercentage",2011
68,68,"Bo Van Pelt",92,38.09,617,1620,"OnePuttPercentage",2011
69,69,"Graeme McDowell",50,37.94,321,846,"OnePuttPercentage",2011
70,70,"JP Hayes",56,37.9,382,1008,"OnePuttPercentage",2011
71,71,"Jeff Overton",92,37.85,620,1638,"OnePuttPercentage",2011
72,72,"Paul Goydos",81,37.79,551,1458,"OnePuttPercentage",2011
72,72,"Garrett Willis",71,37.79,483,1278,"OnePuttPercentage",2011
74,74,"Robert Garrigus",83,37.75,564,1494,"OnePuttPercentage",2011
75,75,"Hunter Haas",96,37.73,652,1728,"OnePuttPercentage",2011
76,76,"Sergio Garcia",61,37.7,414,1098,"OnePuttPercentage",2011
77,77,"David Mathis",83,37.68,563,1494,"OnePuttPercentage",2011
78,78,"Tim Herron",85,37.65,576,1530,"OnePuttPercentage",2011
79,79,"Chris DiMarco",93,37.57,629,1674,"OnePuttPercentage",2011
79,79,"Matt McQuillan",59,37.57,399,1062,"OnePuttPercentage",2011
81,81,"Cameron Beckman",71,37.56,480,1278,"OnePuttPercentage",2011
82,82,"Jason Dufner",78,37.54,527,1404,"OnePuttPercentage",2011
83,83,"Chez Reavie",92,37.5,621,1656,"OnePuttPercentage",2011
84,84,"Scott Piercy",78,37.46,526,1404,"OnePuttPercentage",2011
85,85,"Steve Elkington",50,37.44,337,900,"OnePuttPercentage",2011
86,86,"KJ Choi",77,37.33,504,1350,"OnePuttPercentage",2011
87,87,"JB Holmes",57,37.32,356,954,"OnePuttPercentage",2011
88,88,"Jarrod Lyle",83,37.22,556,1494,"OnePuttPercentage",2011
89,89,"Ricky Barnes",78,37.18,522,1404,"OnePuttPercentage",2011
90,90,"Bio Kim",71,37.17,475,1278,"OnePuttPercentage",2011
91,91,"Angel Cabrera",50,37.11,334,900,"OnePuttPercentage",2011
92,92,"Robert Allenby",84,37.08,554,1494,"OnePuttPercentage",2011
93,93,"Woody Austin",59,37.01,393,1062,"OnePuttPercentage",2011
94,94,"Jerry Kelly",85,36.99,566,1530,"OnePuttPercentage",2011
95,95,"Sean OHair",71,36.98,466,1260,"OnePuttPercentage",2011
96,96,"David Toms",78,36.97,519,1404,"OnePuttPercentage",2011
97,97,"Stephen Ames",69,36.96,459,1242,"OnePuttPercentage",2011
98,98,"Jim Furyk",87,36.95,572,1548,"OnePuttPercentage",2011
98,98,"Nate Smith",66,36.95,439,1188,"OnePuttPercentage",2011
100,100,"Rocco Mediate",53,36.9,352,954,"OnePuttPercentage",2011
101,101,"Joe Ogilvie",75,36.89,498,1350,"OnePuttPercentage",2011
101,101,"Paul Stankowski",78,36.89,518,1404,"OnePuttPercentage",2011
103,103,"Jason Bohn",74,36.86,491,1332,"OnePuttPercentage",2011
104,104,"Charley Hoffman",93,36.84,610,1656,"OnePuttPercentage",2011
105,105,"Justin Rose",79,36.8,510,1386,"OnePuttPercentage",2011
106,106,"Bill Haas",93,36.71,608,1656,"OnePuttPercentage",2011
107,107,"Tommy Gainey",104,36.7,687,1872,"OnePuttPercentage",2011
108,108,"Michael Putnam",67,36.65,442,1206,"OnePuttPercentage",2011
109,109,"Bubba Watson",85,36.64,521,1422,"OnePuttPercentage",2011
110,110,"Dustin Johnson",72,36.62,468,1278,"OnePuttPercentage",2011
111,111,"Kevin Chappell",78,36.54,513,1404,"OnePuttPercentage",2011
112,112,"Michael Thompson",79,36.5,519,1422,"OnePuttPercentage",2011
113,113,"Keegan Bradley",91,36.45,597,1638,"OnePuttPercentage",2011
114,114,"Alex Cejka",59,36.44,387,1062,"OnePuttPercentage",2011
115,115,"Charles Howell III",108,36.42,708,1944,"OnePuttPercentage",2011
116,116,"Brendan Steele",89,36.39,583,1602,"OnePuttPercentage",2011
117,117,"Zack Miller",86,36.3,562,1548,"OnePuttPercentage",2011
118,118,"Rich Beem",53,36.27,346,954,"OnePuttPercentage",2011
119,119,"Chris Stroud",88,36.24,574,1584,"OnePuttPercentage",2011
120,120,"Gary Woodland",93,36.2,606,1674,"OnePuttPercentage",2011
121,121,"Shaun Micheel",77,36.15,501,1386,"OnePuttPercentage",2011
121,121,"Daniel Summerhays",75,36.15,488,1350,"OnePuttPercentage",2011
123,123,"Nick OHern",89,36.14,579,1602,"OnePuttPercentage",2011
124,124,"Stewart Cink",72,36.11,455,1260,"OnePuttPercentage",2011
124,124,"Trevor Immelman",84,36.11,546,1512,"OnePuttPercentage",2011
124,124,"Billy Mayfair",94,36.11,611,1692,"OnePuttPercentage",2011
127,127,"Cameron Tringale",110,36.01,713,1980,"OnePuttPercentage",2011
127,127,"Johnson Wagner",81,36.01,525,1458,"OnePuttPercentage",2011
129,129,"Troy Merritt",63,35.98,408,1134,"OnePuttPercentage",2011
130,130,"Tom Gillis",55,35.96,356,990,"OnePuttPercentage",2011
131,131,"Shane Bertsch",62,35.93,401,1116,"OnePuttPercentage",2011
132,132,"Kevin Kisner",70,35.87,452,1260,"OnePuttPercentage",2011
133,133,"Tag Ridings",87,35.76,560,1566,"OnePuttPercentage",2011
134,134,"Ben Martin",74,35.74,476,1332,"OnePuttPercentage",2011
135,135,"Will Strickler",51,35.73,328,918,"OnePuttPercentage",2011
136,136,"Spencer Levin",113,35.69,726,2034,"OnePuttPercentage",2011
137,137,"Sung Kang",63,35.63,404,1134,"OnePuttPercentage",2011
138,138,"Troy Matteson",91,35.59,583,1638,"OnePuttPercentage",2011
139,139,"Brandt Jobe",100,35.56,640,1800,"OnePuttPercentage",2011
139,139,"Rory Sabbatini",85,35.56,544,1530,"OnePuttPercentage",2011
141,141,"Bill Lunde",92,35.51,588,1656,"OnePuttPercentage",2011
142,142,"Davis Love III",70,35.48,447,1260,"OnePuttPercentage",2011
143,143,"William McGirt",103,35.44,657,1854,"OnePuttPercentage",2011
144,144,"Chris Riley",76,35.38,484,1368,"OnePuttPercentage",2011
145,145,"Martin Piller",63,35.36,401,1134,"OnePuttPercentage",2011
146,146,"John Rollins",85,35.29,540,1530,"OnePuttPercentage",2011
146,146,"DJ Trahan",91,35.29,578,1638,"OnePuttPercentage",2011
148,148,"Chad Campbell",99,35.19,627,1782,"OnePuttPercentage",2011
149,149,"Lee Janzen",62,35.04,391,1116,"OnePuttPercentage",2011
150,150,"DJ Brigman",67,34.99,422,1206,"OnePuttPercentage",2011
151,151,"James Driscoll",71,34.98,447,1278,"OnePuttPercentage",2011
152,152,"John Senden",94,34.93,591,1692,"OnePuttPercentage",2011
153,153,"Kris Blanks",92,34.84,577,1656,"OnePuttPercentage",2011
154,154,"Colt Knost",80,34.79,501,1440,"OnePuttPercentage",2011
155,155,"Scott Stallings",84,34.72,525,1512,"OnePuttPercentage",2011
156,156,"Rod Pampling",72,34.65,449,1296,"OnePuttPercentage",2011
157,157,"Derek Lamely",65,34.62,405,1170,"OnePuttPercentage",2011
157,157,"George McNeill",69,34.62,430,1242,"OnePuttPercentage",2011
157,157,"Jim Renner",65,34.62,405,1170,"OnePuttPercentage",2011
160,160,"Josh Teater",104,34.56,647,1872,"OnePuttPercentage",2011
161,161,"Jhonattan Vegas",84,34.52,522,1512,"OnePuttPercentage",2011
162,162,"Kyle Stanley",98,34.35,606,1764,"OnePuttPercentage",2011
163,163,"Billy Horschel",75,34.07,460,1350,"OnePuttPercentage",2011
164,164,"David Hearn",88,34.03,539,1584,"OnePuttPercentage",2011
165,165,"Kent Jones",76,33.92,464,1368,"OnePuttPercentage",2011
166,166,"Marc Turnesa",54,33.85,329,972,"OnePuttPercentage",2011
167,167,"Heath Slocum",89,33.78,535,1584,"OnePuttPercentage",2011
168,168,"Aron Price",58,33.62,351,1044,"OnePuttPercentage",2011
169,169,"Michael Bradley",74,33.41,445,1332,"OnePuttPercentage",2011
170,170,"Andres Gonzales",60,33.33,360,1080,"OnePuttPercentage",2011
171,171,"JJ Henry",96,33.22,574,1728,"OnePuttPercentage",2011
172,172,"Kevin Stadler",88,33.08,524,1584,"OnePuttPercentage",2011
173,173,"Fabian Gomez",84,33.07,500,1512,"OnePuttPercentage",2011
174,174,"John Merrick",71,32.86,420,1278,"OnePuttPercentage",2011
175,175,"Richard Johnson",64,32.73,377,1152,"OnePuttPercentage",2011
176,176,"Joe Durant",71,32.71,418,1278,"OnePuttPercentage",2011
177,177,"Ernie Els",71,32.69,406,1242,"OnePuttPercentage",2011
178,178,"Alex Prugh",82,32.52,480,1476,"OnePuttPercentage",2011
179,179,"Bobby Gates",82,32.45,479,1476,"OnePuttPercentage",2011
180,180,"Briny Baird",60,32.31,349,1080,"OnePuttPercentage",2011
181,181,"Scott Gutschewski",67,32.26,389,1206,"OnePuttPercentage",2011
182,182,"Joseph Bramlett",73,32.12,422,1314,"OnePuttPercentage",2011
183,183,"Boo Weekley",66,31.31,372,1188,"OnePuttPercentage",2011
184,184,"Justin Hicks",60,30.28,327,1080,"OnePuttPercentage",2011
185,185,"Jim Herman",69,30.03,373,1242,"OnePuttPercentage",2011
186,186,"Alexandre Rocha",65,28.55,334,1170,"OnePuttPercentage",2011
