"StrokesGainedTotal_RANKTHISWEEK_2007","StrokesGainedTotal_RANKLASTWEEK_2007","StrokesGainedTotal_PLAYERNAME_2007","StrokesGainedTotal_ROUNDS_2007","StrokesGainedTotal_AVERAGE_2007","StrokesGainedTotal_TOTALSGT_2007","StrokesGainedTotal_TOTALSGT2G_2007","StrokesGainedTotal_TOTALSGP_2007","StrokesGainedTotal_MEASUREDROUNDS_2007","stat_name","year"
22,NA,"Bo Van Pelt",104,0.888,84.34,72.273,12.067,95,"StrokesGainedTotal",2007
23,NA,"Luke Donald",69,0.869,43.445,21.467,21.978,50,"StrokesGainedTotal",2007
24,NA,"Geoff Ogilvy",84,0.821,52.571,47.94,4.631,64,"StrokesGainedTotal",2007
25,NA,"Ian Poulter",63,0.801,31.23,31.725,-0.495,39,"StrokesGainedTotal",2007
26,NA,"Carl Pettersson",111,0.787,70.075,47.652,22.423,89,"StrokesGainedTotal",2007
27,NA,"Steve Elkington",87,0.785,56.544,33.353,23.191,72,"StrokesGainedTotal",2007
28,NA,"Jeff Overton",60,0.776,41.918,38.981,2.937,54,"StrokesGainedTotal",2007
29,NA,"Justin Rose",63,0.755,29.445,27.072,2.373,39,"StrokesGainedTotal",2007
30,NA,"Alex Cejka",80,0.714,52.136,87.595,-35.459,73,"StrokesGainedTotal",2007
31,NA,"Lucas Glover",98,0.705,54.257,46.268,7.989,77,"StrokesGainedTotal",2007
32,NA,"Anthony Kim",93,0.688,54.365,65.706,-11.341,79,"StrokesGainedTotal",2007
33,NA,"Rod Pampling",92,0.678,49.513,49.886,-0.373,73,"StrokesGainedTotal",2007
34,NA,"Stewart Cink",91,0.675,47.259,14.007,33.252,70,"StrokesGainedTotal",2007
35,NA,"Mike Weir",82,0.657,38.79,56.34,-17.55,59,"StrokesGainedTotal",2007
36,NA,"Brandt Snedeker",105,0.612,52.024,4.6,47.424,85,"StrokesGainedTotal",2007
37,NA,"Robert Allenby",90,0.606,44.808,72.373,-27.565,74,"StrokesGainedTotal",2007
38,NA,"Jerry Kelly",101,0.603,44.608,59.898,-15.29,74,"StrokesGainedTotal",2007
39,NA,"Kenny Perry",83,0.601,45.059,69.473,-24.414,75,"StrokesGainedTotal",2007
40,NA,"Justin Leonard",95,0.588,47.668,36.011,11.657,81,"StrokesGainedTotal",2007
41,NA,"Stephen Ames",81,0.58,35.365,21.028,14.337,61,"StrokesGainedTotal",2007
42,NA,"Billy Mayfair",98,0.555,45.55,48.791,-3.241,82,"StrokesGainedTotal",2007
43,NA,"Briny Baird",115,0.54,56.111,61.068,-4.957,104,"StrokesGainedTotal",2007
44,NA,"John Rollins",102,0.52,43.189,32.718,10.471,83,"StrokesGainedTotal",2007
45,NA,"JJ Henry",86,0.508,33.53,35.049,-1.519,66,"StrokesGainedTotal",2007
46,NA,"Brian Davis",101,0.501,43.106,37.498,5.608,86,"StrokesGainedTotal",2007
47,NA,"Bart Bryant",87,0.491,35.851,23.423,12.428,73,"StrokesGainedTotal",2007
48,NA,"Hunter Mahan",91,0.487,35.081,23.045,12.036,72,"StrokesGainedTotal",2007
49,NA,"Ryan Moore",92,0.481,35.121,21.022,14.099,73,"StrokesGainedTotal",2007
50,NA,"Ken Duke",112,0.472,44.33,36.333,7.997,94,"StrokesGainedTotal",2007
51,NA,"Jesper Parnevik",88,0.462,34.625,-38.181,72.806,75,"StrokesGainedTotal",2007
52,NA,"Boo Weekley",101,0.456,35.565,55.175,-19.61,78,"StrokesGainedTotal",2007
53,NA,"Tom Pernice Jr",104,0.455,38.195,14.977,23.218,84,"StrokesGainedTotal",2007
54,NA,"Trevor Immelman",74,0.454,24.49,37.5,-13.01,54,"StrokesGainedTotal",2007
55,NA,"John Senden",97,0.442,37.129,59.407,-22.278,84,"StrokesGainedTotal",2007
56,NA,"Vaughn Taylor",91,0.429,30.897,13.606,17.291,72,"StrokesGainedTotal",2007
57,NA,"Dean Wilson",92,0.423,31.298,-16.018,47.316,74,"StrokesGainedTotal",2007
58,NA,"Tim Herron",98,0.42,33.208,21.615,11.593,79,"StrokesGainedTotal",2007
59,NA,"Jonathan Byrd",73,0.413,25.631,6.664,18.967,62,"StrokesGainedTotal",2007
60,NA,"Mark Calcavecchia",93,0.408,29.802,44.694,-14.892,73,"StrokesGainedTotal",2007
61,NA,"Stephen Leaney",82,0.406,28.418,11.168,17.25,70,"StrokesGainedTotal",2007
62,NA,"Matt Kuchar",85,0.389,26.854,21.438,5.416,69,"StrokesGainedTotal",2007
63,NA,"Tom Lehman",62,0.373,17.907,32.969,-15.062,48,"StrokesGainedTotal",2007
64,NA,"Joe Ogilvie",102,0.369,31.362,0.748,30.614,85,"StrokesGainedTotal",2007
65,NA,"Charlie Wi",90,0.368,30.533,-3.531,34.064,83,"StrokesGainedTotal",2007
66,NA,"Jay Williamson",50,0.363,17.433,13.218,4.215,48,"StrokesGainedTotal",2007
67,NA,"Cameron Beckman",96,0.35,29.736,35.835,-6.099,85,"StrokesGainedTotal",2007
68,NA,"Shaun Micheel",91,0.346,23.497,25.593,-2.096,68,"StrokesGainedTotal",2007
69,NA,"Stuart Appleby",74,0.341,19.755,21.763,-2.008,58,"StrokesGainedTotal",2007
70,NA,"Pat Perez",84,0.34,21.447,7.832,13.615,63,"StrokesGainedTotal",2007
71,NA,"Bill Haas",93,0.333,27.327,28.8,-1.473,82,"StrokesGainedTotal",2007
72,NA,"Kevin Na",84,0.328,25.247,-4.895,30.142,77,"StrokesGainedTotal",2007
73,NA,"Mark Wilson",87,0.325,23.383,28.634,-5.251,72,"StrokesGainedTotal",2007
74,NA,"Nathan Green",103,0.307,26.359,-1.06,27.419,86,"StrokesGainedTotal",2007
75,NA,"Nick OHern",72,0.305,15.851,17.013,-1.162,52,"StrokesGainedTotal",2007
76,NA,"Daniel Chopra",106,0.304,28.92,7.801,21.119,95,"StrokesGainedTotal",2007
77,NA,"Jason Bohn",57,0.302,15.728,26.528,-10.8,52,"StrokesGainedTotal",2007
78,NA,"Brian Gay",107,0.298,28.884,-8.672,37.556,97,"StrokesGainedTotal",2007
79,NA,"Will Ma Kenzie",100,0.292,26.322,41.607,-15.285,90,"StrokesGainedTotal",2007
80,NA,"Charles Howell III",89,0.288,18.694,-3.591,22.285,65,"StrokesGainedTotal",2007
80,NA,"Henrik Stenson",52,0.288,10.353,-0.246,10.599,36,"StrokesGainedTotal",2007
82,NA,"Bubba Watson",80,0.279,18.433,13.046,5.387,66,"StrokesGainedTotal",2007
83,NA,"Bob Estes",88,0.259,20.712,-26.745,47.457,80,"StrokesGainedTotal",2007
84,NA,"Charles Warren",101,0.255,22.924,56.795,-33.871,90,"StrokesGainedTotal",2007
85,NA,"Mathew Goggin",97,0.235,19.984,17.325,2.659,85,"StrokesGainedTotal",2007
86,NA,"Woody Austin",95,0.229,19.277,34.996,-15.719,84,"StrokesGainedTotal",2007
87,NA,"Retief Goosen",50,0.212,6.988,7.673,-0.685,33,"StrokesGainedTotal",2007
88,NA,"Troy Matteson",87,0.208,15.83,3.404,12.426,76,"StrokesGainedTotal",2007
89,NA,"George McNeill",95,0.198,15.639,-23.584,39.223,79,"StrokesGainedTotal",2007
90,NA,"Ryuji Imada",104,0.191,16.986,-26.338,43.324,89,"StrokesGainedTotal",2007
91,NA,"Paul Goydos",60,0.18,8.445,-5.479,13.924,47,"StrokesGainedTotal",2007
92,NA,"JP Hayes",89,0.17,13.621,13.574,0.047,80,"StrokesGainedTotal",2007
92,NA,"Steve Marino",106,0.17,15.16,26.728,-11.568,89,"StrokesGainedTotal",2007
92,NA,"Nick Watney",87,0.17,11.752,28.212,-16.46,69,"StrokesGainedTotal",2007
95,NA,"Peter Lonard",85,0.149,11.204,25.608,-14.404,75,"StrokesGainedTotal",2007
96,NA,"Chris Riley",59,0.143,7.271,-7.235,14.506,51,"StrokesGainedTotal",2007
97,NA,"Fred Funk",65,0.107,5.65,-2.563,8.213,53,"StrokesGainedTotal",2007
98,NA,"Rich Beem",89,0.09,6.275,7.086,-0.811,70,"StrokesGainedTotal",2007
99,NA,"Jarrod Lyle",77,0.087,5.797,-4.1,9.897,67,"StrokesGainedTotal",2007
100,NA,"Steve Allan",63,0.082,4.453,-8.997,13.45,54,"StrokesGainedTotal",2007
101,NA,"Tim Petrovic",106,0.077,7.26,-27.082,34.342,94,"StrokesGainedTotal",2007
102,NA,"Kent Jones",97,0.072,6.28,18.878,-12.598,87,"StrokesGainedTotal",2007
103,NA,"Brett Wetterich",88,0.064,4.443,42.835,-38.392,69,"StrokesGainedTotal",2007
104,NA,"Johnson Wagner",97,0.056,4.782,24.125,-19.343,86,"StrokesGainedTotal",2007
105,NA,"Davis Love III",66,0.048,2.505,22.144,-19.639,52,"StrokesGainedTotal",2007
106,NA,"Chris DiMarco",79,0.047,2.979,7.254,-4.275,63,"StrokesGainedTotal",2007
107,NA,"Cliff Kresge",107,0.044,4.392,-5.295,9.687,99,"StrokesGainedTotal",2007
108,NA,"Jason Gore",86,0.04,3.042,-3.377,6.419,77,"StrokesGainedTotal",2007
109,NA,"Rocco Mediate",72,0.031,2.073,8.424,-6.351,66,"StrokesGainedTotal",2007
110,NA,"Michael Sim",52,0.023,1.141,-13.444,14.585,50,"StrokesGainedTotal",2007
111,NA,"Jeff Maggert",79,0.017,1.294,5.471,-4.177,77,"StrokesGainedTotal",2007
112,NA,"Frank Lickliter II",95,0.012,0.98,-20.211,21.191,84,"StrokesGainedTotal",2007
113,NA,"DJ Trahan",99,0.005,0.415,49.196,-48.781,89,"StrokesGainedTotal",2007
114,NA,"Bob Heintz",85,0.004,0.303,-15.78,16.083,72,"StrokesGainedTotal",2007
115,NA,"Steve Flesch",100,-0.011,-1.006,20.563,-21.569,88,"StrokesGainedTotal",2007
116,NA,"Tommy Armour III",81,-0.015,-0.986,1.254,-2.24,68,"StrokesGainedTotal",2007
117,NA,"Joe Durant",88,-0.023,-1.611,61.186,-62.797,70,"StrokesGainedTotal",2007
118,NA,"Brett Quigley",79,-0.028,-1.705,2.27,-3.975,62,"StrokesGainedTotal",2007
119,NA,"Michael Allen",74,-0.054,-3.455,-0.715,-2.74,64,"StrokesGainedTotal",2007
120,NA,"Jeff Gove",103,-0.057,-5.38,67.681,-73.061,94,"StrokesGainedTotal",2007
121,NA,"Kevin Sutherland",85,-0.061,-4.103,-2.08,-2.023,67,"StrokesGainedTotal",2007
122,NA,"Craig Kanada",109,-0.062,-5.853,-6.473,0.62,94,"StrokesGainedTotal",2007
123,NA,"Mathias Gronberg",95,-0.068,-5.949,-6.062,0.113,88,"StrokesGainedTotal",2007
124,NA,"Charley Hoffman",97,-0.081,-6.677,-19.221,12.544,82,"StrokesGainedTotal",2007
125,NA,"Marco Dawson",73,-0.09,-5.868,-12.601,6.733,65,"StrokesGainedTotal",2007
126,NA,"Jeff Quinney",95,-0.094,-7.925,-17.903,9.978,84,"StrokesGainedTotal",2007
127,NA,"Tag Ridings",52,-0.099,-4.359,-32.289,27.93,44,"StrokesGainedTotal",2007
128,NA,"Jason Dufner",100,-0.111,-9.511,0.161,-9.672,86,"StrokesGainedTotal",2007
129,NA,"Shigeki Maruyama",84,-0.113,-9.025,-39.691,30.666,80,"StrokesGainedTotal",2007
130,NA,"John Mallinger",96,-0.117,-10.104,-16.469,6.365,86,"StrokesGainedTotal",2007
131,NA,"John Merrick",92,-0.123,-9.691,24.662,-34.353,79,"StrokesGainedTotal",2007
132,NA,"Jose Coceres",50,-0.139,-5.856,5.999,-11.855,42,"StrokesGainedTotal",2007
133,NA,"Ryan Armour",107,-0.149,-13.836,-20.999,7.163,93,"StrokesGainedTotal",2007
134,NA,"Robert Garrigus",95,-0.155,-13.144,-1.972,-11.172,85,"StrokesGainedTotal",2007
135,NA,"Craig Bowden",78,-0.161,-10.626,-27.149,16.523,66,"StrokesGainedTotal",2007
136,NA,"Craig Lile",77,-0.195,-13.469,-46.801,33.332,69,"StrokesGainedTotal",2007
137,NA,"Craig Barlow",52,-0.207,-8.68,1.915,-10.595,42,"StrokesGainedTotal",2007
138,NA,"Ted Purdy",102,-0.216,-18.353,16.892,-35.245,85,"StrokesGainedTotal",2007
139,NA,"Chad Campbell",96,-0.222,-15.764,18.563,-34.327,71,"StrokesGainedTotal",2007
140,NA,"Anders Hansen",55,-0.227,-7.705,-1.458,-6.247,34,"StrokesGainedTotal",2007
140,NA,"Chris Stroud",66,-0.227,-12.48,-8.226,-4.254,55,"StrokesGainedTotal",2007
142,NA,"Mark Hensby",81,-0.255,-17.875,-33.032,15.157,70,"StrokesGainedTotal",2007
143,NA,"Michael Putnam",96,-0.269,-21.213,-10.951,-10.262,79,"StrokesGainedTotal",2007
144,NA,"Steve Lowery",74,-0.277,-18.866,-9.943,-8.923,68,"StrokesGainedTotal",2007
145,NA,"Corey Pavin",81,-0.291,-20.374,-39.457,19.083,70,"StrokesGainedTotal",2007
146,NA,"Glen Day",85,-0.309,-23.177,-27.976,4.799,75,"StrokesGainedTotal",2007
147,NA,"Ryan Palmer",91,-0.363,-29.394,-38.631,9.237,81,"StrokesGainedTotal",2007
148,NA,"Billy Andrade",88,-0.377,-29.775,-19.128,-10.647,79,"StrokesGainedTotal",2007
149,NA,"Bob Tway",103,-0.394,-33.893,-46.731,12.838,86,"StrokesGainedTotal",2007
150,NA,"Harrison Frazar",88,-0.399,-28.736,5.463,-34.199,72,"StrokesGainedTotal",2007
151,NA,"Daisuke Maruyama",86,-0.418,-30.918,-11.291,-19.627,74,"StrokesGainedTotal",2007
152,NA,"Joey Sindelar",75,-0.419,-28.089,-18.04,-10.049,67,"StrokesGainedTotal",2007
153,NA,"Brendon de Jonge",76,-0.421,-26.967,-21.527,-5.44,64,"StrokesGainedTotal",2007
154,NA,"Doug LaBelle II",104,-0.422,-37.571,-38.249,0.678,89,"StrokesGainedTotal",2007
155,NA,"Gavin Coles",87,-0.429,-32.194,-58.165,25.971,75,"StrokesGainedTotal",2007
156,NA,"Paul Stankowski",52,-0.453,-18.58,-11.344,-7.236,41,"StrokesGainedTotal",2007
157,NA,"Andrew Buckle",77,-0.473,-31.243,-40.451,9.208,66,"StrokesGainedTotal",2007
158,NA,"Robert Gamez",88,-0.476,-35.736,-19.157,-16.579,75,"StrokesGainedTotal",2007
159,NA,"Parker McLachlin",83,-0.485,-34.914,-65.213,30.299,72,"StrokesGainedTotal",2007
160,NA,"Dicky Pride",71,-0.489,-29.824,-48.132,18.308,61,"StrokesGainedTotal",2007
161,NA,"JB Holmes",71,-0.516,-32.522,4.634,-37.156,63,"StrokesGainedTotal",2007
162,NA,"Duffy Waldorf",69,-0.541,-30.836,-16.967,-13.869,57,"StrokesGainedTotal",2007
163,NA,"Rich Barcelo",80,-0.554,-38.209,-68.617,30.408,69,"StrokesGainedTotal",2007
164,NA,"Jose Maria Olazabal",52,-0.571,-21.137,-38.805,17.668,37,"StrokesGainedTotal",2007
165,NA,"Richard Johnson",93,-0.578,-45.654,-65.118,19.464,79,"StrokesGainedTotal",2007
166,NA,"DJ Brigman",67,-0.651,-35.169,-33.371,-1.798,54,"StrokesGainedTotal",2007
167,NA,"Tripp Isenhour",86,-0.652,-46.923,-60.14,13.217,72,"StrokesGainedTotal",2007
168,NA,"Jason Schultz",63,-0.665,-35.23,-36.301,1.071,53,"StrokesGainedTotal",2007
169,NA,"Chris Couch",76,-0.718,-52.41,-42.58,-9.83,73,"StrokesGainedTotal",2007
170,NA,"Kirk Triplett",77,-0.725,-49.306,-4.841,-44.465,68,"StrokesGainedTotal",2007
171,NA,"Ben Curtis",80,-0.735,-45.55,-40.129,-5.421,62,"StrokesGainedTotal",2007
172,NA,"Jeff Brehaut",59,-0.758,-37.143,-24.595,-12.548,49,"StrokesGainedTotal",2007
173,NA,"Eric Axley",107,-0.798,-74.192,-84.077,9.885,93,"StrokesGainedTotal",2007
174,NA,"Mark Brooks",53,-0.803,-30.528,-22.829,-7.699,38,"StrokesGainedTotal",2007
175,NA,"Kevin Stadler",95,-0.825,-64.363,-6.448,-57.915,78,"StrokesGainedTotal",2007
176,NA,"Lee Janzen",66,-0.834,-41.689,-29.776,-11.913,50,"StrokesGainedTotal",2007
177,NA,"Darron Stiles",65,-0.849,-44.149,9.398,-53.547,52,"StrokesGainedTotal",2007
178,NA,"Brian Bateman",55,-0.86,-36.99,-33.12,-3.87,43,"StrokesGainedTotal",2007
179,NA,"Chris Tidland",59,-0.899,-45.826,-73.393,27.567,51,"StrokesGainedTotal",2007
180,NA,"Jeff Sluman",60,-0.945,-39.679,-23.903,-15.776,42,"StrokesGainedTotal",2007
181,NA,"Tom Johnson",74,-0.985,-61.066,-38.356,-22.71,62,"StrokesGainedTotal",2007
182,NA,"John Daly",59,-1,-46.998,-33.024,-13.974,47,"StrokesGainedTotal",2007
183,NA,"Kyle Reifers",71,-1.026,-64.651,-44.591,-20.06,63,"StrokesGainedTotal",2007
184,NA,"Greg Owen",81,-1.027,-70.884,-8.83,-62.054,69,"StrokesGainedTotal",2007
185,NA,"Scott Gutschewski",67,-1.03,-59.751,-61.149,1.398,58,"StrokesGainedTotal",2007
186,NA,"Michael Boyd",61,-1.068,-55.519,-59.184,3.665,52,"StrokesGainedTotal",2007
187,NA,"Steve Wheatcroft",73,-1.092,-64.402,-55.419,-8.983,59,"StrokesGainedTotal",2007
188,NA,"Paul Gow",70,-1.112,-61.174,-45.276,-15.898,55,"StrokesGainedTotal",2007
189,NA,"David Branshaw",83,-1.129,-84.656,-56.143,-28.513,75,"StrokesGainedTotal",2007
190,NA,"Tom Byrum",50,-1.146,-42.418,-40.088,-2.33,37,"StrokesGainedTotal",2007
191,NA,"Jaco Van Zyl",51,-1.31,-56.327,-37.75,-18.577,43,"StrokesGainedTotal",2007
192,NA,"Matt Hendrix",63,-1.393,-76.629,-57.867,-18.762,55,"StrokesGainedTotal",2007
193,NA,"Bryce Molder",56,-1.569,-76.859,-85.937,9.078,49,"StrokesGainedTotal",2007
194,NA,"Jim Rutledge",59,-1.714,-77.142,-57.294,-19.848,45,"StrokesGainedTotal",2007
195,NA,"Bubba Dickerson",51,-1.77,-76.112,-47.648,-28.464,43,"StrokesGainedTotal",2007
196,NA,"Todd Hamilton",76,-1.804,-104.656,-106.374,1.718,58,"StrokesGainedTotal",2007
