"PGAChampionshipPoints_RANKTHISWEEK_2010","PGAChampionshipPoints_RANKLASTWEEK_2010","PGAChampionshipPoints_PLAYERNAME_2010","PGAChampionshipPoints_EVENTS_2010","PGAChampionshipPoints_POINTS_2010","stat_name","year"
26,26,"Nick Watney",7,842630,"PGAChampionshipPoints",2010
27,27,"Kevin Streelman",7,828122,"PGAChampionshipPoints",2010
28,28,"Bill Lunde",6,751140,"PGAChampionshipPoints",2010
29,29,"John Senden",10,745315,"PGAChampionshipPoints",2010
30,30,"KJ Choi",6,703198,"PGAChampionshipPoints",2010
31,31,"Ryan Moore",7,687950,"PGAChampionshipPoints",2010
32,32,"Rickie Fowler",8,685577,"PGAChampionshipPoints",2010
33,33,"Camilo Villegas",6,667675,"PGAChampionshipPoints",2010
34,34,"Michael Sim",6,665663,"PGAChampionshipPoints",2010
35,35,"Kevin Na",7,662984,"PGAChampionshipPoints",2010
36,36,"Rory McIlroy",5,645208,"PGAChampionshipPoints",2010
37,37,"DJ Trahan",9,634364,"PGAChampionshipPoints",2010
38,38,"Ernie Els",6,617833,"PGAChampionshipPoints",2010
39,39,"Phil Mickelson",6,600764,"PGAChampionshipPoints",2010
40,40,"Roland Thatcher",7,535870,"PGAChampionshipPoints",2010
41,41,"Stewart Cink",6,526552,"PGAChampionshipPoints",2010
42,42,"Justin Leonard",9,521674,"PGAChampionshipPoints",2010
43,43,"Tiger Woods",5,505254,"PGAChampionshipPoints",2010
44,44,"Tim Clark",7,498055,"PGAChampionshipPoints",2010
45,45,"Alex Prugh",6,493956,"PGAChampionshipPoints",2010
46,46,"Rory Sabbatini",8,493820,"PGAChampionshipPoints",2010
47,47,"Webb Simpson",9,479564,"PGAChampionshipPoints",2010
48,48,"Brandt Snedeker",5,475483,"PGAChampionshipPoints",2010
49,49,"Spencer Levin",8,472108,"PGAChampionshipPoints",2010
50,50,"JJ Henry",4,471909,"PGAChampionshipPoints",2010
51,51,"Robert Allenby",5,455130,"PGAChampionshipPoints",2010
52,52,"Jerry Kelly",9,451014,"PGAChampionshipPoints",2010
53,53,"Justin Rose",6,443583,"PGAChampionshipPoints",2010
54,54,"Jason Dufner",6,440792,"PGAChampionshipPoints",2010
55,55,"Tom Gillis",8,439826,"PGAChampionshipPoints",2010
56,56,"Charles Warren",7,438683,"PGAChampionshipPoints",2010
57,57,"Cameron Percy",7,429732,"PGAChampionshipPoints",2010
58,58,"Charlie Wi",8,428263,"PGAChampionshipPoints",2010
59,59,"Sean OHair",7,405602,"PGAChampionshipPoints",2010
60,60,"Brendon de Jonge",8,399805,"PGAChampionshipPoints",2010
61,61,"Michael Allen",4,399400,"PGAChampionshipPoints",2010
62,62,"Ben Crane",6,397683,"PGAChampionshipPoints",2010
63,63,"Michael Connell",7,397515,"PGAChampionshipPoints",2010
64,64,"Jeff Overton",6,396575,"PGAChampionshipPoints",2010
65,65,"Charles Howell III",8,392756,"PGAChampionshipPoints",2010
66,66,"Johnson Wagner",7,378050,"PGAChampionshipPoints",2010
67,67,"Steve Elkington",5,376090,"PGAChampionshipPoints",2010
68,68,"Graham DeLaet",7,372811,"PGAChampionshipPoints",2010
69,69,"Vijay Singh",6,371732,"PGAChampionshipPoints",2010
70,70,"Josh Teater",8,371731,"PGAChampionshipPoints",2010
71,71,"John Mallinger",7,366597,"PGAChampionshipPoints",2010
72,72,"John Rollins",6,348350,"PGAChampionshipPoints",2010
73,73,"Ryuji Imada",8,341871,"PGAChampionshipPoints",2010
74,74,"Chris Stroud",7,339053,"PGAChampionshipPoints",2010
75,75,"Joe Durant",6,329670,"PGAChampionshipPoints",2010
76,76,"JB Holmes",8,326910,"PGAChampionshipPoints",2010
77,77,"Ian Poulter",5,326550,"PGAChampionshipPoints",2010
78,78,"Vaughn Taylor",8,325709,"PGAChampionshipPoints",2010
79,79,"Tim Petrovic",11,310146,"PGAChampionshipPoints",2010
80,80,"Marc Leishman",7,299828,"PGAChampionshipPoints",2010
81,81,"Richard Johnson",7,298417,"PGAChampionshipPoints",2010
82,82,"Angel Cabrera",5,296825,"PGAChampionshipPoints",2010
83,83,"Will Ma Kenzie",7,291759,"PGAChampionshipPoints",2010
84,84,"Mark Wilson",7,276191,"PGAChampionshipPoints",2010
85,85,"Brian Gay",9,267105,"PGAChampionshipPoints",2010
86,86,"Scott Piercy",8,265647,"PGAChampionshipPoints",2010
87,87,"Chris Tidland",7,264091,"PGAChampionshipPoints",2010
88,88,"Brett Wetterich",6,260459,"PGAChampionshipPoints",2010
89,89,"Lucas Glover",6,258525,"PGAChampionshipPoints",2010
90,90,"Andres Romero",7,258034,"PGAChampionshipPoints",2010
91,91,"Freddie Jacobson",8,233925,"PGAChampionshipPoints",2010
92,92,"Chad Campbell",8,230191,"PGAChampionshipPoints",2010
93,93,"Steve Marino",7,219876,"PGAChampionshipPoints",2010
94,94,"Aaron Baddeley",8,218733,"PGAChampionshipPoints",2010
95,95,"Chris Riley",7,215260,"PGAChampionshipPoints",2010
96,96,"Bryce Molder",7,213406,"PGAChampionshipPoints",2010
97,97,"WC Liang",1,210000,"PGAChampionshipPoints",2010
98,98,"Brian Davis",10,208225,"PGAChampionshipPoints",2010
99,99,"David Duval",7,206955,"PGAChampionshipPoints",2010
100,100,"Tim Herron",7,205776,"PGAChampionshipPoints",2010
101,101,"Scott McCarron",7,200723,"PGAChampionshipPoints",2010
102,102,"Billy Mayfair",6,199800,"PGAChampionshipPoints",2010
103,103,"Peter Hanson",2,195225,"PGAChampionshipPoints",2010
104,104,"Aron Price",7,194502,"PGAChampionshipPoints",2010
105,105,"Jeff Quinney",7,190386,"PGAChampionshipPoints",2010
106,106,"DA Points",8,182278,"PGAChampionshipPoints",2010
107,107,"Kevin Stadler",7,180919,"PGAChampionshipPoints",2010
108,108,"Davis Love III",7,180705,"PGAChampionshipPoints",2010
109,109,"Alex Cejka",7,180400,"PGAChampionshipPoints",2010
110,110,"Paul Stankowski",7,179170,"PGAChampionshipPoints",2010
111,111,"Simon Dyson",2,175800,"PGAChampionshipPoints",2010
112,112,"Troy Matteson",10,172739,"PGAChampionshipPoints",2010
113,113,"Cameron Tringale",7,172700,"PGAChampionshipPoints",2010
114,114,"Garrett Willis",7,170590,"PGAChampionshipPoints",2010
115,115,"Cameron Beckman",7,169169,"PGAChampionshipPoints",2010
116,116,"Dean Wilson",8,168610,"PGAChampionshipPoints",2010
117,117,"Tom Pernice Jr",6,159599,"PGAChampionshipPoints",2010
118,118,"Ken Duke",2,158880,"PGAChampionshipPoints",2010
119,119,"Pat Perez",6,157271,"PGAChampionshipPoints",2010
120,120,"Jeev Milkha Singh",6,155239,"PGAChampionshipPoints",2010
121,121,"Robert Karlsson",2,150800,"PGAChampionshipPoints",2010
122,122,"Greg Chalmers",7,150065,"PGAChampionshipPoints",2010
123,123,"Woody Austin",8,147947,"PGAChampionshipPoints",2010
124,124,"George McNeill",8,146561,"PGAChampionshipPoints",2010
125,125,"Padraig Harrington",4,145663,"PGAChampionshipPoints",2010
126,126,"Troy Merritt",7,139189,"PGAChampionshipPoints",2010
127,127,"Ben Curtis",7,137599,"PGAChampionshipPoints",2010
128,128,"Brett Quigley",7,130092,"PGAChampionshipPoints",2010
129,129,"Charl Schwartzel",2,128733,"PGAChampionshipPoints",2010
130,130,"Jason Bohn",8,128272,"PGAChampionshipPoints",2010
131,131,"Louis Oosthuizen",2,125833,"PGAChampionshipPoints",2010
132,132,"Stephen Ames",7,125134,"PGAChampionshipPoints",2010
133,133,"Martin Flores",7,122125,"PGAChampionshipPoints",2010
134,134,"Mathew Goggin",7,120022,"PGAChampionshipPoints",2010
135,135,"Kevin Sutherland",6,118950,"PGAChampionshipPoints",2010
136,136,"Stuart Appleby",7,118063,"PGAChampionshipPoints",2010
137,137,"Carl Pettersson",7,116491,"PGAChampionshipPoints",2010
138,138,"Michael Letzig",8,111355,"PGAChampionshipPoints",2010
139,139,"Brian Stuard",7,109788,"PGAChampionshipPoints",2010
140,140,"Chris Couch",5,107618,"PGAChampionshipPoints",2010
141,141,"YE Yang",5,105419,"PGAChampionshipPoints",2010
142,142,"Kris Blanks",9,100229,"PGAChampionshipPoints",2010
143,143,"Matt Jones",6,99833,"PGAChampionshipPoints",2010
144,144,"Kenny Perry",3,96483,"PGAChampionshipPoints",2010
145,145,"John Merrick",9,95505,"PGAChampionshipPoints",2010
146,146,"Francesco Molinari",2,95133,"PGAChampionshipPoints",2010
147,147,"JP Hayes",7,94975,"PGAChampionshipPoints",2010
148,148,"Nathan Green",7,91280,"PGAChampionshipPoints",2010
149,149,"Scott Verplank",5,88525,"PGAChampionshipPoints",2010
150,150,"Briny Baird",8,87048,"PGAChampionshipPoints",2010
151,151,"Lee Janzen",6,85669,"PGAChampionshipPoints",2010
152,152,"Stephen Gallacher",1,84733,"PGAChampionshipPoints",2010
153,153,"David Horsey",2,84450,"PGAChampionshipPoints",2010
154,154,"Chris DiMarco",7,84118,"PGAChampionshipPoints",2010
155,155,"Edoardo Molinari",2,83133,"PGAChampionshipPoints",2010
156,156,"James Driscoll",7,82953,"PGAChampionshipPoints",2010
157,157,"Cliff Kresge",6,82348,"PGAChampionshipPoints",2010
158,158,"Boo Weekley",7,78238,"PGAChampionshipPoints",2010
159,159,"Tom Lehman",3,74735,"PGAChampionshipPoints",2010
160,160,"Ricky Barnes",6,73353,"PGAChampionshipPoints",2010
161,161,"Sergio Garcia",2,72000,"PGAChampionshipPoints",2010
161,161,"Miguel Angel Jimenez",2,72000,"PGAChampionshipPoints",2010
161,161,"Graeme McDowell",2,72000,"PGAChampionshipPoints",2010
164,164,"Bob Estes",8,70505,"PGAChampionshipPoints",2010
165,165,"Shaun Micheel",8,68912,"PGAChampionshipPoints",2010
166,166,"Chad Collins",5,68157,"PGAChampionshipPoints",2010
167,167,"Katsumasa Miyamoto",1,63500,"PGAChampionshipPoints",2010
167,167,"Oliver Wilson",2,63500,"PGAChampionshipPoints",2010
169,169,"Paul Goydos",4,62159,"PGAChampionshipPoints",2010
170,170,"Ross McGowan",2,60000,"PGAChampionshipPoints",2010
171,171,"James Nitties",7,58777,"PGAChampionshipPoints",2010
172,172,"Craig Bowden",3,58000,"PGAChampionshipPoints",2010
172,172,"Alvaro Quiros",2,58000,"PGAChampionshipPoints",2010
174,174,"Henrik Stenson",6,56500,"PGAChampionshipPoints",2010
175,175,"Anthony Kim",6,56400,"PGAChampionshipPoints",2010
176,176,"Nicholas Thompson",6,56077,"PGAChampionshipPoints",2010
177,177,"Chris Kirk",1,54480,"PGAChampionshipPoints",2010
177,177,"Jarrod Lyle",5,54480,"PGAChampionshipPoints",2010
179,179,"Gregory Bourdy",2,54475,"PGAChampionshipPoints",2010
180,180,"Rhys Davies",2,52467,"PGAChampionshipPoints",2010
181,181,"Matt Bettencourt",8,52343,"PGAChampionshipPoints",2010
182,182,"Ross Fisher",2,50214,"PGAChampionshipPoints",2010
183,183,"Brenden Pappas",7,48951,"PGAChampionshipPoints",2010
184,184,"Ryo Ishikawa",2,47250,"PGAChampionshipPoints",2010
184,184,"Alexander Noren",1,47250,"PGAChampionshipPoints",2010
186,186,"Seung Yul Noh",2,46700,"PGAChampionshipPoints",2010
187,187,"Mike Weir",3,46000,"PGAChampionshipPoints",2010
188,188,"Carlos Franco",3,45938,"PGAChampionshipPoints",2010
189,189,"Blake Adams",5,45125,"PGAChampionshipPoints",2010
190,190,"Kevin Chappell",1,44000,"PGAChampionshipPoints",2010
190,190,"John Ellis",1,44000,"PGAChampionshipPoints",2010
190,190,"Marcus Fraser",1,44000,"PGAChampionshipPoints",2010
193,193,"Justin Bolli",6,43240,"PGAChampionshipPoints",2010
194,194,"James Kingston",1,42250,"PGAChampionshipPoints",2010
195,195,"Kirk Triplett",3,41727,"PGAChampionshipPoints",2010
196,196,"Hennie Otto",1,40750,"PGAChampionshipPoints",2010
197,197,"Yuta Ikeda",2,39250,"PGAChampionshipPoints",2010
198,198,"Daniel Chopra",7,38736,"PGAChampionshipPoints",2010
199,199,"Garth Mulroy",3,37616,"PGAChampionshipPoints",2010
200,200,"Gonzalo Fdez Castano",1,37133,"PGAChampionshipPoints",2010
201,201,"Soren Hansen",2,36750,"PGAChampionshipPoints",2010
202,202,"Michael Jonzon",1,35875,"PGAChampionshipPoints",2010
203,203,"John Daly",5,35658,"PGAChampionshipPoints",2010
204,204,"Derek Lamely",6,33728,"PGAChampionshipPoints",2010
205,205,"Jamie Lovemark",1,32500,"PGAChampionshipPoints",2010
206,206,"Mathias Gronberg",7,31381,"PGAChampionshipPoints",2010
207,207,"Rich Barcelo",7,29250,"PGAChampionshipPoints",2010
208,208,"Henrik Bjornstad",7,28561,"PGAChampionshipPoints",2010
209,209,"Andrew McLardy",7,27160,"PGAChampionshipPoints",2010
210,210,"Greg Kraft",6,26803,"PGAChampionshipPoints",2010
211,211,"Glen Day",3,26725,"PGAChampionshipPoints",2010
212,212,"Jay Williamson",7,26530,"PGAChampionshipPoints",2010
213,213,"Steve Wheatcroft",7,26508,"PGAChampionshipPoints",2010
214,214,"Ted Purdy",7,26179,"PGAChampionshipPoints",2010
215,215,"Michael Bradley",6,22600,"PGAChampionshipPoints",2010
216,216,"Craig Barlow",3,22311,"PGAChampionshipPoints",2010
217,217,"Greg Owen",7,21773,"PGAChampionshipPoints",2010
218,218,"David Lutterus",7,21043,"PGAChampionshipPoints",2010
219,219,"Tim Wilkinson",1,20250,"PGAChampionshipPoints",2010
220,220,"Omar Uresti",7,19735,"PGAChampionshipPoints",2010
221,221,"Joe Ogilvie",8,18909,"PGAChampionshipPoints",2010
222,222,"Todd Hamilton",6,18750,"PGAChampionshipPoints",2010
223,223,"Jeff Gove",7,18672,"PGAChampionshipPoints",2010
224,224,"Steve Lowery",5,18567,"PGAChampionshipPoints",2010
225,225,"Steve Flesch",5,18469,"PGAChampionshipPoints",2010
226,226,"Matt Every",1,18330,"PGAChampionshipPoints",2010
226,226,"John Huston",1,18330,"PGAChampionshipPoints",2010
228,228,"Skip Kendall",5,18267,"PGAChampionshipPoints",2010
229,229,"Jeff Maggert",7,18225,"PGAChampionshipPoints",2010
230,230,"Jimmy Walker",6,17588,"PGAChampionshipPoints",2010
231,231,"Jason Gore",1,17366,"PGAChampionshipPoints",2010
231,231,"Drew Weaver",1,17366,"PGAChampionshipPoints",2010
233,233,"Darren Clarke",1,16971,"PGAChampionshipPoints",2010
233,233,"KT Kim",1,16971,"PGAChampionshipPoints",2010
235,235,"Brent Delahoussaye",7,16482,"PGAChampionshipPoints",2010
236,236,"Chris Wilson",7,16408,"PGAChampionshipPoints",2010
237,237,"Fredrik Andersson Hed",1,14717,"PGAChampionshipPoints",2010
238,238,"Danny Wax",1,14450,"PGAChampionshipPoints",2010
239,239,"Rob Labritz",1,14150,"PGAChampionshipPoints",2010
240,240,"Fred Funk",1,12732,"PGAChampionshipPoints",2010
241,241,"Jerry Richardson Jr",1,12725,"PGAChampionshipPoints",2010
242,242,"Trevor Immelman",6,11433,"PGAChampionshipPoints",2010
242,242,"Kent Jones",2,11433,"PGAChampionshipPoints",2010
242,242,"Frank Lickliter II",1,11433,"PGAChampionshipPoints",2010
245,245,"Alex Hamilton",1,10836,"PGAChampionshipPoints",2010
246,246,"Marc Turnesa",1,10159,"PGAChampionshipPoints",2010
247,247,"Roger Tambellini",7,10105,"PGAChampionshipPoints",2010
248,248,"Mark Brooks",4,10090,"PGAChampionshipPoints",2010
249,249,"Mike Small",4,9635,"PGAChampionshipPoints",2010
250,250,"Brad Faxon",6,9280,"PGAChampionshipPoints",2010
251,251,"Jesper Parnevik",1,9165,"PGAChampionshipPoints",2010
252,252,"Marco Dawson",2,8880,"PGAChampionshipPoints",2010
252,252,"Rod Pampling",7,8880,"PGAChampionshipPoints",2010
254,254,"Billy Hurley III",1,8560,"PGAChampionshipPoints",2010
255,255,"Warren Schutte",1,8471,"PGAChampionshipPoints",2010
256,256,"Vance Veazey",7,8311,"PGAChampionshipPoints",2010
257,257,"Michael ONeal",1,8120,"PGAChampionshipPoints",2010
258,258,"Eric Axley",1,7452,"PGAChampionshipPoints",2010
259,259,"Kevin Johnson",6,6948,"PGAChampionshipPoints",2010
260,260,"Jim Gallagher Jr",1,6552,"PGAChampionshipPoints",2010
