"DrivingDistance_RANKTHISWEEK_2011","DrivingDistance_RANKLASTWEEK_2011","DrivingDistance_PLAYERNAME_2011","DrivingDistance_ROUNDS_2011","DrivingDistance_AVG_2011","DrivingDistance_TOTALDISTANCE_2011","DrivingDistance_TOTALDRIVES_2011","stat_name","year"
103,103,"Tom Gillis",55,290.1,31914,110,"DrivingDistance",2011
103,103,"Lee Janzen",62,290.1,32495,112,"DrivingDistance",2011
103,103,"Ryan Moore",79,290.1,43510,150,"DrivingDistance",2011
106,106,"Geoff Ogilvy",69,290,38286,132,"DrivingDistance",2011
107,107,"Retief Goosen",50,289.9,28415,98,"DrivingDistance",2011
107,107,"William McGirt",103,289.9,57398,198,"DrivingDistance",2011
109,109,"Ben Martin",74,289.5,40528,140,"DrivingDistance",2011
109,109,"Graeme McDowell",50,289.5,27213,94,"DrivingDistance",2011
111,111,"Kevin Streelman",90,289.2,52050,180,"DrivingDistance",2011
112,112,"Briny Baird",60,289.1,31223,108,"DrivingDistance",2011
113,113,"Steve Stricker",70,288.8,39859,138,"DrivingDistance",2011
114,114,"Hunter Haas",96,288.5,53082,184,"DrivingDistance",2011
114,114,"Trevor Immelman",84,288.5,48465,168,"DrivingDistance",2011
116,116,"Fabian Gomez",84,288.4,43832,152,"DrivingDistance",2011
117,117,"Matt Bettencourt",84,288.3,48437,168,"DrivingDistance",2011
118,118,"Ernie Els",71,288.1,39753,138,"DrivingDistance",2011
119,119,"Brendon de Jonge",105,287.8,58132,202,"DrivingDistance",2011
120,120,"Woody Austin",59,287.6,30487,106,"DrivingDistance",2011
121,121,"Stuart Appleby",65,287.5,37374,130,"DrivingDistance",2011
122,122,"Freddie Jacobson",92,287.4,48282,168,"DrivingDistance",2011
122,122,"DA Points",89,287.4,51162,178,"DrivingDistance",2011
124,124,"Brandt Snedeker",85,287.2,48816,170,"DrivingDistance",2011
125,125,"Jason Dufner",78,286.8,44745,156,"DrivingDistance",2011
125,125,"Troy Merritt",63,286.8,34986,122,"DrivingDistance",2011
127,127,"Spencer Levin",113,286.3,62416,218,"DrivingDistance",2011
128,128,"Matt Kuchar",94,286.2,50366,176,"DrivingDistance",2011
129,129,"Rich Beem",53,286.1,30325,106,"DrivingDistance",2011
129,129,"Jarrod Lyle",83,286.1,45201,158,"DrivingDistance",2011
129,129,"Shaun Micheel",77,286.1,41773,146,"DrivingDistance",2011
132,132,"Justin Hicks",60,286,29742,104,"DrivingDistance",2011
133,133,"Charlie Wi",83,285.8,47443,166,"DrivingDistance",2011
134,134,"KJ Choi",77,285.6,42834,150,"DrivingDistance",2011
135,135,"Steve Elkington",50,285.4,28543,100,"DrivingDistance",2011
135,135,"Matt McQuillan",59,285.4,31399,110,"DrivingDistance",2011
137,137,"Nathan Green",81,285,43891,154,"DrivingDistance",2011
137,137,"Kent Jones",76,285,40474,142,"DrivingDistance",2011
139,139,"Kris Blanks",92,284.9,51276,180,"DrivingDistance",2011
139,139,"Jason Bohn",74,284.9,39879,140,"DrivingDistance",2011
139,139,"Ben Crane",76,284.9,41599,146,"DrivingDistance",2011
139,139,"Daniel Summerhays",75,284.9,41596,146,"DrivingDistance",2011
143,143,"Arjun Atwal",91,284.8,51842,182,"DrivingDistance",2011
143,143,"Mark Wilson",89,284.8,49548,174,"DrivingDistance",2011
145,145,"Cameron Beckman",71,284.3,38102,134,"DrivingDistance",2011
145,145,"Kevin Kisner",70,284.3,36394,128,"DrivingDistance",2011
147,147,"Luke Donald",73,284.1,38064,134,"DrivingDistance",2011
147,147,"Vaughn Taylor",89,284.1,50571,178,"DrivingDistance",2011
149,149,"Paul Stankowski",78,283.9,40875,144,"DrivingDistance",2011
150,150,"Stephen Ames",69,283.8,36890,130,"DrivingDistance",2011
151,151,"Joe Durant",71,283.6,39143,138,"DrivingDistance",2011
152,152,"Ryuji Imada",83,283.4,47048,166,"DrivingDistance",2011
153,153,"Brian Davis",105,283.3,59483,210,"DrivingDistance",2011
153,153,"Billy Mayfair",94,283.3,50999,180,"DrivingDistance",2011
155,155,"Ian Poulter",52,282.8,28850,102,"DrivingDistance",2011
155,155,"Marc Turnesa",54,282.8,29406,104,"DrivingDistance",2011
157,157,"JP Hayes",56,282.7,30529,108,"DrivingDistance",2011
158,158,"Aron Price",58,282.6,29388,104,"DrivingDistance",2011
159,159,"Steve Flesch",88,282.5,47462,168,"DrivingDistance",2011
160,160,"Johnson Wagner",81,282.2,43455,154,"DrivingDistance",2011
161,161,"David Mathis",83,282,43422,154,"DrivingDistance",2011
161,161,"Bryce Molder",82,282,45119,160,"DrivingDistance",2011
163,163,"Heath Slocum",89,281.9,49612,176,"DrivingDistance",2011
164,164,"Jim Furyk",87,281.4,48401,172,"DrivingDistance",2011
165,165,"Nate Smith",66,281.2,33743,120,"DrivingDistance",2011
166,166,"Tim Petrovic",88,280.5,47118,168,"DrivingDistance",2011
167,167,"Alex Cejka",59,280.3,33076,118,"DrivingDistance",2011
168,168,"Shane Bertsch",62,280.1,31370,112,"DrivingDistance",2011
168,168,"Justin Leonard",82,280.1,45944,164,"DrivingDistance",2011
170,170,"Kevin Na",84,279.8,47009,168,"DrivingDistance",2011
171,171,"Garrett Willis",71,279.7,38598,138,"DrivingDistance",2011
172,172,"Greg Chalmers",88,279.6,48090,172,"DrivingDistance",2011
173,173,"Michael Connell",76,279.5,42484,152,"DrivingDistance",2011
174,174,"Chris Riley",76,279.3,40221,144,"DrivingDistance",2011
175,175,"David Toms",78,279.1,41302,148,"DrivingDistance",2011
176,176,"Colt Knost",80,279,41291,148,"DrivingDistance",2011
177,177,"Zach Johnson",79,278.2,43396,156,"DrivingDistance",2011
178,178,"Chris DiMarco",93,277.9,49475,178,"DrivingDistance",2011
179,179,"Dean Wilson",62,276.8,34319,124,"DrivingDistance",2011
180,180,"Ben Curtis",66,276.7,36522,132,"DrivingDistance",2011
181,181,"Richard Johnson",64,276.6,32087,116,"DrivingDistance",2011
182,182,"Nick OHern",89,276.3,46965,170,"DrivingDistance",2011
183,183,"Jerry Kelly",85,275.6,44091,160,"DrivingDistance",2011
184,184,"Rocco Mediate",53,275.5,29208,106,"DrivingDistance",2011
185,185,"Paul Goydos",81,274.8,44523,162,"DrivingDistance",2011
186,186,"Brian Gay",90,269.8,46410,172,"DrivingDistance",2011
