"AverageDistanceofEagleputtsmade_RANKTHISWEEK_2010","AverageDistanceofEagleputtsmade_RANKLASTWEEK_2010","AverageDistanceofEagleputtsmade_PLAYERNAME_2010","AverageDistanceofEagleputtsmade_ROUNDS_2010","AverageDistanceofEagleputtsmade_AVG_2010","AverageDistanceofEagleputtsmade_TOTDISTFT_2010","AverageDistanceofEagleputtsmade_TOTEAGLESPUTTSMADE_2010","AverageDistanceofEagleputtsmade_LONGESTMADEFT_2010","AverageDistanceofEagleputtsmade_SHORTESTMADEFT_2010","stat_name","year"
28,28,"Vance Veazey",58,NA,26.583,1,27,27,"AverageDistanceofEagleputtsmade",2010
29,29,"Lee Janzen",77,NA,53,2,38,16,"AverageDistanceofEagleputtsmade",2010
30,30,"Michael Sim",64,NA,25.417,1,25,25,"AverageDistanceofEagleputtsmade",2010
31,31,"Justin Leonard",89,NA,25.333,1,25,25,"AverageDistanceofEagleputtsmade",2010
31,31,"Troy Merritt",86,NA,76.083,3,46,14,"AverageDistanceofEagleputtsmade",2010
33,33,"Kevin Johnson",62,NA,24.917,1,25,25,"AverageDistanceofEagleputtsmade",2010
34,34,"Ben Curtis",78,NA,48.583,2,34,15,"AverageDistanceofEagleputtsmade",2010
34,34,"Adam Scott",70,NA,97.167,4,45,9,"AverageDistanceofEagleputtsmade",2010
36,36,"Scott McCarron",90,NA,121.083,5,51,8,"AverageDistanceofEagleputtsmade",2010
37,37,"Charlie Wi",95,NA,95.083,4,48,10,"AverageDistanceofEagleputtsmade",2010
38,38,"Aaron Baddeley",94,NA,141.917,6,48,3,"AverageDistanceofEagleputtsmade",2010
38,38,"Ryuji Imada",90,NA,47.25,2,38,10,"AverageDistanceofEagleputtsmade",2010
40,40,"Jeff Overton",89,NA,94,4,59,1,"AverageDistanceofEagleputtsmade",2010
40,40,"Josh Teater",101,NA,117.417,5,51,12,"AverageDistanceofEagleputtsmade",2010
42,42,"Jay Williamson",76,NA,46.25,2,39,7,"AverageDistanceofEagleputtsmade",2010
43,43,"Freddie Jacobson",83,NA,46.083,2,27,19,"AverageDistanceofEagleputtsmade",2010
44,44,"Kevin Stadler",86,NA,160.833,7,64,4,"AverageDistanceofEagleputtsmade",2010
45,45,"John Mallinger",78,NA,67.917,3,29,17,"AverageDistanceofEagleputtsmade",2010
45,45,"Camilo Villegas",78,NA,90.583,4,42,8,"AverageDistanceofEagleputtsmade",2010
47,47,"Phil Mickelson",76,NA,112.5,5,65,7,"AverageDistanceofEagleputtsmade",2010
48,48,"Roger Tambellini",77,NA,44.833,2,26,19,"AverageDistanceofEagleputtsmade",2010
49,49,"Zach Johnson",93,NA,22.25,1,22,22,"AverageDistanceofEagleputtsmade",2010
50,50,"Jeff Maggert",76,NA,43.917,2,38,6,"AverageDistanceofEagleputtsmade",2010
51,51,"Boo Weekley",88,NA,129.833,6,50,7,"AverageDistanceofEagleputtsmade",2010
52,52,"Joe Ogilvie",99,NA,64.583,3,33,13,"AverageDistanceofEagleputtsmade",2010
53,53,"Steve Elkington",74,NA,21.417,1,21,21,"AverageDistanceofEagleputtsmade",2010
54,54,"Dustin Johnson",83,NA,147.75,7,50,4,"AverageDistanceofEagleputtsmade",2010
55,55,"Alex Prugh",88,NA,186.667,9,57,1,"AverageDistanceofEagleputtsmade",2010
56,56,"Bill Haas",87,NA,102.417,5,33,11,"AverageDistanceofEagleputtsmade",2010
57,57,"Andres Romero",73,NA,121.75,6,37,6,"AverageDistanceofEagleputtsmade",2010
58,58,"Stewart Cink",84,NA,60.083,3,29,14,"AverageDistanceofEagleputtsmade",2010
59,59,"Chris Riley",73,NA,59.333,3,32,9,"AverageDistanceofEagleputtsmade",2010
60,60,"Bill Lunde",79,NA,117.5,6,51,5,"AverageDistanceofEagleputtsmade",2010
60,60,"Will Ma Kenzie",72,NA,58.667,3,35,8,"AverageDistanceofEagleputtsmade",2010
62,62,"Steve Wheatcroft",74,NA,37.583,2,27,11,"AverageDistanceofEagleputtsmade",2010
63,63,"Alex Cejka",81,NA,56.25,3,28,8,"AverageDistanceofEagleputtsmade",2010
63,63,"Robert Garrigus",71,NA,56.167,3,42,6,"AverageDistanceofEagleputtsmade",2010
65,65,"Angel Cabrera",64,NA,54.75,3,26,8,"AverageDistanceofEagleputtsmade",2010
66,66,"JJ Henry",92,NA,54.5,3,39,4,"AverageDistanceofEagleputtsmade",2010
67,67,"Kevin Streelman",90,NA,54.333,3,29,10,"AverageDistanceofEagleputtsmade",2010
68,68,"Stuart Appleby",101,NA,88.917,5,39,3,"AverageDistanceofEagleputtsmade",2010
69,69,"Ryan Moore",80,NA,70.167,4,40,2,"AverageDistanceofEagleputtsmade",2010
69,69,"Mike Weir",59,NA,35.167,2,18,18,"AverageDistanceofEagleputtsmade",2010
71,71,"Johnson Wagner",85,NA,52.417,3,27,7,"AverageDistanceofEagleputtsmade",2010
72,72,"Vijay Singh",75,NA,69.667,4,56,NA,"AverageDistanceofEagleputtsmade",2010
73,73,"Steve Marino",81,NA,34.333,2,32,3,"AverageDistanceofEagleputtsmade",2010
74,74,"Jonathan Byrd",85,NA,68.167,4,24,14,"AverageDistanceofEagleputtsmade",2010
75,75,"Pat Perez",90,NA,33.583,2,27,6,"AverageDistanceofEagleputtsmade",2010
75,75,"Scott Piercy",88,NA,134.417,8,40,NA,"AverageDistanceofEagleputtsmade",2010
77,77,"John Daly",63,NA,66.833,4,27,NA,"AverageDistanceofEagleputtsmade",2010
77,77,"YE Yang",72,NA,50.333,3,35,4,"AverageDistanceofEagleputtsmade",2010
79,79,"Rickie Fowler",98,NA,81.5,5,34,5,"AverageDistanceofEagleputtsmade",2010
80,80,"Robert Allenby",76,NA,64.583,4,36,4,"AverageDistanceofEagleputtsmade",2010
81,81,"Charles Warren",64,NA,112.5,7,41,4,"AverageDistanceofEagleputtsmade",2010
82,82,"Nicholas Thompson",88,NA,78.667,5,32,4,"AverageDistanceofEagleputtsmade",2010
83,83,"Mark Calcavecchia",50,NA,47,3,28,9,"AverageDistanceofEagleputtsmade",2010
83,83,"Rod Pampling",77,NA,47,3,28,6,"AverageDistanceofEagleputtsmade",2010
85,85,"Steve Lowery",67,NA,31.083,2,17,14,"AverageDistanceofEagleputtsmade",2010
86,86,"Joe Durant",67,NA,61.583,4,22,5,"AverageDistanceofEagleputtsmade",2010
86,86,"Steve Flesch",78,NA,46.167,3,36,NA,"AverageDistanceofEagleputtsmade",2010
86,86,"Ryan Palmer",84,NA,61.5,4,28,4,"AverageDistanceofEagleputtsmade",2010
86,86,"Kevin Sutherland",86,NA,123.5,8,34,8,"AverageDistanceofEagleputtsmade",2010
90,90,"Henrik Bjornstad",72,NA,45.167,3,40,NA,"AverageDistanceofEagleputtsmade",2010
91,91,"Rich Barcelo",70,NA,73.333,5,31,2,"AverageDistanceofEagleputtsmade",2010
92,92,"Michael Connell",89,NA,84.667,6,44,1,"AverageDistanceofEagleputtsmade",2010
92,92,"David Duval",71,NA,28.167,2,19,9,"AverageDistanceofEagleputtsmade",2010
94,94,"Lucas Glover",75,NA,69.417,5,28,3,"AverageDistanceofEagleputtsmade",2010
94,94,"James Nitties",92,NA,69.667,5,23,6,"AverageDistanceofEagleputtsmade",2010
94,94,"Carl Pettersson",99,NA,97.5,7,34,5,"AverageDistanceofEagleputtsmade",2010
97,97,"Bob Estes",79,NA,27.583,2,16,12,"AverageDistanceofEagleputtsmade",2010
97,97,"Brad Faxon",58,NA,27.667,2,22,6,"AverageDistanceofEagleputtsmade",2010
97,97,"Tim Petrovic",105,NA,27.667,2,15,13,"AverageDistanceofEagleputtsmade",2010
100,100,"Paul Casey",64,NA,95.833,7,29,4,"AverageDistanceofEagleputtsmade",2010
100,100,"Brian Stuard",81,NA,41,3,23,8,"AverageDistanceofEagleputtsmade",2010
102,102,"Charley Hoffman",85,NA,95.083,7,39,3,"AverageDistanceofEagleputtsmade",2010
103,103,"Woody Austin",93,NA,53.917,4,25,1,"AverageDistanceofEagleputtsmade",2010
104,104,"Hunter Mahan",85,NA,79.25,6,27,3,"AverageDistanceofEagleputtsmade",2010
105,105,"Padraig Harrington",57,NA,66,5,39,2,"AverageDistanceofEagleputtsmade",2010
106,106,"Matt Every",60,NA,39.167,3,15,11,"AverageDistanceofEagleputtsmade",2010
106,106,"Marc Leishman",87,NA,39.333,3,14,12,"AverageDistanceofEagleputtsmade",2010
108,108,"Brendon de Jonge",114,NA,77.333,6,17,1,"AverageDistanceofEagleputtsmade",2010
109,109,"Matt Bettencourt",91,NA,140.167,11,32,1,"AverageDistanceofEagleputtsmade",2010
109,109,"Bubba Watson",77,NA,89.333,7,33,4,"AverageDistanceofEagleputtsmade",2010
111,111,"Derek Lamely",81,NA,76.167,6,24,1,"AverageDistanceofEagleputtsmade",2010
112,112,"Greg Owen",69,NA,12.5,1,13,13,"AverageDistanceofEagleputtsmade",2010
113,113,"George McNeill",79,NA,49.583,4,36,1,"AverageDistanceofEagleputtsmade",2010
113,113,"Heath Slocum",97,NA,37.167,3,18,8,"AverageDistanceofEagleputtsmade",2010
115,115,"DA Points",90,NA,24.583,2,13,12,"AverageDistanceofEagleputtsmade",2010
116,116,"Matt Jones",89,NA,73.25,6,35,4,"AverageDistanceofEagleputtsmade",2010
116,116,"Bo Van Pelt",104,NA,73.583,6,26,1,"AverageDistanceofEagleputtsmade",2010
118,118,"Retief Goosen",75,NA,24.25,2,17,7,"AverageDistanceofEagleputtsmade",2010
118,118,"JB Holmes",100,NA,133.667,11,28,3,"AverageDistanceofEagleputtsmade",2010
120,120,"Rory Sabbatini",79,NA,36.167,3,18,6,"AverageDistanceofEagleputtsmade",2010
121,121,"Kevin Na",94,NA,23.917,2,14,10,"AverageDistanceofEagleputtsmade",2010
122,122,"Brandt Snedeker",89,NA,47.5,4,33,NA,"AverageDistanceofEagleputtsmade",2010
123,123,"Mathias Gronberg",61,NA,23.667,2,21,3,"AverageDistanceofEagleputtsmade",2010
124,124,"Chris DiMarco",88,NA,35.167,3,19,NA,"AverageDistanceofEagleputtsmade",2010
124,124,"Garrett Willis",82,NA,35.167,3,23,3,"AverageDistanceofEagleputtsmade",2010
126,126,"KJ Choi",82,NA,46.667,4,25,4,"AverageDistanceofEagleputtsmade",2010
127,127,"Matt Kuchar",97,NA,34.667,3,14,10,"AverageDistanceofEagleputtsmade",2010
128,128,"Cliff Kresge",50,NA,34.583,3,13,9,"AverageDistanceofEagleputtsmade",2010
128,128,"Tom Pernice Jr",74,NA,34.5,3,26,4,"AverageDistanceofEagleputtsmade",2010
128,128,"Chris Wilson",65,NA,11.5,1,12,12,"AverageDistanceofEagleputtsmade",2010
131,131,"Daniel Chopra",74,NA,34.25,3,16,6,"AverageDistanceofEagleputtsmade",2010
132,132,"Rory McIlroy",54,NA,45.25,4,27,4,"AverageDistanceofEagleputtsmade",2010
133,133,"Nick Watney",91,NA,55.667,5,28,3,"AverageDistanceofEagleputtsmade",2010
134,134,"DJ Trahan",92,NA,77.667,7,21,4,"AverageDistanceofEagleputtsmade",2010
135,135,"Jason Dufner",87,NA,66,6,24,6,"AverageDistanceofEagleputtsmade",2010
135,135,"Sean OHair",84,NA,77.083,7,14,NA,"AverageDistanceofEagleputtsmade",2010
137,137,"Ricky Barnes",103,NA,43.167,4,24,2,"AverageDistanceofEagleputtsmade",2010
137,137,"Tom Gillis",97,NA,54.167,5,15,4,"AverageDistanceofEagleputtsmade",2010
139,139,"Jarrod Lyle",54,NA,21.417,2,13,9,"AverageDistanceofEagleputtsmade",2010
140,140,"Trevor Immelman",55,NA,21.333,2,19,3,"AverageDistanceofEagleputtsmade",2010
141,141,"Ted Purdy",86,NA,20.833,2,12,9,"AverageDistanceofEagleputtsmade",2010
142,142,"Steve Stricker",73,NA,30.333,3,12,8,"AverageDistanceofEagleputtsmade",2010
143,143,"Jimmy Walker",82,NA,19.75,2,12,8,"AverageDistanceofEagleputtsmade",2010
144,144,"James Driscoll",78,NA,38.333,4,18,3,"AverageDistanceofEagleputtsmade",2010
144,144,"Billy Mayfair",78,NA,28.75,3,12,7,"AverageDistanceofEagleputtsmade",2010
146,146,"Jeev Milkha Singh",59,NA,19,2,14,5,"AverageDistanceofEagleputtsmade",2010
147,147,"Nathan Green",86,NA,18.583,2,12,7,"AverageDistanceofEagleputtsmade",2010
147,147,"Troy Matteson",84,NA,37.417,4,25,2,"AverageDistanceofEagleputtsmade",2010
149,149,"Graham DeLaet",88,NA,27.833,3,13,7,"AverageDistanceofEagleputtsmade",2010
149,149,"Charles Howell III",103,NA,27.667,3,17,5,"AverageDistanceofEagleputtsmade",2010
151,151,"John Merrick",109,NA,27.5,3,18,3,"AverageDistanceofEagleputtsmade",2010
152,152,"Martin Laird",91,NA,98.917,11,21,2,"AverageDistanceofEagleputtsmade",2010
153,153,"Webb Simpson",98,NA,17.333,2,13,4,"AverageDistanceofEagleputtsmade",2010
154,154,"Spencer Levin",110,NA,16.75,2,10,6,"AverageDistanceofEagleputtsmade",2010
155,155,"Garth Mulroy",53,NA,33.25,4,15,3,"AverageDistanceofEagleputtsmade",2010
156,156,"Paul Goydos",78,NA,8.083,1,8,8,"AverageDistanceofEagleputtsmade",2010
156,156,"David Lutterus",69,NA,16.083,2,10,6,"AverageDistanceofEagleputtsmade",2010
158,158,"Briny Baird",87,NA,24,3,11,4,"AverageDistanceofEagleputtsmade",2010
158,158,"Brett Wetterich",54,NA,16,2,9,7,"AverageDistanceofEagleputtsmade",2010
160,160,"Davis Love III",79,NA,31.5,4,15,3,"AverageDistanceofEagleputtsmade",2010
161,161,"Brent Delahoussaye",57,NA,7.75,1,8,8,"AverageDistanceofEagleputtsmade",2010
162,162,"Brian Davis",101,NA,29.667,4,23,NA,"AverageDistanceofEagleputtsmade",2010
163,163,"Jerry Kelly",99,NA,14.333,2,10,5,"AverageDistanceofEagleputtsmade",2010
164,164,"Kenny Perry",69,NA,14.083,2,8,6,"AverageDistanceofEagleputtsmade",2010
164,164,"Aron Price",70,NA,21.333,3,15,2,"AverageDistanceofEagleputtsmade",2010
164,164,"Paul Stankowski",62,NA,7.083,1,7,7,"AverageDistanceofEagleputtsmade",2010
167,167,"Greg Chalmers",93,NA,27.5,4,21,2,"AverageDistanceofEagleputtsmade",2010
167,167,"Tim Herron",79,NA,13.833,2,9,5,"AverageDistanceofEagleputtsmade",2010
167,167,"John Senden",103,NA,20.833,3,10,3,"AverageDistanceofEagleputtsmade",2010
170,170,"Vaughn Taylor",87,NA,6.833,1,7,7,"AverageDistanceofEagleputtsmade",2010
171,171,"Andrew McLardy",52,NA,6.75,1,7,7,"AverageDistanceofEagleputtsmade",2010
172,172,"David Toms",86,NA,18.5,3,13,2,"AverageDistanceofEagleputtsmade",2010
173,173,"Ernie Els",72,NA,11.25,2,10,2,"AverageDistanceofEagleputtsmade",2010
174,174,"Chris Couch",66,NA,16.083,3,11,2,"AverageDistanceofEagleputtsmade",2010
175,175,"Michael Letzig",84,NA,31.583,6,8,2,"AverageDistanceofEagleputtsmade",2010
176,176,"Omar Uresti",74,NA,5.167,1,5,5,"AverageDistanceofEagleputtsmade",2010
177,177,"Cameron Beckman",68,NA,9.917,2,6,4,"AverageDistanceofEagleputtsmade",2010
177,177,"Rocco Mediate",71,NA,5,1,5,5,"AverageDistanceofEagleputtsmade",2010
179,179,"Michael Bradley",77,NA,4.083,1,4,4,"AverageDistanceofEagleputtsmade",2010
179,179,"Chris Tidland",77,NA,4.083,1,4,4,"AverageDistanceofEagleputtsmade",2010
181,181,"Bryce Molder",84,NA,7.333,2,4,3,"AverageDistanceofEagleputtsmade",2010
182,182,"Jason Bohn",84,NA,7.167,2,5,2,"AverageDistanceofEagleputtsmade",2010
183,183,"Cameron Tringale",55,NA,6.417,2,5,2,"AverageDistanceofEagleputtsmade",2010
184,184,"Justin Rose",78,NA,3.167,1,3,3,"AverageDistanceofEagleputtsmade",2010
185,185,"Roland Thatcher",72,NA,4.833,2,3,2,"AverageDistanceofEagleputtsmade",2010
