"RightRoughTendency_RANKTHISWEEK_2012","RightRoughTendency_RANKLASTWEEK_2012","RightRoughTendency_PLAYERNAME_2012","RightRoughTendency_ROUNDS_2012","RightRoughTendency_Pct_2012","RightRoughTendency_TOTALRIGHTROUGH_2012","RightRoughTendency_POSSIBLEFWYS_2012","RightRoughTendency_RELATIVETOPAR_2012","stat_name","year"
29,29,"DJ Trahan",73,12.63,108,855,0.13,"RightRoughTendency",2012
30,30,"Ian Poulter",57,12.67,67,529,0.03,"RightRoughTendency",2012
31,31,"Phil Mickelson",79,12.8,105,820,0.06,"RightRoughTendency",2012
32,32,"Kyle Reifers",86,12.81,131,1023,0.18,"RightRoughTendency",2012
33,33,"Ryan Moore",89,12.88,145,1126,0.1,"RightRoughTendency",2012
34,34,"Chris DiMarco",83,12.91,129,999,0.19,"RightRoughTendency",2012
35,35,"David Toms",60,12.93,79,611,0.11,"RightRoughTendency",2012
36,36,"Rod Pampling",88,12.94,124,958,0.16,"RightRoughTendency",2012
37,37,"Lee Westwood",60,12.97,72,555,0.07,"RightRoughTendency",2012
38,38,"Roland Thatcher",55,12.99,79,608,0.28,"RightRoughTendency",2012
39,39,"Pat Perez",81,13.14,125,951,0.06,"RightRoughTendency",2012
40,40,"John Huh",99,13.16,156,1185,0.1,"RightRoughTendency",2012
41,41,"Webb Simpson",77,13.2,121,917,-0.12,"RightRoughTendency",2012
41,41,"Johnson Wagner",88,13.2,140,1061,0.14,"RightRoughTendency",2012
43,43,"Roberto Castro",92,13.22,138,1044,0.06,"RightRoughTendency",2012
44,44,"Ben Crane",73,13.24,114,861,-0.1,"RightRoughTendency",2012
44,44,"Colt Knost",79,13.24,123,929,0.2,"RightRoughTendency",2012
46,46,"Rickie Fowler",84,13.35,122,914,0.11,"RightRoughTendency",2012
47,47,"Chris Couch",61,13.42,100,745,0.02,"RightRoughTendency",2012
48,48,"DA Points",88,13.44,150,1116,-0.01,"RightRoughTendency",2012
49,49,"Brendon de Jonge",115,13.45,190,1413,0.14,"RightRoughTendency",2012
49,49,"Justin Leonard",79,13.45,127,944,0.12,"RightRoughTendency",2012
49,49,"Vaughn Taylor",81,13.45,119,885,0.22,"RightRoughTendency",2012
52,52,"Steve Wheatcroft",56,13.48,79,586,0.03,"RightRoughTendency",2012
53,53,"Brian Davis",91,13.52,148,1095,0.16,"RightRoughTendency",2012
54,54,"Henrik Stenson",51,13.55,79,583,0.03,"RightRoughTendency",2012
55,55,"John Senden",81,13.57,116,855,0.09,"RightRoughTendency",2012
56,56,"Carl Pettersson",92,13.6,151,1110,0.13,"RightRoughTendency",2012
57,57,"Edward Loar",59,13.61,81,595,0.21,"RightRoughTendency",2012
58,58,"Robert Allenby",76,13.64,124,909,0.21,"RightRoughTendency",2012
59,59,"Tiger Woods",69,13.66,91,666,0.05,"RightRoughTendency",2012
60,60,"Billy Mayfair",90,13.67,147,1075,0.08,"RightRoughTendency",2012
61,61,"John Merrick",83,13.77,137,995,0.12,"RightRoughTendency",2012
62,62,"Chris Stroud",86,13.83,144,1041,0.04,"RightRoughTendency",2012
63,63,"Garth Mulroy",59,13.84,88,636,0.11,"RightRoughTendency",2012
64,64,"Cameron Tringale",88,13.85,147,1061,0.23,"RightRoughTendency",2012
65,65,"Luke Donald",63,13.88,92,663,0.03,"RightRoughTendency",2012
66,66,"Arjun Atwal",79,13.89,127,914,0.12,"RightRoughTendency",2012
66,66,"Tommy Biershenk",74,13.89,111,799,0.24,"RightRoughTendency",2012
68,68,"Boo Weekley",74,13.9,112,806,0.04,"RightRoughTendency",2012
69,69,"Blake Adams",107,13.91,170,1222,0.1,"RightRoughTendency",2012
70,70,"Mark Wilson",84,13.92,131,941,0.13,"RightRoughTendency",2012
71,71,"Brian Gay",91,13.93,150,1077,0.04,"RightRoughTendency",2012
72,72,"Jason Dufner",83,14,124,886,0.1,"RightRoughTendency",2012
73,73,"KJ Choi",71,14.03,110,784,0.01,"RightRoughTendency",2012
74,74,"John Mallinger",74,14.12,123,871,0.21,"RightRoughTendency",2012
75,75,"Hunter Mahan",88,14.13,126,892,0.13,"RightRoughTendency",2012
76,76,"Louis Oosthuizen",65,14.18,95,670,-0.04,"RightRoughTendency",2012
77,77,"Camilo Villegas",79,14.19,143,1008,0.13,"RightRoughTendency",2012
78,78,"Dicky Pride",62,14.26,97,680,0.14,"RightRoughTendency",2012
79,79,"Richard Lee",71,14.34,114,795,0.18,"RightRoughTendency",2012
80,80,"Matt Kuchar",86,14.36,131,912,0.16,"RightRoughTendency",2012
81,81,"YE Yang",64,14.37,96,668,0.27,"RightRoughTendency",2012
82,82,"Freddie Jacobson",61,14.4,88,611,0.23,"RightRoughTendency",2012
83,83,"Sergio Garcia",57,14.45,88,609,0.09,"RightRoughTendency",2012
83,83,"Ryuji Imada",78,14.45,137,948,0.2,"RightRoughTendency",2012
85,85,"Bud Cauley",99,14.46,181,1252,-0.01,"RightRoughTendency",2012
86,86,"Russell Knox",72,14.52,113,778,0.09,"RightRoughTendency",2012
87,87,"Stephen Ames",54,14.53,78,537,0.19,"RightRoughTendency",2012
88,88,"David Mathis",83,14.58,140,960,0.06,"RightRoughTendency",2012
89,89,"Chad Campbell",84,14.6,147,1007,0.1,"RightRoughTendency",2012
90,90,"Kevin Streelman",89,14.63,156,1066,0.19,"RightRoughTendency",2012
91,91,"Charley Hoffman",88,14.73,155,1052,0.1,"RightRoughTendency",2012
92,92,"Nathan Green",73,14.75,117,793,0.14,"RightRoughTendency",2012
93,93,"Spencer Levin",81,14.8,136,919,0.14,"RightRoughTendency",2012
94,94,"Hunter Haas",69,14.98,108,721,0.13,"RightRoughTendency",2012
95,95,"Brendan Steele",77,15.03,135,898,0.04,"RightRoughTendency",2012
95,95,"Gary Woodland",70,15.03,109,725,0.19,"RightRoughTendency",2012
97,97,"Miguel Angel Carballo",73,15.04,119,791,0.13,"RightRoughTendency",2012
97,97,"Harrison Frazar",56,15.04,100,665,0.28,"RightRoughTendency",2012
97,97,"Kyle Thompson",51,15.04,77,512,0.17,"RightRoughTendency",2012
100,100,"William McGirt",96,15.11,165,1092,0.01,"RightRoughTendency",2012
101,101,"Greg Chalmers",88,15.12,156,1032,0.11,"RightRoughTendency",2012
101,101,"Daniel Summerhays",81,15.12,143,946,0.09,"RightRoughTendency",2012
103,103,"Keegan Bradley",90,15.13,149,985,0.12,"RightRoughTendency",2012
104,104,"Michael Bradley",63,15.18,114,751,0.13,"RightRoughTendency",2012
105,105,"Justin Rose",69,15.28,112,733,0.11,"RightRoughTendency",2012
106,106,"Scott Brown",65,15.34,108,704,0.17,"RightRoughTendency",2012
107,107,"Jonathan Byrd",69,15.35,119,775,0.02,"RightRoughTendency",2012
107,107,"John Rollins",81,15.35,151,984,0.11,"RightRoughTendency",2012
109,109,"Cameron Beckman",81,15.41,147,954,0.1,"RightRoughTendency",2012
109,109,"Sung Kang",75,15.41,131,850,0.1,"RightRoughTendency",2012
111,111,"Martin Flores",95,15.45,175,1133,0.05,"RightRoughTendency",2012
112,112,"Kevin Kisner",69,15.51,114,735,0.1,"RightRoughTendency",2012
113,113,"Ken Duke",104,15.52,194,1250,0.13,"RightRoughTendency",2012
114,114,"Rocco Mediate",70,15.65,126,805,0.2,"RightRoughTendency",2012
115,115,"Michael Thompson",80,15.68,140,893,0.11,"RightRoughTendency",2012
116,116,"Dustin Johnson",70,15.72,114,725,-0.01,"RightRoughTendency",2012
117,117,"Mathew Goggin",65,15.73,120,763,0.15,"RightRoughTendency",2012
117,117,"Brandt Jobe",57,15.73,98,623,0.15,"RightRoughTendency",2012
119,119,"Brendon Todd",78,15.97,138,864,0.18,"RightRoughTendency",2012
120,120,"Jonas Blixt",72,15.99,142,888,-0.04,"RightRoughTendency",2012
121,121,"Matt Every",80,16.08,142,883,0.03,"RightRoughTendency",2012
121,121,"Tom Pernice Jr",62,16.08,115,715,0.18,"RightRoughTendency",2012
123,123,"Sean OHair",84,16.1,170,1056,0.09,"RightRoughTendency",2012
124,124,"Tim Herron",88,16.16,171,1058,0.07,"RightRoughTendency",2012
125,125,"Matt Jones",53,16.2,98,605,0.1,"RightRoughTendency",2012
126,126,"Troy Kelly",68,16.21,113,697,0.03,"RightRoughTendency",2012
127,127,"Ryan Palmer",81,16.28,160,983,0.13,"RightRoughTendency",2012
128,128,"Bill Lunde",83,16.29,151,927,0.09,"RightRoughTendency",2012
129,129,"Andres Romero",68,16.33,121,741,0.12,"RightRoughTendency",2012
129,129,"Brandt Snedeker",81,16.33,147,900,0.15,"RightRoughTendency",2012
131,131,"Seung Yul Noh",105,16.35,192,1174,-0.07,"RightRoughTendency",2012
132,132,"Vijay Singh",99,16.44,185,1125,0.11,"RightRoughTendency",2012
133,133,"Graham DeLaet",79,16.48,162,983,0.13,"RightRoughTendency",2012
134,134,"Scott Dunlap",57,16.54,106,641,0.05,"RightRoughTendency",2012
134,134,"Robert Garrigus",89,16.54,169,1022,0.1,"RightRoughTendency",2012
134,134,"Danny Lee",74,16.54,133,804,0.1,"RightRoughTendency",2012
137,137,"Davis Love III",64,16.55,119,719,0.08,"RightRoughTendency",2012
137,137,"Rory Sabbatini",84,16.55,166,1003,0.1,"RightRoughTendency",2012
139,139,"Padraig Harrington",67,16.64,103,619,0.08,"RightRoughTendency",2012
140,140,"David Hearn",95,16.65,203,1219,0.11,"RightRoughTendency",2012
141,141,"Tommy Gainey",98,16.69,208,1246,0.04,"RightRoughTendency",2012
142,142,"George McNeill",85,16.75,164,979,0.21,"RightRoughTendency",2012
143,143,"Bobby Gates",87,16.78,175,1043,0.11,"RightRoughTendency",2012
144,144,"Bill Haas",79,16.84,143,849,0.1,"RightRoughTendency",2012
145,145,"Alexandre Rocha",62,16.91,118,698,0.04,"RightRoughTendency",2012
146,146,"John Daly",50,16.92,88,520,0.02,"RightRoughTendency",2012
147,147,"Charlie Wi",86,16.93,170,1004,0.06,"RightRoughTendency",2012
148,148,"Greg Owen",90,16.97,180,1061,0.12,"RightRoughTendency",2012
148,148,"Scott Stallings",78,16.97,159,937,0.06,"RightRoughTendency",2012
150,150,"Ernie Els",80,16.98,152,895,0.03,"RightRoughTendency",2012
151,151,"Matt Bettencourt",80,17.09,141,825,0.16,"RightRoughTendency",2012
152,152,"Derek Lamely",64,17.12,131,765,0.23,"RightRoughTendency",2012
153,153,"Jhonattan Vegas",77,17.14,163,951,0.07,"RightRoughTendency",2012
154,154,"Charl Schwartzel",56,17.21,95,552,0.13,"RightRoughTendency",2012
155,155,"Angel Cabrera",54,17.22,88,511,0.09,"RightRoughTendency",2012
156,156,"Bob Estes",78,17.39,156,897,0.14,"RightRoughTendency",2012
157,157,"Martin Laird",77,17.4,131,753,0.05,"RightRoughTendency",2012
158,158,"Ricky Barnes",92,17.57,200,1138,0.18,"RightRoughTendency",2012
159,159,"Erik Compton",81,17.59,156,887,0.12,"RightRoughTendency",2012
160,160,"James Driscoll",83,17.75,169,952,0.17,"RightRoughTendency",2012
161,161,"Kyle Stanley",86,17.78,173,973,0.02,"RightRoughTendency",2012
162,162,"Sangmoon Bae",81,17.85,141,790,0.23,"RightRoughTendency",2012
163,163,"Aaron Baddeley",73,18.05,137,759,0.06,"RightRoughTendency",2012
163,163,"Jeff Overton",101,18.05,230,1274,0.12,"RightRoughTendency",2012
165,165,"Harris English",98,18.06,218,1207,0.15,"RightRoughTendency",2012
166,166,"Josh Teater",97,18.15,208,1146,0.13,"RightRoughTendency",2012
167,167,"JB Holmes",90,18.27,194,1062,0.03,"RightRoughTendency",2012
168,168,"Chris Kirk",93,18.34,216,1178,0.13,"RightRoughTendency",2012
169,169,"Bryce Molder",83,18.36,181,986,0.1,"RightRoughTendency",2012
170,170,"Patrick Sheehan",58,18.37,113,615,0.05,"RightRoughTendency",2012
171,171,"Jimmy Walker",101,18.49,231,1249,0.07,"RightRoughTendency",2012
172,172,"Charlie Beljan",61,18.72,111,593,0.03,"RightRoughTendency",2012
173,173,"Adam Scott",59,18.79,106,564,0.1,"RightRoughTendency",2012
174,174,"Troy Matteson",100,18.8,213,1133,0.14,"RightRoughTendency",2012
175,175,"Robert Karlsson",54,18.84,107,568,0.19,"RightRoughTendency",2012
176,176,"Stewart Cink",71,18.97,140,738,0.07,"RightRoughTendency",2012
177,177,"Scott Piercy",95,19.02,224,1178,0.06,"RightRoughTendency",2012
178,178,"Kevin Chappell",91,19.04,190,998,0.11,"RightRoughTendency",2012
178,178,"Bubba Watson",68,19.04,135,709,-0.11,"RightRoughTendency",2012
180,180,"JJ Killeen",101,19.1,221,1157,0.1,"RightRoughTendency",2012
181,181,"Nick Watney",97,19.3,203,1052,0.06,"RightRoughTendency",2012
182,182,"Jason Kokrak",79,19.37,183,945,0.04,"RightRoughTendency",2012
183,183,"Rory McIlroy",60,19.42,108,556,0.04,"RightRoughTendency",2012
184,184,"Jason Day",57,19.6,126,643,0.05,"RightRoughTendency",2012
185,185,"Trevor Immelman",76,19.8,157,793,0.13,"RightRoughTendency",2012
186,186,"Mark Anderson",75,20.29,169,833,0.17,"RightRoughTendency",2012
187,187,"Ryo Ishikawa",54,21.26,108,508,0.11,"RightRoughTendency",2012
188,188,"Charles Howell III",98,21.36,226,1058,0.07,"RightRoughTendency",2012
189,189,"Stephen Gangluff",57,22.18,130,586,0.16,"RightRoughTendency",2012
190,190,"Marc Leishman",84,22.3,233,1045,0.1,"RightRoughTendency",2012
191,191,"Daniel Chopra",55,23.57,136,577,0.13,"RightRoughTendency",2012
