"3PuttAvoidance_RANKTHISWEEK_2005","3PuttAvoidance_RANKLASTWEEK_2005","3PuttAvoidance_PLAYERNAME_2005","3PuttAvoidance_ROUNDS_2005","3PuttAvoidance_Pct_2005","3PuttAvoidance_TOTAL3PUTTS_2005","3PuttAvoidance_TOTALHOLESOVERALL_2005","stat_name","year"
59,59,"Franklin Langham",91,2.75,43,1566,"3PuttAvoidance",2005
60,60,"Mark Brooks",72,2.78,36,1296,"3PuttAvoidance",2005
60,60,"Dudley Hart",84,2.78,42,1512,"3PuttAvoidance",2005
60,60,"Len Mattiace",86,2.78,42,1512,"3PuttAvoidance",2005
60,60,"Scott Verplank",87,2.78,43,1548,"3PuttAvoidance",2005
64,64,"Harrison Frazar",105,2.81,51,1818,"3PuttAvoidance",2005
64,64,"Todd Hamilton",94,2.81,46,1638,"3PuttAvoidance",2005
64,64,"Heath Slocum",103,2.81,50,1782,"3PuttAvoidance",2005
67,67,"James Driscoll",73,2.82,36,1278,"3PuttAvoidance",2005
68,68,"Scott Gutschewski",86,2.85,42,1476,"3PuttAvoidance",2005
68,68,"Scott McCarron",78,2.85,38,1332,"3PuttAvoidance",2005
68,68,"Vijay Singh",111,2.85,56,1962,"3PuttAvoidance",2005
71,71,"Tim Clark",92,2.87,45,1566,"3PuttAvoidance",2005
72,72,"Lucas Glover",88,2.91,45,1548,"3PuttAvoidance",2005
72,72,"JP Hayes",63,2.91,33,1134,"3PuttAvoidance",2005
72,72,"Peter Lonard",85,2.91,44,1512,"3PuttAvoidance",2005
75,75,"Skip Kendall",80,2.92,41,1404,"3PuttAvoidance",2005
75,75,"Ryan Palmer",101,2.92,51,1746,"3PuttAvoidance",2005
77,77,"Tag Ridings",93,2.93,48,1638,"3PuttAvoidance",2005
78,78,"Mark Wilson",74,2.94,37,1260,"3PuttAvoidance",2005
79,79,"Hunter Haas",83,2.95,42,1422,"3PuttAvoidance",2005
79,79,"Steve Lowery",100,2.95,51,1728,"3PuttAvoidance",2005
81,81,"Brian Bateman",98,2.96,50,1692,"3PuttAvoidance",2005
81,81,"Tom Gillis",77,2.96,40,1350,"3PuttAvoidance",2005
81,81,"Brandt Jobe",96,2.96,49,1656,"3PuttAvoidance",2005
84,84,"Ben Curtis",65,2.99,35,1170,"3PuttAvoidance",2005
84,84,"Bill Glasson",54,2.99,28,936,"3PuttAvoidance",2005
84,84,"Hank Kuehne",84,2.99,43,1440,"3PuttAvoidance",2005
87,87,"Billy Andrade",83,3.01,45,1494,"3PuttAvoidance",2005
88,88,"Stephen Ames",82,3.02,43,1422,"3PuttAvoidance",2005
88,88,"Mark Hensby",70,3.02,37,1224,"3PuttAvoidance",2005
88,88,"Charles Howell III",95,3.02,49,1620,"3PuttAvoidance",2005
88,88,"Adam Scott",72,3.02,37,1224,"3PuttAvoidance",2005
92,92,"Kevin Na",88,3.04,47,1548,"3PuttAvoidance",2005
93,93,"Marco Dawson",82,3.05,45,1476,"3PuttAvoidance",2005
93,93,"Freddie Jacobson",72,3.05,39,1278,"3PuttAvoidance",2005
93,93,"Brenden Pappas",51,3.05,28,918,"3PuttAvoidance",2005
93,93,"Tim Petrovic",97,3.05,51,1674,"3PuttAvoidance",2005
97,97,"Stuart Appleby",84,3.06,44,1440,"3PuttAvoidance",2005
97,97,"Jim Carter",62,3.06,33,1080,"3PuttAvoidance",2005
97,97,"Glen Day",80,3.06,43,1404,"3PuttAvoidance",2005
97,97,"Andrew Magee",82,3.06,43,1404,"3PuttAvoidance",2005
97,97,"Joey Snyder III",102,3.06,54,1764,"3PuttAvoidance",2005
102,102,"Tommy Armour III",103,3.07,57,1854,"3PuttAvoidance",2005
102,102,"Kevin Sutherland",89,3.07,48,1566,"3PuttAvoidance",2005
104,104,"Ian Poulter",62,3.08,31,1008,"3PuttAvoidance",2005
105,105,"Kent Jones",99,3.09,54,1746,"3PuttAvoidance",2005
105,105,"Arron Oberholser",65,3.09,35,1134,"3PuttAvoidance",2005
107,107,"Hidemichi Tanaka",106,3.1,57,1836,"3PuttAvoidance",2005
108,108,"Robert Damron",89,3.12,50,1602,"3PuttAvoidance",2005
109,109,"Padraig Harrington",50,3.13,27,864,"3PuttAvoidance",2005
110,110,"Chad Campbell",95,3.14,52,1656,"3PuttAvoidance",2005
110,110,"Fred Funk",102,3.14,57,1818,"3PuttAvoidance",2005
110,110,"Jay Williamson",53,3.14,30,954,"3PuttAvoidance",2005
113,113,"Bob Heintz",67,3.15,38,1206,"3PuttAvoidance",2005
113,113,"Joey Sindelar",104,3.15,59,1872,"3PuttAvoidance",2005
115,115,"Rod Pampling",89,3.17,48,1512,"3PuttAvoidance",2005
115,115,"Dennis Paulson",63,3.17,36,1134,"3PuttAvoidance",2005
117,117,"Briny Baird",98,3.18,55,1728,"3PuttAvoidance",2005
118,118,"Cameron Beckman",96,3.2,53,1656,"3PuttAvoidance",2005
118,118,"Tim Herron",100,3.2,57,1782,"3PuttAvoidance",2005
120,120,"Daniel Chopra",108,3.21,60,1872,"3PuttAvoidance",2005
121,121,"Richard Johnson",50,3.22,29,900,"3PuttAvoidance",2005
122,122,"Stephen Leaney",89,3.23,50,1548,"3PuttAvoidance",2005
123,123,"Hideto Tanihara",50,3.24,28,864,"3PuttAvoidance",2005
124,124,"Michael Long",72,3.25,41,1260,"3PuttAvoidance",2005
124,124,"Vaughn Taylor",99,3.25,58,1782,"3PuttAvoidance",2005
126,126,"Davis Love III",80,3.26,44,1350,"3PuttAvoidance",2005
127,127,"Justin Rose",99,3.27,56,1710,"3PuttAvoidance",2005
127,127,"Tjaart van der Walt",56,3.27,33,1008,"3PuttAvoidance",2005
129,129,"Tom Byrum",83,3.28,49,1494,"3PuttAvoidance",2005
130,130,"Steve Jones",56,3.29,32,972,"3PuttAvoidance",2005
131,131,"Frank Lickliter II",100,3.3,57,1728,"3PuttAvoidance",2005
132,132,"Joe Ogilvie",103,3.31,59,1782,"3PuttAvoidance",2005
133,133,"John Rollins",97,3.33,57,1710,"3PuttAvoidance",2005
134,134,"Kevin Stadler",96,3.38,56,1656,"3PuttAvoidance",2005
135,135,"Craig Barlow",81,3.39,47,1386,"3PuttAvoidance",2005
135,135,"Duffy Waldorf",86,3.39,50,1476,"3PuttAvoidance",2005
137,137,"Lee Janzen",75,3.42,45,1314,"3PuttAvoidance",2005
138,138,"Glen Hnatiuk",59,3.43,34,990,"3PuttAvoidance",2005
139,139,"JJ Henry",102,3.44,62,1800,"3PuttAvoidance",2005
139,139,"Larry Mize",54,3.44,31,900,"3PuttAvoidance",2005
139,139,"Darron Stiles",78,3.44,47,1368,"3PuttAvoidance",2005
139,139,"Omar Uresti",84,3.44,52,1512,"3PuttAvoidance",2005
143,143,"Paul Claxton",79,3.45,49,1422,"3PuttAvoidance",2005
143,143,"Jonathan Kaye",77,3.45,46,1332,"3PuttAvoidance",2005
145,145,"Jeff Hart",63,3.46,38,1098,"3PuttAvoidance",2005
145,145,"JL Lewis",98,3.46,61,1764,"3PuttAvoidance",2005
147,147,"John Elliott",58,3.47,35,1008,"3PuttAvoidance",2005
148,148,"Jay Haas",54,3.49,32,918,"3PuttAvoidance",2005
148,148,"John Huston",90,3.49,54,1548,"3PuttAvoidance",2005
150,150,"Neal Lancaster",95,3.51,60,1710,"3PuttAvoidance",2005
151,151,"Shaun Micheel",81,3.52,50,1422,"3PuttAvoidance",2005
151,151,"DA Points",94,3.52,57,1620,"3PuttAvoidance",2005
153,153,"Paul Gow",78,3.53,47,1332,"3PuttAvoidance",2005
153,153,"Jeff Maggert",79,3.53,47,1332,"3PuttAvoidance",2005
153,153,"Phil Mickelson",81,3.53,47,1332,"3PuttAvoidance",2005
156,156,"Greg Owen",84,3.54,51,1440,"3PuttAvoidance",2005
157,157,"Billy Mayfair",114,3.59,71,1980,"3PuttAvoidance",2005
158,158,"Bo Van Pelt",112,3.62,73,2016,"3PuttAvoidance",2005
158,158,"Mike Weir",71,3.62,43,1188,"3PuttAvoidance",2005
160,160,"Mark Calcavecchia",92,3.64,59,1620,"3PuttAvoidance",2005
161,161,"Bernhard Langer",67,3.65,44,1206,"3PuttAvoidance",2005
161,161,"Tom Lehman",69,3.65,44,1206,"3PuttAvoidance",2005
163,163,"Woody Austin",100,3.67,66,1800,"3PuttAvoidance",2005
163,163,"Dan Forsman",52,3.67,33,900,"3PuttAvoidance",2005
165,165,"Danny Briggs",70,3.68,45,1224,"3PuttAvoidance",2005
165,165,"Craig Perks",67,3.68,43,1170,"3PuttAvoidance",2005
167,167,"Jonathan Byrd",103,3.7,66,1782,"3PuttAvoidance",2005
167,167,"Rory Sabbatini",81,3.7,52,1404,"3PuttAvoidance",2005
169,169,"Carlos Franco",78,3.73,51,1368,"3PuttAvoidance",2005
170,170,"Charles Warren",89,3.77,59,1566,"3PuttAvoidance",2005
171,171,"Pat Perez",89,3.81,61,1602,"3PuttAvoidance",2005
172,172,"Alex Cejka",84,3.91,57,1458,"3PuttAvoidance",2005
172,172,"Chris Riley",67,3.91,45,1152,"3PuttAvoidance",2005
174,174,"Steve Flesch",90,3.92,60,1530,"3PuttAvoidance",2005
175,175,"Brendan Jones",81,3.94,56,1422,"3PuttAvoidance",2005
175,175,"Chris Smith",93,3.94,66,1674,"3PuttAvoidance",2005
177,177,"Rocco Mediate",73,3.96,52,1314,"3PuttAvoidance",2005
177,177,"Ted Purdy",122,3.96,87,2196,"3PuttAvoidance",2005
179,179,"DJ Trahan",81,3.97,55,1386,"3PuttAvoidance",2005
180,180,"Sean OHair",103,3.98,71,1782,"3PuttAvoidance",2005
181,181,"Jason Allred",75,4.03,53,1314,"3PuttAvoidance",2005
182,182,"Robert Allenby",95,4.06,65,1602,"3PuttAvoidance",2005
182,182,"Bradley Hughes",52,4.06,38,936,"3PuttAvoidance",2005
184,184,"Fred Couples",72,4.08,50,1224,"3PuttAvoidance",2005
185,185,"John Daly",78,4.09,56,1368,"3PuttAvoidance",2005
186,186,"Rich Beem",66,4.12,46,1116,"3PuttAvoidance",2005
186,186,"Jose Coceres",56,4.12,40,972,"3PuttAvoidance",2005
188,188,"Lee Westwood",50,4.28,37,864,"3PuttAvoidance",2005
189,189,"Brett Wetterich",76,4.43,59,1332,"3PuttAvoidance",2005
190,190,"Kenny Perry",82,4.44,64,1440,"3PuttAvoidance",2005
191,191,"Will Ma Kenzie",75,4.57,60,1314,"3PuttAvoidance",2005
192,192,"Brian Davis",75,4.67,63,1350,"3PuttAvoidance",2005
193,193,"Matt Davidson",53,4.72,45,954,"3PuttAvoidance",2005
194,194,"David Hearn",68,4.74,58,1224,"3PuttAvoidance",2005
195,195,"Joe Durant",81,4.87,71,1458,"3PuttAvoidance",2005
196,196,"Sergio Garcia",73,4.9,60,1224,"3PuttAvoidance",2005
197,197,"DJ Brigman",76,4.94,64,1296,"3PuttAvoidance",2005
198,198,"Mathias Gronberg",60,4.98,52,1044,"3PuttAvoidance",2005
199,199,"Steve Allan",102,4.99,88,1764,"3PuttAvoidance",2005
200,200,"Roland Thatcher",75,5.02,66,1314,"3PuttAvoidance",2005
201,201,"Thomas Levet",54,5.87,56,954,"3PuttAvoidance",2005
202,202,"Scott Hend",75,5.94,78,1314,"3PuttAvoidance",2005
