"AverageDistanceafterGoingforitShot_RANKTHISWEEK_2013","AverageDistanceafterGoingforitShot_RANKLASTWEEK_2013","AverageDistanceafterGoingforitShot_PLAYERNAME_2013","AverageDistanceafterGoingforitShot_ROUNDS_2013","AverageDistanceafterGoingforitShot_AVG_2013","AverageDistanceafterGoingforitShot_TOTALDISTAFTERGFGSHOT_2013","AverageDistanceafterGoingforitShot_TOTALGFGSHOTS_2013","stat_name","year"
22,22,"Fabian Gomez",65,22.5,72991,90,"AverageDistanceafterGoingforitShot",2013
22,22,"DA Points",87,22.5,90839,112,"AverageDistanceafterGoingforitShot",2013
24,24,"Chez Reavie",72,22.6,67677,83,"AverageDistanceafterGoingforitShot",2013
24,24,"Kevin Streelman",86,22.6,107982,133,"AverageDistanceafterGoingforitShot",2013
26,26,"Phil Mickelson",78,22.7,103110,126,"AverageDistanceafterGoingforitShot",2013
26,26,"Webb Simpson",92,22.7,117465,144,"AverageDistanceafterGoingforitShot",2013
26,26,"Gary Woodland",94,22.7,153361,188,"AverageDistanceafterGoingforitShot",2013
26,26,"Tiger Woods",61,22.7,77739,95,"AverageDistanceafterGoingforitShot",2013
30,30,"Chad Campbell",78,22.8,106909,130,"AverageDistanceafterGoingforitShot",2013
31,31,"Jason Day",86,22.9,103680,126,"AverageDistanceafterGoingforitShot",2013
31,31,"Bubba Watson",76,22.9,138564,168,"AverageDistanceafterGoingforitShot",2013
31,31,"Lee Westwood",70,22.9,99887,121,"AverageDistanceafterGoingforitShot",2013
34,34,"Rory McIlroy",56,23,89285,108,"AverageDistanceafterGoingforitShot",2013
34,34,"Mark Wilson",56,23,55477,67,"AverageDistanceafterGoingforitShot",2013
36,36,"Trevor Immelman",73,23.1,66606,80,"AverageDistanceafterGoingforitShot",2013
36,36,"Pat Perez",69,23.1,100753,121,"AverageDistanceafterGoingforitShot",2013
38,38,"Robert Garrigus",69,23.2,123384,148,"AverageDistanceafterGoingforitShot",2013
38,38,"Justin Rose",62,23.2,74400,89,"AverageDistanceafterGoingforitShot",2013
38,38,"Adam Scott",61,23.2,88371,106,"AverageDistanceafterGoingforitShot",2013
41,41,"Dicky Pride",71,23.3,52947,63,"AverageDistanceafterGoingforitShot",2013
41,41,"Vijay Singh",61,23.3,71172,85,"AverageDistanceafterGoingforitShot",2013
41,41,"Bo Van Pelt",72,23.3,82036,98,"AverageDistanceafterGoingforitShot",2013
44,44,"Jim Furyk",80,23.4,57358,68,"AverageDistanceafterGoingforitShot",2013
45,45,"Matt Kuchar",93,23.5,110972,131,"AverageDistanceafterGoingforitShot",2013
45,45,"Chris Stroud",88,23.5,108468,128,"AverageDistanceafterGoingforitShot",2013
47,47,"Ben Kohles",75,23.6,62833,74,"AverageDistanceafterGoingforitShot",2013
47,47,"Martin Laird",68,23.6,87351,103,"AverageDistanceafterGoingforitShot",2013
47,47,"Henrik Norlander",70,23.6,92576,109,"AverageDistanceafterGoingforitShot",2013
47,47,"YE Yang",56,23.6,51788,61,"AverageDistanceafterGoingforitShot",2013
51,51,"Will Claxton",67,23.7,69908,82,"AverageDistanceafterGoingforitShot",2013
51,51,"Scott Langley",79,23.7,59796,70,"AverageDistanceafterGoingforitShot",2013
51,51,"Jimmy Walker",84,23.7,136315,160,"AverageDistanceafterGoingforitShot",2013
54,54,"Luke Guthrie",82,23.8,86492,101,"AverageDistanceafterGoingforitShot",2013
54,54,"Bill Haas",85,23.8,112190,131,"AverageDistanceafterGoingforitShot",2013
54,54,"George McNeill",68,23.8,86583,101,"AverageDistanceafterGoingforitShot",2013
54,54,"John Merrick",79,23.8,91703,107,"AverageDistanceafterGoingforitShot",2013
54,54,"Sean OHair",56,23.8,85627,100,"AverageDistanceafterGoingforitShot",2013
59,59,"Scott Gardiner",61,23.9,72126,84,"AverageDistanceafterGoingforitShot",2013
59,59,"Robert Streb",75,23.9,97381,113,"AverageDistanceafterGoingforitShot",2013
61,61,"Kevin Chappell",80,24,114219,132,"AverageDistanceafterGoingforitShot",2013
61,61,"Brandt Jobe",62,24,75324,87,"AverageDistanceafterGoingforitShot",2013
61,61,"Jordan Spieth",82,24,116423,135,"AverageDistanceafterGoingforitShot",2013
64,64,"KJ Choi",85,24.1,67640,78,"AverageDistanceafterGoingforitShot",2013
64,64,"Peter Hanson",45,24.1,52088,60,"AverageDistanceafterGoingforitShot",2013
64,64,"Eric Meierdierks",48,24.1,70401,81,"AverageDistanceafterGoingforitShot",2013
67,67,"Brendon de Jonge",110,24.2,155294,178,"AverageDistanceafterGoingforitShot",2013
67,67,"Charley Hoffman",84,24.2,137576,158,"AverageDistanceafterGoingforitShot",2013
67,67,"Tag Ridings",69,24.2,88722,102,"AverageDistanceafterGoingforitShot",2013
70,70,"Billy Horschel",96,24.3,130531,149,"AverageDistanceafterGoingforitShot",2013
70,70,"John Huh",88,24.3,124027,142,"AverageDistanceafterGoingforitShot",2013
72,72,"Derek Ernst",58,24.4,84262,96,"AverageDistanceafterGoingforitShot",2013
72,72,"Zach Johnson",84,24.4,96704,110,"AverageDistanceafterGoingforitShot",2013
72,72,"Steve LeBrun",66,24.4,72984,83,"AverageDistanceafterGoingforitShot",2013
72,72,"John Rollins",77,24.4,115833,132,"AverageDistanceafterGoingforitShot",2013
72,72,"John Senden",79,24.4,109817,125,"AverageDistanceafterGoingforitShot",2013
72,72,"Michael Thompson",66,24.4,66772,76,"AverageDistanceafterGoingforitShot",2013
78,78,"Stewart Cink",71,24.5,88269,100,"AverageDistanceafterGoingforitShot",2013
78,78,"Ben Curtis",59,24.5,44957,51,"AverageDistanceafterGoingforitShot",2013
78,78,"Tim Herron",45,24.5,51942,59,"AverageDistanceafterGoingforitShot",2013
78,78,"DH Lee",65,24.5,79443,90,"AverageDistanceafterGoingforitShot",2013
78,78,"David Toms",49,24.5,25540,29,"AverageDistanceafterGoingforitShot",2013
83,83,"Aaron Baddeley",68,24.6,99965,113,"AverageDistanceafterGoingforitShot",2013
83,83,"Charlie Beljan",62,24.6,107189,121,"AverageDistanceafterGoingforitShot",2013
83,83,"Colt Knost",69,24.6,50539,57,"AverageDistanceafterGoingforitShot",2013
83,83,"Scott Piercy",78,24.6,129267,146,"AverageDistanceafterGoingforitShot",2013
87,87,"Steven Bowditch",67,24.7,118315,133,"AverageDistanceafterGoingforitShot",2013
87,87,"Greg Chalmers",77,24.7,99443,112,"AverageDistanceafterGoingforitShot",2013
87,87,"Cameron Percy",68,24.7,98764,111,"AverageDistanceafterGoingforitShot",2013
87,87,"Carl Pettersson",82,24.7,102076,115,"AverageDistanceafterGoingforitShot",2013
87,87,"Steve Stricker",51,24.7,57731,65,"AverageDistanceafterGoingforitShot",2013
87,87,"Camilo Villegas",79,24.7,95198,107,"AverageDistanceafterGoingforitShot",2013
87,87,"Lee Williams",62,24.7,48968,55,"AverageDistanceafterGoingforitShot",2013
94,94,"Chris Kirk",89,24.8,128399,144,"AverageDistanceafterGoingforitShot",2013
95,95,"Scott Brown",65,24.9,95908,107,"AverageDistanceafterGoingforitShot",2013
95,95,"Greg Owen",73,24.9,117629,131,"AverageDistanceafterGoingforitShot",2013
95,95,"Henrik Stenson",65,24.9,99522,111,"AverageDistanceafterGoingforitShot",2013
95,95,"Nicholas Thompson",99,24.9,142804,159,"AverageDistanceafterGoingforitShot",2013
99,99,"Sergio Garcia",65,25,93625,104,"AverageDistanceafterGoingforitShot",2013
99,99,"Russell Henley",80,25,103505,115,"AverageDistanceafterGoingforitShot",2013
99,99,"Andres Romero",63,25,102475,114,"AverageDistanceafterGoingforitShot",2013
99,99,"Brandt Snedeker",79,25,87413,97,"AverageDistanceafterGoingforitShot",2013
99,99,"Josh Teater",86,25,116083,129,"AverageDistanceafterGoingforitShot",2013
104,104,"Ricky Barnes",74,25.1,94820,105,"AverageDistanceafterGoingforitShot",2013
104,104,"Jason Dufner",78,25.1,92274,102,"AverageDistanceafterGoingforitShot",2013
104,104,"Robert Karlsson",56,25.1,53245,59,"AverageDistanceafterGoingforitShot",2013
104,104,"Andrew Svoboda",46,25.1,58706,65,"AverageDistanceafterGoingforitShot",2013
104,104,"Johnson Wagner",64,25.1,77848,86,"AverageDistanceafterGoingforitShot",2013
109,109,"Patrick Reed",83,25.2,123601,136,"AverageDistanceafterGoingforitShot",2013
110,110,"Robert Allenby",58,25.3,60194,66,"AverageDistanceafterGoingforitShot",2013
111,111,"Brian Davis",91,25.4,91479,100,"AverageDistanceafterGoingforitShot",2013
111,111,"Jin Park",52,25.4,42915,47,"AverageDistanceafterGoingforitShot",2013
113,113,"Rickie Fowler",75,25.5,105758,115,"AverageDistanceafterGoingforitShot",2013
113,113,"Ryan Palmer",79,25.5,139459,152,"AverageDistanceafterGoingforitShot",2013
113,113,"Kevin Stadler",83,25.5,143365,156,"AverageDistanceafterGoingforitShot",2013
116,116,"Hunter Mahan",91,25.6,151249,164,"AverageDistanceafterGoingforitShot",2013
116,116,"Bryce Molder",82,25.6,60824,66,"AverageDistanceafterGoingforitShot",2013
116,116,"Nick Watney",88,25.6,139195,151,"AverageDistanceafterGoingforitShot",2013
119,119,"Tom Gillis",69,25.7,73081,79,"AverageDistanceafterGoingforitShot",2013
120,120,"Morgan Hoffmann",64,25.8,91025,98,"AverageDistanceafterGoingforitShot",2013
121,121,"David Lingmerth",68,25.9,78272,84,"AverageDistanceafterGoingforitShot",2013
121,121,"Alistair Presnell",59,25.9,61441,66,"AverageDistanceafterGoingforitShot",2013
123,123,"Angel Cabrera",73,26,121901,130,"AverageDistanceafterGoingforitShot",2013
123,123,"Luke Donald",60,26,62750,67,"AverageDistanceafterGoingforitShot",2013
123,123,"Martin Flores",83,26,131934,141,"AverageDistanceafterGoingforitShot",2013
123,123,"Freddie Jacobson",63,26,72113,77,"AverageDistanceafterGoingforitShot",2013
127,127,"Justin Hicks",79,26.1,80686,86,"AverageDistanceafterGoingforitShot",2013
127,127,"Jeff Maggert",63,26.1,75124,80,"AverageDistanceafterGoingforitShot",2013
127,127,"Shawn Stefani",63,26.1,84720,90,"AverageDistanceafterGoingforitShot",2013
130,130,"Stephen Ames",49,26.2,50938,54,"AverageDistanceafterGoingforitShot",2013
130,130,"Ernie Els",63,26.2,84794,90,"AverageDistanceafterGoingforitShot",2013
130,130,"JJ Henry",83,26.2,104677,111,"AverageDistanceafterGoingforitShot",2013
130,130,"Doug LaBelle II",72,26.2,68754,73,"AverageDistanceafterGoingforitShot",2013
130,130,"Marc Leishman",77,26.2,125266,133,"AverageDistanceafterGoingforitShot",2013
135,135,"Jonas Blixt",76,26.3,110903,117,"AverageDistanceafterGoingforitShot",2013
135,135,"Ken Duke",87,26.3,77770,82,"AverageDistanceafterGoingforitShot",2013
135,135,"Matt Every",89,26.3,171204,181,"AverageDistanceafterGoingforitShot",2013
135,135,"Ryo Ishikawa",72,26.3,96639,102,"AverageDistanceafterGoingforitShot",2013
139,139,"Charles Howell III",87,26.4,169162,178,"AverageDistanceafterGoingforitShot",2013
139,139,"Cameron Tringale",80,26.4,113289,119,"AverageDistanceafterGoingforitShot",2013
141,141,"Justin Leonard",86,26.5,70582,74,"AverageDistanceafterGoingforitShot",2013
141,141,"Scott Stallings",79,26.5,133378,140,"AverageDistanceafterGoingforitShot",2013
143,143,"Jason Bohn",70,26.6,72850,76,"AverageDistanceafterGoingforitShot",2013
143,143,"Jason Kokrak",78,26.6,153410,160,"AverageDistanceafterGoingforitShot",2013
145,145,"Sangmoon Bae",83,26.7,113269,118,"AverageDistanceafterGoingforitShot",2013
145,145,"David Hearn",88,26.7,87422,91,"AverageDistanceafterGoingforitShot",2013
145,145,"Matt Jones",83,26.7,132493,138,"AverageDistanceafterGoingforitShot",2013
145,145,"David Mathis",71,26.7,84462,88,"AverageDistanceafterGoingforitShot",2013
145,145,"Darron Stiles",51,26.7,43207,45,"AverageDistanceafterGoingforitShot",2013
145,145,"Casey Wittenberg",72,26.7,76057,79,"AverageDistanceafterGoingforitShot",2013
151,151,"Bob Estes",66,27,73749,76,"AverageDistanceafterGoingforitShot",2013
151,151,"Charlie Wi",75,27,80729,83,"AverageDistanceafterGoingforitShot",2013
153,153,"Michael Bradley",56,27.1,47855,49,"AverageDistanceafterGoingforitShot",2013
153,153,"Erik Compton",74,27.1,108239,111,"AverageDistanceafterGoingforitShot",2013
153,153,"Ted Potter Jr",65,27.1,71251,73,"AverageDistanceafterGoingforitShot",2013
153,153,"DJ Trahan",48,27.1,69246,71,"AverageDistanceafterGoingforitShot",2013
157,157,"Bobby Gates",49,27.2,56848,58,"AverageDistanceafterGoingforitShot",2013
157,157,"James Hahn",78,27.2,118456,121,"AverageDistanceafterGoingforitShot",2013
159,159,"Stuart Appleby",88,27.3,105967,108,"AverageDistanceafterGoingforitShot",2013
159,159,"Bud Cauley",67,27.3,92542,94,"AverageDistanceafterGoingforitShot",2013
161,161,"Geoff Ogilvy",57,27.4,73021,74,"AverageDistanceafterGoingforitShot",2013
162,162,"Seung Yul Noh",71,27.5,121921,123,"AverageDistanceafterGoingforitShot",2013
163,163,"Tim Clark",64,27.8,60984,61,"AverageDistanceafterGoingforitShot",2013
163,163,"Jerry Kelly",75,27.8,89139,89,"AverageDistanceafterGoingforitShot",2013
165,165,"Jeff Overton",78,28.1,155040,153,"AverageDistanceafterGoingforitShot",2013
165,165,"Aaron Watkins",46,28.1,34432,34,"AverageDistanceafterGoingforitShot",2013
167,167,"Lucas Glover",65,28.4,120580,118,"AverageDistanceafterGoingforitShot",2013
168,168,"Ben Crane",62,28.5,64660,63,"AverageDistanceafterGoingforitShot",2013
169,169,"Brian Harman",89,28.7,143738,139,"AverageDistanceafterGoingforitShot",2013
169,169,"Rod Pampling",46,28.7,65088,63,"AverageDistanceafterGoingforitShot",2013
171,171,"Mike Weir",60,29.2,58845,56,"AverageDistanceafterGoingforitShot",2013
172,172,"Padraig Harrington",52,29.4,81431,77,"AverageDistanceafterGoingforitShot",2013
172,172,"Troy Matteson",68,29.4,104715,99,"AverageDistanceafterGoingforitShot",2013
174,174,"Tommy Gainey",84,29.5,139303,131,"AverageDistanceafterGoingforitShot",2013
175,175,"Ian Poulter",59,29.9,75333,70,"AverageDistanceafterGoingforitShot",2013
176,176,"Brian Gay",79,30.7,75240,68,"AverageDistanceafterGoingforitShot",2013
177,177,"David Lynn",70,31.3,80080,71,"AverageDistanceafterGoingforitShot",2013
178,178,"James Driscoll",76,31.4,111896,99,"AverageDistanceafterGoingforitShot",2013
179,179,"Justin Bolli",59,32.3,57013,49,"AverageDistanceafterGoingforitShot",2013
180,180,"Richard Lee",81,32.6,111516,95,"AverageDistanceafterGoingforitShot",2013
