"TotalDrivingEfficiency_RANKTHISWEEK_2016","TotalDrivingEfficiency_RANKLASTWEEK_2016","TotalDrivingEfficiency_PLAYERNAME_2016","TotalDrivingEfficiency_ROUNDS_2016","TotalDrivingEfficiency_COMBINEDRANK_2016","TotalDrivingEfficiency_CARRYEFFICIENCYRANK_2016","TotalDrivingEfficiency_TOTALDISTEFFICRANK_2016","stat_name","year"
60,63,"Vijay Singh",42,138,97,41,"TotalDrivingEfficiency",2016
61,70,"Morgan Hoffmann",43,139,66,73,"TotalDrivingEfficiency",2016
62,52,"Dustin Johnson",37,141,84,57,"TotalDrivingEfficiency",2016
62,50,"Matt Kuchar",46,141,81,60,"TotalDrivingEfficiency",2016
62,100,"Chris Stroud",52,141,91,50,"TotalDrivingEfficiency",2016
65,56,"Charlie Beljan",26,147,122,25,"TotalDrivingEfficiency",2016
66,68,"Ben Crane",48,149,72,77,"TotalDrivingEfficiency",2016
67,83,"Johnson Wagner",44,150,91,59,"TotalDrivingEfficiency",2016
68,92,"Scott Pinckney",53,151,84,67,"TotalDrivingEfficiency",2016
68,87,"Patrick Rodgers",49,151,57,94,"TotalDrivingEfficiency",2016
70,61,"Andy Sullivan",25,155,88,67,"TotalDrivingEfficiency",2016
71,65,"Justin Leonard",28,159,143,16,"TotalDrivingEfficiency",2016
72,59,"Brandt Snedeker",47,160,79,81,"TotalDrivingEfficiency",2016
73,82,"DH Lee",35,161,114,47,"TotalDrivingEfficiency",2016
74,56,"KJ Choi",47,162,65,97,"TotalDrivingEfficiency",2016
74,98,"James Hahn",45,162,52,110,"TotalDrivingEfficiency",2016
76,75,"Davis Love III",40,163,97,66,"TotalDrivingEfficiency",2016
76,104,"Hunter Mahan",43,163,21,142,"TotalDrivingEfficiency",2016
78,74,"Derek Fathauer",58,164,38,126,"TotalDrivingEfficiency",2016
79,86,"Jason Bohn",37,167,124,43,"TotalDrivingEfficiency",2016
79,58,"Luke Guthrie",31,167,72,95,"TotalDrivingEfficiency",2016
81,72,"Robert Allenby",35,169,78,91,"TotalDrivingEfficiency",2016
82,68,"Jimmy Walker",43,173,103,70,"TotalDrivingEfficiency",2016
83,66,"Brice Garnett",29,175,60,115,"TotalDrivingEfficiency",2016
84,107,"Brian Harman",60,177,102,75,"TotalDrivingEfficiency",2016
85,73,"Brian Gay",22,179,101,78,"TotalDrivingEfficiency",2016
86,67,"JJ Henry",44,182,72,110,"TotalDrivingEfficiency",2016
86,77,"Carl Pettersson",31,182,128,54,"TotalDrivingEfficiency",2016
88,100,"Whee Kim",54,185,103,82,"TotalDrivingEfficiency",2016
89,103,"Luke Donald",49,186,91,95,"TotalDrivingEfficiency",2016
90,87,"Patton Kizzire",57,188,66,122,"TotalDrivingEfficiency",2016
91,80,"Louis Oosthuizen",25,189,124,65,"TotalDrivingEfficiency",2016
92,95,"Jamie Lovemark",57,190,55,135,"TotalDrivingEfficiency",2016
93,91,"Shawn Stefani",45,192,112,80,"TotalDrivingEfficiency",2016
94,106,"Michael Kim",62,194,72,122,"TotalDrivingEfficiency",2016
94,97,"Webb Simpson",34,194,124,70,"TotalDrivingEfficiency",2016
96,123,"Jason Gore",51,196,70,126,"TotalDrivingEfficiency",2016
96,112,"Carlos Ortiz",47,196,13,183,"TotalDrivingEfficiency",2016
98,93,"Steve Marino",40,197,112,85,"TotalDrivingEfficiency",2016
99,81,"Sam Saunders",40,198,109,89,"TotalDrivingEfficiency",2016
100,113,"Scott Langley",41,199,114,85,"TotalDrivingEfficiency",2016
101,98,"Bronson Burgoon",53,200,45,155,"TotalDrivingEfficiency",2016
102,85,"Cameron Percy",22,201,84,117,"TotalDrivingEfficiency",2016
103,105,"Justin Hicks",26,202,117,85,"TotalDrivingEfficiency",2016
104,100,"Scott Brown",59,204,60,144,"TotalDrivingEfficiency",2016
105,127,"William McGirt",54,206,116,90,"TotalDrivingEfficiency",2016
106,131,"Angel Cabrera",42,207,33,174,"TotalDrivingEfficiency",2016
107,84,"Russell Henley",42,208,111,97,"TotalDrivingEfficiency",2016
108,90,"Sung Kang",51,209,134,75,"TotalDrivingEfficiency",2016
109,126,"Boo Weekley",53,212,170,42,"TotalDrivingEfficiency",2016
110,131,"Emiliano Grillo",47,214,163,51,"TotalDrivingEfficiency",2016
111,93,"John Huh",51,216,87,129,"TotalDrivingEfficiency",2016
112,89,"Jason Kokrak",52,220,72,148,"TotalDrivingEfficiency",2016
113,118,"Brendon Todd",43,221,122,99,"TotalDrivingEfficiency",2016
114,127,"Rickie Fowler",42,222,103,119,"TotalDrivingEfficiency",2016
115,110,"Tyrone Van Aswegen",67,223,79,144,"TotalDrivingEfficiency",2016
116,96,"Billy Horschel",45,225,48,177,"TotalDrivingEfficiency",2016
117,122,"Shane Lowry",35,228,50,178,"TotalDrivingEfficiency",2016
118,155,"Erik Compton",45,229,103,126,"TotalDrivingEfficiency",2016
119,123,"Robert Garrigus",34,232,29,203,"TotalDrivingEfficiency",2016
120,108,"Russell Knox",48,234,190,44,"TotalDrivingEfficiency",2016
121,123,"Roberto Castro",55,238,128,110,"TotalDrivingEfficiency",2016
121,108,"Graeme McDowell",33,238,147,91,"TotalDrivingEfficiency",2016
123,111,"Miguel Angel Carballo",24,243,140,103,"TotalDrivingEfficiency",2016
123,118,"Mark Wilson",42,243,137,106,"TotalDrivingEfficiency",2016
125,138,"Cameron Tringale",47,245,124,121,"TotalDrivingEfficiency",2016
126,115,"Jerry Kelly",44,253,145,108,"TotalDrivingEfficiency",2016
126,140,"Steve Wheatcroft",53,253,153,100,"TotalDrivingEfficiency",2016
128,115,"Seung Yul Noh",54,254,96,158,"TotalDrivingEfficiency",2016
129,114,"Peter Malnati",53,255,142,113,"TotalDrivingEfficiency",2016
130,115,"Troy Merritt",41,257,157,100,"TotalDrivingEfficiency",2016
131,136,"Kevin Streelman",46,258,77,181,"TotalDrivingEfficiency",2016
132,118,"Ken Duke",26,259,159,100,"TotalDrivingEfficiency",2016
132,121,"Smylie Kaufman",57,259,107,152,"TotalDrivingEfficiency",2016
134,135,"Adam Hadwin",53,260,108,152,"TotalDrivingEfficiency",2016
135,142,"Fabian Gomez",49,262,156,106,"TotalDrivingEfficiency",2016
136,143,"Matt Every",34,267,131,136,"TotalDrivingEfficiency",2016
136,137,"Harold Varner III",58,267,94,173,"TotalDrivingEfficiency",2016
138,166,"Tom Hoge",47,272,150,122,"TotalDrivingEfficiency",2016
139,129,"Billy Hurley III",22,273,135,138,"TotalDrivingEfficiency",2016
140,133,"Bill Haas",42,274,110,164,"TotalDrivingEfficiency",2016
141,143,"Kyle Reifers",63,277,135,142,"TotalDrivingEfficiency",2016
142,153,"Stuart Appleby",39,278,119,159,"TotalDrivingEfficiency",2016
142,158,"Luke List",51,278,119,159,"TotalDrivingEfficiency",2016
142,130,"Bryce Molder",50,278,175,103,"TotalDrivingEfficiency",2016
145,134,"Andres Gonzales",46,279,117,162,"TotalDrivingEfficiency",2016
146,138,"Charley Hoffman",49,280,88,192,"TotalDrivingEfficiency",2016
147,141,"Charles Howell III",63,288,131,157,"TotalDrivingEfficiency",2016
148,157,"Kelly Kraft",35,289,82,207,"TotalDrivingEfficiency",2016
149,149,"Ben Martin",48,291,172,119,"TotalDrivingEfficiency",2016
150,163,"Francesco Molinari",36,295,157,138,"TotalDrivingEfficiency",2016
151,167,"Lucas Glover",53,298,164,134,"TotalDrivingEfficiency",2016
152,163,"Chad Collins",45,301,170,131,"TotalDrivingEfficiency",2016
152,156,"Jim Herman",55,301,188,113,"TotalDrivingEfficiency",2016
154,146,"Greg Owen",56,302,164,138,"TotalDrivingEfficiency",2016
155,160,"Spencer Levin",62,303,200,103,"TotalDrivingEfficiency",2016
156,143,"Will Wilcox",47,305,168,137,"TotalDrivingEfficiency",2016
157,158,"Daniel Summerhays",55,306,189,117,"TotalDrivingEfficiency",2016
158,149,"Kyle Stanley",57,307,161,146,"TotalDrivingEfficiency",2016
159,180,"Kevin Chappell",49,308,147,161,"TotalDrivingEfficiency",2016
160,154,"Zac Blair",56,309,184,125,"TotalDrivingEfficiency",2016
160,175,"Brendon de Jonge",55,309,178,131,"TotalDrivingEfficiency",2016
160,167,"Mark Hubbard",73,309,140,169,"TotalDrivingEfficiency",2016
163,151,"Branden Grace",31,312,204,108,"TotalDrivingEfficiency",2016
163,182,"Cameron Smith",45,312,150,162,"TotalDrivingEfficiency",2016
165,151,"Abraham Ancer",26,313,183,130,"TotalDrivingEfficiency",2016
165,148,"Jason Dufner",53,313,198,115,"TotalDrivingEfficiency",2016
167,171,"Geoff Ogilvy",37,315,150,165,"TotalDrivingEfficiency",2016
167,147,"Charl Schwartzel",29,315,169,146,"TotalDrivingEfficiency",2016
169,178,"Andrew Loupe",50,316,138,178,"TotalDrivingEfficiency",2016
170,188,"Henrik Stenson",30,317,167,150,"TotalDrivingEfficiency",2016
171,175,"Colt Knost",56,318,187,131,"TotalDrivingEfficiency",2016
172,170,"Gary Woodland",45,320,119,201,"TotalDrivingEfficiency",2016
173,160,"Bernd Wiesberger",23,322,147,175,"TotalDrivingEfficiency",2016
174,186,"Tony Finau",49,323,133,190,"TotalDrivingEfficiency",2016
175,173,"Si Woo Kim",63,324,159,165,"TotalDrivingEfficiency",2016
176,160,"Marc Leishman",41,325,139,186,"TotalDrivingEfficiency",2016
177,169,"Aaron Baddeley",51,329,130,199,"TotalDrivingEfficiency",2016
178,178,"Steven Bowditch",40,330,192,138,"TotalDrivingEfficiency",2016
179,163,"Dicky Pride",33,331,180,151,"TotalDrivingEfficiency",2016
180,185,"Graham DeLaet",50,332,145,187,"TotalDrivingEfficiency",2016
181,172,"Chad Campbell",54,333,178,155,"TotalDrivingEfficiency",2016
182,194,"Paul Casey",39,334,185,149,"TotalDrivingEfficiency",2016
183,195,"Henrik Norlander",41,337,162,175,"TotalDrivingEfficiency",2016
184,177,"Rhein Gibson",36,338,144,194,"TotalDrivingEfficiency",2016
185,192,"Dawie van der Walt",48,340,172,168,"TotalDrivingEfficiency",2016
186,173,"Jon Curran",55,345,176,169,"TotalDrivingEfficiency",2016
187,183,"Hiroshi Iwata",51,348,153,195,"TotalDrivingEfficiency",2016
188,200,"Rob Oppenheim",37,350,155,195,"TotalDrivingEfficiency",2016
188,190,"Ollie Schniederjans",23,350,196,154,"TotalDrivingEfficiency",2016
190,181,"Steve Stricker",25,356,172,184,"TotalDrivingEfficiency",2016
191,198,"Robert Streb",51,357,176,181,"TotalDrivingEfficiency",2016
192,184,"Brooks Koepka",39,361,181,180,"TotalDrivingEfficiency",2016
193,200,"Jhonattan Vegas",49,364,195,169,"TotalDrivingEfficiency",2016
194,190,"Kevin Na",52,367,202,165,"TotalDrivingEfficiency",2016
195,187,"Stewart Cink",45,369,197,172,"TotalDrivingEfficiency",2016
195,189,"Matt Jones",45,369,164,205,"TotalDrivingEfficiency",2016
197,205,"Patrick Reed",53,382,192,190,"TotalDrivingEfficiency",2016
198,196,"Matthew Fitzpatrick",23,383,191,192,"TotalDrivingEfficiency",2016
198,192,"Freddie Jacobson",54,383,198,185,"TotalDrivingEfficiency",2016
200,196,"Shane Bertsch",30,384,182,202,"TotalDrivingEfficiency",2016
201,204,"Derek Ernst",36,389,192,197,"TotalDrivingEfficiency",2016
202,199,"Pat Perez",28,390,201,189,"TotalDrivingEfficiency",2016
203,203,"Ricky Barnes",57,391,203,188,"TotalDrivingEfficiency",2016
204,202,"Hudson Swafford",52,392,186,206,"TotalDrivingEfficiency",2016
205,206,"Sergio Garcia",28,405,205,200,"TotalDrivingEfficiency",2016
205,206,"John Senden",48,405,207,198,"TotalDrivingEfficiency",2016
207,208,"George McNeill",33,410,206,204,"TotalDrivingEfficiency",2016
