"StrokeDifferentialFieldAverage_RANKTHISWEEK_2014","StrokeDifferentialFieldAverage_RANKLASTWEEK_2014","StrokeDifferentialFieldAverage_PLAYERNAME_2014","StrokeDifferentialFieldAverage_ROUNDS_2014","StrokeDifferentialFieldAverage_STROKEDIFFERENTIAL_2014","StrokeDifferentialFieldAverage_PLAYERSSCORE_2014","StrokeDifferentialFieldAverage_FIELDAVERAGESCORE_2014","stat_name","year"
28,28,"Harris English",95,0.88,70.11,70.99,"StrokeDifferentialFieldAverage",2014
28,28,"Charles Howell III",106,0.88,70.03,70.91,"StrokeDifferentialFieldAverage",2014
28,28,"Russell Knox",92,0.88,70.15,71.03,"StrokeDifferentialFieldAverage",2014
31,31,"Paul Casey",56,0.85,70.52,71.37,"StrokeDifferentialFieldAverage",2014
31,31,"Jason Kokrak",65,0.85,70.38,71.23,"StrokeDifferentialFieldAverage",2014
31,31,"Marc Leishman",81,0.85,70.44,71.29,"StrokeDifferentialFieldAverage",2014
34,34,"Zach Johnson",97,0.84,70.22,71.06,"StrokeDifferentialFieldAverage",2014
35,35,"Billy Horschel",92,0.79,70.71,71.5,"StrokeDifferentialFieldAverage",2014
36,36,"Charley Hoffman",93,0.76,70.49,71.25,"StrokeDifferentialFieldAverage",2014
37,37,"Webb Simpson",87,0.75,70.4,71.15,"StrokeDifferentialFieldAverage",2014
38,38,"George McNeill",79,0.74,70.38,71.12,"StrokeDifferentialFieldAverage",2014
39,39,"Kevin Chappell",100,0.71,70.45,71.16,"StrokeDifferentialFieldAverage",2014
40,40,"John Senden",99,0.67,70.3,70.97,"StrokeDifferentialFieldAverage",2014
41,41,"Martin Kaymer",65,0.59,70.97,71.56,"StrokeDifferentialFieldAverage",2014
41,41,"Jerry Kelly",80,0.59,70.11,70.7,"StrokeDifferentialFieldAverage",2014
41,41,"Hunter Mahan",88,0.59,71.07,71.66,"StrokeDifferentialFieldAverage",2014
41,41,"Chris Stroud",88,0.59,70.25,70.84,"StrokeDifferentialFieldAverage",2014
45,45,"Lee Westwood",57,0.58,71.29,71.87,"StrokeDifferentialFieldAverage",2014
46,46,"Ian Poulter",57,0.57,71.3,71.87,"StrokeDifferentialFieldAverage",2014
46,46,"Daniel Summerhays",98,0.57,70.45,71.02,"StrokeDifferentialFieldAverage",2014
48,48,"David Toms",64,0.54,70.16,70.7,"StrokeDifferentialFieldAverage",2014
49,49,"Luke Donald",57,0.52,71.23,71.75,"StrokeDifferentialFieldAverage",2014
50,50,"Brian Harman",111,0.5,70.35,70.85,"StrokeDifferentialFieldAverage",2014
50,50,"Robert Streb",75,0.5,70.45,70.95,"StrokeDifferentialFieldAverage",2014
52,52,"Brandt Snedeker",89,0.49,70.91,71.4,"StrokeDifferentialFieldAverage",2014
52,52,"Kevin Stadler",90,0.49,70.72,71.21,"StrokeDifferentialFieldAverage",2014
52,52,"Brendan Steele",89,0.49,70.76,71.25,"StrokeDifferentialFieldAverage",2014
55,55,"Ben Martin",80,0.48,70.71,71.19,"StrokeDifferentialFieldAverage",2014
55,55,"Cameron Tringale",111,0.48,70.77,71.25,"StrokeDifferentialFieldAverage",2014
57,57,"JB Holmes",86,0.46,71.23,71.69,"StrokeDifferentialFieldAverage",2014
58,58,"Ernie Els",85,0.45,71.13,71.58,"StrokeDifferentialFieldAverage",2014
58,58,"Freddie Jacobson",91,0.45,70.68,71.13,"StrokeDifferentialFieldAverage",2014
58,58,"Brian Stuard",91,0.45,70.37,70.82,"StrokeDifferentialFieldAverage",2014
61,61,"Will Ma Kenzie",82,0.43,70.63,71.06,"StrokeDifferentialFieldAverage",2014
61,61,"Patrick Reed",92,0.43,70.79,71.22,"StrokeDifferentialFieldAverage",2014
63,63,"Nick Watney",80,0.4,71.03,71.43,"StrokeDifferentialFieldAverage",2014
64,64,"Shawn Stefani",60,0.39,70.72,71.11,"StrokeDifferentialFieldAverage",2014
65,65,"Robert Garrigus",80,0.38,70.73,71.11,"StrokeDifferentialFieldAverage",2014
65,65,"Seung Yul Noh",92,0.38,70.68,71.06,"StrokeDifferentialFieldAverage",2014
67,67,"Carl Pettersson",91,0.36,70.55,70.91,"StrokeDifferentialFieldAverage",2014
68,68,"Stuart Appleby",92,0.35,70.66,71.01,"StrokeDifferentialFieldAverage",2014
68,68,"Stewart Cink",91,0.35,71.11,71.46,"StrokeDifferentialFieldAverage",2014
70,70,"Jason Dufner",57,0.32,71.17,71.49,"StrokeDifferentialFieldAverage",2014
70,70,"Luke Guthrie",85,0.32,70.52,70.84,"StrokeDifferentialFieldAverage",2014
72,72,"KJ Choi",80,0.31,71.26,71.57,"StrokeDifferentialFieldAverage",2014
72,72,"Scott Langley",95,0.31,70.54,70.85,"StrokeDifferentialFieldAverage",2014
72,72,"Bo Van Pelt",83,0.31,70.87,71.18,"StrokeDifferentialFieldAverage",2014
75,75,"David Hearn",97,0.3,70.68,70.98,"StrokeDifferentialFieldAverage",2014
75,75,"Kevin Kisner",85,0.3,70.65,70.95,"StrokeDifferentialFieldAverage",2014
77,77,"Andrew Svoboda",77,0.29,70.53,70.82,"StrokeDifferentialFieldAverage",2014
77,77,"Camilo Villegas",95,0.29,70.58,70.87,"StrokeDifferentialFieldAverage",2014
79,79,"Aaron Baddeley",74,0.27,71.14,71.41,"StrokeDifferentialFieldAverage",2014
80,80,"Matt Every",85,0.25,70.95,71.2,"StrokeDifferentialFieldAverage",2014
80,80,"Ryo Ishikawa",75,0.25,70.84,71.09,"StrokeDifferentialFieldAverage",2014
82,82,"Ricky Barnes",92,0.24,70.45,70.69,"StrokeDifferentialFieldAverage",2014
82,82,"Scott Brown",100,0.24,70.71,70.95,"StrokeDifferentialFieldAverage",2014
82,82,"Angel Cabrera",69,0.24,71.04,71.28,"StrokeDifferentialFieldAverage",2014
82,82,"Erik Compton",88,0.24,71.03,71.27,"StrokeDifferentialFieldAverage",2014
82,82,"Retief Goosen",94,0.24,70.88,71.12,"StrokeDifferentialFieldAverage",2014
87,87,"Chad Campbell",57,0.23,70.26,70.49,"StrokeDifferentialFieldAverage",2014
87,87,"Louis Oosthuizen",50,0.23,71.57,71.8,"StrokeDifferentialFieldAverage",2014
89,89,"Brendon de Jonge",109,0.22,71.07,71.29,"StrokeDifferentialFieldAverage",2014
89,89,"Justin Hicks",103,0.22,70.77,70.99,"StrokeDifferentialFieldAverage",2014
91,91,"Jeff Overton",80,0.21,70.45,70.66,"StrokeDifferentialFieldAverage",2014
92,92,"Matt Jones",83,0.2,71.04,71.24,"StrokeDifferentialFieldAverage",2014
93,93,"Tim Wilkinson",86,0.19,70.77,70.96,"StrokeDifferentialFieldAverage",2014
94,94,"Billy Hurley III",86,0.17,70.72,70.89,"StrokeDifferentialFieldAverage",2014
94,94,"William McGirt",96,0.17,70.45,70.62,"StrokeDifferentialFieldAverage",2014
96,96,"Danny Lee",84,0.15,70.68,70.83,"StrokeDifferentialFieldAverage",2014
96,96,"Michael Thompson",74,0.15,71.05,71.2,"StrokeDifferentialFieldAverage",2014
98,98,"Michael Putnam",106,0.11,70.9,71.01,"StrokeDifferentialFieldAverage",2014
98,98,"Andres Romero",81,0.11,70.99,71.1,"StrokeDifferentialFieldAverage",2014
100,100,"Jason Bohn",81,0.1,70.88,70.98,"StrokeDifferentialFieldAverage",2014
100,100,"Will Wilcox",51,0.1,70.53,70.63,"StrokeDifferentialFieldAverage",2014
102,102,"Justin Leonard",75,0.08,71.13,71.21,"StrokeDifferentialFieldAverage",2014
102,102,"Pat Perez",84,0.08,71.11,71.19,"StrokeDifferentialFieldAverage",2014
104,104,"Sangmoon Bae",76,0.05,71.08,71.13,"StrokeDifferentialFieldAverage",2014
104,104,"Brad Fritsch",50,0.05,70.58,70.63,"StrokeDifferentialFieldAverage",2014
104,104,"Morgan Hoffmann",103,0.05,70.79,70.84,"StrokeDifferentialFieldAverage",2014
107,107,"Bryce Molder",77,0.02,70.99,71.01,"StrokeDifferentialFieldAverage",2014
107,107,"Vijay Singh",83,0.02,71.07,71.09,"StrokeDifferentialFieldAverage",2014
109,109,"Heath Slocum",71,0.01,70.59,70.6,"StrokeDifferentialFieldAverage",2014
110,110,"Martin Flores",85,0,71.13,71.13,"StrokeDifferentialFieldAverage",2014
111,111,"Jhonattan Vegas",77,-0.01,70.77,70.76,"StrokeDifferentialFieldAverage",2014
112,112,"Robert Allenby",83,-0.04,70.88,70.84,"StrokeDifferentialFieldAverage",2014
112,112,"Tim Clark",75,-0.04,70.71,70.67,"StrokeDifferentialFieldAverage",2014
114,114,"Ben Crane",81,-0.05,70.86,70.81,"StrokeDifferentialFieldAverage",2014
115,115,"Bud Cauley",56,-0.07,70.71,70.64,"StrokeDifferentialFieldAverage",2014
115,115,"Troy Merritt",62,-0.07,70.82,70.75,"StrokeDifferentialFieldAverage",2014
115,115,"Kevin Streelman",79,-0.07,71.55,71.48,"StrokeDifferentialFieldAverage",2014
118,118,"Jonathan Byrd",76,-0.08,70.93,70.85,"StrokeDifferentialFieldAverage",2014
119,119,"Brice Garnett",92,-0.09,70.84,70.75,"StrokeDifferentialFieldAverage",2014
120,120,"Martin Laird",66,-0.11,71.24,71.13,"StrokeDifferentialFieldAverage",2014
120,120,"Andrew Loupe",65,-0.11,71.15,71.04,"StrokeDifferentialFieldAverage",2014
120,120,"Tyrone Van Aswegen",79,-0.11,70.94,70.83,"StrokeDifferentialFieldAverage",2014
123,123,"Brian Davis",93,-0.13,71.16,71.03,"StrokeDifferentialFieldAverage",2014
123,123,"JJ Henry",91,-0.13,70.92,70.79,"StrokeDifferentialFieldAverage",2014
123,123,"Ted Potter Jr",68,-0.13,71.12,70.99,"StrokeDifferentialFieldAverage",2014
126,126,"Charlie Wi",72,-0.14,71.04,70.9,"StrokeDifferentialFieldAverage",2014
127,127,"Steven Bowditch",93,-0.15,71.2,71.05,"StrokeDifferentialFieldAverage",2014
128,128,"Jonas Blixt",64,-0.16,71.66,71.5,"StrokeDifferentialFieldAverage",2014
128,128,"Ken Duke",80,-0.16,70.92,70.76,"StrokeDifferentialFieldAverage",2014
128,128,"Chesson Hadley",84,-0.16,71.32,71.16,"StrokeDifferentialFieldAverage",2014
131,131,"Spencer Levin",59,-0.19,70.97,70.78,"StrokeDifferentialFieldAverage",2014
132,132,"John Huh",87,-0.2,71.33,71.13,"StrokeDifferentialFieldAverage",2014
133,133,"Wes Roach",67,-0.21,71.1,70.89,"StrokeDifferentialFieldAverage",2014
134,134,"Rory Sabbatini",82,-0.24,71.4,71.16,"StrokeDifferentialFieldAverage",2014
135,135,"Greg Chalmers",85,-0.25,71.2,70.95,"StrokeDifferentialFieldAverage",2014
135,135,"Hudson Swafford",75,-0.25,71.11,70.86,"StrokeDifferentialFieldAverage",2014
137,137,"Russell Henley",92,-0.26,71.67,71.41,"StrokeDifferentialFieldAverage",2014
138,138,"Gonzalo Fdez Castano",83,-0.27,71.61,71.34,"StrokeDifferentialFieldAverage",2014
138,138,"Sean OHair",77,-0.27,71.17,70.9,"StrokeDifferentialFieldAverage",2014
140,140,"Boo Weekley",73,-0.28,71.6,71.32,"StrokeDifferentialFieldAverage",2014
141,141,"Richard Lee",80,-0.29,71.45,71.16,"StrokeDifferentialFieldAverage",2014
141,141,"Josh Teater",90,-0.29,71.24,70.95,"StrokeDifferentialFieldAverage",2014
143,143,"Charlie Beljan",76,-0.3,71.21,70.91,"StrokeDifferentialFieldAverage",2014
144,144,"Chad Collins",78,-0.31,71.31,71,"StrokeDifferentialFieldAverage",2014
145,145,"Ben Curtis",77,-0.34,71.47,71.13,"StrokeDifferentialFieldAverage",2014
146,146,"James Hahn",82,-0.35,71.23,70.88,"StrokeDifferentialFieldAverage",2014
146,146,"Davis Love III",74,-0.35,71.36,71.01,"StrokeDifferentialFieldAverage",2014
148,148,"Jamie Lovemark",64,-0.36,71.03,70.67,"StrokeDifferentialFieldAverage",2014
149,149,"Brian Gay",81,-0.38,71.38,71,"StrokeDifferentialFieldAverage",2014
149,149,"Geoff Ogilvy",84,-0.38,71.54,71.16,"StrokeDifferentialFieldAverage",2014
151,151,"Trevor Immelman",84,-0.41,71.54,71.13,"StrokeDifferentialFieldAverage",2014
152,152,"David Lingmerth",80,-0.42,71.45,71.03,"StrokeDifferentialFieldAverage",2014
153,153,"James Driscoll",71,-0.43,71.37,70.94,"StrokeDifferentialFieldAverage",2014
154,154,"Roberto Castro",76,-0.44,71.97,71.53,"StrokeDifferentialFieldAverage",2014
155,155,"John Peterson",62,-0.48,71.48,71,"StrokeDifferentialFieldAverage",2014
156,156,"Jim Herman",62,-0.51,71.34,70.83,"StrokeDifferentialFieldAverage",2014
157,157,"John Merrick",87,-0.52,71.66,71.14,"StrokeDifferentialFieldAverage",2014
158,158,"Johnson Wagner",69,-0.55,71.31,70.76,"StrokeDifferentialFieldAverage",2014
159,159,"Nicholas Thompson",85,-0.56,71.74,71.18,"StrokeDifferentialFieldAverage",2014
160,160,"Briny Baird",50,-0.6,71.6,71,"StrokeDifferentialFieldAverage",2014
160,160,"Bronson La Cassie",51,-0.6,71.64,71.04,"StrokeDifferentialFieldAverage",2014
162,162,"Tommy Gainey",73,-0.62,71.39,70.77,"StrokeDifferentialFieldAverage",2014
163,163,"Jeff Maggert",54,-0.65,71.61,70.96,"StrokeDifferentialFieldAverage",2014
163,163,"Scott Stallings",77,-0.65,71.96,71.31,"StrokeDifferentialFieldAverage",2014
165,165,"YE Yang",79,-0.66,71.68,71.02,"StrokeDifferentialFieldAverage",2014
166,166,"Woody Austin",63,-0.67,71.93,71.26,"StrokeDifferentialFieldAverage",2014
167,167,"Kyle Stanley",87,-0.7,71.76,71.06,"StrokeDifferentialFieldAverage",2014
168,168,"Mike Weir",69,-0.73,71.91,71.18,"StrokeDifferentialFieldAverage",2014
169,169,"Mark Wilson",69,-0.88,71.72,70.84,"StrokeDifferentialFieldAverage",2014
170,170,"DH Lee",54,-0.89,72.12,71.23,"StrokeDifferentialFieldAverage",2014
171,171,"Jim Renner",61,-0.9,72.24,71.34,"StrokeDifferentialFieldAverage",2014
172,172,"John Rollins",84,-0.93,71.89,70.96,"StrokeDifferentialFieldAverage",2014
173,173,"Lucas Glover",68,-0.95,72.35,71.4,"StrokeDifferentialFieldAverage",2014
174,174,"Kevin Tway",64,-0.96,71.95,70.99,"StrokeDifferentialFieldAverage",2014
175,175,"DA Points",75,-1,72.29,71.29,"StrokeDifferentialFieldAverage",2014
176,176,"Troy Matteson",62,-1.29,72.05,70.76,"StrokeDifferentialFieldAverage",2014
177,177,"Derek Ernst",80,-1.43,72.26,70.83,"StrokeDifferentialFieldAverage",2014
